gene	chr	chrom	DE	expmean	dN	dNse	dS	dSse	dnds	haploid
MvSl-1064-A2-R4_MC06-2g07727	aAutosome	aAutosome	NON	7.79963	0.00098	0.00099	0.00001	0.00004	97.0297	A2
MvSl-1064-A2-R4_MC06-2g07728	aAutosome	aAutosome	NON	6.25994	0.0015	0.0015	0.00002	0.00008	74.6269	A2
MvSl-1064-A2-R4_MC06-2g07731	aAutosome	aAutosome	NON	6.04886	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC06-2g07732	aAutosome	aAutosome	NON	10.4611	0.00125	0.00089	0.00604	0.00606	0.20695	A2
MvSl-1064-A2-R4_MC06-2g07733	aAutosome	aAutosome	NON	7.34258	0.00946	0.00481	0.01368	0.0071	0.691515	A2
MvSl-1064-A2-R4_MC06-2g07736	aAutosome	aAutosome	Down	3.46531	0	0.00002	0.00001	0.00586	0	A2
MvSl-1064-A2-R4_MC06-2g07737	aAutosome	aAutosome	NON	5.86053	0.00001	0	0.00676	0	0.00147927	A2
MvSl-1064-A2-R4_MC06-2g07739	aAutosome	aAutosome	NON	5.63565	0.00351	0.00185	0.03293	0.0172	0.106589	A2
MvSl-1064-A2-R4_MC06-2g07740	aAutosome	aAutosome	NON	6.82609	0.00204	0.00205	0.00723	0.00733	0.282154	A2
MvSl-1064-A2-R4_MC06-2g07741	aAutosome	aAutosome	NON	5.60565	0.00096	0.00096	0.00001	0	95.0495	A2
MvSl-1064-A2-R4_MC06-2g07742	aAutosome	aAutosome	NON	7.79368	0.00127	0.00128	0.00654	0.00467	0.194187	A2
MvSl-1064-A2-R4_MC06-2g07744	aAutosome	aAutosome	NON	6.46779	0.00332	0.00332	0.00003	0.0002	110.299	A2
MvSl-1064-A2-R4_MC06-2g07745	aAutosome	aAutosome	NON	5.65532	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07746	aAutosome	aAutosome	NON	6.06373	0.00757	0.00438	0.00008	0.00038	94.5069	A2
MvSl-1064-A2-R4_MC06-2g07747	aAutosome	aAutosome	NON	6.9205	0.53554	0.0658	0.81663	0.1609	0.655793	A2
MvSl-1064-A2-R4_MC06-2g07749	aAutosome	aAutosome	NON	8.62755	0.00688	0.00488	0.00007	0.00049	98.1455	A2
MvSl-1064-A2-R4_MC06-2g07750	aAutosome	aAutosome	NON	1.45269	0.16899	0.03121	0.16578	0.04971	1.01936	A2
MvSl-1064-A2-R4_MC06-2g07753	aAutosome	aAutosome	NON	4.84853	0.00624	0.00312	0.00409	0.00407	1.52564	A2
MvSl-1064-A2-R4_MC06-2g07754	aAutosome	aAutosome	NON	10.245	0.01186	0.0045	0.00012	0.00005	98.751	A2
MvSl-1064-A2-R4_MC06-2g07755	aAutosome	aAutosome	NON	6.02997	0.00071	0.00071	0.00646	0.00324	0.109905	A2
MvSl-1064-A2-R4_MC06-2g07756	aAutosome	aAutosome	NON	7.16789	0	0.00024	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07757	aAutosome	aAutosome	NON	6.72802	0	0.01619	0.00001	0.03925	0	A2
MvSl-1064-A2-R4_MC06-2g07758	aAutosome	aAutosome	NON	10.9818	0.00075	0.00075	0.00001	0	74.2574	A2
MvSl-1064-A2-R4_MC06-2g07759	aAutosome	aAutosome	NON	7.02303	0	0	0.00355	0.00019	0	A2
MvSl-1064-A2-R4_MC06-2g07760	aAutosome	aAutosome	NON	5.63167	0.00664	0.00472	0.00007	0.00024	94.7218	A2
MvSl-1064-A2-R4_MC06-2g07761	aAutosome	aAutosome	NON	5.87278	0.00104	0.00104	0.00184	0.00184	0.565187	A2
MvSl-1064-A2-R4_MC06-2g07762	aAutosome	aAutosome	NON	5.81208	0.00373	0.00216	0.00652	0.00464	0.572077	A2
MvSl-1064-A2-R4_MC06-2g07763	aAutosome	aAutosome	NON	8.70331	0	0.00568	0.00001	0.01269	0	A2
MvSl-1064-A2-R4_MC06-2g07766	aAutosome	aAutosome	NON	1.61076	0.01839	0.00757	0.09475	0.03065	0.19409	A2
MvSl-1064-A2-R4_MC06-2g07767	aAutosome	aAutosome	NON	5.30373	0.00166	0.00166	0.00466	0.00468	0.356216	A2
MvSl-1064-A2-R4_MC06-2g07768	aAutosome	aAutosome	NON	7.38627	0.00217	0.00111	0.00219	0.00127	0.990822	A2
MvSl-1064-A2-R4_MC06-2g07769	aAutosome	aAutosome	NON	5.08299	0.17136	0.03598	0.934	0.31647	0.183469	A2
MvSl-1064-A2-R4_MC06-2g07770	aAutosome	aAutosome	NON	6.7861	0.00059	0.00059	0.00213	0.00151	0.276982	A2
MvSl-1064-A2-R4_MC06-2g07771	aAutosome	aAutosome	NON	6.58993	0.00338	0.00341	0.00003	0.00082	112.292	A2
MvSl-1064-A2-R4_MC06-2g07773	aAutosome	aAutosome	NON	8.08788	0.00001	0	0.01221	0	0.000818994	A2
MvSl-1064-A2-R4_MC06-2g07774	aAutosome	aAutosome	NON	5.08032	0	0.01015	0.00001	0.02103	0	A2
MvSl-1064-A2-R4_MC06-2g07775	aAutosome	aAutosome	NON	7.2982	0.00344	0.00141	0.00499	0.00251	0.689365	A2
MvSl-1064-A2-R4_MC06-2g07776	aAutosome	aAutosome	NON	2.93455	0.00973	0.00981	0.0001	0.00078	97.2028	A2
MvSl-1064-A2-R4_MC06-2g07777	aAutosome	aAutosome	NON	2.19154	0.80001	0.12663	1.86446	0.70217	0.429084	A2
MvSl-1064-A2-R4_MC06-2g07780	aAutosome	aAutosome	NON	7.60486	0.00139	0.00139	0.00001	0.00003	137.624	A2
MvSl-1064-A2-R4_MC06-2g07781	aAutosome	aAutosome	NON	4.28635	0.01636	0.00621	0.00942	0.00363	1.73671	A2
MvSl-1064-A2-R4_MC06-2g07782	aAutosome	aAutosome	NON	5.75135	0	0.00006	0.00002	0.01297	0	A2
MvSl-1064-A2-R4_MC06-2g07783	aAutosome	aAutosome	NON	6.2238	0.00791	0.00311	0.02157	0.0081	0.366711	A2
MvSl-1064-A2-R4_MC06-2g07785	aAutosome	aAutosome	NON	6.22622	0	0	0.00362	0.0003	0	A2
MvSl-1064-A2-R4_MC06-2g07786	aAutosome	aAutosome	NON	5.04962	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07788	aAutosome	aAutosome	NON	4.40863	0.00002	0	0.01526	0	0.00131061	A2
MvSl-1064-A2-R4_MC06-2g07790	aAutosome	aAutosome	NON	6.36425	0.00001	0	0.00531	0	0.0018832	A2
MvSl-1064-A2-R4_MC06-2g07793	aAutosome	aAutosome	NON	6.5802	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07794	aAutosome	aAutosome	NON	6.86214	0.00127	0.00128	0.00706	0.00409	0.179884	A2
MvSl-1064-A2-R4_MC06-2g07795	aAutosome	aAutosome	NON	7.25622	0.00109	0.00109	0.00227	0.00227	0.480155	A2
MvSl-1064-A2-R4_MC06-2g07797	aAutosome	aAutosome	NON	4.36248	0.03671	0.00921	0.04374	0.01332	0.839276	A2
MvSl-1064-A2-R4_MC06-2g07799	aAutosome	aAutosome	NON	5.86382	1.11989	0.20144	1.92279	1.06029	0.58243	A2
MvSl-1064-A2-R4_MC06-2g07800	aAutosome	aAutosome	NON	3.30847	0.00781	0.00555	0.01274	0.01287	0.613025	A2
MvSl-1064-A2-R4_MC06-2g07804	aAutosome	aAutosome	NON	5.10298	0.01695	0.00555	0.05058	0.01655	0.335112	A2
MvSl-1064-A2-R4_MC06-2g07808	aAutosome	aAutosome	NON	5.90499	0.00188	0.00188	0.00473	0.00474	0.397455	A2
MvSl-1064-A2-R4_MC07g07816	aAutosome	aAutosome	NON	5.46465	0	0.00005	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07817	aAutosome	aAutosome	NON	5.63359	0.00001	0	0.00898	0.00039	0.00111357	A2
MvSl-1064-A2-R4_MC07g07818	aAutosome	aAutosome	NON	6.64178	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07822	aAutosome	aAutosome	NON	5.83031	0.09431	0.02213	0.1467	0.04848	0.642876	A2
MvSl-1064-A2-R4_MC07g07823	aAutosome	aAutosome	NON	12.3093	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07827	aAutosome	aAutosome	NON	6.20089	0.01732	0.00773	0.00017	0.00008	101.822	A2
MvSl-1064-A2-R4_MC07g07828	aAutosome	aAutosome	NON	6.11679	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07829	aAutosome	aAutosome	NON	4.50965	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07830	aAutosome	aAutosome	NON	5.68722	0.00209	0.00111	0.00636	0.00326	0.328611	A2
MvSl-1064-A2-R4_MC07g07831	aAutosome	aAutosome	NON	7.1397	0.00495	0.00251	0.00597	0.00336	0.829132	A2
MvSl-1064-A2-R4_MC07g07832	aAutosome	aAutosome	NON	4.34938	0.00275	0.00276	0.00003	0.00009	91.3621	A2
MvSl-1064-A2-R4_MC07g07833	aAutosome	aAutosome	NON	5.59613	0.00001	0	0.01428	0	0.000700275	A2
MvSl-1064-A2-R4_MC07g07835	aAutosome	aAutosome	NON	6.35795	0.00291	0.00213	0.00954	0.00658	0.305028	A2
MvSl-1064-A2-R4_MC07g07837	aAutosome	aAutosome	NON	7.04157	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07839	aAutosome	aAutosome	NON	7.16418	0.00127	0.00127	0.00001	0.00006	125.743	A2
MvSl-1064-A2-R4_MC07g07840	aAutosome	aAutosome	NON	5.21554	0	0.02545	0.00001	0.05368	0	A2
MvSl-1064-A2-R4_MC07g07841	aAutosome	aAutosome	NON	6.01576	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07846	aAutosome	aAutosome	NON	8.38781	0.0031	0.00153	0.00187	0.00177	1.65767	A2
MvSl-1064-A2-R4_MC07g07847	aAutosome	aAutosome	NON	7.18799	0.00142	0.00101	0.00604	0.00304	0.235095	A2
MvSl-1064-A2-R4_MC07g07849	aAutosome	aAutosome	NON	6.72694	0	0	0.00002	0.00357	0	A2
MvSl-1064-A2-R4_MC07g07850	aAutosome	aAutosome	NON	6.97595	0.00001	0	0.00532	0.00088	0.00187966	A2
MvSl-1064-A2-R4_MC07g07852	aAutosome	aAutosome	NON	7.44558	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC07g07853	aAutosome	aAutosome	NON	6.57726	0.00431	0.00177	0.00556	0.00325	0.775166	A2
MvSl-1064-A2-R4_MC07g07854	aAutosome	aAutosome	NON	1.40317	0.00343	0.00343	0.00003	0	113.953	A2
MvSl-1064-A2-R4_MC07g07855	aAutosome	aAutosome	NON	4.19116	0.00274	0.00274	0.00003	0.00012	91.0299	A2
MvSl-1064-A2-R4_MC07g07858	aAutosome	aAutosome	NON	5.9713	0.00001	0.00001	0.01166	0.01181	0.000857626	A2
MvSl-1064-A2-R4_MC07g07859	aAutosome	aAutosome	NON	5.51521	0.00001	0	0.00544	0.0002	0.0018382	A2
MvSl-1064-A2-R4_MC07g07860	aAutosome	aAutosome	NON	5.99123	0.01135	0.00874	0.02532	0.02297	0.44826	A2
MvSl-1064-A2-R4_MC07g07861	aAutosome	aAutosome	NON	6.02879	0.00551	0.00319	0.00511	0.00513	1.07826	A2
MvSl-1064-A2-R4_MC07g07862	aAutosome	aAutosome	Down	7.76946	0.00486	0.00344	0.00005	0.00017	97.006	A2
MvSl-1064-A2-R4_MC07g07863	aAutosome	aAutosome	NON	2.26188	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07867	aAutosome	aAutosome	NON	5.60143	0.48667	0.04555	0.87361	0.13916	0.557079	A2
MvSl-1064-A2-R4_MC07g07868	aAutosome	aAutosome	NON	7.37132	0.00315	0.00223	0.00003	0.00011	104.651	A2
MvSl-1064-A2-R4_MC07g07874	aAutosome	aAutosome	NON	0.494758	0.01586	0.00717	0.06894	0.02661	0.230055	A2
MvSl-1064-A2-R4_MC07g07875	aAutosome	aAutosome	NON	4.68395	0.00384	0.00273	0.01157	0.00674	0.33189	A2
MvSl-1064-A2-R4_MC07g07877	aAutosome	aAutosome	Down	7.31617	0.00275	0.00274	0.0101	0.00718	0.272275	A2
MvSl-1064-A2-R4_MC07g07878	aAutosome	aAutosome	NON	4.77906	0.0028	0.00199	0.00249	0.0025	1.12445	A2
MvSl-1064-A2-R4_MC07g07879	aAutosome	aAutosome	NON	4.75286	0.01068	0.00383	0.00499	0.00255	2.14024	A2
MvSl-1064-A2-R4_MC07g07880	aAutosome	aAutosome	NON	6.49598	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07884	aAutosome	aAutosome	NON	5.58341	0.00626	0.00287	0.00382	0.00228	1.6387	A2
MvSl-1064-A2-R4_MC07g07885	aAutosome	aAutosome	NON	6.10031	0.0027	0.00191	0.00003	0.00007	89.701	A2
MvSl-1064-A2-R4_MC07g07886	aAutosome	aAutosome	NON	8.11964	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07891	aAutosome	aAutosome	NON	8.45052	0	0	0.00317	0.00044	0	A2
MvSl-1064-A2-R4_MC07g07892	aAutosome	aAutosome	NON	8.28959	0.00263	0.00264	0.0109	0.00776	0.241282	A2
MvSl-1064-A2-R4_MC07g07893	aAutosome	aAutosome	NON	5.55361	0	0.00054	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07895	aAutosome	aAutosome	NON	5.38772	0.0965	0.02489	0.11853	0.04962	0.814139	A2
MvSl-1064-A2-R4_MC07g07896	aAutosome	aAutosome	NON	6.4917	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07897	aAutosome	aAutosome	NON	7.61138	0.01878	0.00843	0.00019	0.00007	98.7901	A2
MvSl-1064-A2-R4_MC07g07898	aAutosome	aAutosome	NON	7.60403	0.002	0.00142	0.00999	0.00713	0.200198	A2
MvSl-1064-A2-R4_MC07g07899	aAutosome	aAutosome	NON	3.50487	0.00846	0.00491	0.00009	0.0003	93.8957	A2
MvSl-1064-A2-R4_MC07g07900	aAutosome	aAutosome	NON	4.77915	0.00129	0.00134	0.0025	0.0026	0.515979	A2
MvSl-1064-A2-R4_MC07g07902	aAutosome	aAutosome	NON	0.496057	0.03831	0.013	0.09633	0.03787	0.397695	A2
MvSl-1064-A2-R4_MC07g07903	aAutosome	aAutosome	NON	7.66141	0.05065	0.01807	0.20415	0.09711	0.248102	A2
MvSl-1064-A2-R4_MC07g07905	aAutosome	aAutosome	NON	3.38677	0.00487	0.00487	0.00984	0.00987	0.494914	A2
MvSl-1064-A2-R4_MC07g07907	aAutosome	aAutosome	NON	4.50651	0	0.00382	0.00001	0.00981	0	A2
MvSl-1064-A2-R4_MC07g07908	aAutosome	aAutosome	NON	2.8392	0.0041	0.00412	0.00979	0.00986	0.41879	A2
MvSl-1064-A2-R4_MC07g07909	aAutosome	aAutosome	NON	5.94375	0.00986	0.00703	0.0001	0.00052	98.5015	A2
MvSl-1064-A2-R4_MC07g07910	aAutosome	aAutosome	NON	6.2886	0.00255	0.00255	0.00829	0.00829	0.307596	A2
MvSl-1064-A2-R4_MC07g07914	aAutosome	aAutosome	NON	5.72429	0.77108	0.10184	1.50961	0.42806	0.510781	A2
MvSl-1064-A2-R4_MC07g07916	aAutosome	aAutosome	NON	7.13433	0.00001	0	0.00641	0.00075	0.00156004	A2
MvSl-1064-A2-R4_MC07g07917	aAutosome	aAutosome	NON	6.15836	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07918	aAutosome	aAutosome	NON	5.96869	0.00613	0.00434	0.00677	0.00677	0.905452	A2
MvSl-1064-A2-R4_MC07g07919	aAutosome	aAutosome	NON	7.56413	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07920	aAutosome	aAutosome	NON	8.37343	0.00405	0.00286	0.00398	0.00396	1.01756	A2
MvSl-1064-A2-R4_MC07g07921	aAutosome	aAutosome	NON	5.23406	0.00001	0	0.01259	0.00106	0.000794275	A2
MvSl-1064-A2-R4_MC07g07922	aAutosome	aAutosome	NON	7.75409	0.00001	0	0.0074	0.00072	0.00135133	A2
MvSl-1064-A2-R4_MC07g07923	aAutosome	aAutosome	NON	7.95757	0.00547	0.00246	0.00527	0.00374	1.03793	A2
MvSl-1064-A2-R4_MC07g07927	aAutosome	aAutosome	NON	7.62598	0	0	0.00147	0	0	A2
MvSl-1064-A2-R4_MC07g07931	aAutosome	aAutosome	NON	6.00621	0	0.02447	0.00001	0.06459	0	A2
MvSl-1064-A2-R4_MC07g07934	aAutosome	aAutosome	NON	7.23883	0.00127	0.00127	0.00335	0.00336	0.379093	A2
MvSl-1064-A2-R4_MC07g07935	aAutosome	aAutosome	NON	6.88735	0.00088	0.00088	0.00001	0.00001	87.1287	A2
MvSl-1064-A2-R4_MC07g07937	aAutosome	aAutosome	NON	3.54237	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07938	aAutosome	aAutosome	NON	3.1259	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07939	aAutosome	aAutosome	NON	3.74782	0.00292	0.00206	0.00003	0	97.01	A2
MvSl-1064-A2-R4_MC07g07940	aAutosome	aAutosome	NON	-0.16878	0.00221	0.00221	0.00002	0.00004	109.95	A2
MvSl-1064-A2-R4_MC07g07944	aAutosome	aAutosome	NON	3.53962	0	0.02773	0.00001	0.07887	0	A2
MvSl-1064-A2-R4_MC07g07945	aAutosome	aAutosome	NON	7.11334	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07946	aAutosome	aAutosome	NON	4.40436	0.00707	0.0032	0.03679	0.01661	0.192171	A2
MvSl-1064-A2-R4_MC07g07947	aAutosome	aAutosome	NON	4.01878	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07948	aAutosome	aAutosome	NON	5.81135	0	0	0.00324	0.00326	0	A2
MvSl-1064-A2-R4_MC07g07949	aAutosome	aAutosome	NON	7.25163	0.00697	0.00494	0.00007	0.00022	99.4294	A2
MvSl-1064-A2-R4_MC07g07950	aAutosome	aAutosome	NON	5.40023	0.0083	0.00588	0.00008	0	103.62	A2
MvSl-1064-A2-R4_MC07g07951	aAutosome	aAutosome	NON	5.57925	0.00197	0.00202	0.00713	0.00752	0.276293	A2
MvSl-1064-A2-R4_MC07g07953	aAutosome	aAutosome	NON	5.96391	0	0.00135	0.00001	0.00311	0	A2
MvSl-1064-A2-R4_MC07g07954	aAutosome	aAutosome	NON	6.64563	0.00002	0	0.02319	0.00648	0.000862437	A2
MvSl-1064-A2-R4_MC07g07955	aAutosome	aAutosome	NON	6.94006	0.00376	0.00378	0.00944	0.0095	0.398301	A2
MvSl-1064-A2-R4_MC07g07961	aAutosome	aAutosome	NON	4.8146	0.00391	0.00392	0.00899	0.00904	0.434923	A2
MvSl-1064-A2-R4_MC07g07962	aAutosome	aAutosome	NON	6.01318	0.00152	0.00058	0.02088	0.00798	0.0727966	A2
MvSl-1064-A2-R4_MC07g07963	aAutosome	aAutosome	NON	5.31268	0.00001	0	0.00956	0	0.00104601	A2
MvSl-1064-A2-R4_MC07g07969	aAutosome	aAutosome	NON	4.50815	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07970	aAutosome	aAutosome	NON	7.31255	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07971	aAutosome	aAutosome	NON	6.66331	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07972	aAutosome	aAutosome	NON	5.13805	0.0026	0.00184	0.00515	0.00364	0.504845	A2
MvSl-1064-A2-R4_MC07g07973	aAutosome	aAutosome	NON	3.27596	0.00263	0.00221	0.01268	0.00861	0.207412	A2
MvSl-1064-A2-R4_MC07g07974	aAutosome	aAutosome	NON	6.76378	0	0	0.00322	0.00042	0	A2
MvSl-1064-A2-R4_MC07g07975	aAutosome	aAutosome	NON	6.16362	0.00206	0.00206	0.00002	0	102.488	A2
MvSl-1064-A2-R4_MC07g07976	aAutosome	aAutosome	NON	7.98857	0	0.00596	0.00001	0.0123	0	A2
MvSl-1064-A2-R4_MC07g07979	aAutosome	aAutosome	NON	7.06073	0.00088	0.00088	0.00001	0	87.1287	A2
MvSl-1064-A2-R4_MC07g07980	aAutosome	aAutosome	NON	3.45997	0.00332	0.00331	0.00613	0.00613	0.54159	A2
MvSl-1064-A2-R4_MC07g07981	aAutosome	aAutosome	NON	6.00129	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07982	aAutosome	aAutosome	NON	6.77273	0.00118	0.00118	0.00465	0.00331	0.253758	A2
MvSl-1064-A2-R4_MC07g07983	aAutosome	aAutosome	NON	4.52854	0.00478	0.00479	0.00005	0	95.4092	A2
MvSl-1064-A2-R4_MC07g07985	aAutosome	aAutosome	NON	6.41527	0.00121	0.00121	0.0044	0.00439	0.274994	A2
MvSl-1064-A2-R4_MC07g07987	aAutosome	aAutosome	NON	3.12977	0.00001	0	0.013	0.00147	0.000769225	A2
MvSl-1064-A2-R4_MC07g07988	aAutosome	aAutosome	NON	6.54775	0.58958	0.09146	1.93663	1.3353	0.304436	A2
MvSl-1064-A2-R4_MC07g07989	aAutosome	aAutosome	NON	4.94199	0	0	0.00301	0	0	A2
MvSl-1064-A2-R4_MC07g07990	aAutosome	aAutosome	NON	7.98739	0.01738	0.00782	0.00018	0.00008	96.5019	A2
MvSl-1064-A2-R4_MC07g07991	aAutosome	aAutosome	NON	7.39431	0.00111	0.00079	0.00228	0.00161	0.486821	A2
MvSl-1064-A2-R4_MC07g07995	aAutosome	aAutosome	NON	5.44876	0.00257	0.00182	0.00003	0	85.3821	A2
MvSl-1064-A2-R4_MC07g07996	aAutosome	aAutosome	NON	6.21414	0	0.00005	0.00003	0	0	A2
MvSl-1064-A2-R4_MC07g07997	aAutosome	aAutosome	NON	7.17003	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g07999	aAutosome	aAutosome	NON	7.093	0.00438	0.00439	0.01106	0.01114	0.396018	A2
MvSl-1064-A2-R4_MC07g08000	aAutosome	aAutosome	NON	9.66274	0.00106	0.00106	0.00435	0.00435	0.243673	A2
MvSl-1064-A2-R4_MC07g08003	aAutosome	aAutosome	NON	7.93482	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08006	aAutosome	aAutosome	NON	9.12866	0.00182	0.0013	0.00193	0.00196	0.942956	A2
MvSl-1064-A2-R4_MC07g08007	aAutosome	aAutosome	NON	8.51842	0.00141	0.00079	0.00421	0.00234	0.334909	A2
MvSl-1064-A2-R4_MC07g08008	aAutosome	aAutosome	NON	7.80735	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC07g08009	aAutosome	aAutosome	NON	6.10452	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08010	aAutosome	aAutosome	NON	5.90393	0.00001	0	0.00701	0.00031	0.00142651	A2
MvSl-1064-A2-R4_MC07g08020	aAutosome	aAutosome	NON	6.15832	0.00001	0	0.00869	0.00078	0.00115073	A2
MvSl-1064-A2-R4_MC07g08021	aAutosome	aAutosome	NON	10.2993	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08022	aAutosome	aAutosome	NON	6.17242	0.00114	0.00114	0.01098	0.00637	0.103824	A2
MvSl-1064-A2-R4_MC07g08023	aAutosome	aAutosome	NON	8.23468	0.00068	0.00068	0.00671	0.00337	0.10134	A2
MvSl-1064-A2-R4_MC07g08024	aAutosome	aAutosome	NON	5.88614	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08025	aAutosome	aAutosome	NON	6.28798	0.00105	0	0.00001	0	103.96	A2
MvSl-1064-A2-R4_MC07g08026	aAutosome	aAutosome	NON	5.7211	0	0.0053	0.00001	0.01092	0	A2
MvSl-1064-A2-R4_MC07g08028	aAutosome	aAutosome	NON	6.71325	0	0.00025	0.00001	0.00757	0	A2
MvSl-1064-A2-R4_MC07g08029	aAutosome	aAutosome	NON	7.14503	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08030	aAutosome	aAutosome	NON	6.02251	0.00185	0.00185	0.00002	0	92.0398	A2
MvSl-1064-A2-R4_MC07g08031	aAutosome	aAutosome	NON	4.65313	0.00307	0.00218	0.01032	0.006	0.297478	A2
MvSl-1064-A2-R4_MC07g08033	aAutosome	aAutosome	NON	7.25189	0.00307	0.00178	0.00236	0.00239	1.30079	A2
MvSl-1064-A2-R4_MC07g08034	aAutosome	aAutosome	NON	6.7939	0.00378	0.00267	0.0048	0.00478	0.787484	A2
MvSl-1064-A2-R4_MC07g08035	aAutosome	aAutosome	NON	5.90208	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08037	aAutosome	aAutosome	NON	7.01201	0.00248	0	0.00736	0	0.336952	A2
MvSl-1064-A2-R4_MC07g08038	aAutosome	aAutosome	NON	6.74836	0	0	0.00464	0.00042	0	A2
MvSl-1064-A2-R4_MC07g08040	aAutosome	aAutosome	NON	4.86069	0.01036	0.00347	0.00594	0.00424	1.74408	A2
MvSl-1064-A2-R4_MC07g08046	aAutosome	aAutosome	NON	4.0011	0.0026	0.0026	0.00529	0.0053	0.491484	A2
MvSl-1064-A2-R4_MC07g08047	aAutosome	aAutosome	NON	5.1602	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08049	aAutosome	aAutosome	NON	5.09712	0.01228	0.00465	0.00941	0.00358	1.30498	A2
MvSl-1064-A2-R4_MC07g08050	aAutosome	aAutosome	NON	8.72104	0	0.00002	0.00002	0	0	A2
MvSl-1064-A2-R4_MC07g08051	aAutosome	aAutosome	NON	7.46242	0.19982	0.034	0.49108	0.11199	0.406899	A2
MvSl-1064-A2-R4_MC07g08053	aAutosome	aAutosome	NON	3.08285	0	0.00087	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08054	aAutosome	aAutosome	NON	3.11246	0.00535	0.00536	0.00005	0.00044	106.786	A2
MvSl-1064-A2-R4_MC07g08055	aAutosome	aAutosome	NON	2.30645	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08057	aAutosome	aAutosome	NON	6.44758	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08058	aAutosome	aAutosome	NON	8.41853	0.00417	0.00418	0.00004	0.00022	103.99	A2
MvSl-1064-A2-R4_MC07g08059	aAutosome	aAutosome	NON	5.20079	0	0	0.00327	0.00328	0	A2
MvSl-1064-A2-R4_MC07g08060	aAutosome	aAutosome	NON	5.29718	0.00168	0.00169	0.00002	0.00006	83.5821	A2
MvSl-1064-A2-R4_MC07g08061	aAutosome	aAutosome	NON	4.9421	0.00488	0.00346	0.01477	0.01054	0.330397	A2
MvSl-1064-A2-R4_MC07g08062	aAutosome	aAutosome	NON	7.09873	0.00258	0.00149	0.00188	0.00188	1.37227	A2
MvSl-1064-A2-R4_MC07g08063	aAutosome	aAutosome	NON	6.5516	0.00056	0.00056	0.00648	0.00377	0.0864184	A2
MvSl-1064-A2-R4_MC07g08064	aAutosome	aAutosome	NON	4.89709	0.00225	0.0013	0.00002	0.00005	111.94	A2
MvSl-1064-A2-R4_MC07g08068	aAutosome	aAutosome	NON	6.38529	0.00001	0	0.01286	0	0.000777599	A2
MvSl-1064-A2-R4_MC07g08070	aAutosome	aAutosome	NON	5.92891	0.00313	0.00313	0.00003	0	103.987	A2
MvSl-1064-A2-R4_MC07g08071	aAutosome	aAutosome	NON	5.81163	0	0.00005	0.00001	0	0	A2
MvSl-1064-A2-R4_MC07g08073	aAutosome	aAutosome	NON	5.5551	0	0	0.00206	0	0	A2
MvSl-1064-A2-R4_MC07g08074	aAutosome	aAutosome	NON	11.1561	0.00438	0.00253	0.00362	0.0036	1.20991	A2
