gene	chr	chrom	DE	expmean	dN	dNse	dS	dSse	dnds	haploid
MvSl-1064-A2-R4_MC01g02480	aAutosome	aAutosome	NON	8.31846	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02481	aAutosome	aAutosome	NON	8.66625	0.01025	0.00295	0.00941	0.00374	1.08926	A2
MvSl-1064-A2-R4_MC01g02482	aAutosome	aAutosome	NON	4.79236	0.00256	0.00257	0.00466	0.00467	0.549344	A2
MvSl-1064-A2-R4_MC01g02483	aAutosome	aAutosome	NON	4.92287	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02484	aAutosome	aAutosome	NON	3.29994	0.00002	0	0.02102	0.00156	0.00095147	A2
MvSl-1064-A2-R4_MC01g02485	aAutosome	aAutosome	NON	7.15058	0.00161	0.00093	0.00754	0.00436	0.213525	A2
MvSl-1064-A2-R4_MC01g02486	aAutosome	aAutosome	NON	6.33606	0.00111	0.00111	0.00001	0.00006	109.901	A2
MvSl-1064-A2-R4_MC01g02487	aAutosome	aAutosome	NON	8.24608	0.00248	0.00175	0.004	0.004	0.619985	A2
MvSl-1064-A2-R4_MC01g02488	aAutosome	aAutosome	NON	5.70986	0.00087	0.00088	0.00174	0.00177	0.499971	A2
MvSl-1064-A2-R4_MC01g02491	aAutosome	aAutosome	NON	6.80685	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02492	aAutosome	aAutosome	NON	6.47772	0	0.00001	0.00002	0.00349	0	A2
MvSl-1064-A2-R4_MC01g02493	aAutosome	aAutosome	NON	8.13385	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02494	aAutosome	aAutosome	NON	3.80774	0	0.00002	0.00186	0.00191	0	A2
MvSl-1064-A2-R4_MC01g02498	aAutosome	aAutosome	NON	7.53875	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02499	aAutosome	aAutosome	NON	8.6784	0	0.00005	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02501	aAutosome	aAutosome	NON	7.58161	0	0.00651	0.00001	0.01288	0	A2
MvSl-1064-A2-R4_MC01g02502	aAutosome	aAutosome	NON	7.01486	0.00391	0.00172	0.00188	0.00174	2.07968	A2
MvSl-1064-A2-R4_MC01g02505	aAutosome	aAutosome	NON	6.84365	0.00001	0	0.00974	0.00058	0.00102668	A2
MvSl-1064-A2-R4_MC01g02506	aAutosome	aAutosome	NON	6.0598	0.00103	0.00073	0.00184	0.0013	0.559752	A2
MvSl-1064-A2-R4_MC01g02507	aAutosome	aAutosome	NON	7.54554	0	0.00003	0.00002	0	0	A2
MvSl-1064-A2-R4_MC01g02509	aAutosome	aAutosome	NON	6.82196	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC01g02512	aAutosome	aAutosome	NON	7.62793	0.00001	0	0.01067	0.00094	0.000937198	A2
MvSl-1064-A2-R4_MC01g02513	aAutosome	aAutosome	NON	5.94831	0.00338	0.00338	0.00003	0	112.292	A2
MvSl-1064-A2-R4_MC01g02514	aAutosome	aAutosome	NON	1.03989	0.01895	0.00726	0.02861	0.01135	0.662354	A2
MvSl-1064-A2-R4_MC01g02515	aAutosome	aAutosome	NON	5.75179	0.00365	0.0037	0.01507	0.01529	0.242201	A2
MvSl-1064-A2-R4_MC01g02516	aAutosome	aAutosome	NON	6.3125	0.00045	0.00045	0.00425	0.00246	0.10588	A2
MvSl-1064-A2-R4_MC01g02518	aAutosome	aAutosome	NON	7.22412	0.00163	0.00163	0.00002	0.0001	81.0945	A2
MvSl-1064-A2-R4_MC01g02519	aAutosome	aAutosome	NON	5.17695	0.00092	0.00065	0.00226	0.0016	0.407062	A2
MvSl-1064-A2-R4_MC01g02520	aAutosome	aAutosome	NON	5.8264	0.00519	0.00518	0.01325	0.01327	0.391695	A2
MvSl-1064-A2-R4_MC01g02523	aAutosome	aAutosome	NON	4.79742	0	0.00001	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02524	aAutosome	aAutosome	NON	3.57865	0.00163	0.00163	0.01333	0.00774	0.12228	A2
MvSl-1064-A2-R4_MC01g02525	aAutosome	aAutosome	NON	3.58212	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02527	aAutosome	aAutosome	NON	6.67011	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02528	aAutosome	aAutosome	NON	8.98181	0.0034	0.00196	0.00366	0.00215	0.928936	A2
MvSl-1064-A2-R4_MC01g02529	aAutosome	aAutosome	NON	4.04844	0.01677	0.00602	0.0432	0.01638	0.388194	A2
MvSl-1064-A2-R4_MC01g02530	aAutosome	aAutosome	NON	7.67404	0.24975	0.03464	0.75589	0.21656	0.330405	A2
MvSl-1064-A2-R4_MC01g02532	aAutosome	aAutosome	NON	4.22342	0.00051	0.00051	0.00541	0.00271	0.0942681	A2
MvSl-1064-A2-R4_MC01g02533	aAutosome	aAutosome	NON	5.60505	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02534	aAutosome	aAutosome	NON	0.842261	0.00817	0.00578	0.00008	0	101.998	A2
MvSl-1064-A2-R4_MC01g02539	aAutosome	aAutosome	NON	6.83121	0.00177	0.00177	0.00884	0.00627	0.200224	A2
MvSl-1064-A2-R4_MC01g02543	aAutosome	aAutosome	NON	6.97175	0	0	0.00323	0.00001	0	A2
MvSl-1064-A2-R4_MC01g02545	aAutosome	aAutosome	NON	6.89464	0.00001	0	0.0051	0	0.00196075	A2
MvSl-1064-A2-R4_MC01g02546	aAutosome	aAutosome	NON	5.78065	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02550	aAutosome	aAutosome	NON	7.16104	0.00506	0.00231	0.00882	0.00508	0.57369	A2
MvSl-1064-A2-R4_MC01g02553	aAutosome	aAutosome	NON	6.69685	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02555	aAutosome	aAutosome	NON	4.94377	0.00119	0.00083	0.00154	0.0015	0.772677	A2
MvSl-1064-A2-R4_MC01g02556	aAutosome	aAutosome	NON	6.73753	0.00156	0.00079	0.00525	0.00238	0.297137	A2
MvSl-1064-A2-R4_MC01g02559	aAutosome	aAutosome	NON	2.997	0	0.00359	0.00001	0.00831	0	A2
MvSl-1064-A2-R4_MC01g02563	aAutosome	aAutosome	NON	6.41926	0.00846	0.006	0.02519	0.0147	0.335846	A2
MvSl-1064-A2-R4_MC01g02564	aAutosome	aAutosome	NON	2.1714	0.31703	0.05705	0.59062	0.19567	0.536775	A2
MvSl-1064-A2-R4_MC01g02571	aAutosome	aAutosome	NON	5.21313	0.0044	0.00441	0.00004	0.00077	109.726	A2
MvSl-1064-A2-R4_MC01g02572	aAutosome	aAutosome	NON	1.73883	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02574	aAutosome	aAutosome	NON	5.36657	0.05247	0.01388	0.18383	0.05131	0.285427	A2
MvSl-1064-A2-R4_MC01g02576	aAutosome	aAutosome	NON	6.71341	0.00223	0.00156	0.00252	0.00248	0.884886	A2
MvSl-1064-A2-R4_MC01g02578	aAutosome	aAutosome	NON	4.89857	0	0.00002	0.00002	0.00324	0	A2
MvSl-1064-A2-R4_MC01g02579	aAutosome	aAutosome	NON	6.23762	0.00329	0.00329	0.00003	0	109.302	A2
MvSl-1064-A2-R4_MC01g02580	aAutosome	aAutosome	NON	5.38094	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02581	aAutosome	aAutosome	NON	3.70635	0.00085	0.00085	0.00529	0.00375	0.160677	A2
MvSl-1064-A2-R4_MC01g02584	aAutosome	aAutosome	NON	8.27636	0.00001	0	0.0088	0.00043	0.00113635	A2
MvSl-1064-A2-R4_MC01g02586	aAutosome	aAutosome	NON	5.56193	0.00001	0	0.01495	0.0008	0.000668892	A2
MvSl-1064-A2-R4_MC01g02587	aAutosome	aAutosome	NON	6.78807	0.00096	0.00097	0.00315	0.00316	0.304752	A2
MvSl-1064-A2-R4_MC01g02588	aAutosome	aAutosome	NON	6.17153	0.04331	0.02485	0.10284	0.0826	0.421139	A2
MvSl-1064-A2-R4_MC01g02589	aAutosome	aAutosome	NON	5.83596	0.00001	0	0.00543	0.00068	0.00184159	A2
MvSl-1064-A2-R4_MC01g02590	aAutosome	aAutosome	NON	7.35784	0	0.00159	0.00001	0.00521	0	A2
MvSl-1064-A2-R4_MC01g02591	aAutosome	aAutosome	NON	3.51071	0.00001	0	0.00525	0.00044	0.00190473	A2
MvSl-1064-A2-R4_MC01g02592	aAutosome	aAutosome	NON	5.67523	0.93033	0.14123	1.33759	0.40822	0.695527	A2
MvSl-1064-A2-R4_MC01g02593	aAutosome	aAutosome	NON	7.03259	0.77759	0.08891	1.89699	0.60722	0.409907	A2
MvSl-1064-A2-R4_MC01g02594	aAutosome	aAutosome	NON	9.24463	0.00001	0	0.00739	0	0.00135316	A2
MvSl-1064-A2-R4_MC01g02595	aAutosome	aAutosome	NON	5.71479	0.00057	0.00056	0.00234	0.00165	0.243579	A2
MvSl-1064-A2-R4_MC01g02597	aAutosome	aAutosome	NON	7.55907	0.0291	0.01113	0.00029	0	100.31	A2
MvSl-1064-A2-R4_MC01g02598	aAutosome	aAutosome	NON	6.39986	0	0.00003	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02599	aAutosome	aAutosome	NON	8.00363	0.00124	0.00124	0.00345	0.00345	0.35941	A2
MvSl-1064-A2-R4_MC01g02601	aAutosome	aAutosome	NON	10.8169	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC01g02602	aAutosome	aAutosome	NON	3.32314	0.00001	0	0.00913	0.00047	0.00109528	A2
MvSl-1064-A2-R4_MC01g02604	aAutosome	aAutosome	NON	7.24198	0	0.00051	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02605	aAutosome	aAutosome	NON	5.27	0.00001	0	0.00943	0.00165	0.00106043	A2
MvSl-1064-A2-R4_MC01g02607	aAutosome	aAutosome	NON	5.24622	0	0.00004	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02608	aAutosome	aAutosome	NON	7.57344	0.00386	0.00158	0.00561	0.00303	0.688045	A2
MvSl-1064-A2-R4_MC01g02612	aAutosome	aAutosome	NON	2.96808	0.00435	0.00439	0.01587	0.01614	0.2741	A2
MvSl-1064-A2-R4_MC01g02613	aAutosome	aAutosome	NON	7.50204	0.00141	0.00079	0.00094	0.00084	1.49984	A2
MvSl-1064-A2-R4_MC01g02614	aAutosome	aAutosome	NON	6.78253	0.00206	0.00125	0.00229	0.00157	0.899524	A2
MvSl-1064-A2-R4_MC01g02615	aAutosome	aAutosome	NON	8.14429	0.00073	0.00074	0.00203	0.00204	0.359588	A2
MvSl-1064-A2-R4_MC01g02616	aAutosome	aAutosome	NON	7.93312	0.00278	0.00197	0.00003	0.00007	92.3588	A2
MvSl-1064-A2-R4_MC01g02618	aAutosome	aAutosome	NON	4.70106	0.00385	0.00386	0.00004	0	96.01	A2
MvSl-1064-A2-R4_MC01g02620	aAutosome	aAutosome	NON	4.96689	0.00199	0.00099	0.0011	0.00108	1.80893	A2
MvSl-1064-A2-R4_MC01g02623	aAutosome	aAutosome	NON	6.21761	0.00001	0	0.01465	0.00075	0.000682589	A2
MvSl-1064-A2-R4_MC01g02625	aAutosome	aAutosome	NON	5.72193	0.00168	0.00169	0.00839	0.00597	0.200236	A2
MvSl-1064-A2-R4_MC01g02627	aAutosome	aAutosome	NON	3.88046	0.01234	0.00876	0.00012	0.00009	102.748	A2
MvSl-1064-A2-R4_MC01g02628	aAutosome	aAutosome	NON	6.34974	0.00778	0.00261	0.0203	0.00682	0.383249	A2
MvSl-1064-A2-R4_MC01g02630	aAutosome	aAutosome	NON	6.3245	0.05467	0.01613	0.06572	0.03	0.831861	A2
MvSl-1064-A2-R4_MC01g02631	aAutosome	aAutosome	NON	7.81667	0.00714	0.00265	0.01078	0.00422	0.662332	A2
MvSl-1064-A2-R4_MC01g02634	aAutosome	aAutosome	NON	2.57269	0.01255	0.00447	0.01393	0.00816	0.900927	A2
MvSl-1064-A2-R4_MC01g02635	aAutosome	aAutosome	NON	3.17452	0.00606	0.00605	0.00006	0	100.832	A2
MvSl-1064-A2-R4_MC01g02636	aAutosome	aAutosome	NON	5.24204	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02638	aAutosome	aAutosome	NON	5.14646	0.01629	0.00803	0.02387	0.01641	0.682444	A2
MvSl-1064-A2-R4_MC01g02639	aAutosome	aAutosome	NON	6.03626	0.0024	0.0012	0.0052	0.00261	0.46153	A2
MvSl-1064-A2-R4_MC01g02640	aAutosome	aAutosome	NON	8.7284	0.00111	0.00111	0.00001	0.00005	109.901	A2
MvSl-1064-A2-R4_MC01g02645	aAutosome	aAutosome	NON	6.92881	0.40846	0.05603	0.97307	0.23055	0.419764	A2
MvSl-1064-A2-R4_MC01g02647	aAutosome	aAutosome	NON	7.16687	0.00083	0.00084	0.00437	0.00311	0.189927	A2
MvSl-1064-A2-R4_MC01g02648	aAutosome	aAutosome	NON	6.49836	0	0	0.00325	0.00027	0	A2
MvSl-1064-A2-R4_MC01g02649	aAutosome	aAutosome	NON	5.32416	0.00546	0.00266	0.00732	0.00421	0.745891	A2
MvSl-1064-A2-R4_MC01g02651	aAutosome	aAutosome	NON	6.50308	0.00001	0	0.01085	0	0.00092165	A2
MvSl-1064-A2-R4_MC01g02652	aAutosome	aAutosome	NON	4.9464	0.00001	0	0.00826	0.001	0.00121064	A2
MvSl-1064-A2-R4_MC01g02653	aAutosome	aAutosome	NON	4.77233	0.00607	0.0043	0.01055	0.01062	0.57535	A2
MvSl-1064-A2-R4_MC01g02654	aAutosome	aAutosome	NON	5.54057	0	0.00091	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02655	aAutosome	aAutosome	NON	6.44846	0.00408	0.00289	0.00004	0.00013	101.746	A2
MvSl-1064-A2-R4_MC01g02660	aAutosome	aAutosome	NON	6.71439	0	0.19395	0	0.00196	0	A2
MvSl-1064-A2-R4_MC01g02662	aAutosome	aAutosome	NON	2.87392	0.00001	0	0.00542	0	0.00184498	A2
MvSl-1064-A2-R4_MC01g02666	aAutosome	aAutosome	NON	5.49813	0.00001	0	0.00977	0.00073	0.00102353	A2
MvSl-1064-A2-R4_MC01g02667	aAutosome	aAutosome	NON	5.95441	0.00001	0	0.00518	0	0.00193046	A2
MvSl-1064-A2-R4_MC01g02668	aAutosome	aAutosome	NON	5.88829	0.00984	0.00685	0.02029	0.0142	0.484966	A2
MvSl-1064-A2-R4_MC01g02669	aAutosome	aAutosome	NON	7.08128	0	0	0.00385	0.00022	0	A2
MvSl-1064-A2-R4_MC01g02675	aAutosome	aAutosome	NON	4.02703	0	0.00095	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02677	aAutosome	aAutosome	NON	6.48181	0.00236	0.00167	0.0071	0.00504	0.33239	A2
MvSl-1064-A2-R4_MC01g02678	aAutosome	aAutosome	NON	4.75206	0	0.00005	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02679	aAutosome	aAutosome	NON	5.63923	0	0.01467	0.00001	0.03268	0	A2
MvSl-1064-A2-R4_MC01g02680	aAutosome	aAutosome	NON	2.89149	0.00739	0.00531	0.03469	0.01768	0.213029	A2
MvSl-1064-A2-R4_MC01g02681	aAutosome	aAutosome	NON	7.39525	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02682	aAutosome	aAutosome	NON	7.7602	0.00354	0.00205	0.00004	0	88.2793	A2
MvSl-1064-A2-R4_MC01g02684	aAutosome	aAutosome	NON	6.58361	0.00001	0	0.00722	0	0.00138502	A2
MvSl-1064-A2-R4_MC01g02685	aAutosome	aAutosome	NON	7.22707	0.00065	0.00065	0.00284	0.00201	0.228865	A2
MvSl-1064-A2-R4_MC01g02686	aAutosome	aAutosome	NON	4.03617	0.001	0.001	0.00814	0.00408	0.122849	A2
MvSl-1064-A2-R4_MC01g02687	aAutosome	aAutosome	NON	2.53017	0.92902	0.13162	1.56082	0.57296	0.595213	A2
MvSl-1064-A2-R4_MC01g02690	aAutosome	aAutosome	NON	6.39821	0	0.00102	0.00001	0.00245	0	A2
MvSl-1064-A2-R4_MC01g02691	aAutosome	aAutosome	NON	4.46888	0.00248	0.00229	0.01992	0.01361	0.124497	A2
MvSl-1064-A2-R4_MC01g02692	aAutosome	aAutosome	NON	0.670128	0.00001	0	0.00628	0	0.00159233	A2
MvSl-1064-A2-R4_MC01g02693	aAutosome	aAutosome	NON	7.38823	0.01008	0.00635	0.01961	0.01239	0.514021	A2
MvSl-1064-A2-R4_MC01g02695	aAutosome	aAutosome	NON	2.84361	0.00103	0.00103	0.00001	0.00003	101.98	A2
MvSl-1064-A2-R4_MC01g02697	aAutosome	aAutosome	NON	6.05891	0.00215	0.00152	0.00801	0.00567	0.268411	A2
MvSl-1064-A2-R4_MC01g02698	aAutosome	aAutosome	NON	7.04774	0.00341	0.00241	0.00003	0.00012	113.289	A2
MvSl-1064-A2-R4_MC01g02699	aAutosome	aAutosome	NON	7.8795	0	0.00003	0.00002	0	0	A2
MvSl-1064-A2-R4_MC01g02702	aAutosome	aAutosome	NON	6.39442	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02705	aAutosome	aAutosome	NON	6.23906	0	0	0.00471	0.00067	0	A2
MvSl-1064-A2-R4_MC01g02706	aAutosome	aAutosome	NON	4.86854	0.01028	0.00595	0.0001	0.00007	102.697	A2
MvSl-1064-A2-R4_MC01g02707	aAutosome	aAutosome	NON	6.39576	0.66355	0.09471	2.15602	0.96243	0.307766	A2
MvSl-1064-A2-R4_MC01g02708	aAutosome	aAutosome	NON	6.52317	0.00189	0.00154	0.00584	0.00474	0.323625	A2
MvSl-1064-A2-R4_MC01g02709	aAutosome	aAutosome	NON	7.35754	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02711	aAutosome	aAutosome	NON	5.82275	0.12591	0.03392	0.59591	0.17361	0.21129	A2
MvSl-1064-A2-R4_MC01g02713	aAutosome	aAutosome	NON	5.15479	0	0.00146	0.00001	0.0026	0	A2
MvSl-1064-A2-R4_MC01g02714	aAutosome	aAutosome	NON	3.87928	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02715	aAutosome	aAutosome	NON	7.56191	0.00136	0.00136	0.0192	0.0097	0.070833	A2
MvSl-1064-A2-R4_MC01g02716	aAutosome	aAutosome	NON	6.46887	0.00146	0.00146	0.0115	0.00818	0.126955	A2
MvSl-1064-A2-R4_MC01g02717	aAutosome	aAutosome	NON	8.16694	0.00053	0.00053	0.00681	0.00394	0.0778256	A2
MvSl-1064-A2-R4_MC01g02719	aAutosome	aAutosome	NON	7.86962	0.00385	0.00273	0.00988	0.00702	0.389672	A2
MvSl-1064-A2-R4_MC01g02721	aAutosome	aAutosome	NON	7.48488	0.00001	0	0.01133	0	0.000882605	A2
MvSl-1064-A2-R4_MC01g02722	aAutosome	aAutosome	NON	1.99543	0.00456	0.00204	0.00005	0.00008	91.018	A2
MvSl-1064-A2-R4_MC01g02723	aAutosome	aAutosome	NON	1.07201	0.0044	0.00443	0.00004	0.00072	109.726	A2
MvSl-1064-A2-R4_MC01g02725	aAutosome	aAutosome	NON	6.52147	0.04673	0.0149	0.08935	0.03274	0.522999	A2
MvSl-1064-A2-R4_MC01g02727	aAutosome	aAutosome	NON	6.00717	0.00236	0.00167	0.00342	0.0034	0.690038	A2
MvSl-1064-A2-R4_MC01g02728	aAutosome	aAutosome	NON	7.41139	0.00001	0	0.01211	0.00092	0.000825757	A2
MvSl-1064-A2-R4_MC01g02730	aAutosome	aAutosome	NON	5.62172	0.00001	0	0.00596	0	0.00167782	A2
MvSl-1064-A2-R4_MC01g02731	aAutosome	aAutosome	NON	6.1369	0.011	0.00448	0.00878	0	1.25283	A2
MvSl-1064-A2-R4_MC01g02735	aAutosome	aAutosome	NON	7.10446	0.00003	0	0.03364	0.00636	0.000891793	A2
MvSl-1064-A2-R4_MC01g02738	aAutosome	aAutosome	NON	6.05175	0.02516	0.01025	0.02087	0.00339	1.20555	A2
MvSl-1064-A2-R4_MC01g02739	aAutosome	aAutosome	NON	4.33006	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02740	aAutosome	aAutosome	NON	6.86728	0.05032	0.01154	0.12251	0.03242	0.410742	A2
MvSl-1064-A2-R4_MC01g02741	aAutosome	aAutosome	NON	6.68567	0	0.0067	0.00001	0.01477	0	A2
MvSl-1064-A2-R4_MC01g02742	aAutosome	aAutosome	NON	6.07087	0.00636	0.00369	0.01446	0.01031	0.439831	A2
MvSl-1064-A2-R4_MC01g02744	aAutosome	aAutosome	NON	7.36547	0.00105	0.00106	0.00808	0.00472	0.129949	A2
MvSl-1064-A2-R4_MC01g02745	aAutosome	aAutosome	NON	5.30356	0.00001	0	0.01113	0.00386	0.000898465	A2
MvSl-1064-A2-R4_MC01g02746	aAutosome	aAutosome	NON	5.95242	0.0017	0.00121	0.00238	0.00238	0.714256	A2
MvSl-1064-A2-R4_MC01g02747	aAutosome	aAutosome	NON	2.96867	0.00445	0.00451	0.00004	0.00142	110.973	A2
MvSl-1064-A2-R4_MC01g02748	aAutosome	aAutosome	NON	3.50429	0.00416	0.00294	0.00004	0.00009	103.741	A2
MvSl-1064-A2-R4_MC01g02749	aAutosome	aAutosome	NON	5.92414	0.00001	0	0.00597	0.00049	0.00167501	A2
MvSl-1064-A2-R4_MC01g02750	aAutosome	aAutosome	NON	5.81546	0.00555	0.00389	0.02609	0.01833	0.212724	A2
MvSl-1064-A2-R4_MC01g02751	aAutosome	aAutosome	NON	6.65825	0.00618	0.00437	0.00006	0.00031	102.829	A2
MvSl-1064-A2-R4_MC01g02752	aAutosome	aAutosome	NON	5.5649	0.00001	0	0.00632	0	0.00158225	A2
MvSl-1064-A2-R4_MC01g02753	aAutosome	aAutosome	NON	5.09543	0.00625	0.00444	0.00006	0.00029	103.993	A2
MvSl-1064-A2-R4_MC01g02754	aAutosome	aAutosome	NON	6.29679	0.0015	0.00153	0.00475	0.00486	0.315783	A2
MvSl-1064-A2-R4_MC01g02755	aAutosome	aAutosome	NON	4.10645	0.00554	0.00393	0.00006	0.00028	92.1797	A2
MvSl-1064-A2-R4_MC01g02756	aAutosome	aAutosome	NON	7.54636	0.00869	0.00241	0.00603	0.00167	1.4411	A2
MvSl-1064-A2-R4_MC01g02757	aAutosome	aAutosome	NON	6.20961	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC01g02758	aAutosome	aAutosome	NON	3.16889	0.00095	0.00095	0.00624	0.00445	0.152241	A2
MvSl-1064-A2-R4_MC01g02759	aAutosome	aAutosome	NON	5.57625	0.00459	0.00461	0.03496	0.02057	0.131293	A2
MvSl-1064-A2-R4_MC01g02761	aAutosome	aAutosome	NON	7.61577	0.0007	0.0007	0.00422	0.00424	0.165873	A2
MvSl-1064-A2-R4_MC01g02762	aAutosome	aAutosome	NON	4.78666	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02763	aAutosome	aAutosome	NON	6.54969	0.00282	0.00282	0.00003	0	93.6877	A2
MvSl-1064-A2-R4_MC01g02765	aAutosome	aAutosome	NON	6.54352	0	0.00004	0.00001	0.00325	0	A2
MvSl-1064-A2-R4_MC01g02766	aAutosome	aAutosome	NON	6.2887	0.00001	0.00008	0.0084	0.00868	0.00119046	A2
MvSl-1064-A2-R4_MC01g02767	aAutosome	aAutosome	NON	4.77295	0.79788	0.09886	1.85422	0.80453	0.430305	A2
MvSl-1064-A2-R4_MC01g02769	aAutosome	aAutosome	NON	4.79866	0	0.00005	0.00002	0.00753	0	A2
MvSl-1064-A2-R4_MC01g02772	aAutosome	aAutosome	NON	6.76827	0.00292	0.00156	0.00616	0.00336	0.474018	A2
MvSl-1064-A2-R4_MC01g02773	aAutosome	aAutosome	NON	5.71934	0.01644	0.00879	0.03238	0.02306	0.507719	A2
MvSl-1064-A2-R4_MC01g02774	aAutosome	aAutosome	NON	5.22774	0.01388	0.0053	0.01006	0.00384	1.37971	A2
MvSl-1064-A2-R4_MC01g02775	aAutosome	aAutosome	NON	5.31427	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02776	aAutosome	aAutosome	NON	7.01326	0.00134	0.00135	0.00317	0.00318	0.4227	A2
MvSl-1064-A2-R4_MC01g02779	aAutosome	aAutosome	NON	4.26486	0	0.01403	0.00001	0.028	0	A2
MvSl-1064-A2-R4_MC01g02781	aAutosome	aAutosome	NON	7.04797	0.00416	0.00295	0.00004	0	103.741	A2
MvSl-1064-A2-R4_MC01g02782	aAutosome	aAutosome	NON	6.8179	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02783	aAutosome	aAutosome	NON	9.36248	0	0	0.0036	0	0	A2
MvSl-1064-A2-R4_MC01g02787	aAutosome	aAutosome	NON	9.15163	0.00001	0	0.0073	0.00026	0.00136984	A2
MvSl-1064-A2-R4_MC01g02788	aAutosome	aAutosome	NON	6.0368	0.00205	0.00205	0.00754	0.00758	0.27188	A2
MvSl-1064-A2-R4_MC01g02790	aAutosome	aAutosome	NON	9.05213	0.00369	0.00138	0.01614	0.00609	0.228623	A2
MvSl-1064-A2-R4_MC01g02791	aAutosome	aAutosome	NON	6.7671	0.02055	0.00629	0.09886	0.0256	0.20787	A2
MvSl-1064-A2-R4_MC01g02792	aAutosome	aAutosome	NON	6.03639	0.00377	0.00377	0.00004	0.00016	94.015	A2
MvSl-1064-A2-R4_MC01g02793	aAutosome	aAutosome	NON	2.83419	0	0.0071	0.00001	0.01743	0	A2
MvSl-1064-A2-R4_MC01g02794	aAutosome	aAutosome	NON	2.8945	0.0129	0.00378	0.03093	0.00941	0.417069	A2
MvSl-1064-A2-R4_MC01g02796	aAutosome	aAutosome	NON	6.01301	0.00376	0.00377	0.00004	0.00004	93.7656	A2
MvSl-1064-A2-R4_MC01g02800	aAutosome	aAutosome	NON	6.57862	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02801	aAutosome	aAutosome	NON	5.51448	0.00001	0	0.00662	0.00099	0.00151055	A2
MvSl-1064-A2-R4_MC01g02802	aAutosome	aAutosome	NON	7.40627	0.00213	0.00213	0.00002	0.00011	105.97	A2
MvSl-1064-A2-R4_MC01g02803	aAutosome	aAutosome	NON	4.71739	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02804	aAutosome	aAutosome	NON	0.0306636	0	0	0	0.00355	0	A2
MvSl-1064-A2-R4_MC01g02805	aAutosome	aAutosome	NON	7.59928	0.0074	0.0024	0.01323	0.00429	0.559331	A2
MvSl-1064-A2-R4_MC01g02806	aAutosome	aAutosome	NON	6.50866	0.00913	0.00649	0.00009	0.00035	101.332	A2
MvSl-1064-A2-R4_MC01g02809	aAutosome	aAutosome	NON	5.78732	0.00002	0	0.01533	0	0.00130462	A2
MvSl-1064-A2-R4_MC01g02810	aAutosome	aAutosome	NON	7.38598	0.00001	0	0.01317	0	0.000759296	A2
MvSl-1064-A2-R4_MC01g02811	aAutosome	aAutosome	NON	4.74201	0.00595	0.00598	0.00006	0.00055	99.0017	A2
MvSl-1064-A2-R4_MC01g02812	aAutosome	aAutosome	NON	7.11005	0.00137	0.00069	0.00639	0.00226	0.214394	A2
MvSl-1064-A2-R4_MC01g02813	aAutosome	aAutosome	NON	5.36338	0.0022	0.0011	0.00603	0.00271	0.364836	A2
MvSl-1064-A2-R4_MC01g02814	aAutosome	aAutosome	NON	6.83019	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02815	aAutosome	aAutosome	NON	5.33259	0	0	0.00002	0	0	A2
MvSl-1064-A2-R4_MC01g02816	aAutosome	aAutosome	NON	0.918828	0.00545	0.00243	0.00451	0.00444	1.2084	A2
