gene	rich1	rich2
MvSl-1064-A1-R4_MC08g08849	1395	1569
MvSl-1064-A1-R4_MC08g08850	867	1305
MvSl-1064-A1-R4_MC08g08851	3238	5238
MvSl-1064-A1-R4_MC08g08852	3963	5494
MvSl-1064-A1-R4_MC08g08853	3636	2119
MvSl-1064-A1-R4_MC08g08854	51	30
MvSl-1064-A1-R4_MC08g08855	33	28
MvSl-1064-A1-R4_MC08g08856	210	279
MvSl-1064-A1-R4_MC08g08857	302	301
MvSl-1064-A1-R4_MC08g08858	4303	6035
MvSl-1064-A1-R4_MC08g08859	44806	106454
MvSl-1064-A1-R4_MC08g08860	1178	2062
MvSl-1064-A1-R4_MC08g08861	3157	6504
MvSl-1064-A1-R4_MC08g08862	970	1256
MvSl-1064-A1-R4_MC08g08863	2572	3815
MvSl-1064-A1-R4_MC08g08864	59783	118794
MvSl-1064-A1-R4_MC08g08865	18623	27697
MvSl-1064-A1-R4_MC08g08866	13559	25019
MvSl-1064-A1-R4_MC08g08867	3747	4210
MvSl-1064-A1-R4_MC08g08868	6835	9470
MvSl-1064-A1-R4_MC08g08869	1204	1274
MvSl-1064-A1-R4_MC08g08870	2110	2339
MvSl-1064-A1-R4_MC08g08871	3077	5162
MvSl-1064-A1-R4_MC08g08872	13937	25837
MvSl-1064-A1-R4_MC08g08873	1685	3510
MvSl-1064-A1-R4_MC08g08874	1209	1601
MvSl-1064-A1-R4_MC08g08875	7750	7962
MvSl-1064-A1-R4_MC08g08876	105	132
MvSl-1064-A1-R4_MC08g08877	145	209
MvSl-1064-A1-R4_MC08g08878	443.483	596
MvSl-1064-A1-R4_MC08g08879	34	51
MvSl-1064-A1-R4_MC08g08880	0	0
MvSl-1064-A1-R4_MC08g08881	1848.19	1708.46
MvSl-1064-A1-R4_MC08g08882	0	0
MvSl-1064-A1-R4_MC08g08883	27.1353	48.7013
MvSl-1064-A1-R4_MC08g08884	239.108	272.683
MvSl-1064-A1-R4_MC08g08885	5.28131	9.19252
MvSl-1064-A1-R4_MC08g08886	421.867	487.901
MvSl-1064-A1-R4_MC08g08887	204.226	201.459
MvSl-1064-A1-R4_MC08g08888	20.3301	15.0178
MvSl-1064-A1-R4_MC08g08889	642.683	733.064
MvSl-1064-A1-R4_MC08g08890	3.17307	0
MvSl-1064-A1-R4_MC08g08891	2.30662	5.27427
MvSl-1064-A1-R4_MC08g08892	0	0
MvSl-1064-A1-R4_MC08g08893	0	0
MvSl-1064-A1-R4_MC08g08894	0	0
MvSl-1064-A1-R4_MC08g08895	3	8
MvSl-1064-A1-R4_MC08g08896	0	0
MvSl-1064-A1-R4_MC08g08897	0	0
MvSl-1064-A1-R4_MC08g08898	0	0
MvSl-1064-A1-R4_MC08g08899	0	0
MvSl-1064-A1-R4_MC08g08900	16.7989	23.9212
MvSl-1064-A1-R4_MC08g08901	0	0
MvSl-1064-A1-R4_MC08g08902	0	0
MvSl-1064-A1-R4_MC08g08903	0	0
MvSl-1064-A1-R4_MC09-1g08904	3.59056	6.80092
MvSl-1064-A1-R4_MC09-1g08905	14141.4	25097.9
MvSl-1064-A1-R4_MC09-1g08906	4.04241	10
MvSl-1064-A1-R4_MC09-1g08907	8.12531	9.03311
MvSl-1064-A1-R4_MC09-1g08908	0	0
MvSl-1064-A1-R4_MC09-1g08909	54.1361	40.1856
MvSl-1064-A1-R4_MC09-1g08910	204.96	191.094
MvSl-1064-A1-R4_MC09-1g08911	0	0
MvSl-1064-A1-R4_MC09-1g08912	38.4011	30.6442
MvSl-1064-A1-R4_MC09-1g08913	27.1482	32.034
MvSl-1064-A1-R4_MC09-1g08914	847.452	1265.38
MvSl-1064-A1-R4_MC09-1g08915	313.932	376.734
MvSl-1064-A1-R4_MC09-1g08916	4.08276	1.67985
MvSl-1064-A1-R4_MC09-1g08917	498.383	674.557
MvSl-1064-A1-R4_MC09-1g08918	18.8071	40.7233
MvSl-1064-A1-R4_MC09-1g08919	0	4.07807
MvSl-1064-A1-R4_MC09-2g08920	0	0
MvSl-1064-A1-R4_MC09-2g08921	5.63254	0
MvSl-1064-A1-R4_MC09-2g08922	313.932	376.734
MvSl-1064-A1-R4_MC09-2g08923	4.08276	1.67985
MvSl-1064-A1-R4_MC09-2g08924	498.383	674.557
MvSl-1064-A1-R4_MC09-2g08925	42.4701	9.52544
MvSl-1064-A1-R4_MC09-2g08926	732.4	758.115
MvSl-1064-A1-R4_MC09-2g08927	0	2.10458
MvSl-1064-A1-R4_MC09-2g08928	0	0
MvSl-1064-A1-R4_MC09-2g08929	0	0.330971
MvSl-1064-A1-R4_MC09-2g08930	2.86081	0
MvSl-1064-A1-R4_MC09-2g08931	0	0
MvSl-1064-A1-R4_MC09-2g08932	622	843
MvSl-1064-A1-R4_MC09-2g08933	4156	6797
MvSl-1064-A1-R4_MC09-2g08934	893	1350
MvSl-1064-A1-R4_MC09-2g08935	1971	1973
MvSl-1064-A1-R4_MC09-2g08936	502	549
MvSl-1064-A1-R4_MC09-2g08937	2127	2291
MvSl-1064-A1-R4_MC09-2g08938	8	21
MvSl-1064-A1-R4_MC09-2g08939	0	1
MvSl-1064-A1-R4_MC09-2g08940	2494	2969
MvSl-1064-A1-R4_MC09-2g08941	1185.58	1257.55
MvSl-1064-A1-R4_MC09-2g08942	20	20
MvSl-1064-A1-R4_MC09-2g08943	3	1.00089
MvSl-1064-A1-R4_MC09-2g08944	0	0
MvSl-1064-A1-R4_MC09-2g08945	38.9094	20.8628
MvSl-1064-A1-R4_MC09-2g08946	4.05642	6.23987
MvSl-1064-A1-R4_MC09-2g08947	5	1
MvSl-1064-A1-R4_MC09-2g08948	637	1047
MvSl-1064-A1-R4_MC09-2g08949	154	168
MvSl-1064-A1-R4_MC09-2g08950	2301	3586
MvSl-1064-A1-R4_MC09-2g08951	1759	1799
MvSl-1064-A1-R4_MC09-2g08952	679	568
MvSl-1064-A1-R4_MC09-2g08953	389	523
MvSl-1064-A1-R4_MC09-2g08954	1537	2439
MvSl-1064-A1-R4_MC09-2g08955	1	0
MvSl-1064-A1-R4_MC09-2g08956	1067.81	1374.03
MvSl-1064-A1-R4_MC09-2g08957	2777	4432
MvSl-1064-A1-R4_MC09-2g08958	1429	1065
MvSl-1064-A1-R4_MC09-2g08959	1646	2200
MvSl-1064-A1-R4_MC09-2g08960	1635	3066
MvSl-1064-A1-R4_MC09-2g08961	2817	5868
MvSl-1064-A1-R4_MC09-2g08962	1562	1819
MvSl-1064-A1-R4_MC09-2g08963	366	357
MvSl-1064-A1-R4_MC09-2g08964	842	1462
MvSl-1064-A1-R4_MC09-2g08965	378.739	369.331
MvSl-1064-A1-R4_MC09-2g08966	261.452	326.786
MvSl-1064-A1-R4_MC09-2g08967	12.1132	9.20725
MvSl-1064-A1-R4_MC09-2g08968	37	21
MvSl-1064-A1-R4_MC09-2g08969	12	9
MvSl-1064-A1-R4_MC09-2g08970	0	0
MvSl-1064-A1-R4_MC09-2g08971	0	0
MvSl-1064-A1-R4_MC09-2g08972	3.53136	0
MvSl-1064-A1-R4_MC09-2g08973	3.16738	3.32755
MvSl-1064-A1-R4_MC09-2g08974	1	0
MvSl-1064-A1-R4_MC09-2g08975	12	22
MvSl-1064-A1-R4_MC09-2g08976	17	14
MvSl-1064-A1-R4_MC09-2g08977	21	21
MvSl-1064-A1-R4_MC09-2g08978	15	17
MvSl-1064-A1-R4_MC09-2g08979	1914	3503
MvSl-1064-A1-R4_MC09-2g08980	1591	1650
MvSl-1064-A1-R4_MC09-2g08981	1383	2060
MvSl-1064-A1-R4_MC09-2g08982	43	33
MvSl-1064-A1-R4_MC09-2g08983	1864	2375
MvSl-1064-A1-R4_MC09-2g08984	229	277
MvSl-1064-A1-R4_MC09-2g08985	358	481
MvSl-1064-A1-R4_MC09-2g08986	3915	3969
MvSl-1064-A1-R4_MC09-2g08987	22111	45497
MvSl-1064-A1-R4_MC09-2g08988	4591	9066
MvSl-1064-A1-R4_MC09-2g08989	1771	1865
MvSl-1064-A1-R4_MC09-2g08990	2008	2984
MvSl-1064-A1-R4_MC09-2g08991	1278.63	1513.97
MvSl-1064-A1-R4_MC09-2g08992	117.293	190.308
MvSl-1064-A1-R4_MC09-2g08993	198.345	154.615
MvSl-1064-A1-R4_MC09-2g08994	7.55556	11.7143
MvSl-1064-A1-R4_MC09-2g08995	42.3952	57.3922
MvSl-1064-A1-R4_MC09-2g08996	117.293	190.308
MvSl-1064-A1-R4_MC09-2g08997	198.345	154.615
MvSl-1064-A1-R4_MC09-2g08998	7.55556	11.7143
MvSl-1064-A1-R4_MC09-2g08999	42.3952	57.3922
MvSl-1064-A1-R4_MC09-2g09000	229.007	294.127
MvSl-1064-A1-R4_MC09-2g09001	178.511	122.783
MvSl-1064-A1-R4_MC09-2g09002	9.44444	8.78571
MvSl-1064-A1-R4_MC09-2g09003	42.3952	57.3922
MvSl-1064-A1-R4_MC09-2g09004	229.007	294.127
MvSl-1064-A1-R4_MC09-2g09005	198.345	154.615
MvSl-1064-A1-R4_MC09-2g09006	9.44444	8.78571
MvSl-1064-A1-R4_MC09-2g09007	5.17949	19.8551
MvSl-1064-A1-R4_MC09-2g09008	95.9262	130.696
MvSl-1064-A1-R4_MC09-2g09009	30	28
MvSl-1064-A1-R4_MC09-2g09010	0	0
MvSl-1064-A1-R4_MC09-2g09011	1587	2196
MvSl-1064-A1-R4_MC09-2g09012	15	7
MvSl-1064-A1-R4_MC09-2g09013	0	0
MvSl-1064-A1-R4_MC09-2g09014	452.475	492.435
MvSl-1064-A1-R4_MC09-2g09015	124	99
MvSl-1064-A1-R4_MC09-2g09016	275.483	354.454
MvSl-1064-A1-R4_MC09-2g09017	53	68
MvSl-1064-A1-R4_MC09-2g09018	348	470
MvSl-1064-A1-R4_MC09-2g09019	34	49
MvSl-1064-A1-R4_MC09-2g09020	2	0
MvSl-1064-A1-R4_MC09-2g09021	1713	2012
MvSl-1064-A1-R4_MC09-2g09022	10	9
MvSl-1064-A1-R4_MC09-2g09023	638	690
MvSl-1064-A1-R4_MC09-2g09024	2168	3116
MvSl-1064-A1-R4_MC09-2g09025	2906.88	3613.83
MvSl-1064-A1-R4_MC09-2g09026	1899	259
MvSl-1064-A1-R4_MC09-2g09027	1693	262
MvSl-1064-A1-R4_MC09-2g09028	3332	5462
MvSl-1064-A1-R4_MC09-2g09029	1061	1605
MvSl-1064-A1-R4_MC09-2g09030	9609	14681
MvSl-1064-A1-R4_MC09-2g09031	244	336
MvSl-1064-A1-R4_MC09-2g09032	320	498
MvSl-1064-A1-R4_MC09-2g09033	1957	2434
MvSl-1064-A1-R4_MC09-2g09034	20939	35870
MvSl-1064-A1-R4_MC09-2g09035	20155	32835
MvSl-1064-A1-R4_MC09-2g09036	4461	7599
MvSl-1064-A1-R4_MC09-2g09037	1461	2389
MvSl-1064-A1-R4_MC09-2g09038	1221	1961
MvSl-1064-A1-R4_MC09-2g09039	37637	51345
MvSl-1064-A1-R4_MC09-2g09040	2576.42	3330.45
MvSl-1064-A1-R4_MC09-2g09041	3	3
MvSl-1064-A1-R4_MC09-2g09042	1376	2166
MvSl-1064-A1-R4_MC09-2g09043	1413	2213
MvSl-1064-A1-R4_MC09-2g09044	1201	2162
MvSl-1064-A1-R4_MC09-2g09045	775	1082
MvSl-1064-A1-R4_MC09-2g09046	767	1003
MvSl-1064-A1-R4_MC09-2g09047	4684	3695
MvSl-1064-A1-R4_MC09-2g09048	278	469
MvSl-1064-A1-R4_MC09-2g09049	2272	3018
MvSl-1064-A1-R4_MC09-2g09050	3696	2162
MvSl-1064-A1-R4_MC09-2g09051	950	984
MvSl-1064-A1-R4_MC09-2g09052	1	1
MvSl-1064-A1-R4_MC09-2g09053	1208	2231
MvSl-1064-A1-R4_MC09-2g09054	1319	2323
MvSl-1064-A1-R4_MC09-2g09055	243	461
MvSl-1064-A1-R4_MC09-2g09056	988	1692
MvSl-1064-A1-R4_MC09-2g09057	1067	1860
MvSl-1064-A1-R4_MC09-2g09058	889	1851
MvSl-1064-A1-R4_MC09-2g09059	13	12
MvSl-1064-A1-R4_MC09-2g09060	2677	2859
MvSl-1064-A1-R4_MC09-2g09061	3120	4376
MvSl-1064-A1-R4_MC09-2g09062	1662	1666
MvSl-1064-A1-R4_MC09-2g09063	91	76
MvSl-1064-A1-R4_MC09-2g09064	867	1519
MvSl-1064-A1-R4_MC09-2g09065	3039	3407
MvSl-1064-A1-R4_MC09-2g09066	23	24
MvSl-1064-A1-R4_MC09-2g09067	22	27
MvSl-1064-A1-R4_MC09-2g09068	3951	6913
MvSl-1064-A1-R4_MC09-2g09069	605	379
MvSl-1064-A1-R4_MC09-2g09070	1268	2026
MvSl-1064-A1-R4_MC09-2g09071	513	721
MvSl-1064-A1-R4_MC09-2g09072	6141	8480
MvSl-1064-A1-R4_MC09-2g09073	1005	1479
MvSl-1064-A1-R4_MC09-2g09074	4082	8990
MvSl-1064-A1-R4_MC09-2g09075	198	147
MvSl-1064-A1-R4_MC09-2g09076	1848	3348
MvSl-1064-A1-R4_MC09-2g09077	588	951
MvSl-1064-A1-R4_MC09-2g09078	60.4591	33
MvSl-1064-A1-R4_MC09-2g09079	3006	4582
MvSl-1064-A1-R4_MC09-2g09080	4092	6488
MvSl-1064-A1-R4_MC09-2g09081	11994.4	21570.8
MvSl-1064-A1-R4_MC09-2g09082	5005	7151
MvSl-1064-A1-R4_MC09-2g09083	12	14
MvSl-1064-A1-R4_MC09-2g09084	3204	3838
MvSl-1064-A1-R4_MC09-2g09085	421	360
MvSl-1064-A1-R4_MC09-2g09086	48	54
MvSl-1064-A1-R4_MC09-2g09087	685	1011
MvSl-1064-A1-R4_MC09-2g09088	6928	10440
MvSl-1064-A1-R4_MC09-2g09089	5390	9746
MvSl-1064-A1-R4_MC09-2g09090	3858	8140
MvSl-1064-A1-R4_MC09-2g09091	1099	1483
MvSl-1064-A1-R4_MC09-2g09092	594	496
MvSl-1064-A1-R4_MC09-2g09093	5259	8493
MvSl-1064-A1-R4_MC09-2g09094	7221	12176
MvSl-1064-A1-R4_MC09-2g09095	1126	1329
MvSl-1064-A1-R4_MC09-2g09096	1275	1329
MvSl-1064-A1-R4_MC09-2g09097	1031	1098
MvSl-1064-A1-R4_MC09-2g09098	71	74
MvSl-1064-A1-R4_MC09-2g09099	1.01996	0
MvSl-1064-A1-R4_MC09-2g09100	0	0
MvSl-1064-A1-R4_MC09-2g09101	4.11401	16.5546
MvSl-1064-A1-R4_MC09-2g09102	2293	3154
MvSl-1064-A1-R4_MC09-2g09103	2352	3576
MvSl-1064-A1-R4_MC09-2g09104	484	489
MvSl-1064-A1-R4_MC09-2g09105	980	1624
MvSl-1064-A1-R4_MC09-2g09106	16191	45776
MvSl-1064-A1-R4_MC09-2g09107	4183	6449
MvSl-1064-A1-R4_MC09-2g09108	308	403
MvSl-1064-A1-R4_MC09-2g09109	150	183
MvSl-1064-A1-R4_MC09-2g09110	84	98
MvSl-1064-A1-R4_MC09-2g09111	2050	3400
MvSl-1064-A1-R4_MC09-2g09112	1211	590
MvSl-1064-A1-R4_MC09-2g09113	1208	2123
MvSl-1064-A1-R4_MC09-2g09114	1333	2659
MvSl-1064-A1-R4_MC09-2g09115	741	938
MvSl-1064-A1-R4_MC09-2g09116	251	181
MvSl-1064-A1-R4_MC09-2g09117	227	201
MvSl-1064-A1-R4_MC09-2g09118	1813	1211
MvSl-1064-A1-R4_MC09-2g09119	1338	592
MvSl-1064-A1-R4_MC09-2g09120	432	443
MvSl-1064-A1-R4_MC09-2g09121	1545	809
MvSl-1064-A1-R4_MC09-2g09122	2340.56	3337.46
MvSl-1064-A1-R4_MC09-2g09123	3285	2178
MvSl-1064-A1-R4_MC09-2g09124	6572	9926
MvSl-1064-A1-R4_MC09-2g09125	1880.69	4749.74
MvSl-1064-A1-R4_MC09-2g09126	8729	15204
MvSl-1064-A1-R4_MC09-2g09127	2.81489	9.05932
MvSl-1064-A1-R4_MC09-2g09128	1411.2	1876.5
MvSl-1064-A1-R4_MC09-2g09129	113.94	221.861
MvSl-1064-A1-R4_MC09-2g09130	33.9819	51.8178
MvSl-1064-A1-R4_MC09-2g09131	226	46
MvSl-1064-A1-R4_MC09-2g09132	963	187
MvSl-1064-A1-R4_MC09-2g09133	412	489
MvSl-1064-A1-R4_MC09-2g09134	1292	1766
MvSl-1064-A1-R4_MC09-2g09135	2083	2448
MvSl-1064-A1-R4_MC09-2g09136	1490	1970
MvSl-1064-A1-R4_MC09-2g09137	3781	2985
MvSl-1064-A1-R4_MC09-2g09138	897	1041
MvSl-1064-A1-R4_MC09-2g09139	1481	2523
MvSl-1064-A1-R4_MC09-2g09140	3241	4128
MvSl-1064-A1-R4_MC09-2g09141	5606	7804
MvSl-1064-A1-R4_MC09-2g09142	3281	2712
MvSl-1064-A1-R4_MC09-2g09143	389	322
MvSl-1064-A1-R4_MC09-2g09144	70.0419	101.605
MvSl-1064-A1-R4_MC09-2g09145	50	43
MvSl-1064-A1-R4_MC09-2g09146	2426	2766
MvSl-1064-A1-R4_MC09-2g09147	12465	24780
MvSl-1064-A1-R4_MC09-2g09148	6	2
MvSl-1064-A1-R4_MC09-2g09149	4436	4837
MvSl-1064-A1-R4_MC09-2g09150	3754	5210
MvSl-1064-A1-R4_MC09-2g09151	1672	1457
MvSl-1064-A1-R4_MC09-2g09152	769	941
MvSl-1064-A1-R4_MC09-2g09153	746	1121
MvSl-1064-A1-R4_MC09-2g09154	1850	2909
MvSl-1064-A1-R4_MC09-2g09155	3085	3409
MvSl-1064-A1-R4_MC09-2g09156	5406	4809
MvSl-1064-A1-R4_MC09-2g09157	75	117
MvSl-1064-A1-R4_MC09-2g09158	584	752
MvSl-1064-A1-R4_MC09-2g09159	6158	3881
MvSl-1064-A1-R4_MC09-2g09160	2006	2615
MvSl-1064-A1-R4_MC09-2g09161	1211	1306
MvSl-1064-A1-R4_MC09-2g09162	2029	2656
MvSl-1064-A1-R4_MC09-2g09163	2621	2744
MvSl-1064-A1-R4_MC09-2g09164	871	1120
MvSl-1064-A1-R4_MC09-2g09165	810	1288
MvSl-1064-A1-R4_MC09-2g09166	59	53
MvSl-1064-A1-R4_MC09-2g09167	1995	2954
MvSl-1064-A1-R4_MC09-2g09168	8798	14812
MvSl-1064-A1-R4_MC09-2g09169	4966	8364
MvSl-1064-A1-R4_MC09-2g09170	1611	1434
MvSl-1064-A1-R4_MC09-2g09171	2106	2578
MvSl-1064-A1-R4_MC09-2g09172	1828	2411
MvSl-1064-A1-R4_MC09-2g09173	4142	4067
MvSl-1064-A1-R4_MC09-2g09174	1078	1368
MvSl-1064-A1-R4_MC09-2g09175	295.112	303.429
MvSl-1064-A1-R4_MC09-2g09176	7858	9142
MvSl-1064-A1-R4_MC09-2g09177	2	1
MvSl-1064-A1-R4_MC09-2g09178	16.1473	6.03426
MvSl-1064-A1-R4_MC09-2g09179	10302	27556
MvSl-1064-A1-R4_MC09-2g09180	927	1159
MvSl-1064-A1-R4_MC09-2g09181	38	30
MvSl-1064-A1-R4_MC09-2g09182	18	41
MvSl-1064-A1-R4_MC09-2g09183	1144	1505
MvSl-1064-A1-R4_MC09-2g09184	2043	3419
MvSl-1064-A1-R4_MC09-2g09185	257	426
MvSl-1064-A1-R4_MC09-2g09186	392	640
MvSl-1064-A1-R4_MC09-2g09187	3224	4049
MvSl-1064-A1-R4_MC09-2g09188	7993	12639
MvSl-1064-A1-R4_MC09-2g09189	2884	4191
MvSl-1064-A1-R4_MC09-2g09190	646	859
MvSl-1064-A1-R4_MC09-2g09191	2323	2377
MvSl-1064-A1-R4_MC09-2g09192	1539	1533
MvSl-1064-A1-R4_MC09-2g09193	2124	3567
MvSl-1064-A1-R4_MC09-2g09194	511.812	494.134
MvSl-1064-A1-R4_MC09-2g09195	266	89
MvSl-1064-A1-R4_MC09-2g09196	1367	1494
MvSl-1064-A1-R4_MC09-2g09197	2552	3632
MvSl-1064-A1-R4_MC09-2g09198	3	5
MvSl-1064-A1-R4_MC09-2g09199	384	665
MvSl-1064-A1-R4_MC09-2g09200	1431	2468
MvSl-1064-A1-R4_MC09-2g09201	2719	5518
MvSl-1064-A1-R4_MC09-2g09202	695	965
MvSl-1064-A1-R4_MC09-2g09203	1470	2400
MvSl-1064-A1-R4_MC09-2g09204	1107	1730
MvSl-1064-A1-R4_MC09-2g09205	14436	22302
MvSl-1064-A1-R4_MC09-2g09206	26	25
MvSl-1064-A1-R4_MC09-2g09207	738	1028
MvSl-1064-A1-R4_MC09-2g09208	161	284
MvSl-1064-A1-R4_MC09-2g09209	752	1024
MvSl-1064-A1-R4_MC09-2g09210	5386	6979
MvSl-1064-A1-R4_MC09-2g09211	3165	4944
MvSl-1064-A1-R4_MC09-2g09212	974	529
MvSl-1064-A1-R4_MC09-2g09213	1513	1732
MvSl-1064-A1-R4_MC09-2g09214	1874	2585
MvSl-1064-A1-R4_MC09-2g09215	834.506	1565.37
MvSl-1064-A1-R4_MC09-2g09216	1028.1	1796.71
MvSl-1064-A1-R4_MC09-2g09217	1282	2264
MvSl-1064-A1-R4_MC09-2g09218	1136	1983
MvSl-1064-A1-R4_MC09-2g09219	1045	1246
MvSl-1064-A1-R4_MC09-2g09220	2467	4103
MvSl-1064-A1-R4_MC09-2g09221	0	1
MvSl-1064-A1-R4_MC09-2g09222	3320	4411
MvSl-1064-A1-R4_MC09-2g09223	1099	1516
MvSl-1064-A1-R4_MC09-2g09224	2881	2909
MvSl-1064-A1-R4_MC09-2g09225	2384	2334
MvSl-1064-A1-R4_MC09-2g09226	825	1646
MvSl-1064-A1-R4_MC09-2g09227	1254	2125
MvSl-1064-A1-R4_MC09-2g09228	1140	1800
MvSl-1064-A1-R4_MC09-2g09229	1890	3406
MvSl-1064-A1-R4_MC09-2g09230	2237	3173
MvSl-1064-A1-R4_MC09-2g09231	601	553
MvSl-1064-A1-R4_MC09-2g09232	83588	19817
MvSl-1064-A1-R4_MC09-2g09233	9885	10591
MvSl-1064-A1-R4_MC09-2g09234	776	741
MvSl-1064-A1-R4_MC09-2g09235	2266	2056
MvSl-1064-A1-R4_MC09-2g09236	2120	2774
MvSl-1064-A1-R4_MC09-2g09237	1565	2398
MvSl-1064-A1-R4_MC09-2g09238	397	604
MvSl-1064-A1-R4_MC09-2g09239	591	654
MvSl-1064-A1-R4_MC09-2g09240	381	925
MvSl-1064-A1-R4_MC09-2g09241	14	11
MvSl-1064-A1-R4_MC09-2g09242	1375.12	2181.06
MvSl-1064-A1-R4_MC09-2g09243	0	0
MvSl-1064-A1-R4_MC09-2g09244	29.1755	18.0277
MvSl-1064-A1-R4_MC09-2g09245	231.654	197.617
MvSl-1064-A1-R4_MC09-2g09246	1746.24	1633.83
MvSl-1064-A1-R4_MC09-2g09247	377	466
MvSl-1064-A1-R4_MC09-2g09248	22	28
MvSl-1064-A1-R4_MC09-2g09249	469.66	843.082
MvSl-1064-A1-R4_MC09-2g09250	290.34	456.918
MvSl-1064-A1-R4_MC09-2g09251	1417	1979
MvSl-1064-A1-R4_MC09-2g09252	361	534
MvSl-1064-A1-R4_MC09-2g09253	1500	2704
MvSl-1064-A1-R4_MC09-2g09254	5034	10380
MvSl-1064-A1-R4_MC09-2g09255	3161	4721
MvSl-1064-A1-R4_MC09-2g09256	956	1091
MvSl-1064-A1-R4_MC09-2g09257	2583	4766
MvSl-1064-A1-R4_MC09-2g09258	592	886
MvSl-1064-A1-R4_MC09-2g09259	0	2.31323
MvSl-1064-A1-R4_MC09-2g09260	0	0
MvSl-1064-A1-R4_MC09-2g09261	745.118	717.282
MvSl-1064-A1-R4_MC09-2g09262	0	0
MvSl-1064-A1-R4_MC09-2g09263	709	943
MvSl-1064-A1-R4_MC09-2g09264	0	0
MvSl-1064-A1-R4_MC09-2g09265	0	0
MvSl-1064-A1-R4_MC09-2g09266	0	0
MvSl-1064-A1-R4_MC09-2g09267	1.00616	0
MvSl-1064-A1-R4_MC09-2g09268	3432	6156
MvSl-1064-A1-R4_MC09-2g09269	64	43
MvSl-1064-A1-R4_MC09-2g09270	3251	4907
MvSl-1064-A1-R4_MC09-2g09271	2464	3293
MvSl-1064-A1-R4_MC09-2g09272	2148	3190
MvSl-1064-A1-R4_MC09-2g09273	1232	1799
MvSl-1064-A1-R4_MC09-2g09274	1399	1712
MvSl-1064-A1-R4_MC09-2g09275	100	42
MvSl-1064-A1-R4_MC09-2g09276	621	775
MvSl-1064-A1-R4_MC09-2g09277	2913	2908
MvSl-1064-A1-R4_MC09-2g09278	1322	1886
MvSl-1064-A1-R4_MC09-2g09279	1527	2061
MvSl-1064-A1-R4_MC09-2g09280	494	646
MvSl-1064-A1-R4_MC09-2g09281	1	0
MvSl-1064-A1-R4_MC09-2g09282	3	3
MvSl-1064-A1-R4_MC09-2g09283	9995	15465
MvSl-1064-A1-R4_MC09-2g09284	1292	1446
MvSl-1064-A1-R4_MC09-2g09285	54	35
MvSl-1064-A1-R4_MC09-2g09286	2840	3958
MvSl-1064-A1-R4_MC09-2g09287	9431	15509
MvSl-1064-A1-R4_MC09-2g09288	1009	1872
MvSl-1064-A1-R4_MC09-2g09289	2498	6814
MvSl-1064-A1-R4_MC09-2g09290	965	1269
MvSl-1064-A1-R4_MC09-2g09291	859	1277
MvSl-1064-A1-R4_MC09-2g09292	394	584
MvSl-1064-A1-R4_MC09-2g09293	847	875
MvSl-1064-A1-R4_MC09-2g09294	3993	5166
MvSl-1064-A1-R4_MC09-2g09295	4	3
MvSl-1064-A1-R4_MC09-2g09296	2304	3462
MvSl-1064-A1-R4_MC09-2g09297	916	1516
MvSl-1064-A1-R4_MC09-2g09298	4215	5175
MvSl-1064-A1-R4_MC09-2g09299	442	906
MvSl-1064-A1-R4_MC09-2g09300	2359.79	4680
MvSl-1064-A1-R4_MC09-2g09301	1291	1467
MvSl-1064-A1-R4_MC09-2g09302	909	1378
MvSl-1064-A1-R4_MC09-2g09303	2971	5009
MvSl-1064-A1-R4_MC09-2g09304	14826	31583
MvSl-1064-A1-R4_MC09-2g09305	5751	9821
MvSl-1064-A1-R4_MC09-2g09306	44	74
MvSl-1064-A1-R4_MC09-2g09307	3959	4356
MvSl-1064-A1-R4_MC09-2g09308	1979	2186
MvSl-1064-A1-R4_MC09-2g09309	4212	6416
MvSl-1064-A1-R4_MC09-2g09310	654	718
MvSl-1064-A1-R4_MC09-2g09311	877	904
MvSl-1064-A1-R4_MC09-2g09312	2	0
MvSl-1064-A1-R4_MC09-2g09313	2309	2896
MvSl-1064-A1-R4_MC09-2g09314	3211	4264
MvSl-1064-A1-R4_MC09-2g09315	8299	10976
MvSl-1064-A1-R4_MC09-2g09316	1433	1727
MvSl-1064-A1-R4_MC09-2g09317	858	1171
MvSl-1064-A1-R4_MC09-2g09318	1912	2282
MvSl-1064-A1-R4_MC09-2g09319	1530.87	1104.79
MvSl-1064-A1-R4_MC09-2g09320	371.238	435.292
MvSl-1064-A1-R4_MC09-2g09321	1048	1299
MvSl-1064-A1-R4_MC09-2g09322	3	3
MvSl-1064-A1-R4_MC09-2g09323	4124	5134
MvSl-1064-A1-R4_MC09-2g09324	4362	5039
MvSl-1064-A1-R4_MC09-2g09325	1	0
MvSl-1064-A1-R4_MC09-2g09326	326.093	532.191
MvSl-1064-A1-R4_MC09-2g09327	2817	3959
MvSl-1064-A1-R4_MC09-2g09328	10	21
MvSl-1064-A1-R4_MC09-2g09329	2	1
MvSl-1064-A1-R4_MC09-2g09330	151	241
MvSl-1064-A1-R4_MC09-2g09331	241	287
MvSl-1064-A1-R4_MC09-2g09332	22.4302	24.449
MvSl-1064-A1-R4_MC09-2g09333	950	1142
MvSl-1064-A1-R4_MC09-2g09334	1799	1998
MvSl-1064-A1-R4_MC09-2g09335	2667	3535
MvSl-1064-A1-R4_MC09-2g09336	1847	3818
