gene	rich1	rich2
MvSl-1064-A1-R4_MC01-1g02237	2071	3213
MvSl-1064-A1-R4_MC01-1g02238	883	1606
MvSl-1064-A1-R4_MC01-1g02239	449	636
MvSl-1064-A1-R4_MC01-1g02240	216	292
MvSl-1064-A1-R4_MC01-1g02241	1056	1086
MvSl-1064-A1-R4_MC01-1g02242	618	878
MvSl-1064-A1-R4_MC01-1g02243	578	869
MvSl-1064-A1-R4_MC01-1g02244	3321	1831
MvSl-1064-A1-R4_MC01-1g02245	2725.84	3879.97
MvSl-1064-A1-R4_MC01-1g02246	5706.69	7386.93
MvSl-1064-A1-R4_MC01-1g02247	265	298
MvSl-1064-A1-R4_MC01-1g02248	4873	9336
MvSl-1064-A1-R4_MC01-1g02249	1793	3164
MvSl-1064-A1-R4_MC01-1g02250	1040	1614
MvSl-1064-A1-R4_MC01-1g02251	1090	1484
MvSl-1064-A1-R4_MC01-1g02252	64	62
MvSl-1064-A1-R4_MC01-1g02253	196	307
MvSl-1064-A1-R4_MC01-1g02254	433	959
MvSl-1064-A1-R4_MC01-1g02255	359	947
MvSl-1064-A1-R4_MC01-1g02256	844	2190
MvSl-1064-A1-R4_MC01-1g02257	2091	2809
MvSl-1064-A1-R4_MC01-1g02258	244.186	347.725
MvSl-1064-A1-R4_MC01-1g02259	0	0
MvSl-1064-A1-R4_MC01-1g02260	2.00918	2.08137
MvSl-1064-A1-R4_MC01-1g02261	1251	1661
MvSl-1064-A1-R4_MC01-1g02262	86.7355	84.7571
MvSl-1064-A1-R4_MC01-1g02263	2482	3038
MvSl-1064-A1-R4_MC01-1g02264	267	291
MvSl-1064-A1-R4_MC01-1g02265	568	821
MvSl-1064-A1-R4_MC01-1g02266	192.043	238
MvSl-1064-A1-R4_MC01-1g02267	133	174
MvSl-1064-A1-R4_MC01-1g02268	1346	1428
MvSl-1064-A1-R4_MC01-1g02269	1711	2970
MvSl-1064-A1-R4_MC01-1g02270	4734	9042
MvSl-1064-A1-R4_MC01-1g02271	4085	6322
MvSl-1064-A1-R4_MC01-1g02272	951	1485
MvSl-1064-A1-R4_MC01-1g02273	539	705
MvSl-1064-A1-R4_MC01-1g02274	1325	1847
MvSl-1064-A1-R4_MC01-1g02275	408	450
MvSl-1064-A1-R4_MC01-1g02276	129	162
MvSl-1064-A1-R4_MC01-1g02277	173	220
MvSl-1064-A1-R4_MC01-1g02278	1173	1600
MvSl-1064-A1-R4_MC01-1g02279	467	702
MvSl-1064-A1-R4_MC01-1g02280	7629	11834
MvSl-1064-A1-R4_MC01-1g02281	1578	2159
MvSl-1064-A1-R4_MC01-1g02282	110	143
MvSl-1064-A1-R4_MC01-1g02283	12	19
MvSl-1064-A1-R4_MC01-1g02284	248.324	283.562
MvSl-1064-A1-R4_MC01-1g02285	0	0
MvSl-1064-A1-R4_MC01-1g02286	1505	2439
MvSl-1064-A1-R4_MC01-1g02287	8	15
MvSl-1064-A1-R4_MC01-1g02288	164.063	216.55
MvSl-1064-A1-R4_MC01-1g02289	367	579
MvSl-1064-A1-R4_MC01-1g02290	173	179
MvSl-1064-A1-R4_MC01-1g02291	16	14
MvSl-1064-A1-R4_MC01-1g02292	553	714
MvSl-1064-A1-R4_MC01-1g02293	813	919
MvSl-1064-A1-R4_MC01-1g02294	2557	3184
MvSl-1064-A1-R4_MC01-1g02295	382	716
MvSl-1064-A1-R4_MC01-1g02296	435	653
MvSl-1064-A1-R4_MC01-1g02297	4466	7534
MvSl-1064-A1-R4_MC01-1g02298	1842	3136
MvSl-1064-A1-R4_MC01-1g02299	206	63
MvSl-1064-A1-R4_MC01-1g02300	0	0
MvSl-1064-A1-R4_MC01-1g02301	1810	2903
MvSl-1064-A1-R4_MC01-1g02302	1216	1589
MvSl-1064-A1-R4_MC01-1g02303	591	528
MvSl-1064-A1-R4_MC01-1g02304	996	2028
MvSl-1064-A1-R4_MC01-1g02305	2553	1819
MvSl-1064-A1-R4_MC01-1g02306	2575	3866
MvSl-1064-A1-R4_MC01-1g02307	784	732
MvSl-1064-A1-R4_MC01-1g02308	908	1199
MvSl-1064-A1-R4_MC01-1g02309	1009	2387
MvSl-1064-A1-R4_MC01-1g02310	1162	1822
MvSl-1064-A1-R4_MC01-1g02311	7803	11455
MvSl-1064-A1-R4_MC01-1g02312	6600	6539
MvSl-1064-A1-R4_MC01-1g02313	2048	3361
MvSl-1064-A1-R4_MC01-1g02314	109	162
MvSl-1064-A1-R4_MC01-1g02315	2691	3085
MvSl-1064-A1-R4_MC01-1g02316	1247	1824
MvSl-1064-A1-R4_MC01-1g02317	2149	894
MvSl-1064-A1-R4_MC01-1g02318	5	3
MvSl-1064-A1-R4_MC01-1g02319	7813	7103
MvSl-1064-A1-R4_MC01-1g02320	213	352
MvSl-1064-A1-R4_MC01-1g02321	11363	21415
MvSl-1064-A1-R4_MC01-1g02322	2181	3733
MvSl-1064-A1-R4_MC01-1g02323	3147	5851
MvSl-1064-A1-R4_MC01-1g02324	749	1486
MvSl-1064-A1-R4_MC01-1g02325	1080	1850
MvSl-1064-A1-R4_MC01-1g02326	1910	1623
MvSl-1064-A1-R4_MC01-1g02327	616.817	769.872
MvSl-1064-A1-R4_MC01-1g02328	303.656	338.63
MvSl-1064-A1-R4_MC01-1g02329	8453.72	12852.3
MvSl-1064-A1-R4_MC01-1g02330	215	277
MvSl-1064-A1-R4_MC01-1g02331	1801	1347
MvSl-1064-A1-R4_MC01-1g02332	1647	1845
MvSl-1064-A1-R4_MC01-1g02333	3162	4507
MvSl-1064-A1-R4_MC01-1g02334	1300	758
MvSl-1064-A1-R4_MC01-1g02335	679	1186
MvSl-1064-A1-R4_MC01-1g02336	756	1210
MvSl-1064-A1-R4_MC01-1g02337	33	37
MvSl-1064-A1-R4_MC01-1g02338	649	992
MvSl-1064-A1-R4_MC01-1g02339	58.451	59.1217
MvSl-1064-A1-R4_MC01-1g02340	76.8191	59.0924
MvSl-1064-A1-R4_MC01-1g02341	893	1483
MvSl-1064-A1-R4_MC01-1g02342	2258	4041
MvSl-1064-A1-R4_MC01-1g02343	1819	1878
MvSl-1064-A1-R4_MC01-1g02344	1338	1680
MvSl-1064-A1-R4_MC01-1g02345	604	961
MvSl-1064-A1-R4_MC01-1g02346	933.308	966.614
MvSl-1064-A1-R4_MC01-1g02347	1.08046	4.0484
MvSl-1064-A1-R4_MC01-1g02348	1337	2060
MvSl-1064-A1-R4_MC01-1g02349	6134	7612
MvSl-1064-A1-R4_MC01-1g02350	49	114
MvSl-1064-A1-R4_MC01-1g02351	414	587
MvSl-1064-A1-R4_MC01-1g02352	31.047	28.4527
MvSl-1064-A1-R4_MC01-1g02353	69.6846	158.36
MvSl-1064-A1-R4_MC01-1g02354	465	605
MvSl-1064-A1-R4_MC01-1g02355	3168	3419
MvSl-1064-A1-R4_MC01-1g02356	833	1129
MvSl-1064-A1-R4_MC01-1g02357	1214	1582
MvSl-1064-A1-R4_MC01-1g02358	4078	4359
MvSl-1064-A1-R4_MC01-1g02359	580.388	121.846
MvSl-1064-A1-R4_MC01-1g02360	149.244	29.0393
MvSl-1064-A1-R4_MC01-1g02361	430.325	125.264
MvSl-1064-A1-R4_MC01-1g02362	3238.79	1245.39
MvSl-1064-A1-R4_MC01-1g02363	1087	1283
MvSl-1064-A1-R4_MC01-1g02364	3154	5827
MvSl-1064-A1-R4_MC01-1g02365	1358	1867
MvSl-1064-A1-R4_MC01-1g02366	2009	2562
MvSl-1064-A1-R4_MC01-1g02367	617	658
MvSl-1064-A1-R4_MC01-1g02368	28	25
MvSl-1064-A1-R4_MC01-1g02369	1263	1459
MvSl-1064-A1-R4_MC01-1g02370	778	1174
MvSl-1064-A1-R4_MC01-1g02371	845	1274
MvSl-1064-A1-R4_MC01-1g02372	431	616
MvSl-1064-A1-R4_MC01-1g02373	1935	2678
MvSl-1064-A1-R4_MC01-1g02374	1499	1939
MvSl-1064-A1-R4_MC01-1g02375	3.21225	2.90019
MvSl-1064-A1-R4_MC01-1g02376	245.298	244.631
MvSl-1064-A1-R4_MC01-1g02377	8.72863	3.67282
MvSl-1064-A1-R4_MC01-1g02378	3076	4833
MvSl-1064-A1-R4_MC01-1g02379	2	0
MvSl-1064-A1-R4_MC01-1g02380	391	732
MvSl-1064-A1-R4_MC01-1g02381	3262	3856
MvSl-1064-A1-R4_MC01-1g02382	158	158
MvSl-1064-A1-R4_MC01-1g02383	40	57
MvSl-1064-A1-R4_MC01-1g02384	855	1528
MvSl-1064-A1-R4_MC01-1g02385	1105	1906
MvSl-1064-A1-R4_MC01-1g02386	2457	5474
MvSl-1064-A1-R4_MC01-1g02387	774	897
MvSl-1064-A1-R4_MC01-1g02388	1	7
MvSl-1064-A1-R4_MC01-1g02389	1038.75	1130.23
MvSl-1064-A1-R4_MC01-1g02390	0	0
MvSl-1064-A1-R4_MC01-1g02391	3.23996	0
MvSl-1064-A1-R4_MC01-1g02392	202	271
MvSl-1064-A1-R4_MC01-1g02393	418	659
MvSl-1064-A1-R4_MC01-1g02394	1077.14	1461.2
MvSl-1064-A1-R4_MC01-1g02395	1707.05	2298.7
MvSl-1064-A1-R4_MC01-1g02396	605	828
MvSl-1064-A1-R4_MC01-1g02397	1343	1481
MvSl-1064-A1-R4_MC01-1g02398	75.213	57.4793
MvSl-1064-A1-R4_MC01-1g02399	1447	1680
MvSl-1064-A1-R4_MC01-1g02400	1505	1002
MvSl-1064-A1-R4_MC01-1g02401	90	30
MvSl-1064-A1-R4_MC01-1g02402	4172	6218
MvSl-1064-A1-R4_MC01-1g02403	1943	2314
MvSl-1064-A1-R4_MC01-1g02404	801	994
MvSl-1064-A1-R4_MC01-1g02405	125	220
MvSl-1064-A1-R4_MC01-1g02406	32	52
MvSl-1064-A1-R4_MC01-1g02407	126	200
MvSl-1064-A1-R4_MC01-1g02408	3151	3427.42
MvSl-1064-A1-R4_MC01-1g02409	571.923	624.928
MvSl-1064-A1-R4_MC01-1g02410	29	8
MvSl-1064-A1-R4_MC01-1g02411	3369	6242
MvSl-1064-A1-R4_MC01-1g02412	94	117
MvSl-1064-A1-R4_MC01-1g02413	932	1520
MvSl-1064-A1-R4_MC01-1g02414	475.75	545.618
MvSl-1064-A1-R4_MC01-1g02415	753.409	967.346
MvSl-1064-A1-R4_MC01-1g02416	948.69	982.446
MvSl-1064-A1-R4_MC01-1g02417	2965.25	1517.81
MvSl-1064-A1-R4_MC01-1g02418	6.60063	2.06375
MvSl-1064-A1-R4_MC01-1g02419	3	3
MvSl-1064-A1-R4_MC01-1g02420	1863	2578
MvSl-1064-A1-R4_MC01-1g02421	2142	2083
MvSl-1064-A1-R4_MC01-1g02422	68	31
MvSl-1064-A1-R4_MC01-1g02423	1460	1149
MvSl-1064-A1-R4_MC01-1g02424	546	807
MvSl-1064-A1-R4_MC01-1g02425	1382.58	2641.05
MvSl-1064-A1-R4_MC01-1g02426	1627	2428
MvSl-1064-A1-R4_MC01-1g02427	9309	11093
MvSl-1064-A1-R4_MC01-1g02428	1054	1175
MvSl-1064-A1-R4_MC01-1g02429	972	1286
MvSl-1064-A1-R4_MC01-1g02430	341.257	362.96
MvSl-1064-A1-R4_MC01-1g02431	1290	1943
MvSl-1064-A1-R4_MC01-1g02432	427	669
MvSl-1064-A1-R4_MC01-1g02433	5154	8716
MvSl-1064-A1-R4_MC01-1g02434	2160	3535
MvSl-1064-A1-R4_MC01-1g02435	10566	14217
MvSl-1064-A1-R4_MC01-1g02436	3	0
MvSl-1064-A1-R4_MC01-1g02437	3264	5070
MvSl-1064-A1-R4_MC01-1g02438	6068	11126
MvSl-1064-A1-R4_MC01-1g02439	2877	4351
MvSl-1064-A1-R4_MC01-1g02440	39.5145	37.4557
MvSl-1064-A1-R4_MC01-1g02441	20	32.2109
MvSl-1064-A1-R4_MC01-1g02442	1757	3034
MvSl-1064-A1-R4_MC01-1g02443	2318	5401
MvSl-1064-A1-R4_MC01-1g02444	2321	4198
MvSl-1064-A1-R4_MC01-1g02445	1144	1261
MvSl-1064-A1-R4_MC01-1g02446	4454	9472
MvSl-1064-A1-R4_MC01-1g02447	3003	5709
MvSl-1064-A1-R4_MC01-1g02448	1410	2571
MvSl-1064-A1-R4_MC01-1g02449	1944	2601
MvSl-1064-A1-R4_MC01-1g02450	16347	25771
MvSl-1064-A1-R4_MC01-1g02451	50	93
MvSl-1064-A1-R4_MC01-1g02452	707	1033
MvSl-1064-A1-R4_MC01-1g02453	8830	13599
MvSl-1064-A1-R4_MC01-1g02454	63	34
MvSl-1064-A1-R4_MC01-1g02455	3131	2651
MvSl-1064-A1-R4_MC01-1g02456	1019	1493
MvSl-1064-A1-R4_MC01-1g02457	404	792
MvSl-1064-A1-R4_MC01-1g02458	2644	4068
MvSl-1064-A1-R4_MC01-1g02459	2019	2907
MvSl-1064-A1-R4_MC01-1g02460	1404	1179
MvSl-1064-A1-R4_MC01-1g02461	26.0072	24.193
MvSl-1064-A1-R4_MC01-1g02462	3912.45	4814.43
MvSl-1064-A1-R4_MC01-1g02463	625.408	910.87
MvSl-1064-A1-R4_MC01-1g02464	2454.35	3263.6
MvSl-1064-A1-R4_MC01-1g02465	253	347
MvSl-1064-A1-R4_MC01-1g02466	393	611
MvSl-1064-A1-R4_MC01-1g02467	5138	2559
MvSl-1064-A1-R4_MC01-1g02468	284	166
MvSl-1064-A1-R4_MC01-1g02469	1350	1842
MvSl-1064-A1-R4_MC01-1g02470	1148	1734
MvSl-1064-A1-R4_MC01-1g02471	2340	5451
MvSl-1064-A1-R4_MC01-1g02472	2257	3334
MvSl-1064-A1-R4_MC01-1g02473	182	232
MvSl-1064-A1-R4_MC01-1g02474	3796	5189
MvSl-1064-A1-R4_MC01-1g02475	1735	2586
MvSl-1064-A1-R4_MC01-1g02476	361	574
MvSl-1064-A1-R4_MC01-1g02477	203	119
MvSl-1064-A1-R4_MC01-1g02478	3511	4933
MvSl-1064-A1-R4_MC01-1g02479	17474	27542
MvSl-1064-A1-R4_MC01-1g02480	1297	2613
MvSl-1064-A1-R4_MC01-1g02481	3148	4934
MvSl-1064-A1-R4_MC01-1g02482	1365	1976
MvSl-1064-A1-R4_MC01-1g02483	3322	4186
MvSl-1064-A1-R4_MC01-1g02484	1445	1526
MvSl-1064-A1-R4_MC01-1g02485	657	1339
MvSl-1064-A1-R4_MC01-1g02486	356	829
MvSl-1064-A1-R4_MC01-1g02487	1051	1560
MvSl-1064-A1-R4_MC01-1g02488	6	5
MvSl-1064-A1-R4_MC01-1g02489	1904	4208
MvSl-1064-A1-R4_MC01-1g02490	1517	2300
MvSl-1064-A1-R4_MC01-1g02491	1342	1906
MvSl-1064-A1-R4_MC01-1g02492	250	353
MvSl-1064-A1-R4_MC01-1g02493	1019	1289
MvSl-1064-A1-R4_MC01-1g02494	338	159
MvSl-1064-A1-R4_MC01-1g02495	4023	3707
MvSl-1064-A1-R4_MC01-1g02496	1353	2221
MvSl-1064-A1-R4_MC01-1g02497	673	1184
MvSl-1064-A1-R4_MC01-1g02498	1468	2157
MvSl-1064-A1-R4_MC01-1g02499	3690	4656
MvSl-1064-A1-R4_MC01-1g02500	11964	18987
MvSl-1064-A1-R4_MC01-1g02501	22593	32969
MvSl-1064-A1-R4_MC01-1g02502	245	253
MvSl-1064-A1-R4_MC01-1g02503	610	956
MvSl-1064-A1-R4_MC01-1g02504	211	145
MvSl-1064-A1-R4_MC01-1g02505	6595	8424
MvSl-1064-A1-R4_MC01-1g02506	1516	1753
MvSl-1064-A1-R4_MC01-1g02507	549	1084
MvSl-1064-A1-R4_MC01-1g02508	5186	12134
MvSl-1064-A1-R4_MC01-1g02509	1183	1378
MvSl-1064-A1-R4_MC01-1g02510	609	770
MvSl-1064-A1-R4_MC01-1g02511	79.1774	141.794
MvSl-1064-A1-R4_MC01-1g02512	316.794	355.21
MvSl-1064-A1-R4_MC01-1g02513	4.37928	4.96538
MvSl-1064-A1-R4_MC01-1g02514	581	672
MvSl-1064-A1-R4_MC01-1g02515	266	421
MvSl-1064-A1-R4_MC01-1g02516	322	366
MvSl-1064-A1-R4_MC01-1g02517	3140	5291
MvSl-1064-A1-R4_MC01-1g02518	863	797
MvSl-1064-A1-R4_MC01-1g02519	1410	2097
MvSl-1064-A1-R4_MC01-1g02520	4263	6899
MvSl-1064-A1-R4_MC01-1g02521	381	322
MvSl-1064-A1-R4_MC01-1g02522	225	342
MvSl-1064-A1-R4_MC01-1g02523	3999	2242
MvSl-1064-A1-R4_MC01-1g02524	338	200
MvSl-1064-A1-R4_MC01-1g02525	1112	960
MvSl-1064-A1-R4_MC01-1g02526	69	89
MvSl-1064-A1-R4_MC01-1g02527	1690	2333
MvSl-1064-A1-R4_MC01-1g02528	1304	1337
MvSl-1064-A1-R4_MC01-1g02529	831	1086
MvSl-1064-A1-R4_MC01-1g02530	2331	2982
MvSl-1064-A1-R4_MC01-1g02531	616	929
MvSl-1064-A1-R4_MC01-1g02532	4611	5648
MvSl-1064-A1-R4_MC01-1g02533	783	849
MvSl-1064-A1-R4_MC01-1g02534	119	231
MvSl-1064-A1-R4_MC01-1g02535	971	1096
MvSl-1064-A1-R4_MC01-1g02536	264	278
MvSl-1064-A1-R4_MC01-1g02537	1279	1769
MvSl-1064-A1-R4_MC01-1g02538	3719	4486
MvSl-1064-A1-R4_MC01-1g02539	2321	1944
MvSl-1064-A1-R4_MC01-1g02540	961	409
MvSl-1064-A1-R4_MC01-1g02541	1602	2188
MvSl-1064-A1-R4_MC01-1g02542	1840	2971
MvSl-1064-A1-R4_MC01-1g02543	619	954
MvSl-1064-A1-R4_MC01-1g02544	4671	6867
MvSl-1064-A1-R4_MC01-1g02545	292	314
MvSl-1064-A1-R4_MC01-1g02546	11251	9404
MvSl-1064-A1-R4_MC01-1g02547	11.2272	9.32066
MvSl-1064-A1-R4_MC01-1g02548	14.1283	0
MvSl-1064-A1-R4_MC01-1g02549	1.5861	0
MvSl-1064-A1-R4_MC01-1g02550	0	1.00816
MvSl-1064-A1-R4_MC01-1g02551	102.232	142.601
MvSl-1064-A1-R4_MC01-1g02552	192.972	147.944
MvSl-1064-A1-R4_MC01-1g02553	0	0
MvSl-1064-A1-R4_MC01-1g02554	2688	3084
MvSl-1064-A1-R4_MC01-1g02555	8960	14390
MvSl-1064-A1-R4_MC01-1g02556	2371	3354
MvSl-1064-A1-R4_MC01-1g02557	1227	1302
MvSl-1064-A1-R4_MC01-1g02558	13548	25619
MvSl-1064-A1-R4_MC01-1g02559	7833	11839
MvSl-1064-A1-R4_MC01-1g02560	2473	4661
MvSl-1064-A1-R4_MC01-1g02561	637	803
MvSl-1064-A1-R4_MC01-1g02562	508.731	501.929
MvSl-1064-A1-R4_MC01-1g02563	4564	6562
MvSl-1064-A1-R4_MC01-1g02564	12	5
MvSl-1064-A1-R4_MC01-1g02565	1197	253
MvSl-1064-A1-R4_MC01-1g02566	1196	2015
MvSl-1064-A1-R4_MC01-1g02567	490	828
MvSl-1064-A1-R4_MC01-1g02568	8915	15208
MvSl-1064-A1-R4_MC01-1g02569	3109	5969
MvSl-1064-A1-R4_MC01-1g02570	1015	1249
MvSl-1064-A1-R4_MC01-1g02571	2313	3158
MvSl-1064-A1-R4_MC01-1g02572	1112	1879
MvSl-1064-A1-R4_MC01-1g02573	2891	4371
MvSl-1064-A1-R4_MC01-1g02574	915.221	982.138
MvSl-1064-A1-R4_MC01-1g02575	270	312
MvSl-1064-A1-R4_MC01-1g02576	378	532
MvSl-1064-A1-R4_MC01-1g02577	782	690
MvSl-1064-A1-R4_MC01-1g02578	4604	6082
MvSl-1064-A1-R4_MC01-1g02579	3109	4855
MvSl-1064-A1-R4_MC01-1g02580	3579	4308
MvSl-1064-A1-R4_MC01-1g02581	5761.7	7765.77
MvSl-1064-A1-R4_MC01-1g02582	2110.74	3470.63
MvSl-1064-A1-R4_MC01-1g02583	874	1147
MvSl-1064-A1-R4_MC01-1g02584	355	468
MvSl-1064-A1-R4_MC01-1g02585	45	16
MvSl-1064-A1-R4_MC01-1g02586	1	0
MvSl-1064-A1-R4_MC01-1g02587	1.93403	1.71962
MvSl-1064-A1-R4_MC01-1g02588	1.63004	0
MvSl-1064-A1-R4_MC01-1g02589	2.0709	0
MvSl-1064-A1-R4_MC01-1g02590	1634	2899
MvSl-1064-A1-R4_MC01-1g02591	570	718
MvSl-1064-A1-R4_MC01-1g02592	720	984
MvSl-1064-A1-R4_MC01-1g02593	16423	14682
MvSl-1064-A1-R4_MC01-1g02594	9	1
MvSl-1064-A1-R4_MC01-1g02595	7	2
MvSl-1064-A1-R4_MC01-1g02596	291	445
MvSl-1064-A1-R4_MC01-1g02597	95	163
MvSl-1064-A1-R4_MC01-1g02598	18.3447	28.9184
MvSl-1064-A1-R4_MC01-1g02599	3800	6342
MvSl-1064-A1-R4_MC01-1g02600	3102	5675
MvSl-1064-A1-R4_MC01-1g02601	83	96
MvSl-1064-A1-R4_MC01-1g02602	2026	3078
MvSl-1064-A1-R4_MC01-1g02603	136	64
MvSl-1064-A1-R4_MC01-1g02604	11	3
MvSl-1064-A1-R4_MC01-1g02605	0	0
MvSl-1064-A1-R4_MC01-1g02606	1502.91	1264.93
MvSl-1064-A1-R4_MC01-1g02607	1856	3243
MvSl-1064-A1-R4_MC01-1g02608	3531.91	5787.62
MvSl-1064-A1-R4_MC01-1g02609	1085	1209
MvSl-1064-A1-R4_MC01-1g02610	80	77
MvSl-1064-A1-R4_MC01-1g02611	3	4
MvSl-1064-A1-R4_MC01-1g02612	1399.26	2104.62
MvSl-1064-A1-R4_MC01-1g02613	6227.29	7693.39
MvSl-1064-A1-R4_MC01-1g02614	2173	2766
MvSl-1064-A1-R4_MC01-1g02615	1329	2509
MvSl-1064-A1-R4_MC01-1g02616	2875	4172
MvSl-1064-A1-R4_MC01-1g02617	1233	2331
MvSl-1064-A1-R4_MC01-1g02618	2605	2797
MvSl-1064-A1-R4_MC01-1g02619	2	4
MvSl-1064-A1-R4_MC01-1g02620	1715	3332
MvSl-1064-A1-R4_MC01-1g02621	218.082	281.417
MvSl-1064-A1-R4_MC01-1g02622	2297	3643
MvSl-1064-A1-R4_MC01-1g02623	5466	2657
MvSl-1064-A1-R4_MC01-1g02624	1769	2983
MvSl-1064-A1-R4_MC01-1g02625	571	835
MvSl-1064-A1-R4_MC01-1g02626	691	1033
MvSl-1064-A1-R4_MC01-1g02627	1188.12	1126.55
MvSl-1064-A1-R4_MC01-1g02628	26122.2	42227.3
MvSl-1064-A1-R4_MC01-1g02629	2.15772	4.62407
MvSl-1064-A1-R4_MC01-1g02630	1171	1409
MvSl-1064-A1-R4_MC01-1g02631	738	1184
MvSl-1064-A1-R4_MC01-1g02632	188	235
MvSl-1064-A1-R4_MC01-1g02633	4	4
MvSl-1064-A1-R4_MC01-1g02634	64.7791	73.9151
MvSl-1064-A1-R4_MC01-1g02635	339	404
MvSl-1064-A1-R4_MC01-1g02636	3042	4685
MvSl-1064-A1-R4_MC01-1g02637	6	8
MvSl-1064-A1-R4_MC01-1g02638	434	417
MvSl-1064-A1-R4_MC01-1g02639	1	3
MvSl-1064-A1-R4_MC01-1g02640	758	819
MvSl-1064-A1-R4_MC01-1g02641	777	720
MvSl-1064-A1-R4_MC01-1g02642	6204	7632
MvSl-1064-A1-R4_MC01-1g02643	2579	4173
MvSl-1064-A1-R4_MC01-1g02644	3000	4126
MvSl-1064-A1-R4_MC01-1g02645	710	1078
MvSl-1064-A1-R4_MC01-1g02646	8	10
MvSl-1064-A1-R4_MC01-1g02647	7	7
MvSl-1064-A1-R4_MC01-1g02648	1114	1114
MvSl-1064-A1-R4_MC01-1g02649	7236	14967
MvSl-1064-A1-R4_MC01-1g02650	125	139
MvSl-1064-A1-R4_MC01-1g02651	1185.12	1402.99
MvSl-1064-A1-R4_MC01-1g02652	1	0
MvSl-1064-A1-R4_MC01-1g02653	78.8821	64.2776
MvSl-1064-A1-R4_MC01-1g02654	12	10.5
MvSl-1064-A1-R4_MC01-1g02655	1839	1823
MvSl-1064-A1-R4_MC01-1g02656	497	696
MvSl-1064-A1-R4_MC01-1g02657	14431	20810
MvSl-1064-A1-R4_MC01-1g02658	538	858
MvSl-1064-A1-R4_MC01-1g02659	730	1168
MvSl-1064-A1-R4_MC01-1g02660	672	924
MvSl-1064-A1-R4_MC01-1g02661	2627	3260
MvSl-1064-A1-R4_MC01-1g02662	833	1683
MvSl-1064-A1-R4_MC01-1g02663	210	168
MvSl-1064-A1-R4_MC01-1g02664	0	0
MvSl-1064-A1-R4_MC01-1g02665	3754	2255
MvSl-1064-A1-R4_MC01-1g02666	279.745	301.885
MvSl-1064-A1-R4_MC01-1g02667	287	152
MvSl-1064-A1-R4_MC01-1g02668	11	15
MvSl-1064-A1-R4_MC01-1g02669	0	3
MvSl-1064-A1-R4_MC01-1g02670	557	584
MvSl-1064-A1-R4_MC01-1g02671	649	867
MvSl-1064-A1-R4_MC01-1g02672	430	594
MvSl-1064-A1-R4_MC01-1g02673	1165	1583
MvSl-1064-A1-R4_MC01-1g02674	1324	1889
MvSl-1064-A1-R4_MC01-1g02675	861	1292
MvSl-1064-A1-R4_MC01-1g02676	180	250
MvSl-1064-A1-R4_MC01-1g02677	2977	5590
MvSl-1064-A1-R4_MC01-1g02678	1490	1729
MvSl-1064-A1-R4_MC01-1g02679	6732	9669
MvSl-1064-A1-R4_MC01-1g02680	5	6
MvSl-1064-A1-R4_MC01-1g02681	2071	1737
MvSl-1064-A1-R4_MC01-1g02682	2008	1979
MvSl-1064-A1-R4_MC01-1g02683	10893	16457
MvSl-1064-A1-R4_MC01-1g02684	981	2066
MvSl-1064-A1-R4_MC01-1g02685	333.857	350.599
MvSl-1064-A1-R4_MC01-1g02686	73.6048	68.2489
MvSl-1064-A1-R4_MC01-1g02687	352	708
MvSl-1064-A1-R4_MC01-1g02688	449	965
MvSl-1064-A1-R4_MC01-1g02689	1084.11	1246
MvSl-1064-A1-R4_MC01-1g02690	1797	1625
MvSl-1064-A1-R4_MC01-1g02691	1358	1752
MvSl-1064-A1-R4_MC01-1g02692	243	277
MvSl-1064-A1-R4_MC01-1g02693	3665	8315
MvSl-1064-A1-R4_MC01-1g02694	2057	2719
MvSl-1064-A1-R4_MC01-1g02695	4875	6530
MvSl-1064-A1-R4_MC01-1g02696	617	1018
MvSl-1064-A1-R4_MC01-1g02697	200	224
MvSl-1064-A1-R4_MC01-1g02698	110	123
MvSl-1064-A1-R4_MC01-1g02699	1389	1569
MvSl-1064-A1-R4_MC01-1g02700	1018	1437
MvSl-1064-A1-R4_MC01-1g02701	1.24937	0.5
MvSl-1064-A1-R4_MC01-1g02702	2883	2761
MvSl-1064-A1-R4_MC01-1g02703	789	1406
MvSl-1064-A1-R4_MC01-1g02704	1546	1851
MvSl-1064-A1-R4_MC01-1g02705	2107	3088
MvSl-1064-A1-R4_MC01-1g02706	174	152
MvSl-1064-A1-R4_MC01-1g02707	1.24937	0.5
MvSl-1064-A1-R4_MC01-1g02708	3	1
MvSl-1064-A1-R4_MC01-1g02709	1927	2762
MvSl-1064-A1-R4_MC01-1g02710	6774	8699
MvSl-1064-A1-R4_MC01-1g02711	6346	6173
MvSl-1064-A1-R4_MC01-1g02712	2553	2967
MvSl-1064-A1-R4_MC01-1g02713	3312	3019
MvSl-1064-A1-R4_MC01-1g02714	3062	5272
MvSl-1064-A1-R4_MC01-1g02715	164.516	117.117
MvSl-1064-A1-R4_MC01-1g02716	13.1085	11.2892
MvSl-1064-A1-R4_MC01-1g02717	19.6209	32.3346
MvSl-1064-A1-R4_MC01-1g02718	549	598
MvSl-1064-A1-R4_MC01-1g02719	912	730
MvSl-1064-A1-R4_MC01-1g02720	3360	5322
MvSl-1064-A1-R4_MC01-1g02721	3164	4413
MvSl-1064-A1-R4_MC01-1g02722	5405	7791
