gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC01-1g01750	507.307	349.679	655.276	509.331
MvSl-1064-A1-R4_MC01-1g01751	4116	3982	4575	3974
MvSl-1064-A1-R4_MC01-1g01752	141	255	163	183
MvSl-1064-A1-R4_MC01-1g01753	379	495	535	547
MvSl-1064-A1-R4_MC01-1g01754	573	663	714	755
MvSl-1064-A1-R4_MC01-1g01755	1696	2015	1927	1949
MvSl-1064-A1-R4_MC01-1g01756	616	964	689	824
MvSl-1064-A1-R4_MC01-1g01757	25.3414	21.1962	29.7088	24.5172
MvSl-1064-A1-R4_MC01-1g01758	105.339	116.225	188.885	151.078
MvSl-1064-A1-R4_MC01-1g01759	4.16345	2.03265	7.07187	1.02917
MvSl-1064-A1-R4_MC01-1g01760	1215.66	800.804	1125.29	1230.48
MvSl-1064-A1-R4_MC01-1g01765	137.637	176.803	199.637	177.308
MvSl-1064-A1-R4_MC01-1g01766	1257	1510	1497	1709
MvSl-1064-A1-R4_MC01-1g01767	1461	1367	1479	1430
MvSl-1064-A1-R4_MC01-1g01768	4076	4683	3485	3877
MvSl-1064-A1-R4_MC01-1g01769	1213	1059	1702	1481
MvSl-1064-A1-R4_MC01-1g01770	2507	2926	2978	3177
MvSl-1064-A1-R4_MC01-1g01771	3132	3293	3072	3052
MvSl-1064-A1-R4_MC01-1g01772	0	1	2	2
MvSl-1064-A1-R4_MC01-1g01773	7	9	19	9
MvSl-1064-A1-R4_MC01-1g01774	11	11	17	9
MvSl-1064-A1-R4_MC01-1g01775	1464.23	1388.5	1718.69	1556.37
MvSl-1064-A1-R4_MC01-1g01776	7.58003	6.62999	13.5208	8.22355
MvSl-1064-A1-R4_MC01-1g01777	28.4312	23.0467	77.4389	80.4238
MvSl-1064-A1-R4_MC01-1g01778	34	20	21	9
MvSl-1064-A1-R4_MC01-1g01779	339	274	272	200
MvSl-1064-A1-R4_MC01-1g01780	875	1089	1070	1146
MvSl-1064-A1-R4_MC01-1g01782	1356.41	1555.22	1575.42	1560.25
MvSl-1064-A1-R4_MC01-1g01783	15.9531	6.47225	188.937	146.613
MvSl-1064-A1-R4_MC01-1g01785	1.61111	2.57143	6.26087	2
MvSl-1064-A1-R4_MC01-1g01788	1383.37	1453.54	1539.19	1406.35
MvSl-1064-A1-R4_MC01-1g01789	4521.76	6272.98	4645.49	5393.01
MvSl-1064-A1-R4_MC01-1g01790	1041.29	1229.65	1281.48	1328.63
MvSl-1064-A1-R4_MC01-1g01792	428.337	472.457	416.437	393.834
MvSl-1064-A1-R4_MC01-1g01794	373.369	593.535	322.178	385.301
MvSl-1064-A1-R4_MC01-1g01796	2136	1640	2603	2789
MvSl-1064-A1-R4_MC01-1g01797	381	809	448	620
MvSl-1064-A1-R4_MC01-1g01798	1284	1725	1261	1354
MvSl-1064-A1-R4_MC01-1g01799	833	823	879	724
MvSl-1064-A1-R4_MC01-1g01800	3413	5233	3554	5219
MvSl-1064-A1-R4_MC01-1g01801	1956	2028	2316	2141
MvSl-1064-A1-R4_MC01-1g01802	9604	8615	9347	8652
MvSl-1064-A1-R4_MC01-1g01803	4289	6527	4062	6360
MvSl-1064-A1-R4_MC01-1g01804	761	1386	982	1111
MvSl-1064-A1-R4_MC01-1g01805	1152	1144	1298	1250
MvSl-1064-A1-R4_MC01-1g01806	3222	2731	3285	2890
MvSl-1064-A1-R4_MC01-1g01807	0	2.04395	0	0
MvSl-1064-A1-R4_MC01-1g01808	1792	1855.96	1762	1952
MvSl-1064-A1-R4_MC01-1g01809	3373	3614	3803	4013
MvSl-1064-A1-R4_MC01-1g01810	286	279	332	320
MvSl-1064-A1-R4_MC01-1g01811	326	521	408	447
MvSl-1064-A1-R4_MC01-1g01812	1191	1257	1570	1583
MvSl-1064-A1-R4_MC01-1g01813	1233	1081	1150	1096
MvSl-1064-A1-R4_MC01-1g01814	507	418	474	360
MvSl-1064-A1-R4_MC01-1g01815	14	9	28	12
MvSl-1064-A1-R4_MC01-1g01816	2126	2352	2531	2643
MvSl-1064-A1-R4_MC01-1g01817	2754	3065	2726	2593
MvSl-1064-A1-R4_MC01-1g01818	1320	1304	1604	1548
MvSl-1064-A1-R4_MC01-1g01819	1390	1383	1606	1357
MvSl-1064-A1-R4_MC01-1g01820	925	1087	837	847
MvSl-1064-A1-R4_MC01-1g01821	24620	22582	30253	29334
MvSl-1064-A1-R4_MC01-1g01822	1810.86	2288.57	1703.21	1925.87
MvSl-1064-A1-R4_MC01-1g01823	2440	2277	4398	3477
MvSl-1064-A1-R4_MC01-1g01824	3251	3718	3257	3958
MvSl-1064-A1-R4_MC01-1g01825	1	0	0	0
MvSl-1064-A1-R4_MC01-1g01826	65	50	108	71
MvSl-1064-A1-R4_MC01-1g01827	224.922	189.927	1042.95	665.95
MvSl-1064-A1-R4_MC01-1g01828	689.49	745.666	1283.48	1152.31
MvSl-1064-A1-R4_MC01-1g01829	816.981	780.884	1563.97	1266.77
MvSl-1064-A1-R4_MC01-1g01830	3459.81	2831.12	5036.14	3792.36
MvSl-1064-A1-R4_MC01-1g01831	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01833	3	0	7.20772	13.5049
MvSl-1064-A1-R4_MC01-1g01834	26	39	46	45
MvSl-1064-A1-R4_MC01-1g01835	38.4598	29.864	33.6162	39.1945
MvSl-1064-A1-R4_MC01-1g01837	1.13613	0	0	0
MvSl-1064-A1-R4_MC01-1g01839	16.0882	11.8517	1.87452	4.4804
MvSl-1064-A1-R4_MC01-1g01840	344	252	339	285
MvSl-1064-A1-R4_MC01-1g01841	1091	1081	1128	972
MvSl-1064-A1-R4_MC01-1g01842	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01843	10	30	27	24
MvSl-1064-A1-R4_MC01-1g01844	414	872	497	698
MvSl-1064-A1-R4_MC01-1g01845	1582	1806	1822	2053
MvSl-1064-A1-R4_MC01-1g01846	3696	4631	3970	3893
MvSl-1064-A1-R4_MC01-1g01847	11	17	12	10
MvSl-1064-A1-R4_MC01-1g01848	0	3	0	1
MvSl-1064-A1-R4_MC01-1g01849	3132	3998	3755	4555
MvSl-1064-A1-R4_MC01-1g01850	190	291	245	320
MvSl-1064-A1-R4_MC01-1g01851	1481	1561	1920	1889
MvSl-1064-A1-R4_MC01-1g01852	1036	1228	1370	1535
MvSl-1064-A1-R4_MC01-1g01853	1429	1542	1695	1627
MvSl-1064-A1-R4_MC01-1g01854	135	86	193	127
MvSl-1064-A1-R4_MC01-1g01855	2684	3063	2875	2889
MvSl-1064-A1-R4_MC01-1g01856	2214	2663	2481	3012
MvSl-1064-A1-R4_MC01-1g01857	238	224	238	242
MvSl-1064-A1-R4_MC01-1g01858	134	275	161	235
MvSl-1064-A1-R4_MC01-1g01859	6526	5946	7314	6002
MvSl-1064-A1-R4_MC01-1g01860	1063	1342	1148	1476
MvSl-1064-A1-R4_MC01-1g01861	6783	6240	8187	7715
MvSl-1064-A1-R4_MC01-1g01862	4218	4256	4490	4885
MvSl-1064-A1-R4_MC01-1g01863	1383	1451	1526	1470
MvSl-1064-A1-R4_MC01-1g01864	745	712	738	626
MvSl-1064-A1-R4_MC01-1g01865	575	605	540	614
MvSl-1064-A1-R4_MC01-1g01866	8	11	14	15
MvSl-1064-A1-R4_MC01-1g01867	1057	1201	1361	1463
MvSl-1064-A1-R4_MC01-1g01868	826	870	1156	1145
MvSl-1064-A1-R4_MC01-1g01869	1124	1271	1349	1404
MvSl-1064-A1-R4_MC01-1g01870	6830.43	6539.56	6173.74	7092.39
MvSl-1064-A1-R4_MC01-1g01871	1427	1789	1602	1978
MvSl-1064-A1-R4_MC01-1g01872	1413	1653	1591	1793
MvSl-1064-A1-R4_MC01-1g01873	2167	2536	2286	2612
MvSl-1064-A1-R4_MC01-1g01874	1792	1970	2277	2245
MvSl-1064-A1-R4_MC01-1g01875	4394	4084	4994	4733
MvSl-1064-A1-R4_MC01-1g01876	7624	8755	8320	9922
MvSl-1064-A1-R4_MC01-1g01877	316	478	381	456
MvSl-1064-A1-R4_MC01-1g01878	1506	1929	1406	1774
MvSl-1064-A1-R4_MC01-1g01879	333	302	358	351
MvSl-1064-A1-R4_MC01-1g01880	3471	5698	3012	4582
MvSl-1064-A1-R4_MC01-1g01881	2339	2908	2540	2783
MvSl-1064-A1-R4_MC01-1g01882	1307	1220	1462	1427
MvSl-1064-A1-R4_MC01-1g01883	323	562	359	425
MvSl-1064-A1-R4_MC01-1g01884	787	602	1071	912
MvSl-1064-A1-R4_MC01-1g01885	998	1398	1034	1345
MvSl-1064-A1-R4_MC01-1g01886	3483	2383	4565	2781
MvSl-1064-A1-R4_MC01-1g01887	16160	12048	21396	17030
MvSl-1064-A1-R4_MC01-1g01888	985	1057	1611	1430
MvSl-1064-A1-R4_MC01-1g01889	2004	2271	2252	2552
MvSl-1064-A1-R4_MC01-1g01890	1173	703	1054	932
MvSl-1064-A1-R4_MC01-1g01891	133	115	157	171
MvSl-1064-A1-R4_MC01-1g01892	130	90	198	193
MvSl-1064-A1-R4_MC01-1g01893	1684	1575	1748	1777
MvSl-1064-A1-R4_MC01-1g01894	6439	7348	7931	9627
MvSl-1064-A1-R4_MC01-1g01895	1445	1206	1846	1670
MvSl-1064-A1-R4_MC01-1g01896	736	678	970	851
MvSl-1064-A1-R4_MC01-1g01897	2847	2349	3263	2785
MvSl-1064-A1-R4_MC01-1g01898	261	259	308	328
MvSl-1064-A1-R4_MC01-1g01899	5029	5967	5056	6195
MvSl-1064-A1-R4_MC01-1g01900	517	614	687	723
MvSl-1064-A1-R4_MC01-1g01901	1102	1487	1320	1787
MvSl-1064-A1-R4_MC01-1g01902	1896	1789	1905	1882
MvSl-1064-A1-R4_MC01-1g01903	13	13	26	45
MvSl-1064-A1-R4_MC01-1g01904	1394	1226	1827	1729
MvSl-1064-A1-R4_MC01-1g01905	2094	2512	1860	1976
MvSl-1064-A1-R4_MC01-1g01906	1679	1756	2134	2080
MvSl-1064-A1-R4_MC01-1g01907	1925	1550	2113	1948
MvSl-1064-A1-R4_MC01-1g01908	4	2.02887	3	5
MvSl-1064-A1-R4_MC01-1g01909	204.071	150.732	350.302	308.839
MvSl-1064-A1-R4_MC01-1g01910	418.186	328.487	495.893	295.278
MvSl-1064-A1-R4_MC01-1g01911	122.327	123.339	114.876	93.4219
MvSl-1064-A1-R4_MC01-1g01912	1130	1121	1241	1465
MvSl-1064-A1-R4_MC01-1g01913	3978	4170	4415	4289
MvSl-1064-A1-R4_MC01-1g01914	1	3	0	3
MvSl-1064-A1-R4_MC01-1g01915	1056	1142	1150	1225
MvSl-1064-A1-R4_MC01-1g01916	852	776	985	915
MvSl-1064-A1-R4_MC01-1g01917	2798.35	2841.45	5891.41	5276.51
MvSl-1064-A1-R4_MC01-1g01918	1916	1817	1880	2211
MvSl-1064-A1-R4_MC01-1g01919	9257	9156	10346	10440
MvSl-1064-A1-R4_MC01-1g01921	4194	4083	7618	6931
MvSl-1064-A1-R4_MC01-1g01922	939	1510	801	1072
MvSl-1064-A1-R4_MC01-1g01923	2563	2114	2712	2328
MvSl-1064-A1-R4_MC01-1g01924	1836	1726	1893	1831
MvSl-1064-A1-R4_MC01-1g01925	3012	3136	3442	3372
MvSl-1064-A1-R4_MC01-1g01926	352	324	638	550
MvSl-1064-A1-R4_MC01-1g01927	921	744	1101	892
MvSl-1064-A1-R4_MC01-1g01928	5799	4519	6695	5595
MvSl-1064-A1-R4_MC01-1g01929	352.464	347.766	314.056	257.501
MvSl-1064-A1-R4_MC01-1g01931	475	736	803	1037
MvSl-1064-A1-R4_MC01-1g01932	1247	1538	1344	1224
MvSl-1064-A1-R4_MC01-1g01933	2159	2028	2417	2438
MvSl-1064-A1-R4_MC01-1g01934	1247	1502	1430	1879
MvSl-1064-A1-R4_MC01-1g01935	2147	2323	2316	2417
MvSl-1064-A1-R4_MC01-1g01936	1167	1025	1472	1494
MvSl-1064-A1-R4_MC01-1g01937	220	208	153	215
MvSl-1064-A1-R4_MC01-1g01938	5293	4093	6297	5693
MvSl-1064-A1-R4_MC01-1g01939	933	980	1132	1169
MvSl-1064-A1-R4_MC01-1g01940	979	1114	1302	1391
MvSl-1064-A1-R4_MC01-1g01941	1659	1917	1929	2114
MvSl-1064-A1-R4_MC01-1g01942	426	551	581	659
MvSl-1064-A1-R4_MC01-1g01943	1918	1818	2273	2028
MvSl-1064-A1-R4_MC01-1g01944	1094	1325	953	1125
MvSl-1064-A1-R4_MC01-1g01945	3071	2776	3733	3185
MvSl-1064-A1-R4_MC01-1g01946	371	326	464	420
MvSl-1064-A1-R4_MC01-1g01947	1426	1793	1747	2005
MvSl-1064-A1-R4_MC01-1g01948	1529	1605	1579	1991
MvSl-1064-A1-R4_MC01-1g01949	970	1222	1155	1447
MvSl-1064-A1-R4_MC01-1g01950	486.175	391.674	591.858	340.191
MvSl-1064-A1-R4_MC01-1g01951	1518	1125	1854	1470
MvSl-1064-A1-R4_MC01-1g01952	3131	3391	2319	2581
MvSl-1064-A1-R4_MC01-1g01953	1179	1365	1285	1427
MvSl-1064-A1-R4_MC01-1g01954	1489	1348	1516	1259
MvSl-1064-A1-R4_MC01-1g01955	7718	10069	7936	10548
MvSl-1064-A1-R4_MC01-1g01956	150	115	337	218
MvSl-1064-A1-R4_MC01-1g01957	2964.06	2945.21	5117.23	4340.26
MvSl-1064-A1-R4_MC01-1g01958	1602	1537	2179	2459
MvSl-1064-A1-R4_MC01-1g01959	1298	1668	1941	2257
MvSl-1064-A1-R4_MC01-1g01960	496	509	696	599
MvSl-1064-A1-R4_MC01-1g01961	588	537	346	571
MvSl-1064-A1-R4_MC01-1g01962	1151	1735	1046	1223
MvSl-1064-A1-R4_MC01-1g01963	601	859	644	774
MvSl-1064-A1-R4_MC01-1g01964	224	262	226	276
MvSl-1064-A1-R4_MC01-1g01965	205	217	307	246
MvSl-1064-A1-R4_MC01-1g01966	864	778	855	955
MvSl-1064-A1-R4_MC01-1g01967	789	799	654	724
MvSl-1064-A1-R4_MC01-1g01968	1702	1574	1734	1669
MvSl-1064-A1-R4_MC01-1g01969	4276	2124	3689	2865
MvSl-1064-A1-R4_MC01-1g01971	9	81	13	58
MvSl-1064-A1-R4_MC01-1g01972	3684	3188	4472	4010
MvSl-1064-A1-R4_MC01-1g01973	2080	2418	2270	2672
MvSl-1064-A1-R4_MC01-1g01974	2782	2597	3313	2949
MvSl-1064-A1-R4_MC01-1g01975	9011.19	9719.87	42441.2	44473
MvSl-1064-A1-R4_MC01-1g01977	320.735	287.35	493.789	488.419
MvSl-1064-A1-R4_MC01-1g01978	470.006	378.079	2559.07	1623.28
MvSl-1064-A1-R4_MC01-1g01980	5.01242	1.00518	20.2006	16.891
MvSl-1064-A1-R4_MC01-1g01984	2635	2840	2401	2681
MvSl-1064-A1-R4_MC01-1g01985	1603	1878	1144	1550
MvSl-1064-A1-R4_MC01-1g01986	39.2116	34.2092	38.1059	42.1592
MvSl-1064-A1-R4_MC01-1g01987	16654	20709	17962	20677
MvSl-1064-A1-R4_MC01-1g01988	16340	19278	18091	20017
MvSl-1064-A1-R4_MC01-1g01989	250	195	298	276
MvSl-1064-A1-R4_MC01-1g01990	1011	1016	1383	1320
MvSl-1064-A1-R4_MC01-1g01992	3064.87	3757.66	6544.04	6943.09
MvSl-1064-A1-R4_MC01-1g01993	23811.3	36617	27772.6	25402.2
MvSl-1064-A1-R4_MC01-1g01995	314	760	443	587
MvSl-1064-A1-R4_MC01-1g01997	1250.45	1110.56	1342.24	1037.13
MvSl-1064-A1-R4_MC01-1g01998	8712	12189	8941	10071
MvSl-1064-A1-R4_MC01-1g01999	45014	94593	61606	85996
MvSl-1064-A1-R4_MC01-1g02000	2276	2824	2121	2684
MvSl-1064-A1-R4_MC01-1g02001	847	947	1031	1106
MvSl-1064-A1-R4_MC01-1g02002	1530	1174	2204	1942
MvSl-1064-A1-R4_MC01-1g02003	1501	1532	1736	1759
MvSl-1064-A1-R4_MC01-1g02004	11.0501	6.45412	226.274	183.146
MvSl-1064-A1-R4_MC01-1g02005	1116.36	995.162	410.502	408.728
MvSl-1064-A1-R4_MC01-1g02006	0	0	30	17
MvSl-1064-A1-R4_MC01-1g02007	1315.65	1956.66	1898.46	2355.32
MvSl-1064-A1-R4_MC01-1g02008	9235	6350	5760	2759
MvSl-1064-A1-R4_MC01-1g02009	10597	8709	7243	4754
MvSl-1064-A1-R4_MC01-1g02010	12842	11925.4	8980.8	7736.1
MvSl-1064-A1-R4_MC01-1g02011	9401	8646	11777	13248
MvSl-1064-A1-R4_MC01-1g02012	42	45	104	90
MvSl-1064-A1-R4_MC01-1g02013	3250.44	4940.15	2641.29	5831.89
MvSl-1064-A1-R4_MC01-1g02014	118.778	116.39	224.594	153.505
MvSl-1064-A1-R4_MC01-1g02015	1783	1484	2318	1808
MvSl-1064-A1-R4_MC01-1g02016	235	683	383	798
MvSl-1064-A1-R4_MC01-1g02017	1938	1889	2333	2333
MvSl-1064-A1-R4_MC01-1g02018	754	788	634	811
MvSl-1064-A1-R4_MC01-1g02019	415	270	487	239
MvSl-1064-A1-R4_MC01-1g02020	1633	1027	2284	1806
MvSl-1064-A1-R4_MC01-1g02021	2201	2041	2525	2451
MvSl-1064-A1-R4_MC01-1g02022	94.6867	148.417	462.836	415.975
MvSl-1064-A1-R4_MC01-1g02023	34	36	80	84
MvSl-1064-A1-R4_MC01-1g02025	481.297	474.937	918.429	724.345
MvSl-1064-A1-R4_MC01-1g02026	288.498	287.756	326.117	330.427
MvSl-1064-A1-R4_MC01-1g02027	196.24	179.129	323.581	269.153
MvSl-1064-A1-R4_MC01-1g02029	3481	3018	4104	3523
MvSl-1064-A1-R4_MC01-1g02030	736	664	804	859
MvSl-1064-A1-R4_MC01-1g02031	3369	2200	4372	3079
MvSl-1064-A1-R4_MC01-1g02032	3183	2978	3634	3285
MvSl-1064-A1-R4_MC01-1g02033	1216	1388	1369	1377
MvSl-1064-A1-R4_MC01-1g02034	5895	10174	5436	7134
MvSl-1064-A1-R4_MC01-1g02035	4352	6293	4943	5375
MvSl-1064-A1-R4_MC01-1g02036	697	1087	906	945
MvSl-1064-A1-R4_MC01-1g02037	9678	15031	11125	17680
MvSl-1064-A1-R4_MC01-1g02038	203	219	243	254
MvSl-1064-A1-R4_MC01-1g02039	2864	3025	3266	3510
MvSl-1064-A1-R4_MC01-1g02043	567	673	601	869
MvSl-1064-A1-R4_MC01-1g02044	787	750	1056	956
MvSl-1064-A1-R4_MC01-1g02045	1221	582	1249	865
MvSl-1064-A1-R4_MC01-1g02046	236.33	209.902	498.92	389.483
MvSl-1064-A1-R4_MC01-1g02048	2191.73	2385.39	3636.92	2900.25
MvSl-1064-A1-R4_MC01-1g02049	1052.9	989.839	1234.28	998.604
MvSl-1064-A1-R4_MC01-1g02050	157	177	169	183
MvSl-1064-A1-R4_MC01-1g02051	3995	3675	4536	4532
MvSl-1064-A1-R4_MC01-1g02052	10618	16375	10982	15776
MvSl-1064-A1-R4_MC01-1g02053	269	429	352	356
MvSl-1064-A1-R4_MC01-1g02054	1286	1589	1607	1797
MvSl-1064-A1-R4_MC01-1g02055	103	89	150	104
MvSl-1064-A1-R4_MC01-1g02056	190	244	272	205
MvSl-1064-A1-R4_MC01-1g02057	992	1175	1226	1189
MvSl-1064-A1-R4_MC01-1g02058	3578	2913	4103	3516
MvSl-1064-A1-R4_MC01-1g02059	2	0	0	0
MvSl-1064-A1-R4_MC01-1g02060	711	686	870	860
MvSl-1064-A1-R4_MC01-1g02061	39	55	81	54
MvSl-1064-A1-R4_MC01-1g02062	1441	1482	1963	1831
MvSl-1064-A1-R4_MC01-1g02063	705.508	624.557	1072.61	987.059
MvSl-1064-A1-R4_MC01-1g02064	653.034	584.168	915.178	763.588
MvSl-1064-A1-R4_MC01-1g02067	511	714	641	726
MvSl-1064-A1-R4_MC01-1g02068	1889	1043	1684	1320
MvSl-1064-A1-R4_MC01-1g02069	3	5	5	3
MvSl-1064-A1-R4_MC01-1g02070	65	98	137	194
MvSl-1064-A1-R4_MC01-1g02071	706	888	738	916
MvSl-1064-A1-R4_MC01-1g02072	1553	1631	1132	1574
MvSl-1064-A1-R4_MC01-1g02073	2131	2210	2116	2046
MvSl-1064-A1-R4_MC01-1g02074	492	651	427	573
MvSl-1064-A1-R4_MC01-1g02075	438	457	412	448
MvSl-1064-A1-R4_MC01-1g02076	290	401	319	405
MvSl-1064-A1-R4_MC01-1g02077	309	542	360	527
MvSl-1064-A1-R4_MC01-1g02078	1757	1937	2415	2561
MvSl-1064-A1-R4_MC01-1g02079	891	832	1112	1180
MvSl-1064-A1-R4_MC01-1g02080	1963	2168	2169	2468
MvSl-1064-A1-R4_MC01-1g02081	1238	1190	1689	1638
MvSl-1064-A1-R4_MC01-1g02082	3200.03	5105.32	1361.9	1370.61
MvSl-1064-A1-R4_MC01-1g02083	19	43	62.562	74.6535
MvSl-1064-A1-R4_MC01-1g02084	994	1264	949	1164
MvSl-1064-A1-R4_MC01-1g02085	788	828	740	999
MvSl-1064-A1-R4_MC01-1g02086	2769	3072	2730	3547
MvSl-1064-A1-R4_MC01-1g02087	1339	1394	1578	1544
MvSl-1064-A1-R4_MC01-1g02088	586	291.333	613.317	393.359
MvSl-1064-A1-R4_MC01-1g02089	233	235	274	297
MvSl-1064-A1-R4_MC01-1g02090	102	92	154	126
MvSl-1064-A1-R4_MC01-1g02091	523	638	461	556
MvSl-1064-A1-R4_MC01-1g02092	1152	1185	1246	1284
MvSl-1064-A1-R4_MC01-1g02093	1884	1782	1814	1879
MvSl-1064-A1-R4_MC01-1g02094	441	527	546	540
MvSl-1064-A1-R4_MC01-1g02095	16903	29194	18721	25260
MvSl-1064-A1-R4_MC01-1g02097	877.549	875.139	1537.16	1271.79
MvSl-1064-A1-R4_MC01-1g02098	9	19	30	46
MvSl-1064-A1-R4_MC01-1g02099	259	165	338	208
MvSl-1064-A1-R4_MC01-1g02100	1213	973	1606	1252
MvSl-1064-A1-R4_MC01-1g02101	103	86	106	80
MvSl-1064-A1-R4_MC01-1g02102	2477	2336	2325	2441
MvSl-1064-A1-R4_MC01-1g02103	1734	2333	1737	2207
MvSl-1064-A1-R4_MC01-1g02104	6759	7419	7153	7751
MvSl-1064-A1-R4_MC01-1g02105	2142	2396	2328	2533
MvSl-1064-A1-R4_MC01-1g02106	607	1048	664	819
MvSl-1064-A1-R4_MC01-1g02107	1128	1401	1113	1224
MvSl-1064-A1-R4_MC01-1g02108	1103	832	1126	900
MvSl-1064-A1-R4_MC01-1g02109	695	665	715	625
MvSl-1064-A1-R4_MC01-1g02110	2680	3071	2760	3710
MvSl-1064-A1-R4_MC01-1g02111	210	97	286	228
MvSl-1064-A1-R4_MC01-1g02112	10249	9803	11058	12553
MvSl-1064-A1-R4_MC01-1g02113	1000	1047	1204	1120
MvSl-1064-A1-R4_MC01-1g02114	1403	1675	1441	1704
MvSl-1064-A1-R4_MC01-1g02115	515	776	624	705
MvSl-1064-A1-R4_MC01-1g02116	836	965	1014	799
MvSl-1064-A1-R4_MC01-1g02117	65	69	108	112
MvSl-1064-A1-R4_MC01-1g02118	3013	2382	3251	3166
MvSl-1064-A1-R4_MC01-1g02119	880	841	1223	1047
MvSl-1064-A1-R4_MC01-1g02120	441	378	497	367
MvSl-1064-A1-R4_MC01-1g02121	336	350	391	415
MvSl-1064-A1-R4_MC01-1g02122	1391	1435	1439	1802
MvSl-1064-A1-R4_MC01-1g02123	523	1058	632	1013
MvSl-1064-A1-R4_MC01-1g02124	43	100	105	129
MvSl-1064-A1-R4_MC01-1g02125	4480	6223	4076	6224
MvSl-1064-A1-R4_MC01-1g02126	299	311	314	358
MvSl-1064-A1-R4_MC01-1g02127	589	628	619	718
MvSl-1064-A1-R4_MC01-1g02128	1046	791	1205	907
MvSl-1064-A1-R4_MC01-1g02129	1406	1968	1240	1697
MvSl-1064-A1-R4_MC01-1g02130	739	891	836	822
MvSl-1064-A1-R4_MC01-1g02131	593	538	611	552
MvSl-1064-A1-R4_MC01-1g02132	4702	4147	4913	4405
MvSl-1064-A1-R4_MC01-1g02133	4475	3270	4399	3961
MvSl-1064-A1-R4_MC01-1g02134	208	128	161	99
MvSl-1064-A1-R4_MC01-1g02135	1955.58	2103.46	3295.58	2630.82
MvSl-1064-A1-R4_MC01-1g02137	4788	4312	4274	3617
MvSl-1064-A1-R4_MC01-1g02138	2882	3472	3125	3943
MvSl-1064-A1-R4_MC01-1g02139	1875	2745	2163	2257
MvSl-1064-A1-R4_MC01-1g02140	966	1080	951	930
MvSl-1064-A1-R4_MC01-1g02141	2071	2425	1800	1966
MvSl-1064-A1-R4_MC01-1g02142	620	743	772	793
MvSl-1064-A1-R4_MC01-1g02143	1329	1539.86	1505.7	1661.56
MvSl-1064-A1-R4_MC01-1g02144	1775	2227	1653	2285
MvSl-1064-A1-R4_MC01-1g02145	467	866	477	618
MvSl-1064-A1-R4_MC01-1g02146	1177	1301	1631	1780
MvSl-1064-A1-R4_MC01-1g02147	869	835	1143	1180
MvSl-1064-A1-R4_MC01-1g02148	2811	3588	2763	3147
MvSl-1064-A1-R4_MC01-1g02149	1398	1386	1607	1939
MvSl-1064-A1-R4_MC01-1g02150	4113	3362	3951	3648
MvSl-1064-A1-R4_MC01-1g02151	4155.83	3827.42	3809.91	3871.92
MvSl-1064-A1-R4_MC01-1g02152	227	177	209	156
MvSl-1064-A1-R4_MC01-1g02154	141	75	154	99
MvSl-1064-A1-R4_MC01-1g02155	1587	1336	2067	1874
MvSl-1064-A1-R4_MC01-1g02156	1100	1003	1360	1333
MvSl-1064-A1-R4_MC01-1g02157	1068	722	902	871
MvSl-1064-A1-R4_MC01-1g02158	614	520	572	587
MvSl-1064-A1-R4_MC01-1g02159	671	693	723	762
MvSl-1064-A1-R4_MC01-1g02160	0	6	0	7
MvSl-1064-A1-R4_MC01-1g02161	204	278	57	123
MvSl-1064-A1-R4_MC01-1g02162	3674	5286	3743	4757
MvSl-1064-A1-R4_MC01-1g02163	852	1028	904	1129
MvSl-1064-A1-R4_MC01-1g02164	776	1082	994	1108
MvSl-1064-A1-R4_MC01-1g02165	1194	1199	1227	1435
MvSl-1064-A1-R4_MC01-1g02166	259	486	416	507
MvSl-1064-A1-R4_MC01-1g02167	3123	5200	3723	4936
MvSl-1064-A1-R4_MC01-1g02168	863	1290	1112	1319
MvSl-1064-A1-R4_MC01-1g02169	56	46	66	56
MvSl-1064-A1-R4_MC01-1g02170	3	16	14	9
MvSl-1064-A1-R4_MC01-1g02171	1364.15	1200.39	1957.85	1630.94
MvSl-1064-A1-R4_MC01-1g02174	1493.5	1380.18	1248.92	1008.86
MvSl-1064-A1-R4_MC01-1g02175	63.9173	64.4685	81.9859	65.8775
MvSl-1064-A1-R4_MC01-1g02176	3992.8	7139.73	6708.8	6344.78
MvSl-1064-A1-R4_MC01-1g02177	1527.85	2248.01	2281.1	2811.11
MvSl-1064-A1-R4_MC01-1g02179	516.987	596.931	494.125	504.808
MvSl-1064-A1-R4_MC01-1g02180	363.087	499.754	216.747	290.949
MvSl-1064-A1-R4_MC01-1g02181	1188	1281	1245	1339
MvSl-1064-A1-R4_MC01-1g02182	1740	2073	1887	2139
MvSl-1064-A1-R4_MC01-1g02183	345	404	362	385
MvSl-1064-A1-R4_MC01-1g02184	458	476	535	661
MvSl-1064-A1-R4_MC01-1g02185	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02186	2082.14	1939.88	3587.01	2689.69
MvSl-1064-A1-R4_MC01-1g02188	2	3	9	9
MvSl-1064-A1-R4_MC01-1g02189	157	151	220	240
MvSl-1064-A1-R4_MC01-1g02190	1621	1800	1791	2043
MvSl-1064-A1-R4_MC01-1g02191	1682	1902	1791	1608
