gene	M1	M2	M3
Minter-1389-PBcR_C11g06806	6911	7315	2996
Minter-1389-PBcR_C11g06807	668	720	418
Minter-1389-PBcR_C11g06808	5083	5490	2566
Minter-1389-PBcR_C11g06809	295	263	128
Minter-1389-PBcR_C12g06811	2232	2675	1262
Minter-1389-PBcR_C12g06812	1501	1465	864
Minter-1389-PBcR_C12g06813	4564	5395	2739
Minter-1389-PBcR_C12g06814	4143	4611	2853
Minter-1389-PBcR_C12g06816	2547	2397	1753
Minter-1389-PBcR_C12g06818	27858	22063	16286
Minter-1389-PBcR_C12g06819	1050	1217	849
Minter-1389-PBcR_C12g06821	744	862	404
Minter-1389-PBcR_C12g06822	3675	3085	2996
Minter-1389-PBcR_C12g06823	1375	1452	887
Minter-1389-PBcR_C12g06825	262	197	87
Minter-1389-PBcR_C12g06826	5970	7866	1881
Minter-1389-PBcR_C12g06829	519	784	276
Minter-1389-PBcR_C12g06830	927	931	340
Minter-1389-PBcR_C12g06832	2826	2900	1640
Minter-1389-PBcR_C12g06833	2110	2202	1410
Minter-1389-PBcR_C12g06834	2568.51	2890.4	1978.87
Minter-1389-PBcR_C12g06836	3991	3520	2264
Minter-1389-PBcR_C12g06837	383	428	243
Minter-1389-PBcR_C12g06838	181	229	148
Minter-1389-PBcR_C12g06839	13103	7183	14647
Minter-1389-PBcR_C12g06840	287	384	212
Minter-1389-PBcR_C12g06842	3224	3312	2137
Minter-1389-PBcR_C12g06844	2930	2471	1260
Minter-1389-PBcR_C12g06846	1604	1913	1083
Minter-1389-PBcR_C12g06847	657	854	436
Minter-1389-PBcR_C12g06848	11742	11414	7794
Minter-1389-PBcR_C12g06849	5384	4875	1048
Minter-1389-PBcR_C12g06850	10916	11597	1974
Minter-1389-PBcR_C12g06851	3987	3814	2326
Minter-1389-PBcR_C12g06852	3079	2967	2113
Minter-1389-PBcR_C12g06853	3021	3902	1373
Minter-1389-PBcR_C12g06854	5816	7667	2403
Minter-1389-PBcR_C12g06855	12359	10162	10075
Minter-1389-PBcR_C12g06859	45	62	20
Minter-1389-PBcR_C12g06860	2050	2542	1363
Minter-1389-PBcR_C12g06861	1614.46	1844.63	899.158
Minter-1389-PBcR_C12g06862	4312	5443	2584
Minter-1389-PBcR_C12g06863	2507	2205	1754
Minter-1389-PBcR_C12g06869	6000	6542	4345
Minter-1389-PBcR_C12g06871	7647	7004	4914
Minter-1389-PBcR_C12g06872	2718	3630	1354
Minter-1389-PBcR_C12g06873	1433	1833	723
Minter-1389-PBcR_C12g06875	2548	3155	1627
Minter-1389-PBcR_C12g06876	3847	4299	2131
Minter-1389-PBcR_C12g06877	1855	2187	1197
Minter-1389-PBcR_C12g06878	1323	1724	667
Minter-1389-PBcR_C12g06879	1388	1149	822
Minter-1389-PBcR_C12g06880	0	4	0
Minter-1389-PBcR_C12g06882	896	1132	542
Minter-1389-PBcR_C12g06883	1761	1941	757
Minter-1389-PBcR_C12g06888	5210	5790	2940
Minter-1389-PBcR_C12g06891	1146	1224	846
Minter-1389-PBcR_C12g06892	3126	3428	2310
Minter-1389-PBcR_C12g06893	7093	9784	4950
Minter-1389-PBcR_C12g06895	4035	4539	2208
Minter-1389-PBcR_C12g06896	5553	5734	2777
Minter-1389-PBcR_C12g06897	1979	2580	296
Minter-1389-PBcR_C12g06898	8494	10038	4146
Minter-1389-PBcR_C12g06899	6880	8532	4760
Minter-1389-PBcR_C12g06900	2541	3501	1600
Minter-1389-PBcR_C12g06901	323	476	216
Minter-1389-PBcR_C12g06902	461	739	298
Minter-1389-PBcR_C12g06903	2459	2577	1942
Minter-1389-PBcR_C12g06906	4384	5703	2705
Minter-1389-PBcR_C12g06907	2344.08	3000.63	1193.48
Minter-1389-PBcR_C12g06908	5824	6329	1054
Minter-1389-PBcR_C12g06910	2084.02	2336.15	1237.2
Minter-1389-PBcR_C12g06911	9203	9424	6585
Minter-1389-PBcR_C12g06912	9608	9568	4394
Minter-1389-PBcR_C12g06913	6905	8401	4728
Minter-1389-PBcR_C12g06914	2924	3328	1544
Minter-1389-PBcR_C12g06919	18613	19671	10082
Minter-1389-PBcR_C12g06924	4954	5955	3315
Minter-1389-PBcR_C12g06925	4100	2209	2225
Minter-1389-PBcR_C12g06935	1273	1377	464
Minter-1389-PBcR_C12g06936	4947	5764	4014
Minter-1389-PBcR_C12g06937	2065	2592	1090
Minter-1389-PBcR_C12g06938	4450	4769	2771
Minter-1389-PBcR_C12g06939	3019	3210	1601
Minter-1389-PBcR_C12g06943	1224	844	735
Minter-1389-PBcR_C12g06947	1921	2237	1230
Minter-1389-PBcR_C12g06950	4384	4972	2053
Minter-1389-PBcR_C12g06954	11263	6847	4312
Minter-1389-PBcR_C12g06955	488	435	424
Minter-1389-PBcR_C12g06962	1569.14	1563.9	1179.08
Minter-1389-PBcR_C12g06963	74025.8	23860.8	26546.4
Minter-1389-PBcR_C12g06974	0	0	0
Minter-1389-PBcR_C12g06977	5130	6358	3292
Minter-1389-PBcR_C12g06978	3311	4256	2049
Minter-1389-PBcR_C12g06979	3969	4993	2192
Minter-1389-PBcR_C12g06981	3796	3769	2609
Minter-1389-PBcR_C12g06982	465	730	267
Minter-1389-PBcR_C12g06983	398	542	312
Minter-1389-PBcR_C12g06984	4819	6189	3690
Minter-1389-PBcR_C12g06985	256	274	190
Minter-1389-PBcR_C12g06986	3248	3941	1957
Minter-1389-PBcR_C12g06987	2733	3489	1533
Minter-1389-PBcR_C12g06988	880	778	519
Minter-1389-PBcR_C12g06989	22398	23784	12813
Minter-1389-PBcR_C12g06993	1693	1983	732
Minter-1389-PBcR_C12g06994	3748	4092	1859
Minter-1389-PBcR_C12g06996	3456	3812	1899
Minter-1389-PBcR_C12g06997	2033	2048	1414
Minter-1389-PBcR_C12g07000	1923	2497	1051
Minter-1389-PBcR_C12g07001	1597	2091	1104
Minter-1389-PBcR_C12g07002	1004	1055	809
Minter-1389-PBcR_C12g07003	5050	4890	1758
Minter-1389-PBcR_C12g07004	387	319	220
Minter-1389-PBcR_C12g07007	5898	5711	5145
Minter-1389-PBcR_C12g07008	229	196	160
Minter-1389-PBcR_C12g07009	1297	1395	811
Minter-1389-PBcR_C12g07010	22960	20544	15947
Minter-1389-PBcR_C12g07011	5984	7323	4027
Minter-1389-PBcR_C12g07012	1632	1751	1018
Minter-1389-PBcR_C12g07013	722	717	862
Minter-1389-PBcR_C12g07014	4017	3270	2999
Minter-1389-PBcR_C12g07015	46414	36638	46711
Minter-1389-PBcR_C12g07017	7003	7577	4609
Minter-1389-PBcR_C12g07018	2723	2550	1495
Minter-1389-PBcR_C12g07019	7093	6439	4701
Minter-1389-PBcR_C12g07020	1177	1311	784
Minter-1389-PBcR_C12g07021	2268	2724	1466
Minter-1389-PBcR_C12g07023	8946	6471	3366
Minter-1389-PBcR_C12g07025	6691	4807	4024
Minter-1389-PBcR_C12g07026	1011	1319	532
Minter-1389-PBcR_C12g07027	7155	7225	4707
Minter-1389-PBcR_C12g07028	5472	5611	4068
Minter-1389-PBcR_C12g07029	2522	2986	1749
Minter-1389-PBcR_C12g07030	37047	45614	26643
Minter-1389-PBcR_C12g07031	1566	1627	1012
Minter-1389-PBcR_C12g07032	2421	2385	1341
Minter-1389-PBcR_C12g07033	1144	1241	800
Minter-1389-PBcR_C12g07034	776	940	462
Minter-1389-PBcR_C12g07035	1713	2231	1244
Minter-1389-PBcR_C12g07036	5558	5791	4070
Minter-1389-PBcR_C12g07037	3118	3420	1830
Minter-1389-PBcR_C12g07039	16257	14711	11269
Minter-1389-PBcR_C12g07040	5544	4441	3809
Minter-1389-PBcR_C12g07041	4410	4476	2010
Minter-1389-PBcR_C12g07042	25022	24425	15292
Minter-1389-PBcR_C12g07043	10981	12824	6876
Minter-1389-PBcR_C12g07044	140	301	96
Minter-1389-PBcR_C12g07045	877	1228	561
Minter-1389-PBcR_C12g07047	2938	3886	1982
Minter-1389-PBcR_C12g07048	446	549	232
Minter-1389-PBcR_C12g07051	3914	2669	2104
Minter-1389-PBcR_C12g07052	54	110	30
Minter-1389-PBcR_C12g07053	32280	27128	16546
Minter-1389-PBcR_C12g07057	1980	2108	1056
Minter-1389-PBcR_C12g07058	281	333	159
Minter-1389-PBcR_C12g07059	2603	3069	1596
Minter-1389-PBcR_C12g07060	1257	1470	739
Minter-1389-PBcR_C12g07061	5967	6495	4158
Minter-1389-PBcR_C12g07062	3373	3695	1099
Minter-1389-PBcR_C12g07063	1074	1125	780
Minter-1389-PBcR_C12g07064	1768	2273	1166
Minter-1389-PBcR_C12g07065	1026	1282	450
Minter-1389-PBcR_C12g07067	63	60	26
Minter-1389-PBcR_C12g07068	5084	8082	1787
Minter-1389-PBcR_C12g07069	1422	1823	919
Minter-1389-PBcR_C12g07070	1310	1917	607
Minter-1389-PBcR_C12g07072	379	434	265
Minter-1389-PBcR_C12g07073	5295	5336	2493
Minter-1389-PBcR_C12g07074	12402	13800	6591
Minter-1389-PBcR_C12g07075	2521	2418	1463
Minter-1389-PBcR_C12g07076	3176	3646	2224
Minter-1389-PBcR_C12g07077	2535	3492	1582
Minter-1389-PBcR_C12g07078	9168	8796	5322
Minter-1389-PBcR_C12g07079	5273	5351	1977
Minter-1389-PBcR_C12g07081	1670	2291	1232
Minter-1389-PBcR_C12g07086	5777	6064	3093
Minter-1389-PBcR_C12g07087	1392	1480	942
Minter-1389-PBcR_C12g07088	2068	2182	1454
Minter-1389-PBcR_C12g07115	2466	2956	1813
Minter-1389-PBcR_C12g07116	6460	8092	4593
Minter-1389-PBcR_C12g07118	1996	2524	1296
Minter-1389-PBcR_C12g07119	4265	4787	2911
Minter-1389-PBcR_C12g07120	5739	5602	3809
Minter-1389-PBcR_C12g07121	3790	4144	1517
Minter-1389-PBcR_C12g07122	1726	1986	1195
Minter-1389-PBcR_C12g07123	695	744	326
Minter-1389-PBcR_C12g07124	1119	1312	539
Minter-1389-PBcR_C12g07125	697	888	396
Minter-1389-PBcR_C12g07126	6796	6417	4590
Minter-1389-PBcR_C12g07128	1623	1722	971
Minter-1389-PBcR_C12g07132	56	69	43
Minter-1389-PBcR_C12g07133	4839	5271	3132
Minter-1389-PBcR_C12g07134	921	860	378
Minter-1389-PBcR_C12g07138	11520	10212	9534
Minter-1389-PBcR_C12g07141	3230	3322	908
Minter-1389-PBcR_C12g07142	244	241	116
Minter-1389-PBcR_C12g07149	4672	2589	4504
Minter-1389-PBcR_C12g07152	1715	1808	1213
Minter-1389-PBcR_C12g07153	2711	3315	451
Minter-1389-PBcR_C12g07154	1347.19	1545.73	678.424
Minter-1389-PBcR_C13g07156	3731	4464	2614
Minter-1389-PBcR_C13g07157	3340	2941	2612
Minter-1389-PBcR_C13g07158	1439	1341	819
Minter-1389-PBcR_C13g07159	6117	6575	2923
Minter-1389-PBcR_C13g07160	1469	1220	461
Minter-1389-PBcR_C13g07161	5389	4692	3108
Minter-1389-PBcR_C13g07162	1131	1377	648
Minter-1389-PBcR_C13g07163	1198	1818	689
Minter-1389-PBcR_C13g07164	3039	4106	1759
Minter-1389-PBcR_C13g07165	530	745	286
Minter-1389-PBcR_C13g07166	1365	1667	859
Minter-1389-PBcR_C13g07168	129	330	84
Minter-1389-PBcR_C13g07169	572	864	479
Minter-1389-PBcR_C13g07170	37	20	9
Minter-1389-PBcR_C13g07173	2051	2490	1275
Minter-1389-PBcR_C13g07174	8068	6376	8107
Minter-1389-PBcR_C13g07175	1431	1481	1138
Minter-1389-PBcR_C13g07176	1861	1712	1697
Minter-1389-PBcR_C13g07178	3325	3394	2446
Minter-1389-PBcR_C13g07179	2199.5	2661.65	1230.33
Minter-1389-PBcR_C13g07180	930	1086	494
Minter-1389-PBcR_C13g07182	2140.47	2844.31	829.262
Minter-1389-PBcR_C13g07183	597	693	228
Minter-1389-PBcR_C13g07184	5000	6239	3743
Minter-1389-PBcR_C13g07185	820.521	637.006	248.392
Minter-1389-PBcR_C13g07192	4322	5883	3128
Minter-1389-PBcR_C13g07193	2393	2761	1167
Minter-1389-PBcR_C13g07194	702	866	381
Minter-1389-PBcR_C13g07195	1414.2	1406.88	920.933
Minter-1389-PBcR_C13g07196	779	534	372
Minter-1389-PBcR_C13g07197	1099	1257	564
Minter-1389-PBcR_C13g07198	790	987	496
Minter-1389-PBcR_C13g07199	1895	2685	854
Minter-1389-PBcR_C13g07200	3402	2665	2007
Minter-1389-PBcR_C13g07201	467	210	168
Minter-1389-PBcR_C13g07202	3397	5191	2422
Minter-1389-PBcR_C13g07203	1561	2340	791
Minter-1389-PBcR_C13g07206	1171	1605	698
Minter-1389-PBcR_C13g07208	2202	2569	1075
Minter-1389-PBcR_C13g07210	3735	3930	2234
Minter-1389-PBcR_C13g07212	7630	4329	1915
Minter-1389-PBcR_C13g07213	2735	3266	1206
Minter-1389-PBcR_C13g07214	676	704	417
Minter-1389-PBcR_C13g07215	862	916	572
Minter-1389-PBcR_C13g07217	168	61	59
Minter-1389-PBcR_C13g07218	1995	1765	1110
Minter-1389-PBcR_C13g07219	802	975	474
Minter-1389-PBcR_C13g07220	22049	18798	19931
Minter-1389-PBcR_C13g07221	10068	8486	6510
Minter-1389-PBcR_C13g07222	1081	1501	613
Minter-1389-PBcR_C13g07223	1515	1974	846
Minter-1389-PBcR_C13g07225	225	214	96
Minter-1389-PBcR_C13g07226	1481	1821	1165
Minter-1389-PBcR_C13g07227	1629	1126	657
Minter-1389-PBcR_C13g07228	585	867	358
Minter-1389-PBcR_C13g07229	2473	2299	1638
Minter-1389-PBcR_C13g07230	179	223	101
Minter-1389-PBcR_C13g07231	1049	1363	778
Minter-1389-PBcR_C13g07232	1073	1137	168
Minter-1389-PBcR_C13g07233	1387	1971	498
Minter-1389-PBcR_C13g07234	1276	1091	515
Minter-1389-PBcR_C13g07235	1975	2448	1181
Minter-1389-PBcR_C13g07236	2860	4042	1557
Minter-1389-PBcR_C13g07237	49	104	26
Minter-1389-PBcR_C13g07238	894	1451	462
Minter-1389-PBcR_C13g07240	1042	1227	460
Minter-1389-PBcR_C13g07241	1772	2305	1321
Minter-1389-PBcR_C13g07242	5492	6259	3743
Minter-1389-PBcR_C13g07243	1082	1318	1014
Minter-1389-PBcR_C13g07244	758	834	524
Minter-1389-PBcR_C13g07245	1378	1560	768
Minter-1389-PBcR_C13g07246	1241	1416	628
Minter-1389-PBcR_C13g07247	378	460	249
Minter-1389-PBcR_C13g07248	2071	2868	1137
Minter-1389-PBcR_C13g07251	4818	5848	2766
Minter-1389-PBcR_C13g07252	350	372	232
Minter-1389-PBcR_C13g07253	2077	2596	1488
Minter-1389-PBcR_C13g07254	3142	3129	2609
Minter-1389-PBcR_C13g07255	1857	2086	1100
Minter-1389-PBcR_C13g07256	565	885	230
Minter-1389-PBcR_C13g07257	857	512	295
Minter-1389-PBcR_C13g07258	3476	4798	2175
Minter-1389-PBcR_C13g07259	1054	1138	491
Minter-1389-PBcR_C13g07260	463	412	206
Minter-1389-PBcR_C13g07261	3171	3363	1741
Minter-1389-PBcR_C13g07262	255	295	130
Minter-1389-PBcR_C13g07264	249	307	190
Minter-1389-PBcR_C13g07265	1193	1499	755
Minter-1389-PBcR_C13g07266	2442	2989	1590
Minter-1389-PBcR_C13g07267	1771	1811	1058
Minter-1389-PBcR_C13g07269	925	1151	559
Minter-1389-PBcR_C13g07270	5213	5158	4406
Minter-1389-PBcR_C13g07271	18793	18427	13959
Minter-1389-PBcR_C13g07272	552	589	311
Minter-1389-PBcR_C13g07274	137	168	88
Minter-1389-PBcR_C13g07275	1969	1964	1138
Minter-1389-PBcR_C13g07276	1565	2051	890
Minter-1389-PBcR_C13g07277	1138	1546	841
Minter-1389-PBcR_C13g07278	1487	1597	1035
Minter-1389-PBcR_C13g07279	6617	6909	5233
Minter-1389-PBcR_C13g07280	1139	990	1002
Minter-1389-PBcR_C13g07281	9333	9718	7209
Minter-1389-PBcR_C13g07282	1117	1652	729
Minter-1389-PBcR_C13g07283	4427	5827	2814
Minter-1389-PBcR_C13g07284	3766	4020	2291
Minter-1389-PBcR_C13g07287	734	1280	752
Minter-1389-PBcR_C13g07288	10658	12623	4668
Minter-1389-PBcR_C13g07289	3178	3195	1975
Minter-1389-PBcR_C13g07293	2891	3576	1946
Minter-1389-PBcR_C13g07294	2051	3280	1198
Minter-1389-PBcR_C13g07295	4125	4124	3252
Minter-1389-PBcR_C13g07296	3001	3705	1847
Minter-1389-PBcR_C13g07297	376	479	232
Minter-1389-PBcR_C13g07300	2974	3877	1691
Minter-1389-PBcR_C13g07301	796	1033	350
Minter-1389-PBcR_C13g07304	1369	1500	1003
Minter-1389-PBcR_C13g07306	1827	2181	962
Minter-1389-PBcR_C13g07307	2448	2671	1694
Minter-1389-PBcR_C13g07308	4798	4705	3387
Minter-1389-PBcR_C13g07309	3493	3388	2236
Minter-1389-PBcR_C13g07310	1622	2201	1068
Minter-1389-PBcR_C13g07311	3664	4466	748
Minter-1389-PBcR_C13g07312	1737	2241	975
Minter-1389-PBcR_C13g07313	2885	2074	3042
Minter-1389-PBcR_C13g07314	3545	2538	3286
Minter-1389-PBcR_C13g07315	844	822	378
Minter-1389-PBcR_C13g07316	5041	4173	4614
Minter-1389-PBcR_C13g07317	1272	1318	667
Minter-1389-PBcR_C13g07318	3316	3057	2334
Minter-1389-PBcR_C13g07319	3334	4163	2097
Minter-1389-PBcR_C13g07320	2181	2410	1019
Minter-1389-PBcR_C13g07321	773	1036	437
Minter-1389-PBcR_C13g07322	6281	5389	6922
Minter-1389-PBcR_C13g07323	2956	3388	1892
Minter-1389-PBcR_C13g07324	4764	5278	3788
Minter-1389-PBcR_C13g07325	1081	1222	782
Minter-1389-PBcR_C13g07327	3451	3311	2719
Minter-1389-PBcR_C13g07328	592	518	307
Minter-1389-PBcR_C13g07329	1799	2201	1132
Minter-1389-PBcR_C13g07330	2367	2756	1498
Minter-1389-PBcR_C13g07331	1319	1936	691
Minter-1389-PBcR_C13g07332	1753	2149	1173
Minter-1389-PBcR_C13g07333	684	954	325
Minter-1389-PBcR_C13g07338	9266	9195	5431
Minter-1389-PBcR_C13g07341	3759	3932	1396
Minter-1389-PBcR_C13g07342	527	607	278
Minter-1389-PBcR_C13g07343	1202	1254	740
Minter-1389-PBcR_C13g07344	4047.86	3985.88	3593.36
Minter-1389-PBcR_C13g07345	28858	28825	18929
Minter-1389-PBcR_C13g07347	4198	4322	3470
Minter-1389-PBcR_C13g07348	659	704	426
Minter-1389-PBcR_C13g07349	259	286	161
Minter-1389-PBcR_C13g07350	622	917	407
Minter-1389-PBcR_C13g07351	167	118	75
Minter-1389-PBcR_C13g07352	948	1056	557
Minter-1389-PBcR_C13g07353	708	939	638
Minter-1389-PBcR_C13g07354	783	957	419
Minter-1389-PBcR_C13g07355	2366	2681	1161
Minter-1389-PBcR_C13g07356	125	261	68
Minter-1389-PBcR_C13g07359	1835	1981.49	1351
Minter-1389-PBcR_C13g07360	1284	1407	893
Minter-1389-PBcR_C13g07361	509	572	333
Minter-1389-PBcR_C13g07362	45.4444	47.0633	23.2615
Minter-1389-PBcR_C13g07363	111	118	41
Minter-1389-PBcR_C13g07365	3393	3322	1781
Minter-1389-PBcR_C13g07366	4557	6290	2616
Minter-1389-PBcR_C13g07367	2008	2374	1582
Minter-1389-PBcR_C13g07368	2307	2296	1911
Minter-1389-PBcR_C13g07370	250	329	90
Minter-1389-PBcR_C13g07371	1349	1861	786
Minter-1389-PBcR_C13g07372	3304	3668	1958
Minter-1389-PBcR_C13g07373	6875	7388	4862
Minter-1389-PBcR_C13g07374	2612	3026	1502
Minter-1389-PBcR_C13g07375	2853	4063	1484
Minter-1389-PBcR_C13g07376	1950	2212	1280
Minter-1389-PBcR_C13g07377	2029	2475	1266
Minter-1389-PBcR_C13g07378	2135	2727	1470
Minter-1389-PBcR_C13g07379	3260	3709	1691
Minter-1389-PBcR_C13g07380	4690	4758	2682
Minter-1389-PBcR_C13g07383	1066.65	1183.18	791.045
Minter-1389-PBcR_C13g07397	4729	5505	2627
Minter-1389-PBcR_C13g07398	2799	3381	1624
Minter-1389-PBcR_C13g07399	6227	6559	2347
Minter-1389-PBcR_C13g07400	15247	17092	11614
Minter-1389-PBcR_C13g07401	3217	3472	1811
Minter-1389-PBcR_C13g07402	20865	15717	18034
Minter-1389-PBcR_C13g07403	6638	6539	3890
Minter-1389-PBcR_C13g07406	2074	1710	1288
Minter-1389-PBcR_C13g07407	5294	5720	3475
Minter-1389-PBcR_C13g07409	2999	2695	2042
Minter-1389-PBcR_C13g07410	5587	4282	5399
Minter-1389-PBcR_C13g07411	7275	6416	2764
Minter-1389-PBcR_C13g07414	2067	2268	1271
Minter-1389-PBcR_C13g07415	3436	3744	2097
Minter-1389-PBcR_C13g07416	5281	6272	3216
Minter-1389-PBcR_C13g07417	4684	5640	2729
Minter-1389-PBcR_C13g07418	1386	1698	795
Minter-1389-PBcR_C13g07420	47	75	31
Minter-1389-PBcR_C13g07421	22752	20703	16145
Minter-1389-PBcR_C13g07422	2216	2019	1822
Minter-1389-PBcR_C13g07423	2540	2985	1585
Minter-1389-PBcR_C13g07425	723	805	305
Minter-1389-PBcR_C13g07426	673	802	380
Minter-1389-PBcR_C13g07427	387	358	176
Minter-1389-PBcR_C13g07429	4625	4648	2370
Minter-1389-PBcR_C13g07430	1669	2138	1142
Minter-1389-PBcR_C13g07433	5774	6640	4203
Minter-1389-PBcR_C13g07434	6618	5753	4213
Minter-1389-PBcR_C13g07435	52743	33198	34911
Minter-1389-PBcR_C13g07436	5047	4933	3170
Minter-1389-PBcR_C13g07437	6930.56	6282.48	2971.53
Minter-1389-PBcR_C13g07438	2024.92	2338.83	868.806
Minter-1389-PBcR_C13g07440	6866.65	4247.66	6319.98
Minter-1389-PBcR_C13g07442	900	1419	231
Minter-1389-PBcR_C13g07444	2216	2452	1409
Minter-1389-PBcR_C13g07445	6820	9042	4778
Minter-1389-PBcR_C13g07446	1808	2349	1097
Minter-1389-PBcR_C13g07447	8445	9679	5877
Minter-1389-PBcR_C13g07448	2354	2797	1665
Minter-1389-PBcR_C13g07449	9390	8491	6636
Minter-1389-PBcR_C13g07450	2874	3383	2041
Minter-1389-PBcR_C13g07452	769	1010	290
Minter-1389-PBcR_C13g07454	314	386	238
Minter-1389-PBcR_C13g07455	765	969	456
Minter-1389-PBcR_C13g07456	595	400	458
Minter-1389-PBcR_C13g07457	2231	1827	1856
Minter-1389-PBcR_C13g07458	341	417	150
Minter-1389-PBcR_C13g07459	3738	4158	2135
Minter-1389-PBcR_C13g07460	356	412	215
Minter-1389-PBcR_C13g07461	5222	6506	3369
Minter-1389-PBcR_C13g07465	5764	6506	7428
Minter-1389-PBcR_C13g07466	2726	3924	1819
Minter-1389-PBcR_C13g07469	3902	3723	2845
Minter-1389-PBcR_C13g07470	711	538	457
Minter-1389-PBcR_C13g07471	5528	5328	2935
Minter-1389-PBcR_C13g07472	2131	2492	910
Minter-1389-PBcR_C13g07475	742	905	531
Minter-1389-PBcR_C13g07476	14405	14334	9292
Minter-1389-PBcR_C13g07478	2185	2252	1300
Minter-1389-PBcR_C13g07481	19833	17492	12929
Minter-1389-PBcR_C13g07482	1724	1737	1304
Minter-1389-PBcR_C13g07483	329	155	170
Minter-1389-PBcR_C13g07484	830	893	371
Minter-1389-PBcR_C13g07485	778	1050	608
Minter-1389-PBcR_C13g07486	4876	3764	2836
Minter-1389-PBcR_C13g07488	253	428	126
Minter-1389-PBcR_C13g07489	2901	4104	1515
Minter-1389-PBcR_C13g07490	2260	2557	1680
Minter-1389-PBcR_C13g07491	2473	2108	1623
Minter-1389-PBcR_C14g07492	2792	2029	2033
Minter-1389-PBcR_C14g07493	2333	2247	1562
Minter-1389-PBcR_C14g07495	3282	4190	1936
Minter-1389-PBcR_C14g07498	5591	6165	5060
Minter-1389-PBcR_C14g07499	747	731	586
Minter-1389-PBcR_C14g07500	7976	5364	7176
Minter-1389-PBcR_C14g07501	1604	1599	874
Minter-1389-PBcR_C14g07512	2499.89	2672.82	1266.88
Minter-1389-PBcR_C14g07513	10349	8998	5824
Minter-1389-PBcR_C14g07515	1217	923	737
Minter-1389-PBcR_C14g07516	955	1146	539
Minter-1389-PBcR_C14g07517	1914	2171	617
Minter-1389-PBcR_C14g07518	1583	1767	736
Minter-1389-PBcR_C14g07519	1067	1584	691
Minter-1389-PBcR_C14g07520	506	467	239
Minter-1389-PBcR_C14g07521	1513	2176	1163
Minter-1389-PBcR_C14g07523	46	77	40
Minter-1389-PBcR_C14g07524	2102	2281	1303
Minter-1389-PBcR_C14g07525	1878	2552	1110
Minter-1389-PBcR_C14g07526	311	381	33
Minter-1389-PBcR_C14g07528	1201	1748	832
Minter-1389-PBcR_C14g07529	1443	1577	964
Minter-1389-PBcR_C14g07531	1092	1309	712
Minter-1389-PBcR_C14g07532	1301	1547	870
Minter-1389-PBcR_C14g07533	6331	7271	4902
Minter-1389-PBcR_C14g07534	1301	1790	767
Minter-1389-PBcR_C14g07535	8139	8647	4975
Minter-1389-PBcR_C14g07536	4275	4129	2174
Minter-1389-PBcR_C14g07537	2293	2686	1357
Minter-1389-PBcR_C14g07566	2351	2492	1214
Minter-1389-PBcR_C14g07567	2097	2401	1501
Minter-1389-PBcR_C14g07568	5214	6412	3714
Minter-1389-PBcR_C14g07569	1883	1783	945
Minter-1389-PBcR_C14g07570	3608	2877	1682
Minter-1389-PBcR_C14g07571	2979	3543	1675
Minter-1389-PBcR_C14g07572	2008	2280	1187
Minter-1389-PBcR_C14g07573	3164	3491	1912
Minter-1389-PBcR_C14g07574	6101	6994	3669
Minter-1389-PBcR_C14g07575	2314	2247	1443
Minter-1389-PBcR_C14g07576	570	432	360
Minter-1389-PBcR_C14g07577	2718	2834	1545
Minter-1389-PBcR_C14g07578	2205	1766	2033
Minter-1389-PBcR_C14g07579	2089	1768	1439
Minter-1389-PBcR_C14g07580	718	801	378
Minter-1389-PBcR_C14g07581	878	1015	304
Minter-1389-PBcR_C14g07582	2679	2392	2440
Minter-1389-PBcR_C14g07583	2165	2300	1425
Minter-1389-PBcR_C14g07584	1378	1174	920
Minter-1389-PBcR_C14g07585	5804	4912	6391
Minter-1389-PBcR_C14g07586	7673	6412	6502
Minter-1389-PBcR_C14g07587	1860	2188	443
Minter-1389-PBcR_C14g07588	2263	3033	1566
Minter-1389-PBcR_C14g07589	2547	3030	1481
Minter-1389-PBcR_C14g07590	300	292	148
Minter-1389-PBcR_C14g07591	1067	1467	665
Minter-1389-PBcR_C14g07593	341	203	161
Minter-1389-PBcR_C14g07594	165	132	135
Minter-1389-PBcR_C14g07595	2888	3216	1456
Minter-1389-PBcR_C14g07597	1632	1862	848
Minter-1389-PBcR_C14g07600	99	88	35
Minter-1389-PBcR_C14g07601	416	540	270
Minter-1389-PBcR_C14g07602	560	612	398
Minter-1389-PBcR_C14g07603	1891	1682	1455
Minter-1389-PBcR_C14g07605	1665	2246	1573
Minter-1389-PBcR_C14g07609	1638	1354	924
Minter-1389-PBcR_C14g07610	6299	7788	2682
Minter-1389-PBcR_C14g07611	803	989	462
Minter-1389-PBcR_C14g07612	770	463	464
Minter-1389-PBcR_C14g07615	1871	1140	1293
Minter-1389-PBcR_C14g07616	759	697	513
Minter-1389-PBcR_C14g07617	11791	13532	8952
Minter-1389-PBcR_C14g07619	749	1193	553
Minter-1389-PBcR_C14g07620	821	1115	449
Minter-1389-PBcR_C14g07621	3943	3642	2328
Minter-1389-PBcR_C14g07622	33285	45397	26877
Minter-1389-PBcR_C14g07623	1727	1758	1634
Minter-1389-PBcR_C14g07625	246	222	124
Minter-1389-PBcR_C14g07626	2138	2661	1230
Minter-1389-PBcR_C14g07627	1775	1831	1022
Minter-1389-PBcR_C14g07628	923	940	543
Minter-1389-PBcR_C14g07629	3007	3646	1844
