gene	M1	M2	M3
Minter-1389-PBcR_C10g06074	2979	3632	1607
Minter-1389-PBcR_C10g06075	1541	2200	1023
Minter-1389-PBcR_C10g06076	6132	5702	1843
Minter-1389-PBcR_C10g06077	544	667	282
Minter-1389-PBcR_C10g06078	4281	4200	2459
Minter-1389-PBcR_C10g06080	3442	3370	1984
Minter-1389-PBcR_C10g06084	5	6	7
Minter-1389-PBcR_C10g06085	1507	1470	711
Minter-1389-PBcR_C10g06086	6417	8619	4811
Minter-1389-PBcR_C10g06087	3139	2758	2613
Minter-1389-PBcR_C10g06090	1095	1377	552
Minter-1389-PBcR_C10g06091	21387	19935	13007
Minter-1389-PBcR_C10g06092	2149	2278	1447
Minter-1389-PBcR_C10g06093	1099	976	582
Minter-1389-PBcR_C10g06094	3422	3688	3612
Minter-1389-PBcR_C10g06095	5028	6494	2560
Minter-1389-PBcR_C10g06097	1033	1363	689
Minter-1389-PBcR_C10g06099	411	479	283
Minter-1389-PBcR_C10g06102	2751	3878	1615
Minter-1389-PBcR_C10g06104	7600	7860	4326
Minter-1389-PBcR_C10g06106	1481	1303	619
Minter-1389-PBcR_C10g06107	8657	7591	2990
Minter-1389-PBcR_C10g06108	4108	3619	3419
Minter-1389-PBcR_C10g06109	3246	3282	1512
Minter-1389-PBcR_C10g06110	326	513	251
Minter-1389-PBcR_C10g06112	4297	3874	2489
Minter-1389-PBcR_C10g06113	9277	9627	6067
Minter-1389-PBcR_C10g06114	7558	8395	6281
Minter-1389-PBcR_C10g06115	914	1101	583
Minter-1389-PBcR_C10g06116	9770	7973	8651
Minter-1389-PBcR_C10g06117	11353	7407	8833
Minter-1389-PBcR_C10g06120	1897	2365	1228
Minter-1389-PBcR_C10g06121	10404	10175	7806
Minter-1389-PBcR_C10g06122	20031	21723	16663
Minter-1389-PBcR_C10g06123	2482	2880	2026
Minter-1389-PBcR_C10g06124	2412	3174	1428
Minter-1389-PBcR_C10g06125	913	627	989
Minter-1389-PBcR_C10g06126	918	848	730
Minter-1389-PBcR_C10g06127	1247	1488	738
Minter-1389-PBcR_C10g06129	978	1488	744
Minter-1389-PBcR_C10g06130	1708	1750	1496
Minter-1389-PBcR_C10g06131	2099	2082	1712
Minter-1389-PBcR_C10g06132	1640	1392	1669
Minter-1389-PBcR_C10g06133	1026	1029	676
Minter-1389-PBcR_C10g06134	2325	2749	725
Minter-1389-PBcR_C10g06135	3556	4285	1991
Minter-1389-PBcR_C10g06136	6415	5446	4577
Minter-1389-PBcR_C10g06137	2784	3896	1707
Minter-1389-PBcR_C10g06138	1613	2401	811
Minter-1389-PBcR_C10g06139	2629	2953	1791
Minter-1389-PBcR_C10g06140	4725	4168	2705
Minter-1389-PBcR_C10g06141	13624	12077	11376
Minter-1389-PBcR_C10g06142	2702	2787	2201
Minter-1389-PBcR_C10g06143	2234	2540	1424
Minter-1389-PBcR_C10g06144	4819	4231	4504
Minter-1389-PBcR_C10g06145	998	1296	685
Minter-1389-PBcR_C10g06146	11789	10004	8765
Minter-1389-PBcR_C10g06147	2977	3283	1450
Minter-1389-PBcR_C10g06148	3493	4334	2346
Minter-1389-PBcR_C10g06149	328	359	243
Minter-1389-PBcR_C10g06150	2984.22	3461.17	2149.2
Minter-1389-PBcR_C10g06151	48021	33105	50395
Minter-1389-PBcR_C10g06152	1577	1731	843
Minter-1389-PBcR_C10g06154	4142	4372	2150
Minter-1389-PBcR_C10g06157	4083	4390	2410
Minter-1389-PBcR_C10g06158	13640	13430	9620
Minter-1389-PBcR_C10g06164	26219	27546	22926
Minter-1389-PBcR_C10g06166	3156	3687	1901
Minter-1389-PBcR_C10g06167	4951	4762	2643
Minter-1389-PBcR_C10g06168	4266	4202	2363
Minter-1389-PBcR_C10g06169	4108	3660	2261
Minter-1389-PBcR_C10g06173	1536	1886	883
Minter-1389-PBcR_C10g06176	7876	10225	4872
Minter-1389-PBcR_C10g06177	3902	4176	2131
Minter-1389-PBcR_C10g06178	4162	5414	2439
Minter-1389-PBcR_C10g06179	3346	3986	1423
Minter-1389-PBcR_C10g06206	5167	5696	3602
Minter-1389-PBcR_C10g06208	6590	5618	5828
Minter-1389-PBcR_C10g06209	4149	3938	2486
Minter-1389-PBcR_C10g06210	3693	4539	2710
Minter-1389-PBcR_C10g06211	5576	6963	4850
Minter-1389-PBcR_C10g06212	5485	5684	3737
Minter-1389-PBcR_C10g06213	4957	3661	3283
Minter-1389-PBcR_C10g06214	3853	4494	2389
Minter-1389-PBcR_C10g06217	8312	9470	4489
Minter-1389-PBcR_C10g06218	4967	5692	2734
Minter-1389-PBcR_C10g06219	3840	4561	2225
Minter-1389-PBcR_C10g06220	1222	1687	513
Minter-1389-PBcR_C10g06221	30525	15456	29703
Minter-1389-PBcR_C10g06222	2972	3024	2175
Minter-1389-PBcR_C10g06223	23279	20744	11649
Minter-1389-PBcR_C10g06225	2704	2796	2175
Minter-1389-PBcR_C10g06226	450	368	158
Minter-1389-PBcR_C10g06227	11994	12968	7052
Minter-1389-PBcR_C10g06228	7365	9077	3877
Minter-1389-PBcR_C10g06229	2198.3	2780.89	817
Minter-1389-PBcR_C10g06230	1848	2278	979
Minter-1389-PBcR_C10g06231	1460	1814	908
Minter-1389-PBcR_C10g06232	2298	1882	1322
Minter-1389-PBcR_C10g06233	1713	1575	661
Minter-1389-PBcR_C10g06234	1965	2481	1099
Minter-1389-PBcR_C10g06236	189	291	106
Minter-1389-PBcR_C10g06237	578	716	269
Minter-1389-PBcR_C10g06238	879	1001	555
Minter-1389-PBcR_C10g06239	2172	2681	1391
Minter-1389-PBcR_C10g06240	1271	1806	953
Minter-1389-PBcR_C10g06241	3118	3391	2402
Minter-1389-PBcR_C10g06243	1686	1954	947
Minter-1389-PBcR_C10g06245	128357	70200	161945
Minter-1389-PBcR_C10g06246	1685	1303	1495
Minter-1389-PBcR_C10g06247	4869	4482	2652
Minter-1389-PBcR_C10g06248	2723	2182	859
Minter-1389-PBcR_C10g06250	12538	9347	2473
Minter-1389-PBcR_C10g06259	488	615	251
Minter-1389-PBcR_C10g06260	271	309	156
Minter-1389-PBcR_C10g06261	926	1195	969
Minter-1389-PBcR_C10g06262	5936	6799	3927
Minter-1389-PBcR_C10g06264	1010	1268	821
Minter-1389-PBcR_C10g06265	2176	2898	1354
Minter-1389-PBcR_C10g06268	3994	4729	1617
Minter-1389-PBcR_C10g06269	2346	2794	884
Minter-1389-PBcR_C10g06271	1801	2164	1190
Minter-1389-PBcR_C10g06272	684	671	583
Minter-1389-PBcR_C10g06273	1556	1242	971
Minter-1389-PBcR_C10g06275	418	570	253
Minter-1389-PBcR_C10g06276	7942	7859	3809
Minter-1389-PBcR_C10g06277	3288	2733	1901
Minter-1389-PBcR_C10g06278	1689	1821	261
Minter-1389-PBcR_C10g06279	478	584	252
Minter-1389-PBcR_C10g06281	2091	2507	1083
Minter-1389-PBcR_C10g06282	5316	5772	3821
Minter-1389-PBcR_C10g06283	634	775	240
Minter-1389-PBcR_C10g06284	5541	6122	2704
Minter-1389-PBcR_C10g06285	609	792	321
Minter-1389-PBcR_C10g06286	5964	6626	2909
Minter-1389-PBcR_C10g06287	3178	4123	1588
Minter-1389-PBcR_C10g06288	3690	3710	2948
Minter-1389-PBcR_C10g06289	2951	3654	1826
Minter-1389-PBcR_C10g06292	821	766	436
Minter-1389-PBcR_C10g06293	11056	11747	7616
Minter-1389-PBcR_C10g06294	7408	6644	5712
Minter-1389-PBcR_C10g06297	2268	3148	1438
Minter-1389-PBcR_C10g06300	214.032	208.807	139.669
Minter-1389-PBcR_C10g06301	720	981	506
Minter-1389-PBcR_C10g06302	3560	4362	1893
Minter-1389-PBcR_C10g06304	2890	2710	1870
Minter-1389-PBcR_C10g06306	13701	15100	7360
Minter-1389-PBcR_C10g06307	3395	3354	1711
Minter-1389-PBcR_C10g06309	1302	1487	1202
Minter-1389-PBcR_C10g06310	2064	1509	517
Minter-1389-PBcR_C10g06311	2010	2441	1338
Minter-1389-PBcR_C10g06312	12257	11263	4988
Minter-1389-PBcR_C10g06313	1419	1842	707
Minter-1389-PBcR_C10g06314	1402	1375	752
Minter-1389-PBcR_C10g06315	1528	2262	794
Minter-1389-PBcR_C10g06316	635	957	446
Minter-1389-PBcR_C10g06317	2322	2863	1115
Minter-1389-PBcR_C10g06320	703	821	320
Minter-1389-PBcR_C10g06321	2687	2130	1580
Minter-1389-PBcR_C10g06322	2226	2684	1542
Minter-1389-PBcR_C10g06323	414	497	300
Minter-1389-PBcR_C10g06324	2822	2800	2375
Minter-1389-PBcR_C10g06325	1600	1959	1560
Minter-1389-PBcR_C10g06326	7453	5090	4562
Minter-1389-PBcR_C10g06327	2582	2785	1636
Minter-1389-PBcR_C10g06329	765	508	421
Minter-1389-PBcR_C10g06330	3073	3549	1808
Minter-1389-PBcR_C10g06331	2238	2597	1381
Minter-1389-PBcR_C10g06334	644	663	464
Minter-1389-PBcR_C10g06335	3532	4199	1946
Minter-1389-PBcR_C10g06336	7648	8847	5574
Minter-1389-PBcR_C10g06337	1170	976	1095
Minter-1389-PBcR_C10g06338	1236	1351	1113
Minter-1389-PBcR_C10g06339	5933	9024	3333
Minter-1389-PBcR_C10g06340	3120	3127	1479
Minter-1389-PBcR_C10g06341	244	516	44
Minter-1389-PBcR_C10g06342	758	502	418
Minter-1389-PBcR_C10g06343	5228	6924	3144
Minter-1389-PBcR_C10g06344	3309	3414	2337
Minter-1389-PBcR_C10g06345	1318	1750	809
Minter-1389-PBcR_C10g06346	1147	1425	677
Minter-1389-PBcR_C10g06347	1231	1526	756
Minter-1389-PBcR_C10g06349	7563	8730	3887
Minter-1389-PBcR_C10g06351	6068	7539	3778
Minter-1389-PBcR_C10g06353	10976	10879	7731
Minter-1389-PBcR_C10g06354	3318	3174	1980
Minter-1389-PBcR_C10g06355	6794	9171	5160
Minter-1389-PBcR_C10g06356	5940	6359	2508
Minter-1389-PBcR_C10g06357	856	696	299
Minter-1389-PBcR_C10g06358	9235	9950	6089
Minter-1389-PBcR_C10g06359	683	758	497
Minter-1389-PBcR_C10g06360	1960	2325	1198
Minter-1389-PBcR_C10g06362	1989	2468.77	1150
Minter-1389-PBcR_C10g06364	1345	1327	966
Minter-1389-PBcR_C10g06365	1359	1705	1049
Minter-1389-PBcR_C10g06366	3582	4152	2657
Minter-1389-PBcR_C10g06367	3870	3879	2207
Minter-1389-PBcR_C10g06368	9647	11579	6680
Minter-1389-PBcR_C10g06369	3541	3952	2227
Minter-1389-PBcR_C10g06370	2801	4339	455
Minter-1389-PBcR_C10g06371	5240	6031	3815
Minter-1389-PBcR_C10g06372	4719	5722	3144
Minter-1389-PBcR_C10g06373	8338	6896	8503
Minter-1389-PBcR_C10g06375	3276	5348	405
Minter-1389-PBcR_C10g06376	4262	4591	2326
Minter-1389-PBcR_C10g06377	6671	8704	4313
Minter-1389-PBcR_C10g06378	1408	1920	163
Minter-1389-PBcR_C10g06380	3416	3896	1566
Minter-1389-PBcR_C10g06381	9095	9308	4834
Minter-1389-PBcR_C10g06382	1747	2025	1050
Minter-1389-PBcR_C10g06383	934	773	757
Minter-1389-PBcR_C10g06384	3534	2700	1124
Minter-1389-PBcR_C10g06385	598	443	166
Minter-1389-PBcR_C10g06386	4663	4617	2411
Minter-1389-PBcR_C10g06388	1925	2724	1265
Minter-1389-PBcR_C10g06390	423	362	287
Minter-1389-PBcR_C10g06391	8432	8069	4453
Minter-1389-PBcR_C10g06392	2613	3601	1581
Minter-1389-PBcR_C10g06393	356	479	245
Minter-1389-PBcR_C11g06399	576.579	738.078	350.485
Minter-1389-PBcR_C11g06403	1898	2485	1315
Minter-1389-PBcR_C11g06404	1914	2681	1158
Minter-1389-PBcR_C11g06406	6187	6227	3271
Minter-1389-PBcR_C11g06407	1809	1300	1519
Minter-1389-PBcR_C11g06408	2002	1802	1356
Minter-1389-PBcR_C11g06410	1643	1815	837
Minter-1389-PBcR_C11g06411	927	1075	627
Minter-1389-PBcR_C11g06412	826	1790	308
Minter-1389-PBcR_C11g06418	6594	8693	4142
Minter-1389-PBcR_C11g06419	3289	3845	2147
Minter-1389-PBcR_C11g06420	461	485	200
Minter-1389-PBcR_C11g06421	730	741	454
Minter-1389-PBcR_C11g06422	6321	6927	3803
Minter-1389-PBcR_C11g06423	3676	4426	1751
Minter-1389-PBcR_C11g06424	1393	1889	753
Minter-1389-PBcR_C11g06430	2540	2544	1728
Minter-1389-PBcR_C11g06433	1500	1929	986
Minter-1389-PBcR_C11g06438	4731	5336	3191
Minter-1389-PBcR_C11g06439	2353	2680	1236
Minter-1389-PBcR_C11g06440	3685	3217	3134
Minter-1389-PBcR_C11g06441	15321	14972	12197
Minter-1389-PBcR_C11g06442	2190	2382	1645
Minter-1389-PBcR_C11g06443	408	335	207
Minter-1389-PBcR_C11g06444	3137	3970	2287
Minter-1389-PBcR_C11g06445	4746	5771	1726
Minter-1389-PBcR_C11g06446	3428	3354	2025
Minter-1389-PBcR_C11g06448	1276	1410	716
Minter-1389-PBcR_C11g06449	2762	3226	1181
Minter-1389-PBcR_C11g06450	562	391	336
Minter-1389-PBcR_C11g06452	724	999	454
Minter-1389-PBcR_C11g06453	5114	5482	2181
Minter-1389-PBcR_C11g06458	1654	1553	1030
Minter-1389-PBcR_C11g06459	2299	2817	1385
Minter-1389-PBcR_C11g06461	1643	1756	1049
Minter-1389-PBcR_C11g06462	1288	1748	708
Minter-1389-PBcR_C11g06463	2200	2752	1441
Minter-1389-PBcR_C11g06464	799	763	415
Minter-1389-PBcR_C11g06465	1844	2042	1342
Minter-1389-PBcR_C11g06466	2308	2324	1628
Minter-1389-PBcR_C11g06467	2136	3549	1442
Minter-1389-PBcR_C11g06468	3961	4170	2630
Minter-1389-PBcR_C11g06469	5606	4158	2001
Minter-1389-PBcR_C11g06470	20	12	45
Minter-1389-PBcR_C11g06471	6353	6605	3571
Minter-1389-PBcR_C11g06472	811	712	614
Minter-1389-PBcR_C11g06473	2508	2525	2029
Minter-1389-PBcR_C11g06474	734	674	457
Minter-1389-PBcR_C11g06475	4234	4580	1730
Minter-1389-PBcR_C11g06476	839	1013	343
Minter-1389-PBcR_C11g06478	646	771	394
Minter-1389-PBcR_C11g06479	4027	4639	1818
Minter-1389-PBcR_C11g06480	1189	1259	769
Minter-1389-PBcR_C11g06481	635	768	355
Minter-1389-PBcR_C11g06482	2645	2604	1620
Minter-1389-PBcR_C11g06484	2727	2967	1678
Minter-1389-PBcR_C11g06485	2124	2294	1613
Minter-1389-PBcR_C11g06486	2653	2473	2182
Minter-1389-PBcR_C11g06488	538	737	250
Minter-1389-PBcR_C11g06489	1903	3605	1019
Minter-1389-PBcR_C11g06490	1259	1854	592
Minter-1389-PBcR_C11g06491	5346	6393	2705
Minter-1389-PBcR_C11g06492	2144.42	2939.95	1134.43
Minter-1389-PBcR_C11g06493	586	566	278
Minter-1389-PBcR_C11g06494	3987	6669	2182
Minter-1389-PBcR_C11g06495	2388	3343	1711
Minter-1389-PBcR_C11g06496	17245	17266	8839
Minter-1389-PBcR_C11g06497	33	40	10
Minter-1389-PBcR_C11g06498	11446	12871	8575
Minter-1389-PBcR_C11g06500	853	1152	497
Minter-1389-PBcR_C11g06501	5929	6486	5442
Minter-1389-PBcR_C11g06502	963	1329	603
Minter-1389-PBcR_C11g06503	2098	2577	977
Minter-1389-PBcR_C11g06505	1528	1511	724
Minter-1389-PBcR_C11g06507	614	721	369
Minter-1389-PBcR_C11g06509	1031	1343	626
Minter-1389-PBcR_C11g06510	1539	2272	985
Minter-1389-PBcR_C11g06511	2787	3566	1608
Minter-1389-PBcR_C11g06516	5466	5826	2619
Minter-1389-PBcR_C11g06517	1249	1035	615
Minter-1389-PBcR_C11g06518	9576	9811	6012
Minter-1389-PBcR_C11g06519	1444	1368	488
Minter-1389-PBcR_C11g06520	5770	8537	5275
Minter-1389-PBcR_C11g06521	692	889	346
Minter-1389-PBcR_C11g06522	2910	3761	1887
Minter-1389-PBcR_C11g06523	3223	3547	1608
Minter-1389-PBcR_C11g06526	1977	1936	1641
Minter-1389-PBcR_C11g06527	5323	6440	3400
Minter-1389-PBcR_C11g06528	6794	7403	5645
Minter-1389-PBcR_C11g06529	6533	6021	4199
Minter-1389-PBcR_C11g06531	388	525	390
Minter-1389-PBcR_C11g06532	3071	3683	2093
Minter-1389-PBcR_C11g06533	653	777	363
Minter-1389-PBcR_C11g06534	1893	2392	1029
Minter-1389-PBcR_C11g06536	678	751	504
Minter-1389-PBcR_C11g06538	177	175	94
Minter-1389-PBcR_C11g06539	2739	3132	1416
Minter-1389-PBcR_C11g06540	361	486	251
Minter-1389-PBcR_C11g06541	8053	9651	5572
Minter-1389-PBcR_C11g06542	1161	1067	902
Minter-1389-PBcR_C11g06543	2162	2584	1598
Minter-1389-PBcR_C11g06545	1686	2158	985
Minter-1389-PBcR_C11g06546	2351	3062	1716
Minter-1389-PBcR_C11g06547	1415	1570	786
Minter-1389-PBcR_C11g06548	749	906	377
Minter-1389-PBcR_C11g06549	7926	7212	4954
Minter-1389-PBcR_C11g06550	1470	1609	1054
Minter-1389-PBcR_C11g06551	840	910	451
Minter-1389-PBcR_C11g06552	2718	3089	1759
Minter-1389-PBcR_C11g06553	602	884	375
Minter-1389-PBcR_C11g06554	6	1	5
Minter-1389-PBcR_C11g06557	360	556	231
Minter-1389-PBcR_C11g06558	2371	3106	1452
Minter-1389-PBcR_C11g06559	2112	1943	1283
Minter-1389-PBcR_C11g06560	1218	1282	451
Minter-1389-PBcR_C11g06561	1351	1491	886
Minter-1389-PBcR_C11g06562	871	854	438
Minter-1389-PBcR_C11g06563	3583	4155	1971
Minter-1389-PBcR_C11g06564	692	803	418
Minter-1389-PBcR_C11g06565	1005	1001	829
Minter-1389-PBcR_C11g06566	871	1219	483
Minter-1389-PBcR_C11g06567	265	320	198
Minter-1389-PBcR_C11g06568	148	148	105
Minter-1389-PBcR_C11g06569	92	132	23
Minter-1389-PBcR_C11g06570	2242	2793	1755
Minter-1389-PBcR_C11g06571	1108	1231	571
Minter-1389-PBcR_C11g06572	409	471	365
Minter-1389-PBcR_C11g06573	135	149	66
Minter-1389-PBcR_C11g06574	163	181	71
Minter-1389-PBcR_C11g06575	809	674	430
Minter-1389-PBcR_C11g06576	562	786	408
Minter-1389-PBcR_C11g06577	3368.04	4956	2509.05
Minter-1389-PBcR_C11g06578	2620	3549	1737
Minter-1389-PBcR_C11g06579	4103	2942	3806
Minter-1389-PBcR_C11g06580	3195	3586	2282
Minter-1389-PBcR_C11g06581	155	189	91
Minter-1389-PBcR_C11g06582	801	919	476
Minter-1389-PBcR_C11g06583	7480	5464	6862
Minter-1389-PBcR_C11g06585	1093	1122	689
Minter-1389-PBcR_C11g06586	3704	4699	2492
Minter-1389-PBcR_C11g06587	744	807	425
Minter-1389-PBcR_C11g06589	324	260	126
Minter-1389-PBcR_C11g06590	116	73	54
Minter-1389-PBcR_C11g06591	11725	14530	8480
Minter-1389-PBcR_C11g06592	2467	2446	1929
Minter-1389-PBcR_C11g06593	3004	2854	1909
Minter-1389-PBcR_C11g06596	3791	4262	2713
Minter-1389-PBcR_C11g06597	2281	2685	1351
Minter-1389-PBcR_C11g06598	1167	1640	693
Minter-1389-PBcR_C11g06599	2625	2840	1586
Minter-1389-PBcR_C11g06600	1357	1531	440
Minter-1389-PBcR_C11g06601	1979	1913	1035
Minter-1389-PBcR_C11g06604	3655	3723	2367
Minter-1389-PBcR_C11g06605	4087	4387	2274
Minter-1389-PBcR_C11g06606	5193	6285	3473
Minter-1389-PBcR_C11g06610	2166	2536	1187
Minter-1389-PBcR_C11g06611	156	104	89
Minter-1389-PBcR_C11g06612	1323	1461	1036
Minter-1389-PBcR_C11g06613	1928	2192	1363
Minter-1389-PBcR_C11g06615	5765	6838	3274
Minter-1389-PBcR_C11g06616	2083	2870	993
Minter-1389-PBcR_C11g06617	946	1167	556
Minter-1389-PBcR_C11g06618	1210	1432	780
Minter-1389-PBcR_C11g06619	2129	2654	1221
Minter-1389-PBcR_C11g06620	2163	2516	1040
Minter-1389-PBcR_C11g06621	1566	1872	813
Minter-1389-PBcR_C11g06622	23386	28109	19562
Minter-1389-PBcR_C11g06623	41	39	25
Minter-1389-PBcR_C11g06624	3333	3954	1693
Minter-1389-PBcR_C11g06625	33	37	24
Minter-1389-PBcR_C11g06626	6287	6347	4251
Minter-1389-PBcR_C11g06627	1216	1325	658
Minter-1389-PBcR_C11g06628	721	776	611
Minter-1389-PBcR_C11g06629	3089	3608	984
Minter-1389-PBcR_C11g06630	3384	4253	2288
Minter-1389-PBcR_C11g06631	2895	3286	1624
Minter-1389-PBcR_C11g06632	4927	6161	3082
Minter-1389-PBcR_C11g06634	4285	3278	2050
Minter-1389-PBcR_C11g06636	5	10	0
Minter-1389-PBcR_C11g06641	12006	12389	6982
Minter-1389-PBcR_C11g06642	3562	3463	2327
Minter-1389-PBcR_C11g06644	1072	1488	617
Minter-1389-PBcR_C11g06645	4419	6391	3564
Minter-1389-PBcR_C11g06646	1842	1740	1333
Minter-1389-PBcR_C11g06647	1715	2584	996
Minter-1389-PBcR_C11g06648	11297	11700	7385
Minter-1389-PBcR_C11g06649	39	66	46
Minter-1389-PBcR_C11g06650	1519	1446	1526
Minter-1389-PBcR_C11g06651	1154	1468	609
Minter-1389-PBcR_C11g06652	2554	4368	873
Minter-1389-PBcR_C11g06654	4069	4376	2770
Minter-1389-PBcR_C11g06655	9970	10204	6671
Minter-1389-PBcR_C11g06656	5518	6373	4026
Minter-1389-PBcR_C11g06657	701	751	419
Minter-1389-PBcR_C11g06658	20	22	7
Minter-1389-PBcR_C11g06659	3461	3783	2445
Minter-1389-PBcR_C11g06660	400	736	189
Minter-1389-PBcR_C11g06661	5077	4407	4282
Minter-1389-PBcR_C11g06662	3328	2929	1922
Minter-1389-PBcR_C11g06663	1940	2340	1298
Minter-1389-PBcR_C11g06664	6744.72	7419.54	3712.47
Minter-1389-PBcR_C11g06665	1082	1028	621
Minter-1389-PBcR_C11g06666	5227	5417	3191
Minter-1389-PBcR_C11g06668	2378	2872	1573
Minter-1389-PBcR_C11g06669	3375	3524	1999
Minter-1389-PBcR_C11g06670	4644	5537	2942
Minter-1389-PBcR_C11g06674	1770.87	1641.13	1369.53
Minter-1389-PBcR_C11g06676	4516	5584	2771
Minter-1389-PBcR_C11g06678	4913	4374	3891
Minter-1389-PBcR_C11g06679	1302	1090	1193
Minter-1389-PBcR_C11g06681	748	749	370
Minter-1389-PBcR_C11g06682	996	932	453
Minter-1389-PBcR_C11g06683	30879	29239	22901
Minter-1389-PBcR_C11g06684	3556	3907	1585
Minter-1389-PBcR_C11g06685	7544	8103	6022
Minter-1389-PBcR_C11g06686	1683	1622	752
Minter-1389-PBcR_C11g06687	3305	4289	1826
Minter-1389-PBcR_C11g06688	1212	1560	699
Minter-1389-PBcR_C11g06689	990	1036	513
Minter-1389-PBcR_C11g06690	1227	1178	561
Minter-1389-PBcR_C11g06691	1372	1536	941
Minter-1389-PBcR_C11g06692	1693	1497	863
Minter-1389-PBcR_C11g06694	1858	2393	1142
Minter-1389-PBcR_C11g06695	3496	3842	1266
Minter-1389-PBcR_C11g06697	1342	1368	795
Minter-1389-PBcR_C11g06698	1563	1544	833
Minter-1389-PBcR_C11g06699	1642	2468	1104
Minter-1389-PBcR_C11g06700	433	541	227
Minter-1389-PBcR_C11g06701	704	805	474
Minter-1389-PBcR_C11g06702	6437	6495	1415
Minter-1389-PBcR_C11g06703	2114.75	2284.54	1248.63
Minter-1389-PBcR_C11g06704	1515	1726	971
Minter-1389-PBcR_C11g06705	1466	1350	1171
Minter-1389-PBcR_C11g06707	1188	1502	851
Minter-1389-PBcR_C11g06708	986	778	569
Minter-1389-PBcR_C11g06709	1268	1288	749
Minter-1389-PBcR_C11g06710	29854.1	28330.1	18987.1
Minter-1389-PBcR_C11g06712	943	1077	732
Minter-1389-PBcR_C11g06713	898	1211	355
Minter-1389-PBcR_C11g06715	563	613	319
Minter-1389-PBcR_C11g06716	2655	2583	1614
Minter-1389-PBcR_C11g06718	1021	1411	780
Minter-1389-PBcR_C11g06719	568	720	254
Minter-1389-PBcR_C11g06720	821	822	443
Minter-1389-PBcR_C11g06722	672	898	375
Minter-1389-PBcR_C11g06723	1005	1191	778
Minter-1389-PBcR_C11g06724	4183	2928	2788
Minter-1389-PBcR_C11g06725	5899	5461	2904
Minter-1389-PBcR_C11g06726	731	632	507
Minter-1389-PBcR_C11g06727	659	721	363
Minter-1389-PBcR_C11g06728	3144	3796	2548
Minter-1389-PBcR_C11g06729	2126	2268	1170
Minter-1389-PBcR_C11g06730	2146	1327	786
Minter-1389-PBcR_C11g06731	11800	13305	6900
Minter-1389-PBcR_C11g06732	5959	6496	3909
Minter-1389-PBcR_C11g06733	5336	6254	2528
Minter-1389-PBcR_C11g06734	2823	2796	1544
Minter-1389-PBcR_C11g06735	713	894	469
Minter-1389-PBcR_C11g06736	736	409	402
Minter-1389-PBcR_C11g06737	570.783	469.278	256.053
Minter-1389-PBcR_C11g06738	1531	667	1567
Minter-1389-PBcR_C11g06740	2654	2330	2296
Minter-1389-PBcR_C11g06741	107865	60162	73616
Minter-1389-PBcR_C11g06743	23272	23549	21160
Minter-1389-PBcR_C11g06746	3800	4312	2898
Minter-1389-PBcR_C11g06747	548	483	265
Minter-1389-PBcR_C11g06748	281	362	170
Minter-1389-PBcR_C11g06749	177	153	18
Minter-1389-PBcR_C11g06752	368	416	374
Minter-1389-PBcR_C11g06753	3165	3285	1824
Minter-1389-PBcR_C11g06754	2202	2677	1031
Minter-1389-PBcR_C11g06755	7792	9555	3002
Minter-1389-PBcR_C11g06756	2944	3009	1741
Minter-1389-PBcR_C11g06758	74.2667	63.5665	20.2422
Minter-1389-PBcR_C11g06759	2012	2839	1157
Minter-1389-PBcR_C11g06760	761	788	376
Minter-1389-PBcR_C11g06761	1143	1035	824
Minter-1389-PBcR_C11g06762	1204	1352	859
Minter-1389-PBcR_C11g06763	8440	7312	5226
Minter-1389-PBcR_C11g06764	560	840	378
Minter-1389-PBcR_C11g06765	1175	1440	761
Minter-1389-PBcR_C11g06766	82	49	26
Minter-1389-PBcR_C11g06767	3953	4683	2593
Minter-1389-PBcR_C11g06768	11266	13112	7673
Minter-1389-PBcR_C11g06769	359.009	394	188.008
Minter-1389-PBcR_C11g06770	2281	2590	1223
Minter-1389-PBcR_C11g06771	5472	6136	3404
Minter-1389-PBcR_C11g06772	1458	1620	769
Minter-1389-PBcR_C11g06773	1507	1417	859
Minter-1389-PBcR_C11g06775	9168	10290	4606
Minter-1389-PBcR_C11g06776	7696	8462	4663
Minter-1389-PBcR_C11g06777	3501	4680	2624
Minter-1389-PBcR_C11g06778	1819	2027	1652
Minter-1389-PBcR_C11g06779	5433	5610	4010
Minter-1389-PBcR_C11g06781	1489	1791	577
Minter-1389-PBcR_C11g06782	619	762	389
Minter-1389-PBcR_C11g06785	1693	2091	1312
Minter-1389-PBcR_C11g06786	5179	5457	3801
Minter-1389-PBcR_C11g06787	2274	2345	1666
Minter-1389-PBcR_C11g06788	2750	2965	1790
Minter-1389-PBcR_C11g06789	2067	2493	1205
Minter-1389-PBcR_C11g06790	1428	1517	1016
Minter-1389-PBcR_C11g06791	2897	3274	1542
Minter-1389-PBcR_C11g06792	1902	2204	940
Minter-1389-PBcR_C11g06795	2527	2759	1884
Minter-1389-PBcR_C11g06796	1112	1329	725
Minter-1389-PBcR_C11g06797	9	13	4
Minter-1389-PBcR_C11g06798	2366	2401	1388
Minter-1389-PBcR_C11g06799	337	290	287
Minter-1389-PBcR_C11g06801	496	554	241
Minter-1389-PBcR_C11g06802	391	520	177
Minter-1389-PBcR_C11g06803	1790	2110	969
Minter-1389-PBcR_C11g06805	934	982	527
