gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC02g03590	11446	10522	9401	9534
MvSl-1064-A1-R4_MC02g03591	6126	5651	4495	5335
MvSl-1064-A1-R4_MC02g03592	2609	2746	2625	2514
MvSl-1064-A1-R4_MC02g03593	1434	1838	1724	1383.53
MvSl-1064-A1-R4_MC02g03594	19	12	4	9
MvSl-1064-A1-R4_MC02g03595	0	0	0	0
MvSl-1064-A1-R4_MC02g03596	849	1132	1135	824
MvSl-1064-A1-R4_MC02g03597	547	558	555	403
MvSl-1064-A1-R4_MC02g03598	458	424	365	349
MvSl-1064-A1-R4_MC02g03599	147	112	126	161
MvSl-1064-A1-R4_MC02g03600	921	1114	1054	826
MvSl-1064-A1-R4_MC02g03601	3218	3337	2755	2375
MvSl-1064-A1-R4_MC02g03602	3689	3807	3045	3371
MvSl-1064-A1-R4_MC02g03603	705	680	715	880
MvSl-1064-A1-R4_MC02g03604	4.1819	11.4606	4.28804	2.1111
MvSl-1064-A1-R4_MC02g03605	11.0867	5	1	1
MvSl-1064-A1-R4_MC02g03606	8378.57	8568.92	2821.88	2962.77
MvSl-1064-A1-R4_MC02g03607	345.689	411.241	341.859	262.215
MvSl-1064-A1-R4_MC02g03608	10073	9733	9187	9529
MvSl-1064-A1-R4_MC02g03609	5695.73	5369.86	4368.74	4443.92
MvSl-1064-A1-R4_MC02g03610	2617	2892	1707	2016
MvSl-1064-A1-R4_MC02g03611	33	34	19	27.4653
MvSl-1064-A1-R4_MC02g03612	6	3	3	2
MvSl-1064-A1-R4_MC02g03613	2169	2532	3678	2415
MvSl-1064-A1-R4_MC02g03614	1443	1452	1323	1158
MvSl-1064-A1-R4_MC02g03615	2296	2528	2249	2219
MvSl-1064-A1-R4_MC02g03616	3288	2507	2064	2727
MvSl-1064-A1-R4_MC02g03617	937	1201	511	521
MvSl-1064-A1-R4_MC02g03618	2040	2324	2402	2164
MvSl-1064-A1-R4_MC02g03619	6124	5834	5245	4222
MvSl-1064-A1-R4_MC02g03620	2703	2394	2115	1889
MvSl-1064-A1-R4_MC02g03621	6403	5307	4714	5154
MvSl-1064-A1-R4_MC02g03622	2982	3087	2979	2633
MvSl-1064-A1-R4_MC02g03623	322	296	291	265
MvSl-1064-A1-R4_MC02g03624	270	407	330	281
MvSl-1064-A1-R4_MC02g03625	4933	4823	4101	4200
MvSl-1064-A1-R4_MC02g03626	1704	1511	1622	1817
MvSl-1064-A1-R4_MC02g03627	675	604	497	514
MvSl-1064-A1-R4_MC02g03628	1546	1848	1900	1571
MvSl-1064-A1-R4_MC02g03629	2956	3625	2819	2519
MvSl-1064-A1-R4_MC02g03630	4957.15	4280.93	3263.62	2995.77
MvSl-1064-A1-R4_MC02g03631	467	530	544	404
MvSl-1064-A1-R4_MC02g03632	1545	1692	1431	1396
MvSl-1064-A1-R4_MC02g03633	2454	2876	2927	2327
MvSl-1064-A1-R4_MC02g03634	2047	1720	1621	1780
MvSl-1064-A1-R4_MC02g03635	1590	2102	1927	1466
MvSl-1064-A1-R4_MC02g03636	1114	1024	963	916
MvSl-1064-A1-R4_MC02g03637	4203	5015	3681	3856
MvSl-1064-A1-R4_MC02g03638	146.827	111.909	149.914	173.394
MvSl-1064-A1-R4_MC02g03639	495	661	593	360
MvSl-1064-A1-R4_MC02g03640	430	530	518	545
MvSl-1064-A1-R4_MC02g03641	491	523	421	454
MvSl-1064-A1-R4_MC02g03642	1118.2	977.181	924.338	920.425
MvSl-1064-A1-R4_MC02g03643	5.06413	10.6617	5.24516	5.33499
MvSl-1064-A1-R4_MC02g03644	1860.97	1026.73	862.461	1408.78
MvSl-1064-A1-R4_MC02g03645	2252	2317	1964	1793
MvSl-1064-A1-R4_MC02g03646	49	62	27	47
MvSl-1064-A1-R4_MC02g03647	43.0083	34.576	30.7405	31.0961
MvSl-1064-A1-R4_MC02g03648	1106	1410	1548	989
MvSl-1064-A1-R4_MC02g03649	245	358	285	165
MvSl-1064-A1-R4_MC02g03650	3328	4511	2398	2136
MvSl-1064-A1-R4_MC02g03651	61	58	65	56
MvSl-1064-A1-R4_MC02g03652	176.805	160	176	187.534
MvSl-1064-A1-R4_MC02g03653	345.043	340.827	321.825	263.165
MvSl-1064-A1-R4_MC02g03654	100	120	83	82
MvSl-1064-A1-R4_MC02g03655	119.957	97.1732	86.1746	77.8352
MvSl-1064-A1-R4_MC02g03656	1156	1268	1175	960
MvSl-1064-A1-R4_MC02g03657	1198.62	1358.84	1304.09	1105.95
MvSl-1064-A1-R4_MC02g03658	277	293	296	167
MvSl-1064-A1-R4_MC02g03659	22577	34816	35579	27590
MvSl-1064-A1-R4_MC02g03660	194.439	135.829	83.4038	99.1035
MvSl-1064-A1-R4_MC02g03661	88.4222	84.5843	54.0288	26.7047
MvSl-1064-A1-R4_MC02g03662	298.002	231.495	151.904	204.316
MvSl-1064-A1-R4_MC02g03663	109.068	77.1071	14.8748	0
MvSl-1064-A1-R4_MC02g03664	348	408	739	455
MvSl-1064-A1-R4_MC02g03665	83	87	63	35
MvSl-1064-A1-R4_MC02g03666	583	1194	1019	488
MvSl-1064-A1-R4_MC02g03667	340	586	535	342
MvSl-1064-A1-R4_MC02g03668	265	452	380	237
MvSl-1064-A1-R4_MC02g03669	154	161	122	114
MvSl-1064-A1-R4_MC02g03670	1351	1532	1708	1174
MvSl-1064-A1-R4_MC02g03671	1051	948	609	740
MvSl-1064-A1-R4_MC02g03672	193	321	242	139
MvSl-1064-A1-R4_MC02g03673	40	39	24	40
MvSl-1064-A1-R4_MC02g03674	41.3099	39.1192	70.2179	64.1243
MvSl-1064-A1-R4_MC02g03675	24.423	26.4304	11.2791	4.03188
MvSl-1064-A1-R4_MC02g03676	55.9948	64.8122	12.962	10.4047
MvSl-1064-A1-R4_MC02g03677	56.9627	27.6779	36.1691	43.5501
MvSl-1064-A1-R4_MC02g03678	1.65966	6.89832	23.3727	0.824597
MvSl-1064-A1-R4_MC02g03679	796	517	384	684
MvSl-1064-A1-R4_MC02g03680	27791	29611	25119	24468
MvSl-1064-A1-R4_MC02g03681	1727	1772	1293	1254
MvSl-1064-A1-R4_MC02g03682	638	682	639	574
MvSl-1064-A1-R4_MC02g03683	1166	1037	851	970
MvSl-1064-A1-R4_MC02g03684	3410	4869	5136	3601
MvSl-1064-A1-R4_MC02g03685	2481	3012	2948	2430
MvSl-1064-A1-R4_MC02g03686	659	953	934	684
MvSl-1064-A1-R4_MC02g03687	391	426	461	308
MvSl-1064-A1-R4_MC02g03688	4597	5337	4150	3789
MvSl-1064-A1-R4_MC02g03689	1596	1533	1421	1173
MvSl-1064-A1-R4_MC02g03690	6495	8423	8313	6341
MvSl-1064-A1-R4_MC02g03691	665	641	672	592
MvSl-1064-A1-R4_MC02g03692	1445	1441	1141	964
MvSl-1064-A1-R4_MC02g03693	549	592	528	478
MvSl-1064-A1-R4_MC02g03694	641	685	512	466
MvSl-1064-A1-R4_MC02g03695	2043	2100	1839	1729
MvSl-1064-A1-R4_MC02g03696	1384	1675	1608	1354
MvSl-1064-A1-R4_MC02g03697	1967	1676	1493	1880
MvSl-1064-A1-R4_MC02g03698	806	696	850	860
MvSl-1064-A1-R4_MC02g03699	324	289	352	359
MvSl-1064-A1-R4_MC02g03700	1298	1494	1854	1349
MvSl-1064-A1-R4_MC02g03701	480.102	536.84	456.351	396.951
MvSl-1064-A1-R4_MC02g03702	501	454	415	433
MvSl-1064-A1-R4_MC02g03703	583	509	335	411
MvSl-1064-A1-R4_MC02g03704	5836	5481	4413	4848
MvSl-1064-A1-R4_MC02g03705	58.7096	361.907	118.263	76.0933
MvSl-1064-A1-R4_MC02g03706	116	88	68	102
MvSl-1064-A1-R4_MC02g03707	1016	1060	918	922
MvSl-1064-A1-R4_MC02g03708	146	177	93	110
MvSl-1064-A1-R4_MC02g03709	1082	1131	967	805
MvSl-1064-A1-R4_MC02g03710	640	559	317	408
MvSl-1064-A1-R4_MC02g03711	996	1009	847	870
MvSl-1064-A1-R4_MC02g03712	1481	1334	1015	1162
MvSl-1064-A1-R4_MC02g03713	1306	991	476	847
MvSl-1064-A1-R4_MC02g03714	341.461	306.078	248.163	193.366
MvSl-1064-A1-R4_MC02g03715	310	275	288	219
MvSl-1064-A1-R4_MC02g03716	184	184	220	195
MvSl-1064-A1-R4_MC02g03717	374	624	581	358
MvSl-1064-A1-R4_MC02g03718	500	697	509	297
MvSl-1064-A1-R4_MC02g03719	168	140	118	124
MvSl-1064-A1-R4_MC02g03720	2219	2558	2297	1945
MvSl-1064-A1-R4_MC02g03721	2181	2305	2082	1886
MvSl-1064-A1-R4_MC02g03722	4325	5490	6106	4444
MvSl-1064-A1-R4_MC02g03723	4968	4415	3735	4113
MvSl-1064-A1-R4_MC02g03724	447	492	507	403
MvSl-1064-A1-R4_MC02g03725	641	726	514	583
MvSl-1064-A1-R4_MC02g03726	949	1125	731	949
MvSl-1064-A1-R4_MC02g03727	817	908	776	661
MvSl-1064-A1-R4_MC02g03728	122	95	81	100
MvSl-1064-A1-R4_MC02g03729	103	86	69	85
MvSl-1064-A1-R4_MC02g03730	512	531	403	396
MvSl-1064-A1-R4_MC02g03731	73	53	57	48
MvSl-1064-A1-R4_MC02g03732	75	70	53	50
MvSl-1064-A1-R4_MC02g03733	701	703	580	673
MvSl-1064-A1-R4_MC02g03734	680	754	519	593
MvSl-1064-A1-R4_MC02g03735	3554	3392	3531	2762
MvSl-1064-A1-R4_MC02g03736	7569	10434	9923	6393
MvSl-1064-A1-R4_MC02g03737	6	3	4	10
MvSl-1064-A1-R4_MC02g03738	2532	2955	2257	2499
MvSl-1064-A1-R4_MC02g03739	4846	5974	5824	4636
MvSl-1064-A1-R4_MC02g03740	108	176	204	104
MvSl-1064-A1-R4_MC02g03741	652	580	515	596
MvSl-1064-A1-R4_MC02g03742	2044	1795	1734	2003
MvSl-1064-A1-R4_MC02g03743	423	223	278	406
MvSl-1064-A1-R4_MC02g03744	1003	2076	1887	998
MvSl-1064-A1-R4_MC02g03745	5191	7370	6003	4409
MvSl-1064-A1-R4_MC02g03746	1137	1333	1215	1064
MvSl-1064-A1-R4_MC02g03747	433	628	571	430
MvSl-1064-A1-R4_MC02g03748	1823	1981	2271	1426
MvSl-1064-A1-R4_MC02g03749	6056	8472	9499	5127
MvSl-1064-A1-R4_MC02g03750	241	298	327	214
MvSl-1064-A1-R4_MC02g03751	1685	1786	1055	1139
MvSl-1064-A1-R4_MC02g03752	4812	5268	3998	3789
MvSl-1064-A1-R4_MC02g03753	2738	2755	2043	1894
MvSl-1064-A1-R4_MC02g03754	3128	3219	1999	2084
MvSl-1064-A1-R4_MC02g03755	183	119	83	141
MvSl-1064-A1-R4_MC02g03756	3330	3254	2416	2229
MvSl-1064-A1-R4_MC02g03757	350	357	339	294
MvSl-1064-A1-R4_MC02g03758	788	938	742	680
MvSl-1064-A1-R4_MC02g03759	1961	2012	1862	1574
MvSl-1064-A1-R4_MC02g03760	260	262	219	256
MvSl-1064-A1-R4_MC02g03761	1747	1933	1933	1689
MvSl-1064-A1-R4_MC02g03762	443	453	374	356
MvSl-1064-A1-R4_MC02g03763	1096	1156	1060	901
MvSl-1064-A1-R4_MC02g03764	3660	5722	5709	3535
MvSl-1064-A1-R4_MC02g03765	20	19	13	22
MvSl-1064-A1-R4_MC02g03766	37	35	20	33
MvSl-1064-A1-R4_MC02g03767	16	29	15	20
MvSl-1064-A1-R4_MC02g03768	103.623	117.999	96.0028	64.1196
MvSl-1064-A1-R4_MC02g03769	2327	2139	1758	1968
MvSl-1064-A1-R4_MC02g03770	3404	3214	3189	2980
MvSl-1064-A1-R4_MC02g03771	5	2	3	2
MvSl-1064-A1-R4_MC02g03772	228.292	181.206	82.927	58.0295
MvSl-1064-A1-R4_MC02g03773	1	3.0869	4.11663	0
MvSl-1064-A1-R4_MC02g03774	113	97	69	55
MvSl-1064-A1-R4_MC02g03775	2456	2289	2011	2029
MvSl-1064-A1-R4_MC02g03776	1110	1085	794	868
MvSl-1064-A1-R4_MC02g03777	4075	3966	3494	3271
MvSl-1064-A1-R4_MC02g03778	2303	2602	2286	2192
MvSl-1064-A1-R4_MC02g03779	10	3	9	8
MvSl-1064-A1-R4_MC02g03780	133	82	49	87
MvSl-1064-A1-R4_MC02g03781	4262	3071	2444	3594
MvSl-1064-A1-R4_MC02g03782	1092	1293	897	686
MvSl-1064-A1-R4_MC02g03783	2722	3655	3655	3313
MvSl-1064-A1-R4_MC02g03784	476	421	350	368
MvSl-1064-A1-R4_MC02g03785	585	617	582	507
MvSl-1064-A1-R4_MC02g03786	3236	3587	2865	3303
MvSl-1064-A1-R4_MC02g03787	2951	3888	3604	3209
MvSl-1064-A1-R4_MC02g03788	3924	3702	2722	3326
MvSl-1064-A1-R4_MC02g03789	1380	1151	925	1026
MvSl-1064-A1-R4_MC02g03790	957	978	902	885
MvSl-1064-A1-R4_MC02g03791	3306	3751	4563	3710
MvSl-1064-A1-R4_MC02g03792	837	549	397	499
MvSl-1064-A1-R4_MC02g03793	2196	2280	1934	1925
MvSl-1064-A1-R4_MC02g03794	1316	1855	2162	1548
MvSl-1064-A1-R4_MC02g03795	586	767	916	585
MvSl-1064-A1-R4_MC02g03796	1048	1085	1084	957
MvSl-1064-A1-R4_MC02g03797	594	763	778	545
MvSl-1064-A1-R4_MC02g03798	105	123	99	100
MvSl-1064-A1-R4_MC02g03799	1230	1426	1146	967
MvSl-1064-A1-R4_MC02g03800	983	1107	851	901
MvSl-1064-A1-R4_MC02g03801	0	0	0	0
MvSl-1064-A1-R4_MC02g03802	28.5441	44.355	88.6242	50.6824
MvSl-1064-A1-R4_MC02g03803	4013	3899	3242	3794
MvSl-1064-A1-R4_MC02g03804	339	259	199	227
MvSl-1064-A1-R4_MC02g03805	33.408	25.6987	1.03726	3.34806
MvSl-1064-A1-R4_MC02g03806	21.5214	14.0689	0	0
MvSl-1064-A1-R4_MC02g03807	155.248	113.47	52.2202	72.3245
MvSl-1064-A1-R4_MC02g03808	2144	1605	466	525
MvSl-1064-A1-R4_MC02g03809	2265	2283	1979	1977
MvSl-1064-A1-R4_MC02g03810	1770	1759	1508	1495
MvSl-1064-A1-R4_MC02g03811	3033	3282	3206	2832
MvSl-1064-A1-R4_MC02g03812	355	395	383	299
MvSl-1064-A1-R4_MC02g03813	620	513	467	567
MvSl-1064-A1-R4_MC02g03814	183	206	198	167
MvSl-1064-A1-R4_MC02g03815	375	444	349	342
MvSl-1064-A1-R4_MC02g03816	1609	1825	1604	1512
MvSl-1064-A1-R4_MC02g03817	1145	1225	1202	1158
MvSl-1064-A1-R4_MC02g03818	1172.13	832.336	876.331	1027.91
MvSl-1064-A1-R4_MC02g03819	1070.06	1020.18	809.691	911.234
MvSl-1064-A1-R4_MC02g03820	510.623	456.449	428.022	395.137
MvSl-1064-A1-R4_MC02g03821	3495	3910	3157	3634
MvSl-1064-A1-R4_MC02g03822	3545	5687	5070	3118
MvSl-1064-A1-R4_MC02g03823	1763	1699	1593	1480
MvSl-1064-A1-R4_MC02g03824	1253	1331	1410	1298
MvSl-1064-A1-R4_MC02g03825	745	935	973	695
MvSl-1064-A1-R4_MC02g03826	991	1037	946	887
MvSl-1064-A1-R4_MC02g03827	2497	3108	2186	2089
MvSl-1064-A1-R4_MC02g03828	227	156	101	155
MvSl-1064-A1-R4_MC02g03829	371	327	232	273
MvSl-1064-A1-R4_MC02g03830	280	147	138	233
MvSl-1064-A1-R4_MC02g03831	2723	2691	1925	2250
MvSl-1064-A1-R4_MC02g03832	3441	3453	2546	2747
MvSl-1064-A1-R4_MC02g03833	388	497	444	324
MvSl-1064-A1-R4_MC02g03834	520.499	475.66	421.974	425.878
MvSl-1064-A1-R4_MC02g03835	54.643	44.0747	46.104	37.8355
MvSl-1064-A1-R4_MC02g03836	2176	1780	1806	1952
MvSl-1064-A1-R4_MC02g03837	1095	840	632	840
MvSl-1064-A1-R4_MC02g03838	652	689	649	538
MvSl-1064-A1-R4_MC02g03839	548	464	332	508
MvSl-1064-A1-R4_MC02g03840	1634	1651	1395	1305
MvSl-1064-A1-R4_MC02g03841	7312	4342	3139	5432
MvSl-1064-A1-R4_MC02g03842	3353	3679	2213	2332
MvSl-1064-A1-R4_MC02g03843	1407	1680	1301	989
MvSl-1064-A1-R4_MC02g03844	2756	2661	2181	2638
MvSl-1064-A1-R4_MC02g03845	2762	2470	2487	3190
MvSl-1064-A1-R4_MC02g03846	5095	5575	5437	5683
MvSl-1064-A1-R4_MC02g03847	1195	1338	1110	1060
MvSl-1064-A1-R4_MC02g03848	589	623	622	634
MvSl-1064-A1-R4_MC02g03849	13805	13300	11037	12460
MvSl-1064-A1-R4_MC02g03850	31	66	91	62
MvSl-1064-A1-R4_MC02g03851	14	10	20	22
MvSl-1064-A1-R4_MC02g03852	26	63	130	70
MvSl-1064-A1-R4_MC02g03853	2470	3438	3166	2540
MvSl-1064-A1-R4_MC02g03854	370.84	353.218	189.017	203.231
MvSl-1064-A1-R4_MC02g03855	92.2214	52.6321	43.9603	47.4491
MvSl-1064-A1-R4_MC02g03856	208.786	268.336	297.529	214.172
MvSl-1064-A1-R4_MC02g03857	3267.48	3319.09	2902.46	2388.58
MvSl-1064-A1-R4_MC02g03858	400.233	388.412	284.967	285.997
MvSl-1064-A1-R4_MC02g03859	115	135	113	112
MvSl-1064-A1-R4_MC02g03860	190.19	167.012	139.83	132.28
MvSl-1064-A1-R4_MC02g03864	2278	2909	3049	2758
MvSl-1064-A1-R4_MC02g03865	739	919	683	655
MvSl-1064-A1-R4_MC02g03866	1244	1254	1234	1149
MvSl-1064-A1-R4_MC02g03867	3269	3800	4454	3225
MvSl-1064-A1-R4_MC02g03868	3394.74	3472.32	3308.3	3452.98
MvSl-1064-A1-R4_MC02g03869	2731	3218	3016	2593
MvSl-1064-A1-R4_MC02g03870	1944	1647	1752	1831
MvSl-1064-A1-R4_MC02g03871	7.51495	22.7737	17.6565	12.1458
MvSl-1064-A1-R4_MC02g03872	493.471	412.428	176.348	183.567
MvSl-1064-A1-R4_MC02g03873	124.686	121.472	72.7623	54.0373
MvSl-1064-A1-R4_MC02g03874	654.414	607.267	357.691	348.546
MvSl-1064-A1-R4_MC02g03875	430	305	306	328
MvSl-1064-A1-R4_MC02g03876	156	138	133	126
MvSl-1064-A1-R4_MC02g03877	918	1134	947	646
MvSl-1064-A1-R4_MC02g03878	239	209	170	229
MvSl-1064-A1-R4_MC02g03879	6806	4128	3089	5760
MvSl-1064-A1-R4_MC02g03880	603	603	472	467
MvSl-1064-A1-R4_MC02g03881	649.026	567.146	501.958	487.396
MvSl-1064-A1-R4_MC02g03882	364	396	305	342
MvSl-1064-A1-R4_MC02g03883	58	31	19	29
MvSl-1064-A1-R4_MC02g03884	2647	2779	2447	2324
MvSl-1064-A1-R4_MC02g03885	0	0	0	0
MvSl-1064-A1-R4_MC02g03887	73.5491	14.9772	50.8231	54.0997
MvSl-1064-A1-R4_MC02g03888	41.4854	39.4801	38.3855	52.3473
MvSl-1064-A1-R4_MC02g03889	942.314	665.122	726.801	841.273
MvSl-1064-A1-R4_MC02g03890	1481.14	1229	801	944
MvSl-1064-A1-R4_MC02g03891	3168.5	1818.55	428.976	511.415
MvSl-1064-A1-R4_MC02g03892	43.4728	31.1017	19	23.7093
MvSl-1064-A1-R4_MC02g03893	2093.7	1397.52	373.322	428.52
MvSl-1064-A1-R4_MC02g03894	3	2	1	2
MvSl-1064-A1-R4_MC02g03895	20	18	10	20
MvSl-1064-A1-R4_MC02g03896	341	408	474	302
MvSl-1064-A1-R4_MC02g03897	2358	2708	2560	2353
MvSl-1064-A1-R4_MC02g03898	407	465	322	296
MvSl-1064-A1-R4_MC02g03899	2229	2322	1491	1676
MvSl-1064-A1-R4_MC02g03900	3100	3529	3515	3688
MvSl-1064-A1-R4_MC02g03901	3	4	1	1
MvSl-1064-A1-R4_MC02g03902	1136	1002	966	917
MvSl-1064-A1-R4_MC02g03903	1076	1031	847	845
MvSl-1064-A1-R4_MC02g03904	954	1080	879	742
MvSl-1064-A1-R4_MC02g03905	10143	7035	6281	9553
MvSl-1064-A1-R4_MC02g03906	2018	2640	1958	1555
MvSl-1064-A1-R4_MC02g03907	178	195	124	135
MvSl-1064-A1-R4_MC02g03908	425	476	471	336
MvSl-1064-A1-R4_MC02g03909	4652	5063	5021	4634
MvSl-1064-A1-R4_MC02g03910	2400	2558	2008	2150
MvSl-1064-A1-R4_MC02g03911	713	839	1104	713
MvSl-1064-A1-R4_MC02g03912	1641	1687	1497	1554
MvSl-1064-A1-R4_MC02g03913	1126	1131	820	939
MvSl-1064-A1-R4_MC02g03914	15.0077	8.00218	10.0258	11.0329
MvSl-1064-A1-R4_MC02g03915	333	279	133	153
MvSl-1064-A1-R4_MC02g03916	5283.29	6676.09	6043.74	4790.91
MvSl-1064-A1-R4_MC02g03917	1080	1323	1213	1031
MvSl-1064-A1-R4_MC02g03918	2341	2251	2283	2086
MvSl-1064-A1-R4_MC02g03919	2095	2738	3230.89	1848
MvSl-1064-A1-R4_MC02g03920	2003	2458	2199	2065
MvSl-1064-A1-R4_MC02g03921	470	469	362	427
MvSl-1064-A1-R4_MC02g03922	693	565	163	294
MvSl-1064-A1-R4_MC02g03923	4596	4660	3231	4001
MvSl-1064-A1-R4_MC02g03924	495.869	679.371	407.031	318.142
MvSl-1064-A1-R4_MC02g03925	81628	122777	102235	60491
MvSl-1064-A1-R4_MC02g03926	2610	2820	2662	2577
MvSl-1064-A1-R4_MC02g03927	33	28	19	16
MvSl-1064-A1-R4_MC02g03928	183	108	156	127
MvSl-1064-A1-R4_MC02g03929	1279	1323	1422	1040
MvSl-1064-A1-R4_MC02g03930	734	795	444	490
MvSl-1064-A1-R4_MC02g03931	1130	1304	1146	1185
MvSl-1064-A1-R4_MC02g03932	404	409	331	327
MvSl-1064-A1-R4_MC02g03933	7731	6697	5599	7509
MvSl-1064-A1-R4_MC02g03934	19	11	5	13
MvSl-1064-A1-R4_MC02g03935	957	1279	1114	711
MvSl-1064-A1-R4_MC02g03936	1081	1148	1224	965
MvSl-1064-A1-R4_MC02g03937	3352	3194	2664	2659
MvSl-1064-A1-R4_MC02g03938	32	43	36	22
MvSl-1064-A1-R4_MC02g03939	192.266	78.0898	5.31534	7.15258
MvSl-1064-A1-R4_MC02g03940	22.8883	15.1645	12.8837	12.9002
MvSl-1064-A1-R4_MC02g03941	44.5996	50.8712	45.8462	30.2716
MvSl-1064-A1-R4_MC02g03943	2	5	8	9
MvSl-1064-A1-R4_MC02g03944	1601	1748	1243	1401
MvSl-1064-A1-R4_MC02g03945	764	967	858	716
MvSl-1064-A1-R4_MC02g03946	237	251	286	247
MvSl-1064-A1-R4_MC02g03948	169.182	165.714	240.646	231.128
MvSl-1064-A1-R4_MC02g03949	91	52	40	49
MvSl-1064-A1-R4_MC02g03950	10409	8244	4966	7402
MvSl-1064-A1-R4_MC02g03951	1375	1656	1515	1318
MvSl-1064-A1-R4_MC02g03952	3870	4078	3858	3780
MvSl-1064-A1-R4_MC02g03953	699	477	296	597
MvSl-1064-A1-R4_MC02g03954	1168	1299	1149	1326
MvSl-1064-A1-R4_MC02g03955	2919	2986	2347	2504
MvSl-1064-A1-R4_MC02g03956	8	3	7	5
MvSl-1064-A1-R4_MC02g03957	215	265	263	234
MvSl-1064-A1-R4_MC02g03958	651	635	582	501
MvSl-1064-A1-R4_MC02g03959	353	345	333	316
MvSl-1064-A1-R4_MC02g03960	2403	2895	2797	2014
MvSl-1064-A1-R4_MC02g03961	1197	1433	1522	1235
MvSl-1064-A1-R4_MC02g03962	1115	1211	1120	1151
MvSl-1064-A1-R4_MC02g03963	720	536	446	692
MvSl-1064-A1-R4_MC02g03964	629	529	423	424
MvSl-1064-A1-R4_MC02g03965	1474	1762	1277	1449
MvSl-1064-A1-R4_MC02g03966	0	1	0	0
MvSl-1064-A1-R4_MC02g03967	952	689	627	814
MvSl-1064-A1-R4_MC02g03968	253	242	234	266
MvSl-1064-A1-R4_MC02g03969	1919	2270	1919	1673
MvSl-1064-A1-R4_MC02g03970	752	947	592	615
MvSl-1064-A1-R4_MC02g03971	799	767	760	626
MvSl-1064-A1-R4_MC02g03972	2110	1888	1913	2053
MvSl-1064-A1-R4_MC02g03973	1642	1487	709	1027
MvSl-1064-A1-R4_MC02g03974	1887	1981	1279	1405
MvSl-1064-A1-R4_MC02g03975	462	449	352	376
MvSl-1064-A1-R4_MC02g03976	821	709	523	613
MvSl-1064-A1-R4_MC02g03977	504	239	64	256
MvSl-1064-A1-R4_MC02g03978	294	243	172	182
MvSl-1064-A1-R4_MC02g03979	17936	16206	16651	16662
MvSl-1064-A1-R4_MC02g03980	993	1001	841	813
MvSl-1064-A1-R4_MC02g03981	807	885	716	657
MvSl-1064-A1-R4_MC02g03982	187	139	88	170
MvSl-1064-A1-R4_MC02g03983	4304	5660	4565	3084
MvSl-1064-A1-R4_MC02g03984	650	670	617	387
MvSl-1064-A1-R4_MC02g03985	876	1035	1135	816
MvSl-1064-A1-R4_MC02g03986	8687	9122	7852	7393
MvSl-1064-A1-R4_MC02g03987	1750	2135	2170	1645
MvSl-1064-A1-R4_MC02g03988	4006	4483	3906	3566
MvSl-1064-A1-R4_MC02g03989	728	907	891	712
MvSl-1064-A1-R4_MC02g03990	396	353	314	330
MvSl-1064-A1-R4_MC02g03991	1660	1591	1543	1708
MvSl-1064-A1-R4_MC02g03992	588	384	617	691
MvSl-1064-A1-R4_MC02g03993	862	832	700	633
MvSl-1064-A1-R4_MC02g03994	5499	5422	4797	4569
MvSl-1064-A1-R4_MC02g03995	4766	5948	5510	4786
MvSl-1064-A1-R4_MC02g03996	64	24	42	64
MvSl-1064-A1-R4_MC02g03997	194.398	179.714	278.921	156.119
MvSl-1064-A1-R4_MC02g03998	47.2149	39.4396	33.5157	24.0866
MvSl-1064-A1-R4_MC02g03999	46.2825	31.6088	25.5879	42.6742
MvSl-1064-A1-R4_MC02g04000	88.4333	65.9656	78.6932	121.556
MvSl-1064-A1-R4_MC02g04001	671.943	386.464	245.454	329.817
MvSl-1064-A1-R4_MC02g04002	374.601	413.073	219.699	186.122
MvSl-1064-A1-R4_MC02g04003	10	12	12	10
MvSl-1064-A1-R4_MC02g04004	622	675	602	525
MvSl-1064-A1-R4_MC02g04005	4289	4701	5246	4489
MvSl-1064-A1-R4_MC02g04006	893	1063	991	900
MvSl-1064-A1-R4_MC02g04007	661	712	852	756
MvSl-1064-A1-R4_MC02g04008	5292	3845	3094	3964
MvSl-1064-A1-R4_MC02g04009	222	166	141	137
MvSl-1064-A1-R4_MC02g04010	91	71	43	61
MvSl-1064-A1-R4_MC02g04011	1688	1673	1507	1380
MvSl-1064-A1-R4_MC02g04012	645	452	488	566
MvSl-1064-A1-R4_MC02g04013	2480	1611	1265	1546
MvSl-1064-A1-R4_MC02g04014	308.079	295.113	224.668	317.86
MvSl-1064-A1-R4_MC02g04015	3313	3626	4785	3541
MvSl-1064-A1-R4_MC02g04016	413	392	276	296
MvSl-1064-A1-R4_MC02g04017	53	40	42	61
MvSl-1064-A1-R4_MC02g04018	2987	2907	2275	2279
MvSl-1064-A1-R4_MC02g04019	1044	1224	1018	851
MvSl-1064-A1-R4_MC02g04020	742	664	483	602
MvSl-1064-A1-R4_MC02g04021	885	892	872	831
MvSl-1064-A1-R4_MC02g04022	162	165	139	149
MvSl-1064-A1-R4_MC02g04023	37	30	18	28
MvSl-1064-A1-R4_MC02g04024	298	315	328	274
MvSl-1064-A1-R4_MC02g04025	138	138	145	131
MvSl-1064-A1-R4_MC02g04026	1137	1321	1213	1089
MvSl-1064-A1-R4_MC02g04027	2269	2536	2192	2018
MvSl-1064-A1-R4_MC02g04028	1	2	3	0
