gene	MvSlM1	MvSlM2
MvSl-1064-A1-R4_MC10-2g10041	3084	3281
MvSl-1064-A1-R4_MC10-2g10042	453	372
MvSl-1064-A1-R4_MC10-2g10043	273	294
MvSl-1064-A1-R4_MC10-2g10044	803	1125
MvSl-1064-A1-R4_MC10-2g10045	8301	5436
MvSl-1064-A1-R4_MC10-2g10048	1409	1372
MvSl-1064-A1-R4_MC10-2g10049	2619	4365
MvSl-1064-A1-R4_MC10-2g10051	14	10
MvSl-1064-A1-R4_MC10-2g10052	4445	4245
MvSl-1064-A1-R4_MC10-2g10053	5746	6193
MvSl-1064-A1-R4_MC10-2g10058	0	1
MvSl-1064-A1-R4_MC10-2g10059	838	485
MvSl-1064-A1-R4_MC10-2g10060	2017	1919
MvSl-1064-A1-R4_MC10-2g10061	15263	12361
MvSl-1064-A1-R4_MC10-2g10062	32	26
MvSl-1064-A1-R4_MC10-2g10063	537	512
MvSl-1064-A1-R4_MC10-2g10064	2466	1977
MvSl-1064-A1-R4_MC10-2g10065	1470	993
MvSl-1064-A1-R4_MC10-2g10066	44	29
MvSl-1064-A1-R4_MC10-2g10068	32818.4	20952.2
MvSl-1064-A1-R4_MC10-2g10069	11796	14309
MvSl-1064-A1-R4_MC10-2g10070	2837	2756
MvSl-1064-A1-R4_MC10-2g10071	1309	1187
MvSl-1064-A1-R4_MC10-2g10072	680	628
MvSl-1064-A1-R4_MC10-2g10073	994	806
MvSl-1064-A1-R4_MC10-2g10074	2878	3364
MvSl-1064-A1-R4_MC10-2g10075	13	10
MvSl-1064-A1-R4_MC10-2g10076	12963	11678
MvSl-1064-A1-R4_MC10-2g10080	2998	1786
MvSl-1064-A1-R4_MC10-2g10081	2221.98	2840.18
MvSl-1064-A1-R4_MC10-2g10082	15320	14594
MvSl-1064-A1-R4_MC10-2g10083	1174	1090
MvSl-1064-A1-R4_MC10-2g10084	6375	8914
MvSl-1064-A1-R4_MC10-2g10085	5567	4641
MvSl-1064-A1-R4_MC10-2g10086	297	295
MvSl-1064-A1-R4_MC10-2g10087	2250	2558
MvSl-1064-A1-R4_MC10-2g10088	300	252
MvSl-1064-A1-R4_MC10-2g10089	381	192
MvSl-1064-A1-R4_MC10-2g10090	30	22
MvSl-1064-A1-R4_MC10-2g10091	1878	1622
MvSl-1064-A1-R4_MC10-2g10092	28	38
MvSl-1064-A1-R4_MC10-2g10093	4055	3668
MvSl-1064-A1-R4_MC10-2g10095	2026	2213
MvSl-1064-A1-R4_MC10-2g10096	2681	3369
MvSl-1064-A1-R4_MC10-2g10097	3091	4333
MvSl-1064-A1-R4_MC10-2g10098	435	543
MvSl-1064-A1-R4_MC10-2g10099	2116	1545
MvSl-1064-A1-R4_MC10-2g10101	60749	44628
MvSl-1064-A1-R4_MC10-2g10102	7365	5267
MvSl-1064-A1-R4_MC10-2g10103	3281	3069
MvSl-1064-A1-R4_MC10-2g10104	7056	8285
MvSl-1064-A1-R4_MC10-2g10105	2316	2188
MvSl-1064-A1-R4_MC10-2g10106	3554	2909
MvSl-1064-A1-R4_MC10-2g10107	3642	3019
MvSl-1064-A1-R4_MC10-2g10108	286	229
MvSl-1064-A1-R4_MC10-2g10110	15760	16822
MvSl-1064-A1-R4_MC10-2g10111	3970	4097
MvSl-1064-A1-R4_MC10-2g10112	900	1457
MvSl-1064-A1-R4_MC10-2g10113	2406	3147
MvSl-1064-A1-R4_MC10-2g10114	3748	5410
MvSl-1064-A1-R4_MC10-2g10115	1580	1349
MvSl-1064-A1-R4_MC10-2g10116	1927	1538
MvSl-1064-A1-R4_MC10-2g10117	5581	4553
MvSl-1064-A1-R4_MC10-2g10119	306.836	162.666
MvSl-1064-A1-R4_MC10-2g10126	1821	1706
MvSl-1064-A1-R4_MC10-2g10127	2527	2165
MvSl-1064-A1-R4_MC10-2g10128	562	653
MvSl-1064-A1-R4_MC11g10157	2986	2902
MvSl-1064-A1-R4_MC11g10158	1319	1239
MvSl-1064-A1-R4_MC11g10159	1521	1377
MvSl-1064-A1-R4_MC11g10162	318	510
MvSl-1064-A1-R4_MC11g10163	1683	1772
MvSl-1064-A1-R4_MC11g10164	4523	3427
MvSl-1064-A1-R4_MC11g10165	1	1
MvSl-1064-A1-R4_MC11g10169	1859	1853
MvSl-1064-A1-R4_MC11g10170	1648	1201
MvSl-1064-A1-R4_MC11g10171	1850	2296
MvSl-1064-A1-R4_MC11g10172	1	2
MvSl-1064-A1-R4_MC11g10173	5	7
MvSl-1064-A1-R4_MC11g10176	420	278
MvSl-1064-A1-R4_MC11g10207	1053	1557
MvSl-1064-A1-R4_MC11g10208	4706	3784
MvSl-1064-A1-R4_MC11g10209	2018	1573
MvSl-1064-A1-R4_MC11g10210	10545	9417
MvSl-1064-A1-R4_MC11g10215	3285.22	3068.38
MvSl-1064-A1-R4_MC11g10221	2036.9	2298.03
MvSl-1064-A1-R4_MC11g10223	61	60
MvSl-1064-A1-R4_MC11g10227	4356	3785
MvSl-1064-A1-R4_MC11g10229	9138	11460
MvSl-1064-A1-R4_MC11g10230	4359	9553
MvSl-1064-A1-R4_MC11g10233	10658	8440
MvSl-1064-A1-R4_MC11g10237	966	888
MvSl-1064-A1-R4_MC11g10238	66988	92825
MvSl-1064-A1-R4_MC11g10239	373.005	366.004
MvSl-1064-A1-R4_MC11g10240	495	388
MvSl-1064-A1-R4_MC11g10241	29	47
MvSl-1064-A1-R4_MC11g10242	1588	1496
MvSl-1064-A1-R4_MC11g10243	666	740
MvSl-1064-A1-R4_MC11g10244	3552	3455
MvSl-1064-A1-R4_MC11g10245	4033	4087
MvSl-1064-A1-R4_MC11g10246	11841	12359
MvSl-1064-A1-R4_MC11g10247	1938	3119
MvSl-1064-A1-R4_MC11g10250	531	457
MvSl-1064-A1-R4_MC11g10251	2209	2295
MvSl-1064-A1-R4_MC11g10252	219	188
MvSl-1064-A1-R4_MC11g10255	1864	1039
MvSl-1064-A1-R4_MC11g10257	57722	63063
MvSl-1064-A1-R4_MC11g10258	1380	1912
MvSl-1064-A1-R4_MC11g10259	777	1185
MvSl-1064-A1-R4_MC11g10260	660	635
MvSl-1064-A1-R4_MC11g10264	1312	1128
MvSl-1064-A1-R4_MC11g10265	806	616
MvSl-1064-A1-R4_MC11g10269	3916	3638
MvSl-1064-A1-R4_MC11g10270	903	967
MvSl-1064-A1-R4_MC11g10277	325	260
MvSl-1064-A1-R4_MC11g10278	907	841
MvSl-1064-A1-R4_MC11g10279	280	203
MvSl-1064-A1-R4_MC11g10280	4714	4427
MvSl-1064-A1-R4_MC11g10281	3156	3025
MvSl-1064-A1-R4_MC11g10282	7069.07	6596.67
MvSl-1064-A1-R4_MC11g10287	6821.93	6043.33
MvSl-1064-A1-R4_MC11g10288	3350	3520
MvSl-1064-A1-R4_MC11g10289	2145.38	2630.93
MvSl-1064-A1-R4_MC11g10290	408	450
MvSl-1064-A1-R4_MC11g10291	9580	9073
MvSl-1064-A1-R4_MC11g10292	1884	1492
MvSl-1064-A1-R4_MC11g10293	1302.51	1255.56
MvSl-1064-A1-R4_MC11g10294	2823	3245
MvSl-1064-A1-R4_MC11g10295	3014	3579
MvSl-1064-A1-R4_MC11g10297	8113	12182
MvSl-1064-A1-R4_MC11g10299	633	729
MvSl-1064-A1-R4_MC11g10300	1512	1167
MvSl-1064-A1-R4_MC11g10304	1520	1666
MvSl-1064-A1-R4_MC11g10305	7097	4455
MvSl-1064-A1-R4_MC11g10306	8260	5542
MvSl-1064-A1-R4_MC11g10307	618	448
MvSl-1064-A1-R4_MC11g10308	2179	1888
MvSl-1064-A1-R4_MC11g10309	3217	3066
MvSl-1064-A1-R4_MC11g10310	7276	5016
MvSl-1064-A1-R4_MC11g10311	5667	3888
MvSl-1064-A1-R4_MC11g10313	3478	2564
MvSl-1064-A1-R4_MC11g10314	1446	1068
MvSl-1064-A1-R4_MC11g10319	2955	2881
MvSl-1064-A1-R4_MC11g10320	1209	1430
MvSl-1064-A1-R4_MC11g10323	999	876
MvSl-1064-A1-R4_MC11g10324	838	643
MvSl-1064-A1-R4_MC11g10325	4557	4570
MvSl-1064-A1-R4_MC11g10326	40	27
MvSl-1064-A1-R4_MC11g10327	4122	4012
MvSl-1064-A1-R4_MC11g10328	4153	3736
MvSl-1064-A1-R4_MC11g10329	496	425
MvSl-1064-A1-R4_MC11g10330	526	423
MvSl-1064-A1-R4_MC11g10331	4	7
MvSl-1064-A1-R4_MC11g10332	2634	2103
MvSl-1064-A1-R4_MC11g10333	1082	721
MvSl-1064-A1-R4_MC11g10334	2971	2037
MvSl-1064-A1-R4_MC11g10336	1072	964
MvSl-1064-A1-R4_MC11g10337	1215	1251
MvSl-1064-A1-R4_MC11g10338	257	117
MvSl-1064-A1-R4_MC11g10342	1632	1786
MvSl-1064-A1-R4_MC11g10344	5699	6189
MvSl-1064-A1-R4_MC11g10350	1765	2660
MvSl-1064-A1-R4_MC11g10351	983	448
MvSl-1064-A1-R4_MC11g10352	5848	6133
MvSl-1064-A1-R4_MC11g10354	4972	6851
MvSl-1064-A1-R4_MC11g10355	2851	2981
MvSl-1064-A1-R4_MC11g10356	3040	2766
MvSl-1064-A1-R4_MC11g10358	8999	9183
MvSl-1064-A1-R4_MC11g10359	357	386
MvSl-1064-A1-R4_MC11g10360	602	927
MvSl-1064-A1-R4_MC11g10363	2776	2002
MvSl-1064-A1-R4_MC11g10364	4016	3443
MvSl-1064-A1-R4_MC11g10365	3164	2455
MvSl-1064-A1-R4_MC11g10367	676	606
MvSl-1064-A1-R4_MC11g10368	4617	4173
MvSl-1064-A1-R4_MC11g10369	1404	895
MvSl-1064-A1-R4_MC11g10371	3862	3091
MvSl-1064-A1-R4_MC11g10372	51	17
MvSl-1064-A1-R4_MC11g10373	2235	2217
MvSl-1064-A1-R4_MC11g10374	2164	1906
MvSl-1064-A1-R4_MC11g10375	3754	3866
MvSl-1064-A1-R4_MC11g10376	4	17
MvSl-1064-A1-R4_MC11g10377	3405	3804
MvSl-1064-A1-R4_MC11g10378	493	371
MvSl-1064-A1-R4_MC11g10379	1765	1883
MvSl-1064-A1-R4_MC11g10380	4531	3609
MvSl-1064-A1-R4_MC11g10381	1076	983
MvSl-1064-A1-R4_MC11g10382	917.182	650.177
MvSl-1064-A1-R4_MC11g10383	684	501
MvSl-1064-A1-R4_MC11g10386	1070	601
MvSl-1064-A1-R4_MC11g10387	1755	1088
MvSl-1064-A1-R4_MC11g10388	565	336
MvSl-1064-A1-R4_MC11g10389	1112	873
MvSl-1064-A1-R4_MC11g10391	15491	11058
MvSl-1064-A1-R4_MC11g10392	1436	1029
MvSl-1064-A1-R4_MC11g10395	9851	8167
MvSl-1064-A1-R4_MC11g10398	637	495
MvSl-1064-A1-R4_MC11g10399	209	264
MvSl-1064-A1-R4_MC11g10400	1207	1248
MvSl-1064-A1-R4_MC11g10404	575	490
MvSl-1064-A1-R4_MC11g10405	1627	1379
MvSl-1064-A1-R4_MC11g10406	3218	3204
MvSl-1064-A1-R4_MC11g10408	639	509
MvSl-1064-A1-R4_MC11g10409	244	178
MvSl-1064-A1-R4_MC11g10410	463	335
MvSl-1064-A1-R4_MC11g10411	941	878
MvSl-1064-A1-R4_MC11g10412	3567	3971
MvSl-1064-A1-R4_MC11g10414	1641	1174
MvSl-1064-A1-R4_MC11g10415	2161	2379
MvSl-1064-A1-R4_MC11g10416	730	633
MvSl-1064-A1-R4_MC11g10417	800	627
MvSl-1064-A1-R4_MC11g10418	1442	1071
MvSl-1064-A1-R4_MC11g10419	2969	1774
MvSl-1064-A1-R4_MC11g10420	6999	9911
MvSl-1064-A1-R4_MC11g10421	3280	2811
MvSl-1064-A1-R4_MC11g10424	2871	2542
MvSl-1064-A1-R4_MC11g10425	805	709
MvSl-1064-A1-R4_MC11g10426	3390	3153
MvSl-1064-A1-R4_MC11g10427	17	15
MvSl-1064-A1-R4_MC11g10428	2279	1509
MvSl-1064-A1-R4_MC11g10429	1005	569
MvSl-1064-A1-R4_MC11g10430	934	558
MvSl-1064-A1-R4_MC11g10431	2605	1800
MvSl-1064-A1-R4_MC11g10432	4893.37	5687
MvSl-1064-A1-R4_MC11g10433	4777.74	4247.74
MvSl-1064-A1-R4_MC11g10434	5	8
MvSl-1064-A1-R4_MC11g10435	193	292
MvSl-1064-A1-R4_MC11g10436	3791	5143
MvSl-1064-A1-R4_MC11g10442	2684	2596
MvSl-1064-A1-R4_MC11g10443	880	773
MvSl-1064-A1-R4_MC11g10444	47	20
MvSl-1064-A1-R4_MC11g10445	60826	62404
MvSl-1064-A1-R4_MC11g10446	1395	1334
MvSl-1064-A1-R4_MC11g10447	16	22
MvSl-1064-A1-R4_MC11g10448	5495	4869
MvSl-1064-A1-R4_MC11g10449	28	28
MvSl-1064-A1-R4_MC11g10450	0	0
MvSl-1064-A1-R4_MC11g10451	4769	5607
MvSl-1064-A1-R4_MC11g10452	678	400
MvSl-1064-A1-R4_MC11g10453	3865	2755
MvSl-1064-A1-R4_MC11g10454	3393	2799
MvSl-1064-A1-R4_MC11g10455	476	347
MvSl-1064-A1-R4_MC11g10456	4	9
MvSl-1064-A1-R4_MC11g10457	58	61
MvSl-1064-A1-R4_MC11g10458	641	784
MvSl-1064-A1-R4_MC11g10459	3444	3453
MvSl-1064-A1-R4_MC11g10460	7020	7998
MvSl-1064-A1-R4_MC11g10461	5345	5451
MvSl-1064-A1-R4_MC11g10462	1308	1330
MvSl-1064-A1-R4_MC11g10463	1762	1748
MvSl-1064-A1-R4_MC11g10464	5550	4859
MvSl-1064-A1-R4_MC11g10465	9796	6758
MvSl-1064-A1-R4_MC11g10466	494	443
MvSl-1064-A1-R4_MC11g10467	3220	2585
MvSl-1064-A1-R4_MC11g10470	1227	1208
MvSl-1064-A1-R4_MC11g10471	2289	1979
MvSl-1064-A1-R4_MC11g10472	445	412
MvSl-1064-A1-R4_MC11g10473	1236	1663
MvSl-1064-A1-R4_MC11g10474	4537	5169
MvSl-1064-A1-R4_MC11g10475	1258	1365
MvSl-1064-A1-R4_MC11g10476	523	941
MvSl-1064-A1-R4_MC11g10477	113	91
MvSl-1064-A1-R4_MC11g10478	3893	3323
MvSl-1064-A1-R4_MC11g10484	914	951
MvSl-1064-A1-R4_MC11g10485	716	658
MvSl-1064-A1-R4_MC11g10486	1020	1291
MvSl-1064-A1-R4_MC11g10489	670	589
MvSl-1064-A1-R4_MC11g10490	1225	1645
MvSl-1064-A1-R4_MC11g10491	1399	1049
MvSl-1064-A1-R4_MC11g10493	890	1007
MvSl-1064-A1-R4_MC11g10494	1386	1072
MvSl-1064-A1-R4_MC11g10497	57860	145069
MvSl-1064-A1-R4_MC11g10498	2092	1822
MvSl-1064-A1-R4_MC11g10503	0	2
MvSl-1064-A1-R4_MC11g10504	618	381
MvSl-1064-A1-R4_MC11g10505	2802	6465
MvSl-1064-A1-R4_MC11g10506	509	583
MvSl-1064-A1-R4_MC11g10507	605	476
MvSl-1064-A1-R4_MC11g10508	100	107
MvSl-1064-A1-R4_MC11g10509	2104	1652
MvSl-1064-A1-R4_MC11g10510	33	21
MvSl-1064-A1-R4_MC11g10511	3556	2772
MvSl-1064-A1-R4_MC11g10512	3776	3176
MvSl-1064-A1-R4_MC11g10513	3300	2864
MvSl-1064-A1-R4_MC11g10516	769	565
MvSl-1064-A1-R4_MC11g10517	3576	2588
MvSl-1064-A1-R4_MC11g10518	414	330
MvSl-1064-A1-R4_MC11g10520	623	634
MvSl-1064-A1-R4_MC11g10521	13339	15254
MvSl-1064-A1-R4_MC11g10522	3523	2929
MvSl-1064-A1-R4_MC11g10523	2704	2294
MvSl-1064-A1-R4_MC11g10525	1348	1406
MvSl-1064-A1-R4_MC11g10526	6133	3486
MvSl-1064-A1-R4_MC11g10529	1307	870
MvSl-1064-A1-R4_MC11g10530	735	566
MvSl-1064-A1-R4_MC11g10531	51	60
MvSl-1064-A1-R4_MC11g10532	11786	9915
MvSl-1064-A1-R4_MC11g10533	1354	1228
MvSl-1064-A1-R4_MC11g10535	2684	2083
MvSl-1064-A1-R4_MC11g10536	2774	2854
MvSl-1064-A1-R4_MC11g10537	4206	4028
MvSl-1064-A1-R4_MC11g10538	3705	2798
MvSl-1064-A1-R4_MC11g10542	4530	4903
MvSl-1064-A1-R4_MC11g10543	2764	1773
MvSl-1064-A1-R4_MC11g10544	8	9
MvSl-1064-A1-R4_MC11g10545	3797	3257
MvSl-1064-A1-R4_MC11g10547	5077	4736
MvSl-1064-A1-R4_MC11g10548	990	858
MvSl-1064-A1-R4_MC11g10550	6440	4112
MvSl-1064-A1-R4_MC11g10551	3668	2737
MvSl-1064-A1-R4_MC11g10552	5262	3463
MvSl-1064-A1-R4_MC11g10553	612	600
MvSl-1064-A1-R4_MC11g10560	2091	2041
MvSl-1064-A1-R4_MC11g10561	873	860
MvSl-1064-A1-R4_MC11g10562	104	91
MvSl-1064-A1-R4_MC11g10563	561	452
MvSl-1064-A1-R4_MC11g10567	3250	3006
MvSl-1064-A1-R4_MC11g10568	5265	5853
MvSl-1064-A1-R4_MC11g10570	402	814
MvSl-1064-A1-R4_MC11g10571	112.932	166.603
MvSl-1064-A1-R4_MC11g10578	6993	7996
MvSl-1064-A1-R4_MC11g10579	3343	3833
MvSl-1064-A1-R4_MC11g10580	22	22
MvSl-1064-A1-R4_MC11g10581	1187	1270
MvSl-1064-A1-R4_MC11g10582	2061	1759
MvSl-1064-A1-R4_MC11g10583	6530	5524
MvSl-1064-A1-R4_MC11g10584	2307	1807
MvSl-1064-A1-R4_MC11g10585	103	96
MvSl-1064-A1-R4_MC11g10586	112	137
MvSl-1064-A1-R4_MC11g10587	254	241
MvSl-1064-A1-R4_MC11g10589	1266	1446
MvSl-1064-A1-R4_MC11g10590	3583	2778
MvSl-1064-A1-R4_MC11g10591	145	109
MvSl-1064-A1-R4_MC11g10592	8588	1310
MvSl-1064-A1-R4_MC11g10593	1399	1201
MvSl-1064-A1-R4_MC11g10594	248	227
MvSl-1064-A1-R4_MC11g10595	3558	3229
MvSl-1064-A1-R4_MC11g10598	859	831
MvSl-1064-A1-R4_MC11g10599	2692	2585
MvSl-1064-A1-R4_MC11g10600	18	18
MvSl-1064-A1-R4_MC11g10603	0	0
MvSl-1064-A1-R4_MC11g10604	1275	1130
MvSl-1064-A1-R4_MC11g10605	2746	2880
MvSl-1064-A1-R4_MC11g10606	4291	2928
MvSl-1064-A1-R4_MC11g10607	2179	2128
MvSl-1064-A1-R4_MC11g10608	2581	3444
MvSl-1064-A1-R4_MC11g10613	1778	2676
MvSl-1064-A1-R4_MC11g10614	1332	1085
MvSl-1064-A1-R4_MC11g10620	1450	1044
MvSl-1064-A1-R4_MC11g10621	1853	1498
MvSl-1064-A1-R4_MC11g10622	3572	3634
MvSl-1064-A1-R4_MC11g10626	84.3608	93.2337
MvSl-1064-A1-R4_MC11g10627	56.9917	60.4512
MvSl-1064-A1-R4_MC11g10632	9	6
MvSl-1064-A1-R4_MC11g10633	5548	5016
MvSl-1064-A1-R4_MC11g10634	411.492	331.346
MvSl-1064-A1-R4_MC11g10635	993	1011
MvSl-1064-A1-R4_MC11g10636	3750	3807
MvSl-1064-A1-R4_MC11g10637	1870	1564
MvSl-1064-A1-R4_MC11g10638	12284	12807
MvSl-1064-A1-R4_MC11g10639	3952	5513
MvSl-1064-A1-R4_MC11g10640	86	76
MvSl-1064-A1-R4_MC11g10641	14099	13470
MvSl-1064-A1-R4_MC11g10657	3575	3785
MvSl-1064-A1-R4_MC11g10663	6690	6949
MvSl-1064-A1-R4_MC11g10664	919	640
MvSl-1064-A1-R4_MC11g10665	2345	2163
MvSl-1064-A1-R4_MC11g10666	3	1
MvSl-1064-A1-R4_MC11g10667	23	19
MvSl-1064-A1-R4_MC11g10668	191	249
MvSl-1064-A1-R4_MC11g10669	11	9
MvSl-1064-A1-R4_MC11g10670	48	46
MvSl-1064-A1-R4_MC11g10676	1681	1671
MvSl-1064-A1-R4_MC11g10677	98	113
MvSl-1064-A1-R4_MC11g10678	1018	1201
MvSl-1064-A1-R4_MC11g10679	350	309
MvSl-1064-A1-R4_MC11g10680	1712	2022
MvSl-1064-A1-R4_MC11g10689	41477	40857
MvSl-1064-A1-R4_MC11g10690	6091	6928
MvSl-1064-A1-R4_MC11g10692	3495	3522
MvSl-1064-A1-R4_MC11g10693	286	294
MvSl-1064-A1-R4_MC11g10695	25055	34327
MvSl-1064-A1-R4_MC11g10696	1188	1710
MvSl-1064-A1-R4_MC11g10697	4159	3884
MvSl-1064-A1-R4_MC11g10698	27	26
MvSl-1064-A1-R4_MC11g10704	4391	4025
MvSl-1064-A1-R4_MC11g10707	3708	5739
MvSl-1064-A1-R4_MC11g10708	3226	4469
MvSl-1064-A1-R4_MC11g10709	649	766
MvSl-1064-A1-R4_MC11g10710	8374	8002
MvSl-1064-A1-R4_MC11g10711	3703	3997
MvSl-1064-A1-R4_MC11g10712	2613	1916
MvSl-1064-A1-R4_MC11g10713	1711	1317
MvSl-1064-A1-R4_MC11g10714	3913	3756
MvSl-1064-A1-R4_MC11g10719	1861	1441
MvSl-1064-A1-R4_MC11g10720	2941	2636
MvSl-1064-A1-R4_MC11g10723	4566	3706
MvSl-1064-A1-R4_MC11g10724	1432	1508
MvSl-1064-A1-R4_MC11g10725	174	127
MvSl-1064-A1-R4_MC11g10726	2530	3105
MvSl-1064-A1-R4_MC12g10750	2652	3290
MvSl-1064-A1-R4_MC12g10751	199	220
MvSl-1064-A1-R4_MC12g10752	9935	8684
MvSl-1064-A1-R4_MC12g10753	1963	2027
MvSl-1064-A1-R4_MC12g10755	3194	2621
MvSl-1064-A1-R4_MC12g10756	42	38
MvSl-1064-A1-R4_MC12g10767	3590	3961
MvSl-1064-A1-R4_MC12g10768	3755	3152
MvSl-1064-A1-R4_MC12g10769	1276	1123
MvSl-1064-A1-R4_MC12g10770	1489	1098
MvSl-1064-A1-R4_MC12g10771	5108	4452
MvSl-1064-A1-R4_MC12g10772	715	714
MvSl-1064-A1-R4_MC12g10773	2898	3158
MvSl-1064-A1-R4_MC12g10774	1311	1385
MvSl-1064-A1-R4_MC12g10775	4247	4387
MvSl-1064-A1-R4_MC12g10781	627	570
MvSl-1064-A1-R4_MC12g10782	368	304
MvSl-1064-A1-R4_MC12g10783	723	678
MvSl-1064-A1-R4_MC12g10784	2647	1787
MvSl-1064-A1-R4_MC12g10785	577	412
MvSl-1064-A1-R4_MC12g10786	27	20
MvSl-1064-A1-R4_MC12g10789	0	1
MvSl-1064-A1-R4_MC12g10790	2371	1962
MvSl-1064-A1-R4_MC12g10791	1371	1211
MvSl-1064-A1-R4_MC12g10792	13751	10671
MvSl-1064-A1-R4_MC12g10793	4322	4588
MvSl-1064-A1-R4_MC12g10794	6699	6303
MvSl-1064-A1-R4_MC12g10795	3526	3944
MvSl-1064-A1-R4_MC12g10796	2743	2159
MvSl-1064-A1-R4_MC12g10797	2553	1968
MvSl-1064-A1-R4_MC12g10798	6359	5810
MvSl-1064-A1-R4_MC12g10805	4682	3642
MvSl-1064-A1-R4_MC12g10806	1244	1092
MvSl-1064-A1-R4_MC12g10811	18099	18750
MvSl-1064-A1-R4_MC12g10813	36	27
MvSl-1064-A1-R4_MC12g10814	1761	1466
MvSl-1064-A1-R4_MC12g10815	2604	2664
MvSl-1064-A1-R4_MC12g10816	962	901
MvSl-1064-A1-R4_MC12g10817	2877	2505
MvSl-1064-A1-R4_MC12g10818	82	60
MvSl-1064-A1-R4_MC12g10819	185	108
MvSl-1064-A1-R4_MC12g10820	2	2
MvSl-1064-A1-R4_MC12g10821	1572	1711
MvSl-1064-A1-R4_MC12g10823	4130	4046
MvSl-1064-A1-R4_MC12g10824	20040	14803
MvSl-1064-A1-R4_MC12g10825	588	624
MvSl-1064-A1-R4_MC12g10826	648	577
MvSl-1064-A1-R4_MC12g10827	8886.2	4851.71
MvSl-1064-A1-R4_MC12g10830	3065	3018
MvSl-1064-A1-R4_MC12g10831	1585	1591
MvSl-1064-A1-R4_MC12g10832	5600	6066
MvSl-1064-A1-R4_MC12g10833	207	173
MvSl-1064-A1-R4_MC12g10834	904	849
MvSl-1064-A1-R4_MC12g10835	1341	1071
MvSl-1064-A1-R4_MC12g10836	5322	5802
MvSl-1064-A1-R4_MC12g10837	7440	8728
MvSl-1064-A1-R4_MC12g10838	4736	4114
MvSl-1064-A1-R4_MC12g10839	4212	3639
MvSl-1064-A1-R4_MC12g10840	1605	1141
MvSl-1064-A1-R4_MC12g10841	4264	5660
MvSl-1064-A1-R4_MC12g10844	7002	7012
MvSl-1064-A1-R4_MC12g10845	13101	18956
MvSl-1064-A1-R4_MC12g10846	2331	2294
MvSl-1064-A1-R4_MC12g10847	490	420
MvSl-1064-A1-R4_MC12g10848	4101	3313
MvSl-1064-A1-R4_MC12g10850	19606	15149
MvSl-1064-A1-R4_MC12g10851	5574	5641
MvSl-1064-A1-R4_MC12g10852	2821	2205
MvSl-1064-A1-R4_MC12g10853	4230	4634
MvSl-1064-A1-R4_MC12g10854	9145	9907
MvSl-1064-A1-R4_MC12g10855	1904	2231
MvSl-1064-A1-R4_MC12g10856	6071	5504
MvSl-1064-A1-R4_MC12g10857	336	253
MvSl-1064-A1-R4_MC12g10858	1170	1107
MvSl-1064-A1-R4_MC12g10859	312	276
MvSl-1064-A1-R4_MC12g10860	1393	1602
MvSl-1064-A1-R4_MC12g10867	1589	1533
MvSl-1064-A1-R4_MC12g10868	644	733
MvSl-1064-A1-R4_MC12g10870	2003	2260.61
MvSl-1064-A1-R4_MC12g10871	17	35
MvSl-1064-A1-R4_MC12g10878	1477	1345
MvSl-1064-A1-R4_MC12g10879	441	402
MvSl-1064-A1-R4_MC12g10880	2289	2323
MvSl-1064-A1-R4_MC12g10881	3991	3623
MvSl-1064-A1-R4_MC12g10882	2907	2430
MvSl-1064-A1-R4_MC12g10883	353	303
MvSl-1064-A1-R4_MC12g10885	9132	7934
MvSl-1064-A1-R4_MC12g10886	223	179
MvSl-1064-A1-R4_MC12g10887	1259	1058
MvSl-1064-A1-R4_MC12g10888	1082	945
MvSl-1064-A1-R4_MC12g10889	5653	4825
MvSl-1064-A1-R4_MC12g10890	3020	2844
MvSl-1064-A1-R4_MC12g10897	2423	2076
MvSl-1064-A1-R4_MC12g10898	3405	3276
MvSl-1064-A1-R4_MC12g10899	4	6
MvSl-1064-A1-R4_MC12g10900	0	7.16294
MvSl-1064-A1-R4_MC12g10901	394	269
MvSl-1064-A1-R4_MC12g10902	655	514
MvSl-1064-A1-R4_MC12g10903	5381	5838
MvSl-1064-A1-R4_MC12g10904	873	1176
MvSl-1064-A1-R4_MC12g10905	10394	8176
MvSl-1064-A1-R4_MC12g10906	6367	7042
MvSl-1064-A1-R4_MC12g10907	813	685
MvSl-1064-A1-R4_MC12g10908	502	472
MvSl-1064-A1-R4_MC12g10909	4499	3806
MvSl-1064-A1-R4_MC12g10910	297	278
MvSl-1064-A1-R4_MC12g10911	9029	12894
MvSl-1064-A1-R4_MC12g10913	600	518
MvSl-1064-A1-R4_MC12g10915	1781	1683
MvSl-1064-A1-R4_MC12g10916	4405	4954
MvSl-1064-A1-R4_MC12g10918	779	572
MvSl-1064-A1-R4_MC12g10919	9946	8276
MvSl-1064-A1-R4_MC12g10921	378.955	409.547
MvSl-1064-A1-R4_MC12g10923	7677	4988
MvSl-1064-A1-R4_MC12g10924	94	69
MvSl-1064-A1-R4_MC12g10925	699	707
MvSl-1064-A1-R4_MC12g10926	111	74
MvSl-1064-A1-R4_MC12g10927	2133	1683
MvSl-1064-A1-R4_MC12g10930	1501	1070
MvSl-1064-A1-R4_MC12g10931	1547	2653
MvSl-1064-A1-R4_MC12g10932	2826	2194
MvSl-1064-A1-R4_MC12g10933	2258	1879
MvSl-1064-A1-R4_MC12g10934	2142	1452
