aa	bb	cc	dd	ee	target_id	A2_1	A2_2
MvSl-1064-A1-R4_MC09-2g09509	MvSl-1064-A2-R4_MC09g09783	MvSl-1064-A1-R4_MC09-2g09509	2276	2559	MvSl-1064-A2-R4_MC09g09783	2593	2929
MvSl-1064-A1-R4_MC09-2g09510	MvSl-1064-A2-R4_MC09g09784	MvSl-1064-A1-R4_MC09-2g09510	1690	1897	MvSl-1064-A2-R4_MC09g09784	1879	1986
MvSl-1064-A1-R4_MC09-2g09511	MvSl-1064-A2-R4_MC09g09785	MvSl-1064-A1-R4_MC09-2g09511	363	378	MvSl-1064-A2-R4_MC09g09785	382	379
MvSl-1064-A1-R4_MC09-2g09512	MvSl-1064-A2-R4_MC09g09786	MvSl-1064-A1-R4_MC09-2g09512	9076	8647	MvSl-1064-A2-R4_MC09g09786	10918	12132
MvSl-1064-A1-R4_MC09-2g09513	MvSl-1064-A2-R4_MC09g09787	MvSl-1064-A1-R4_MC09-2g09513	2853	3210	MvSl-1064-A2-R4_MC09g09787	3298	2988
MvSl-1064-A1-R4_MC09-2g09514	MvSl-1064-A2-R4_MC09g09788	MvSl-1064-A1-R4_MC09-2g09514	1806	2771	MvSl-1064-A2-R4_MC09g09788	1612	1895
MvSl-1064-A1-R4_MC09-2g09515	MvSl-1064-A2-R4_MC09g09789	MvSl-1064-A1-R4_MC09-2g09515	1241	1268	MvSl-1064-A2-R4_MC09g09789	1591	1328
MvSl-1064-A1-R4_MC09-2g09516	MvSl-1064-A2-R4_MC09g09790	MvSl-1064-A1-R4_MC09-2g09516	384	529	MvSl-1064-A2-R4_MC09g09790	468	550
MvSl-1064-A1-R4_MC09-2g09517	MvSl-1064-A2-R4_MC09g09791	MvSl-1064-A1-R4_MC09-2g09517	1571	2131	MvSl-1064-A2-R4_MC09g09791	1549	1692
MvSl-1064-A1-R4_MC09-2g09518	MvSl-1064-A2-R4_MC09g09792	MvSl-1064-A1-R4_MC09-2g09518	1003	1053	MvSl-1064-A2-R4_MC09g09792	1312	1252
MvSl-1064-A1-R4_MC09-2g09519	MvSl-1064-A2-R4_MC09g09793	MvSl-1064-A1-R4_MC09-2g09519	1721	1892	MvSl-1064-A2-R4_MC09g09793	2267	2459
MvSl-1064-A1-R4_MC09-2g09520	MvSl-1064-A2-R4_MC09g09794	MvSl-1064-A1-R4_MC09-2g09520	388.038	498.467	MvSl-1064-A2-R4_MC09g09794	404.988	419.593
MvSl-1064-A1-R4_MC09-2g09521	MvSl-1064-A2-R4_MC09g09795	MvSl-1064-A1-R4_MC09-2g09521	4988	16746	MvSl-1064-A2-R4_MC09g09795	5351	12313
MvSl-1064-A1-R4_MC09-2g09522	MvSl-1064-A2-R4_MC09g09796	MvSl-1064-A1-R4_MC09-2g09522	1040	4071	MvSl-1064-A2-R4_MC09g09796	1102	3213
MvSl-1064-A1-R4_MC09-2g09523	MvSl-1064-A2-R4_MC09g09797	MvSl-1064-A1-R4_MC09-2g09523	33	54	MvSl-1064-A2-R4_MC09g09797	79	82
MvSl-1064-A1-R4_MC09-2g09524	MvSl-1064-A2-R4_MC09g09798	MvSl-1064-A1-R4_MC09-2g09524	2934	2547	MvSl-1064-A2-R4_MC09g09798	4890	4759
MvSl-1064-A1-R4_MC09-2g09525	MvSl-1064-A2-R4_MC09g09799	MvSl-1064-A1-R4_MC09-2g09525	1548	1730	MvSl-1064-A2-R4_MC09g09799	1704	1887
MvSl-1064-A1-R4_MC09-2g09526	MvSl-1064-A2-R4_MC09g09800	MvSl-1064-A1-R4_MC09-2g09526	31	13	MvSl-1064-A2-R4_MC09g09800	19	22
MvSl-1064-A1-R4_MC09-2g09527	MvSl-1064-A2-R4_MC09g09801	MvSl-1064-A1-R4_MC09-2g09527	1332	1229	MvSl-1064-A2-R4_MC09g09801	2583	2061
MvSl-1064-A1-R4_MC09-2g09528	MvSl-1064-A2-R4_MC09g09802	MvSl-1064-A1-R4_MC09-2g09528	660	864	MvSl-1064-A2-R4_MC09g09802	899	939
MvSl-1064-A1-R4_MC09-2g09529	MvSl-1064-A2-R4_MC09g09803	MvSl-1064-A1-R4_MC09-2g09529	724	956	MvSl-1064-A2-R4_MC09g09803	853	906
MvSl-1064-A1-R4_MC09-2g09530	MvSl-1064-A2-R4_MC09g09804	MvSl-1064-A1-R4_MC09-2g09530	2519	1907	MvSl-1064-A2-R4_MC09g09804	2772	2492
MvSl-1064-A1-R4_MC09-2g09531	MvSl-1064-A2-R4_MC09g09805	MvSl-1064-A1-R4_MC09-2g09531	9940.32	7474.94	MvSl-1064-A2-R4_MC09g09805	14634.4	12451.7
MvSl-1064-A1-R4_MC09-2g09532	MvSl-1064-A2-R4_MC09g09806	MvSl-1064-A1-R4_MC09-2g09532	429	386	MvSl-1064-A2-R4_MC09g09806	449	454
MvSl-1064-A1-R4_MC09-2g09533	MvSl-1064-A2-R4_MC09g09807	MvSl-1064-A1-R4_MC09-2g09533	685	773	MvSl-1064-A2-R4_MC09g09807	1043	979
MvSl-1064-A1-R4_MC09-2g09534	MvSl-1064-A2-R4_MC09g09808	MvSl-1064-A1-R4_MC09-2g09534	1513	1756	MvSl-1064-A2-R4_MC09g09808	1626	1887
MvSl-1064-A1-R4_MC09-2g09535	MvSl-1064-A2-R4_MC09g09809	MvSl-1064-A1-R4_MC09-2g09535	1	0	MvSl-1064-A2-R4_MC09g09809	3	1
MvSl-1064-A1-R4_MC09-2g09536	MvSl-1064-A2-R4_MC09g09810	MvSl-1064-A1-R4_MC09-2g09536	96.1615	100.655	MvSl-1064-A2-R4_MC09g09810	159.133	122.72
MvSl-1064-A1-R4_MC09-2g09537	MvSl-1064-A2-R4_MC09g09811	MvSl-1064-A1-R4_MC09-2g09537	98.0306	100.468	MvSl-1064-A2-R4_MC09g09811	156.84	162.776
MvSl-1064-A1-R4_MC09-2g09539	MvSl-1064-A2-R4_MC09g09813	MvSl-1064-A1-R4_MC09-2g09539	283.563	326.651	MvSl-1064-A2-R4_MC09g09813	312.588	339.594
MvSl-1064-A1-R4_MC09-2g09540	MvSl-1064-A2-R4_MC09g09814	MvSl-1064-A1-R4_MC09-2g09540	3287.5	4186.3	MvSl-1064-A2-R4_MC09g09814	4412.86	4828.32
MvSl-1064-A1-R4_MC09-2g09541	MvSl-1064-A2-R4_MC09g09815	MvSl-1064-A1-R4_MC09-2g09541	473.353	470.743	MvSl-1064-A2-R4_MC09g09815	639.881	618.997
MvSl-1064-A1-R4_MC09-2g09542	MvSl-1064-A2-R4_MC09g09816	MvSl-1064-A1-R4_MC09-2g09542	970.594	786.3	MvSl-1064-A2-R4_MC09g09816	1156.69	790.658
MvSl-1064-A1-R4_MC09-2g09543	MvSl-1064-A2-R4_MC09g09817	MvSl-1064-A1-R4_MC09-2g09543	180.819	184.037	MvSl-1064-A2-R4_MC09g09817	224.798	194.794
MvSl-1064-A1-R4_MC09-2g09545	MvSl-1064-A2-R4_MC09g09819	MvSl-1064-A1-R4_MC09-2g09545	672.528	597.103	MvSl-1064-A2-R4_MC09g09819	1595.12	1329.18
MvSl-1064-A1-R4_MC09-2g09546	MvSl-1064-A2-R4_MC09g09820	MvSl-1064-A1-R4_MC09-2g09546	168	147	MvSl-1064-A2-R4_MC09g09820	170	203
MvSl-1064-A1-R4_MC09-2g09547	MvSl-1064-A2-R4_MC09g09821	MvSl-1064-A1-R4_MC09-2g09547	899	933	MvSl-1064-A2-R4_MC09g09821	1124	1214
MvSl-1064-A1-R4_MC09-2g09549	MvSl-1064-A2-R4_MC09g09823	MvSl-1064-A1-R4_MC09-2g09549	344	286	MvSl-1064-A2-R4_MC09g09823	607	496
MvSl-1064-A1-R4_MC09-2g09550	MvSl-1064-A2-R4_MC09g09824	MvSl-1064-A1-R4_MC09-2g09550	508	371	MvSl-1064-A2-R4_MC09g09824	496	418
MvSl-1064-A1-R4_MC09-2g09551	MvSl-1064-A2-R4_MC09g09825	MvSl-1064-A1-R4_MC09-2g09551	1151	1384	MvSl-1064-A2-R4_MC09g09825	1263	1439
MvSl-1064-A1-R4_MC09-2g09552	MvSl-1064-A2-R4_MC09g09826	MvSl-1064-A1-R4_MC09-2g09552	623	482	MvSl-1064-A2-R4_MC09g09826	572	677
MvSl-1064-A1-R4_MC09-2g09553	MvSl-1064-A2-R4_MC09g09827	MvSl-1064-A1-R4_MC09-2g09553	2101	2278	MvSl-1064-A2-R4_MC09g09827	2306	2507
MvSl-1064-A1-R4_MC09-2g09554	MvSl-1064-A2-R4_MC09g09828	MvSl-1064-A1-R4_MC09-2g09554	244	347	MvSl-1064-A2-R4_MC09g09828	376	444
MvSl-1064-A1-R4_MC09-2g09555	MvSl-1064-A2-R4_MC09g09829	MvSl-1064-A1-R4_MC09-2g09555	168	170	MvSl-1064-A2-R4_MC09g09829	209	202
MvSl-1064-A1-R4_MC09-2g09556	MvSl-1064-A2-R4_MC09g09830	MvSl-1064-A1-R4_MC09-2g09556	1082	1096	MvSl-1064-A2-R4_MC09g09830	971	988
MvSl-1064-A1-R4_MC09-2g09557	MvSl-1064-A2-R4_MC09g09831	MvSl-1064-A1-R4_MC09-2g09557	3252	3599	MvSl-1064-A2-R4_MC09g09831	3616	3992
MvSl-1064-A1-R4_MC09-2g09558	MvSl-1064-A2-R4_MC09g09832	MvSl-1064-A1-R4_MC09-2g09558	1583	1726	MvSl-1064-A2-R4_MC09g09832	1798	2042
MvSl-1064-A1-R4_MC09-2g09559	MvSl-1064-A2-R4_MC09g09833	MvSl-1064-A1-R4_MC09-2g09559	911	1064	MvSl-1064-A2-R4_MC09g09833	1062	1362
MvSl-1064-A1-R4_MC09-2g09560	MvSl-1064-A2-R4_MC09g09834	MvSl-1064-A1-R4_MC09-2g09560	2566	3528	MvSl-1064-A2-R4_MC09g09834	2664	3412
MvSl-1064-A1-R4_MC09-2g09561	MvSl-1064-A2-R4_MC09g09835	MvSl-1064-A1-R4_MC09-2g09561	859	671	MvSl-1064-A2-R4_MC09g09835	1278	956
MvSl-1064-A1-R4_MC09-2g09562	MvSl-1064-A2-R4_MC09g09836	MvSl-1064-A1-R4_MC09-2g09562	3236	3402	MvSl-1064-A2-R4_MC09g09836	3041	3196
MvSl-1064-A1-R4_MC09-2g09563	MvSl-1064-A2-R4_MC09g09837	MvSl-1064-A1-R4_MC09-2g09563	141	212	MvSl-1064-A2-R4_MC09g09837	171	212
MvSl-1064-A1-R4_MC09-2g09564	MvSl-1064-A2-R4_MC09g09838	MvSl-1064-A1-R4_MC09-2g09564	1993	2295	MvSl-1064-A2-R4_MC09g09838	2367	2592
MvSl-1064-A1-R4_MC09-2g09565	MvSl-1064-A2-R4_MC09g09839	MvSl-1064-A1-R4_MC09-2g09565	502.814	455.697	MvSl-1064-A2-R4_MC09g09839	908.722	490.665
MvSl-1064-A1-R4_MC09-2g09566	MvSl-1064-A2-R4_MC09g09840	MvSl-1064-A1-R4_MC09-2g09566	6	17	MvSl-1064-A2-R4_MC09g09840	450	155
MvSl-1064-A1-R4_MC09-2g09569	MvSl-1064-A2-R4_MC09g09843	MvSl-1064-A1-R4_MC09-2g09569	548.568	674.123	MvSl-1064-A2-R4_MC09g09843	628.334	629.912
MvSl-1064-A1-R4_MC10-1g09587	MvSl-1064-A2-R4_MC10g09854	MvSl-1064-A1-R4_MC10-1g09587	778.988	725.636	MvSl-1064-A2-R4_MC10g09854	848.252	779.08
MvSl-1064-A1-R4_MC10-1g09590	MvSl-1064-A2-R4_MC10g09857	MvSl-1064-A1-R4_MC10-1g09590	273.6	304.88	MvSl-1064-A2-R4_MC10g09857	338.842	445.723
MvSl-1064-A1-R4_MC10-1g09591	MvSl-1064-A2-R4_MC10g09858	MvSl-1064-A1-R4_MC10-1g09591	431.969	455.046	MvSl-1064-A2-R4_MC10g09858	436.145	508.766
MvSl-1064-A1-R4_MC10-1g09593	MvSl-1064-A2-R4_MC10g09860	MvSl-1064-A1-R4_MC10-1g09593	39	22.9559	MvSl-1064-A2-R4_MC10g09860	52.9257	27.8386
MvSl-1064-A1-R4_MC10-1g09594	MvSl-1064-A2-R4_MC10g09861	MvSl-1064-A1-R4_MC10-1g09594	12	13	MvSl-1064-A2-R4_MC10g09861	15	8
MvSl-1064-A1-R4_MC10-1g09595	MvSl-1064-A2-R4_MC10g09862	MvSl-1064-A1-R4_MC10-1g09595	500.166	437	MvSl-1064-A2-R4_MC10g09862	538	513.221
MvSl-1064-A1-R4_MC10-1g09596	MvSl-1064-A2-R4_MC10g09863	MvSl-1064-A1-R4_MC10-1g09596	133.215	83.1954	MvSl-1064-A2-R4_MC10g09863	149.551	130.877
MvSl-1064-A1-R4_MC10-1g09597	MvSl-1064-A2-R4_MC10g09864	MvSl-1064-A1-R4_MC10-1g09597	1821.96	1777.96	MvSl-1064-A2-R4_MC10g09864	2545.98	2176.98
MvSl-1064-A1-R4_MC10-1g09598	MvSl-1064-A2-R4_MC10g09865	MvSl-1064-A1-R4_MC10-1g09598	338.838	377.299	MvSl-1064-A2-R4_MC10g09865	507.635	426.853
MvSl-1064-A1-R4_MC10-1g09599	MvSl-1064-A2-R4_MC10g09866	MvSl-1064-A1-R4_MC10-1g09599	1.00726	1.00773	MvSl-1064-A2-R4_MC10g09866	1.00516	1.01066
MvSl-1064-A1-R4_MC10-1g09600	MvSl-1064-A2-R4_MC10g09867	MvSl-1064-A1-R4_MC10-1g09600	1677	1699	MvSl-1064-A2-R4_MC10g09867	2137	2068
MvSl-1064-A1-R4_MC10-1g09601	MvSl-1064-A2-R4_MC10g09868	MvSl-1064-A1-R4_MC10-1g09601	1357	1631	MvSl-1064-A2-R4_MC10g09868	1481	1576
MvSl-1064-A1-R4_MC10-1g09602	MvSl-1064-A2-R4_MC10g09869	MvSl-1064-A1-R4_MC10-1g09602	5294	6338	MvSl-1064-A2-R4_MC10g09869	6650	7319
MvSl-1064-A1-R4_MC10-1g09603	MvSl-1064-A2-R4_MC10g09870	MvSl-1064-A1-R4_MC10-1g09603	2527	2575	MvSl-1064-A2-R4_MC10g09870	2579	2690
MvSl-1064-A1-R4_MC10-1g09604	MvSl-1064-A2-R4_MC10g09871	MvSl-1064-A1-R4_MC10-1g09604	1671	1661	MvSl-1064-A2-R4_MC10g09871	1619	1513
MvSl-1064-A1-R4_MC10-1g09605	MvSl-1064-A2-R4_MC10g09872	MvSl-1064-A1-R4_MC10-1g09605	54	109	MvSl-1064-A2-R4_MC10g09872	102	110
MvSl-1064-A1-R4_MC10-1g09606	MvSl-1064-A2-R4_MC10g09873	MvSl-1064-A1-R4_MC10-1g09606	3502	4018	MvSl-1064-A2-R4_MC10g09873	4068	4206
MvSl-1064-A1-R4_MC10-1g09607	MvSl-1064-A2-R4_MC10g09874	MvSl-1064-A1-R4_MC10-1g09607	767	910	MvSl-1064-A2-R4_MC10g09874	1075	1307
MvSl-1064-A1-R4_MC10-1g09608	MvSl-1064-A2-R4_MC10g09875	MvSl-1064-A1-R4_MC10-1g09608	909	1186	MvSl-1064-A2-R4_MC10g09875	1052	1134
MvSl-1064-A1-R4_MC10-1g09609	MvSl-1064-A2-R4_MC10g09876	MvSl-1064-A1-R4_MC10-1g09609	4612	4484	MvSl-1064-A2-R4_MC10g09876	4780	4644
MvSl-1064-A1-R4_MC10-1g09610	MvSl-1064-A2-R4_MC10g09877	MvSl-1064-A1-R4_MC10-1g09610	1465	1072	MvSl-1064-A2-R4_MC10g09877	1769	951
MvSl-1064-A1-R4_MC10-1g09611	MvSl-1064-A2-R4_MC10g09878	MvSl-1064-A1-R4_MC10-1g09611	217	226	MvSl-1064-A2-R4_MC10g09878	265	216
MvSl-1064-A1-R4_MC10-1g09612	MvSl-1064-A2-R4_MC10g09879	MvSl-1064-A1-R4_MC10-1g09612	1482	1476	MvSl-1064-A2-R4_MC10g09879	1811	2040
MvSl-1064-A1-R4_MC10-1g09613	MvSl-1064-A2-R4_MC10g09880	MvSl-1064-A1-R4_MC10-1g09613	4523	5442	MvSl-1064-A2-R4_MC10g09880	4887	5975
MvSl-1064-A1-R4_MC10-1g09615	MvSl-1064-A2-R4_MC10g09882	MvSl-1064-A1-R4_MC10-1g09615	403.418	354.537	MvSl-1064-A2-R4_MC10g09882	504.802	483.779
MvSl-1064-A1-R4_MC10-1g09617	MvSl-1064-A2-R4_MC10g09884	MvSl-1064-A1-R4_MC10-1g09617	23.3654	25.9335	MvSl-1064-A2-R4_MC10g09884	36.3493	20.3865
MvSl-1064-A1-R4_MC10-1g09618	MvSl-1064-A2-R4_MC10g09885	MvSl-1064-A1-R4_MC10-1g09618	12425	12395.2	MvSl-1064-A2-R4_MC10g09885	17138.2	18289
MvSl-1064-A1-R4_MC10-1g09620	MvSl-1064-A2-R4_MC10g09887	MvSl-1064-A1-R4_MC10-1g09620	213	264	MvSl-1064-A2-R4_MC10g09887	116	133
MvSl-1064-A1-R4_MC10-1g09621	MvSl-1064-A2-R4_MC10g09888	MvSl-1064-A1-R4_MC10-1g09621	950	1747	MvSl-1064-A2-R4_MC10g09888	1438	2361
MvSl-1064-A1-R4_MC10-1g09627	MvSl-1064-A2-R4_MC10g09894	MvSl-1064-A1-R4_MC10-1g09627	1758	1957	MvSl-1064-A2-R4_MC10g09894	2135	2154
MvSl-1064-A1-R4_MC10-1g09628	MvSl-1064-A2-R4_MC10g09895	MvSl-1064-A1-R4_MC10-1g09628	1711	1112	MvSl-1064-A2-R4_MC10g09895	1793	1151
MvSl-1064-A1-R4_MC10-1g09629	MvSl-1064-A2-R4_MC10g09896	MvSl-1064-A1-R4_MC10-1g09629	1067	1138	MvSl-1064-A2-R4_MC10g09896	1329	1440
MvSl-1064-A1-R4_MC10-1g09630	MvSl-1064-A2-R4_MC10g09897	MvSl-1064-A1-R4_MC10-1g09630	3408	2858	MvSl-1064-A2-R4_MC10g09897	3550	2550
MvSl-1064-A1-R4_MC10-1g09631	MvSl-1064-A2-R4_MC10g09898	MvSl-1064-A1-R4_MC10-1g09631	367	381	MvSl-1064-A2-R4_MC10g09898	333	358
MvSl-1064-A1-R4_MC10-1g09632	MvSl-1064-A2-R4_MC10g09899	MvSl-1064-A1-R4_MC10-1g09632	2261	2208	MvSl-1064-A2-R4_MC10g09899	2310	2365
MvSl-1064-A1-R4_MC10-1g09633	MvSl-1064-A2-R4_MC10g09900	MvSl-1064-A1-R4_MC10-1g09633	5308	8291	MvSl-1064-A2-R4_MC10g09900	4928	5941
MvSl-1064-A1-R4_MC10-1g09634	MvSl-1064-A2-R4_MC10g09901	MvSl-1064-A1-R4_MC10-1g09634	442	393	MvSl-1064-A2-R4_MC10g09901	608	563
MvSl-1064-A1-R4_MC10-1g09635	MvSl-1064-A2-R4_MC10g09902	MvSl-1064-A1-R4_MC10-1g09635	546	452	MvSl-1064-A2-R4_MC10g09902	573	572
MvSl-1064-A1-R4_MC10-1g09636	MvSl-1064-A2-R4_MC10g09903	MvSl-1064-A1-R4_MC10-1g09636	394	159	MvSl-1064-A2-R4_MC10g09903	367	212
MvSl-1064-A1-R4_MC10-1g09637	MvSl-1064-A2-R4_MC10g09904	MvSl-1064-A1-R4_MC10-1g09637	59	40	MvSl-1064-A2-R4_MC10g09904	107	76
MvSl-1064-A1-R4_MC10-1g09638	MvSl-1064-A2-R4_MC10g09905	MvSl-1064-A1-R4_MC10-1g09638	227	239	MvSl-1064-A2-R4_MC10g09905	239	274
MvSl-1064-A1-R4_MC10-1g09639	MvSl-1064-A2-R4_MC10g09906	MvSl-1064-A1-R4_MC10-1g09639	972	983	MvSl-1064-A2-R4_MC10g09906	1080	1177
MvSl-1064-A1-R4_MC10-1g09640	MvSl-1064-A2-R4_MC10g09907	MvSl-1064-A1-R4_MC10-1g09640	4525	6319	MvSl-1064-A2-R4_MC10g09907	3811	4300
MvSl-1064-A1-R4_MC10-1g09641	MvSl-1064-A2-R4_MC10g09908	MvSl-1064-A1-R4_MC10-1g09641	903	1129	MvSl-1064-A2-R4_MC10g09908	1179	1218
MvSl-1064-A1-R4_MC10-1g09642	MvSl-1064-A2-R4_MC10g09909	MvSl-1064-A1-R4_MC10-1g09642	483	566	MvSl-1064-A2-R4_MC10g09909	395	534
MvSl-1064-A1-R4_MC10-1g09643	MvSl-1064-A2-R4_MC10g09910	MvSl-1064-A1-R4_MC10-1g09643	601	895	MvSl-1064-A2-R4_MC10g09910	744	1003
MvSl-1064-A1-R4_MC10-1g09644	MvSl-1064-A2-R4_MC10g09911	MvSl-1064-A1-R4_MC10-1g09644	911	1248	MvSl-1064-A2-R4_MC10g09911	1094	1398
MvSl-1064-A1-R4_MC10-1g09645	MvSl-1064-A2-R4_MC10g09912	MvSl-1064-A1-R4_MC10-1g09645	1869	2667	MvSl-1064-A2-R4_MC10g09912	1788	2533
MvSl-1064-A1-R4_MC10-1g09646	MvSl-1064-A2-R4_MC10g09913	MvSl-1064-A1-R4_MC10-1g09646	1633	2091	MvSl-1064-A2-R4_MC10g09913	1894	2333
MvSl-1064-A1-R4_MC10-1g09647	MvSl-1064-A2-R4_MC10g09914	MvSl-1064-A1-R4_MC10-1g09647	14524	18054	MvSl-1064-A2-R4_MC10g09914	16406	19248
MvSl-1064-A1-R4_MC10-1g09648	MvSl-1064-A2-R4_MC10g09915	MvSl-1064-A1-R4_MC10-1g09648	2433	1987	MvSl-1064-A2-R4_MC10g09915	2566	2083
MvSl-1064-A1-R4_MC10-1g09649	MvSl-1064-A2-R4_MC10g09916	MvSl-1064-A1-R4_MC10-1g09649	1073	1461	MvSl-1064-A2-R4_MC10g09916	1347	1584
MvSl-1064-A1-R4_MC10-1g09650	MvSl-1064-A2-R4_MC10g09917	MvSl-1064-A1-R4_MC10-1g09650	110	139	MvSl-1064-A2-R4_MC10g09917	153	105
MvSl-1064-A1-R4_MC10-1g09651	MvSl-1064-A2-R4_MC10g09918	MvSl-1064-A1-R4_MC10-1g09651	45	88	MvSl-1064-A2-R4_MC10g09918	47	41
MvSl-1064-A1-R4_MC10-1g09652	MvSl-1064-A2-R4_MC10g09919	MvSl-1064-A1-R4_MC10-1g09652	84	151	MvSl-1064-A2-R4_MC10g09919	116	129
MvSl-1064-A1-R4_MC10-1g09655	MvSl-1064-A2-R4_MC10g09922	MvSl-1064-A1-R4_MC10-1g09655	4751	4127	MvSl-1064-A2-R4_MC10g09922	6059	4988
MvSl-1064-A1-R4_MC10-1g09656	MvSl-1064-A2-R4_MC10g09923	MvSl-1064-A1-R4_MC10-1g09656	894	699	MvSl-1064-A2-R4_MC10g09923	987	1071
MvSl-1064-A1-R4_MC10-1g09657	MvSl-1064-A2-R4_MC10g09924	MvSl-1064-A1-R4_MC10-1g09657	3886	3895	MvSl-1064-A2-R4_MC10g09924	4088	3970
MvSl-1064-A1-R4_MC10-1g09658	MvSl-1064-A2-R4_MC10g09925	MvSl-1064-A1-R4_MC10-1g09658	4809	5462	MvSl-1064-A2-R4_MC10g09925	5410	6320
MvSl-1064-A1-R4_MC10-1g09659	MvSl-1064-A2-R4_MC10g09926	MvSl-1064-A1-R4_MC10-1g09659	8714	7570	MvSl-1064-A2-R4_MC10g09926	11521	7739
MvSl-1064-A1-R4_MC10-1g09660	MvSl-1064-A2-R4_MC10g09927	MvSl-1064-A1-R4_MC10-1g09660	10433	10987	MvSl-1064-A2-R4_MC10g09927	13673	12439
MvSl-1064-A1-R4_MC10-1g09661	MvSl-1064-A2-R4_MC10g09928	MvSl-1064-A1-R4_MC10-1g09661	3551	3287	MvSl-1064-A2-R4_MC10g09928	4232	3823
MvSl-1064-A1-R4_MC10-1g09662	MvSl-1064-A2-R4_MC10g09929	MvSl-1064-A1-R4_MC10-1g09662	1277	1204	MvSl-1064-A2-R4_MC10g09929	1129	1149
MvSl-1064-A1-R4_MC10-1g09663	MvSl-1064-A2-R4_MC10g09930	MvSl-1064-A1-R4_MC10-1g09663	2080	1834	MvSl-1064-A2-R4_MC10g09930	2537	2272
MvSl-1064-A1-R4_MC10-1g09664	MvSl-1064-A2-R4_MC10g09931	MvSl-1064-A1-R4_MC10-1g09664	548	604	MvSl-1064-A2-R4_MC10g09931	673	807
MvSl-1064-A1-R4_MC10-1g09665	MvSl-1064-A2-R4_MC10g09932	MvSl-1064-A1-R4_MC10-1g09665	4501	4247	MvSl-1064-A2-R4_MC10g09932	5008	5311
MvSl-1064-A1-R4_MC10-1g09666	MvSl-1064-A2-R4_MC10g09933	MvSl-1064-A1-R4_MC10-1g09666	549	323	MvSl-1064-A2-R4_MC10g09933	742	420
MvSl-1064-A1-R4_MC10-1g09667	MvSl-1064-A2-R4_MC10g09934	MvSl-1064-A1-R4_MC10-1g09667	3173	3260	MvSl-1064-A2-R4_MC10g09934	3846	3942
MvSl-1064-A1-R4_MC10-1g09668	MvSl-1064-A2-R4_MC10g09935	MvSl-1064-A1-R4_MC10-1g09668	122	81	MvSl-1064-A2-R4_MC10g09935	120	77
MvSl-1064-A1-R4_MC10-1g09669	MvSl-1064-A2-R4_MC10g09936	MvSl-1064-A1-R4_MC10-1g09669	625	690	MvSl-1064-A2-R4_MC10g09936	747	822
MvSl-1064-A1-R4_MC10-1g09670	MvSl-1064-A2-R4_MC10g09937	MvSl-1064-A1-R4_MC10-1g09670	3237	3512	MvSl-1064-A2-R4_MC10g09937	3230	3280
MvSl-1064-A1-R4_MC10-1g09671	MvSl-1064-A2-R4_MC10g09938	MvSl-1064-A1-R4_MC10-1g09671	6653	9338	MvSl-1064-A2-R4_MC10g09938	10216	10592
MvSl-1064-A1-R4_MC10-1g09672	MvSl-1064-A2-R4_MC10g09939	MvSl-1064-A1-R4_MC10-1g09672	0	4	MvSl-1064-A2-R4_MC10g09939	6	1
MvSl-1064-A1-R4_MC10-1g09673	MvSl-1064-A2-R4_MC10g09940	MvSl-1064-A1-R4_MC10-1g09673	407	491	MvSl-1064-A2-R4_MC10g09940	707	703
MvSl-1064-A1-R4_MC10-1g09674	MvSl-1064-A2-R4_MC10g09941	MvSl-1064-A1-R4_MC10-1g09674	110	91	MvSl-1064-A2-R4_MC10g09941	165	123
MvSl-1064-A1-R4_MC10-1g09675	MvSl-1064-A2-R4_MC10g09942	MvSl-1064-A1-R4_MC10-1g09675	228	182	MvSl-1064-A2-R4_MC10g09942	255	231
MvSl-1064-A1-R4_MC10-1g09676	MvSl-1064-A2-R4_MC10g09943	MvSl-1064-A1-R4_MC10-1g09676	28	28	MvSl-1064-A2-R4_MC10g09943	57	51
MvSl-1064-A1-R4_MC10-1g09677	MvSl-1064-A2-R4_MC10g09944	MvSl-1064-A1-R4_MC10-1g09677	2220	2390	MvSl-1064-A2-R4_MC10g09944	2419	2488
MvSl-1064-A1-R4_MC10-1g09678	MvSl-1064-A2-R4_MC10g09945	MvSl-1064-A1-R4_MC10-1g09678	14.202	8.13891	MvSl-1064-A2-R4_MC10g09945	18	11
MvSl-1064-A1-R4_MC10-1g09679	MvSl-1064-A2-R4_MC10g09946	MvSl-1064-A1-R4_MC10-1g09679	467.461	353	MvSl-1064-A2-R4_MC10g09946	607.924	412.614
MvSl-1064-A1-R4_MC10-1g09680	MvSl-1064-A2-R4_MC10g09947	MvSl-1064-A1-R4_MC10-1g09680	118.141	95	MvSl-1064-A2-R4_MC10g09947	187.168	120.14
MvSl-1064-A1-R4_MC10-1g09681	MvSl-1064-A2-R4_MC10g09948	MvSl-1064-A1-R4_MC10-1g09681	58	123	MvSl-1064-A2-R4_MC10g09948	56	103
MvSl-1064-A1-R4_MC10-1g09682	MvSl-1064-A2-R4_MC10g09949	MvSl-1064-A1-R4_MC10-1g09682	0	1	MvSl-1064-A2-R4_MC10g09949	0	0
MvSl-1064-A1-R4_MC10-1g09683	MvSl-1064-A2-R4_MC10g09950	MvSl-1064-A1-R4_MC10-1g09683	4348	3978	MvSl-1064-A2-R4_MC10g09950	5509	4261
