gida1	gidmvsv	dnds	dn	ds
MvSl-1064-A1-R4_MC13g11355	MvSv-1253-A1-R1_MC13g08365	0.2771	0.0304	0.1097
MvSl-1064-A1-R4_MC13g11356	MvSv-1253-A1-R1_MC13g08364	0.6582	0.0605	0.0919
MvSl-1064-A1-R4_MC13g11362	MvSv-1253-A1-R1_MC13g08355	0.8492	0.0425	0.0501
MvSl-1064-A1-R4_MC13g11363	MvSv-1253-A1-R1_MC13g08352	0.2236	0.0467	0.2087
MvSl-1064-A1-R4_MC13g11364	MvSv-1253-A1-R1_MC13g08351	0.0412	0.0083	0.2014
MvSl-1064-A1-R4_MC13g11365	MvSv-1253-A1-R1_MC13g08346	0.3429	0.0773	0.2253
MvSl-1064-A1-R4_MC13g11371	MvSv-1253-A1-R1_MC13g08345	0.2798	0.0517	0.1847
MvSl-1064-A1-R4_MC01-1g02095	MvSv-1253-A1-R1_MC01g00964	0.2712	0.0282	0.1041
MvSl-1064-A1-R4_MC13g11372	MvSv-1253-A1-R1_MC13g08344	0.1495	0.0275	0.1839
MvSl-1064-A1-R4_MC13g11373	MvSv-1253-A1-R1_MC13g08343	0.099	0.017	0.1716
MvSl-1064-A1-R4_MC13g11376	MvSv-1253-A1-R1_MC13g08341	0.5001	0.0294	0.0588
MvSl-1064-A1-R4_MC13g11378	MvSv-1253-A1-R1_MC13g08338	0.0836	0.0124	0.1479
MvSl-1064-A1-R4_MC13g11379	MvSv-1253-A1-R1_MC13g08337	0.3534	0.0571	0.1616
MvSl-1064-A1-R4_MC13g11385	MvSv-1253-A1-R1_MC13g08334	0.2147	0.0476	0.2215
MvSl-1064-A1-R4_MC13g11386	MvSv-1253-A1-R1_MC13g08333	0.1091	0.0231	0.2121
MvSl-1064-A1-R4_MC13g11387	MvSv-1253-A1-R1_MC13g08332	0.2745	0.0554	0.2018
MvSl-1064-A1-R4_MC13g11388	MvSv-1253-A1-R1_MC13g08331	0.2121	0.041	0.1935
MvSl-1064-A1-R4_MC13g11391	MvSv-1253-A1-R1_MC13g08330	0.1206	0.019	0.1578
MvSl-1064-A1-R4_MC01-1g02100	MvSv-1253-A1-R1_MC01g00962	0.2399	0.0238	0.0991
MvSl-1064-A1-R4_MC13g11392	MvSv-1253-A1-R1_MC13g08329	0.407	0.0605	0.1487
MvSl-1064-A1-R4_MC13g11394	MvSv-1253-A1-R1_MC13g08327	0.623	0.239	0.3836
MvSl-1064-A1-R4_MC13g11395	MvSv-1253-A1-R1_MC13g08326	0.1072	0.0175	0.1629
MvSl-1064-A1-R4_MC13g11396	MvSv-1253-A1-R1_MC13g08325	0.5188	0.1002	0.193
MvSl-1064-A1-R4_MC13g11397	MvSv-1253-A1-R1_MC13g08324	0.0795	0.0167	0.2104
MvSl-1064-A1-R4_MC13g11398	MvSv-1253-A1-R1_MC13g08323	0.0305	0.0065	0.2136
MvSl-1064-A1-R4_MC13g11399	MvSv-1253-A1-R1_MC13g08322	0.229	0.0286	0.1249
MvSl-1064-A1-R4_MC13g11400	MvSv-1253-A1-R1_MC13g08321	0.1943	0.0257	0.1321
MvSl-1064-A1-R4_MC13g11401	MvSv-1253-A1-R1_MC13g08320	0.1423	0.0179	0.1255
MvSl-1064-A1-R4_MC13g11404	MvSv-1253-A1-R1_MC13g08318	0.3965	0.0633	0.1597
MvSl-1064-A1-R4_A1g00110	MvSv-1253-A1-R1_MC12g07712	0.2908	0.0322	0.1109
MvSl-1064-A1-R4_MC01-1g02102	MvSv-1253-A1-R1_MC01g00961	0.0693	0.0113	0.1634
MvSl-1064-A1-R4_MC13g11405	MvSv-1253-A1-R1_MC13g08312	0.2025	0.0285	0.141
MvSl-1064-A1-R4_MC13g11406	MvSv-1253-A1-R1_MC13g08311	0.2017	0.0327	0.1623
MvSl-1064-A1-R4_MC13g11407	MvSv-1253-A1-R1_MC13g08310	0.2243	0.034	0.1515
MvSl-1064-A1-R4_MC13g11408	MvSv-1253-A1-R1_MC13g08309	0.3706	0.1007	0.2717
MvSl-1064-A1-R4_MC13g11409	MvSv-1253-A1-R1_MC13g08308	0.7127	0.1385	0.1943
MvSl-1064-A1-R4_MC13g11410	MvSv-1253-A1-R1_MC13g08307	0.1143	0.0184	0.1611
MvSl-1064-A1-R4_MC13g11411	MvSv-1253-A1-R1_MC13g08306	0.1617	0.022	0.1361
MvSl-1064-A1-R4_MC13g11412	MvSv-1253-A1-R1_MC13g08305	0.2028	0.0415	0.2046
MvSl-1064-A1-R4_MC13g11413	MvSv-1253-A1-R1_MC13g08304	0.0834	0.0164	0.1964
MvSl-1064-A1-R4_MC13g11414	MvSv-1253-A1-R1_MC13g08303	0.001	0.0001	0.0615
MvSl-1064-A1-R4_MC01-1g02103	MvSv-1253-A1-R1_MC01g00960	0.2393	0.0236	0.0986
MvSl-1064-A1-R4_MC13g11415	MvSv-1253-A1-R1_MC13g08302	0.2446	0.0445	0.1821
MvSl-1064-A1-R4_MC13g11418	MvSv-1253-A1-R1_MC13g08301	0.4131	0.0693	0.1678
MvSl-1064-A1-R4_MC13g11419	MvSv-1253-A1-R1_MC13g08300	0.0979	0.0127	0.1295
MvSl-1064-A1-R4_MC13g11420	MvSv-1253-A1-R1_MC13g08299	0.23	0.0257	0.1117
MvSl-1064-A1-R4_MC13g11421	MvSv-1253-A1-R1_MC13g08298	0.4119	0.0553	0.1342
MvSl-1064-A1-R4_MC13g11422	MvSv-1253-A1-R1_MC13g08297	0.4324	0.0864	0.1998
MvSl-1064-A1-R4_MC13g11423	MvSv-1253-A1-R1_MC13g08296	0.0561	0.0119	0.2115
MvSl-1064-A1-R4_MC13g11424	MvSv-1253-A1-R1_MC13g08295	0.7691	0.0421	0.0547
MvSl-1064-A1-R4_MC13g11425	MvSv-1253-A1-R1_MC13g08294	0.5399	0.0579	0.1072
MvSl-1064-A1-R4_MC13g11433	MvSv-1253-A1-R1_MC13g08292	0.1464	0.0227	0.1551
MvSl-1064-A1-R4_MC01-1g02104	MvSv-1253-A1-R1_MC01g00959	0.0635	0.0095	0.1496
MvSl-1064-A1-R4_MC13g11436	MvSv-1253-A1-R1_MC13g08289	0.0862	0.0133	0.1542
MvSl-1064-A1-R4_MC13g11438	MvSv-1253-A1-R1_MC13g08286	0.0381	0.0064	0.1687
MvSl-1064-A1-R4_MC13g11439	MvSv-1253-A1-R1_MC13g08285	0.1709	0.022	0.1285
MvSl-1064-A1-R4_MC13g11440	MvSv-1253-A1-R1_MC13g08279	0.1379	0.0229	0.1659
MvSl-1064-A1-R4_MC13g11441	MvSv-1253-A1-R1_MC13g08278	0.1066	0.0236	0.2218
MvSl-1064-A1-R4_MC13g11442	MvSv-1253-A1-R1_MC13g08277	0.0805	0.0123	0.1524
MvSl-1064-A1-R4_MC13g11443	MvSv-1253-A1-R1_MC13g08276	0.3215	0.0292	0.0909
MvSl-1064-A1-R4_MC13g11444	MvSv-1253-A1-R1_MC13g08274	0.2202	0.028	0.1273
MvSl-1064-A1-R4_MC13g11445	MvSv-1253-A1-R1_MC13g08273	0.2035	0.0294	0.1444
MvSl-1064-A1-R4_MC13g11446	MvSv-1253-A1-R1_MC13g08272	0.1739	0.0228	0.1309
MvSl-1064-A1-R4_MC01-1g02105	MvSv-1253-A1-R1_MC01g00958	0.2829	0.0436	0.1542
MvSl-1064-A1-R4_MC13g11447	MvSv-1253-A1-R1_MC13g08271	0.1809	0.034	0.188
MvSl-1064-A1-R4_MC13g11448	MvSv-1253-A1-R1_MC13g08270	0.3653	0.0523	0.1432
MvSl-1064-A1-R4_MC13g11449	MvSv-1253-A1-R1_MC13g08269	0.4139	0.0372	0.0899
MvSl-1064-A1-R4_MC13g11450	MvSv-1253-A1-R1_MC13g08268	0.199	0.0208	0.1045
MvSl-1064-A1-R4_MC13g11451	MvSv-1253-A1-R1_MC13g08267	0.6027	0.0687	0.114
MvSl-1064-A1-R4_MC13g11452	MvSv-1253-A1-R1_MC13g08266	0.3712	0.0559	0.1505
MvSl-1064-A1-R4_MC13g11453	MvSv-1253-A1-R1_MC13g08265	0.2513	0.0374	0.1488
MvSl-1064-A1-R4_MC13g11454	MvSv-1253-A1-R1_MC13g08264	0.4172	0.025	0.06
MvSl-1064-A1-R4_MC13g11455	MvSv-1253-A1-R1_MC13g08263	0.2753	0.029	0.1054
MvSl-1064-A1-R4_MC13g11456	MvSv-1253-A1-R1_MC13g08262	0.2418	0.0404	0.1669
MvSl-1064-A1-R4_MC01-1g02106	MvSv-1253-A1-R1_MC01g00957	0.3271	0.0359	0.1096
MvSl-1064-A1-R4_MC13g11457	MvSv-1253-A1-R1_MC13g08261	0.0843	0.022	0.261
MvSl-1064-A1-R4_MC13g11458	MvSv-1253-A1-R1_MC13g08260	0.1667	0.0319	0.1912
MvSl-1064-A1-R4_MC13g11459	MvSv-1253-A1-R1_MC13g08259	0.3172	0.0649	0.2044
MvSl-1064-A1-R4_MC13g11460	MvSv-1253-A1-R1_MC13g08258	0.2697	0.0293	0.1087
MvSl-1064-A1-R4_MC13g11461	MvSv-1253-A1-R1_MC13g08257	0.4018	0.037	0.0921
MvSl-1064-A1-R4_MC13g11463	MvSv-1253-A1-R1_MC13g08256	0.5341	0.0341	0.0638
MvSl-1064-A1-R4_MC13g11464	MvSv-1253-A1-R1_MC13g08255	0.0917	0.0126	0.1378
MvSl-1064-A1-R4_MC13g11465	MvSv-1253-A1-R1_MC13g08254	0.2437	0.0253	0.1039
MvSl-1064-A1-R4_MC13g11466	MvSv-1253-A1-R1_MC13g08253	0.3078	0.0418	0.136
MvSl-1064-A1-R4_MC13g11467	MvSv-1253-A1-R1_MC13g08252	0.422	0.0539	0.1277
MvSl-1064-A1-R4_MC01-1g02107	MvSv-1253-A1-R1_MC01g00956	0.0752	0.0049	0.0647
MvSl-1064-A1-R4_MC13g11468	MvSv-1253-A1-R1_MC13g08251	0.1636	0.0194	0.1187
MvSl-1064-A1-R4_MC13g11469	MvSv-1253-A1-R1_MC13g08250	0.1914	0.0433	0.2263
MvSl-1064-A1-R4_MC13g11470	MvSv-1253-A1-R1_MC13g08249	0.0693	0.0087	0.1256
MvSl-1064-A1-R4_MC13g11471	MvSv-1253-A1-R1_MC13g08248	0.0701	0.0149	0.2133
MvSl-1064-A1-R4_MC13g11472	MvSv-1253-A1-R1_MC13g08247	0.3736	0.047	0.1258
MvSl-1064-A1-R4_MC13g11473	MvSv-1253-A1-R1_MC13g08246	0.055	0.0059	0.1076
MvSl-1064-A1-R4_MC13g11474	MvSv-1253-A1-R1_MC13g08245	0.1654	0.0225	0.136
MvSl-1064-A1-R4_MC13g11475	MvSv-1253-A1-R1_MC13g08244	0.2029	0.0241	0.119
MvSl-1064-A1-R4_MC13g11476	MvSv-1253-A1-R1_MC13g08243	0.3668	0.0401	0.1094
MvSl-1064-A1-R4_MC13g11477	MvSv-1253-A1-R1_MC13g08240	0.1546	0.0188	0.1218
MvSl-1064-A1-R4_MC01-1g02109	MvSv-1253-A1-R1_MC01g00954	0.1922	0.0105	0.0548
MvSl-1064-A1-R4_MC13g11478	MvSv-1253-A1-R1_MC13g08239	0.0537	0.0096	0.1789
MvSl-1064-A1-R4_MC13g11479	MvSv-1253-A1-R1_MC13g08238	2.4484	0.0574	0.0235
MvSl-1064-A1-R4_MC13g11480	MvSv-1253-A1-R1_MC13g08237	0.2631	0.0329	0.1251
MvSl-1064-A1-R4_MC13g11481	MvSv-1253-A1-R1_MC13g08236	0.2713	0.0498	0.1835
MvSl-1064-A1-R4_MC13g11490	MvSv-1253-A1-R1_MC13g08233	0.1312	0.024	0.1833
MvSl-1064-A1-R4_MC13g11492	MvSv-1253-A1-R1_MC04g03061	0.7501	0.1332	0.1776
MvSl-1064-A1-R4_MC13g11494	MvSv-1253-A1-R1_MC13g08230	0.2532	0.028	0.1106
MvSl-1064-A1-R4_MC13g11495	MvSv-1253-A1-R1_MC13g08229	0.2179	0.035	0.1608
MvSl-1064-A1-R4_MC13g11499	MvSv-1253-A1-R1_MC13g08227	0.1399	0.0207	0.1478
MvSl-1064-A1-R4_MC13g11503	MvSv-1253-A1-R1_MC13g08225	0.179	0.0183	0.1024
MvSl-1064-A1-R4_MC01-1g02110	MvSv-1253-A1-R1_MC01g00953	0.1038	0.011	0.1064
MvSl-1064-A1-R4_MC13g11504	MvSv-1253-A1-R1_MC13g08224	0.12	0.0095	0.0788
MvSl-1064-A1-R4_MC13g11506	MvSv-1253-A1-R1_MC13g08223	0.101	0.011	0.1091
MvSl-1064-A1-R4_MC13g11507	MvSv-1253-A1-R1_MC13g08222	0.1655	0.0132	0.0798
MvSl-1064-A1-R4_MC13g11508	MvSv-1253-A1-R1_MC13g08221	0.2943	0.0296	0.1006
MvSl-1064-A1-R4_MC13g11509	MvSv-1253-A1-R1_MC13g08220	0.3939	0.0296	0.075
MvSl-1064-A1-R4_MC13g11510	MvSv-1253-A1-R1_MC13g08219	0.1248	0.0082	0.0661
MvSl-1064-A1-R4_MC13g11511	MvSv-1253-A1-R1_MC13g08218	0.0986	0.0103	0.1044
MvSl-1064-A1-R4_MC13g11512	MvSv-1253-A1-R1_MC13g08217	0.1797	0.0178	0.0993
MvSl-1064-A1-R4_MC13g11513	MvSv-1253-A1-R1_MC13g08216	0.139	0.0143	0.1026
MvSl-1064-A1-R4_MC13g11515	MvSv-1253-A1-R1_MC13g08215	0.0491	0.0049	0.099
MvSl-1064-A1-R4_MC01-1g02111	MvSv-1253-A1-R1_MC01g00952	0.2055	0.0197	0.096
MvSl-1064-A1-R4_MC13g11516	MvSv-1253-A1-R1_MC13g08214	0.2485	0.0276	0.1109
MvSl-1064-A1-R4_MC13g11517	MvSv-1253-A1-R1_MC13g08213	0.2994	0.032	0.107
MvSl-1064-A1-R4_MC13g11518	MvSv-1253-A1-R1_MC13g08212	0.1608	0.0233	0.145
MvSl-1064-A1-R4_MC13g11519	MvSv-1253-A1-R1_MC13g08211	0.5601	0.0351	0.0627
MvSl-1064-A1-R4_MC13g11520	MvSv-1253-A1-R1_MC13g08210	0.0779	0.0077	0.0993
MvSl-1064-A1-R4_MC13g11521	MvSv-1253-A1-R1_MC13g08209	0.1927	0.0188	0.0977
MvSl-1064-A1-R4_MC13g11522	MvSv-1253-A1-R1_MC13g08207	0.0978	0.0092	0.0944
MvSl-1064-A1-R4_MC13g11523	MvSv-1253-A1-R1_MC13g08206	0.2318	0.0207	0.0893
MvSl-1064-A1-R4_MC13g11524	MvSv-1253-A1-R1_MC13g08205	0.1864	0.02	0.1074
MvSl-1064-A1-R4_MC13g11525	MvSv-1253-A1-R1_MC13g08204	0.258	0.0222	0.0859
MvSl-1064-A1-R4_MC01-1g02112	MvSv-1253-A1-R1_MC01g00951	0.0633	0.0046	0.0734
MvSl-1064-A1-R4_MC13g11527	MvSv-1253-A1-R1_MC13g08203	0.1451	0.0175	0.1208
MvSl-1064-A1-R4_MC13g11528	MvSv-1253-A1-R1_MC13g08202	0.2064	0.0173	0.0838
MvSl-1064-A1-R4_MC13g11529	MvSv-1253-A1-R1_MC13g08201	0.3129	0.0242	0.0774
MvSl-1064-A1-R4_MC13g11530	MvSv-1253-A1-R1_MC13g08200	0.085	0.0133	0.1564
MvSl-1064-A1-R4_MC13g11531	MvSv-1253-A1-R1_MC13g08198	0.1802	0.0245	0.1357
MvSl-1064-A1-R4_MC13g11532	MvSv-1253-A1-R1_MC13g08197	0.15	0.0254	0.1695
MvSl-1064-A1-R4_MC13g11533	MvSv-1253-A1-R1_MC13g08196	0.2062	0.025	0.121
MvSl-1064-A1-R4_MC13g11534	MvSv-1253-A1-R1_MC13g08195	0.0458	0.0096	0.2101
MvSl-1064-A1-R4_MC13g11535	MvSv-1253-A1-R1_MC13g08194	0.1446	0.0139	0.0958
MvSl-1064-A1-R4_MC13g11536	MvSv-1253-A1-R1_MC13g08193	0.3546	0.0382	0.1077
MvSl-1064-A1-R4_A1g00113	MvSv-1253-A1-R1_MC12g07715	0.1786	0.0185	0.1037
MvSl-1064-A1-R4_MC01-1g02113	MvSv-1253-A1-R1_MC01g00950	0.2658	0.0353	0.1327
MvSl-1064-A1-R4_MC13g11537	MvSv-1253-A1-R1_MC13g08192	0.3382	0.0332	0.0982
MvSl-1064-A1-R4_MC13g11538	MvSv-1253-A1-R1_MC13g08191	0.2339	0.0295	0.1259
MvSl-1064-A1-R4_MC13g11539	MvSv-1253-A1-R1_MC13g08190	0.1623	0.0177	0.1093
MvSl-1064-A1-R4_MC13g11541	MvSv-1253-A1-R1_MC13g08189	0.2076	0.0411	0.1977
MvSl-1064-A1-R4_MC13g11542	MvSv-1253-A1-R1_MC13g08188	0.1386	0.0226	0.1633
MvSl-1064-A1-R4_MC13g11543	MvSv-1253-A1-R1_MC13g08187	0.1892	0.0239	0.1262
MvSl-1064-A1-R4_MC13g11544	MvSv-1253-A1-R1_MC13g08186	0.3193	0.0421	0.132
MvSl-1064-A1-R4_MC13g11545	MvSv-1253-A1-R1_MC13g08185	0.1872	0.0318	0.17
MvSl-1064-A1-R4_MC13g11547	MvSv-1253-A1-R1_MC13g08183	0.1452	0.0274	0.1889
MvSl-1064-A1-R4_MC13g11548	MvSv-1253-A1-R1_MC13g08182	0.3774	0.0442	0.117
MvSl-1064-A1-R4_MC01-1g02114	MvSv-1253-A1-R1_MC01g00949	0.0829	0.02	0.2407
MvSl-1064-A1-R4_MC13g11549	MvSv-1253-A1-R1_MC13g08181	0.0664	0.0085	0.128
MvSl-1064-A1-R4_MC13g11560	MvSv-1253-A1-R1_MC13g08179	0.1156	0.0157	0.1355
MvSl-1064-A1-R4_MC13g11561	MvSv-1253-A1-R1_MC13g08178	0.094	0.0106	0.1132
MvSl-1064-A1-R4_MC13g11562	MvSv-1253-A1-R1_MC13g08177	0.3186	0.0397	0.1245
MvSl-1064-A1-R4_MC13g11563	MvSv-1253-A1-R1_MC13g08176	0.2724	0.0297	0.1089
MvSl-1064-A1-R4_MC13g11564	MvSv-1253-A1-R1_MC13g08175	0.224	0.0278	0.124
MvSl-1064-A1-R4_MC13g11565	MvSv-1253-A1-R1_MC13g08174	0.4168	0.0498	0.1195
MvSl-1064-A1-R4_MC13g11566	MvSv-1253-A1-R1_MC13g08173	0.1081	0.0142	0.1312
MvSl-1064-A1-R4_MC13g11567	MvSv-1253-A1-R1_MC13g08172	0.3144	0.039	0.1242
MvSl-1064-A1-R4_MC13g11568	MvSv-1253-A1-R1_MC13g08171	0.183	0.028	0.153
MvSl-1064-A1-R4_MC01-1g02115	MvSv-1253-A1-R1_MC01g00948	1.6441	0.0486	0.0295
MvSl-1064-A1-R4_MC13g11569	MvSv-1253-A1-R1_MC13g08170	0.3927	0.0524	0.1334
MvSl-1064-A1-R4_MC13g11570	MvSv-1253-A1-R1_MC13g08169	0.2173	0.0293	0.1347
MvSl-1064-A1-R4_MC13g11573	MvSv-1253-A1-R1_MC13g08166	0.0701	0.0183	0.2614
MvSl-1064-A1-R4_MC13g11574	MvSv-1253-A1-R1_MC13g08164	0.401	0.0556	0.1388
MvSl-1064-A1-R4_MC13g11575	MvSv-1253-A1-R1_MC13g08161	0.3056	0.0295	0.0966
MvSl-1064-A1-R4_MC13g11576	MvSv-1253-A1-R1_MC13g08160	0.2142	0.0421	0.1964
MvSl-1064-A1-R4_MC13g11577	MvSv-1253-A1-R1_MC13g08159	0.2931	0.0512	0.1747
MvSl-1064-A1-R4_MC13g11578	MvSv-1253-A1-R1_MC13g08158	0.2119	0.044	0.2077
MvSl-1064-A1-R4_MC13g11579	MvSv-1253-A1-R1_MC13g08157	0.1222	0.0245	0.2009
MvSl-1064-A1-R4_MC13g11580	MvSv-1253-A1-R1_MC13g08156	0.3728	0.0422	0.1133
MvSl-1064-A1-R4_MC01-1g02116	MvSv-1253-A1-R1_MC01g00947	0.2493	0.0274	0.11
MvSl-1064-A1-R4_MC13g11581	MvSv-1253-A1-R1_MC13g08155	0.7262	0.2617	0.3604
MvSl-1064-A1-R4_MC13g11582	MvSv-1253-A1-R1_MC13g08154	0.2461	0.0445	0.1806
MvSl-1064-A1-R4_MC13g11583	MvSv-1253-A1-R1_MC13g08153	0.2509	0.0548	0.2186
MvSl-1064-A1-R4_MC13g11584	MvSv-1253-A1-R1_MC13g08152	0.1496	0.0327	0.2185
MvSl-1064-A1-R4_MC13g11585	MvSv-1253-A1-R1_MC13g08151	0.3793	0.0715	0.1884
MvSl-1064-A1-R4_MC13g11586	MvSv-1253-A1-R1_MC13g08150	0.1726	0.0463	0.2683
MvSl-1064-A1-R4_MC13g11587	MvSv-1253-A1-R1_MC13g08149	0.051	0.0136	0.2675
MvSl-1064-A1-R4_MC13g11589	MvSv-1253-A1-R1_MC13g08148	0.0508	0.005	0.0977
MvSl-1064-A1-R4_MC13g11590	MvSv-1253-A1-R1_MC13g08147	0.2161	0.0319	0.1475
MvSl-1064-A1-R4_MC13g11591	MvSv-1253-A1-R1_MC13g08146	0.1109	0.0197	0.1773
MvSl-1064-A1-R4_MC01-1g02117	MvSv-1253-A1-R1_MC01g00946	0.5593	0.1435	0.2566
MvSl-1064-A1-R4_MC13g11592	MvSv-1253-A1-R1_MC13g08145	0.083	0.0134	0.1619
MvSl-1064-A1-R4_MC13g11593	MvSv-1253-A1-R1_MC13g08144	0.2486	0.034	0.1366
MvSl-1064-A1-R4_MC13g11594	MvSv-1253-A1-R1_MC13g08143	0.4427	0.0538	0.1217
MvSl-1064-A1-R4_MC13g11595	MvSv-1253-A1-R1_MC13g08142	0.1691	0.0311	0.184
MvSl-1064-A1-R4_MC13g11596	MvSv-1253-A1-R1_MC13g08141	0.1856	0.032	0.1723
MvSl-1064-A1-R4_MC13g11597	MvSv-1253-A1-R1_MC13g08140	0.1903	0.0218	0.1148
MvSl-1064-A1-R4_MC13g11599	MvSv-1253-A1-R1_MC13g08138	0.0541	0.012	0.2222
MvSl-1064-A1-R4_MC13g11600	MvSv-1253-A1-R1_MC13g08137	0.155	0.021	0.1356
MvSl-1064-A1-R4_MC13g11602	MvSv-1253-A1-R1_MC13g08135	0.2372	0.0318	0.1342
MvSl-1064-A1-R4_MC13g11605	MvSv-1253-A1-R1_MC13g08133	0.1303	0.0223	0.1711
MvSl-1064-A1-R4_MC01-1g02118	MvSv-1253-A1-R1_MC01g00945	0.2713	0.0202	0.0746
MvSl-1064-A1-R4_MC13g11606	MvSv-1253-A1-R1_MC13g08132	0.2287	0.03	0.1311
MvSl-1064-A1-R4_MC13g11607	MvSv-1253-A1-R1_MC13g08131	0.0283	0.0043	0.153
MvSl-1064-A1-R4_MC13g11611	MvSv-1253-A1-R1_C23g00013	0.6092	0.0332	0.0545
MvSl-1064-A1-R4_MC13g11614	MvSv-1253-A1-R1_MC13g08130	0.0285	0.0053	0.1858
MvSl-1064-A1-R4_MC13g11615	MvSv-1253-A1-R1_MC13g08129	0.1568	0.0278	0.1772
MvSl-1064-A1-R4_MC13g11616	MvSv-1253-A1-R1_MC13g08128	0.1057	0.0171	0.1617
MvSl-1064-A1-R4_MC13g11617	MvSv-1253-A1-R1_MC13g08127	0.0724	0.0097	0.1335
MvSl-1064-A1-R4_MC13g11619	MvSv-1253-A1-R1_MC13g08126	0.2347	0.0254	0.1083
MvSl-1064-A1-R4_MC13g11620	MvSv-1253-A1-R1_MC13g08125	0.7023	0.1377	0.1961
MvSl-1064-A1-R4_MC13g11621	MvSv-1253-A1-R1_MC13g08124	0.357	0.0369	0.1033
MvSl-1064-A1-R4_MC01-1g02119	MvSv-1253-A1-R1_MC01g00944	0.9467	0.0974	0.1029
MvSl-1064-A1-R4_MC13g11625	MvSv-1253-A1-R1_MC13g08123	0.1667	0.0358	0.2146
MvSl-1064-A1-R4_MC13g11626	MvSv-1253-A1-R1_MC13g08122	0.3536	0.0665	0.1879
MvSl-1064-A1-R4_MC13g11627	MvSv-1253-A1-R1_MC13g08121	0.3009	0.0481	0.1597
MvSl-1064-A1-R4_MC13g11628	MvSv-1253-A1-R1_MC13g08119	0.1334	0.0355	0.2663
MvSl-1064-A1-R4_MC13g11629	MvSv-1253-A1-R1_MC13g08118	0.4702	0.0851	0.181
MvSl-1064-A1-R4_MC13g11630	MvSv-1253-A1-R1_MC13g08117	0.2691	0.0602	0.2237
MvSl-1064-A1-R4_MC13g11631	MvSv-1253-A1-R1_MC13g08116	0.2105	0.044	0.2088
MvSl-1064-A1-R4_MC13g11632	MvSv-1253-A1-R1_MC13g08115	0.0451	0.0376	0.8341
MvSl-1064-A1-R4_MC13g11634	MvSv-1253-A1-R1_MC13g08114	0.1295	0.0324	0.2499
MvSl-1064-A1-R4_MC13g11635	MvSv-1253-A1-R1_MC13g08113	0.4441	0.0668	0.1505
MvSl-1064-A1-R4_MC01-1g02120	MvSv-1253-A1-R1_MC01g00942	0.3257	0.0329	0.101
MvSl-1064-A1-R4_MC13g11636	MvSv-1253-A1-R1_MC13g08112	0.0713	0.0175	0.2454
MvSl-1064-A1-R4_MC13g11637	MvSv-1253-A1-R1_MC13g08111	0.9489	0.1566	0.1651
MvSl-1064-A1-R4_MC13g11638	MvSv-1253-A1-R1_MC13g08110	0.6874	0.0903	0.1314
MvSl-1064-A1-R4_MC13g11639	MvSv-1253-A1-R1_MC13g08108	0.3917	0.0514	0.1312
MvSl-1064-A1-R4_MC13g11640	MvSv-1253-A1-R1_MC13g08107	0.1301	0.024	0.1841
MvSl-1064-A1-R4_MC13g11641	MvSv-1253-A1-R1_MC13g08106	0.0682	0.0143	0.2104
MvSl-1064-A1-R4_MC13g11642	MvSv-1253-A1-R1_MC13g08105	0.184	0.0374	0.2032
MvSl-1064-A1-R4_MC13g11643	MvSv-1253-A1-R1_MC13g08104	0.6047	0.0781	0.1291
MvSl-1064-A1-R4_MC13g11644	MvSv-1253-A1-R1_MC13g08103	0.1587	0.0234	0.1475
MvSl-1064-A1-R4_MC13g11645	MvSv-1253-A1-R1_MC13g08102	0.3779	0.0631	0.1669
MvSl-1064-A1-R4_MC01-1g02121	MvSv-1253-A1-R1_MC01g00940	0.6187	0.0402	0.065
MvSl-1064-A1-R4_MC13g11646	MvSv-1253-A1-R1_MC13g08101	0.0781	0.0136	0.1746
MvSl-1064-A1-R4_MC13g11647	MvSv-1253-A1-R1_MC13g08100	0.106	0.019	0.1795
MvSl-1064-A1-R4_MC13g11648	MvSv-1253-A1-R1_MC13g08099	0.2899	0.0582	0.2007
MvSl-1064-A1-R4_MC13g11650	MvSv-1253-A1-R1_MC13g08098	0.123	0.0259	0.2103
MvSl-1064-A1-R4_MC13g11651	MvSv-1253-A1-R1_MC13g08097	0.132	0.0178	0.1352
MvSl-1064-A1-R4_MC13g11652	MvSv-1253-A1-R1_MC13g08096	0.0534	0.0113	0.2108
MvSl-1064-A1-R4_MC13g11653	MvSv-1253-A1-R1_MC13g08095	0.0759	0.0198	0.2605
MvSl-1064-A1-R4_MC13g11654	MvSv-1253-A1-R1_MC13g08094	0.153	0.03	0.196
MvSl-1064-A1-R4_MC13g11655	MvSv-1253-A1-R1_MC13g08093	0.353	0.0525	0.1487
MvSl-1064-A1-R4_MC13g11656	MvSv-1253-A1-R1_MC13g08092	0.2417	0.0457	0.1892
MvSl-1064-A1-R4_MC01-1g02122	MvSv-1253-A1-R1_MC01g00939	0.3225	0.026	0.0805
MvSl-1064-A1-R4_MC13g11657	MvSv-1253-A1-R1_MC13g08091	0.2087	0.0251	0.1201
MvSl-1064-A1-R4_MC13g11658	MvSv-1253-A1-R1_MC13g08090	0.3853	0.046	0.1193
MvSl-1064-A1-R4_MC13g11659	MvSv-1253-A1-R1_MC13g08089	0.1493	0.0224	0.15
MvSl-1064-A1-R4_MC13g11660	MvSv-1253-A1-R1_MC13g08088	0.132	0.0123	0.0935
MvSl-1064-A1-R4_MC13g11661	MvSv-1253-A1-R1_MC13g08087	0.2212	0.0278	0.1259
