gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g01515	532.506	419.408	1634.5	1725.63
MvSl-1064-A1-R4_A1g01516	8.9095	19.0759	18.1284	12.6112
MvSl-1064-A1-R4_C24g01527	1.83134	3.31526	0	0
MvSl-1064-A1-R4_C24g01526	25.594	9.03259	0	18.1715
MvSl-1064-A1-R4_C24g01525	2.48919	0	0	0
MvSl-1064-A1-R4_C24g01523	0	3.20663	0	0
MvSl-1064-A1-R4_MC14g12006	0	0.931209	2.83224	0
MvSl-1064-A1-R4_MC14g12005	2.98028	0	0	0
MvSl-1064-A1-R4_MC14g12004	2.84653	1.04693	2.20573	3.22086
MvSl-1064-A1-R4_MC14g12003	1.65904	0	0	0
MvSl-1064-A1-R4_MC14g12002	0	1.14081	3.48727	2.12131
MvSl-1064-A1-R4_MC14g12001	3.13403	0	0	0
MvSl-1064-A1-R4_MC14g12000	0	0	0	2.29722
MvSl-1064-A1-R4_MC14g11999	0	0	0	0.471213
MvSl-1064-A1-R4_MC14g11998	0	3.57448	0	0
MvSl-1064-A1-R4_MC14g11997	0	0	0	0
MvSl-1064-A1-R4_MC14g11995	0	1.11014	0	0
MvSl-1064-A1-R4_MC06g07032	109.622	84.8151	121.083	208.435
MvSl-1064-A1-R4_MC06g07033	218.117	155.961	26.5979	28.7357
MvSl-1064-A1-R4_MC09-2g09582	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09580	66.0722	46.2952	31.0311	38.5833
MvSl-1064-A1-R4_MC09-2g09579	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09578	0	8.48085	2.27034	9.06839
MvSl-1064-A1-R4_MC09-2g09577	11.2661	11.6954	17.8028	13.6513
MvSl-1064-A1-R4_MC12g11286	911.474	940.149	323.488	378.383
MvSl-1064-A1-R4_MC12g11287	0	0	0	0
MvSl-1064-A1-R4_MC12g11288	7.98257	4.95456	7.82202	6.3612
MvSl-1064-A1-R4_MC01-1g01697	45.8131	49.9184	55.808	76.194
MvSl-1064-A1-R4_MC01-1g01698	54	45	58	93
MvSl-1064-A1-R4_MC01-1g01699	281.519	219.695	305.455	339.776
MvSl-1064-A1-R4_MC01-1g01700	3	4	2	12
MvSl-1064-A1-R4_MC01-1g01701	3637	3428	4500	4670
MvSl-1064-A1-R4_MC01-1g01702	91	85.7411	105	167
MvSl-1064-A1-R4_MC01-1g01703	611.936	683.934	719.982	752.024
MvSl-1064-A1-R4_MC01-1g01704	60.1946	34.9277	42.6	76.0952
MvSl-1064-A1-R4_MC01-1g01705	391.507	424.115	401.287	409.936
MvSl-1064-A1-R4_MC01-1g01706	0	1.28516	0	0
MvSl-1064-A1-R4_MC01-1g01707	255.349	800.682	672.652	420.422
MvSl-1064-A1-R4_MC01-1g01708	3063	4245	3466	2942
MvSl-1064-A1-R4_MC01-1g01709	941	1216	1244	1066
MvSl-1064-A1-R4_MC01-1g01710	143	282	454	315
MvSl-1064-A1-R4_MC01-1g01711	3031	2539	3125	3443
MvSl-1064-A1-R4_MC01-1g01712	2752	2886	2771	2659
MvSl-1064-A1-R4_MC01-1g01713	295	261	306	363
MvSl-1064-A1-R4_MC01-1g01714	1	1	0	0
MvSl-1064-A1-R4_MC01-1g01715	0	0	10	8.16381
MvSl-1064-A1-R4_MC01-1g01716	334.02	295.542	290.294	384.332
MvSl-1064-A1-R4_MC01-1g01717	956.439	838.122	915.177	1084.5
MvSl-1064-A1-R4_MC01-1g01718	563.751	543.218	558.033	627.91
MvSl-1064-A1-R4_MC01-1g01719	44.6265	42.4411	55.1379	68.5446
MvSl-1064-A1-R4_MC01-1g01720	1942.5	1895.92	2409.63	2667.72
MvSl-1064-A1-R4_MC01-1g01721	3.73164	1.23336	1.33982	3.24875
MvSl-1064-A1-R4_MC01-1g01722	21.1931	22	44.0128	55.0315
MvSl-1064-A1-R4_MC01-1g01723	174.658	155.324	198.589	252.994
MvSl-1064-A1-R4_MC01-1g01724	74.6185	45.7919	64.7427	80.5732
MvSl-1064-A1-R4_MC01-1g01725	888	939	1097	945
MvSl-1064-A1-R4_MC01-1g01726	2057	2044	2388	2320
MvSl-1064-A1-R4_MC01-1g01727	465.88	403.348	517.92	527.133
MvSl-1064-A1-R4_MC01-1g01728	2541	3347	3525.47	3025
MvSl-1064-A1-R4_MC01-1g01729	479	317	424	600
MvSl-1064-A1-R4_MC01-1g01730	521	535	556	587
MvSl-1064-A1-R4_MC01-1g01731	29353	25721	31290	34017
MvSl-1064-A1-R4_MC01-1g01732	6	8	4	8
MvSl-1064-A1-R4_MC01-1g01733	0	1	1	1
MvSl-1064-A1-R4_MC01-1g01734	274	338	341	396
MvSl-1064-A1-R4_MC01-1g01735	129	88	83	62
MvSl-1064-A1-R4_MC01-1g01736	3	4	6	3
MvSl-1064-A1-R4_MC01-1g01737	27.0866	27.452	28.8026	14.2844
MvSl-1064-A1-R4_MC01-1g01738	32.4321	20	32.0312	22.0194
MvSl-1064-A1-R4_MC01-1g01739	261	264	377	445
MvSl-1064-A1-R4_MC01-1g01740	141	162	309	336
MvSl-1064-A1-R4_MC01-1g01741	1371.53	1297.62	1504.97	1650.65
MvSl-1064-A1-R4_MC01-1g01742	2341.76	2468.52	3040.97	3086.66
MvSl-1064-A1-R4_MC01-1g01743	1274	1435	1813	1486
MvSl-1064-A1-R4_MC01-1g01744	4244	4071	5140	4935
MvSl-1064-A1-R4_MC01-1g01745	29	36	45	36
MvSl-1064-A1-R4_MC01-1g01746	412.785	268.879	344.563	431.335
MvSl-1064-A1-R4_MC01-1g01747	0	0	0	1
MvSl-1064-A1-R4_MC01-1g01748	527	591	735	655
MvSl-1064-A1-R4_MC01-1g01749	113.27	54.0799	61.0339	134.737
MvSl-1064-A1-R4_MC01-1g01750	547.973	362.971	487.043	666.156
MvSl-1064-A1-R4_MC01-1g01751	4114	3977	3973	4574
MvSl-1064-A1-R4_MC01-1g01752	141	255	183	163
MvSl-1064-A1-R4_MC01-1g01753	377	495	546	534
MvSl-1064-A1-R4_MC01-1g01754	573	663	755	714
MvSl-1064-A1-R4_MC01-1g01755	1633	1939	1876	1876
MvSl-1064-A1-R4_MC01-1g01756	664.984	1049.87	896.408	733.848
MvSl-1064-A1-R4_MC01-1g01757	26.6986	23.7718	25.9202	31.3623
MvSl-1064-A1-R4_MC01-1g01758	220.878	213.008	306.526	330.738
MvSl-1064-A1-R4_MC01-1g01759	4.8786	4.9411	5.92454	9.92548
MvSl-1064-A1-R4_MC01-1g01760	1212.3	798.228	1228.08	1123.64
MvSl-1064-A1-R4_MC01-1g01761	44	19	45	63
MvSl-1064-A1-R4_MC01-1g01762	109	101	48	115
MvSl-1064-A1-R4_MC01-1g01763	1378	1276	1448	1645
MvSl-1064-A1-R4_MC01-1g01764	28	44	48	42
MvSl-1064-A1-R4_MC01-1g01765	175.934	207.795	206.005	247.965
MvSl-1064-A1-R4_MC01-1g01766	1273	1532	1743	1514
MvSl-1064-A1-R4_MC01-1g01767	1453	1354	1429	1475
MvSl-1064-A1-R4_MC01-1g01768	4074	4679	3874	3484
MvSl-1064-A1-R4_MC01-1g01769	1213	1057	1481	1700
MvSl-1064-A1-R4_MC01-1g01770	2521	2930	3184	2986
MvSl-1064-A1-R4_MC01-1g01771	3138	3296	3058	3073
MvSl-1064-A1-R4_MC01-1g01772	0	1	2	2
MvSl-1064-A1-R4_MC01-1g01773	7	9	9	19
MvSl-1064-A1-R4_MC01-1g01774	12	11	9	19
MvSl-1064-A1-R4_MC01-1g01775	1504.63	1419.74	1545.4	1702.75
MvSl-1064-A1-R4_MC01-1g01776	140.016	133.101	138.826	163.438
MvSl-1064-A1-R4_MC01-1g01777	5	7.0305	11.0078	11.0264
MvSl-1064-A1-R4_MC01-1g01778	34	21	9	21
MvSl-1064-A1-R4_MC01-1g01779	349	288	203	281
MvSl-1064-A1-R4_MC01-1g01780	875	1089	1148	1070
MvSl-1064-A1-R4_MC01-1g01782	1212.48	1391.3	1429.08	1442.82
MvSl-1064-A1-R4_MC01-1g01783	7.74553	24.3026	59.2325	39.0937
MvSl-1064-A1-R4_MC01-1g01785	90.7879	49.0667	79.2	121.098
MvSl-1064-A1-R4_MC01-1g01786	84.0541	147.559	73.2502	95.9615
MvSl-1064-A1-R4_MC01-1g01787	3.10694	0	0	0
MvSl-1064-A1-R4_MC01-1g01788	1754.39	1781.66	1776.68	2007.29
MvSl-1064-A1-R4_MC01-1g01789	4529.39	6279.69	5404.06	4655.85
MvSl-1064-A1-R4_MC01-1g01790	1436.32	1581.9	1703.18	1702.2
MvSl-1064-A1-R4_MC01-1g01791	35.1975	36.4971	38.9709	37.5458
MvSl-1064-A1-R4_MC01-1g01792	114.825	113.829	137.77	191.183
MvSl-1064-A1-R4_MC01-1g01794	40.5965	69.4034	76.4735	72.8274
MvSl-1064-A1-R4_MC01-1g01795	3	1	1	2
MvSl-1064-A1-R4_MC01-1g01796	2138	1639	2786	2605
MvSl-1064-A1-R4_MC01-1g01797	379	809	621	447
MvSl-1064-A1-R4_MC01-1g01798	1283	1723	1353	1261
MvSl-1064-A1-R4_MC01-1g01799	830	821	724	878
MvSl-1064-A1-R4_MC01-1g01800	3288	5039	4970	3443
MvSl-1064-A1-R4_MC01-1g01801	1952	2025	2141	2314
MvSl-1064-A1-R4_MC01-1g01802	9601	8618	8652	9348
MvSl-1064-A1-R4_MC01-1g01803	4481	6722	6510	4168
MvSl-1064-A1-R4_MC01-1g01804	763	1386	1111	983
MvSl-1064-A1-R4_MC01-1g01805	1153	1144	1250	1297
MvSl-1064-A1-R4_MC01-1g01806	3220	2729	2890	3284
MvSl-1064-A1-R4_MC01-1g01807	0	2.04086	0	0
MvSl-1064-A1-R4_MC01-1g01808	1792	1853.96	1951	1761
MvSl-1064-A1-R4_MC01-1g01809	3372	3611	4007	3800
MvSl-1064-A1-R4_MC01-1g01810	286	283	322	337
MvSl-1064-A1-R4_MC01-1g01811	326	522	446	408
MvSl-1064-A1-R4_MC01-1g01812	1235	1285	1616	1604
MvSl-1064-A1-R4_MC01-1g01813	1238	1084	1099	1158
MvSl-1064-A1-R4_MC01-1g01814	507	418	360	474
MvSl-1064-A1-R4_MC01-1g01815	14	9	12	28
MvSl-1064-A1-R4_MC01-1g01816	2126	2350	2640	2531
MvSl-1064-A1-R4_MC01-1g01817	2783	3109	2621	2761
MvSl-1064-A1-R4_MC01-1g01818	1288	1273	1501	1558
MvSl-1064-A1-R4_MC01-1g01819	2056	2191	2226	2373
MvSl-1064-A1-R4_MC01-1g01820	927	1089	850	841
MvSl-1064-A1-R4_MC01-1g01821	24612	22579	29321	30232
MvSl-1064-A1-R4_MC01-1g01822	1809	2285	1924	1703
MvSl-1064-A1-R4_MC01-1g01823	2467	2316	3535	4443
MvSl-1064-A1-R4_MC01-1g01824	3241	3705	3940	3244
MvSl-1064-A1-R4_MC01-1g01825	1	0	0	0
MvSl-1064-A1-R4_MC01-1g01826	65	51	71	108
MvSl-1064-A1-R4_MC01-1g01827	274.281	189.041	302.338	528.287
MvSl-1064-A1-R4_MC01-1g01828	794.61	853.931	1070.61	1149.7
MvSl-1064-A1-R4_MC01-1g01829	341.342	357.676	633.411	767.006
MvSl-1064-A1-R4_MC01-1g01830	459.329	539.153	743.778	739.776
MvSl-1064-A1-R4_MC01-1g01831	2	0	2.28683	0
MvSl-1064-A1-R4_MC01-1g01832	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01833	3	0	2	2
MvSl-1064-A1-R4_MC01-1g01834	26	39	45	46
MvSl-1064-A1-R4_MC01-1g01835	17.0532	15.7092	15.1895	10.8477
MvSl-1064-A1-R4_MC01-1g01836	8.17739	6.21483	20.5473	16.0466
MvSl-1064-A1-R4_MC01-1g01837	1.07571	0	0	0
MvSl-1064-A1-R4_MC01-1g01839	3.70829	0	4.68009	0
MvSl-1064-A1-R4_MC01-1g01840	344	252	286	340
MvSl-1064-A1-R4_MC01-1g01841	1090	1081	972	1128
MvSl-1064-A1-R4_MC01-1g01842	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01843	10	30	24	26
MvSl-1064-A1-R4_MC01-1g01844	411	882	708	506
MvSl-1064-A1-R4_MC01-1g01845	1581	1805	2053	1823
MvSl-1064-A1-R4_MC01-1g01846	3690	4626	3893	3969
MvSl-1064-A1-R4_MC01-1g01847	11	17	10	12
MvSl-1064-A1-R4_MC01-1g01848	0	3	1	0
MvSl-1064-A1-R4_MC01-1g01849	3131	3991	4550	3754
MvSl-1064-A1-R4_MC01-1g01850	190	292	319	246
MvSl-1064-A1-R4_MC01-1g01851	1478	1554	1890	1917
MvSl-1064-A1-R4_MC01-1g01852	1039	1232	1537	1371
MvSl-1064-A1-R4_MC01-1g01853	1425	1541	1627	1693
MvSl-1064-A1-R4_MC01-1g01854	135	86	127	193
MvSl-1064-A1-R4_MC01-1g01855	2679	3058	2888	2873
MvSl-1064-A1-R4_MC01-1g01856	2194	2635	2985	2455
MvSl-1064-A1-R4_MC01-1g01857	238	224	242	238
MvSl-1064-A1-R4_MC01-1g01858	134	278	238	162
MvSl-1064-A1-R4_MC01-1g01859	6523	5949	6002	7312
MvSl-1064-A1-R4_MC01-1g01860	1061	1342	1476	1148
MvSl-1064-A1-R4_MC01-1g01861	6779	6235	7714	8186
MvSl-1064-A1-R4_MC01-1g01862	4214	4255	4881	4485
MvSl-1064-A1-R4_MC01-1g01863	1382	1455	1473	1529
MvSl-1064-A1-R4_MC01-1g01864	742	711	626	738
MvSl-1064-A1-R4_MC01-1g01865	575	605	614	539
MvSl-1064-A1-R4_MC01-1g01866	8	11	15	14
MvSl-1064-A1-R4_MC01-1g01867	1056	1200	1464	1359
MvSl-1064-A1-R4_MC01-1g01868	825	869	1145	1155
MvSl-1064-A1-R4_MC01-1g01869	1123	1272	1404	1349
MvSl-1064-A1-R4_MC01-1g01870	6883.87	6576.42	7122.2	6237.35
MvSl-1064-A1-R4_MC01-1g01871	1458	1807	1997	1623
MvSl-1064-A1-R4_MC01-1g01872	1416	1656	1794	1592
MvSl-1064-A1-R4_MC01-1g01873	2167	2536	2612	2285
MvSl-1064-A1-R4_MC01-1g01874	1789	1966	2245	2273
MvSl-1064-A1-R4_MC01-1g01875	4390	4082	4730	4993
MvSl-1064-A1-R4_MC01-1g01876	7626	8747	9931	8324
MvSl-1064-A1-R4_MC01-1g01877	309	471	448	376
MvSl-1064-A1-R4_MC01-1g01878	1523	1972	1803	1427
MvSl-1064-A1-R4_MC01-1g01879	338	307	358	367
MvSl-1064-A1-R4_MC01-1g01880	3467	5684	4578	3010
MvSl-1064-A1-R4_MC01-1g01881	2339	2906	2783	2538
MvSl-1064-A1-R4_MC01-1g01882	1306	1220	1426	1462
MvSl-1064-A1-R4_MC01-1g01883	323	562	427	359
MvSl-1064-A1-R4_MC01-1g01884	786	602	912	1070
MvSl-1064-A1-R4_MC01-1g01885	998	1398	1346	1033
MvSl-1064-A1-R4_MC01-1g01886	3488	2388	2783	4572
MvSl-1064-A1-R4_MC01-1g01887	16155	12041	17023	21390
MvSl-1064-A1-R4_MC01-1g01888	1007	1071	1461	1658
MvSl-1064-A1-R4_MC01-1g01889	2052	2320	2598	2289
MvSl-1064-A1-R4_MC01-1g01890	1172	703	931	1054
MvSl-1064-A1-R4_MC01-1g01891	133	115	171	157
MvSl-1064-A1-R4_MC01-1g01892	130	90	194	200
MvSl-1064-A1-R4_MC01-1g01893	1686	1572	1779	1749
MvSl-1064-A1-R4_MC01-1g01894	6373	7258	9541	7818
MvSl-1064-A1-R4_MC01-1g01895	1455	1220	1682	1867
MvSl-1064-A1-R4_MC01-1g01896	736	678	851	970
MvSl-1064-A1-R4_MC01-1g01897	2847	2349	2784	3262
MvSl-1064-A1-R4_MC01-1g01898	279	276	345	331
MvSl-1064-A1-R4_MC01-1g01899	5032	5971	6190	5059
MvSl-1064-A1-R4_MC01-1g01900	518	619	726	690
MvSl-1064-A1-R4_MC01-1g01901	1102	1487	1786	1320
MvSl-1064-A1-R4_MC01-1g01902	1894	1786	1881	1904
MvSl-1064-A1-R4_MC01-1g01903	13	13	45	26
MvSl-1064-A1-R4_MC01-1g01904	1396	1226	1728	1825
MvSl-1064-A1-R4_MC01-1g01905	2093	2511	1975	1858
MvSl-1064-A1-R4_MC01-1g01906	5685	4796	4606	4789
MvSl-1064-A1-R4_MC01-1g01907	1925	1548	1947	2111
MvSl-1064-A1-R4_MC01-1g01908	0	0	0	2.58765
MvSl-1064-A1-R4_MC01-1g01909	141.586	103.468	205.041	230.858
MvSl-1064-A1-R4_MC01-1g01910	141.505	111.232	106.207	173.886
MvSl-1064-A1-R4_MC01-1g01911	119.988	135.285	229.553	284.767
MvSl-1064-A1-R4_MC01-1g01912	1131	1118	1466	1241
MvSl-1064-A1-R4_MC01-1g01913	3978	4175	4294	4416
MvSl-1064-A1-R4_MC01-1g01914	1	3	3	0
MvSl-1064-A1-R4_MC01-1g01915	1057	1142	1225	1151
MvSl-1064-A1-R4_MC01-1g01916	852	775	916	985
MvSl-1064-A1-R4_MC01-1g01917	1821.93	1741.95	2332.32	2541.33
MvSl-1064-A1-R4_MC01-1g01918	1914	1815	2210	1879
MvSl-1064-A1-R4_MC01-1g01919	9248	9148	10443	10337
MvSl-1064-A1-R4_MC01-1g01921	1811.48	1799.07	2614.93	3118.47
MvSl-1064-A1-R4_MC01-1g01922	940	1510	1072	801
MvSl-1064-A1-R4_MC01-1g01923	2565	2115	2329	2713
MvSl-1064-A1-R4_MC01-1g01924	1836	1723	1831	1892
MvSl-1064-A1-R4_MC01-1g01925	3015	3134	3374	3445
MvSl-1064-A1-R4_MC01-1g01926	354	324	549	641
MvSl-1064-A1-R4_MC01-1g01927	922	745	893	1103
MvSl-1064-A1-R4_MC01-1g01928	5808	4535	5613	6710
MvSl-1064-A1-R4_MC01-1g01929	352.902	369.835	416.49	500.56
MvSl-1064-A1-R4_MC01-1g01930	20	25	2	3
MvSl-1064-A1-R4_MC01-1g01931	488	763	1061	825
MvSl-1064-A1-R4_MC01-1g01932	1248	1534	1224	1341
MvSl-1064-A1-R4_MC01-1g01933	2157	2027	2438	2417
MvSl-1064-A1-R4_MC01-1g01934	1252	1503	1881	1434
MvSl-1064-A1-R4_MC01-1g01935	2167	2332	2425	2323
MvSl-1064-A1-R4_MC01-1g01936	1167	1025	1495	1471
MvSl-1064-A1-R4_MC01-1g01937	173	154	150	104
MvSl-1064-A1-R4_MC01-1g01938	5220	4047	5637	6223
MvSl-1064-A1-R4_MC01-1g01939	932	979	1168	1130
MvSl-1064-A1-R4_MC01-1g01940	984	1120	1393	1306
MvSl-1064-A1-R4_MC01-1g01941	1699	1962	2156	1983
MvSl-1064-A1-R4_MC01-1g01942	426	551	660	583
MvSl-1064-A1-R4_MC01-1g01943	1990	1910	2103	2385
MvSl-1064-A1-R4_MC01-1g01944	1094	1326	1123	950
MvSl-1064-A1-R4_MC01-1g01945	3081	2793	3207	3740
MvSl-1064-A1-R4_MC01-1g01946	376	331	429	479
MvSl-1064-A1-R4_MC01-1g01947	1432	1801	2023	1754
MvSl-1064-A1-R4_MC01-1g01948	1528	1601	1990	1578
MvSl-1064-A1-R4_MC01-1g01949	977	1232	1453	1164
MvSl-1064-A1-R4_MC01-1g01950	211.648	212.785	178.931	370.797
MvSl-1064-A1-R4_MC01-1g01951	1518	1125	1470	1854
MvSl-1064-A1-R4_MC01-1g01952	3145	3404	2587	2323
MvSl-1064-A1-R4_MC01-1g01953	1180	1367	1433	1286
MvSl-1064-A1-R4_MC01-1g01954	1491	1349	1262	1516
MvSl-1064-A1-R4_MC01-1g01955	7751	10092	10604	7975
MvSl-1064-A1-R4_MC01-1g01956	149	115	217	337
MvSl-1064-A1-R4_MC01-1g01957	1858.03	1623.04	2843.5	3827.6
MvSl-1064-A1-R4_MC01-1g01958	1602	1536	2458	2179
MvSl-1064-A1-R4_MC01-1g01959	1298	1666	2259	1944
MvSl-1064-A1-R4_MC01-1g01960	507	524	619	721
MvSl-1064-A1-R4_MC01-1g01961	491	413	466	313
MvSl-1064-A1-R4_MC01-1g01962	1193	1763	1245	1061
MvSl-1064-A1-R4_MC01-1g01963	599	859	774	644
MvSl-1064-A1-R4_MC01-1g01964	216	260	274	216
MvSl-1064-A1-R4_MC01-1g01965	216	227	260	324
MvSl-1064-A1-R4_MC01-1g01966	864	775	954	854
MvSl-1064-A1-R4_MC01-1g01967	793	802	726	652
MvSl-1064-A1-R4_MC01-1g01968	1702	1575	1669	1733
MvSl-1064-A1-R4_MC01-1g01969	4274	2123	2865	3687
MvSl-1064-A1-R4_MC01-1g01970	1066.83	951.365	7796.71	10316.2
MvSl-1064-A1-R4_MC01-1g01971	9	81	59	13
MvSl-1064-A1-R4_MC01-1g01972	3686	3193	4018	4480
MvSl-1064-A1-R4_MC01-1g01973	2107	2439	2692	2291
MvSl-1064-A1-R4_MC01-1g01974	2781	2594	2947	3311
MvSl-1064-A1-R4_MC01-1g01975	1187.31	1107.99	969.623	1171.25
MvSl-1064-A1-R4_MC01-1g01976	342.12	663.302	568.191	314.857
MvSl-1064-A1-R4_MC01-1g01977	174.086	208.012	371.384	397.093
MvSl-1064-A1-R4_MC01-1g01978	408.465	315.17	283.784	419.977
MvSl-1064-A1-R4_MC01-1g01979	1	1	1	1
MvSl-1064-A1-R4_MC01-1g01980	4.0073	1.00196	4.00413	3.0092
MvSl-1064-A1-R4_MC01-1g01981	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01982	161.848	172.591	217.826	267.414
MvSl-1064-A1-R4_MC01-1g01983	33.7579	43.8092	33.0042	39.1198
MvSl-1064-A1-R4_MC01-1g01984	2639	2837	2681	2404
MvSl-1064-A1-R4_MC01-1g01985	1597	1856	1534	1136
MvSl-1064-A1-R4_MC01-1g01986	35.1648	35.3518	36.8427	39.7852
MvSl-1064-A1-R4_MC01-1g01987	16887	20982	20872	18211
MvSl-1064-A1-R4_MC01-1g01988	16366	19302	20041	18121
MvSl-1064-A1-R4_MC01-1g01989	251	195	277	298
MvSl-1064-A1-R4_MC01-1g01990	978	960	1262	1326
MvSl-1064-A1-R4_MC01-1g01991	5.2015	5.37359	4.07008	6.42485
MvSl-1064-A1-R4_MC01-1g01992	2910.78	3516.41	5164.06	5031.44
MvSl-1064-A1-R4_MC01-1g01993	10065.7	15092.2	9861.75	9248.87
MvSl-1064-A1-R4_MC01-1g01994	24.1294	28.9811	93.9941	33.5887
MvSl-1064-A1-R4_MC01-1g01995	315	762	590	448
MvSl-1064-A1-R4_MC01-1g01996	1.57651	0	0	1.91639
MvSl-1064-A1-R4_MC01-1g01997	246.776	256.579	281.099	299.295
MvSl-1064-A1-R4_MC01-1g01998	8712	12186	10068	8941
MvSl-1064-A1-R4_MC01-1g01999	42587	89064	81480	57830
MvSl-1064-A1-R4_MC01-1g02000	2276	2820	2684	2121
MvSl-1064-A1-R4_MC01-1g02001	846	947	1106	1031
MvSl-1064-A1-R4_MC01-1g02002	1533	1177	1942	2204
MvSl-1064-A1-R4_MC01-1g02003	1499	1529	1756	1735
MvSl-1064-A1-R4_MC01-1g02004	19.7343	11.7376	7.46639	10.5356
MvSl-1064-A1-R4_MC01-1g02005	27.1753	22.4735	14.7554	21.7775
MvSl-1064-A1-R4_MC01-1g02006	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02007	489.317	562.273	958.424	953.71
MvSl-1064-A1-R4_MC01-1g02008	4374.87	2713.1	2764	5770
MvSl-1064-A1-R4_MC01-1g02009	5032.91	4120.36	4695	7131
MvSl-1064-A1-R4_MC01-1g02010	8162.25	7151.36	8418.87	9903.65
MvSl-1064-A1-R4_MC01-1g02011	9394	8647	13245	11766
MvSl-1064-A1-R4_MC01-1g02012	42	45	86	102
MvSl-1064-A1-R4_MC01-1g02013	2008.37	3120.49	3473.05	1866.44
MvSl-1064-A1-R4_MC01-1g02014	216.422	255.082	241.612	290.184
MvSl-1064-A1-R4_MC01-1g02015	1784	1484	1807	2320
MvSl-1064-A1-R4_MC01-1g02016	236	683	797	382
MvSl-1064-A1-R4_MC01-1g02017	1940	1893	2334	2333
MvSl-1064-A1-R4_MC01-1g02018	753	788	811	634
MvSl-1064-A1-R4_MC01-1g02019	501	306	277	576
MvSl-1064-A1-R4_MC01-1g02020	1632	1027	1802	2282
MvSl-1064-A1-R4_MC01-1g02021	2203	2043	2449	2525
MvSl-1064-A1-R4_MC01-1g02022	334.468	388.884	196.028	213.971
MvSl-1064-A1-R4_MC01-1g02023	32.6049	39.6667	54.5289	79.5916
MvSl-1064-A1-R4_MC01-1g02024	43	31	17.5983	37.5007
MvSl-1064-A1-R4_MC01-1g02025	275.33	277.21	333.694	379.31
MvSl-1064-A1-R4_MC01-1g02026	395.248	373.005	423.139	446.684
MvSl-1064-A1-R4_MC01-1g02027	168.609	199.153	228.429	265.939
MvSl-1064-A1-R4_MC01-1g02028	19.5732	29.5474	23	24
MvSl-1064-A1-R4_MC01-1g02029	3480	3015	3520	4103
MvSl-1064-A1-R4_MC01-1g02030	735	663	859	805
MvSl-1064-A1-R4_MC01-1g02031	3367	2197	3078	4370
MvSl-1064-A1-R4_MC01-1g02032	3180	2974	3284	3632
MvSl-1064-A1-R4_MC01-1g02033	1216	1387	1377	1368
MvSl-1064-A1-R4_MC01-1g02034	6032	10306	7272	5535
MvSl-1064-A1-R4_MC01-1g02035	4351	6296	5375	4943
MvSl-1064-A1-R4_MC01-1g02036	701	1088	946	907
MvSl-1064-A1-R4_MC01-1g02037	9778	15110	17710	11255
MvSl-1064-A1-R4_MC01-1g02038	211	222	269	254
MvSl-1064-A1-R4_MC01-1g02039	2686	2763	3170	2990
MvSl-1064-A1-R4_MC01-1g02040	399	455	793	476
MvSl-1064-A1-R4_MC01-1g02041	37	47	29	25
MvSl-1064-A1-R4_MC01-1g02042	1388.87	1417.05	1912.66	1164.27
MvSl-1064-A1-R4_MC01-1g02043	571	684	875	609
MvSl-1064-A1-R4_MC01-1g02044	802	765	969	1071
MvSl-1064-A1-R4_MC01-1g02045	1229	587	873	1260
MvSl-1064-A1-R4_MC01-1g02046	123.087	97.4735	278.006	359.749
MvSl-1064-A1-R4_MC01-1g02047	594.58	690.886	824.85	981.011
MvSl-1064-A1-R4_MC01-1g02048	462.481	619.316	715.38	841.806
MvSl-1064-A1-R4_MC01-1g02049	1115.64	1106.07	1272.94	1526.96
MvSl-1064-A1-R4_MC01-1g02050	164	186	191	180
MvSl-1064-A1-R4_MC01-1g02051	3994	3675	4533	4534
MvSl-1064-A1-R4_MC01-1g02052	10612	16366	15774	10978
MvSl-1064-A1-R4_MC01-1g02053	268	430	356	351
MvSl-1064-A1-R4_MC01-1g02054	1289	1589	1797	1610
MvSl-1064-A1-R4_MC01-1g02055	102	89	104	150
MvSl-1064-A1-R4_MC01-1g02056	178	222	179	250
MvSl-1064-A1-R4_MC01-1g02057	992	1174	1194	1226
MvSl-1064-A1-R4_MC01-1g02058	3577	2910	3516	4102
MvSl-1064-A1-R4_MC01-1g02059	3	0	0	0
MvSl-1064-A1-R4_MC01-1g02060	710	686	860	870
MvSl-1064-A1-R4_MC01-1g02061	26	41	39	67
MvSl-1064-A1-R4_MC01-1g02062	1440	1482	1837	1965
MvSl-1064-A1-R4_MC01-1g02063	714.768	624.612	1048.72	991.034
MvSl-1064-A1-R4_MC01-1g02064	634.198	588.283	732.167	816.531
MvSl-1064-A1-R4_MC01-1g02065	12.4898	10.8148	20	34
MvSl-1064-A1-R4_MC01-1g02066	19.9682	13.456	19.6491	29.732
MvSl-1064-A1-R4_MC01-1g02067	510	714	726	641
MvSl-1064-A1-R4_MC01-1g02068	1888	1043	1318	1681
MvSl-1064-A1-R4_MC01-1g02069	3	5	3	5
MvSl-1064-A1-R4_MC01-1g02070	74	122	233	160
