a2	a2s1	a2s2	a1	a1s1	a1s2
MvSl-1064-A2-R4_MC13g11556	3095	3214	MvSl-1064-A1-R4_MC13g11295	2937	2854
MvSl-1064-A2-R4_MC13g11557	4152	3471	MvSl-1064-A1-R4_MC13g11296	2765	3313
MvSl-1064-A2-R4_MC13g11558	667	549	MvSl-1064-A1-R4_MC13g11297	490	671
MvSl-1064-A2-R4_MC13g11559	499	343	MvSl-1064-A1-R4_MC13g11298	224	459
MvSl-1064-A2-R4_MC13g11560	504.825	618.258	MvSl-1064-A1-R4_MC13g11299	340.29	267.096
MvSl-1064-A2-R4_MC13g11561	51	32	MvSl-1064-A1-R4_MC13g11300	50	51
MvSl-1064-A2-R4_MC13g11562	1199.96	1465.85	MvSl-1064-A1-R4_MC13g11301	1095.93	892
MvSl-1064-A2-R4_MC13g11563	170	206	MvSl-1064-A1-R4_MC13g11302	165	129
MvSl-1064-A2-R4_MC13g11564	1144.42	1126.75	MvSl-1064-A1-R4_MC13g11303	795.157	723.674
MvSl-1064-A2-R4_MC13g11565	5092.31	5620.97	MvSl-1064-A1-R4_MC13g11304	4868.65	4463.25
MvSl-1064-A2-R4_MC13g11566	1253.14	1825.62	MvSl-1064-A1-R4_MC13g11305	1003	803.654
MvSl-1064-A2-R4_MC13g11567	128	126	MvSl-1064-A1-R4_MC13g11306	80	95
MvSl-1064-A2-R4_MC13g11568	966	1274	MvSl-1064-A1-R4_MC13g11307	691.098	567
MvSl-1064-A2-R4_MC13g11569	70.1537	70.8897	MvSl-1064-A1-R4_MC13g11308	60.6446	43.2615
MvSl-1064-A2-R4_MC13g11570	63.2581	55.9053	MvSl-1064-A1-R4_MC13g11309	54.8303	48.8232
MvSl-1064-A2-R4_MC13g11571	71.1684	79.9127	MvSl-1064-A1-R4_MC13g11310	81.4099	64.3963
MvSl-1064-A2-R4_MC13g11572	506	618	MvSl-1064-A1-R4_MC13g11311	408	469
MvSl-1064-A2-R4_MC13g11573	5051.25	5687.9	MvSl-1064-A1-R4_MC13g11312	4402.11	4409.84
MvSl-1064-A2-R4_MC13g11574	185.416	332.597	MvSl-1064-A1-R4_MC13g11313	192.787	144.96
MvSl-1064-A2-R4_MC13g11575	2	0	MvSl-1064-A1-R4_MC13g11314	0	0
MvSl-1064-A2-R4_MC13g11576	175.348	255.809	MvSl-1064-A1-R4_MC13g11315	100.951	113.576
MvSl-1064-A2-R4_MC13g11577	0	0	MvSl-1064-A1-R4_MC13g11316	0	2.22131
MvSl-1064-A2-R4_MC13g11578	278.764	292.444	MvSl-1064-A1-R4_MC13g11317	369.935	291.38
MvSl-1064-A2-R4_MC13g11579	0	4.21447	MvSl-1064-A1-R4_MC13g11318	1.00482	0
MvSl-1064-A2-R4_MC13g11580	4	3	MvSl-1064-A1-R4_MC13g11319	7.00502	1
MvSl-1064-A2-R4_MC13g11581	4718.37	5626.11	MvSl-1064-A1-R4_MC13g11320	5006.77	4195.94
MvSl-1064-A2-R4_MC13g11582	69.193	44.1097	MvSl-1064-A1-R4_MC13g11321	76.577	46.5839
MvSl-1064-A2-R4_MC13g11585	60.3377	104.167	MvSl-1064-A1-R4_MC13g11324	100.679	82.2222
MvSl-1064-A2-R4_MC13g11586	785.93	941.845	MvSl-1064-A1-R4_MC13g11325	410.365	367.595
MvSl-1064-A2-R4_MC13g11587	290.519	250.064	MvSl-1064-A1-R4_MC13g11326	262.445	284.671
MvSl-1064-A2-R4_MC13g11588	8.02819	11.3067	MvSl-1064-A1-R4_MC13g11327	4.61677	8.50737
MvSl-1064-A2-R4_MC13g11589	326.687	285.394	MvSl-1064-A1-R4_MC13g11328	419.321	396.202
MvSl-1064-A2-R4_MC13g11590	363.32	385.597	MvSl-1064-A1-R4_MC13g11329	187.724	249.806
MvSl-1064-A2-R4_MC13g11591	1235.2	1519.1	MvSl-1064-A1-R4_MC13g11330	1809.84	2216.99
MvSl-1064-A2-R4_MC13g11592	2633.66	2358.09	MvSl-1064-A1-R4_MC13g11331	8862.78	12364.5
MvSl-1064-A2-R4_MC13g11593	38.7267	33.7933	MvSl-1064-A1-R4_MC13g11332	45.7144	59.749
MvSl-1064-A2-R4_MC13g11594	267.196	236.562	MvSl-1064-A1-R4_MC13g11333	210.039	302.298
MvSl-1064-A2-R4_MC13g11595	1567.09	822.637	MvSl-1064-A1-R4_MC13g11334	797.529	886.334
MvSl-1064-A2-R4_MC13g11600	9	11	MvSl-1064-A1-R4_MC13g11339	4	6
MvSl-1064-A2-R4_MC13g11601	141.662	145.833	MvSl-1064-A1-R4_MC13g11340	132.321	102.778
MvSl-1064-A2-R4_MC13g11608	29	54	MvSl-1064-A1-R4_MC13g11347	45	28
MvSl-1064-A2-R4_MC13g11609	168	149	MvSl-1064-A1-R4_MC13g11348	135	145
MvSl-1064-A2-R4_MC13g11610	121	137	MvSl-1064-A1-R4_MC13g11349	102	98
MvSl-1064-A2-R4_MC13g11611	8720	12022	MvSl-1064-A1-R4_MC13g11350	10566	7973
MvSl-1064-A2-R4_MC13g11612	437	1185	MvSl-1064-A1-R4_MC13g11351	963	666
MvSl-1064-A2-R4_MC13g11613	341	937	MvSl-1064-A1-R4_MC13g11352	824	441
MvSl-1064-A2-R4_MC13g11614	1631	1725	MvSl-1064-A1-R4_MC13g11353	1567	1638
MvSl-1064-A2-R4_MC13g11615	1671	1328	MvSl-1064-A1-R4_MC13g11354	1205	1469
MvSl-1064-A2-R4_MC13g11616	1080	990	MvSl-1064-A1-R4_MC13g11355	838	1120
MvSl-1064-A2-R4_MC13g11617	19	7	MvSl-1064-A1-R4_MC13g11356	30	32
MvSl-1064-A2-R4_MC13g11618	0	1	MvSl-1064-A1-R4_MC13g11357	1	0
MvSl-1064-A2-R4_MC13g11619	0	1	MvSl-1064-A1-R4_MC13g11358	0	0
MvSl-1064-A2-R4_MC13g11620	38.025	43.6934	MvSl-1064-A1-R4_MC13g11359	24.9045	26.5357
MvSl-1064-A2-R4_MC13g11621	677.421	620.14	MvSl-1064-A1-R4_MC13g11360	520.261	668.5
MvSl-1064-A2-R4_MC13g11622	33	54	MvSl-1064-A1-R4_MC13g11361	71.5748	53.749
MvSl-1064-A2-R4_MC13g11623	563	580	MvSl-1064-A1-R4_MC13g11362	425	437
MvSl-1064-A2-R4_MC13g11624	1680	1629	MvSl-1064-A1-R4_MC13g11363	1218	1403
MvSl-1064-A2-R4_MC13g11625	2791	2826	MvSl-1064-A1-R4_MC13g11364	2967	2735
MvSl-1064-A2-R4_MC13g11626	73.0387	118.152	MvSl-1064-A1-R4_MC13g11365	133.075	113
MvSl-1064-A2-R4_MC13g11627	3	9	MvSl-1064-A1-R4_MC13g11366	7	7
MvSl-1064-A2-R4_MC13g11628	0	0	MvSl-1064-A1-R4_MC13g11367	0	0
MvSl-1064-A2-R4_MC13g11629	13	38	MvSl-1064-A1-R4_MC13g11368	16.693	8.43278
MvSl-1064-A2-R4_MC13g11630	35	43	MvSl-1064-A1-R4_MC13g11369	27	23
MvSl-1064-A2-R4_MC13g11631	1231.96	1599.33	MvSl-1064-A1-R4_MC13g11370	1158.6	1038.54
MvSl-1064-A2-R4_MC13g11632	2938	2982	MvSl-1064-A1-R4_MC13g11371	2544	2188
MvSl-1064-A2-R4_MC13g11633	890	766	MvSl-1064-A1-R4_MC13g11372	625	825
MvSl-1064-A2-R4_MC13g11634	1806	1675	MvSl-1064-A1-R4_MC13g11373	1545	1502
MvSl-1064-A2-R4_MC13g11635	22	35	MvSl-1064-A1-R4_MC13g11374	11	10
MvSl-1064-A2-R4_MC13g11636	880	861	MvSl-1064-A1-R4_MC13g11375	620	652
MvSl-1064-A2-R4_MC13g11637	1015.03	1446.35	MvSl-1064-A1-R4_MC13g11376	1032.47	837.376
MvSl-1064-A2-R4_MC13g11638	24	31	MvSl-1064-A1-R4_MC13g11377	16	15
MvSl-1064-A2-R4_MC13g11639	4683	6009	MvSl-1064-A1-R4_MC13g11378	4532	3241
MvSl-1064-A2-R4_MC13g11640	1157	1385	MvSl-1064-A1-R4_MC13g11379	1185	744
MvSl-1064-A2-R4_MC13g11641	7	6	MvSl-1064-A1-R4_MC13g11380	4	3
MvSl-1064-A2-R4_MC13g11642	1037.18	1399.03	MvSl-1064-A1-R4_MC13g11381	728.71	658.904
MvSl-1064-A2-R4_MC13g11643	546	387	MvSl-1064-A1-R4_MC13g11382	415	700
MvSl-1064-A2-R4_MC13g11644	1046	952	MvSl-1064-A1-R4_MC13g11383	1016	1301
MvSl-1064-A2-R4_MC13g11645	8	16	MvSl-1064-A1-R4_MC13g11384	9	9
MvSl-1064-A2-R4_MC13g11646	484	431	MvSl-1064-A1-R4_MC13g11385	338	407
MvSl-1064-A2-R4_MC13g11647	5022	6232	MvSl-1064-A1-R4_MC13g11386	7199	7110
MvSl-1064-A2-R4_MC13g11648	2000	1903	MvSl-1064-A1-R4_MC13g11387	1603	1644
MvSl-1064-A2-R4_MC13g11649	1123	1174	MvSl-1064-A1-R4_MC13g11388	872	1135
MvSl-1064-A2-R4_MC13g11650	118.375	103	MvSl-1064-A1-R4_MC13g11389	70	127
MvSl-1064-A2-R4_MC13g11651	315	235	MvSl-1064-A1-R4_MC13g11390	172.691	298.913
MvSl-1064-A2-R4_MC13g11652	1768	1390	MvSl-1064-A1-R4_MC13g11391	1069	1584
MvSl-1064-A2-R4_MC13g11653	4072	4197	MvSl-1064-A1-R4_MC13g11392	3329	3546
MvSl-1064-A2-R4_MC13g11654	18	36	MvSl-1064-A1-R4_MC13g11393	13	13
MvSl-1064-A2-R4_MC13g11655	3635	5403	MvSl-1064-A1-R4_MC13g11394	3695	3012
MvSl-1064-A2-R4_MC13g11656	3806	3450	MvSl-1064-A1-R4_MC13g11395	2647	2777
MvSl-1064-A2-R4_MC13g11657	7119	4835	MvSl-1064-A1-R4_MC13g11396	4820	4857
MvSl-1064-A2-R4_MC13g11658	2216	2239	MvSl-1064-A1-R4_MC13g11397	1899	1742
MvSl-1064-A2-R4_MC13g11659	9305	13002	MvSl-1064-A1-R4_MC13g11398	8778	6181
MvSl-1064-A2-R4_MC13g11660	259	260	MvSl-1064-A1-R4_MC13g11399	280	230
MvSl-1064-A2-R4_MC13g11661	4441	7292	MvSl-1064-A1-R4_MC13g11400	5387	2645
MvSl-1064-A2-R4_MC13g11662	5628	6400	MvSl-1064-A1-R4_MC13g11401	6770	5621
MvSl-1064-A2-R4_MC13g11663	6	6	MvSl-1064-A1-R4_MC13g11402	11	3
MvSl-1064-A2-R4_MC13g11664	0	0	MvSl-1064-A1-R4_MC13g11403	1	1
MvSl-1064-A2-R4_MC13g11665	1296	1126	MvSl-1064-A1-R4_MC13g11404	1206	1293
MvSl-1064-A2-R4_MC13g11666	397	532	MvSl-1064-A1-R4_MC13g11405	490	477
MvSl-1064-A2-R4_MC13g11667	289	406	MvSl-1064-A1-R4_MC13g11406	323	240
MvSl-1064-A2-R4_MC13g11668	652	929	MvSl-1064-A1-R4_MC13g11407	619	611
MvSl-1064-A2-R4_MC13g11669	252	227.023	MvSl-1064-A1-R4_MC13g11408	220	216
MvSl-1064-A2-R4_MC13g11670	29	10	MvSl-1064-A1-R4_MC13g11409	15	23
MvSl-1064-A2-R4_MC13g11671	1710	987	MvSl-1064-A1-R4_MC13g11410	666	1365
MvSl-1064-A2-R4_MC13g11672	3228	4068	MvSl-1064-A1-R4_MC13g11411	3181	2913
MvSl-1064-A2-R4_MC13g11673	265	182	MvSl-1064-A1-R4_MC13g11412	150	250
MvSl-1064-A2-R4_MC13g11674	570	503	MvSl-1064-A1-R4_MC13g11413	448	475
MvSl-1064-A2-R4_MC13g11675	1321	1077	MvSl-1064-A1-R4_MC13g11414	1074	1251
MvSl-1064-A2-R4_MC13g11676	1992	2494	MvSl-1064-A1-R4_MC13g11415	2084	1606
MvSl-1064-A2-R4_MC13g11677	86	110	MvSl-1064-A1-R4_MC13g11416	29	42
MvSl-1064-A2-R4_MC13g11678	53	65	MvSl-1064-A1-R4_MC13g11417	30	20
MvSl-1064-A2-R4_MC13g11679	259	309	MvSl-1064-A1-R4_MC13g11418	95	102
MvSl-1064-A2-R4_MC13g11680	3559	4208	MvSl-1064-A1-R4_MC13g11419	3102	2324
MvSl-1064-A2-R4_MC13g11681	2775	2368	MvSl-1064-A1-R4_MC13g11420	2093	2333
MvSl-1064-A2-R4_MC13g11682	15	14	MvSl-1064-A1-R4_MC13g11421	18	16
MvSl-1064-A2-R4_MC13g11683	531	496	MvSl-1064-A1-R4_MC13g11422	387	473
MvSl-1064-A2-R4_MC13g11684	1990	1555	MvSl-1064-A1-R4_MC13g11423	1644	1878
MvSl-1064-A2-R4_MC13g11685	6013	4711	MvSl-1064-A1-R4_MC13g11424	4621	5362
MvSl-1064-A2-R4_MC13g11686	227	327	MvSl-1064-A1-R4_MC13g11425	285	249
MvSl-1064-A2-R4_MC13g11687	3	1	MvSl-1064-A1-R4_MC13g11426	0	1
MvSl-1064-A2-R4_MC13g11689	19	17	MvSl-1064-A1-R4_MC13g11428	25	35
MvSl-1064-A2-R4_MC13g11690	6	4	MvSl-1064-A1-R4_MC13g11429	570	862
MvSl-1064-A2-R4_MC13g11691	7	21	MvSl-1064-A1-R4_MC13g11430	12	13
MvSl-1064-A2-R4_MC13g11692	4.44183	2.46369	MvSl-1064-A1-R4_MC13g11431	6.26104	0
MvSl-1064-A2-R4_MC13g11693	13.5582	11.6255	MvSl-1064-A1-R4_MC13g11432	11.739	13
MvSl-1064-A2-R4_MC13g11694	4535	3773	MvSl-1064-A1-R4_MC13g11433	3670	4868
MvSl-1064-A2-R4_MC13g11695	109.612	114.074	MvSl-1064-A1-R4_MC13g11434	67.7345	101.429
MvSl-1064-A2-R4_MC13g11696	1865.9	2095.6	MvSl-1064-A1-R4_MC13g11435	1982.9	1947.85
MvSl-1064-A2-R4_MC13g11697	392	380	MvSl-1064-A1-R4_MC13g11436	300	552
MvSl-1064-A2-R4_MC13g11698	466	430	MvSl-1064-A1-R4_MC13g11437	288	299
MvSl-1064-A2-R4_MC13g11699	1112	1060	MvSl-1064-A1-R4_MC13g11438	970	1226
MvSl-1064-A2-R4_MC13g11700	1222	1293	MvSl-1064-A1-R4_MC13g11439	1217	1082
MvSl-1064-A2-R4_MC13g11701	1740	2161	MvSl-1064-A1-R4_MC13g11440	2092	1835
MvSl-1064-A2-R4_MC13g11702	766	677	MvSl-1064-A1-R4_MC13g11441	597	969
MvSl-1064-A2-R4_MC13g11703	1748	2229	MvSl-1064-A1-R4_MC13g11442	1797	1516
MvSl-1064-A2-R4_MC13g11704	3258	4343	MvSl-1064-A1-R4_MC13g11443	2200	1917
MvSl-1064-A2-R4_MC13g11705	311	484	MvSl-1064-A1-R4_MC13g11444	365	249
MvSl-1064-A2-R4_MC13g11706	4524	3691	MvSl-1064-A1-R4_MC13g11445	4297	4777
MvSl-1064-A2-R4_MC13g11707	2227	2007	MvSl-1064-A1-R4_MC13g11446	1882	1979
MvSl-1064-A2-R4_MC13g11708	3371	4196	MvSl-1064-A1-R4_MC13g11447	3524	2874
MvSl-1064-A2-R4_MC13g11709	3307	3316	MvSl-1064-A1-R4_MC13g11448	2993	2618
MvSl-1064-A2-R4_MC13g11710	405	486	MvSl-1064-A1-R4_MC13g11449	555	335
MvSl-1064-A2-R4_MC13g11711	455	529	MvSl-1064-A1-R4_MC13g11450	403	315
MvSl-1064-A2-R4_MC13g11712	524	602	MvSl-1064-A1-R4_MC13g11451	626	534
MvSl-1064-A2-R4_MC13g11713	2427	2118	MvSl-1064-A1-R4_MC13g11452	2276	2698
MvSl-1064-A2-R4_MC13g11714	817	700	MvSl-1064-A1-R4_MC13g11453	644	720
MvSl-1064-A2-R4_MC13g11715	67	50	MvSl-1064-A1-R4_MC13g11454	93	61
MvSl-1064-A2-R4_MC13g11716	2	2	MvSl-1064-A1-R4_MC13g11455	0	3
MvSl-1064-A2-R4_MC13g11717	2292	2469	MvSl-1064-A1-R4_MC13g11456	1841	2245
MvSl-1064-A2-R4_MC13g11718	2113	1873	MvSl-1064-A1-R4_MC13g11457	1648	1718
MvSl-1064-A2-R4_MC13g11719	1312	1256	MvSl-1064-A1-R4_MC13g11458	1175	1133
MvSl-1064-A2-R4_MC13g11720	15.1273	13.1131	MvSl-1064-A1-R4_MC13g11459	19.9926	17.4105
MvSl-1064-A2-R4_MC13g11721	1007	1240	MvSl-1064-A1-R4_MC13g11460	992	867
MvSl-1064-A2-R4_MC13g11722	2418	2194	MvSl-1064-A1-R4_MC13g11461	2055	2166
MvSl-1064-A2-R4_MC13g11723	608	485	MvSl-1064-A1-R4_MC13g11462	249	297
MvSl-1064-A2-R4_MC13g11724	266	219	MvSl-1064-A1-R4_MC13g11463	153	186
MvSl-1064-A2-R4_MC13g11725	18918	21732	MvSl-1064-A1-R4_MC13g11464	15642	13404
MvSl-1064-A2-R4_MC13g11726	42	92	MvSl-1064-A1-R4_MC13g11465	107	44
MvSl-1064-A2-R4_MC13g11727	10184	5616	MvSl-1064-A1-R4_MC13g11466	5525	8439
MvSl-1064-A2-R4_MC13g11728	1932	1770	MvSl-1064-A1-R4_MC13g11467	1490	1519
MvSl-1064-A2-R4_MC13g11729	820	815	MvSl-1064-A1-R4_MC13g11468	756	699
MvSl-1064-A2-R4_MC13g11730	809	758	MvSl-1064-A1-R4_MC13g11469	626	760
MvSl-1064-A2-R4_MC13g11731	3786	2996	MvSl-1064-A1-R4_MC13g11470	3369	3997
MvSl-1064-A2-R4_MC13g11732	2114	2006	MvSl-1064-A1-R4_MC13g11471	1830	1954
MvSl-1064-A2-R4_MC13g11733	1899	1624	MvSl-1064-A1-R4_MC13g11472	1652	2004
MvSl-1064-A2-R4_MC13g11734	1193	997	MvSl-1064-A1-R4_MC13g11473	960	1188
MvSl-1064-A2-R4_MC13g11735	6730	5867	MvSl-1064-A1-R4_MC13g11474	5446	7639
MvSl-1064-A2-R4_MC13g11736	55	64	MvSl-1064-A1-R4_MC13g11475	47	46
MvSl-1064-A2-R4_MC13g11737	1929	2060	MvSl-1064-A1-R4_MC13g11476	1684	1713
MvSl-1064-A2-R4_MC13g11738	6127	10726	MvSl-1064-A1-R4_MC13g11477	10489	6757
MvSl-1064-A2-R4_MC13g11739	2709	1849	MvSl-1064-A1-R4_MC13g11478	1834	2725
MvSl-1064-A2-R4_MC13g11740	1933	1202	MvSl-1064-A1-R4_MC13g11479	1186	2178
MvSl-1064-A2-R4_MC13g11741	1292	1283	MvSl-1064-A1-R4_MC13g11480	1133	1345
MvSl-1064-A2-R4_MC13g11742	511	415	MvSl-1064-A1-R4_MC13g11481	334	607
MvSl-1064-A2-R4_MC13g11743	0	0	MvSl-1064-A1-R4_MC13g11482	0	0
MvSl-1064-A2-R4_MC13g11744	246.123	334.441	MvSl-1064-A1-R4_MC13g11483	323.359	256.003
MvSl-1064-A2-R4_MC13g11745	1196.4	1282.62	MvSl-1064-A1-R4_MC13g11484	1250.09	1492.45
MvSl-1064-A2-R4_MC13g11746	6.34357	11.2182	MvSl-1064-A1-R4_MC13g11485	0	0
MvSl-1064-A2-R4_MC13g11749	4.61267	2.93692	MvSl-1064-A1-R4_MC13g11488	4.09539	7.68937
MvSl-1064-A2-R4_MC13g11750	1.21318	2.68437	MvSl-1064-A1-R4_MC13g11489	3.06374	0
MvSl-1064-A2-R4_MC13g11751	1734	1521	MvSl-1064-A1-R4_MC13g11490	1747	2271
MvSl-1064-A2-R4_MC13g11752	0	0	MvSl-1064-A1-R4_MC13g11491	0	1
MvSl-1064-A2-R4_MC13g11753	99	115	MvSl-1064-A1-R4_MC13g11492	94	71
MvSl-1064-A2-R4_MC13g11754	0	0	MvSl-1064-A1-R4_MC13g11493	0	0
MvSl-1064-A2-R4_MC13g11755	1896	2002	MvSl-1064-A1-R4_MC13g11494	1798	1983
MvSl-1064-A2-R4_MC13g11756	357	339	MvSl-1064-A1-R4_MC13g11495	278	297
MvSl-1064-A2-R4_MC13g11757	877	803	MvSl-1064-A1-R4_MC13g11496	691	846
MvSl-1064-A2-R4_MC13g11758	522	475	MvSl-1064-A1-R4_MC13g11497	447	454
MvSl-1064-A2-R4_MC13g11759	266	286	MvSl-1064-A1-R4_MC13g11498	213	172
MvSl-1064-A2-R4_MC13g11760	422	410	MvSl-1064-A1-R4_MC13g11499	346	308
MvSl-1064-A2-R4_MC13g11761	190	145	MvSl-1064-A1-R4_MC13g11500	121	215
MvSl-1064-A2-R4_MC13g11762	111	108	MvSl-1064-A1-R4_MC13g11501	115	105
MvSl-1064-A2-R4_MC13g11763	181	169	MvSl-1064-A1-R4_MC13g11502	191	182
MvSl-1064-A2-R4_MC13g11764	481	663	MvSl-1064-A1-R4_MC13g11503	584	495
MvSl-1064-A2-R4_MC13g11765	60	60	MvSl-1064-A1-R4_MC13g11504	60	48
MvSl-1064-A2-R4_MC13g11766	21	16	MvSl-1064-A1-R4_MC13g11505	19	13
MvSl-1064-A2-R4_MC13g11767	801	625	MvSl-1064-A1-R4_MC13g11506	601	706
MvSl-1064-A2-R4_MC13g11768	3189	2098	MvSl-1064-A1-R4_MC13g11507	1887	3441
MvSl-1064-A2-R4_MC13g11769	807	785	MvSl-1064-A1-R4_MC13g11508	753	716
MvSl-1064-A2-R4_MC13g11770	2209	1983	MvSl-1064-A1-R4_MC13g11509	2493	2765
MvSl-1064-A2-R4_MC13g11771	3214	3149	MvSl-1064-A1-R4_MC13g11510	2921	2804
MvSl-1064-A2-R4_MC13g11772	955	838	MvSl-1064-A1-R4_MC13g11511	776	827
MvSl-1064-A2-R4_MC13g11773	6924	6764	MvSl-1064-A1-R4_MC13g11512	5141	4804
MvSl-1064-A2-R4_MC13g11774	2242	2236	MvSl-1064-A1-R4_MC13g11513	1881	2159
MvSl-1064-A2-R4_MC13g11775	183	272	MvSl-1064-A1-R4_MC13g11514	262	212
MvSl-1064-A2-R4_MC13g11776	5760	6056	MvSl-1064-A1-R4_MC13g11515	5529	4926
MvSl-1064-A2-R4_MC13g11777	1679	1660	MvSl-1064-A1-R4_MC13g11516	1795	2154
MvSl-1064-A2-R4_MC13g11778	1307	1197	MvSl-1064-A1-R4_MC13g11517	1033	1193
MvSl-1064-A2-R4_MC13g11779	2133	2378	MvSl-1064-A1-R4_MC13g11518	2045	2165
MvSl-1064-A2-R4_MC13g11780	476	699	MvSl-1064-A1-R4_MC13g11519	784	496
MvSl-1064-A2-R4_MC13g11781	127	164	MvSl-1064-A1-R4_MC13g11520	215	164
MvSl-1064-A2-R4_MC13g11782	2290	2060	MvSl-1064-A1-R4_MC13g11521	2302	1993
MvSl-1064-A2-R4_MC13g11783	394	522	MvSl-1064-A1-R4_MC13g11522	478	306
MvSl-1064-A2-R4_MC13g11784	71	122	MvSl-1064-A1-R4_MC13g11523	68	47
MvSl-1064-A2-R4_MC13g11785	115	133	MvSl-1064-A1-R4_MC13g11524	129	86
MvSl-1064-A2-R4_MC13g11786	1927	2068	MvSl-1064-A1-R4_MC13g11525	1899	1761
MvSl-1064-A2-R4_MC13g11787	1936	1604	MvSl-1064-A1-R4_MC13g11526	1364	1529
MvSl-1064-A2-R4_MC13g11788	2606	2487	MvSl-1064-A1-R4_MC13g11527	1931	1908
MvSl-1064-A2-R4_MC13g11789	5042	4231	MvSl-1064-A1-R4_MC13g11528	3982	4889
MvSl-1064-A2-R4_MC13g11790	3923	5032	MvSl-1064-A1-R4_MC13g11529	3614	2447
MvSl-1064-A2-R4_MC13g11791	3193	1290	MvSl-1064-A1-R4_MC13g11530	1465	5273
MvSl-1064-A2-R4_MC13g11792	1464	1171	MvSl-1064-A1-R4_MC13g11531	1106	1482
MvSl-1064-A2-R4_MC13g11793	5090	4721	MvSl-1064-A1-R4_MC13g11532	5289	7041
MvSl-1064-A2-R4_MC13g11794	1364	1226	MvSl-1064-A1-R4_MC13g11533	1315	1518
MvSl-1064-A2-R4_MC13g11795	62852	53829	MvSl-1064-A1-R4_MC13g11534	49521	62273
MvSl-1064-A2-R4_MC13g11796	9421	10496	MvSl-1064-A1-R4_MC13g11535	10233	9059
MvSl-1064-A2-R4_MC13g11797	3	3	MvSl-1064-A1-R4_MC13g11536	0	3
MvSl-1064-A2-R4_MC13g11798	925	799	MvSl-1064-A1-R4_MC13g11537	822	767
MvSl-1064-A2-R4_MC13g11799	186	191	MvSl-1064-A1-R4_MC13g11538	131	110
MvSl-1064-A2-R4_MC13g11800	797	880	MvSl-1064-A1-R4_MC13g11539	739	585
MvSl-1064-A2-R4_MC13g11801	22	3	MvSl-1064-A1-R4_MC13g11540	6	14
MvSl-1064-A2-R4_MC13g11802	41	28	MvSl-1064-A1-R4_MC13g11541	26	52
MvSl-1064-A2-R4_MC13g11803	307	215	MvSl-1064-A1-R4_MC13g11542	114	216
MvSl-1064-A2-R4_MC13g11804	150	145	MvSl-1064-A1-R4_MC13g11543	90	106
MvSl-1064-A2-R4_MC13g11805	852	876	MvSl-1064-A1-R4_MC13g11544	479	530
MvSl-1064-A2-R4_MC13g11806	732	782	MvSl-1064-A1-R4_MC13g11545	684	620
MvSl-1064-A2-R4_MC13g11807	4156	3443	MvSl-1064-A1-R4_MC13g11546	3265	4260
MvSl-1064-A2-R4_MC13g11808	1589	1563	MvSl-1064-A1-R4_MC13g11547	1461	1481
MvSl-1064-A2-R4_MC13g11809	1425	1411	MvSl-1064-A1-R4_MC13g11548	1291	1385
MvSl-1064-A2-R4_MC13g11810	2215	1816	MvSl-1064-A1-R4_MC13g11549	1895	1817
MvSl-1064-A2-R4_MC13g11811	2183.98	2589.83	MvSl-1064-A1-R4_MC13g11550	1855.53	1670.63
MvSl-1064-A2-R4_MC13g11812	2089.55	1354.16	MvSl-1064-A1-R4_MC13g11551	470.77	1063.53
MvSl-1064-A2-R4_MC13g11813	379	419	MvSl-1064-A1-R4_MC13g11552	458	545
MvSl-1064-A2-R4_MC13g11814	91.2372	101.319	MvSl-1064-A1-R4_MC13g11553	110.274	118.344
MvSl-1064-A2-R4_MC13g11815	3	0	MvSl-1064-A1-R4_MC13g11554	1	3
MvSl-1064-A2-R4_MC13g11816	4	8	MvSl-1064-A1-R4_MC13g11555	12	6
MvSl-1064-A2-R4_MC13g11817	712.59	665.368	MvSl-1064-A1-R4_MC13g11556	442.443	526.164
MvSl-1064-A2-R4_MC13g11818	26.1158	42.1824	MvSl-1064-A1-R4_MC13g11557	44.2321	35.503
MvSl-1064-A2-R4_MC13g11819	52.25	78.4022	MvSl-1064-A1-R4_MC13g11558	61.6414	60.209
MvSl-1064-A2-R4_MC13g11820	0	0	MvSl-1064-A1-R4_MC13g11559	0	0
MvSl-1064-A2-R4_MC13g11821	1868	1507	MvSl-1064-A1-R4_MC13g11560	1506	2062
MvSl-1064-A2-R4_MC13g11822	2146	1575	MvSl-1064-A1-R4_MC13g11561	1501	1970
MvSl-1064-A2-R4_MC13g11823	790	534	MvSl-1064-A1-R4_MC13g11562	549	787
MvSl-1064-A2-R4_MC13g11824	43	28	MvSl-1064-A1-R4_MC13g11563	37	57
MvSl-1064-A2-R4_MC13g11825	12113	11417	MvSl-1064-A1-R4_MC13g11564	8331	9237
MvSl-1064-A2-R4_MC13g11826	1169	1130	MvSl-1064-A1-R4_MC13g11565	938	919
MvSl-1064-A2-R4_MC13g11827	2483	2234	MvSl-1064-A1-R4_MC13g11566	2022	2090
MvSl-1064-A2-R4_MC13g11828	2702	2710	MvSl-1064-A1-R4_MC13g11567	2837	3109
MvSl-1064-A2-R4_MC13g11829	985	914	MvSl-1064-A1-R4_MC13g11568	889	1070
MvSl-1064-A2-R4_MC13g11830	692	667	MvSl-1064-A1-R4_MC13g11569	624	619
MvSl-1064-A2-R4_MC13g11831	518	385	MvSl-1064-A1-R4_MC13g11570	315	456
