target_id	A2_1	A2_2
MvSl-1064-A2-R4_MC02g04252	1887	1981
MvSl-1064-A2-R4_MC02g04253	462	449
MvSl-1064-A2-R4_MC02g04254	821	709
MvSl-1064-A2-R4_MC02g04255	504	239
MvSl-1064-A2-R4_MC02g04256	294	243
MvSl-1064-A2-R4_MC02g04257	17936	16206
MvSl-1064-A2-R4_MC02g04258	993	1001
MvSl-1064-A2-R4_MC02g04259	807	885
MvSl-1064-A2-R4_MC02g04260	187	139
MvSl-1064-A2-R4_MC02g04261	4304	5660
MvSl-1064-A2-R4_MC02g04262	650	670
MvSl-1064-A2-R4_MC02g04263	876	1035
MvSl-1064-A2-R4_MC02g04264	8687	9123
MvSl-1064-A2-R4_MC02g04265	1750	2135
MvSl-1064-A2-R4_MC02g04266	4007	4483
MvSl-1064-A2-R4_MC02g04267	728	908
MvSl-1064-A2-R4_MC02g04268	396	353
MvSl-1064-A2-R4_MC02g04269	1660	1592
MvSl-1064-A2-R4_MC02g04270	588	384
MvSl-1064-A2-R4_MC02g04271	862	832
MvSl-1064-A2-R4_MC02g04272	5499	5423
MvSl-1064-A2-R4_MC02g04273	4766	5950
MvSl-1064-A2-R4_MC02g04274	64	24
MvSl-1064-A2-R4_MC02g04276	50.0118	41.0323
MvSl-1064-A2-R4_MC02g04278	90.1245	65.8495
MvSl-1064-A2-R4_MC02g04279	755.449	451.966
MvSl-1064-A2-R4_MC02g04280	373.546	412.258
MvSl-1064-A2-R4_MC02g04281	10	12
MvSl-1064-A2-R4_MC02g04282	622	675
MvSl-1064-A2-R4_MC02g04283	4290	4701
MvSl-1064-A2-R4_MC02g04284	893	1063
MvSl-1064-A2-R4_MC02g04285	661	712
MvSl-1064-A2-R4_MC02g04286	5293	3845
MvSl-1064-A2-R4_MC02g04287	222	166
MvSl-1064-A2-R4_MC02g04288	91	71
MvSl-1064-A2-R4_MC02g04289	1688	1673
MvSl-1064-A2-R4_MC02g04290	645	452
MvSl-1064-A2-R4_MC02g04291	2480	1611
MvSl-1064-A2-R4_MC02g04292	317.407	306.99
MvSl-1064-A2-R4_MC02g04293	3313	3626
MvSl-1064-A2-R4_MC02g04294	413	392
MvSl-1064-A2-R4_MC02g04295	53	40
MvSl-1064-A2-R4_MC02g04296	2987	2907
MvSl-1064-A2-R4_MC02g04297	1044	1224
MvSl-1064-A2-R4_MC02g04298	742	664
MvSl-1064-A2-R4_MC02g04299	885	892
MvSl-1064-A2-R4_MC02g04300	162	165
MvSl-1064-A2-R4_MC02g04301	37	30
MvSl-1064-A2-R4_MC02g04302	298	315
MvSl-1064-A2-R4_MC02g04303	138	138
MvSl-1064-A2-R4_MC02g04304	1137	1321
MvSl-1064-A2-R4_MC02g04305	2269	2536
MvSl-1064-A2-R4_MC02g04306	1	2
MvSl-1064-A2-R4_MC02g04307	876	889
MvSl-1064-A2-R4_MC02g04308	2549	2754
MvSl-1064-A2-R4_MC02g04309	3668	4115
MvSl-1064-A2-R4_MC02g04310	19	17
MvSl-1064-A2-R4_MC02g04311	2047.55	1721.15
MvSl-1064-A2-R4_MC02g04312	1957	1876
MvSl-1064-A2-R4_MC02g04313	1865	2118
MvSl-1064-A2-R4_MC02g04314	584	534
MvSl-1064-A2-R4_MC02g04315	1087	1379
MvSl-1064-A2-R4_MC02g04316	614	705
MvSl-1064-A2-R4_MC02g04317	4058	4402
MvSl-1064-A2-R4_MC02g04318	6341	6714
MvSl-1064-A2-R4_MC02g04319	2393	955
MvSl-1064-A2-R4_MC02g04321	2360.79	2052.05
MvSl-1064-A2-R4_MC02g04322	209	159
MvSl-1064-A2-R4_MC02g04323	0	0
MvSl-1064-A2-R4_MC02g04324	4822	3826
MvSl-1064-A2-R4_MC02g04325	72	59
MvSl-1064-A2-R4_MC02g04326	5259	6896
MvSl-1064-A2-R4_MC02g04327	6698	6542
MvSl-1064-A2-R4_MC02g04328	2726	2619
MvSl-1064-A2-R4_MC02g04329	970	1034
MvSl-1064-A2-R4_MC02g04330	1955	2023
MvSl-1064-A2-R4_MC02g04331	914	762
MvSl-1064-A2-R4_MC02g04332	787	714
MvSl-1064-A2-R4_MC02g04333	2063	1816
MvSl-1064-A2-R4_MC02g04334	1944	2288
MvSl-1064-A2-R4_MC02g04335	3156	2925
MvSl-1064-A2-R4_MC02g04336	2510	2312
MvSl-1064-A2-R4_MC02g04337	1779	2269
MvSl-1064-A2-R4_MC02g04338	30612	58611
MvSl-1064-A2-R4_MC02g04339	17	14
MvSl-1064-A2-R4_MC02g04340	2769	2275
MvSl-1064-A2-R4_MC02g04341	1061	1201
MvSl-1064-A2-R4_MC02g04342	4872	5120
MvSl-1064-A2-R4_MC02g04343	647	381
MvSl-1064-A2-R4_MC02g04344	489	266
MvSl-1064-A2-R4_MC02g04345	210	237
MvSl-1064-A2-R4_MC02g04346	4344	4837
MvSl-1064-A2-R4_MC02g04347	3120	3895
MvSl-1064-A2-R4_MC02g04348	609	833
MvSl-1064-A2-R4_MC02g04349	570	639
MvSl-1064-A2-R4_MC02g04351	1679.28	1822.32
MvSl-1064-A2-R4_MC02g04352	2	12
MvSl-1064-A2-R4_MC02g04353	2882	2946
MvSl-1064-A2-R4_MC02g04354	581	689
MvSl-1064-A2-R4_MC02g04355	240	191
MvSl-1064-A2-R4_MC02g04356	38	35
MvSl-1064-A2-R4_MC02g04360	8369.75	7115.84
MvSl-1064-A2-R4_MC02g04361	1557	1897
MvSl-1064-A2-R4_MC02g04362	1931	2157
MvSl-1064-A2-R4_MC02g04363	5267	4717
MvSl-1064-A2-R4_MC02g04364	2793	3113
MvSl-1064-A2-R4_MC02g04365	575	356
MvSl-1064-A2-R4_MC02g04366	515	400
MvSl-1064-A2-R4_MC02g04367	1268	1141
MvSl-1064-A2-R4_MC02g04368	4385	3351
MvSl-1064-A2-R4_MC02g04369	3261	2042
MvSl-1064-A2-R4_MC02g04370	2568	2289
MvSl-1064-A2-R4_MC02g04373	925	1152
MvSl-1064-A2-R4_MC02g04374	3625	3954
MvSl-1064-A2-R4_MC02g04375	901	1068
MvSl-1064-A2-R4_MC02g04376	319	368
MvSl-1064-A2-R4_MC02g04377	894	550
MvSl-1064-A2-R4_MC02g04378	601	712
MvSl-1064-A2-R4_MC02g04379	125	92
MvSl-1064-A2-R4_MC02g04380	1073	1042
MvSl-1064-A2-R4_MC02g04381	4979	4777
MvSl-1064-A2-R4_MC02g04382	850	948
MvSl-1064-A2-R4_MC02g04383	807	747
MvSl-1064-A2-R4_MC02g04384	695	692
MvSl-1064-A2-R4_MC02g04385	648	855
MvSl-1064-A2-R4_MC02g04386	1252	1461
MvSl-1064-A2-R4_MC02g04387	539	377
MvSl-1064-A2-R4_MC02g04388	659	802
MvSl-1064-A2-R4_MC02g04389	2903	3334
MvSl-1064-A2-R4_MC02g04390	0	1.0219
MvSl-1064-A2-R4_MC02g04392	196	157
MvSl-1064-A2-R4_MC02g04393	123	120
MvSl-1064-A2-R4_MC02g04394	685	1097
MvSl-1064-A2-R4_MC02g04395	21743	27629
MvSl-1064-A2-R4_MC02g04396	97	50
MvSl-1064-A2-R4_MC02g04397	1591	1571
MvSl-1064-A2-R4_MC02g04398	1155	1269
MvSl-1064-A2-R4_MC02g04399	1306	1001
MvSl-1064-A2-R4_MC02g04400	235	355
MvSl-1064-A2-R4_MC02g04401	125	264
MvSl-1064-A2-R4_MC02g04402	1671	3224
MvSl-1064-A2-R4_MC02g04403	255	239
MvSl-1064-A2-R4_MC02g04404	2141	2902
MvSl-1064-A2-R4_MC02g04405	844	864
MvSl-1064-A2-R4_MC02g04406	291.846	253.766
MvSl-1064-A2-R4_MC02g04407	4194	6288
MvSl-1064-A2-R4_MC02g04408	3308	3214
MvSl-1064-A2-R4_MC02g04409	516	341
MvSl-1064-A2-R4_MC02g04410	8930	7153
MvSl-1064-A2-R4_MC02g04411	1974	1974
MvSl-1064-A2-R4_MC02g04412	3009	2621
MvSl-1064-A2-R4_MC02g04413	529	438
MvSl-1064-A2-R4_MC02g04414	590	416
MvSl-1064-A2-R4_MC02g04415	550	715
MvSl-1064-A2-R4_MC02g04416	2203	2403
MvSl-1064-A2-R4_MC02g04417	2348	2613
MvSl-1064-A2-R4_MC02g04418	3115	2673
MvSl-1064-A2-R4_MC02g04419	2052	2377
MvSl-1064-A2-R4_MC02g04420	17	8
MvSl-1064-A2-R4_MC02g04421	0	0
MvSl-1064-A2-R4_MC02g04422	4130	4410
MvSl-1064-A2-R4_MC02g04423	1554	1652
MvSl-1064-A2-R4_MC02g04424	1674	1932
MvSl-1064-A2-R4_MC02g04425	358	422
MvSl-1064-A2-R4_MC02g04426	1120	1335
MvSl-1064-A2-R4_MC02g04427	2270	1773
MvSl-1064-A2-R4_MC02g04428	2800	3329
MvSl-1064-A2-R4_MC02g04429	1166	1240
MvSl-1064-A2-R4_MC02g04430	23529	21483
MvSl-1064-A2-R4_MC02g04431	2547	2330
MvSl-1064-A2-R4_MC02g04432	5103	5532
MvSl-1064-A2-R4_MC02g04433	643	867
MvSl-1064-A2-R4_MC02g04434	1642	1648
MvSl-1064-A2-R4_MC02g04435	1462	1504
MvSl-1064-A2-R4_MC02g04436	674	720
MvSl-1064-A2-R4_MC02g04437	416	402
MvSl-1064-A2-R4_MC02g04438	870	643
MvSl-1064-A2-R4_MC02g04439	534	586
MvSl-1064-A2-R4_MC02g04440	265	318
MvSl-1064-A2-R4_MC02g04441	1382	1467
MvSl-1064-A2-R4_MC02g04442	1122	1157
MvSl-1064-A2-R4_MC02g04443	68543	102912
MvSl-1064-A2-R4_MC02g04444	1929	2335
MvSl-1064-A2-R4_MC02g04445	2263	2575
MvSl-1064-A2-R4_MC02g04446	216	255
MvSl-1064-A2-R4_MC02g04447	3222.45	2538.26
MvSl-1064-A2-R4_MC02g04448	7	8
MvSl-1064-A2-R4_MC02g04449	740	960
MvSl-1064-A2-R4_MC02g04450	895	973
MvSl-1064-A2-R4_MC02g04454	507	698
MvSl-1064-A2-R4_MC02g04455	3273	3110
MvSl-1064-A2-R4_MC02g04456	469	539
MvSl-1064-A2-R4_MC02g04457	1981	2213
MvSl-1064-A2-R4_MC02g04458	718	714
MvSl-1064-A2-R4_MC02g04459	991.72	1261.29
MvSl-1064-A2-R4_MC02g04462	58.6735	54.1819
MvSl-1064-A2-R4_MC02g04463	179.029	227.767
MvSl-1064-A2-R4_MC02g04464	1549	1477
MvSl-1064-A2-R4_MC02g04465	4328	3920
MvSl-1064-A2-R4_MC02g04466	8411	5718
MvSl-1064-A2-R4_MC02g04467	2471	2705
MvSl-1064-A2-R4_MC02g04468	733	700
MvSl-1064-A2-R4_MC02g04469	2344.18	1925.19
MvSl-1064-A2-R4_MC02g04470	24.01	13.0073
MvSl-1064-A2-R4_MC02g04472	463.865	305.566
MvSl-1064-A2-R4_MC02g04473	103	75
MvSl-1064-A2-R4_MC02g04474	622.36	317.743
MvSl-1064-A2-R4_MC02g04475	60.8067	40.4581
MvSl-1064-A2-R4_MC02g04476	50.1733	40.4152
MvSl-1064-A2-R4_MC02g04478	2383.13	1777.43
MvSl-1064-A2-R4_MC02g04479	115.823	94.8133
MvSl-1064-A2-R4_MC02g04480	62	34
MvSl-1064-A2-R4_MC02g04481	808	725
MvSl-1064-A2-R4_MC02g04482	1490	1573
MvSl-1064-A2-R4_MC02g04483	89.2659	71.6418
MvSl-1064-A2-R4_MC02g04484	85	72
MvSl-1064-A2-R4_MC02g04486	956.455	809.17
MvSl-1064-A2-R4_MC02g04487	2454	1728
MvSl-1064-A2-R4_MC02g04488	138	225
MvSl-1064-A2-R4_MC02g04489	889	797
MvSl-1064-A2-R4_MC02g04490	2230	2083
MvSl-1064-A2-R4_MC02g04491	552	364
MvSl-1064-A2-R4_MC02g04492	0	0
MvSl-1064-A2-R4_MC02g04493	0	1
MvSl-1064-A2-R4_MC02g04494	19.0916	23.5929
MvSl-1064-A2-R4_MC02g04495	338.709	362.036
MvSl-1064-A2-R4_MC02g04496	1336	1119
MvSl-1064-A2-R4_MC02g04497	301.334	254.194
MvSl-1064-A2-R4_MC02g04499	3	3
MvSl-1064-A2-R4_MC02g04500	889	1139
MvSl-1064-A2-R4_MC02g04501	143	139
MvSl-1064-A2-R4_MC02g04502	1494	900
MvSl-1064-A2-R4_MC02g04503	12	13
MvSl-1064-A2-R4_MC02g04504	573.256	475.052
MvSl-1064-A2-R4_MC02g04506	429	380
MvSl-1064-A2-R4_MC02g04507	1294	1362
MvSl-1064-A2-R4_MC02g04508	1230	1314
MvSl-1064-A2-R4_MC02g04509	1117	1241
MvSl-1064-A2-R4_MC02g04510	4573	3891
MvSl-1064-A2-R4_MC02g04512	1537.95	1237.93
MvSl-1064-A2-R4_MC02g04523	2234.38	1537.62
MvSl-1064-A2-R4_MC02g04524	34.4104	41.6061
MvSl-1064-A2-R4_MC02g04525	25	13
MvSl-1064-A2-R4_MC02g04526	4796.26	3129.93
MvSl-1064-A2-R4_MC02g04527	805.115	508.976
MvSl-1064-A2-R4_MC02g04528	4144.75	3769.62
MvSl-1064-A2-R4_MC02g04530	420.594	325.403
MvSl-1064-A2-R4_MC02g04531	9484.85	8919.27
MvSl-1064-A2-R4_MC03g04552	0.682277	3.89132
MvSl-1064-A2-R4_MC03g04553	36.7739	55.5511
MvSl-1064-A2-R4_MC03g04557	502.207	655.92
MvSl-1064-A2-R4_MC03g04561	326	283
MvSl-1064-A2-R4_MC03g04562	6853	6087
MvSl-1064-A2-R4_MC03g04563	933	935
MvSl-1064-A2-R4_MC03g04564	584	776
MvSl-1064-A2-R4_MC03g04565	812	854
MvSl-1064-A2-R4_MC03g04566	111	73
MvSl-1064-A2-R4_MC03g04567	1387	1572
MvSl-1064-A2-R4_MC03g04568	2718	3082
MvSl-1064-A2-R4_MC03g04569	423	333
MvSl-1064-A2-R4_MC03g04570	688	594
MvSl-1064-A2-R4_MC03g04571	1868	1604
MvSl-1064-A2-R4_MC03g04572	1555	1659
MvSl-1064-A2-R4_MC03g04573	9338	14915
MvSl-1064-A2-R4_MC03g04574	695	625
MvSl-1064-A2-R4_MC03g04575	440	408
MvSl-1064-A2-R4_MC03g04576	1673	1720
MvSl-1064-A2-R4_MC03g04577	882	655
MvSl-1064-A2-R4_MC03g04578	181.954	146.434
MvSl-1064-A2-R4_MC03g04579	1266	1447
MvSl-1064-A2-R4_MC03g04580	1069	1144
MvSl-1064-A2-R4_MC03g04582	193.42	193.151
MvSl-1064-A2-R4_MC03g04583	639	789
MvSl-1064-A2-R4_MC03g04584	8044	11848
MvSl-1064-A2-R4_MC03g04585	119	202
MvSl-1064-A2-R4_MC03g04586	950	1130
MvSl-1064-A2-R4_MC03g04587	353	443
MvSl-1064-A2-R4_MC03g04588	954	1081
MvSl-1064-A2-R4_MC03g04589	2431	2067
MvSl-1064-A2-R4_MC03g04590	3252	3265
MvSl-1064-A2-R4_MC03g04591	849	716
MvSl-1064-A2-R4_MC03g04592	1810	1814
MvSl-1064-A2-R4_MC03g04593	1133	1158
MvSl-1064-A2-R4_MC03g04594	9314	6800
MvSl-1064-A2-R4_MC03g04595	641	929
MvSl-1064-A2-R4_MC03g04596	1486	1564
MvSl-1064-A2-R4_MC03g04597	488	487
MvSl-1064-A2-R4_MC03g04598	467	522
MvSl-1064-A2-R4_MC03g04602	465.152	444.069
MvSl-1064-A2-R4_MC03g04603	21	19
MvSl-1064-A2-R4_MC03g04605	203	187
MvSl-1064-A2-R4_MC03g04606	928	1065
MvSl-1064-A2-R4_MC03g04607	769	842
MvSl-1064-A2-R4_MC03g04608	760	852
MvSl-1064-A2-R4_MC03g04609	121	169
MvSl-1064-A2-R4_MC03g04610	44.5487	79.2683
MvSl-1064-A2-R4_MC03g04612	371.995	370.118
MvSl-1064-A2-R4_MC03g04613	16.8741	18.5543
MvSl-1064-A2-R4_MC03g04614	3126	4034
MvSl-1064-A2-R4_MC03g04615	1663	1699
MvSl-1064-A2-R4_MC03g04625	1622.71	1051.27
MvSl-1064-A2-R4_MC03g04628	616	809
MvSl-1064-A2-R4_MC03g04629	13.0463	11.0601
MvSl-1064-A2-R4_MC03g04630	1035.18	686.28
MvSl-1064-A2-R4_MC03g04631	1462	2147
MvSl-1064-A2-R4_MC03g04632	2434	2530
MvSl-1064-A2-R4_MC03g04633	1481	1694
MvSl-1064-A2-R4_MC03g04634	4993	6415
MvSl-1064-A2-R4_MC03g04635	1019	953
MvSl-1064-A2-R4_MC03g04636	2293	2243
MvSl-1064-A2-R4_MC03g04637	1892	1929
MvSl-1064-A2-R4_MC03g04638	8015	6903
MvSl-1064-A2-R4_MC03g04639	231	191
MvSl-1064-A2-R4_MC03g04640	11	11
MvSl-1064-A2-R4_MC03g04641	1016	1148
MvSl-1064-A2-R4_MC03g04642	1291	1241
MvSl-1064-A2-R4_MC03g04643	2946	3118
MvSl-1064-A2-R4_MC03g04644	1518	1775
MvSl-1064-A2-R4_MC03g04645	104	156
MvSl-1064-A2-R4_MC03g04646	398	539
MvSl-1064-A2-R4_MC03g04647	261	258
MvSl-1064-A2-R4_MC03g04648	1759	1198
MvSl-1064-A2-R4_MC03g04649	433	397
MvSl-1064-A2-R4_MC03g04650	184	115
MvSl-1064-A2-R4_MC03g04651	965.348	1198.23
MvSl-1064-A2-R4_MC03g04652	0	0
MvSl-1064-A2-R4_MC03g04654	59	48.4017
MvSl-1064-A2-R4_MC03g04655	132	71
MvSl-1064-A2-R4_MC03g04656	1	1
MvSl-1064-A2-R4_MC03g04657	18038	15087
MvSl-1064-A2-R4_MC03g04658	1092	1270
MvSl-1064-A2-R4_MC03g04659	190	238
MvSl-1064-A2-R4_MC03g04660	1880	2119
MvSl-1064-A2-R4_MC03g04661	939	1219
MvSl-1064-A2-R4_MC03g04662	3303	3987
MvSl-1064-A2-R4_MC03g04663	536	446
MvSl-1064-A2-R4_MC03g04664	1785	1483
MvSl-1064-A2-R4_MC03g04665	1252	1499
MvSl-1064-A2-R4_MC03g04666	13250	8372
MvSl-1064-A2-R4_MC03g04667	761	672
MvSl-1064-A2-R4_MC03g04668	614	558
MvSl-1064-A2-R4_MC03g04669	19.8861	15.8327
MvSl-1064-A2-R4_MC03g04671	49	30
MvSl-1064-A2-R4_MC03g04672	54	37
MvSl-1064-A2-R4_MC03g04673	314	370
MvSl-1064-A2-R4_MC03g04674	209	228
MvSl-1064-A2-R4_MC03g04675	129	103
MvSl-1064-A2-R4_MC03g04676	0	3
MvSl-1064-A2-R4_MC03g04677	3334	3390
MvSl-1064-A2-R4_MC03g04678	1320.29	1271.1
MvSl-1064-A2-R4_MC03g04679	661	729
MvSl-1064-A2-R4_MC03g04680	1068	1146
MvSl-1064-A2-R4_MC03g04681	873	782
MvSl-1064-A2-R4_MC03g04682	1269	1338
MvSl-1064-A2-R4_MC03g04683	205	376
MvSl-1064-A2-R4_MC03g04684	1019	1211
MvSl-1064-A2-R4_MC03g04685	484	450
MvSl-1064-A2-R4_MC03g04686	145	139
MvSl-1064-A2-R4_MC03g04687	1290	1102
MvSl-1064-A2-R4_MC03g04688	46	39
MvSl-1064-A2-R4_MC03g04689	1187	1418
MvSl-1064-A2-R4_MC03g04690	600	656
MvSl-1064-A2-R4_MC03g04691	893	1220
MvSl-1064-A2-R4_MC03g04692	148	147
MvSl-1064-A2-R4_MC03g04693	214	124
MvSl-1064-A2-R4_MC03g04694	698	471
MvSl-1064-A2-R4_MC03g04695	249	223
MvSl-1064-A2-R4_MC03g04696	554	538
MvSl-1064-A2-R4_MC03g04697	477.7	423.819
MvSl-1064-A2-R4_MC03g04698	23.7066	21.0142
MvSl-1064-A2-R4_MC03g04699	0	1.0537
MvSl-1064-A2-R4_MC03g04700	1200	898.067
MvSl-1064-A2-R4_MC03g04701	2848.82	2775.18
MvSl-1064-A2-R4_MC03g04702	1547.72	1640.7
MvSl-1064-A2-R4_MC03g04704	13.1098	9.61649
MvSl-1064-A2-R4_MC03g04705	232.829	158.154
MvSl-1064-A2-R4_MC03g04706	18.1635	11.3279
MvSl-1064-A2-R4_MC03g04707	19.4935	11.9944
MvSl-1064-A2-R4_MC03g04709	345	237.038
MvSl-1064-A2-R4_MC03g04711	3780	3475
MvSl-1064-A2-R4_MC03g04712	460	487
MvSl-1064-A2-R4_MC03g04713	489	515
MvSl-1064-A2-R4_MC03g04714	353	390
MvSl-1064-A2-R4_MC03g04715	711	729
MvSl-1064-A2-R4_MC03g04716	17	18
MvSl-1064-A2-R4_MC03g04717	61	50
MvSl-1064-A2-R4_MC03g04718	5029	10667
MvSl-1064-A2-R4_MC03g04720	629.871	535.65
MvSl-1064-A2-R4_MC03g04724	230.947	204.318
MvSl-1064-A2-R4_MC03g04726	4125	3964
MvSl-1064-A2-R4_MC03g04727	441	245
MvSl-1064-A2-R4_MC03g04728	564	594
MvSl-1064-A2-R4_MC03g04729	1416	1443
MvSl-1064-A2-R4_MC03g04730	1469	1630
MvSl-1064-A2-R4_MC03g04731	912	1684
MvSl-1064-A2-R4_MC03g04732	600	854
MvSl-1064-A2-R4_MC03g04733	5493	9476
MvSl-1064-A2-R4_MC03g04734	98	355
MvSl-1064-A2-R4_MC03g04735	544	564
MvSl-1064-A2-R4_MC03g04736	3085	2930
MvSl-1064-A2-R4_MC03g04737	1465	1902
MvSl-1064-A2-R4_MC03g04738	2107	1875
MvSl-1064-A2-R4_MC03g04739	236	243
MvSl-1064-A2-R4_MC03g04740	117	126
MvSl-1064-A2-R4_MC03g04741	95	94
MvSl-1064-A2-R4_MC03g04742	163.642	159.503
MvSl-1064-A2-R4_MC03g04743	1702	1955
MvSl-1064-A2-R4_MC03g04744	1473	1585
MvSl-1064-A2-R4_MC03g04745	2	7
MvSl-1064-A2-R4_MC03g04746	1371	1482
MvSl-1064-A2-R4_MC03g04747	10200	9134
MvSl-1064-A2-R4_MC03g04748	4970	4659
MvSl-1064-A2-R4_MC03g04749	4107	5934
MvSl-1064-A2-R4_MC03g04750	946	998
MvSl-1064-A2-R4_MC03g04751	44	31
MvSl-1064-A2-R4_MC03g04752	84.7981	94.0005
MvSl-1064-A2-R4_MC03g04753	304.44	343.405
MvSl-1064-A2-R4_MC03g04754	673	605
MvSl-1064-A2-R4_MC03g04755	0	1
MvSl-1064-A2-R4_MC03g04756	5067	4959
MvSl-1064-A2-R4_MC03g04757	1678	2047
MvSl-1064-A2-R4_MC03g04758	2450	2595
MvSl-1064-A2-R4_MC03g04759	4430	3769
MvSl-1064-A2-R4_MC03g04760	791	802
MvSl-1064-A2-R4_MC03g04761	739	674
MvSl-1064-A2-R4_MC03g04762	5662	5315
MvSl-1064-A2-R4_MC03g04763	101	50
MvSl-1064-A2-R4_MC03g04764	1726	1703
MvSl-1064-A2-R4_MC03g04765	4677	3393
MvSl-1064-A2-R4_MC03g04766	1024	922
MvSl-1064-A2-R4_MC03g04767	167	75
MvSl-1064-A2-R4_MC03g04768	2175	2158
MvSl-1064-A2-R4_MC03g04769	968	1027
MvSl-1064-A2-R4_MC03g04770	1104	1406
MvSl-1064-A2-R4_MC03g04771	2983	3540
MvSl-1064-A2-R4_MC03g04772	2014	2413
MvSl-1064-A2-R4_MC03g04773	1058	1184
MvSl-1064-A2-R4_MC03g04774	16543	19146
MvSl-1064-A2-R4_MC03g04775	2665	2738
MvSl-1064-A2-R4_MC03g04776	1303	1462
MvSl-1064-A2-R4_MC03g04777	8755	8581
MvSl-1064-A2-R4_MC03g04778	1426	1635
MvSl-1064-A2-R4_MC03g04779	1094	1190
MvSl-1064-A2-R4_MC03g04780	10	14
MvSl-1064-A2-R4_MC03g04781	1586	1955
MvSl-1064-A2-R4_MC03g04782	1692	2428
MvSl-1064-A2-R4_MC03g04783	1106	1239
MvSl-1064-A2-R4_MC03g04784	617	709
MvSl-1064-A2-R4_MC03g04785	2658	3211
MvSl-1064-A2-R4_MC03g04786	96	95
MvSl-1064-A2-R4_MC03g04787	20	12
MvSl-1064-A2-R4_MC03g04789	800	704
MvSl-1064-A2-R4_MC03g04790	3221	3826
MvSl-1064-A2-R4_MC03g04791	823	1015
MvSl-1064-A2-R4_MC03g04792	121	86
MvSl-1064-A2-R4_MC03g04793	2823	2309
MvSl-1064-A2-R4_MC03g04794	4205	3208
MvSl-1064-A2-R4_MC03g04795	1750	1833
MvSl-1064-A2-R4_MC03g04796	19291	21534
MvSl-1064-A2-R4_MC03g04797	970	1081
MvSl-1064-A2-R4_MC03g04798	52.2417	26.5469
MvSl-1064-A2-R4_MC03g04799	119	164
MvSl-1064-A2-R4_MC03g04800	520	705
MvSl-1064-A2-R4_MC03g04801	7032	6945
MvSl-1064-A2-R4_MC03g04802	1427	1666
MvSl-1064-A2-R4_MC03g04803	147	141
MvSl-1064-A2-R4_MC03g04804	845	799
MvSl-1064-A2-R4_MC03g04805	2920	1922
MvSl-1064-A2-R4_MC03g04806	938	959
MvSl-1064-A2-R4_MC03g04807	149	36
MvSl-1064-A2-R4_MC03g04808	2	2
MvSl-1064-A2-R4_MC03g04811	482.787	782.341
MvSl-1064-A2-R4_MC03g04812	3926	3177
MvSl-1064-A2-R4_MC03g04813	3554	3230
MvSl-1064-A2-R4_MC03g04814	461	467
MvSl-1064-A2-R4_MC03g04815	688	841
MvSl-1064-A2-R4_MC03g04816	2174	2227
MvSl-1064-A2-R4_MC03g04818	99523	86747
MvSl-1064-A2-R4_MC03g04819	853	914
MvSl-1064-A2-R4_MC03g04820	1132.34	1340.68
MvSl-1064-A2-R4_MC03g04821	2592	4144
MvSl-1064-A2-R4_MC03g04822	1027	1143
MvSl-1064-A2-R4_MC03g04823	747	923
MvSl-1064-A2-R4_MC03g04824	670	875
MvSl-1064-A2-R4_MC03g04825	375	421
MvSl-1064-A2-R4_MC03g04826	343.302	313.175
MvSl-1064-A2-R4_MC03g04827	1979.61	1936.58
MvSl-1064-A2-R4_MC03g04828	39	75
MvSl-1064-A2-R4_MC03g04830	3799	3810
MvSl-1064-A2-R4_MC03g04831	2442	2264
MvSl-1064-A2-R4_MC03g04832	362	433
MvSl-1064-A2-R4_MC03g04833	401	512
MvSl-1064-A2-R4_MC03g04834	1655.94	1413.1
MvSl-1064-A2-R4_MC03g04835	12	15
MvSl-1064-A2-R4_MC03g04836	3338	3555
MvSl-1064-A2-R4_MC03g04837	5331	5458
MvSl-1064-A2-R4_MC03g04838	1450	1412
MvSl-1064-A2-R4_MC03g04840	1274.69	1367.21
MvSl-1064-A2-R4_MC03g04843	1188.5	798.763
MvSl-1064-A2-R4_MC03g04844	0	0
MvSl-1064-A2-R4_MC03g04845	0	0
MvSl-1064-A2-R4_MC03g04848	3512	3857
MvSl-1064-A2-R4_MC03g04849	390	392
MvSl-1064-A2-R4_MC03g04850	4951	5744
MvSl-1064-A2-R4_MC03g04851	956	966
MvSl-1064-A2-R4_MC03g04852	971	1155
MvSl-1064-A2-R4_MC03g04853	1333	1459
MvSl-1064-A2-R4_MC03g04854	235	242
MvSl-1064-A2-R4_MC03g04855	2162	1810
MvSl-1064-A2-R4_MC03g04857	217.52	170.606
MvSl-1064-A2-R4_MC03g04859	286.59	245.225
MvSl-1064-A2-R4_MC03g04860	354.198	325.07
MvSl-1064-A2-R4_MC03g04861	844.662	779.005
MvSl-1064-A2-R4_MC03g04862	110.187	75.2999
MvSl-1064-A2-R4_MC03g04863	5536.08	5354.6
MvSl-1064-A2-R4_MC03g04864	1816.29	2474.02
MvSl-1064-A2-R4_MC03g04867	1545.31	1676.79
MvSl-1064-A2-R4_MC03g04868	4852	4699
MvSl-1064-A2-R4_MC03g04870	1838.33	1193.29
MvSl-1064-A2-R4_MC03g04871	9520.71	10516.7
MvSl-1064-A2-R4_MC03g04873	2	0
MvSl-1064-A2-R4_MC03g04874	0	0
MvSl-1064-A2-R4_MC03g04875	1093	1010
MvSl-1064-A2-R4_MC03g04876	2385	2258
