target_id	A2_1	A2_2
MvSl-1064-A2-R4_MC09g09456	26	18
MvSl-1064-A2-R4_MC09g09457	30	13
MvSl-1064-A2-R4_MC09g09458	1133	1104
MvSl-1064-A2-R4_MC09g09459	1585	1803
MvSl-1064-A2-R4_MC09g09460	210	219
MvSl-1064-A2-R4_MC09g09461	219	215
MvSl-1064-A2-R4_MC09g09462	1418	1433
MvSl-1064-A2-R4_MC09g09463	4720	5293
MvSl-1064-A2-R4_MC09g09464	1948	2059
MvSl-1064-A2-R4_MC09g09465	751	566
MvSl-1064-A2-R4_MC09g09466	3053	2805
MvSl-1064-A2-R4_MC09g09467	1059	1068
MvSl-1064-A2-R4_MC09g09468	2818	3095
MvSl-1064-A2-R4_MC09g09469	699.319	503.8
MvSl-1064-A2-R4_MC09g09470	1169	958
MvSl-1064-A2-R4_MC09g09471	2297	2084
MvSl-1064-A2-R4_MC09g09472	3362	2915
MvSl-1064-A2-R4_MC09g09473	2	4
MvSl-1064-A2-R4_MC09g09474	366	507
MvSl-1064-A2-R4_MC09g09475	1702	2129
MvSl-1064-A2-R4_MC09g09476	1983	2185
MvSl-1064-A2-R4_MC09g09477	610	619
MvSl-1064-A2-R4_MC09g09478	7545	6975
MvSl-1064-A2-R4_MC09g09479	1172	1297
MvSl-1064-A2-R4_MC09g09480	2860	4545
MvSl-1064-A2-R4_MC09g09481	16	10
MvSl-1064-A2-R4_MC09g09482	436	436
MvSl-1064-A2-R4_MC09g09483	205	197
MvSl-1064-A2-R4_MC09g09484	717	801
MvSl-1064-A2-R4_MC09g09485	6436	5302
MvSl-1064-A2-R4_MC09g09486	1570	2297
MvSl-1064-A2-R4_MC09g09487	595	504
MvSl-1064-A2-R4_MC09g09488	1367	1557
MvSl-1064-A2-R4_MC09g09489	1865	2332
MvSl-1064-A2-R4_MC09g09490	2016.31	2385.75
MvSl-1064-A2-R4_MC09g09491	12099	10665
MvSl-1064-A2-R4_MC09g09492	457	661
MvSl-1064-A2-R4_MC09g09493	504	597
MvSl-1064-A2-R4_MC09g09494	1308	1331
MvSl-1064-A2-R4_MC09g09495	1765	1775
MvSl-1064-A2-R4_MC09g09496	3	2
MvSl-1064-A2-R4_MC09g09497	3748	3516
MvSl-1064-A2-R4_MC09g09498	1133	1152
MvSl-1064-A2-R4_MC09g09499	1524	1744
MvSl-1064-A2-R4_MC09g09500	1407	1693
MvSl-1064-A2-R4_MC09g09501	595	672
MvSl-1064-A2-R4_MC09g09502	674	889
MvSl-1064-A2-R4_MC09g09503	956	996
MvSl-1064-A2-R4_MC09g09504	1280	1517
MvSl-1064-A2-R4_MC09g09505	4272	3534
MvSl-1064-A2-R4_MC09g09506	178	187
MvSl-1064-A2-R4_MC09g09507	189	265
MvSl-1064-A2-R4_MC09g09508	4357	4580
MvSl-1064-A2-R4_MC09g09509	351	414
MvSl-1064-A2-R4_MC09g09510	2184	2442
MvSl-1064-A2-R4_MC09g09511	1539	1622
MvSl-1064-A2-R4_MC09g09512	1167	1199
MvSl-1064-A2-R4_MC09g09513	412	329
MvSl-1064-A2-R4_MC09g09514	571	565
MvSl-1064-A2-R4_MC09g09515	372	773
MvSl-1064-A2-R4_MC09g09516	11.0087	10
MvSl-1064-A2-R4_MC09g09517	2323.32	1917.37
MvSl-1064-A2-R4_MC09g09518	170.837	166.443
MvSl-1064-A2-R4_MC09g09520	2992.96	2293.96
MvSl-1064-A2-R4_MC09g09521	291	271
MvSl-1064-A2-R4_MC09g09522	37	26
MvSl-1064-A2-R4_MC09g09523	1023	1234
MvSl-1064-A2-R4_MC09g09525	1278	1284
MvSl-1064-A2-R4_MC09g09526	325	377
MvSl-1064-A2-R4_MC09g09527	1516	1746
MvSl-1064-A2-R4_MC09g09528	3607	3454
MvSl-1064-A2-R4_MC09g09529	1293	1281
MvSl-1064-A2-R4_MC09g09530	648	812
MvSl-1064-A2-R4_MC09g09531	2549	2709
MvSl-1064-A2-R4_MC09g09532	1367	1337
MvSl-1064-A2-R4_MC09g09537	725	511
MvSl-1064-A2-R4_MC09g09538	1	0
MvSl-1064-A2-R4_MC09g09541	0	0
MvSl-1064-A2-R4_MC09g09542	1979	1671
MvSl-1064-A2-R4_MC09g09543	57	45
MvSl-1064-A2-R4_MC09g09544	4099	3858
MvSl-1064-A2-R4_MC09g09545	1690	1677
MvSl-1064-A2-R4_MC09g09546	3596	3292
MvSl-1064-A2-R4_MC09g09547	1073	956
MvSl-1064-A2-R4_MC09g09548	4059	3228
MvSl-1064-A2-R4_MC09g09549	1263	928
MvSl-1064-A2-R4_MC09g09550	759	583
MvSl-1064-A2-R4_MC09g09551	1577	1504
MvSl-1064-A2-R4_MC09g09552	738	717
MvSl-1064-A2-R4_MC09g09553	2095	1945
MvSl-1064-A2-R4_MC09g09554	1198	1435
MvSl-1064-A2-R4_MC09g09555	3	1
MvSl-1064-A2-R4_MC09g09556	3	4
MvSl-1064-A2-R4_MC09g09557	3297	2443
MvSl-1064-A2-R4_MC09g09558	1275	1556
MvSl-1064-A2-R4_MC09g09559	175	128
MvSl-1064-A2-R4_MC09g09560	9349	8916
MvSl-1064-A2-R4_MC09g09561	8409	12969
MvSl-1064-A2-R4_MC09g09562	1867	1918
MvSl-1064-A2-R4_MC09g09563	1862	1397
MvSl-1064-A2-R4_MC09g09564	4888	6966
MvSl-1064-A2-R4_MC09g09565	635	653
MvSl-1064-A2-R4_MC09g09566	286	263
MvSl-1064-A2-R4_MC09g09567	1501	1207
MvSl-1064-A2-R4_MC09g09568	1848	2223
MvSl-1064-A2-R4_MC09g09570	1410	1411
MvSl-1064-A2-R4_MC09g09571	654	741
MvSl-1064-A2-R4_MC09g09572	5835	5068
MvSl-1064-A2-R4_MC09g09573	133	150
MvSl-1064-A2-R4_MC09g09574	703.631	867.992
MvSl-1064-A2-R4_MC09g09575	1200	1277
MvSl-1064-A2-R4_MC09g09576	1031	1298
MvSl-1064-A2-R4_MC09g09577	8296	7554
MvSl-1064-A2-R4_MC09g09578	8557	9268
MvSl-1064-A2-R4_MC09g09579	1216	1208
MvSl-1064-A2-R4_MC09g09580	3	4
MvSl-1064-A2-R4_MC09g09581	4876	3812
MvSl-1064-A2-R4_MC09g09582	2344	2533
MvSl-1064-A2-R4_MC09g09583	12870	12789
MvSl-1064-A2-R4_MC09g09584	774	818
MvSl-1064-A2-R4_MC09g09585	2544	2312
MvSl-1064-A2-R4_MC09g09586	7	4
MvSl-1064-A2-R4_MC09g09587	2164	2351
MvSl-1064-A2-R4_MC09g09588	2783	2195
MvSl-1064-A2-R4_MC09g09589	2613	2604
MvSl-1064-A2-R4_MC09g09590	815	1056
MvSl-1064-A2-R4_MC09g09591	1280	1318
MvSl-1064-A2-R4_MC09g09592	3706	3102
MvSl-1064-A2-R4_MC09g09593	2695.11	2335.64
MvSl-1064-A2-R4_MC09g09594	398.019	330.998
MvSl-1064-A2-R4_MC09g09595	2350	2411
MvSl-1064-A2-R4_MC09g09596	0	0
MvSl-1064-A2-R4_MC09g09597	2037	2302
MvSl-1064-A2-R4_MC09g09598	3794	4055
MvSl-1064-A2-R4_MC09g09599	12	6
MvSl-1064-A2-R4_MC09g09600	897	1008
MvSl-1064-A2-R4_MC09g09601	951	1178
MvSl-1064-A2-R4_MC09g09602	43	16
MvSl-1064-A2-R4_MC09g09605	208	194
MvSl-1064-A2-R4_MC09g09606	9.20382	6.05236
MvSl-1064-A2-R4_MC09g09607	2063	2537
MvSl-1064-A2-R4_MC09g09608	2303	2995
MvSl-1064-A2-R4_MC09g09609	3173	3335
MvSl-1064-A2-R4_MC09g09610	6212	7044
MvSl-1064-A2-R4_MC09g09611	2717	2819
MvSl-1064-A2-R4_MC09g09612	184	168
MvSl-1064-A2-R4_MC09g09613	1176	1009
MvSl-1064-A2-R4_MC09g09614	2873	3042
MvSl-1064-A2-R4_MC09g09615	972	1189
MvSl-1064-A2-R4_MC09g09616	4896	6093
MvSl-1064-A2-R4_MC09g09617	241	320
MvSl-1064-A2-R4_MC09g09618	1787	2293
MvSl-1064-A2-R4_MC09g09619	29	14
MvSl-1064-A2-R4_MC09g09620	636	602
MvSl-1064-A2-R4_MC09g09621	983	1116
MvSl-1064-A2-R4_MC09g09622	2377	2427
MvSl-1064-A2-R4_MC09g09623	2419	2423
MvSl-1064-A2-R4_MC09g09624	1742	1580
MvSl-1064-A2-R4_MC09g09625	720	1064
MvSl-1064-A2-R4_MC09g09626	1129	1107
MvSl-1064-A2-R4_MC09g09627	1616	1526
MvSl-1064-A2-R4_MC09g09628	781	839
MvSl-1064-A2-R4_MC09g09629	1561	1812
MvSl-1064-A2-R4_MC09g09630	6909	7545
MvSl-1064-A2-R4_MC09g09631	278	338
MvSl-1064-A2-R4_MC09g09632	706	715
MvSl-1064-A2-R4_MC09g09633	1648	1764
MvSl-1064-A2-R4_MC09g09634	2	3
MvSl-1064-A2-R4_MC09g09635	71	39
MvSl-1064-A2-R4_MC09g09636	192	192
MvSl-1064-A2-R4_MC09g09637	416	343
MvSl-1064-A2-R4_MC09g09638	2582	2465
MvSl-1064-A2-R4_MC09g09639	3798	3690
MvSl-1064-A2-R4_MC09g09640	9692	8037
MvSl-1064-A2-R4_MC09g09641	1423	1147
MvSl-1064-A2-R4_MC09g09642	846	772
MvSl-1064-A2-R4_MC09g09643	818	1107
MvSl-1064-A2-R4_MC09g09644	1774	1865
MvSl-1064-A2-R4_MC09g09645	1376	1275
MvSl-1064-A2-R4_MC09g09646	1	4
MvSl-1064-A2-R4_MC09g09647	24	20
MvSl-1064-A2-R4_MC09g09648	672	729
MvSl-1064-A2-R4_MC09g09649	969	1092
MvSl-1064-A2-R4_MC09g09650	2015	1822
MvSl-1064-A2-R4_MC09g09651	4289	4136
MvSl-1064-A2-R4_MC09g09652	1016	903
MvSl-1064-A2-R4_MC09g09653	13	4
MvSl-1064-A2-R4_MC09g09654	1217	682
MvSl-1064-A2-R4_MC09g09655	294	304
MvSl-1064-A2-R4_MC09g09656	642	527
MvSl-1064-A2-R4_MC09g09657	743	949
MvSl-1064-A2-R4_MC09g09658	1862.92	1943.02
MvSl-1064-A2-R4_MC09g09659	1552	1498
MvSl-1064-A2-R4_MC09g09660	345	520
MvSl-1064-A2-R4_MC09g09661	1900	1868
MvSl-1064-A2-R4_MC09g09662	2909	3081
MvSl-1064-A2-R4_MC09g09663	2002	3566
MvSl-1064-A2-R4_MC09g09664	1052	1547
MvSl-1064-A2-R4_MC09g09665	1709	2843
MvSl-1064-A2-R4_MC09g09666	2557	3004
MvSl-1064-A2-R4_MC09g09667	35814	51782
MvSl-1064-A2-R4_MC09g09668	172	104
MvSl-1064-A2-R4_MC09g09669	539	536
MvSl-1064-A2-R4_MC09g09670	4241	3954
MvSl-1064-A2-R4_MC09g09671	2531	3098
MvSl-1064-A2-R4_MC09g09672	1845	2020
MvSl-1064-A2-R4_MC09g09673	10562	12027
MvSl-1064-A2-R4_MC09g09674	176	191
MvSl-1064-A2-R4_MC09g09675	77.9865	90.8164
MvSl-1064-A2-R4_MC09g09676	2008	1786
MvSl-1064-A2-R4_MC09g09677	3596	4870
MvSl-1064-A2-R4_MC09g09678	1543	1923
MvSl-1064-A2-R4_MC09g09679	227	259
MvSl-1064-A2-R4_MC09g09680	348	3130
MvSl-1064-A2-R4_MC09g09681	1712	2680
MvSl-1064-A2-R4_MC09g09682	495	596
MvSl-1064-A2-R4_MC09g09683	2185	2407
MvSl-1064-A2-R4_MC09g09684	2280	2247
MvSl-1064-A2-R4_MC09g09685	1801	2237
MvSl-1064-A2-R4_MC09g09686	1636	1735
MvSl-1064-A2-R4_MC09g09687	1692	1981
MvSl-1064-A2-R4_MC09g09688	663	779
MvSl-1064-A2-R4_MC09g09689	384	361
MvSl-1064-A2-R4_MC09g09690	693	652
MvSl-1064-A2-R4_MC09g09691	2448	1996
MvSl-1064-A2-R4_MC09g09692	1527	1002
MvSl-1064-A2-R4_MC09g09693	317	340
MvSl-1064-A2-R4_MC09g09694	513	1022
MvSl-1064-A2-R4_MC09g09695	1291	1239
MvSl-1064-A2-R4_MC09g09696	284	304
MvSl-1064-A2-R4_MC09g09697	5604	6806
MvSl-1064-A2-R4_MC09g09698	3548	3502
MvSl-1064-A2-R4_MC09g09699	48	24
MvSl-1064-A2-R4_MC09g09700	2150	2146
MvSl-1064-A2-R4_MC09g09701	1539	1566
MvSl-1064-A2-R4_MC09g09702	786	762
MvSl-1064-A2-R4_MC09g09703	1618	1592
MvSl-1064-A2-R4_MC09g09704	143	153
MvSl-1064-A2-R4_MC09g09705	5183	4286
MvSl-1064-A2-R4_MC09g09706	2687	3779
MvSl-1064-A2-R4_MC09g09707	7799	6000
MvSl-1064-A2-R4_MC09g09708	4930	4096
MvSl-1064-A2-R4_MC09g09709	1001	1084
MvSl-1064-A2-R4_MC09g09710	337	329
MvSl-1064-A2-R4_MC09g09711	377	328
MvSl-1064-A2-R4_MC09g09712	333	241
MvSl-1064-A2-R4_MC09g09713	2588	2536
MvSl-1064-A2-R4_MC09g09714	2972	3102
MvSl-1064-A2-R4_MC09g09715	1658	1714
MvSl-1064-A2-R4_MC09g09716	383	473
MvSl-1064-A2-R4_MC09g09717	598.793	793.14
MvSl-1064-A2-R4_MC09g09718	2216	2194
MvSl-1064-A2-R4_MC09g09719	85	107
MvSl-1064-A2-R4_MC09g09720	2336	2678
MvSl-1064-A2-R4_MC09g09721	918	1049
MvSl-1064-A2-R4_MC09g09722	874	939
MvSl-1064-A2-R4_MC09g09723	919	1074
MvSl-1064-A2-R4_MC09g09724	1359	1657
MvSl-1064-A2-R4_MC09g09725	12.1341	11.1325
MvSl-1064-A2-R4_MC09g09726	1	0
MvSl-1064-A2-R4_MC09g09727	0	0
MvSl-1064-A2-R4_MC09g09728	2138	2537
MvSl-1064-A2-R4_MC09g09729	34	18
MvSl-1064-A2-R4_MC09g09730	647	640
MvSl-1064-A2-R4_MC09g09731	599	613
MvSl-1064-A2-R4_MC09g09732	471	445
MvSl-1064-A2-R4_MC09g09733	4299	5532
MvSl-1064-A2-R4_MC09g09734	873	1202
MvSl-1064-A2-R4_MC09g09735	841	977
MvSl-1064-A2-R4_MC09g09736	475	527
MvSl-1064-A2-R4_MC09g09737	975	1115
MvSl-1064-A2-R4_MC09g09738	351	352
MvSl-1064-A2-R4_MC09g09739	941	1063
MvSl-1064-A2-R4_MC09g09740	962.7	725.472
MvSl-1064-A2-R4_MC09g09743	1513	1487
MvSl-1064-A2-R4_MC09g09744	630.231	665.174
MvSl-1064-A2-R4_MC09g09745	1186	1299
MvSl-1064-A2-R4_MC09g09746	2044	1987
MvSl-1064-A2-R4_MC09g09747	807	587
MvSl-1064-A2-R4_MC09g09748	5138	5072
MvSl-1064-A2-R4_MC09g09749	38.3941	21
MvSl-1064-A2-R4_MC09g09751	44	33
MvSl-1064-A2-R4_MC09g09752	478.861	393.704
MvSl-1064-A2-R4_MC09g09753	31303.6	16782.4
MvSl-1064-A2-R4_MC09g09754	452	256
MvSl-1064-A2-R4_MC09g09755	8.60593	0
MvSl-1064-A2-R4_MC09g09756	5341.39	3665.64
MvSl-1064-A2-R4_MC09g09757	2074	2361
MvSl-1064-A2-R4_MC09g09758	3148	3199
MvSl-1064-A2-R4_MC09g09759	672	969
MvSl-1064-A2-R4_MC09g09762	296	532
MvSl-1064-A2-R4_MC09g09764	311.454	348.598
MvSl-1064-A2-R4_MC09g09765	105.546	202.402
MvSl-1064-A2-R4_MC09g09766	315	298
MvSl-1064-A2-R4_MC09g09767	1825	2231
MvSl-1064-A2-R4_MC09g09768	390	303
MvSl-1064-A2-R4_MC09g09769	102	58
MvSl-1064-A2-R4_MC09g09770	980	951
MvSl-1064-A2-R4_MC09g09771	6346	5598
MvSl-1064-A2-R4_MC09g09772	2155.33	2500.59
MvSl-1064-A2-R4_MC09g09773	3	6
MvSl-1064-A2-R4_MC09g09774	337	168
MvSl-1064-A2-R4_MC09g09775	7833	6084
MvSl-1064-A2-R4_MC09g09776	2940	2668
MvSl-1064-A2-R4_MC09g09777	1234.18	1272.13
MvSl-1064-A2-R4_MC09g09778	24	17
MvSl-1064-A2-R4_MC09g09779	52	52
MvSl-1064-A2-R4_MC09g09780	430	313
MvSl-1064-A2-R4_MC09g09782	1450	2344
MvSl-1064-A2-R4_MC09g09783	2593	2929
MvSl-1064-A2-R4_MC09g09784	1879	1986
MvSl-1064-A2-R4_MC09g09785	382	379
MvSl-1064-A2-R4_MC09g09786	10918	12132
MvSl-1064-A2-R4_MC09g09787	3298	2988
MvSl-1064-A2-R4_MC09g09788	1612	1895
MvSl-1064-A2-R4_MC09g09789	1591	1328
MvSl-1064-A2-R4_MC09g09790	468	550
MvSl-1064-A2-R4_MC09g09791	1549	1692
MvSl-1064-A2-R4_MC09g09792	1312	1252
MvSl-1064-A2-R4_MC09g09793	2267	2459
MvSl-1064-A2-R4_MC09g09794	404.988	419.593
MvSl-1064-A2-R4_MC09g09795	5351	12313
MvSl-1064-A2-R4_MC09g09796	1102	3213
MvSl-1064-A2-R4_MC09g09797	79	82
MvSl-1064-A2-R4_MC09g09798	4890	4759
MvSl-1064-A2-R4_MC09g09799	1704	1887
MvSl-1064-A2-R4_MC09g09800	19	22
MvSl-1064-A2-R4_MC09g09801	2583	2061
MvSl-1064-A2-R4_MC09g09802	899	939
MvSl-1064-A2-R4_MC09g09803	853	906
MvSl-1064-A2-R4_MC09g09804	2772	2492
MvSl-1064-A2-R4_MC09g09805	14634.4	12451.7
MvSl-1064-A2-R4_MC09g09806	449	454
MvSl-1064-A2-R4_MC09g09807	1043	979
MvSl-1064-A2-R4_MC09g09808	1626	1887
MvSl-1064-A2-R4_MC09g09809	3	1
MvSl-1064-A2-R4_MC09g09810	159.133	122.72
MvSl-1064-A2-R4_MC09g09811	156.84	162.776
MvSl-1064-A2-R4_MC09g09813	312.588	339.594
MvSl-1064-A2-R4_MC09g09814	4412.86	4828.32
MvSl-1064-A2-R4_MC09g09815	639.881	618.997
MvSl-1064-A2-R4_MC09g09816	1156.69	790.658
MvSl-1064-A2-R4_MC09g09817	224.798	194.794
MvSl-1064-A2-R4_MC09g09819	1595.12	1329.18
MvSl-1064-A2-R4_MC09g09820	170	203
MvSl-1064-A2-R4_MC09g09821	1124	1214
MvSl-1064-A2-R4_MC09g09823	607	496
MvSl-1064-A2-R4_MC09g09824	496	418
MvSl-1064-A2-R4_MC09g09825	1263	1439
MvSl-1064-A2-R4_MC09g09826	572	677
MvSl-1064-A2-R4_MC09g09827	2306	2507
MvSl-1064-A2-R4_MC09g09828	376	444
MvSl-1064-A2-R4_MC09g09829	209	202
MvSl-1064-A2-R4_MC09g09830	971	988
MvSl-1064-A2-R4_MC09g09831	3616	3992
MvSl-1064-A2-R4_MC09g09832	1798	2042
MvSl-1064-A2-R4_MC09g09833	1062	1362
MvSl-1064-A2-R4_MC09g09834	2664	3412
MvSl-1064-A2-R4_MC09g09835	1278	956
MvSl-1064-A2-R4_MC09g09836	3041	3196
MvSl-1064-A2-R4_MC09g09837	171	212
MvSl-1064-A2-R4_MC09g09838	2367	2592
MvSl-1064-A2-R4_MC09g09839	908.722	490.665
MvSl-1064-A2-R4_MC09g09840	450	155
MvSl-1064-A2-R4_MC09g09843	628.334	629.912
MvSl-1064-A2-R4_MC10g09854	848.252	779.08
MvSl-1064-A2-R4_MC10g09857	338.842	445.723
MvSl-1064-A2-R4_MC10g09858	436.145	508.766
MvSl-1064-A2-R4_MC10g09860	52.9257	27.8386
MvSl-1064-A2-R4_MC10g09861	15	8
MvSl-1064-A2-R4_MC10g09862	538	513.221
MvSl-1064-A2-R4_MC10g09863	149.551	130.877
MvSl-1064-A2-R4_MC10g09864	2545.98	2176.98
MvSl-1064-A2-R4_MC10g09865	507.635	426.853
MvSl-1064-A2-R4_MC10g09866	1.00516	1.01066
MvSl-1064-A2-R4_MC10g09867	2137	2068
MvSl-1064-A2-R4_MC10g09868	1481	1576
MvSl-1064-A2-R4_MC10g09869	6650	7319
MvSl-1064-A2-R4_MC10g09870	2579	2690
MvSl-1064-A2-R4_MC10g09871	1619	1513
MvSl-1064-A2-R4_MC10g09872	102	110
MvSl-1064-A2-R4_MC10g09873	4068	4206
MvSl-1064-A2-R4_MC10g09874	1075	1307
MvSl-1064-A2-R4_MC10g09875	1052	1134
MvSl-1064-A2-R4_MC10g09876	4780	4644
MvSl-1064-A2-R4_MC10g09877	1769	951
MvSl-1064-A2-R4_MC10g09878	265	216
MvSl-1064-A2-R4_MC10g09879	1811	2040
MvSl-1064-A2-R4_MC10g09880	4887	5975
MvSl-1064-A2-R4_MC10g09882	504.802	483.779
MvSl-1064-A2-R4_MC10g09884	36.3493	20.3865
MvSl-1064-A2-R4_MC10g09885	17138.2	18289
MvSl-1064-A2-R4_MC10g09887	116	133
MvSl-1064-A2-R4_MC10g09888	1438	2361
MvSl-1064-A2-R4_MC10g09894	2135	2154
MvSl-1064-A2-R4_MC10g09895	1793	1151
MvSl-1064-A2-R4_MC10g09896	1329	1440
MvSl-1064-A2-R4_MC10g09897	3550	2550
MvSl-1064-A2-R4_MC10g09898	333	358
MvSl-1064-A2-R4_MC10g09899	2310	2365
MvSl-1064-A2-R4_MC10g09900	4928	5941
MvSl-1064-A2-R4_MC10g09901	608	563
MvSl-1064-A2-R4_MC10g09902	573	572
MvSl-1064-A2-R4_MC10g09903	367	212
MvSl-1064-A2-R4_MC10g09904	107	76
MvSl-1064-A2-R4_MC10g09905	239	274
MvSl-1064-A2-R4_MC10g09906	1080	1177
MvSl-1064-A2-R4_MC10g09907	3811	4300
MvSl-1064-A2-R4_MC10g09908	1179	1218
MvSl-1064-A2-R4_MC10g09909	395	534
MvSl-1064-A2-R4_MC10g09910	744	1003
MvSl-1064-A2-R4_MC10g09911	1094	1398
MvSl-1064-A2-R4_MC10g09912	1788	2533
MvSl-1064-A2-R4_MC10g09913	1894	2333
MvSl-1064-A2-R4_MC10g09914	16406	19248
MvSl-1064-A2-R4_MC10g09915	2566	2083
MvSl-1064-A2-R4_MC10g09916	1347	1584
MvSl-1064-A2-R4_MC10g09917	153	105
MvSl-1064-A2-R4_MC10g09918	47	41
MvSl-1064-A2-R4_MC10g09919	116	129
MvSl-1064-A2-R4_MC10g09922	6059	4988
MvSl-1064-A2-R4_MC10g09923	987	1071
MvSl-1064-A2-R4_MC10g09924	4088	3970
MvSl-1064-A2-R4_MC10g09925	5410	6320
MvSl-1064-A2-R4_MC10g09926	11521	7739
MvSl-1064-A2-R4_MC10g09927	13673	12439
MvSl-1064-A2-R4_MC10g09928	4232	3823
MvSl-1064-A2-R4_MC10g09929	1129	1149
MvSl-1064-A2-R4_MC10g09930	2537	2272
MvSl-1064-A2-R4_MC10g09931	673	807
MvSl-1064-A2-R4_MC10g09932	5008	5311
MvSl-1064-A2-R4_MC10g09933	742	420
MvSl-1064-A2-R4_MC10g09934	3846	3942
MvSl-1064-A2-R4_MC10g09935	120	77
MvSl-1064-A2-R4_MC10g09936	747	822
MvSl-1064-A2-R4_MC10g09937	3230	3280
MvSl-1064-A2-R4_MC10g09938	10216	10592
MvSl-1064-A2-R4_MC10g09939	6	1
MvSl-1064-A2-R4_MC10g09940	707	703
MvSl-1064-A2-R4_MC10g09941	165	123
MvSl-1064-A2-R4_MC10g09942	255	231
MvSl-1064-A2-R4_MC10g09943	57	51
MvSl-1064-A2-R4_MC10g09944	2419	2488
MvSl-1064-A2-R4_MC10g09945	18	11
MvSl-1064-A2-R4_MC10g09946	607.924	412.614
MvSl-1064-A2-R4_MC10g09947	187.168	120.14
MvSl-1064-A2-R4_MC10g09948	56	103
MvSl-1064-A2-R4_MC10g09949	0	0
MvSl-1064-A2-R4_MC10g09950	5509	4261
MvSl-1064-A2-R4_MC10g09951	1234	1109
MvSl-1064-A2-R4_MC10g09952	548	661
MvSl-1064-A2-R4_MC10g09953	2142	2765
MvSl-1064-A2-R4_MC10g09954	2064	2509
MvSl-1064-A2-R4_MC10g09955	11	11
MvSl-1064-A2-R4_MC10g09956	1905	1750
MvSl-1064-A2-R4_MC10g09957	1763	1831
MvSl-1064-A2-R4_MC10g09958	446	462
MvSl-1064-A2-R4_MC10g09959	5954.89	7429.22
MvSl-1064-A2-R4_MC10g09960	26599	24659
MvSl-1064-A2-R4_MC10g09961	1773	2017
MvSl-1064-A2-R4_MC10g09962	5517	4288
MvSl-1064-A2-R4_MC10g09963	1927	2229
MvSl-1064-A2-R4_MC10g09964	1335	971
MvSl-1064-A2-R4_MC10g09965	14890	12071
MvSl-1064-A2-R4_MC10g09966	3496	4366
MvSl-1064-A2-R4_MC10g09967	475	377
MvSl-1064-A2-R4_MC10g09968	2498	3015
MvSl-1064-A2-R4_MC10g09969	2942	3288
MvSl-1064-A2-R4_MC10g09970	2077	2297
MvSl-1064-A2-R4_MC10g09971	1310	1122
MvSl-1064-A2-R4_MC10g09972	1447	1320
MvSl-1064-A2-R4_MC10g09973	7623	6180
MvSl-1064-A2-R4_MC10g09974	10	7
MvSl-1064-A2-R4_MC10g09975	0	0
MvSl-1064-A2-R4_MC10g09976	3831	3097
MvSl-1064-A2-R4_MC10g09977	3312	3209
MvSl-1064-A2-R4_MC10g09978	4114	4213
MvSl-1064-A2-R4_MC10g09979	415	509
MvSl-1064-A2-R4_MC10g09980	4485	5410
MvSl-1064-A2-R4_MC10g09981	2803	3368
MvSl-1064-A2-R4_MC10g09982	13	11
MvSl-1064-A2-R4_MC10g09983	1519	1939
MvSl-1064-A2-R4_MC10g09984	132	158
MvSl-1064-A2-R4_MC10g09985	1683	2237
MvSl-1064-A2-R4_MC10g09986	1061	1283
MvSl-1064-A2-R4_MC10g09987	950	854
MvSl-1064-A2-R4_MC10g09988	2264	2423
MvSl-1064-A2-R4_MC10g09989	4350	4600
MvSl-1064-A2-R4_MC10g09990	2660	2803
MvSl-1064-A2-R4_MC10g09991	79	90
MvSl-1064-A2-R4_MC10g09992	1242	1253
MvSl-1064-A2-R4_MC10g09993	2089.83	1685.51
MvSl-1064-A2-R4_MC10g09995	541	450
MvSl-1064-A2-R4_MC10g09996	256	243
MvSl-1064-A2-R4_MC10g09997	2915.33	2457.09
MvSl-1064-A2-R4_MC10g09998	215.151	200.375
MvSl-1064-A2-R4_MC10g09999	905	618
MvSl-1064-A2-R4_MC10g10001	6048.43	6181.03
MvSl-1064-A2-R4_MC10g10002	11	8
MvSl-1064-A2-R4_MC10g10003	11	14
MvSl-1064-A2-R4_MC10g10004	533	625
MvSl-1064-A2-R4_MC10g10005	4383	6386
MvSl-1064-A2-R4_MC10g10006	8618	8771
MvSl-1064-A2-R4_MC10g10007	20	16
MvSl-1064-A2-R4_MC10g10008	1084	1103
MvSl-1064-A2-R4_MC10g10009	1506	1475
MvSl-1064-A2-R4_MC10g10010	3333	3682
MvSl-1064-A2-R4_MC10g10011	8	10
MvSl-1064-A2-R4_MC10g10012	2314	2227
MvSl-1064-A2-R4_MC10g10013	2327	2882
MvSl-1064-A2-R4_MC10g10014	900	922
MvSl-1064-A2-R4_MC10g10015	2058	2573
MvSl-1064-A2-R4_MC10g10016	1083	991
MvSl-1064-A2-R4_MC10g10017	950	1259
MvSl-1064-A2-R4_MC10g10018	1686	2132
MvSl-1064-A2-R4_MC10g10019	3	12
MvSl-1064-A2-R4_MC10g10020	2491	3073
MvSl-1064-A2-R4_MC10g10021	95	75
MvSl-1064-A2-R4_MC10g10022	8264	7758
MvSl-1064-A2-R4_MC10g10023	1683	2126
MvSl-1064-A2-R4_MC10g10024	3232	2700
MvSl-1064-A2-R4_MC10g10025	1835	2292
MvSl-1064-A2-R4_MC10g10026	1022	1107
MvSl-1064-A2-R4_MC10g10027	1182	1300
MvSl-1064-A2-R4_MC10g10028	2476	4456
MvSl-1064-A2-R4_MC10g10029	1342	1310
