gida2	gidmvsd	dnds	dn	ds
MvSl-1064-A2-R4_MC02g03610	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02447	0.657	0.0038	0.0058
MvSl-1064-A2-R4_MC08-1g08681	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07009	0.5748	0.0053	0.0093
MvSl-1064-A2-R4_MC02g04508	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11615	1.3695	0.0028	0.002
MvSl-1064-A2-R4_MC08-1g08658	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06986	0.001	0	0.0156
MvSl-1064-A2-R4_MC02g03597	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02435	0.2535	0.0013	0.005
MvSl-1064-A2-R4_MC07g07956	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08834	98.9996	0.0033	0
MvSl-1064-A2-R4_MC08-1g08754	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07093	0.001	0	0.0049
MvSl-1064-A2-R4_MC05g06819	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05423	0.8697	0.0037	0.0042
MvSl-1064-A2-R4_MC03g05031	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01807	0.677	0.0036	0.0054
MvSl-1064-A2-R4_MC08-1g08551	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06881	0.2612	0.003	0.0115
MvSl-1064-A2-R4_MC10g09906	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09416	0.1977	0.0036	0.0182
MvSl-1064-A2-R4_MC04-1g05583	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06326	0.8219	0.0092	0.0112
MvSl-1064-A2-R4_MC07g08385	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10550	0.5166	0	0
MvSl-1064-A2-R4_A2g01566	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04900	0.4312	0.0077	0.0179
MvSl-1064-A2-R4_MC07g08401	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10598	98.9996	0.0096	0.0001
MvSl-1064-A2-R4_MC07g08103	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08985	1.307	0.0038	0.0029
MvSl-1064-A2-R4_MC01g02710	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00760	0.5727	0.0104	0.0181
MvSl-1064-A2-R4_MC08-1g08566	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06896	0.4357	0.0022	0.005
MvSl-1064-A2-R4_MC01g02165	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00179	0.3535	0.0058	0.0163
MvSl-1064-A2-R4_A2g00403	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04866	1.0263	0.0069	0.0067
MvSl-1064-A2-R4_MC01g02955	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01006	0.1692	0.002	0.0116
MvSl-1064-A2-R4_MC13g11756	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08037	98.9996	0.0079	0.0001
MvSl-1064-A2-R4_MC05g06984	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05257	0.2954	0.0023	0.0077
MvSl-1064-A2-R4_MC13g11738	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08057	0.2018	0.0024	0.012
MvSl-1064-A2-R4_MC12g11047	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05756	0.1384	0.0015	0.0111
MvSl-1064-A2-R4_MC05g07022	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05224	1.2093	0.0062	0.0052
MvSl-1064-A2-R4_A2g01800	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12499	0.4741	0.0051	0.0108
MvSl-1064-A2-R4_MC12g11270	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05986	0.5925	0.0038	0.0063
MvSl-1064-A2-R4_MC05g06655	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05602	0.7622	0.0059	0.0078
MvSl-1064-A2-R4_MC01g02953	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01004	0.9636	0.0115	0.0119
MvSl-1064-A2-R4_MC01g03339	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11216	0.001	0	0.0198
MvSl-1064-A2-R4_MC07g07914	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08784	0.1413	0.0022	0.0153
MvSl-1064-A2-R4_MC02g03915	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02768	0.182	0.0009	0.005
MvSl-1064-A2-R4_MC02g04324	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03160	0.2752	0.0027	0.0097
MvSl-1064-A2-R4_MC07g08329	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10491	0.4887	0.0043	0.0087
MvSl-1064-A2-R4_MC13g11972	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07828	0.3315	0.0019	0.0057
MvSl-1064-A2-R4_MC12g11114	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05830	0.3445	0.0015	0.0044
MvSl-1064-A2-R4_MC03g05469	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02280	0.1724	0.003	0.0174
MvSl-1064-A2-R4_MC01g02651	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00708	0.176	0.0009	0.0051
MvSl-1064-A2-R4_MC03g04760	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01535	0.5362	0.0039	0.0073
MvSl-1064-A2-R4_MC12g11031	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05738	0.2899	0.0026	0.0091
MvSl-1064-A2-R4_MC02g03592	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02430	1.7787	0.0063	0.0035
MvSl-1064-A2-R4_MC14g12158	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07540	0.2	0.0013	0.0066
MvSl-1064-A2-R4_MC08-1g08840	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07174	0.001	0	0.0131
MvSl-1064-A2-R4_MC01g02977	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01028	0.2512	0.004	0.0157
MvSl-1064-A2-R4_MC13g11773	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08019	0.3489	0.0037	0.0105
MvSl-1064-A2-R4_MC01g02447	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00516	0.3098	0.0048	0.0153
MvSl-1064-A2-R4_MC13g11828	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07968	1.6473	0.0037	0.0023
MvSl-1064-A2-R4_MC08-1g08763	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07102	0.3761	0.0056	0.0149
MvSl-1064-A2-R4_MC11g10698	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04212	0.0864	0.0008	0.0098
MvSl-1064-A2-R4_MC02g04425	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11539	0.3902	0.0027	0.007
MvSl-1064-A2-R4_MC02g04384	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11497	0.7225	0.005	0.007
MvSl-1064-A2-R4_MC08-1g08853	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07189	0.3414	0.0037	0.0108
MvSl-1064-A2-R4_MC03g05381	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02185	0.8845	0.0052	0.0059
MvSl-1064-A2-R4_MC01g02343	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00402	0.1713	0.0021	0.0125
MvSl-1064-A2-R4_MC13g11843	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07953	0.2002	0.001	0.0052
MvSl-1064-A2-R4_MC09g09324	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03337	0.5265	0.0058	0.0109
MvSl-1064-A2-R4_MC13g11834	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07962	0.001	0	0.0045
MvSl-1064-A2-R4_MC10g09980	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09489	0.1425	0.0032	0.0224
MvSl-1064-A2-R4_MC02g03511	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02352	0.1646	0.0008	0.0046
MvSl-1064-A2-R4_MC05g06674	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05579	0.151	0.0022	0.0146
MvSl-1064-A2-R4_MC02g04368	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11481	0.001	0	0.0154
MvSl-1064-A2-R4_MC02g03851	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02701	0.3723	0	0
MvSl-1064-A2-R4_MC11g10733	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04178	0.825	0.004	0.0048
MvSl-1064-A2-R4_MC12g11464	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06185	0.1003	0.0019	0.0186
MvSl-1064-A2-R4_MC06-2g07763	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12068	0.2859	0.0036	0.0125
MvSl-1064-A2-R4_MC11g10961	MvSdioicae-1303-FR02-T-N202-PbcR_C005g03944	0.2239	0.001	0.0046
MvSl-1064-A2-R4_MC08-1g08670	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06998	1.4162	0.0053	0.0037
MvSl-1064-A2-R4_MC07g08010	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08888	0.2974	0.0022	0.0075
MvSl-1064-A2-R4_A2g01066	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04824	0.5325	0.0074	0.0138
MvSl-1064-A2-R4_MC14g12129	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07513	1.0398	0.007	0.0067
MvSl-1064-A2-R4_MC02g03968	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02820	0.0787	0.0019	0.0247
MvSl-1064-A2-R4_MC05g06390	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10934	0.5065	0.0019	0.0038
MvSl-1064-A2-R4_MC02g03966	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02818	0.0296	0.0008	0.027
MvSl-1064-A2-R4_MC01g03416	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11143	0.001	0	0.0109
MvSl-1064-A2-R4_MC01g02475	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00540	0.0681	0.0011	0.0166
MvSl-1064-A2-R4_MC12g11428	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06149	0.063	0.0009	0.0137
MvSl-1064-A2-R4_MC09g09424	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03438	0.354	0.0037	0.0106
MvSl-1064-A2-R4_MC03g04749	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01520	0.2125	0.0034	0.0159
MvSl-1064-A2-R4_MC06-2g07515	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10288	0.5515	0.0018	0.0033
MvSl-1064-A2-R4_MC02g04071	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02923	2.812	0.0051	0.0018
MvSl-1064-A2-R4_MC08-1g08797	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07155	0.001	0.0001	0.0537
MvSl-1064-A2-R4_MC01g02947	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00998	0.359	0.0042	0.0116
MvSl-1064-A2-R4_MC07g07962	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08840	0.0769	0.0011	0.0149
MvSl-1064-A2-R4_MC05g06412	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10955	0.2708	0.0019	0.0071
MvSl-1064-A2-R4_MC02g04394	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11570	1.0946	0.0025	0.0023
MvSl-1064-A2-R4_MC13g11703	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08102	0.1559	0.0016	0.0103
MvSl-1064-A2-R4_MC02g03947	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02799	0.4906	0	0
MvSl-1064-A2-R4_MC14g12007	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07386	98.9996	0.0064	0.0001
MvSl-1064-A2-R4_MC12g11222	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05941	0.001	0	0.0167
MvSl-1064-A2-R4_MC07g08323	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10485	0.6708	0.0019	0.0029
MvSl-1064-A2-R4_MC02g04207	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03043	0.7706	0.0034	0.0044
MvSl-1064-A2-R4_MC11g10584	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04328	0.001	0	0.013
MvSl-1064-A2-R4_MC11g10748	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04162	0.191	0.0033	0.0171
MvSl-1064-A2-R4_MC08-1g08682	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07010	0.001	0	0.0137
MvSl-1064-A2-R4_MC03g05519	MvSdioicae-1303-FR02-T-N202-PbcR_C032g12618	0.2219	0.0022	0.0097
MvSl-1064-A2-R4_MC08-1g08543	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06873	0.2114	0.0018	0.0087
MvSl-1064-A2-R4_MC15g12347	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07711	1.6975	0.0075	0.0044
MvSl-1064-A2-R4_MC01g02705	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00755	0.189	0.0038	0.0202
MvSl-1064-A2-R4_A2g00301	MvSdioicae-1303-FR02-T-N202-PbcR_C006g05006	0.1072	0.0012	0.0111
MvSl-1064-A2-R4_MC01g03385	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11175	0.3561	0.003	0.0085
MvSl-1064-A2-R4_MC01g02358	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00416	0.001	0	0.0272
MvSl-1064-A2-R4_MC03g04954	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01734	0.4697	0.0058	0.0124
MvSl-1064-A2-R4_MC07g08359	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10524	1.9654	0.0067	0.0034
MvSl-1064-A2-R4_MC08-1g08851	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07187	1.8772	0.0107	0.0057
MvSl-1064-A2-R4_MC03g05505	MvSdioicae-1303-FR02-T-N202-PbcR_C032g12602	0.001	0	0.0059
MvSl-1064-A2-R4_MC03g04801	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01574	0.303	0.0026	0.0087
MvSl-1064-A2-R4_MC08-1g08924	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07275	1.2131	0.006	0.005
MvSl-1064-A2-R4_MC03g04982	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01760	1.4944	0.004	0.0027
MvSl-1064-A2-R4_MC02g03586	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02424	98.9996	0.0028	0
MvSl-1064-A2-R4_MC03g05029	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01805	0.2669	0.0018	0.0066
MvSl-1064-A2-R4_MC13g11925	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07874	0.5286	0.0048	0.0091
MvSl-1064-A2-R4_MC03g05082	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01863	0.5191	0.005	0.0097
MvSl-1064-A2-R4_MC01g03034	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01088	98.9996	0.0022	0
MvSl-1064-A2-R4_MC05g06636	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05624	0.2404	0	0
MvSl-1064-A2-R4_MC03g04776	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01551	0.3931	0.0043	0.0108
MvSl-1064-A2-R4_MC02g03540	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02381	0.4587	0.0052	0.0113
MvSl-1064-A2-R4_MC12g11240	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05957	0.1252	0.0021	0.017
MvSl-1064-A2-R4_MC01g03389	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11171	0.954	0.0018	0.0019
MvSl-1064-A2-R4_MC01g02551	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00611	98.9996	0.0026	0
MvSl-1064-A2-R4_MC01g02083	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00097	0.2234	0.0019	0.0085
MvSl-1064-A2-R4_MC05g06737	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05518	0.1498	0.0012	0.0081
MvSl-1064-A2-R4_MC01g02518	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00580	3.4655	0.007	0.002
MvSl-1064-A2-R4_MC11g10785	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04127	98.9996	0.008	0.0001
MvSl-1064-A2-R4_MC03g05490	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02416	0.744	0.0077	0.0103
MvSl-1064-A2-R4_MC08-2g09151	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12315	0.6205	0.0047	0.0076
MvSl-1064-A2-R4_MC08-1g08554	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06884	1.5644	0.0043	0.0028
MvSl-1064-A2-R4_MC01g02320	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00317	0.3818	0.0034	0.0089
MvSl-1064-A2-R4_MC08-2g09131	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12295	0.001	0	0.0111
MvSl-1064-A2-R4_MC13g11906	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07893	0.4151	0.0048	0.0116
MvSl-1064-A2-R4_MC07g08098	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08980	0.8494	0.0034	0.004
MvSl-1064-A2-R4_MC11g10927	MvSdioicae-1303-FR02-T-N202-PbcR_C005g03977	0.3279	0.0033	0.0099
MvSl-1064-A2-R4_MC01g02115	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00126	0.1954	0.0028	0.0141
MvSl-1064-A2-R4_MC01g02335	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00394	0.973	0.0024	0.0025
MvSl-1064-A2-R4_MC01g02084	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00098	98.9996	0.0014	0
MvSl-1064-A2-R4_MC11g10530	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04380	0.6038	0.0026	0.0043
MvSl-1064-A2-R4_MC02g03853	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02703	0.7912	0	0
MvSl-1064-A2-R4_MC15g12377	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07682	0.0475	0.0008	0.0172
MvSl-1064-A2-R4_MC01g02682	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00732	0.5838	0.006	0.0102
MvSl-1064-A2-R4_MC01g02050	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00074	0.4201	0.005	0.0118
MvSl-1064-A2-R4_MC08-1g08637	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06966	0.7897	0.0047	0.0059
MvSl-1064-A2-R4_MC05g06742	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05513	0.5049	0	0
MvSl-1064-A2-R4_MC01g03392	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11168	0.1566	0.0008	0.0049
MvSl-1064-A2-R4_MC06-1g07243	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10899	2.6006	0.011	0.0042
MvSl-1064-A2-R4_MC02g04100	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02951	0.1355	0.0041	0.0303
MvSl-1064-A2-R4_MC01g02486	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00551	0.9047	0.0037	0.0041
MvSl-1064-A2-R4_MC11g10625	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04283	1.9036	0.0053	0.0028
MvSl-1064-A2-R4_MC14g12001	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07380	0.824	0.008	0.0097
MvSl-1064-A2-R4_MC10g10282	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09802	0.5062	0.0052	0.0103
MvSl-1064-A2-R4_MC01g02216	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00233	0.5591	0.0031	0.0055
MvSl-1064-A2-R4_MC10g09902	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09411	0.001	0	0.0172
MvSl-1064-A2-R4_MC11g10828	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04090	0.4809	0.0014	0.0029
MvSl-1064-A2-R4_MC08-1g08560	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06890	0.001	0	0.0147
MvSl-1064-A2-R4_MC07g07990	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08867	0.1539	0.0019	0.0124
MvSl-1064-A2-R4_MC03g04881	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01610	0.3924	0.0032	0.0081
MvSl-1064-A2-R4_MC03g04666	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01426	0.2486	0.0018	0.0073
MvSl-1064-A2-R4_MC08-1g08817	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07138	0.4764	0.0053	0.0111
MvSl-1064-A2-R4_MC03g04685	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01445	0.1821	0.0013	0.007
MvSl-1064-A2-R4_MC04-1g05607	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06351	1.0291	0.0505	0.0491
MvSl-1064-A2-R4_MC16g12427	MvSdioicae-1303-FR02-T-N202-PbcR_C033g12651	0.8734	0.0077	0.0089
MvSl-1064-A2-R4_MC03g05032	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01808	98.9996	0	0
MvSl-1064-A2-R4_MC03g05303	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02070	98.9996	0.0293	0.0003
MvSl-1064-A2-R4_MC08-1g08610	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06941	0.4551	0.0044	0.0096
MvSl-1064-A2-R4_MC07g08174	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11892	0.635	0.005	0.0079
MvSl-1064-A2-R4_MC07g08352	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10517	0.001	0	0.0097
MvSl-1064-A2-R4_MC12g11521	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06240	0.9714	0.0033	0.0034
MvSl-1064-A2-R4_MC01g02078	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00092	98.9996	0.0074	0.0001
MvSl-1064-A2-R4_MC01g02420	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00484	0.5313	0.0047	0.0089
MvSl-1064-A2-R4_MC14g12180	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07564	1.2932	0.0087	0.0067
MvSl-1064-A2-R4_A2g00433	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04694	2.0922	0.0134	0.0064
MvSl-1064-A2-R4_MC07g07916	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08786	0.1472	0.001	0.0066
MvSl-1064-A2-R4_MC03g05195	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02018	0.3885	0.0061	0.0157
MvSl-1064-A2-R4_MC05g06983	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05258	1.1979	0.0017	0.0014
MvSl-1064-A2-R4_MC08-1g08765	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07104	98.9996	0.0057	0.0001
MvSl-1064-A2-R4_MC07g08173	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11891	0.078	0.0008	0.0098
MvSl-1064-A2-R4_MC06-2g07307	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10839	0.5609	0.0056	0.0099
MvSl-1064-A2-R4_MC03g04926	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01701	1.3646	0.0038	0.0028
MvSl-1064-A2-R4_MC01g02615	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00674	1.0009	0.0035	0.0035
MvSl-1064-A2-R4_MC08-1g08638	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06967	0.5425	0.0036	0.0067
MvSl-1064-A2-R4_MC12g11236	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05953	0.215	0.0024	0.0114
MvSl-1064-A2-R4_A2g00165	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12167	1.2598	0.0536	0.0425
MvSl-1064-A2-R4_MC02g03503	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02344	0.5014	0.0044	0.0087
MvSl-1064-A2-R4_A2g00069	MvSdioicae-1303-FR02-T-N202-PbcR_C024g11399	0.322	0.0023	0.0073
MvSl-1064-A2-R4_MC04-1g05609	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06353	0.5116	0.0051	0.0099
MvSl-1064-A2-R4_MC02g04502	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11609	0.592	0.0067	0.0113
MvSl-1064-A2-R4_MC01g02494	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00559	0.5212	0.0054	0.0104
MvSl-1064-A2-R4_MC14g12128	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07512	0.7671	0.0153	0.02
MvSl-1064-A2-R4_MC10g10258	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09778	1.0322	0.0105	0.0102
MvSl-1064-A2-R4_MC11g10747	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04163	0.2121	0.0034	0.016
MvSl-1064-A2-R4_MC04-1g06159	MvSdioicae-1303-FR02-T-N202-PbcR_C018g09985	0.2336	0.0033	0.0143
MvSl-1064-A2-R4_MC03g04791	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01565	98.9996	0.0032	0
MvSl-1064-A2-R4_MC14g12047	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05285	1.5933	0.0312	0.0196
MvSl-1064-A2-R4_MC06-2g07694	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12150	0.4534	0.0087	0.0191
MvSl-1064-A2-R4_MC05g06818	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05424	0.9209	0.004	0.0044
MvSl-1064-A2-R4_MC06-2g07507	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10280	0.2226	0.0026	0.0118
MvSl-1064-A2-R4_MC06-2g07311	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10835	0.8343	0.0044	0.0053
MvSl-1064-A2-R4_MC11g10617	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04290	0.2192	0.004	0.0183
MvSl-1064-A2-R4_MC10g10335	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09855	0.001	0	0.0151
MvSl-1064-A2-R4_MC05g06634	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05626	0.1184	0.0014	0.012
MvSl-1064-A2-R4_MC01g02745	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00792	0.4105	0.004	0.0098
MvSl-1064-A2-R4_MC01g03082	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01140	0.203	0.0019	0.0094
MvSl-1064-A2-R4_MC12g11272	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05988	0.3358	0.0019	0.0055
MvSl-1064-A2-R4_MC12g11110	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05825	0.9523	0.0036	0.0038
MvSl-1064-A2-R4_MC15g12283	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07773	1.6816	0.0035	0.0021
MvSl-1064-A2-R4_MC08-2g09138	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12303	0.0963	0.0017	0.0173
MvSl-1064-A2-R4_MC05g06986	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05255	98.9996	0.0023	0
MvSl-1064-A2-R4_MC08-1g08749	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07086	2.2445	0.0071	0.0032
MvSl-1064-A2-R4_MC03g04938	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01718	0.2675	0.0026	0.0097
MvSl-1064-A2-R4_MC14g12199	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07583	0.2098	0.0017	0.0083
MvSl-1064-A2-R4_MC01g02170	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00187	0.335	0.0026	0.0078
