gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC02g03255	Auto	Auto	0	0	0	0	0	244470	245907	5.251657487	0.216891954	0.949063591	5.403790177	5.306851152	5.054596786	5.220099127	NON
MvSl-1064-A1-R4_MC02g03848	Auto	Auto	0	0	0	0	0	1632810	1635981	4.954934991	0.225420056	0.949063591	5.095681809	5.030291731	4.879036951	4.796929568	NON
MvSl-1064-A1-R4_MC02g03972	Auto	Auto	0	0	0	0	0	1909676	1910553	6.599207757	0.184704615	0.949063591	6.759723809	6.613907913	6.421695984	6.582035067	NON
MvSl-1064-A1-R4_MC04-1g05620	Auto	Auto	0	0	0	0	0	771554	773787	4.877106814	0.254137314	0.949063591	5.148242228	4.832117857	4.482502439	4.967602971	NON
MvSl-1064-A1-R4_MC06g07319	Auto	Auto	0	0	0	0	0	1242269	1246878	6.660786068	-0.176145942	0.949063591	6.619390476	6.51893357	6.717273786	6.774156342	NON
MvSl-1064-A1-R4_MC06g07404	Auto	Auto	0	0	0	0	0	1437927	1440842	6.227804244	0.179693927	0.949063591	6.333814372	6.295722013	6.142264187	6.128514827	NON
MvSl-1064-A1-R4_MC06g07480	Auto	Auto	0	0	0	0	0	1614517	1616972	5.753613532	0.204638724	0.949063591	5.753963926	5.944351708	5.745059227	5.544083567	NON
MvSl-1064-A1-R4_MC09-2g09386	Auto	Auto	0	0	0	0	0	1189895	1190985	4.145679266	-0.290361366	0.949063591	3.801911833	4.161632886	4.528567853	3.984512752	NON
MvSl-1064-A1-R4_MC12g11036	Auto	Auto	0	0	0	0	0	753519	755017	1.425662015	-0.385299111	0.949063591	1.307870713	1.133559888	1.470630915	1.709525438	NON
MvSl-1064-A1-R4_MC12g11268	Auto	Auto	0	0	0	0	0	1332923	1338223	7.896370496	-0.217301478	0.949063591	7.89697171	7.660647186	7.836191282	8.148612671	NON
MvSl-1064-A1-R4_MC10-1g09795	Auto	Auto	0	0	0	0	0	278595	279408	5.903633606	0.239207352	0.949397877	5.680025264	6.291959834	5.959917667	5.573226081	NON
MvSl-1064-A1-R4_MC11g10409	Auto	Auto	0	0	0	0	0	629713	632520	3.686848389	0.387190829	0.949397877	3.191663983	4.325178488	3.836493032	3.013705352	NON
MvSl-1064-A1-R4_MC01-1g02411	Auto	Auto	0	0	0	0	0	1201113	1201693	7.489508632	0.206870662	0.949502038	7.410755295	7.74802649	7.497795295	7.257167402	NON
MvSl-1064-A1-R4_MC06g07495	Auto	Auto	0	0	0	0	0	1661661	1662030	5.734057943	0.211116759	0.950741529	5.675555633	5.979861802	5.730351941	5.51147527	NON
MvSl-1064-A1-R4_MC08g08295	Auto	Auto	0	0	0	0	0	139204	140105	6.841035574	0.177083991	0.951184264	6.862922507	6.988084896	6.809950491	6.687333416	NON
MvSl-1064-A1-R4_MC07g08059	Auto	Auto	0	0	0	0	0	1282959	1284988	8.667269711	0.288280295	0.951343359	8.454712662	9.0853409	8.778959187	8.194213679	NON
MvSl-1064-A1-R4_MC01-1g02249	Auto	Auto	0	0	0	0	0	848559	849912	5.844459878	0.210094466	0.951364463	5.837694907	6.046131046	5.900942417	5.549680097	NON
MvSl-1064-A1-R4_MC12g11168	Auto	Auto	0	0	0	0	0	1071694	1072805	8.269092561	0.218765939	0.951364463	8.402702727	8.34541929	8.097262225	8.211749169	NON
MvSl-1064-A1-R4_MC01-2g03057	Auto	Auto	0	0	0	0	0	2802877	2803656	4.372179751	0.24702403	0.951548913	4.489183742	4.491870965	4.22713419	4.261844585	NON
MvSl-1064-A1-R4_MC06g07481	Auto	Auto	0	0	0	0	0	1617655	1620943	6.155732798	0.189740529	0.951548913	6.306130563	6.186485105	5.93233867	6.173613169	NON
MvSl-1064-A1-R4_MC04-1g05296	Auto	Auto	0	0	0	0	0	42465	43890	4.86057889	-0.23543465	0.951746131	4.894995267	4.562276862	4.948458967	4.996576357	NON
MvSl-1064-A1-R4_MC09-2g09051	Auto	Auto	0	0	0	0	0	330481	331538	3.760142913	-0.312670882	0.951746131	3.166402013	3.924662828	4.025048195	3.775922147	NON
MvSl-1064-A1-R4_MC13g11464	Auto	Auto	0	0	0	0	0	441437	443010	9.712441161	-0.285011906	0.952908675	9.691739891	9.421438968	9.744292757	9.944539879	NON
MvSl-1064-A1-R4_MC03g04702	Auto	Auto	0	0	0	0	0	1099083	1101202	4.469350729	-0.23899793	0.953905008	4.339002903	4.350720432	4.573207791	4.592517698	NON
MvSl-1064-A1-R4_MC03g04720	Auto	Auto	0	0	0	0	0	1151193	1152134	6.587383501	0.195250141	0.953905008	6.571278634	6.784260292	6.653090812	6.298529509	NON
MvSl-1064-A1-R4_MC05-3g06809	Auto	Auto	0	0	0	0	0	848138	849140	6.57530522	0.191119752	0.953905008	6.576881861	6.753129968	6.625536806	6.310940672	NON
MvSl-1064-A1-R4_MC06g06975	Auto	Auto	0	0	0	0	0	338150	339716	6.1578391	-0.185311729	0.953905008	6.117999129	6.004208847	6.164316629	6.325694491	NON
MvSl-1064-A1-R4_MC10-2g10111	Auto	Auto	0	0	0	0	0	699453	699935	7.162119698	0.192911192	0.953905008	7.2325615	7.277814087	7.204273695	6.905445738	NON
MvSl-1064-A1-R4_MC11g10668	Auto	Auto	0	0	0	0	0	1271684	1273338	3.47963467	0.298135999	0.953905008	3.746166333	3.484947134	3.107553085	3.514926799	NON
MvSl-1064-A1-R4_MC12g11007	Auto	Auto	0	0	0	0	0	680714	682803	4.712742378	0.238125903	0.953905008	4.655772186	4.979737747	4.663715765	4.511671213	NON
MvSl-1064-A1-R4_MC13g11521	Auto	Auto	0	0	0	0	0	574743	575414	6.718340275	0.181372384	0.953905008	6.928253614	6.672955472	6.699135384	6.54678894	NON
MvSl-1064-A1-R4_MC01-1g02499	Auto	Auto	0	0	0	0	0	1432165	1432649	7.14734689	0.193807328	0.954527971	7.230531559	7.251420193	7.208259487	6.866177076	NON
MvSl-1064-A1-R4_MC01-1g02671	Auto	Auto	0	0	0	0	0	1836633	1836869	5.204355583	-0.212189031	0.954527971	5.122201366	5.065976559	5.323151239	5.288637474	NON
MvSl-1064-A1-R4_MC02g03292	Auto	Auto	0	0	0	0	0	327577	328408	6.091238978	-0.193271537	0.954527971	6.147346795	5.816628772	6.157919413	6.210294515	NON
MvSl-1064-A1-R4_MC10-1g09717	Auto	Auto	0	0	0	0	0	188676	190518	2.899754518	0.315150523	0.954682912	3.240898407	2.828698637	2.859820419	2.604424488	NON
MvSl-1064-A1-R4_MC02g03817	Auto	Auto	0	0	0	0	0	1564034	1564868	5.849262432	0.192725766	0.95495935	5.938134236	5.946746434	5.796562275	5.701943368	NON
MvSl-1064-A1-R4_MC02g03976	Auto	Auto	0	0	0	0	0	1919566	1922000	5.01642283	-0.229087978	0.95495935	5.024827643	4.757693704	5.014693225	5.228846612	NON
MvSl-1064-A1-R4_MC07g07883	Auto	Auto	0	0	0	0	0	842289	844686	5.851698267	-0.218314553	0.95495935	5.900326671	5.556182834	5.737724325	6.146169665	NON
MvSl-1064-A1-R4_MC03g04611	Auto	Auto	0	0	0	0	0	872799	872999	7.969763308	0.206938137	0.955458768	8.112361171	8.025412363	7.785219057	7.936179132	NON
MvSl-1064-A1-R4_MC01-2g03055	Auto	Auto	0	0	0	0	0	2793324	2799844	7.650460257	0.199576288	0.955784836	7.700886617	7.791308282	7.665340784	7.418795658	NON
MvSl-1064-A1-R4_MC06g07377	Auto	Auto	0	0	0	0	0	1374756	1375543	8.978180644	0.261017496	0.955784836	9.241220364	8.94969586	9.005299319	8.657448744	NON
MvSl-1064-A1-R4_MC04-1g05872	Auto	Auto	0	0	0	0	0	1410224	1412264	6.04900091	0.194222004	0.955914323	6.020331531	6.255721144	6.066222087	5.821268558	NON
MvSl-1064-A1-R4_MC08g08842	Auto	Auto	0	0	0	0	0	1500265	1501281	5.621790067	-0.192268355	0.955914323	5.489468174	5.554613653	5.702992894	5.725622491	NON
MvSl-1064-A1-R4_MC11g10325	Auto	Auto	0	0	0	0	0	399698	402224	7.044058628	-0.210035705	0.955914323	7.109832428	6.736617421	6.901414632	7.353503077	NON
MvSl-1064-A1-R4_MC12g10946	Auto	Auto	0	0	0	0	0	528043	530107	3.105913082	-0.292091482	0.955914323	2.975979006	2.929000044	3.258693228	3.224322003	NON
MvSl-1064-A1-R4_MC01-1g01803	Auto	Auto	0	0	0	0	0	135152	138674	8.056834814	0.262597076	0.956208654	7.888628389	8.425940412	8.205573173	7.562743658	NON
MvSl-1064-A1-R4_MC02g04018	Auto	Auto	0	0	0	0	0	2021426	2022979	6.977948104	-0.17278055	0.956208654	6.914410678	6.863076756	7.042537348	7.080445975	NON
MvSl-1064-A1-R4_MC04-1g05921	Auto	Auto	0	0	0	0	0	1533053	1535655	5.947896855	0.189468446	0.956208654	6.095868627	5.98103055	5.886643347	5.813148106	NON
MvSl-1064-A1-R4_MC05-1g06188	Auto	Auto	0	0	0	0	0	85567	87403	5.964057836	0.187022167	0.956208654	6.021506046	6.086869379	5.871084182	5.864570777	NON
MvSl-1064-A1-R4_MC08g08673	Auto	Auto	0	0	0	0	0	1086239	1089338	5.085907427	-0.219207965	0.957356919	4.94537096	4.998326623	5.301756545	5.07046049	NON
MvSl-1064-A1-R4_MC09-2g09191	Auto	Auto	0	0	0	0	0	693297	694677	6.967936663	-0.173701096	0.95737875	6.863577583	6.893187657	6.989484368	7.111995794	NON
MvSl-1064-A1-R4_MC01-1g02502	Auto	Auto	0	0	0	0	0	1437057	1439268	4.58854157	-0.233123761	0.95757618	4.368840036	4.559150043	4.709427776	4.689496012	NON
MvSl-1064-A1-R4_MC01-1g02125	Auto	Auto	0	0	0	0	0	558186	560950	7.996485066	0.249526375	0.95872542	7.887340507	8.313069452	8.139620399	7.529143369	NON
MvSl-1064-A1-R4_MC01-2g03164	Auto	Auto	0	0	0	0	0	21283	24140	5.9060489	0.204070592	0.95872542	5.803964501	6.180393036	5.872201133	5.725622491	NON
MvSl-1064-A1-R4_MC06g06993	Auto	Auto	0	0	0	0	0	390321	393544	7.220557725	0.183085345	0.95872542	7.309099737	7.309327617	7.157856687	7.093915102	NON
MvSl-1064-A1-R4_MC09-2g09316	Auto	Auto	0	0	0	0	0	1012141	1013867	5.526118539	0.208004758	0.95872542	5.603660833	5.648812456	5.590769604	5.223604488	NON
MvSl-1064-A1-R4_MC13g11502	Auto	Auto	0	0	0	0	0	523397	525224	3.154659062	0.290163554	0.95872542	3.349637701	3.233589012	3.053437067	2.955869742	NON
MvSl-1064-A1-R4_MC08g08531	Auto	Auto	0	0	0	0	0	735188	735962	5.114993764	0.217834426	0.959331442	5.335545957	5.094334303	5.024773063	4.980091453	NON
MvSl-1064-A1-R4_MC09-2g09115	Auto	Auto	0	0	0	0	0	482615	484007	6.772306615	0.221057788	0.959331442	7.076316668	6.649625648	6.326303124	6.927107122	NON
MvSl-1064-A1-R4_MC07g07929	Auto	Auto	0	0	0	0	0	972221	973965	7.659545968	0.192117542	0.959373856	7.762595149	7.742179197	7.553861902	7.566889201	NON
MvSl-1064-A1-R4_MC15g12020	Auto	Auto	0	0	0	0	0	18178	22810	5.165099943	-0.232181714	0.960197447	4.774775137	5.270989253	5.377651239	5.166470247	NON
MvSl-1064-A1-R4_MC11g10690	Auto	Auto	0	0	0	0	0	1315299	1316164	7.834161168	0.205776306	0.961593549	7.780396374	8.071677151	7.794086046	7.658118681	NON
MvSl-1064-A1-R4_MC01-1g01963	Auto	Auto	0	0	0	0	0	339925	340566	5.131853253	0.234113156	0.962085862	4.989252488	5.460550808	5.136825305	4.872560232	NON
MvSl-1064-A1-R4_MC01-1g02307	Auto	Auto	0	0	0	0	0	976432	977486	5.920869648	0.185950706	0.962085862	6.075656704	5.943152853	5.827986238	5.8224249	NON
MvSl-1064-A1-R4_MC01-1g02466	Auto	Auto	0	0	0	0	0	1349505	1350532	3.366351552	-0.319951889	0.962085862	3.498770642	2.818274036	3.244962127	3.742104036	NON
MvSl-1064-A1-R4_MC01-1g02518	Auto	Auto	0	0	0	0	0	1466789	1468139	6.654572687	0.168825039	0.962085862	6.719038237	6.753813907	6.570863218	6.564865128	NON
MvSl-1064-A1-R4_MC02g03633	Auto	Auto	0	0	0	0	0	1160524	1162079	6.967307688	0.180919287	0.962085862	6.912512671	7.184511096	6.980708312	6.759138374	NON
MvSl-1064-A1-R4_MC02g03659	Auto	Auto	0	0	0	0	0	1206880	1207152	10.51898778	0.334366937	0.962085862	10.50756091	10.82772674	10.6220115	9.994639087	NON
MvSl-1064-A1-R4_MC02g03829	Auto	Auto	0	0	0	0	0	1598086	1599369	3.86331797	-0.270618005	0.962085862	3.860842165	3.568180251	3.894812166	4.08042501	NON
MvSl-1064-A1-R4_MC02g03832	Auto	Auto	0	0	0	0	0	1604368	1607759	7.200170533	-0.182399311	0.962085862	7.183561531	7.024248964	7.290349688	7.286372438	NON
MvSl-1064-A1-R4_MC02g04107	Auto	Auto	0	0	0	0	0	2257829	2258992	5.219751582	0.239981053	0.962085862	5.061831787	5.564003238	5.281721968	4.881463908	NON
MvSl-1064-A1-R4_MC03g04573	Auto	Auto	0	0	0	0	0	793356	793601	5.55655688	0.208325423	0.962085862	5.414558852	5.864276808	5.455725201	5.442457289	NON
MvSl-1064-A1-R4_MC03g04659	Auto	Auto	0	0	0	0	0	988228	991509	7.54104498	0.191923644	0.962085862	7.615182906	7.65223472	7.574251801	7.296393697	NON
MvSl-1064-A1-R4_MC03g04891	Auto	Auto	0	0	0	0	0	1588368	1590325	2.231251001	-0.351340888	0.962085862	2.113034995	1.975656489	2.014609807	2.687999607	NON
MvSl-1064-A1-R4_MC03g04916	Auto	Auto	0	0	0	0	0	1631906	1632546	5.864959996	0.189280581	0.962085862	5.960352154	5.952715916	5.691649278	5.839659729	NON
MvSl-1064-A1-R4_MC04-1g05490	Auto	Auto	0	0	0	0	0	499772	501963	4.956187405	-0.220567219	0.962085862	4.94537096	4.730154944	5.040755735	5.082093053	NON
MvSl-1064-A1-R4_MC04-1g05550	Auto	Auto	0	0	0	0	0	607971	609435	4.22753729	0.301210741	0.962085862	3.952365237	4.693550211	4.295337341	3.804291236	NON
MvSl-1064-A1-R4_MC04-1g05723	Auto	Auto	0	0	0	0	0	1042327	1044780	4.212407699	0.25567602	0.962085862	4.390819782	4.276509285	4.237572487	3.903784253	NON
MvSl-1064-A1-R4_MC05-1g06202	Auto	Auto	0	0	0	0	0	98598	99021	6.209284399	-0.259607151	0.962085862	6.466510774	5.532464007	6.105694079	6.529191761	NON
MvSl-1064-A1-R4_MC05-1g06241	Auto	Auto	0	0	0	0	0	128026	128839	4.815828914	0.341373338	0.962085862	5.449884753	4.268873817	4.22713419	4.955005441	NON
MvSl-1064-A1-R4_MC05-3g06652	Auto	Auto	0	0	0	0	0	459849	463932	5.941721462	-0.185623703	0.962085862	5.877157223	5.814007819	6.058392701	6.003590376	NON
MvSl-1064-A1-R4_MC05-3g06713	Auto	Auto	0	0	0	0	0	606004	610256	7.27194841	-0.187144225	0.962085862	7.258195946	7.087469663	7.446227323	7.273324424	NON
MvSl-1064-A1-R4_MC06g07339	Auto	Auto	0	0	0	0	0	1292444	1292810	5.008658919	0.237480696	0.962085862	4.850747926	5.350912281	4.971571595	4.794574672	NON
MvSl-1064-A1-R4_MC07g07557	Auto	Auto	0	0	0	0	0	57539	59325	5.728246193	-0.197977194	0.962085862	5.708015825	5.538827254	5.925898712	5.713208255	NON
MvSl-1064-A1-R4_MC07g07763	Auto	Auto	0	0	0	0	0	544380	544961	6.7929132	0.171896627	0.962085862	6.8061249	6.943216475	6.779913344	6.625080964	NON
MvSl-1064-A1-R4_MC07g07894	Auto	Auto	0	0	0	0	0	872595	874006	7.237198667	-0.181821343	0.962085862	7.154413391	7.132342271	7.320121443	7.330117121	NON
MvSl-1064-A1-R4_MC07g07937	Auto	Auto	0	0	0	0	0	994522	995895	4.101342336	0.289503597	0.962085862	3.891999455	4.517872387	4.140792072	3.732294306	NON
MvSl-1064-A1-R4_MC07g08125	Auto	Auto	0	0	0	0	0	1456965	1457117	7.134476895	0.183122885	0.962085862	7.138803923	7.30279935	7.125904945	6.948977575	NON
MvSl-1064-A1-R4_MC08g08343	Auto	Auto	0	0	0	0	0	275743	277376	8.071292411	0.210524246	0.962085862	8.311302503	8.01945244	7.977562551	7.94682218	NON
MvSl-1064-A1-R4_MC08g08653	Auto	Auto	0	0	0	0	0	1038575	1039113	5.649591285	0.30748759	0.962085862	5.066391275	6.276812236	5.682764385	5.263315624	NON
MvSl-1064-A1-R4_MC09-2g09060	Auto	Auto	0	0	0	0	0	353621	354085	7.049362805	-0.187160943	0.962085862	7.118091107	6.766069672	7.06908048	7.207138842	NON
MvSl-1064-A1-R4_MC09-2g09227	Auto	Auto	0	0	0	0	0	785519	786017	5.267839858	0.228151633	0.962085862	5.217521779	5.521260342	5.334541377	4.938035772	NON
MvSl-1064-A1-R4_MC09-2g09309	Auto	Auto	0	0	0	0	0	998725	999922	9.314903347	0.252831598	0.962085862	9.481009739	9.389117506	9.178499276	9.187483063	NON
MvSl-1064-A1-R4_MC10-1g09722	Auto	Auto	0	0	0	0	0	193004	193818	7.778878636	0.192732931	0.962085862	7.852455922	7.891357	7.71629857	7.641508231	NON
MvSl-1064-A1-R4_MC10-2g09927	Auto	Auto	0	0	0	0	0	443577	444643	3.363040261	-0.3014069	0.962085862	3.436734132	2.929000044	3.351316996	3.640869283	NON
MvSl-1064-A1-R4_MC10-2g10034	Auto	Auto	0	0	0	0	0	575022	576333	3.616687734	0.281594269	0.962085862	3.571140106	3.910010791	3.592682951	3.338648461	NON
MvSl-1064-A1-R4_MC10-2g10104	Auto	Auto	0	0	0	0	0	687029	695005	8.656934826	0.230524168	0.962085862	8.670917316	8.85820624	8.598727088	8.472791553	NON
MvSl-1064-A1-R4_MC12g10977	Auto	Auto	0	0	0	0	0	602942	605344	7.285745997	0.35832165	0.962085862	6.613171392	7.981415529	7.483979534	6.562790936	NON
MvSl-1064-A1-R4_MC13g11423	Auto	Auto	0	0	0	0	0	323282	325612	6.426430034	0.1871433	0.962085862	6.443035294	6.587294694	6.496758971	6.141544561	NON
MvSl-1064-A1-R4_MC13g11450	Auto	Auto	0	0	0	0	0	405111	406160	4.36532548	-0.253866215	0.962085862	4.419614713	4.018715264	4.373140523	4.589804011	NON
MvSl-1064-A1-R4_MC13g11683	Auto	Auto	0	0	0	0	0	937142	939055	5.398465684	0.211508035	0.962085862	5.367302754	5.622092201	5.410312604	5.157335034	NON
MvSl-1064-A1-R4_MC15g12113	Auto	Auto	0	0	0	0	0	257389	259568	5.257753704	0.282019413	0.962085862	5.762418625	4.892990047	4.833888169	5.342828855	NON
MvSl-1064-A1-R4_MC01-1g02644	Auto	Auto	0	0	0	0	0	1780641	1781884	6.318133193	0.187368167	0.963212688	6.580870884	6.213585478	6.122687851	6.314232362	NON
MvSl-1064-A1-R4_MC07g08091	Auto	Auto	0	0	0	0	0	1367488	1367964	11.33704312	-0.34011293	0.963212688	11.18068993	11.13288759	11.43507352	11.55654527	NON
MvSl-1064-A1-R4_MC08g08609	Auto	Auto	0	0	0	0	0	922349	925469	4.886736108	-0.218907669	0.963212688	4.780336458	4.765853859	5.050655731	4.929475495	NON
MvSl-1064-A1-R4_MC11g10521	Auto	Auto	0	0	0	0	0	905047	907595	9.435683084	0.258170044	0.963212688	9.644590429	9.468029745	9.28444561	9.317110891	NON
MvSl-1064-A1-R4_MC01-1g02205	Auto	Auto	0	0	0	0	0	730760	735050	8.142454751	-0.222012532	0.963569455	8.137766523	7.907428685	8.03554119	8.435114007	NON
MvSl-1064-A1-R4_MC01-1g02331	Auto	Auto	0	0	0	0	0	1027669	1028538	7.398310473	-0.200609901	0.963569455	7.47560974	7.087469663	7.387679487	7.59490267	NON
MvSl-1064-A1-R4_MC03g04364	Auto	Auto	0	0	0	0	0	279715	281678	5.755349423	-0.196314992	0.963569455	5.78748944	5.50672659	5.822218389	5.876866834	NON
MvSl-1064-A1-R4_MC04-1g06012	Auto	Auto	0	0	0	0	0	1729744	1732635	6.289206612	0.172817074	0.963569455	6.391276507	6.354619688	6.254451603	6.144321402	NON
MvSl-1064-A1-R4_MC09-2g09199	Auto	Auto	0	0	0	0	0	718608	719329	4.455960488	0.259001459	0.963569455	4.379871767	4.754963363	4.537043733	4.068778935	NON
MvSl-1064-A1-R4_MC12g11265	Auto	Auto	0	0	0	0	0	1325547	1330139	5.55899081	0.196065827	0.963569455	5.693351667	5.613074331	5.589411948	5.313522536	NON
MvSl-1064-A1-R4_MC01-2g03133	Auto	Auto	0	0	0	0	0	2974482	2975924	7.34809948	-0.182093298	0.96358316	7.263665731	7.244623932	7.504653876	7.364261667	NON
MvSl-1064-A1-R4_MC04-1g05534	Auto	Auto	0	0	0	0	0	584587	584819	6.893308609	-0.182127041	0.96358316	6.915042792	6.673678485	6.816928088	7.128918344	NON
MvSl-1064-A1-R4_MC05-3g06739	Auto	Auto	0	0	0	0	0	672886	674189	2.988213282	-0.289973481	0.96358316	2.822717879	2.849324548	3.224117282	3.013705352	NON
MvSl-1064-A1-R4_MC06g07367	Auto	Auto	0	0	0	0	0	1348378	1355003	5.680944982	-0.189739503	0.96358316	5.58789063	5.577974017	5.798913594	5.745265719	NON
MvSl-1064-A1-R4_MC09-2g09138	Auto	Auto	0	0	0	0	0	548519	550406	5.561715448	-0.188792421	0.96358316	5.487769552	5.440299612	5.620319281	5.684243486	NON
MvSl-1064-A1-R4_MC13g11680	Auto	Auto	0	0	0	0	0	932051	933958	0.69815003	0.505050501	0.96358316	1.42611192	0.163316487	-0.131567676	0.863713384	NON
MvSl-1064-A1-R4_MC06g07221	Auto	Auto	0	0	0	0	0	990915	993189	7.551272171	-0.199773096	0.963782825	7.348006242	7.541332346	7.822099646	7.449056722	NON
MvSl-1064-A1-R4_MC01-1g01808	Auto	Auto	0	0	0	0	0	139680	141036	6.484648685	0.171788362	0.964217577	6.567262964	6.56875769	6.468235253	6.320793297	NON
MvSl-1064-A1-R4_MC01-1g02649	Auto	Auto	0	0	0	0	0	1787953	1790125	7.69254846	0.190107483	0.964217577	7.713659299	7.851974479	7.561844815	7.626360431	NON
MvSl-1064-A1-R4_MC02g03189	Auto	Auto	0	0	0	0	0	73803	77355	6.933770425	0.214889604	0.964217577	6.76323858	7.267314403	7.053410233	6.547488382	NON
MvSl-1064-A1-R4_MC02g03544	Auto	Auto	0	0	0	0	0	914335	915207	8.149494781	-0.207906752	0.964217577	7.936112317	8.140238159	8.305697475	8.191307559	NON
MvSl-1064-A1-R4_MC02g03831	Auto	Auto	0	0	0	0	0	1602895	1604001	6.859785882	-0.173644372	0.964217577	6.901709879	6.625912347	6.933870916	6.95373435	NON
MvSl-1064-A1-R4_MC07g07902	Auto	Auto	0	0	0	0	0	900469	900767	7.716012449	0.189738056	0.964217577	7.832184301	7.782956224	7.674333295	7.559626665	NON
MvSl-1064-A1-R4_MC09-2g09048	Auto	Auto	0	0	0	0	0	320800	324171	2.736562095	-0.306801445	0.964217577	2.340876153	2.775805634	2.912887154	2.841892762	NON
MvSl-1064-A1-R4_MC11g10478	Auto	Auto	0	0	0	0	0	789579	792831	7.049546356	-0.180310252	0.964217577	7.029798771	6.879464792	6.992055434	7.268241728	NON
MvSl-1064-A1-R4_MC13g11659	Auto	Auto	0	0	0	0	0	888925	890181	6.073562336	-0.201183455	0.964217577	6.197051229	5.699393192	6.094252662	6.242615152	NON
MvSl-1064-A1-R4_MC15g12096	Auto	Auto	0	0	0	0	0	220038	221617	5.264256407	-0.203560372	0.964217577	5.192712433	5.124262644	5.380793897	5.342828855	NON
MvSl-1064-A1-R4_MC05-1g06189	Auto	Auto	0	0	0	0	0	87196	89665	3.878878847	-0.263283272	0.96515833	3.866082	3.60503366	3.899202105	4.099628625	NON
MvSl-1064-A1-R4_MC12g11262	Auto	Auto	0	0	0	0	0	1320187	1321710	6.183655947	-0.173033655	0.96515833	6.090282549	6.098762221	6.251879399	6.282653857	NON
MvSl-1064-A1-R4_MC01-1g02109	Auto	Auto	0	0	0	0	0	533554	536218	4.93160786	0.218385004	0.966046829	5.106790927	4.963273653	4.724348817	4.90784991	NON
MvSl-1064-A1-R4_MC02g03761	Auto	Auto	0	0	0	0	0	1431574	1433577	6.472509319	0.173185356	0.966046829	6.481098028	6.6281521	6.454132093	6.309292006	NON
MvSl-1064-A1-R4_MC03g04507	Auto	Auto	0	0	0	0	0	642680	643267	7.145679804	0.187894484	0.966046829	7.099859201	7.361414579	7.174703149	6.910891651	NON
MvSl-1064-A1-R4_MC09-2g09218	Auto	Auto	0	0	0	0	0	764414	766713	4.784913479	0.270398875	0.966046829	4.437323996	5.270989253	4.760989918	4.517394649	NON
MvSl-1064-A1-R4_MC04-1g05867	Auto	Auto	0	0	0	0	0	1397892	1399681	4.925202799	0.221657481	0.966053857	4.932940982	5.124262644	4.924970027	4.686958899	NON
MvSl-1064-A1-R4_MC09-2g09431	Auto	Auto	0	0	0	0	0	1320116	1321777	7.857043394	0.214397719	0.966149559	8.160868048	7.727282326	7.602793117	7.876196057	NON
MvSl-1064-A1-R4_MC11g10389	Auto	Auto	0	0	0	0	0	587212	588114	5.507120771	0.196861067	0.966333693	5.497931416	5.699393192	5.488142143	5.318448451	NON
MvSl-1064-A1-R4_MC06g07122	Auto	Auto	0	0	0	0	0	738879	741136	7.723838395	0.236827232	0.966660974	7.589674435	8.048730203	7.882655397	7.249880261	NON
MvSl-1064-A1-R4_MC04-1g05881	Auto	Auto	0	0	0	0	0	1469074	1471272	4.928968228	0.243861235	0.966823633	4.717950036	5.312432948	4.905463218	4.692028671	NON
MvSl-1064-A1-R4_MC06g07462	Auto	Auto	0	0	0	0	0	1572096	1575744	7.69416858	-0.196891018	0.966823633	7.41388932	7.751112548	7.817758218	7.760002638	NON
MvSl-1064-A1-R4_MC09-2g09030	Auto	Auto	0	0	0	0	0	268644	272742	8.248311659	0.214913302	0.966823633	8.212689745	8.478607868	8.233872382	8.033003617	NON
MvSl-1064-A1-R4_MC11g10330	Auto	Auto	0	0	0	0	0	410089	411459	4.359585444	-0.247124177	0.967308127	4.015031289	4.41785207	4.539857996	4.410729143	NON
MvSl-1064-A1-R4_MC07g07833	Auto	Auto	0	0	0	0	0	729506	730177	4.907884767	-0.223959387	0.967622505	4.925431263	4.644236773	4.894511039	5.125835374	NON
MvSl-1064-A1-R4_MC06g07387	Auto	Auto	0	0	0	0	0	1398835	1400325	6.031533419	0.176274626	0.967800125	6.122384782	6.111625386	5.96934272	5.912052597	NON
MvSl-1064-A1-R4_MC07g08055	Auto	Auto	0	0	0	0	0	1276184	1277188	3.558181404	0.296220022	0.967800125	3.443760287	3.914911356	3.63541092	3.130342936	NON
MvSl-1064-A1-R4_MC01-1g02683	Auto	Auto	0	0	0	0	0	1867046	1867750	8.115996989	0.202531001	0.968231598	8.160601541	8.264942868	8.083585326	7.935110496	NON
MvSl-1064-A1-R4_MC07g08102	Auto	Auto	0	0	0	0	0	1396415	1399405	7.52643223	0.224605255	0.968231598	7.861994257	7.364104591	7.13057971	7.643799452	NON
MvSl-1064-A1-R4_MC01-1g02688	Auto	Auto	0	0	0	0	0	1881120	1883630	6.035226741	0.177211483	0.968626043	6.181373384	6.05836306	5.980779233	5.906611073	NON
