gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC02g03935	Auto	Auto	0	0	0	0	0	1821201	1823726	5.615490354	-0.099676773	0.999948201	5.231799291	5.834843318	5.858740307	5.439445828	NON
MvSl-1064-A1-R4_MC02g03936	Auto	Auto	0	0	0	0	0	1826583	1828318	5.747544367	0.171167607	0.999948201	5.675555633	5.970477577	5.702992894	5.615197892	NON
MvSl-1064-A1-R4_MC02g03937	Auto	Auto	0	0	0	0	0	1828686	1829959	7.164153469	-0.100468818	0.999948201	7.135553184	7.090180076	7.177868307	7.248160277	NON
MvSl-1064-A1-R4_MC02g03938	Auto	Auto	0	0	0	0	0	1830920	1832167	0.76780811	-0.176098033	0.999948201	0.333290034	0.954753039	1.03289541	0.630114729	NON
MvSl-1064-A1-R4_MC02g03944	Auto	Auto	0	0	0	0	0	1838919	1840403	6.187635526	-0.134798275	0.999948201	6.222808208	6.006506327	6.318129827	6.185345127	NON
MvSl-1064-A1-R4_MC02g03945	Auto	Auto	0	0	0	0	0	1840628	1843449	5.326453164	0.060520385	0.999948201	5.24593689	5.458874024	5.455725201	5.116438349	NON
MvSl-1064-A1-R4_MC02g03951	Auto	Auto	0	0	0	0	0	1849814	1850140	6.152142893	0.099844538	0.999948201	6.123479115	6.274907554	6.22764839	5.963272742	NON
MvSl-1064-A1-R4_MC02g03952	Auto	Auto	0	0	0	0	0	1850195	1851499	7.564785526	0.141694122	0.999948201	7.642921728	7.624830831	7.529998552	7.45354163	NON
MvSl-1064-A1-R4_MC02g03953	Auto	Auto	0	0	0	0	0	1853962	1856543	4.650522134	-0.189808766	0.999948201	4.984442157	3.93434883	4.44095216	4.990416571	NON
MvSl-1064-A1-R4_MC02g03955	Auto	Auto	0	0	0	0	0	1860016	1862835	7.024304255	-0.085813886	0.999948201	7.048931919	6.909239073	7.082653699	7.050166273	NON
MvSl-1064-A1-R4_MC02g03958	Auto	Auto	0	0	0	0	0	1874626	1875303	4.844481891	-0.045420287	0.999948201	4.735233808	4.902890309	4.847581776	4.885895224	NON
MvSl-1064-A1-R4_MC02g03960	Auto	Auto	0	0	0	0	0	1879956	1881712	6.935309598	0.05356998	0.999948201	6.732010694	7.159953067	7.037070021	6.766967225	NON
MvSl-1064-A1-R4_MC02g03962	Auto	Auto	0	0	0	0	0	1883785	1886668	5.807281832	0.163217927	0.999948201	5.929400678	5.8425797	5.78237331	5.662454678	NON
MvSl-1064-A1-R4_MC02g03963	Auto	Auto	0	0	0	0	0	1887370	1890259	4.865415659	0.058116726	0.999948201	5.196877065	4.511415833	4.608487449	5.032992785	NON
MvSl-1064-A1-R4_MC02g03965	Auto	Auto	0	0	0	0	0	1892506	1894508	6.17492162	-0.049834825	0.999948201	6.261098742	6.029282109	6.322222264	6.065452301	NON
MvSl-1064-A1-R4_MC02g03971	Auto	Auto	0	0	0	0	0	1905739	1908630	5.163395825	0.019729692	0.999948201	5.052669351	5.284305469	5.123754568	5.182769263	NON
MvSl-1064-A1-R4_MC02g03979	Auto	Auto	0	0	0	0	0	1927989	1928365	9.678945432	0.162387993	0.999948201	9.782086741	9.733217781	9.520287177	9.666963574	NON
MvSl-1064-A1-R4_MC02g03980	Auto	Auto	0	0	0	0	0	1929873	1931559	5.468634185	-0.060449847	0.999948201	5.43585802	5.440299612	5.505521831	5.491259756	NON
MvSl-1064-A1-R4_MC02g03981	Auto	Auto	0	0	0	0	0	1931846	1932411	5.218145102	-0.106219082	0.999948201	5.126574283	5.200494227	5.336161224	5.2006659	NON
MvSl-1064-A1-R4_MC02g03982	Auto	Auto	0	0	0	0	0	1932641	1932847	2.84305247	-0.137222885	0.999948201	3.174871914	2.216970801	2.687795851	3.100149928	NON
MvSl-1064-A1-R4_MC02g03983	Auto	Auto	0	0	0	0	0	1932918	1934220	7.761825366	-0.186706181	0.999948201	7.388169193	7.897869056	8.028795686	7.650651361	NON
MvSl-1064-A1-R4_MC02g03984	Auto	Auto	0	0	0	0	0	1936161	1940640	4.826207406	-0.208833554	0.999948201	4.37252666	4.99601607	4.950575482	4.901298513	NON
MvSl-1064-A1-R4_MC02g03986	Auto	Auto	0	0	0	0	0	1942216	1942925	8.643464709	-0.027250472	0.999948201	8.610149864	8.64913281	8.692130233	8.621031424	NON
MvSl-1064-A1-R4_MC02g03988	Auto	Auto	0	0	0	0	0	1944481	1948666	7.594342844	0.013329916	0.999948201	7.558456728	7.642296213	7.666306952	7.504500465	NON
MvSl-1064-A1-R4_MC02g03989	Auto	Auto	0	0	0	0	0	1948997	1949849	5.307395682	0.157348469	0.999948201	5.237875234	5.516432008	5.377651239	5.058733369	NON
MvSl-1064-A1-R4_MC02g03990	Auto	Auto	0	0	0	0	0	1950113	1951617	4.086215097	-0.023161933	0.999948201	4.132744767	4.014155453	4.012946228	4.177603695	NON
MvSl-1064-A1-R4_MC02g03993	Auto	Auto	0	0	0	0	0	1957794	1958668	5.210876305	-0.153484345	0.999948201	5.07772735	5.18434962	5.268209329	5.301962903	NON
MvSl-1064-A1-R4_MC02g03994	Auto	Auto	0	0	0	0	0	1959630	1963586	7.939416484	-0.025055274	0.999948201	7.916043347	7.937540456	7.941303686	7.962378738	NON
MvSl-1064-A1-R4_MC02g03995	Auto	Auto	0	0	0	0	0	1964103	1966824	7.997641373	0.14023058	0.999948201	7.989004161	8.13919157	8.075849854	7.758493112	NON
MvSl-1064-A1-R4_MC02g04004	Auto	Auto	0	0	0	0	0	1987416	1989438	4.878226075	-0.006299541	0.999948201	4.799633972	4.946619499	4.939961716	4.820269496	NON
MvSl-1064-A1-R4_MC02g04006	Auto	Auto	0	0	0	0	0	1990863	1991048	5.552183733	0.1467514	0.999948201	5.573548537	5.672155328	5.598888817	5.344439659	NON
MvSl-1064-A1-R4_MC02g04008	Auto	Auto	0	0	0	0	0	1992649	1993213	7.610766917	-0.171773486	0.999948201	7.710749782	7.305600797	7.445477118	7.905953987	NON
MvSl-1064-A1-R4_MC02g04011	Auto	Auto	0	0	0	0	0	1998799	1999968	6.246190698	-0.020266249	0.999948201	6.196011323	6.274907554	6.2493026	6.263199251	NON
MvSl-1064-A1-R4_MC02g04012	Auto	Auto	0	0	0	0	0	2000329	2001803	4.714525706	0.140624219	0.999948201	4.90521211	4.650126608	4.366814803	4.874791308	NON
MvSl-1064-A1-R4_MC02g04019	Auto	Auto	0	0	0	0	0	2023181	2027886	5.654447732	-0.075865498	0.999948201	5.508022204	5.716334813	5.794207117	5.581445521	NON
MvSl-1064-A1-R4_MC02g04020	Auto	Auto	0	0	0	0	0	2028321	2030016	4.918003443	-0.169137343	0.999948201	4.998825299	4.641282814	4.91633288	5.078225944	NON
MvSl-1064-A1-R4_MC02g04021	Auto	Auto	0	0	0	0	0	2030409	2031271	5.419127566	0.132708871	0.999948201	5.477535603	5.490404377	5.347449508	5.355665209	NON
MvSl-1064-A1-R4_MC02g04022	Auto	Auto	0	0	0	0	0	2031352	2032728	2.916196183	0.015497509	0.999948201	2.995236734	2.849324548	2.921544893	2.895618404	NON
MvSl-1064-A1-R4_MC02g04024	Auto	Auto	0	0	0	0	0	2035569	2039178	3.888136485	0.16981446	0.999948201	3.860842165	4.072337625	3.841063778	3.761525629	NON
MvSl-1064-A1-R4_MC02g04026	Auto	Auto	0	0	0	0	0	2041784	2043471	5.853801192	0.103410804	0.999948201	5.849647353	5.957473781	5.904222173	5.69058983	NON
MvSl-1064-A1-R4_MC02g04027	Auto	Auto	0	0	0	0	0	2044156	2045279	6.772640844	0.005578346	0.999948201	6.738453441	6.811451803	6.845643534	6.689869871	NON
MvSl-1064-A1-R4_MC02g04029	Auto	Auto	0	0	0	0	0	2048050	2053722	5.314947647	-0.023335951	0.999948201	5.249950888	5.354524014	5.337779253	5.315166377	NON
MvSl-1064-A1-R4_MC02g04031	Auto	Auto	0	0	0	0	0	2055080	2057334	7.670452406	0.149621032	0.999948201	7.77379019	7.712230028	7.672090416	7.51096974	NON
MvSl-1064-A1-R4_MC02g04036	Auto	Auto	0	0	0	0	0	2070627	2074741	4.589331724	-0.165328448	0.999948201	4.729495527	4.237921305	4.603115647	4.731957974	NON
MvSl-1064-A1-R4_MC02g04037	Auto	Auto	0	0	0	0	0	2076961	2079041	5.801346666	-0.042366152	0.999948201	5.59579728	5.943152853	5.98491559	5.639019769	NON
MvSl-1064-A1-R4_MC02g04038	Auto	Auto	0	0	0	0	0	2079591	2081446	4.928187146	0.032206924	0.999948201	4.643618817	5.192444507	5.006578339	4.810978787	NON
MvSl-1064-A1-R4_MC02g04039	Auto	Auto	0	0	0	0	0	2081681	2082886	7.64033453	0.10850377	0.999948201	7.64177653	7.743557164	7.641301466	7.526662462	NON
MvSl-1064-A1-R4_MC02g04041	Auto	Auto	0	0	0	0	0	2086748	2090022	6.370429859	0.237233736	0.999948201	6.925746576	5.845149303	5.439239424	6.7621545	NON
MvSl-1064-A1-R4_MC02g04048	Auto	Auto	0	0	0	0	0	2104704	2105562	8.164469781	0.115797478	0.999948201	7.883146935	8.494858789	8.286974791	7.897749276	NON
MvSl-1064-A1-R4_MC02g04049	Auto	Auto	0	0	0	0	0	2105616	2106148	8.199379312	-0.064746289	0.999948201	8.122795964	8.20918332	8.215068054	8.247485342	NON
MvSl-1064-A1-R4_MC02g04050	Auto	Auto	0	0	0	0	0	2106487	2107670	6.903895406	-0.034648151	0.999948201	6.933254659	6.838140283	6.890982702	6.95056491	NON
MvSl-1064-A1-R4_MC02g04051	Auto	Auto	0	0	0	0	0	2108024	2111629	5.529350605	0.043002941	0.999948201	5.56873598	5.532464007	5.553656854	5.460395229	NON
MvSl-1064-A1-R4_MC02g04053	Auto	Auto	0	0	0	0	0	2113471	2114939	5.204626779	-0.095313559	0.999948201	5.45337023	4.782036995	5.11434529	5.376283721	NON
MvSl-1064-A1-R4_MC02g04056	Auto	Auto	0	0	0	0	0	2117997	2118939	6.580995604	0.092664895	0.999948201	6.483657008	6.756546422	6.646577908	6.411951037	NON
MvSl-1064-A1-R4_MC02g04057	Auto	Auto	0	0	0	0	0	2121043	2122563	7.12981463	0.042208719	0.999948201	7.205946839	7.093425865	7.052917784	7.162179342	NON
MvSl-1064-A1-R4_MC02g04059	Auto	Auto	0	0	0	0	0	2125291	2126423	6.535348136	0.029524562	0.999948201	6.386726369	6.696625627	6.685856843	6.333826327	NON
MvSl-1064-A1-R4_MC02g04062	Auto	Auto	0	0	0	0	0	2129665	2135363	6.794065576	-0.087190551	0.999948201	6.835805028	6.658418602	6.687126745	6.972606146	NON
MvSl-1064-A1-R4_MC02g04067	Auto	Auto	0	0	0	0	0	2152714	2156777	3.321548736	-0.068471589	0.999948201	2.896269696	3.592853493	3.438351199	3.265714861	NON
MvSl-1064-A1-R4_MC02g04068	Auto	Auto	0	0	0	0	0	2158286	2160977	7.71962719	0.061442113	0.999948201	7.75202031	7.74802649	7.760700823	7.612723757	NON
MvSl-1064-A1-R4_MC02g04069	Auto	Auto	0	0	0	0	0	2161437	2164136	7.344761132	0.019341327	0.999948201	7.160290322	7.525399138	7.482883161	7.170376142	NON
MvSl-1064-A1-R4_MC02g04071	Auto	Auto	0	0	0	0	0	2165860	2167328	4.820720552	0.075714816	0.999948201	4.850747926	4.865408717	4.863395089	4.69708069	NON
MvSl-1064-A1-R4_MC02g04076	Auto	Auto	0	0	0	0	0	2184059	2184551	4.916031162	0.099537107	0.999948201	4.774775137	5.13270079	4.971571595	4.751515711	NON
MvSl-1064-A1-R4_MC02g04077	Auto	Auto	0	0	0	0	0	2184756	2186592	3.085982622	-0.162921603	0.999948201	3.157882092	2.828698637	2.997211761	3.312551759	NON
MvSl-1064-A1-R4_MC02g04083	Auto	Auto	0	0	0	0	0	2197190	2198278	6.29519604	0.005235212	0.999948201	6.256118199	6.338296295	6.427786086	6.143396382	NON
MvSl-1064-A1-R4_MC02g04084	Auto	Auto	0	0	0	0	0	2199255	2201526	6.516009946	-0.045677908	0.999948201	6.54456628	6.439539817	6.615567147	6.457319295	NON
MvSl-1064-A1-R4_MC02g04085	Auto	Auto	0	0	0	0	0	2202642	2204913	7.787607284	-0.069231063	0.999948201	7.792830999	7.711173984	7.740659429	7.89857185	NON
MvSl-1064-A1-R4_MC02g04087	Auto	Auto	0	0	0	0	0	2207580	2208870	4.409484462	0.004102911	0.999948201	4.799633972	3.880252597	4.025048195	4.709633875	NON
MvSl-1064-A1-R4_MC02g04088	Auto	Auto	0	0	0	0	0	2209294	2211054	4.431738707	0.051506678	0.999948201	4.691629824	4.178032267	4.213097929	4.576158478	NON
MvSl-1064-A1-R4_MC02g04089	Auto	Auto	0	0	0	0	0	2211346	2212718	5.768937029	-0.009260284	0.999948201	5.768027689	5.760563309	5.695440402	5.847632727	NON
MvSl-1064-A1-R4_MC02g04090	Auto	Auto	0	0	0	0	0	2214555	2216373	7.435020122	-0.040179676	0.999948201	7.629504181	7.162530788	7.247092782	7.636586185	NON
MvSl-1064-A1-R4_MC02g04091	Auto	Auto	0	0	0	0	0	2216873	2218663	6.888078931	-0.043686252	0.999948201	7.176724929	6.46982678	6.533228051	7.208023894	NON
MvSl-1064-A1-R4_MC02g04095	Auto	Auto	0	0	0	0	0	2227801	2228010	5.513545592	-0.025792593	0.999948201	5.261926304	5.705062533	5.672542765	5.363630317	NON
MvSl-1064-A1-R4_MC02g04096	Auto	Auto	0	0	0	0	0	2228933	2230146	7.503854437	0.140435723	0.999948201	7.652050736	7.488070874	7.4923575	7.369017631	NON
MvSl-1064-A1-R4_MC02g04097	Auto	Auto	0	0	0	0	0	2230234	2231123	5.395501674	-0.177125731	0.999948201	5.372835045	5.232251341	5.598888817	5.352466812	NON
MvSl-1064-A1-R4_MC02g04098	Auto	Auto	0	0	0	0	0	2231905	2234542	4.016188234	0.084124188	0.999948201	4.17979346	3.924662828	4.072465741	3.868393754	NON
MvSl-1064-A1-R4_MC02g04099	Auto	Auto	0	0	0	0	0	2235170	2236092	4.94455734	-0.2137736	0.999948201	4.930442083	4.730154944	4.661133237	5.35086495	NON
MvSl-1064-A1-R4_MC02g04100	Auto	Auto	0	0	0	0	0	2236638	2237006	4.841395551	-0.157582765	0.999948201	4.749480442	4.771268433	5.032786531	4.792215927	NON
MvSl-1064-A1-R4_MC02g04103	Auto	Auto	0	0	0	0	0	2241273	2246275	7.874754593	0.169304688	0.999948201	7.986299858	7.926966553	7.757984244	7.816805071	NON
MvSl-1064-A1-R4_MC02g04104	Auto	Auto	0	0	0	0	0	2247094	2252207	5.327839078	-0.046427092	0.999948201	5.267876941	5.340022511	5.427130327	5.270111693	NON
MvSl-1064-A1-R4_MC02g04105	Auto	Auto	0	0	0	0	0	2252940	2253914	5.181655493	0.079499384	0.999948201	5.275773135	5.163911433	5.083816453	5.197104289	NON
MvSl-1064-A1-R4_MC02g04110	Auto	Auto	0	0	0	0	0	2262439	2263031	5.126015761	0.143788733	0.999948201	4.785876422	5.514818965	5.187955287	4.903485619	NON
MvSl-1064-A1-R4_MC02g04116	Auto	Auto	0	0	0	0	0	2274604	2274903	5.338795162	-0.006371747	0.999948201	4.738094412	5.756474011	5.637500137	4.969691907	NON
MvSl-1064-A1-R4_MC02g04117	Auto	Auto	0	0	0	0	0	2274948	2276487	10.07226817	-0.109807244	0.999948201	9.696527447	10.27791767	10.28805215	9.94367669	NON
MvSl-1064-A1-R4_MC02g04120	Auto	Auto	0	0	0	0	0	2280416	2281555	5.738162874	-0.074330332	0.999948201	5.539518552	5.845149303	5.839453214	5.706960846	NON
MvSl-1064-A1-R4_MC02g04121	Auto	Auto	0	0	0	0	0	2282051	2282777	5.69779149	-0.028367685	0.999948201	6.054010161	5.18434962	5.509834235	5.889058977	NON
MvSl-1064-A1-R4_MC02g04122	Auto	Auto	0	0	0	0	0	2283270	2289017	3.797874599	0.087289463	0.999948201	3.746166333	3.929513957	4.021025475	3.426439615	NON
MvSl-1064-A1-R4_MC02g04123	Auto	Auto	0	0	0	0	0	2289628	2294702	3.025901312	-0.280363517	0.999948201	2.589201833	3.119349444	3.592682951	2.527100997	NON
MvSl-1064-A1-R4_MC02g04124	Auto	Auto	0	0	0	0	0	2294959	2298247	6.837940523	0.097811816	0.999948201	6.827099272	6.9426167	7.184627495	6.240021366	NON
MvSl-1064-A1-R4_MC02g04125	Auto	Auto	0	0	0	0	0	2299952	2300509	3.482619979	-0.030468556	0.999948201	3.62776498	3.287486389	3.45036687	3.543256212	NON
MvSl-1064-A1-R4_MC02g04126	Auto	Auto	0	0	0	0	0	2301029	2301297	6.813617545	0.043294539	0.999948201	6.622489993	7.020275211	7.004333167	6.542585151	NON
MvSl-1064-A1-R4_MC02g04129	Auto	Auto	0	0	0	0	0	2310191	2314861	7.879725798	-0.002984943	0.999948201	7.536852579	8.154034259	8.144251002	7.559279916	NON
MvSl-1064-A1-R4_MC02g04130	Auto	Auto	0	0	0	0	0	2315901	2316738	7.279696876	0.139057495	0.999948201	7.352213263	7.342897355	7.188219488	7.228667829	NON
MvSl-1064-A1-R4_MC02g04138	Auto	Auto	0	0	0	0	0	2338710	2339719	6.733412728	0.049231587	0.999948201	6.650090009	6.857996602	6.769760363	6.644824955	NON
MvSl-1064-A1-R4_MC02g04144	Auto	Auto	0	0	0	0	0	2352801	2353765	7.607579895	0.020444593	0.999948201	7.638718216	7.596515089	7.643592686	7.549536963	NON
MvSl-1064-A1-R4_MC02g04145	Auto	Auto	0	0	0	0	0	2353937	2354937	6.254481967	0.090943971	0.999948201	6.25811248	6.339208011	6.2493026	6.166345794	NON
MvSl-1064-A1-R4_MC02g04147	Auto	Auto	0	0	0	0	0	2357838	2359715	4.189170531	0.066936037	0.999948201	3.971938619	4.435011121	4.271831243	4.029265367	NON
MvSl-1064-A1-R4_MC02g04148	Auto	Auto	0	0	0	0	0	2361447	2362248	5.788212514	-0.062125009	0.999948201	5.631619937	5.871857363	5.933409207	5.694384279	NON
MvSl-1064-A1-R4_MC02g04149	Auto	Auto	0	0	0	0	0	2362550	2364650	6.510588681	-0.071892402	0.999948201	6.603792208	6.331898093	6.354550436	6.714992129	NON
MvSl-1064-A1-R4_MC02g04150	Auto	Auto	0	0	0	0	0	2364974	2366066	7.189274644	0.131709159	0.999948201	7.183036787	7.320912264	7.241917401	6.991234265	NON
MvSl-1064-A1-R4_MC02g04152	Auto	Auto	0	0	0	0	0	2366644	2370667	9.893914315	-0.211265194	0.999948201	9.905863647	9.65180531	9.928581865	10.05976107	NON
MvSl-1064-A1-R4_MC02g04153	Auto	Auto	0	0	0	0	0	2370854	2371145	6.775858875	-0.026292251	0.999948201	6.76534334	6.759954803	6.723475902	6.851525361	NON
MvSl-1064-A1-R4_MC02g04154	Auto	Auto	0	0	0	0	0	2371388	2372677	7.911829093	-0.009248366	0.999948201	7.841857156	7.969688367	7.972363773	7.858267664	NON
MvSl-1064-A1-R4_MC02g04155	Auto	Auto	0	0	0	0	0	2373148	2373800	5.087836941	-0.013372473	0.999948201	4.965038821	5.188402741	5.29843671	4.856845341	NON
MvSl-1064-A1-R4_MC02g04156	Auto	Auto	0	0	0	0	0	2374118	2375608	6.186044899	-0.053326192	0.999948201	6.100321969	6.215572807	6.22064983	6.204097501	NON
MvSl-1064-A1-R4_MC02g04157	Auto	Auto	0	0	0	0	0	2375651	2375872	6.118961157	0.090508996	0.999948201	6.083550579	6.239209642	6.093295102	6.052699214	NON
MvSl-1064-A1-R4_MC02g04158	Auto	Auto	0	0	0	0	0	2375993	2376541	5.05565862	0.122680458	0.999948201	4.972345687	5.245928243	5.040755735	4.944422812	NON
MvSl-1064-A1-R4_MC02g04159	Auto	Auto	0	0	0	0	0	2376913	2378568	4.131780112	-0.184801398	0.999948201	4.106420084	3.963022662	4.195358356	4.244695438	NON
MvSl-1064-A1-R4_MC02g04161	Auto	Auto	0	0	0	0	0	2383216	2383879	4.699983182	0.059300953	0.999948201	4.788638448	4.667653199	4.736666207	4.600628266	NON
MvSl-1064-A1-R4_MC02g04163	Auto	Auto	0	0	0	0	0	2390708	2391043	6.040499521	0.051375543	0.999948201	6.112498248	6.017939163	6.056428697	5.971635387	NON
MvSl-1064-A1-R4_MC02g04164	Auto	Auto	0	0	0	0	0	2391779	2393227	5.676423526	-0.07462032	0.999948201	5.669574503	5.607030949	5.741396438	5.684243486	NON
MvSl-1064-A1-R4_MC02g04165	Auto	Auto	0	0	0	0	0	2393411	2393843	11.82788917	-0.198669742	0.999948201	11.42001213	11.97685677	12.18727681	11.60121039	NON
MvSl-1064-A1-R4_MC02g04166	Auto	Auto	0	0	0	0	0	2393915	2394226	6.639742725	0.089305348	0.999948201	6.607707614	6.755863778	6.724713132	6.451351994	NON
MvSl-1064-A1-R4_MC02g04167	Auto	Auto	0	0	0	0	0	2394366	2395523	6.701313353	-0.079577091	0.999948201	6.487061937	6.816043465	6.837660653	6.636302381	NON
MvSl-1064-A1-R4_MC02g04176	Auto	Auto	0	0	0	0	0	2421692	2422084	4.844488844	0.135625283	0.999948201	4.376203888	5.299375004	4.986089153	4.52877385	NON
MvSl-1064-A1-R4_MC02g04177	Auto	Auto	0	0	0	0	0	2423825	2425768	7.109603063	-0.138950015	0.999948201	7.18932115	6.870032888	7.13988404	7.213763535	NON
MvSl-1064-A1-R4_MC02g04179	Auto	Auto	0	0	0	0	0	2428738	2428961	6.641320888	0.135754887	0.999948201	6.657663895	6.755863778	6.649186599	6.490433094	NON
MvSl-1064-A1-R4_MC02g04203	Auto	Auto	0	0	0	0	0	2485941	2486527	5.083601489	-0.076303426	0.999948201	5.376511488	4.614421428	5.040755735	5.197104289	NON
MvSl-1064-A1-R4_MC02g04204	Auto	Auto	0	0	0	0	0	2487221	2489271	6.104212077	-0.027977887	0.999948201	6.121289618	6.05836306	6.157003205	6.078093641	NON
MvSl-1064-A1-R4_MC02g04209	Auto	Auto	0	0	0	0	0	2501158	2503935	6.489453143	-0.166155172	0.999948201	6.648570449	6.109489474	6.295827802	6.800214119	NON
MvSl-1064-A1-R4_MC02g04210	Auto	Auto	0	0	0	0	0	2504150	2504377	3.108545767	0.101438909	0.999948201	2.279365949	3.698941113	3.364076559	2.66755532	NON
MvSl-1064-A1-R4_MC02g04223	Auto	Auto	0	0	0	0	0	2553680	2555357	2.584209056	-0.245265785	0.999948201	2.130558006	2.720899389	2.677609944	2.718132878	NON
MvSl-1064-A1-R4_MC02g04230	Auto	Auto	0	0	0	0	0	10734	11302	5.913300033	0.118194897	0.999948201	5.952984134	5.98918538	5.896557778	5.808487243	NON
MvSl-1064-A1-R4_MC02g04231	Auto	Auto	0	0	0	0	0	11400	21642	5.664839858	-0.162137763	0.999948201	5.542794307	5.619092503	5.815266393	5.66761114	NON
MvSl-1064-A1-R4_MC02g04232	Auto	Auto	0	0	0	0	0	21903	23198	7.629429971	0.090997076	0.999948201	7.876346848	7.439159769	7.461892173	7.695201946	NON
MvSl-1064-A1-R4_MC03g04284	Auto	Auto	0	0	0	0	0	84855	87152	8.237711425	0.112235202	0.999948201	8.22701492	8.355592858	8.096067672	8.260341501	NON
MvSl-1064-A1-R4_MC03g04285	Auto	Auto	0	0	0	0	0	87561	90830	5.542178977	0.090857836	0.999948201	5.546062641	5.626580086	5.489598474	5.50284614	NON
MvSl-1064-A1-R4_MC03g04287	Auto	Auto	0	0	0	0	0	93996	95463	5.286476142	0.08347911	0.999948201	5.269855045	5.383096918	5.283402184	5.20421874	NON
MvSl-1064-A1-R4_MC03g04289	Auto	Auto	0	0	0	0	0	98633	98917	6.061465314	-0.016594262	0.999948201	5.845674197	6.234317135	6.157003205	5.97683753	NON
MvSl-1064-A1-R4_MC03g04290	Auto	Auto	0	0	0	0	0	98978	103108	7.012834038	-0.052710313	0.999948201	6.973258023	6.999087307	7.127308966	6.944736123	NON
MvSl-1064-A1-R4_MC03g04292	Auto	Auto	0	0	0	0	0	105354	107997	4.907899734	0.083642203	0.999948201	5.137448934	4.732932596	4.756157873	4.967602971	NON
MvSl-1064-A1-R4_MC03g04293	Auto	Auto	0	0	0	0	0	108758	112188	6.283198115	-0.035798611	0.999948201	6.408437323	6.106279665	6.187832417	6.405792694	NON
MvSl-1064-A1-R4_MC03g04295	Auto	Auto	0	0	0	0	0	120329	123064	9.125779621	0.045826176	0.999948201	8.74726596	9.46207828	9.401244174	8.725783697	NON
MvSl-1064-A1-R4_MC03g04296	Auto	Auto	0	0	0	0	0	123257	129104	4.934991478	0.050027271	0.999948201	4.829446563	5.079134045	4.829294596	4.986295387	NON
MvSl-1064-A1-R4_MC03g04297	Auto	Auto	0	0	0	0	0	129676	130583	4.314718876	0.008810149	0.999948201	4.451336552	4.173949865	4.261638764	4.357479799	NON
MvSl-1064-A1-R4_MC03g04298	Auto	Auto	0	0	0	0	0	130776	136914	6.261389388	-0.017095623	0.999948201	6.24308774	6.26246545	6.290824626	6.248649245	NON
MvSl-1064-A1-R4_MC03g04299	Auto	Auto	0	0	0	0	0	137476	138154	5.039193153	-0.189801341	0.999948201	5.158955373	4.684969422	4.894511039	5.333126078	NON
MvSl-1064-A1-R4_MC03g04301	Auto	Auto	0	0	0	0	0	140182	142859	5.887904018	-0.116322591	0.999948201	5.841690068	5.815318891	6.037636088	5.84535922	NON
MvSl-1064-A1-R4_MC03g04305	Auto	Auto	0	0	0	0	0	146019	146960	5.096406121	0.13278525	0.999948201	4.932940982	5.358126728	5.173530686	4.868087703	NON
MvSl-1064-A1-R4_MC03g04309	Auto	Auto	0	0	0	0	0	150814	151165	4.086482816	-0.194335551	0.999948201	3.78541318	4.161632886	4.33476335	4.0050271	NON
MvSl-1064-A1-R4_MC03g04311	Auto	Auto	0	0	0	0	0	152459	154003	6.709861196	0.070660313	0.999948201	7.099859201	6.273000355	6.554257564	6.78487329	NON
MvSl-1064-A1-R4_MC03g04312	Auto	Auto	0	0	0	0	0	154299	155489	7.213083353	0.007660907	0.999948201	7.320118829	7.105800843	7.211793192	7.206696113	NON
MvSl-1064-A1-R4_MC03g04314	Auto	Auto	0	0	0	0	0	159407	159640	6.437734174	0.143070408	0.999948201	6.375747128	6.6281521	6.366489148	6.362727166	NON
MvSl-1064-A1-R4_MC03g04316	Auto	Auto	0	0	0	0	0	161560	162996	8.549039655	0.072799493	0.999948201	8.778516263	8.361438384	8.267581558	8.721296372	NON
MvSl-1064-A1-R4_MC03g04328	Auto	Auto	0	0	0	0	0	207565	209755	5.520775732	0.041748977	0.999948201	5.484366295	5.59639373	5.596187487	5.396611708	NON
MvSl-1064-A1-R4_MC03g04329	Auto	Auto	0	0	0	0	0	210968	213823	5.167080076	-0.055292857	0.999948201	5.059546627	5.214474057	5.257991139	5.127707456	NON
MvSl-1064-A1-R4_MC03g04330	Auto	Auto	0	0	0	0	0	214412	216650	5.177435343	-0.035986464	0.999948201	5.221615506	5.094334303	5.274981469	5.110770613	NON
MvSl-1064-A1-R4_MC03g04336	Auto	Auto	0	0	0	0	0	228740	230387	7.328466974	-0.031586303	0.999948201	7.147974772	7.460265175	7.516489198	7.148413662	NON
MvSl-1064-A1-R4_MC03g04337	Auto	Auto	0	0	0	0	0	233232	234987	6.248161098	-0.037031491	0.999948201	6.311901995	6.142245931	6.283287179	6.249509202	NON
MvSl-1064-A1-R4_MC03g04354	Auto	Auto	0	0	0	0	0	253422	254920	6.927645428	0.128925667	0.999948201	6.883738796	7.090180076	6.887120265	6.836150964	NON
MvSl-1064-A1-R4_MC03g04355	Auto	Auto	0	0	0	0	0	255941	257219	6.231493518	0.118421312	0.999948201	6.236022284	6.341029718	6.264694804	6.071300533	NON
MvSl-1064-A1-R4_MC03g04358	Auto	Auto	0	0	0	0	0	265065	265557	6.727850674	0.09018645	0.999948201	6.729137989	6.814077399	6.66860286	6.695560642	NON
