gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A2-R4_MC04-2g06277	Auto	Auto	0.0039	0.00276	0.00004	0.00017	97.2569	1685389	1687031	8.158518851	0.316004758	0.816270258	8.526169511	8.050679643	7.9252502	8.055797296	NON	A2
MvSl-1064-A2-R4_MC03g04940	Auto	Auto	0.00779	0.00391	0.00008	0.00019	97.2534	999318	1001744	5.792106659	-0.20381614	0.942070681	5.706556099	5.666354923	5.877772953	5.902243028	NON	A2
MvSl-1064-A2-R4_MC06-2g07776	Auto	Auto	0.00973	0.00981	0.0001	0.00078	97.2028	1691084	1693529	2.883108781	-0.107292783	0.999948201	3.014240783	2.616473663	2.747445736	3.100149928	NON	A2
MvSl-1064-A2-R4_MC06-2g07727	Auto	Auto	0.00098	0.00099	0.00001	0.00004	97.0297	1572096	1575744	7.69416858	-0.196891018	0.966823633	7.41388932	7.751112548	7.817758218	7.760002638	NON	A2
MvSl-1064-A2-R4_MC03g04796	Auto	Auto	0.00195	0.00138	0.00002	0	97.0149	659839	663290	10.04678956	0.363956982	0.870851016	10.09653144	10.32877964	9.930392642	9.772066459	NON	A2
MvSl-1064-A2-R4_MC12g11286	Auto	Auto	0.00195	0.00196	0.00002	0.00029	97.0149	722587	723099	6.950612138	-0.175245207	0.95757618	6.874018547	6.846500423	6.95141546	7.11483004	NON	A2
MvSl-1064-A2-R4_MC07g07939	Auto	Auto	0.00292	0.00206	0.00003	0	97.01	335745	337647	4.01357239	0.514011587	0.50051712	4.150031429	4.339829209	3.746778627	3.727364314	NON	A2
MvSl-1064-A2-R4_MC06-2g07311	Auto	Auto	0.00292	0.00169	0.00003	0.00018	97.01	514485	514640	6.709803054	0.230673596	0.834449159	6.761833699	6.876955641	6.653090812	6.524225842	NON	A2
MvSl-1064-A2-R4_MC16g12428	Auto	Auto	0.00389	0.00275	0.00004	0.00003	97.0075	11521	13749	5.086689431	-0.081597163	0.999948201	5.079983915	5.009824206	5.058527104	5.191745332	NON	A2
MvSl-1064-A2-R4_MC07g07862	Auto	Auto	0.00486	0.00344	0.00005	0.00017	97.006	174550	177259	7.456968903	-0.703524497	0.044114733	6.838473187	7.256737743	7.903017483	7.614393684	Down	A2
MvSl-1064-A2-R4_MC05g06838	Auto	Auto	0.00486	0.00488	0.00005	0.00005	97.006	387538	388360	9.98345288	0.177572378	0.999948201	10.09646178	10.04204862	9.818597791	9.961761655	NON	A2
MvSl-1064-A2-R4_MC11g10780	Auto	Auto	0.00874	0.00878	0.00009	0	97.0033	894402	895700	3.939990976	-0.208345576	0.999948201	3.664316696	3.981826756	4.137079878	3.934054415	NON	A2
MvSl-1064-A2-R4_MC01g03308	Auto	Auto	0.01456	0.0085	0.00015	0.00178	97.002	2716858	2721947	5.248979671	-0.570721362	0.639334755	4.196528673	5.421482935	5.776419806	5.170108197	NON	A2
MvSl-1064-A2-R4_MC08-1g08778	Auto	Auto	0.01843	0.00755	0.00019	0.00008	96.949	701363	703057	6.996114939	0.358637632	0.488511718	7.230531559	7.095046025	6.694091293	6.909804112	NON	A2
MvSl-1064-A2-R4_MC07g08126	Auto	Auto	0.01358	0.00787	0.00014	0.00007	96.9308	788599	790712	5.572188879	0.240209592	0.980272337	5.297267434	5.99382467	5.720463122	5.110770613	NON	A2
MvSl-1064-A2-R4_MC09g09318	Auto	Auto	0.00679	0.00341	0.00007	0	96.8616	302432	304890	6.923093086	0.185688752	0.947359385	6.872066613	7.14125626	6.863725935	6.790202057	NON	A2
MvSl-1064-A2-R4_MC04-1g05919	Auto	Auto	0.00872	0.00391	0.00009	0.00024	96.7814	841565	842293	7.142984461	0.081991016	0.999948201	7.222893742	7.142823615	6.929048778	7.255456089	NON	A2
MvSl-1064-A2-R4_MC12g11282	Auto	Auto	0.01839	0.00826	0.00019	0.00009	96.7386	713602	717815	6.468486419	0.115791607	0.999948201	6.700091881	6.326391245	6.294162004	6.516387554	NON	A2
MvSl-1064-A2-R4_MC06-2g07551	Auto	Auto	0.00291	0.00168	0.00003	0.00002	96.6777	1176406	1177519	2.918228603	-0.555560974	0.684758599	2.956460735	2.168550369	3.021577117	3.292664698	NON	A2
MvSl-1064-A2-R4_MC06-2g07583	Auto	Auto	0.00291	0.00291	0.00003	0	96.6777	1240665	1241917	1.3907561	-0.096056194	0.999948201	1.074306522	1.566198706	1.422646186	1.447037556	NON	A2
MvSl-1064-A2-R4_MC08-1g08625	Auto	Auto	0.00291	0.00206	0.00003	0	96.6777	322767	324322	5.334164304	-0.157586	0.999948201	5.39475447	5.096492754	5.45124773	5.368388358	NON	A2
MvSl-1064-A2-R4_MC11g10688	Auto	Auto	0.00291	0.00206	0.00003	0.00013	96.6777	672954	673790	7.131312056	0.012460714	0.999948201	7.210073496	7.061187285	7.118393672	7.13171957	NON	A2
MvSl-1064-A2-R4_MC01g03447	Auto	Auto	0.00871	0.0062	0.00009	0.00009	96.6704	27739	28269	4.987071832	-0.393049397	0.61298066	4.783109099	4.771268433	5.062446744	5.268415674	NON	A2
MvSl-1064-A2-R4_MC12g11359	Auto	Auto	0.01161	0.0117	0.00012	0.00012	96.6694	902345	904184	5.284763611	0.005804146	0.999948201	4.6857151	5.710709682	5.601585099	4.870325701	NON	A2
MvSl-1064-A2-R4_MC11g10663	Auto	Auto	0.00484	0.0028	0.00005	0.00009	96.6068	607907	608940	6.340796671	-0.133144872	0.999948201	6.22178671	6.321786094	6.554953296	6.239155733	NON	A2
MvSl-1064-A2-R4_MC01g03393	Auto	Auto	0.01546	0.00896	0.00016	0.00108	96.5646	2910859	2915865	3.846354703	1.195772138	0.007040137	4.237536605	4.407457816	2.727835202	3.456542425	Up	A2
MvSl-1064-A2-R4_MC09g09614	Auto	Auto	0.00194	0.00194	0.00002	0.00006	96.5174	1074354	1075965	7.462244288	0.70355643	0.02252002	7.594023081	7.929692968	7.109422942	7.026279526	Up	A2
MvSl-1064-A2-R4_MC10g10347	Auto	Auto	0.00194	0.00194	0.00002	0.00002	96.5174	643238	645908	5.857451279	0.206980544	0.947814737	5.810773967	6.090122616	5.850829765	5.642952118	NON	A2
MvSl-1064-A2-R4_MC02g04431	Auto	Auto	0.00194	0.00194	0.00002	0.00006	96.5174	2370854	2371145	6.775858875	-0.026292251	0.999948201	6.76534334	6.759954803	6.723475902	6.851525361	NON	A2
MvSl-1064-A2-R4_MC02g04383	Auto	Auto	0.0058	0.00581	0.00006	0	96.5058	2252940	2253914	5.181655493	0.079499384	0.999948201	5.275773135	5.163911433	5.083816453	5.197104289	NON	A2
MvSl-1064-A2-R4_MC06-2g07477	Auto	Auto	0.00773	0.00548	0.00008	0.00026	96.5044	967670	970929	5.904079562	0.092651691	0.999948201	6.051712569	5.840005513	5.816427388	5.896764308	NON	A2
MvSl-1064-A2-R4_MC06-2g07627	Auto	Auto	0.00773	0.00547	0.00008	0.00028	96.5044	1339878	1340278	4.770727188	-0.021670318	0.999948201	4.512761431	4.970352712	4.918497019	4.629982903	NON	A2
MvSl-1064-A2-R4_MC07g07990	Auto	Auto	0.01738	0.00782	0.00018	0.00008	96.5019	449079	455419	8.078310278	0.194612252	0.976598602	8.206764734	8.137096112	7.918778452	8.034501189	NON	A2
MvSl-1064-A2-R4_MC11g10749	Auto	Auto	0.01255	0.00475	0.00013	0.00005	96.4643	811186	812249	5.614815418	0.198074277	0.948923801	5.690400864	5.730302427	5.590769604	5.430373544	NON	A2
MvSl-1064-A2-R4_MC04-1g05968	Auto	Auto	0.00676	0.00479	0.00007	0.00005	96.4337	971633	971788	4.033778339	0.029364831	0.999948201	3.664316696	4.350720432	4.295337341	3.677115039	NON	A2
MvSl-1064-A2-R4_MC03g05349	Auto	Auto	0.01158	0.00821	0.00012	0	96.4197	2015028	2016811	5.866729047	-0.279862427	0.8785344	5.997832121	5.376006569	5.858740307	6.127579614	NON	A2
MvSl-1064-A2-R4_MC05g06812	Auto	Auto	0.00675	0.00391	0.00007	0.00029	96.291	368522	370604	4.250178015	0.512735016	0.57880355	4.709229877	4.21823324	3.751642136	4.166719121	NON	A2
MvSl-1064-A2-R4_MC03g05029	Auto	Auto	0.00386	0.00274	0.00004	0.00014	96.2594	1220248	1222863	7.626041358	0.085130982	0.999948201	7.454458845	7.853889606	7.781062405	7.353103066	NON	A2
MvSl-1064-A2-R4_MC12g11171	Auto	Auto	0.00386	0.00223	0.00004	0.00015	96.2594	426410	429140	4.536172557	-0.013327908	0.999948201	4.492575666	4.56539692	4.586879178	4.49726249	NON	A2
MvSl-1064-A2-R4_MC15g12366	Auto	Auto	0.00578	0.00409	0.00006	0.00015	96.173	269612	270491	7.187493269	0.590020499	0.087990911	7.264161957	7.619211968	6.93867699	6.783092651	NON	A2
MvSl-1064-A2-R4_MC12g11423	Auto	Auto	0.00578	0.00411	0.00006	0	96.173	1053551	1056544	2.599301448	0.403371459	0.907387273	3.078850222	2.423646192	2.15338262	2.593628785	NON	A2
MvSl-1064-A2-R4_MC01g02276	Auto	Auto	0.01347	0.00781	0.00014	0.00008	96.1456	379579	380191	4.687350927	0.241646826	0.999948201	4.0660099	5.288087635	4.746444957	4.351083966	NON	A2
MvSl-1064-A2-R4_MC07g08271	Auto	Auto	0.00193	0.00136	0.00002	0.00001	96.0199	1150453	1150659	7.508715547	0.096755044	0.999948201	7.587693436	7.524197024	7.489084957	7.429459382	NON	A2
MvSl-1064-A2-R4_MC01g02618	Auto	Auto	0.00385	0.00386	0.00004	0	96.01	1039594	1042644	4.656079515	-0.073164831	0.999948201	4.571677508	4.664746847	4.758575918	4.622036145	NON	A2
MvSl-1064-A2-R4_MC15g12263	Auto	Auto	0.00385	0.00193	0.00004	0.00007	96.01	1532	2416	7.31138942	-0.046226476	0.999948201	7.405816602	7.159953067	7.228024926	7.433248834	NON	A2
MvSl-1064-A2-R4_A2g00064	PAR	PAR	0.00481	0.00481	0.00005	0.00032	96.008	133237	134512	8.213784841	-0.174267495	0.999948201	8.055014952	8.189854703	8.368585932	8.224270284	NON	A2
MvSl-1064-A2-R4_MC06-2g07614	Auto	Auto	0.00481	0.00341	0.00005	0.00003	96.008	1314139	1315509	6.931650055	-0.040120512	0.999948201	7.056400097	6.750390969	6.826755603	7.066361961	NON	A2
MvSl-1064-A2-R4_MC07g08161	Auto	Auto	0.00769	0.00385	0.00008	0.00004	96.005	876388	881459	5.028661385	0.047911986	0.999948201	5.175932634	4.917614472	5.026780607	4.982162396	NON	A2
MvSl-1064-A2-R4_MC10g10038	Auto	Auto	0.00769	0.00546	0.00008	0.00006	96.005	247672	248960	3.624359912	-0.049649907	0.999948201	3.699965186	3.491522966	3.656309538	3.640869283	NON	A2
MvSl-1064-A2-R4_MC03g04568	Auto	Auto	0.0048	0.00481	0.00005	0.00027	95.8084	98978	103108	7.012834038	-0.052710313	0.999948201	6.973258023	6.999087307	7.127308966	6.944736123	NON	A2
MvSl-1064-A2-R4_MC05g06927	Auto	Auto	0.00384	0.00384	0.00004	0	95.7606	479604	487189	4.963046717	-0.006877072	0.999948201	4.977196453	4.941825643	4.911994837	5.018939862	NON	A2
MvSl-1064-A2-R4_MC11g10824	Auto	Auto	0.00384	0.00385	0.00004	0	95.7606	1009432	1010174	1.432937643	-0.029692949	0.999948201	1.50883821	1.322441863	1.422646186	1.470830551	NON	A2
MvSl-1064-A2-R4_MC01g02410	Auto	Auto	0.00671	0.00388	0.00007	0.00022	95.7204	563928	564260	6.282647737	0.394254071	0.56773709	6.232983606	6.667158289	6.27908263	5.831642424	NON	A2
MvSl-1064-A2-R4_MC04-1g06159	Auto	Auto	0.01341	0.00776	0.00014	0	95.7173	1472956	1476836	5.573220119	-0.12815976	0.999948201	5.421693571	5.588747409	5.691649278	5.577341655	NON	A2
MvSl-1064-A2-R4_MC05g06840	Auto	Auto	0.00575	0.00407	0.00006	0	95.6739	388421	388795	6.575804156	-0.073466384	0.999948201	6.495539265	6.580371199	6.599470989	6.624418155	NON	A2
MvSl-1064-A2-R4_MC06-2g07636	Auto	Auto	0.00575	0.00407	0.00006	0.00021	95.6739	1361375	1363808	6.95182072	0.087937746	0.999948201	7.003292323	6.986921852	6.865409598	6.94791838	NON	A2
MvSl-1064-A2-R4_MC02g04288	Auto	Auto	0.01052	0.00609	0.00011	0.00006	95.5495	1996551	1998529	1.741884416	-0.47260392	0.859763122	1.731871886	1.199306818	1.768108815	2.108794187	NON	A2
MvSl-1064-A2-R4_MC13g11791	Auto	Auto	0.00192	0.00192	0.00002	0.00002	95.5224	599408	602620	7.105115635	0.772476906	0.637678173	6.276921911	8.075785528	7.178319906	5.872407657	NON	A2
MvSl-1064-A2-R4_MC02g03919	Auto	Auto	0.00192	0.00192	0.00002	0.0001	95.5224	1175731	1175969	4.52101274	-0.015489196	0.999948201	4.587624957	4.435011121	4.573207791	4.482708408	NON	A2
MvSl-1064-A2-R4_MC04-1g05937	Auto	Auto	0.00192	0.00192	0.00002	0.00005	95.5224	883352	886940	4.400183064	0.204219862	0.999948201	4.492575666	4.504930253	4.376293012	4.209773204	NON	A2
MvSl-1064-A2-R4_MC01g03093	Auto	Auto	0.00383	0.00394	0.00004	0.00299	95.5112	2200433	2201138	9.500292924	0.129569917	0.999948201	9.920024635	9.089275133	9.04644979	9.739305134	NON	A2
MvSl-1064-A2-R4_MC06-2g07424	Auto	Auto	0.00574	0.00407	0.00006	0.00004	95.5075	834044	834199	2.34089751	0.043180205	0.999948201	2.399870721	2.324006284	2.27997039	2.35878739	NON	A2
MvSl-1064-A2-R4_A2g00023	PAR	PAR	0.00765	0.00542	0.00008	0	95.5056	41703	42358	0.980680147	0.460336562	0.921693388	1.27673162	1.099527591	0.863517532	0.630114729	NON	A2
MvSl-1064-A2-R4_MC07g07983	Auto	Auto	0.00478	0.00479	0.00005	0	95.4092	431794	433436	4.705773378	0.347445823	0.79005065	4.649708299	5.059352541	4.640304883	4.395270555	NON	A2
MvSl-1064-A2-R4_MC02g03615	Auto	Auto	0.00287	0.00288	0.00003	0.00008	95.3488	435604	438283	6.066533335	0.111080379	0.999948201	6.140876489	6.100914062	6.117987403	5.893467061	NON	A2
MvSl-1064-A2-R4_MC13g11950	Auto	Auto	0.00573	0.00571	0.00006	0	95.3411	953201	956003	5.615476888	-0.016627222	0.999948201	5.571946135	5.641439668	5.68403701	5.560808445	NON	A2
MvSl-1064-A2-R4_MC02g04168	Auto	Auto	0.00382	0.0027	0.00004	0	95.2618	1710924	1712063	5.372333205	-0.64375859	0.097743653	5.156819099	4.857794112	5.528373785	5.775432651	NON	A2
MvSl-1064-A2-R4_MC03g05016	Auto	Auto	0.00382	0.00384	0.00004	0.00032	95.2618	1192076	1192791	7.340527141	0.853368926	0.208920438	8.205473462	6.932986234	6.467496409	7.1557717	NON	A2
MvSl-1064-A2-R4_MC03g05526	Auto	Auto	0.00382	0.00383	0.00004	0.00013	95.2618	2443906	2444664	5.56809908	0.059155661	0.999948201	5.477535603	5.707888871	5.604276351	5.469281248	NON	A2
MvSl-1064-A2-R4_MC08-1g08983	Auto	Auto	0.00382	0.00171	0.00004	0.00008	95.2618	1179474	1180811	7.749346895	-0.014522718	0.999948201	7.821772129	7.657726671	7.689302988	7.820860732	NON	A2
MvSl-1064-A2-R4_MC05g06728	Auto	Auto	0.00763	0.00541	0.00008	0.00047	95.2559	295190	296154	7.615514609	-0.548295437	0.121812084	7.365686365	7.26347731	7.888739066	7.837828273	NON	A2
MvSl-1064-A2-R4_MC10g10026	Auto	Auto	0.00858	0.00608	0.00009	0.00008	95.2275	231261	232750	5.725817309	0.249295196	0.921693388	5.555823451	6.085783335	5.651879663	5.538465242	NON	A2
MvSl-1064-A2-R4_MC08-1g08848	Auto	Auto	0.01048	0.00608	0.00011	0.00037	95.1862	852827	855218	5.394761385	0.026153218	0.999948201	5.47924631	5.332716729	5.422563083	5.339601841	NON	A2
MvSl-1064-A2-R4_MC11g10751	Auto	Auto	0.01143	0.00667	0.00012	0.00098	95.1707	814757	815485	3.659282719	-0.094133786	0.999948201	3.485213447	3.727076352	3.640664024	3.766340448	NON	A2
MvSl-1064-A2-R4_MC03g04743	Auto	Auto	0.00096	0.00096	0.00001	0	95.0495	533954	535214	6.335211824	-0.077408577	0.999948201	6.259108588	6.331898093	6.470449519	6.269148039	NON	A2
MvSl-1064-A2-R4_MC06-2g07741	Auto	Auto	0.00096	0.00096	0.00001	0	95.0495	1600797	1602878	5.581154827	-0.027818453	0.999948201	5.57034195	5.564003238	5.583968513	5.605826551	NON	A2
MvSl-1064-A2-R4_MC09g09472	Auto	Auto	0.00096	0.00096	0.00001	0.00002	95.0495	714422	715909	7.10137281	-0.130031197	0.999948201	7.210073496	6.835558155	7.059796813	7.262715191	NON	A2
MvSl-1064-A2-R4_MC01g02156	Auto	Auto	0.00191	0.00191	0.00002	0.00007	95.0249	221604	222563	7.784700739	0.00022985	0.999970273	7.859040827	7.706588838	7.744933961	7.823173143	NON	A2
MvSl-1064-A2-R4_MC14g12060	Auto	Auto	0.00286	0.00287	0.00003	0.00003	95.0166	170760	171485	2.71045129	0.60904531	0.714011413	3.436734132	2.324006284	2.108591968	2.615140007	NON	A2
MvSl-1064-A2-R4_MC14g12127	Auto	Auto	0.00286	0.00286	0.00003	0	95.0166	322347	326056	5.48232531	-0.083941991	0.999948201	5.432329924	5.447081645	5.612320116	5.428855934	NON	A2
MvSl-1064-A2-R4_MC02g03469	Auto	Auto	0.00381	0.00381	0.00004	0.00014	95.0125	73803	77355	6.933770425	0.214889604	0.964217577	6.76323858	7.267314403	7.053410233	6.547488382	NON	A2
MvSl-1064-A2-R4_MC06-1g07165	Auto	Auto	0.00381	0.0027	0.00004	0.00023	95.0125	148169	148422	7.2208721	-0.05321143	0.999948201	7.23762389	7.149076064	7.277761148	7.215965023	NON	A2
MvSl-1064-A2-R4_MC07g08286	Auto	Auto	0.00476	0.00477	0.00005	0	95.01	1203677	1204012	7.8074691	-0.351363914	0.624500833	7.516170396	7.718900417	8.016472702	7.926801618	NON	A2
MvSl-1064-A2-R4_MC09g09562	Auto	Auto	0.00571	0.00331	0.00006	0.00031	95.0083	933779	936148	6.525422087	0.192154965	0.933316243	6.58246341	6.653295894	6.445153272	6.407334746	NON	A2
MvSl-1064-A2-R4_MC02g03495	Auto	Auto	0.00571	0.00406	0.00006	0.00025	95.0083	148762	149897	5.232680661	-0.074338193	0.999948201	5.343081278	5.030291731	5.214618737	5.321723075	NON	A2
MvSl-1064-A2-R4_MC12g11408	Auto	Auto	0.00666	0.0067	0.00007	0	95.0071	1023282	1024793	5.596765723	0.075644724	0.999948201	5.465503513	5.784858634	5.593481089	5.522901071	NON	A2
MvSl-1064-A2-R4_MC01g03043	Auto	Auto	0.00761	0.0044	0.00008	0.00025	95.0062	2064131	2066408	3.406316202	-0.350771891	0.914830372	3.42967359	2.976651441	3.331963532	3.771139252	NON	A2
MvSl-1064-A2-R4_MC12g11377	Auto	Auto	0.00951	0.00476	0.0001	0	95.005	956839	958455	6.782018209	0.136312139	0.999948201	6.754082303	6.937207475	6.816928088	6.599677648	NON	A2
MvSl-1064-A2-R4_MC01g02859	Auto	Auto	0.0057	0.00403	0.00006	0.00005	94.8419	1643740	1645465	4.548452876	-0.234296565	0.999948201	4.771986417	3.972455345	4.41052322	4.872560232	NON	A2
MvSl-1064-A2-R4_MC17g12478	Auto	Auto	0.0038	0.00381	0.00004	0.00012	94.7631	30010	32039	8.557241987	0.342066522	0.743521983	8.726169977	8.71013586	8.341219868	8.410335096	NON	A2
MvSl-1064-A2-R4_MC10g10199	Auto	Auto	0.0038	0	0.00004	0	94.7631	450784	452909	7.931881381	0.251446726	0.885854954	7.947279626	8.149883283	7.905747205	7.687607358	NON	A2
MvSl-1064-A2-R4_MC06-2g07760	Auto	Auto	0.00664	0.00472	0.00007	0.00024	94.7218	1661661	1662030	5.734057943	0.211116759	0.950741529	5.675555633	5.979861802	5.730351941	5.51147527	NON	A2
MvSl-1064-A2-R4_MC06-2g07571	Auto	Auto	0.00285	0.00285	0.00003	0	94.6844	1218801	1219042	0.106340054	-0.192421247	0.999948201	0.271448488	-0.298739211	0.129830326	0.244867616	NON	A2
MvSl-1064-A2-R4_MC14g12191	Auto	Auto	0.00285	0.00286	0.00003	0.00026	94.6844	470123	470682	-0.003376854	0.435817313	0.999948201	0.657244997	-0.492760713	-0.451044639	0.005230391	NON	A2
MvSl-1064-A2-R4_A2g01798	PAR	PAR	0.00569	0.00329	0.00006	0	94.6755	3318298	3320270	6.844404896	0.200056379	0.942070681	6.732727977	7.12284351	6.819246475	6.658486716	NON	A2
MvSl-1064-A2-R4_MC01g03337	Auto	Auto	0.00853	0.00605	0.00009	0.00006	94.6726	2793324	2799844	7.650460257	0.199576288	0.955784836	7.700886617	7.791308282	7.665340784	7.418795658	NON	A2
MvSl-1064-A2-R4_MC05g07077	Auto	Auto	0.00474	0.00475	0.00005	0.00038	94.6108	853409	860063	2.829870013	0.145576236	0.999948201	3.096790799	2.675418417	2.646613484	2.860024524	NON	A2
MvSl-1064-A2-R4_MC05g06776	Auto	Auto	0.0019	0.0019	0.00002	0.00003	94.5274	343870	344235	5.442599506	1.216416639	0.004718245	6.218717868	5.560880162	4.159211103	5.112662334	Up	A2
MvSl-1064-A2-R4_MC09g09256	Auto	Auto	0.0019	0.0019	0.00002	0.00005	94.5274	191271	191908	8.690399954	0.472992651	0.45832264	8.90163056	8.913578975	8.383350352	8.484343977	NON	A2
MvSl-1064-A2-R4_MC05g06942	Auto	Auto	0.0019	0.00191	0.00002	0.00002	94.5274	520760	521041	8.41484793	0.325844974	0.812019381	8.369189048	8.743747581	8.359654205	8.115741327	NON	A2
MvSl-1064-A2-R4_MC08-2g09108	Auto	Auto	0.0019	0.00191	0.00002	0.00046	94.5274	1443530	1448493	7.261235274	-0.00660242	0.999948201	7.226463089	7.288709933	7.221904646	7.305932523	NON	A2
MvSl-1064-A2-R4_MC12g11407	Auto	Auto	0.00379	0.00268	0.00004	0.00009	94.5137	1022626	1023126	6.837118399	0.038263755	0.999948201	6.809528556	6.901235688	6.855842757	6.778929261	NON	A2
MvSl-1064-A2-R4_MC01g02050	Auto	Auto	0.00568	0.00402	0.00006	0.00025	94.5092	98343	99340	6.037965114	-0.287143027	0.749436983	6.004975178	5.759201497	6.071093965	6.269995867	NON	A2
MvSl-1064-A2-R4_MC06-2g07746	Auto	Auto	0.00757	0.00438	0.00008	0.00038	94.5069	1617655	1620943	6.155732798	0.189740529	0.951548913	6.306130563	6.186485105	5.93233867	6.173613169	NON	A2
MvSl-1064-A2-R4_MC09g09692	Auto	Auto	0.00757	0.00538	0.00008	0.00047	94.5069	1297785	1298553	5.806263247	-0.112286594	0.999948201	5.954214753	5.509968989	5.519846664	6.136904582	NON	A2
MvSl-1064-A2-R4_MC03g04861	Auto	Auto	0.00851	0.00603	0.00009	0.00103	94.4506	818518	821740	3.96877613	0.167073583	0.999948201	4.115248458	3.981826756	3.86370278	3.903784253	NON	A2
MvSl-1064-A2-R4_MC14g12106	Auto	Auto	0.00473	0.00473	0.00005	0	94.4112	273011	274129	6.609435736	1.890790701	5.87E-18	7.230023627	7.299992453	5.53403066	5.2006659	Up	A2
MvSl-1064-A2-R4_MC11g10648	Auto	Auto	0.00473	0.00335	0.00005	0.00013	94.4112	579759	582711	6.71451162	-0.414903738	0.335344247	6.642476152	6.324550948	6.860915457	6.951093633	NON	A2
MvSl-1064-A2-R4_MC03g05455	Auto	Auto	0.00473	0.00335	0.00005	0.00021	94.4112	2259638	2261730	5.949416484	0.2917698	0.737980425	6.122384782	6.052815907	5.887748321	5.69942807	NON	A2
MvSl-1064-A2-R4_MC02g04193	Auto	Auto	0.00284	0.00285	0.00003	0	94.3522	1778688	1780063	3.435418324	-0.904593349	0.070942006	3.032997752	2.786540509	3.67690974	3.934054415	NON	A2
MvSl-1064-A2-R4_MC12g11388	Auto	Auto	0.00284	0.00116	0.00003	0.00004	94.3522	979648	979989	5.881121643	-0.001313874	0.999948201	5.935644324	5.823160398	5.80477518	5.95486134	NON	A2
MvSl-1064-A2-R4_MC12g11411	Auto	Auto	0.00567	0.0057	0.00006	0.00043	94.3428	1025737	1026189	4.408364149	-0.213204427	0.999948201	4.612779787	3.89520842	4.04895177	4.859100833	NON	A2
MvSl-1064-A2-R4_MC13g11891	Auto	Auto	0.00378	0.00378	0.00004	0.00015	94.2643	816001	816907	8.053268282	0.131481124	0.999948201	8.217566032	8.010036815	7.895895939	8.070957608	NON	A2
MvSl-1064-A2-R4_MC01g02052	Auto	Auto	0.00472	0.00473	0.00005	0.00031	94.2116	102313	102663	7.259202651	0.267082909	0.768809324	7.374905388	7.398188439	7.116038356	7.123299521	NON	A2
MvSl-1064-A2-R4_MC11g10554	Auto	Auto	0.00472	0.00334	0.00005	0.00029	94.2116	311208	313451	5.503819068	0.122418796	0.999948201	5.499618123	5.625085675	5.596187487	5.268415674	NON	A2
MvSl-1064-A2-R4_MC04-2g06302	Auto	Auto	0.00566	0.00569	0.00006	0.00049	94.1764	1758968	1759153	4.771844823	0.168835256	0.999948201	4.64056441	5.039296028	4.787280694	4.576158478	NON	A2
MvSl-1064-A2-R4_A2g01653	Blue	OldStrata	0.00095	0.00095	0.00001	0.00004	94.0594	3107476	3107769	7.053561726	0.123459609	0.999948201	7.077446495	7.14959588	7.084582348	6.8900869	NON	A2
MvSl-1064-A2-R4_MC01g02391	Auto	Auto	0.00189	0.00189	0.00002	0.00005	94.0299	536058	537463	7.209724778	0.026653631	0.999948201	7.144744654	7.297180084	7.394303377	6.96686591	NON	A2
MvSl-1064-A2-R4_MC03g04690	Auto	Auto	0.00189	0.00189	0.00002	0.00011	94.0299	396639	397263	4.801008725	-0.074301541	0.999948201	4.763587766	4.763138932	4.901092318	4.770811857	NON	A2
MvSl-1064-A2-R4_MC08-1g08934	Auto	Auto	0.00189	0.00189	0.00002	0.00039	94.0299	1074374	1075731	7.624343701	0.026696055	0.999948201	7.585312641	7.688101128	7.596386578	7.625366985	NON	A2
MvSl-1064-A2-R4_MC01g03001	Auto	Auto	0.00283	0.00201	0.00003	0	94.0199	1954059	1954713	6.442444129	-0.039614587	0.999948201	6.596717587	6.224482064	6.325487875	6.586806256	NON	A2
MvSl-1064-A2-R4_MC02g03862	Auto	Auto	0.00283	0.002	0.00003	0.0001	94.0199	1015411	1020316	2.001391	0.091639828	0.999948201	2.164978166	1.918242612	2.077939837	1.824792399	NON	A2
MvSl-1064-A2-R4_MC01g02792	Auto	Auto	0.00377	0.00377	0.00004	0.00016	94.015	1449515	1450359	6.148183138	0.220088058	0.914063984	6.321470037	6.183442286	5.867728132	6.183546409	NON	A2
MvSl-1064-A2-R4_MC08-1g08773	Auto	Auto	0.00659	0.00467	0.00007	0	94.0086	689956	690276	7.032223101	0.19603925	0.930305709	7.125210586	7.128655736	6.892084359	6.968955912	NON	A2
MvSl-1064-A2-R4_MC01g03144	Auto	Auto	0.00846	0.00491	0.00009	0.00005	93.8957	2322923	2323978	0.35668617	-0.274979609	0.999948201	0.333290034	0.095869339	0.497214348	0.450312356	NON	A2
MvSl-1064-A2-R4_MC07g07899	Auto	Auto	0.00846	0.00491	0.00009	0.0003	93.8957	256470	258199	3.426921128	-0.172481834	0.999948201	3.140689803	3.511072517	3.702253113	3.285974288	NON	A2
MvSl-1064-A2-R4_MC03g04893	Auto	Auto	0.00752	0.00435	0.00008	0.00025	93.8826	878611	880298	5.341490843	-0.025152125	0.999948201	5.227734399	5.423203719	5.379223424	5.328250109	NON	A2
