gene	youngold		dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A2-R4_MC09g09412	Auto	Auto	0	0	0.00001	0	0	546171	548083	8.522205043	-0.111613548	0.999948201	8.52244099	8.405846823	8.59026763	8.563411781	NON	A2
MvSl-1064-A2-R4_MC09g09414	Auto	Auto	0.00818	0.00412	0.00008	0.00062	100.988	551224	553438	5.967383208	0.051462443	0.999948201	5.919354299	6.062785477	5.95676225	5.926105248	NON	A2
MvSl-1064-A2-R4_MC09g09415	Auto	Auto	0.00651	0.00288	0.00224	0.00208	2.90495	556234	559152	7.040531694	-0.129197602	0.999948201	6.950623041	6.997933102	7.159687439	7.045222377	NON	A2
MvSl-1064-A2-R4_MC09g09421	Auto	Auto	0.0022	0.0011	0.01073	0.00409	0.205014	575147	579250	5.272383869	-0.041126042	0.999948201	5.239894875	5.263324436	5.502639717	5.046910141	NON	A2
MvSl-1064-A2-R4_MC09g09424	Auto	Auto	0.00064	0.00065	0.00529	0.00266	0.12096	583551	584053	8.193453201	-0.023695306	0.999948201	8.312982195	8.03697792	8.06025336	8.336983342	NON	A2
MvSl-1064-A2-R4_MC09g09427	Auto	Auto	0.00701	0.00287	0.01235	0.00555	0.567565	588950	590680	3.874275463	-0.014992536	0.999948201	3.942478052	3.787107748	3.90794211	3.854895245	NON	A2
MvSl-1064-A2-R4_MC09g09428	Auto	Auto	0.00426	0.00429	0.00966	0.00977	0.440948	591112	594023	4.52132019	-0.043593283	0.999948201	4.300817215	4.673448398	4.553847551	4.531604682	NON	A2
MvSl-1064-A2-R4_MC09g09433	Auto	Auto	0.002	0.00142	0.00002	0.00016	95.2381	608692	611106	4.588265994	0.068367765	0.999948201	4.766392752	4.462048045	4.33151869	4.746651076	NON	A2
MvSl-1064-A2-R4_MC09g09435	Auto	Auto	0.00482	0.0024	0.00415	0.00406	1.16117	615718	615870	5.705943109	0.079977213	0.999948201	5.600520553	5.876889028	5.853094349	5.449958554	NON	A2
MvSl-1064-A2-R4_MC09g09438	Auto	Auto	0.00812	0.00226	0.00968	0.00367	0.838756	621822	624208	6.633727218	0.05114369	0.999948201	6.653881922	6.664250939	6.586599599	6.629051438	NON	A2
MvSl-1064-A2-R4_MC09g09451	Auto	Auto	0.00556	0.0019	0.01272	0.00462	0.437073	649664	650498	8.713670697	0.069096369	0.999948201	8.751342207	8.744263912	8.744760636	8.609522677	NON	A2
MvSl-1064-A2-R4_MC09g09453	Auto	Auto	0.003	0.00302	0.00963	0.00968	0.311494	656263	660040	3.997830387	-0.201237881	0.999948201	3.897127539	3.890240353	4.344453773	3.790176421	NON	A2
MvSl-1064-A2-R4_MC09g09458	Auto	Auto	0.00001	0	0.00799	0.00051	0.00125141	677398	679083	5.700705188	0.070933827	0.999948201	5.784725212	5.685121597	5.645361277	5.684243486	NON	A2
MvSl-1064-A2-R4_MC09g09461	Auto	Auto	0.00686	0.00402	0.01372	0.01	0.499964	684272	686005	3.460683303	0.17779842	0.999948201	3.272812009	3.776377109	3.351316996	3.389467002	NON	A2
MvSl-1064-A2-R4_MC09g09463	Auto	Auto	0.00371	0.00371	0.00004	0.00015	90.4878	689615	690005	7.790663498	-0.074475317	0.999948201	7.64177653	7.856120713	7.90792727	7.742088789	NON	A2
MvSl-1064-A2-R4_MC09g09467	Auto	Auto	0.0039	0.00387	0.0137	0.01341	0.284651	695823	697107	5.520915021	-0.151277853	0.999948201	5.385661814	5.498588566	5.601585099	5.586899247	NON	A2
MvSl-1064-A2-R4_MC09g09470	Auto	Auto	0.00208	0.00148	0.01474	0.00744	0.141103	706894	710243	5.528906842	-0.124440271	0.999948201	5.78748944	5.05047294	5.44074594	5.724385864	NON	A2
MvSl-1064-A2-R4_MC09g09471	Auto	Auto	0.00075	0.00075	0.0194	0.00565	0.0386578	710946	714074	6.677242992	0.086203357	0.999948201	6.839139457	6.589595162	6.562584282	6.701229054	NON	A2
MvSl-1064-A2-R4_MC09g09478	Auto	Auto	0.00205	0.00205	0.00002	0.00013	97.619	725195	727191	8.363932731	0.001182826	0.999948201	8.488018677	8.229486238	8.305697475	8.418769538	NON	A2
MvSl-1064-A2-R4_MC09g09482	Auto	Auto	0.00592	0.00268	0.01875	0.0078	0.315716	735782	738150	4.409644064	0.190747524	0.999948201	4.249615082	4.716185895	4.311895978	4.312101835	NON	A2
MvSl-1064-A2-R4_MC09g09487	Auto	Auto	0.00366	0.00165	0.00648	0.00378	0.564728	745720	746885	4.740581095	0.190424992	0.999948201	5.231799291	4.280311918	4.517188659	4.758782043	NON	A2
MvSl-1064-A2-R4_MC09g09494	Auto	Auto	0.00935	0.00541	0.00009	0.0004	102.747	767090	768712	5.875292769	-0.065550999	0.999948201	5.756787668	5.922618397	5.91726714	5.897861717	NON	A2
MvSl-1064-A2-R4_MC09g09497	Auto	Auto	0.00819	0.00475	0.00008	0.00055	101.111	771645	774133	7.380967415	0.032671588	0.999948201	7.406715805	7.387651021	7.316843648	7.410745818	NON	A2
MvSl-1064-A2-R4_MC09g09498	Auto	Auto	0.00441	0.00311	0.00585	0.00581	0.753717	775127	775348	5.733156882	0.069621243	0.999948201	5.715292386	5.817937465	5.709256575	5.686785375	NON	A2
MvSl-1064-A2-R4_MC09g09499	Auto	Auto	0.00231	0.00134	0.0097	0.00437	0.23812	775712	777861	6.247340304	0.071848079	0.999948201	6.263086155	6.302282311	6.304128063	6.111587516	NON	A2
MvSl-1064-A2-R4_MC09g09500	Auto	Auto	0.00734	0.00369	0.01156	0.00671	0.634893	778195	783052	6.114405535	-0.043357373	0.999948201	6.067719399	6.116951372	6.262992647	5.99643635	NON	A2
MvSl-1064-A2-R4_MC09g09503	Auto	Auto	0.00683	0.00376	0.01022	0.0067	0.668232	786151	788581	5.532042937	0.122187994	0.999948201	5.666574614	5.513204117	5.499751833	5.439445828	NON	A2
MvSl-1064-A2-R4_MC09g09514	Auto	Auto	0.00368	0.0026	0.00974	0.00566	0.377785	810935	812274	4.649631669	-0.083914017	0.999948201	4.856024484	4.306653354	4.681665164	4.69960008	NON	A2
MvSl-1064-A2-R4_MC09g09527	Auto	Auto	0	0.00005	0.00001	0	0	850825	852519	6.247596755	0.070642126	0.999948201	6.178217266	6.379650128	6.310734059	6.105900654	NON	A2
MvSl-1064-A2-R4_MC09g09528	Auto	Auto	0	0.00529	0.00001	0.01042	0	853046	856930	7.345906253	0.043720197	0.999948201	7.40851253	7.325520202	7.29243714	7.354702445	NON	A2
MvSl-1064-A2-R4_MC09g09529	Auto	Auto	0.00001	0	0.00876	0	0.00114142	857490	860367	5.862057187	-0.013890162	0.999948201	5.930651571	5.775459008	5.862117306	5.875753331	NON	A2
MvSl-1064-A2-R4_MC09g09532	Auto	Auto	0.00263	0.00264	0.00667	0.0067	0.394244	867426	869678	5.860651241	-0.144440745	0.999948201	5.682997343	5.883154032	5.91726714	5.94427765	NON	A2
MvSl-1064-A2-R4_MC09g09544	Auto	Auto	0.00095	0.00095	0.01029	0.00517	0.0923137	890815	891806	7.497499488	-0.003713008	0.999948201	7.60071804	7.38235331	7.455199482	7.542186325	NON	A2
MvSl-1064-A2-R4_MC09g09550	Auto	Auto	0.00248	0.00144	0.00617	0.0031	0.40188	902559	906315	4.859719436	-0.14841182	0.999948201	5.005963452	4.521089861	4.731751863	5.106979715	NON	A2
MvSl-1064-A2-R4_MC09g09552	Auto	Auto	0.00184	0.00132	0.00298	0.00306	0.617243	911080	912607	5.121674431	0.144973138	0.999948201	5.041133865	5.329049918	5.026780607	5.068512577	NON	A2
MvSl-1064-A2-R4_MC09g09553	Auto	Auto	0.00397	0.00144	0.00861	0.00335	0.461038	912991	913904	6.568432715	0.098542262	0.999948201	6.585643198	6.64741901	6.4637965	6.571069873	NON	A2
MvSl-1064-A2-R4_MC09g09558	Auto	Auto	0.00001	0	0.00611	0.00074	0.00163639	926896	927705	5.962360154	-0.091062577	0.999948201	5.797122741	6.02588858	6.1431898	5.856691094	NON	A2
MvSl-1064-A2-R4_MC09g09570	Auto	Auto	0.00416	0.00295	0.01699	0.0099	0.244836	953878	955604	6.029389763	0.059555718	0.999948201	6.012083042	6.104135818	6.001343433	5.997460528	NON	A2
MvSl-1064-A2-R4_MC09g09571	Auto	Auto	0.00347	0.00351	0.02166	0.01558	0.160196	956284	961579	4.94059979	-0.095401604	0.999948201	4.673812406	5.08131534	5.074142171	4.894717231	NON	A2
MvSl-1064-A2-R4_MC09g09578	Auto	Auto	0.00149	0.00149	0.0198	0.00892	0.0752487	984191	985871	8.653297767	-0.008264746	0.999948201	8.618906077	8.678786768	8.714098712	8.598427731	NON	A2
MvSl-1064-A2-R4_MC09g09581	Auto	Auto	0.00064	0.00064	0.01279	0.00525	0.0500352	992542	995123	7.680759814	0.124994606	0.999948201	7.948823827	7.500349573	7.429632026	7.782755073	NON	A2
MvSl-1064-A2-R4_MC09g09585	Auto	Auto	0	0.00001	0.004	0.00404	0	1004136	1005119	6.842781994	0.082515579	0.999948201	7.013953413	6.740073156	6.72533135	6.872889544	NON	A2
MvSl-1064-A2-R4_MC09g09587	Auto	Auto	0.00397	0.00394	0.00851	0.00846	0.466455	1009386	1009782	6.637647869	-0.077420374	0.999948201	6.638654101	6.557049934	6.733958692	6.615106708	NON	A2
MvSl-1064-A2-R4_MC09g09589	Auto	Auto	0.00135	0.00078	0.00968	0.00345	0.139448	1010976	1011498	6.939098376	0.103734899	0.999948201	6.879858552	7.092344747	6.885461764	6.887326961	NON	A2
MvSl-1064-A2-R4_MC09g09592	Auto	Auto	0.00776	0.00259	0.00636	0.00367	1.21993	1015469	1018279	7.240739377	-0.059333585	0.999948201	7.366610922	7.03610497	7.136634345	7.392175751	NON	A2
MvSl-1064-A2-R4_MC09g09595	Auto	Auto	0.01891	0.00852	0.00019	0.00094	99.0052	1023657	1024028	6.711872434	-0.01979567	0.999948201	6.679405952	6.724107787	6.739477721	6.703741217	NON	A2
MvSl-1064-A2-R4_MC09g09601	Auto	Auto	0.00285	0.00116	0.00331	0.00231	0.860767	1036051	1039085	5.592418927	-0.007763136	0.999948201	5.213416402	5.885652435	5.742618401	5.433403982	NON	A2
MvSl-1064-A2-R4_MC09g09608	Auto	Auto	0.00595	0.00342	0.00905	0.00636	0.657386	1059240	1059730	6.938502524	0.054503337	0.999948201	6.761130745	7.144389269	7.086989539	6.710627194	NON	A2
MvSl-1064-A2-R4_MC09g09610	Auto	Auto	0.00489	0.00219	0.0046	0.00326	1.06281	1062995	1064839	8.32496705	0.174654391	0.999948201	8.219358412	8.577731204	8.322546931	8.141912804	NON	A2
MvSl-1064-A2-R4_MC09g09611	Auto	Auto	0.00184	0.00184	0.00002	0	87.619	1064948	1066788	6.953396907	-0.041151588	0.999948201	6.825082769	7.03272747	7.000252188	6.946858408	NON	A2
MvSl-1064-A2-R4_MC09g09612	Auto	Auto	0.00468	0.00469	0.00005	0.00035	91.7647	1068582	1070151	3.049779416	0.081088529	0.999948201	3.014240783	3.16119536	2.95566546	3.061497786	NON	A2
MvSl-1064-A2-R4_MC09g09613	Auto	Auto	0.00593	0.00343	0.00485	0.00483	1.22243	1070776	1072694	5.634398285	-0.001186949	0.999948201	5.693351667	5.571781478	5.519846664	5.741602929	NON	A2
MvSl-1064-A2-R4_MC09g09616	Auto	Auto	0.00518	0.00259	0.01369	0.00688	0.378351	1081757	1083803	7.981765956	0.043435527	0.999948201	8.025756425	7.980539291	8.108916804	7.793703381	NON	A2
MvSl-1064-A2-R4_MC09g09630	Auto	Auto	0.0019	0.00187	0.00387	0.00382	0.490829	1116313	1117539	8.339706808	-0.032521014	0.999948201	8.343826245	8.302590447	8.418180415	8.290736763	NON	A2
MvSl-1064-A2-R4_MC09g09643	Auto	Auto	0.00002	0	0.01526	0.00071	0.00131053	1148789	1149493	5.35619072	0.10241715	0.999948201	5.281667047	5.521260342	5.512702027	5.060694521	NON	A2
MvSl-1064-A2-R4_MC09g09647	Auto	Auto	0	0.02655	0.00001	0.06487	0	1158142	1159019	0.123553226	-0.014967633	0.999948201	-0.006416232	0.227750757	0.005043494	0.244867616	NON	A2
MvSl-1064-A2-R4_MC09g09649	Auto	Auto	0.00354	0.00251	0.00924	0.00536	0.383075	1161849	1163137	5.561093474	0.024418646	0.999948201	5.659047485	5.482173495	5.632235479	5.460395229	NON	A2
MvSl-1064-A2-R4_MC09g09655	Auto	Auto	0.00438	0.0044	0.00004	0.00038	106.829	1177923	1179037	3.816073695	0.075628752	0.999948201	3.518870515	4.124038157	3.799396199	3.756694687	NON	A2
MvSl-1064-A2-R4_MC09g09661	Auto	Auto	0.00965	0.00343	0.01169	0.00592	0.825421	1191362	1192766	6.425784756	0.058290276	0.999948201	6.536373002	6.368082837	6.379901319	6.412718985	NON	A2
MvSl-1064-A2-R4_MC09g09678	Auto	Auto	0.00004	0	0.03871	0.00258	0.0010333	1235176	1238008	6.344374112	0.084268616	0.999948201	6.333814372	6.436135012	6.448152425	6.138762365	NON	A2
MvSl-1064-A2-R4_MC09g09680	Auto	Auto	0.00438	0.00442	0.03012	0.02151	0.145413	1240002	1242290	6.129968316	-0.371976701	0.999948201	3.688179959	6.770807827	7.150049968	3.992753528	NON	A2
MvSl-1064-A2-R4_MC09g09684	Auto	Auto	0.00148	0.00105	0.00546	0.00316	0.271013	1250739	1253234	6.596423576	-0.126310672	0.999948201	6.598292726	6.462314439	6.647882843	6.668166512	NON	A2
MvSl-1064-A2-R4_MC09g09685	Auto	Auto	0.00425	0.0026	0.00733	0.00515	0.57973	1253652	1255530	6.504245319	-0.027096311	0.999948201	6.474251807	6.506812685	6.665384909	6.353157738	NON	A2
MvSl-1064-A2-R4_MC09g09687	Auto	Auto	0.00577	0.00334	0.00991	0.00704	0.582181	1258082	1258828	6.435711593	0.10962887	0.999948201	6.372068735	6.597998965	6.488770754	6.262347419	NON	A2
MvSl-1064-A2-R4_MC09g09690	Auto	Auto	0.00925	0.00536	0.00594	0.0059	1.55698	1271188	1291477	4.986506627	0.106530208	0.999948201	5.095681809	4.979737747	4.890106781	4.973860725	NON	A2
MvSl-1064-A2-R4_MC09g09698	Auto	Auto	0.00576	0.00259	0.02346	0.00836	0.245514	1308250	1309431	7.290764869	-0.071764918	0.999948201	7.434316683	7.048979295	7.315201953	7.337010985	NON	A2
MvSl-1064-A2-R4_MC09g09706	Auto	Auto	0	0	0.00001	0	0	1322420	1323895	7.151597576	-0.132594088	0.999948201	6.891468116	7.253356116	7.44322416	6.946858408	NON	A2
MvSl-1064-A2-R4_MC09g09710	Auto	Auto	0.00002	0	0.019	0.00151	0.00105258	1330218	1331747	3.877586912	-0.075939544	0.999948201	3.801911833	3.87523267	3.894812166	3.934054415	NON	A2
MvSl-1064-A2-R4_MC09g09714	Auto	Auto	0.00631	0.00365	0.00006	0.0002	103.443	1342543	1343852	7.065905898	-0.091197523	0.999948201	7.128484687	6.901852912	7.142200776	7.078511507	NON	A2
MvSl-1064-A2-R4_MC09g09715	Auto	Auto	0.00585	0.00415	0.00646	0.00648	0.905433	1344560	1346923	6.310129781	0.102769573	0.999948201	6.250118762	6.463151078	6.28076592	6.234819762	NON	A2
MvSl-1064-A2-R4_MC09g09718	Auto	Auto	0.00807	0.00574	0.00008	0.00034	99.6296	1350059	1351386	6.622398981	0.044068641	0.999948201	6.574483143	6.710784427	6.592033135	6.608418686	NON	A2
MvSl-1064-A2-R4_MC09g09729	Auto	Auto	0.00593	0.00297	0.00006	0.00003	97.2131	1372677	1374259	0.403337534	0.11600006	0.999948201	0.795484859	0.025113675	-0.131567676	0.712255988	NON	A2
MvSl-1064-A2-R4_MC09g09735	Auto	Auto	0	0	0.00001	0	0	1383438	1384597	5.419964149	0.074424189	0.999948201	5.261926304	5.62807295	5.485225063	5.271805719	NON	A2
MvSl-1064-A2-R4_MC09g09736	Auto	Auto	0.0047	0.00262	0.01911	0.00841	0.245932	1385038	1386552	4.465488434	-0.094521551	0.999948201	4.447846152	4.386441911	4.584155246	4.435123439	NON	A2
MvSl-1064-A2-R4_MC09g09747	Auto	Auto	0.0031	0.0031	0.00625	0.00626	0.495921	1406742	1407402	4.943169407	-0.087964779	0.999948201	5.093449683	4.673448398	4.739117115	5.197104289	NON	A2
MvSl-1064-A2-R4_MC09g09757	Auto	Auto	0.00489	0.00247	0.00283	0.0029	1.7273	1429526	1429838	6.698237165	0.083210999	0.999948201	6.780685128	6.696625627	6.744975717	6.561406483	NON	A2
MvSl-1064-A2-R4_MC09g09767	Auto	Auto	0.00261	0.00262	0.02048	0.0146	0.127435	1451346	1454025	6.554480534	0.061653919	0.999948201	6.436005598	6.719913688	6.660221211	6.372233539	NON	A2
MvSl-1064-A2-R4_MC09g09786	Auto	Auto	0.00367	0.00259	0.00918	0.0065	0.399739	1500331	1502617	8.941088736	-0.181610368	0.999948201	8.904975541	8.787490058	9.103084995	8.950907283	NON	A2
MvSl-1064-A2-R4_MC09g09789	Auto	Auto	0.00582	0.00415	0.02711	0.01593	0.214673	1510445	1512896	6.050613907	-0.017855662	0.999948201	6.051712569	6.031540036	5.924822586	6.182646208	NON	A2
MvSl-1064-A2-R4_MC09g09799	Auto	Auto	0.00092	0.0009	0.00208	0.00204	0.442095	1528977	1531681	6.383054915	0.066628362	0.999948201	6.359119994	6.470659075	6.420932911	6.274227549	NON	A2
MvSl-1064-A2-R4_MC09g09802	Auto	Auto	0.00536	0.00152	0.00618	0.00239	0.867174	1537390	1537566	5.344898388	-0.076481786	0.999948201	5.126574283	5.465569501	5.414918733	5.349261308	NON	A2
MvSl-1064-A2-R4_MC09g09825	Auto	Auto	0.00318	0.00319	0.00606	0.00608	0.524666	1575056	1575259	5.991522198	0.102806877	0.999948201	5.9281487	6.147460269	6.03065032	5.841942228	NON	A2
MvSl-1064-A2-R4_MC09g09827	Auto	Auto	0.00001	0	0.00608	0	0.00164447	1580756	1581629	6.801206177	0.063908727	0.999948201	6.79723763	6.867507264	6.828482943	6.706875281	NON	A2
MvSl-1064-A2-R4_MC09g09833	Auto	Auto	0.01051	0.00607	0.00974	0.00972	1.07894	1596469	1599985	5.733687408	-0.104566283	0.999948201	5.586304087	5.768707295	5.954654797	5.592332434	NON	A2
MvSl-1064-A2-R4_MC10g09867	Auto	Auto	0.00496	0.00248	0.0054	0.00381	0.918348	36452	38265	6.32291971	-0.092233861	0.999948201	6.31573683	6.235296965	6.330372474	6.405021049	NON	A2
MvSl-1064-A2-R4_MC10g09869	Auto	Auto	0.00165	0.00165	0.01177	0.00836	0.140175	39005	40377	8.284273343	-0.066709145	0.999948201	8.14425076	8.34949733	8.382762667	8.248561075	NON	A2
MvSl-1064-A2-R4_MC10g09876	Auto	Auto	0.00498	0.00352	0.00778	0.00779	0.640021	50263	50412	7.814872919	0.147926322	0.999948201	7.931121187	7.841395594	7.71785265	7.760002638	NON	A2
MvSl-1064-A2-R4_MC10g09895	Auto	Auto	0.00809	0.00404	0.00556	0.00548	1.45477	73949	74254	6.136935955	0.142956653	0.999948201	6.500601854	5.837426724	5.708006012	6.349151666	NON	A2
MvSl-1064-A2-R4_MC10g09896	Auto	Auto	0.00551	0.00319	0.0178	0.00895	0.309533	74663	76592	5.909003568	-0.132690779	0.999948201	5.817551443	5.864276808	6.03065032	5.914223473	NON	A2
MvSl-1064-A2-R4_MC10g09908	Auto	Auto	0.00526	0.00373	0.01302	0.00928	0.403963	87478	91151	5.744867061	-0.042185162	0.999948201	5.579940409	5.854107039	5.788302347	5.742824892	NON	A2
MvSl-1064-A2-R4_MC10g09910	Auto	Auto	0.00812	0.00578	0.00008	0.00031	100.247	92884	99113	5.28895963	-0.027706147	0.999948201	4.986849327	5.514818965	5.501196498	5.072405775	NON	A2
MvSl-1064-A2-R4_MC10g09915	Auto	Auto	0.00441	0.00156	0.00481	0.0024	0.916649	102251	104994	6.791222539	0.131265503	0.999948201	7.014543392	6.676566918	6.566039614	6.866737643	NON	A2
MvSl-1064-A2-R4_MC10g09916	Auto	Auto	0.00001	0	0.01115	0	0.000896781	107063	107425	6.051531223	-0.014945492	0.999948201	5.832350757	6.228424142	6.16977747	5.938956547	NON	A2
MvSl-1064-A2-R4_MC10g09925	Auto	Auto	0.0129	0.00579	0.00013	0.00039	98.4733	118848	120868	8.008448796	0.010395831	0.999948201	7.934866153	8.088312089	8.116713084	7.880088369	NON	A2
MvSl-1064-A2-R4_MC10g09931	Auto	Auto	0.00408	0.00411	0.01121	0.01131	0.363928	125173	125885	4.99127874	-0.16376535	0.999948201	4.858655543	4.953780547	5.195113862	4.933761983	NON	A2
MvSl-1064-A2-R4_MC10g09933	Auto	Auto	0.00265	0.00099	0.00396	0.00175	0.669023	128640	130073	4.623258876	-0.208986214	0.999948201	4.863903312	4.054684031	4.258225207	5.074348442	NON	A2
MvSl-1064-A2-R4_MC10g09942	Auto	Auto	0.00921	0.00535	0.00843	0.00853	1.0924	138864	139823	3.450599064	-0.048354407	0.999948201	3.602872335	3.225722346	3.401691814	3.543256212	NON	A2
MvSl-1064-A2-R4_MC10g09944	Auto	Auto	0.00667	0.00473	0.00007	0.00041	93.9437	141384	142258	6.856247998	0.106405086	0.999948201	6.877265912	6.939012805	6.822139228	6.781904337	NON	A2
MvSl-1064-A2-R4_MC10g09950	Auto	Auto	0.00003	0	0.02856	0.00328	0.00105038	147139	147903	7.774880165	-0.031771415	0.999948201	7.844514156	7.667922711	7.593680554	7.963951404	NON	A2
MvSl-1064-A2-R4_MC10g09956	Auto	Auto	0	0.00003	0.00001	0.00154	0	151978	153902	6.445959864	0.142093481	0.999948201	6.749127824	6.23627613	6.312380843	6.43178602	NON	A2
MvSl-1064-A2-R4_MC10g09958	Auto	Auto	0.00173	0.00174	0.01633	0.00952	0.105934	155701	158664	4.319737018	-0.103538262	0.999948201	4.376203888	4.149209845	4.395064641	4.344659652	NON	A2
MvSl-1064-A2-R4_MC10g09963	Auto	Auto	0.00295	0.00296	0.00003	0.00008	95.1613	163235	165133	6.525676879	-0.066585125	0.999948201	6.402138641	6.576510408	6.659574447	6.449856304	NON	A2
MvSl-1064-A2-R4_MC10g09967	Auto	Auto	0.00727	0.00278	0.02851	0.00966	0.254989	167543	168179	4.256974115	-0.044196685	0.999948201	4.416046621	4.027791876	4.103233164	4.435123439	NON	A2
MvSl-1064-A2-R4_MC10g09971	Auto	Auto	0.00487	0.00283	0.00751	0.00536	0.648382	169532	169789	5.809199157	0.04610046	0.999948201	5.858875718	5.804796805	5.672542765	5.891264702	NON	A2
MvSl-1064-A2-R4_MC10g09972	Auto	Auto	0.00525	0.00262	0.00392	0.00392	1.33894	169984	170429	6.036040735	0.122612416	0.999948201	6.119096793	6.072686626	5.90531377	6.03883786	NON	A2
MvSl-1064-A2-R4_MC10g10004	Auto	Auto	0.00521	0.00234	0.0047	0.00333	1.10827	212229	212544	4.759757134	0.080021786	0.999948201	4.643618817	4.939422728	4.829294596	4.600628266	NON	A2
MvSl-1064-A2-R4_MC10g10008	Auto	Auto	0.00189	0.0019	0.01192	0.00849	0.158544	216019	216734	5.664812383	0.056726467	0.999948201	5.652997378	5.73169178	5.65057834	5.621854633	NON	A2
MvSl-1064-A2-R4_MC10g10009	Auto	Auto	0.00151	0.00151	0.00002	0.00005	71.9048	217133	217836	6.096323633	0.032715445	0.999948201	6.077916508	6.146418908	6.065245735	6.094459235	NON	A2
MvSl-1064-A2-R4_MC10g10022	Auto	Auto	0.00003	0	0.03094	0.0041	0.000969587	228969	229187	8.571925571	0.127666437	0.999948201	8.663036621	8.605088424	8.459825036	8.552129328	NON	A2
MvSl-1064-A2-R4_MC10g10034	Auto	Auto	0.01007	0.00584	0.0001	0.0005	99.703	240892	241176	4.614225059	-0.047881682	0.999948201	4.56524884	4.614421428	4.6943508	4.578897929	NON	A2
MvSl-1064-A2-R4_MC10g10035	Auto	Auto	0.00002	0	0.02116	0.00095	0.000945135	242521	245668	7.504259975	0.185378341	0.999948201	7.309580582	7.83138669	7.655967642	7.110103199	NON	A2
MvSl-1064-A2-R4_MC10g10036	Auto	Auto	0	0	0.00001	0	0	242635	248594	8.427036174	0.07641096	0.999948201	8.500286508	8.428298671	8.30714355	8.46522331	NON	A2
MvSl-1064-A2-R4_MC10g10038	Auto	Auto	0.01161	0.00658	0.00012	0	95.9504	247672	248960	3.624359912	-0.049649907	0.999948201	3.699965186	3.491522966	3.656309538	3.640869283	NON	A2
MvSl-1064-A2-R4_MC10g10050	Auto	Auto	0.00004	0	0.03691	0.00369	0.00108369	262056	265916	7.370266599	0.055382764	0.999948201	7.325834682	7.466119778	7.514702196	7.146568274	NON	A2
MvSl-1064-A2-R4_MC10g10055	Auto	Auto	0	0	0.00001	0	0	268408	271117	7.009912929	0.048585106	0.999948201	6.951855676	7.111681996	7.036571962	6.932472028	NON	A2
MvSl-1064-A2-R4_MC10g10064	Auto	Auto	0.0081	0.00406	0.00008	0.00005	100	279659	280803	7.012813058	-0.072545215	0.999948201	6.921348749	7.028777034	7.088912404	7.007084639	NON	A2
MvSl-1064-A2-R4_MC10g10066	Auto	Auto	0	0	0.00463	0	0	282572	283425	6.461424424	-0.092749794	0.999948201	6.303236166	6.517323323	6.540272003	6.472867032	NON	A2
MvSl-1064-A2-R4_MC10g10075	Auto	Auto	0.00001	0	0.01043	0.00056	0.000958681	288321	289631	6.024332128	-0.056290312	0.999948201	6.039009987	5.951523994	5.931267338	6.163611062	NON	A2
MvSl-1064-A2-R4_MC10g10145	Auto	Auto	0.00095	0.00096	0.00975	0.00491	0.0974259	381433	382354	7.925839913	0.038907144	0.999948201	7.977853905	7.91172526	7.736985438	8.05776244	NON	A2
MvSl-1064-A2-R4_MC10g10146	Auto	Auto	0.0028	0.00281	0.01246	0.00886	0.224701	382881	385416	6.532429091	0.062629473	0.999948201	6.572080429	6.554696938	6.468235253	6.53272841	NON	A2
MvSl-1064-A2-R4_MC10g10147	Auto	Auto	0.00329	0.0033	0.00003	0.00016	106.129	383838	386810	6.943552601	-0.004281226	0.999948201	6.943205037	6.939614079	7.033080729	6.852657714	NON	A2
MvSl-1064-A2-R4_MC10g10151	Auto	Auto	0	0.00005	0.00001	0	0	388549	391183	6.223880862	0.049263462	0.999948201	6.23399721	6.26246545	6.18063753	6.217344374	NON	A2
MvSl-1064-A2-R4_MC10g10155	Auto	Auto	0.00362	0.0018	0.00195	0.0019	1.85546	399487	401761	8.195446291	0.021638671	0.999948201	8.252497171	8.158431624	8.102268578	8.2624731	NON	A2
MvSl-1064-A2-R4_MC10g10158	Auto	Auto	0.00233	0.00098	0.00542	0.00228	0.42981	403697	404182	6.801748442	-0.073125291	0.999948201	6.870112035	6.651094867	6.716652105	6.94950688	NON	A2
MvSl-1064-A2-R4_MC10g10159	Auto	Auto	0.00079	0.00056	0.00656	0.00249	0.120408	404398	405699	9.931998184	0.047696017	0.999948201	10.24374917	9.595305785	9.490139263	10.2315565	NON	A2
MvSl-1064-A2-R4_MC10g10162	Auto	Auto	0.00404	0.00338	0.01691	0.00662	0.238898	408146	410809	7.337738391	0.015028617	0.999948201	7.404016514	7.283982716	7.412843611	7.242556126	NON	A2
MvSl-1064-A2-R4_MC10g10167	Auto	Auto	0.0011	0.00111	0.01616	0.00728	0.0680651	414844	416048	6.932363514	0.046125766	0.999948201	6.948772113	6.961686893	6.929048778	6.888983558	NON	A2
MvSl-1064-A2-R4_MC10g10178	Auto	Auto	0.00003	0	0.03238	0.00194	0.000926469	426211	429168	7.38815896	0.051552305	0.999948201	7.570543611	7.237795503	7.267610625	7.450927128	NON	A2
MvSl-1064-A2-R4_MC10g10181	Auto	Auto	0	0	0.00001	0	0	430333	430789	8.52702563	0.037016422	0.999948201	8.477786501	8.610007206	8.645204674	8.357270404	NON	A2
