gene	dn	dnse	ds	dsse	dnds
MvSl-1064-A1-R4_MC11g10451	0.00331	0.00331	0.01634	0.01168	0.20256914
MvSl-1064-A1-R4_MC11g10452	0.00001	0	0.00574	0.0003	0.00174213
MvSl-1064-A1-R4_MC11g10453	0.00183	0.00183	0.00002	0	91.04477612
MvSl-1064-A1-R4_MC11g10454	0.03885	0.01396	0.07684	0.03	0.505595386
MvSl-1064-A1-R4_MC11g10455	0.00411	0.00184	0.00263	0.00121	1.562678225
MvSl-1064-A1-R4_A1g01172	0.00229	0.0023	0.01732	0.0101	0.132216327
MvSl-1064-A1-R4_MC11g10457	0.05425	0.01288	0.06635	0.018	0.817632528
MvSl-1064-A1-R4_MC11g10458	0	0.01083	0.00001	0.02238	0
MvSl-1064-A1-R4_MC11g10459	0	0	0.00183	0	0
MvSl-1064-A1-R4_MC11g10461	0.00164	0.00116	0.00913	0.00409	0.179625634
MvSl-1064-A1-R4_MC11g10462	0.02532	0.01236	0.05408	0.03617	0.468194401
MvSl-1064-A1-R4_MC11g10463	0.00758	0.00353	0.00901	0.00448	0.841278121
MvSl-1064-A1-R4_MC11g10464	0.00337	0.00169	0.00003	0	111.9601329
MvSl-1064-A1-R4_MC11g10465	0.00001	0	0.01036	0.00052	0.000965242
MvSl-1064-A1-R4_MC11g10466	1.07458	0.23491	48.57756	164.25165	0.022120913
MvSl-1064-A1-R4_A1g00101	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g01173	0.0039	0.00393	0.01776	0.01267	0.219593358
MvSl-1064-A1-R4_MC11g10467	0.00001	0	0	0	100
MvSl-1064-A1-R4_MC11g10468	0.00089	0.00089	0.00689	0.00399	0.129170839
MvSl-1064-A1-R4_MC11g10470	0	0.0009	0.00001	0	0
MvSl-1064-A1-R4_MC11g10471	0.00429	0.00191	0.00224	0.00219	1.915093076
MvSl-1064-A1-R4_MC11g10473	0	0	0.00315	0.00047	0
MvSl-1064-A1-R4_MC11g10474	0.00052	0.00048	0.00508	0.00249	0.10236019
MvSl-1064-A1-R4_MC11g10475	0	0	0	0	0
MvSl-1064-A1-R4_A1g01174	0.00834	0.00583	0.02003	0.01951	0.416373358
MvSl-1064-A1-R4_MC11g10477	0.00347	0.00347	0.00004	0.0003	86.53366584
MvSl-1064-A1-R4_MC11g10478	0.00275	0.00135	0.00482	0.00273	0.570527582
MvSl-1064-A1-R4_MC11g10479	0.91758	0.12327	58.44293	121.82213	0.015700445
MvSl-1064-A1-R4_MC11g10484	0.00346	0.00347	0.01189	0.01193	0.290998394
MvSl-1064-A1-R4_MC11g10485	0.00088	0.00087	0.00625	0.00441	0.140797747
MvSl-1064-A1-R4_MC11g10487	0.01255	0.00476	0.00013	0.00005	96.46425826
MvSl-1064-A1-R4_MC11g10489	0.01143	0.00666	0.00012	0.00057	95.17069109
MvSl-1064-A1-R4_MC11g10490	0.00191	0.00096	0.00514	0.00259	0.371588101
MvSl-1064-A1-R4_MC11g10491	0.00001	0	0.01107	0.00142	0.000903334
MvSl-1064-A1-R4_MC11g10493	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10494	0.00693	0.00314	0.01803	0.00817	0.384357269
MvSl-1064-A1-R4_MC11g10495	0.51343	0.07951	0.57807	0.14451	0.888179479
MvSl-1064-A1-R4_MC11g10497	0.00289	0.00291	0.01691	0.01703	0.170903779
MvSl-1064-A1-R4_MC11g10498	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10499	0	0	0	0	0
MvSl-1064-A1-R4_A1g01176	0.00466	0.00235	0.00321	0.00171	1.451668172
MvSl-1064-A1-R4_MC11g10500	0.00416	0.00293	0.00004	0	103.7406484
MvSl-1064-A1-R4_MC11g10501	0.00185	0.00185	0.00002	0.00007	92.039801
MvSl-1064-A1-R4_MC11g10502	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC11g10503	0.01989	0.00767	0.03707	0.01472	0.536551021
MvSl-1064-A1-R4_MC11g10504	0.00969	0.00401	0.0043	0.0022	2.253435967
MvSl-1064-A1-R4_MC11g10505	0.00146	0.00146	0.0096	0.00557	0.152081749
MvSl-1064-A1-R4_MC11g10506	0.00001	0	0.00554	0.00031	0.001805022
MvSl-1064-A1-R4_MC11g10507	0.00119	0.00119	0.00001	0	117.8217822
MvSl-1064-A1-R4_MC11g10508	0.00133	0.00133	0.00001	0	131.6831683
MvSl-1064-A1-R4_MC11g10509	0.00094	0.00095	0.00809	0.00575	0.116191394
MvSl-1064-A1-R4_A1g01178	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10510	0	279.04157	0.00001	1061.94283	0
MvSl-1064-A1-R4_MC11g10511	0.00001	0	0.00541	0	0.001848395
MvSl-1064-A1-R4_MC11g10512	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10513	0.00093	0.00064	0.00113	0.00106	0.822936023
MvSl-1064-A1-R4_MC11g10516	0.00002	0	0.01993	0.00144	0.001003507
MvSl-1064-A1-R4_MC11g10517	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10518	0.00874	0.00879	0.00009	0	97.00332963
MvSl-1064-A1-R4_A1g01182	0.01537	0.00443	0.02609	0.00921	0.589112345
MvSl-1064-A1-R4_MC11g10521	0.00001	0	0.01311	0.0005	0.000762771
MvSl-1064-A1-R4_MC11g10522	0.00705	0.00329	0.0142	0.00866	0.496475377
MvSl-1064-A1-R4_MC11g10525	0.00622	0.0036	0.00006	0.00004	103.4941764
MvSl-1064-A1-R4_MC11g10526	0.00307	0.00163	0.02739	0.01668	0.112084293
MvSl-1064-A1-R4_MC11g10527	0.00779	0.00552	0.00771	0.00774	1.01036303
MvSl-1064-A1-R4_MC11g10529	0.00107	0.00076	0.00001	0.00002	105.9405941
MvSl-1064-A1-R4_MC11g10531	0.13726	0.02332	0.19234	0.05079	0.713631739
MvSl-1064-A1-R4_MC11g10532	0.00001	0	0.00786	0.00076	0.001272248
MvSl-1064-A1-R4_MC11g10533	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10535	0.00001	0	0.00905	0.00078	0.00110496
MvSl-1064-A1-R4_MC11g10537	0.00436	0.00437	0.01039	0.01044	0.419630225
MvSl-1064-A1-R4_MC11g10538	0.00001	0	0.00935	0.00213	0.001069507
MvSl-1064-A1-R4_MC11g10540	0.00233	0.00234	0.00002	0.00015	115.920398
MvSl-1064-A1-R4_A1g01184	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10541	0	0	0.00494	0	0
MvSl-1064-A1-R4_MC11g10542	0.00001	0	0.00543	0.00025	0.001841587
MvSl-1064-A1-R4_MC11g10543	0.01386	0.00803	0.00014	0	98.92933619
MvSl-1064-A1-R4_MC11g10544	0.00001	0	0.00661	0	0.001512836
MvSl-1064-A1-R4_MC11g10545	0.00001	0	0.00748	0.00046	0.001336881
MvSl-1064-A1-R4_MC11g10546	0.0029	0.00205	0.00737	0.00521	0.393481771
MvSl-1064-A1-R4_MC11g10547	0	0.0109	0.00001	0.02219	0
MvSl-1064-A1-R4_MC11g10548	0.00469	0.00332	0.01124	0.00799	0.417256074
MvSl-1064-A1-R4_MC11g10550	0.00225	0.00111	0.00176	0.00166	1.278336458
MvSl-1064-A1-R4_MC11g10552	0.00001	0	0.00791	0.00039	0.001264207
MvSl-1064-A1-R4_MC11g10553	0	0.00012	0.00002	0.00375	0
MvSl-1064-A1-R4_MC11g10559	0.04595	0.01045	0.02304	0.00631	1.994348983
MvSl-1064-A1-R4_MC11g10560	0	0.00003	0.00002	0.00635	0
MvSl-1064-A1-R4_MC11g10561	0.00717	0.00359	0.00007	0.00004	102.2824536
MvSl-1064-A1-R4_MC11g10562	0.00384	0.00384	0.00004	0	95.7605985
MvSl-1064-A1-R4_MC11g10563	0.00002	0	0.01703	0	0.001174391
MvSl-1064-A1-R4_A1g01188	0.00001	0.00002	0.00508	0.00505	0.001968465
MvSl-1064-A1-R4_MC11g10566	0.00406	0.00118	0.01863	0.01274	0.217926903
MvSl-1064-A1-R4_MC11g10568	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10570	0.00159	0.0016	0.00648	0.00652	0.245366584
MvSl-1064-A1-R4_MC11g10571	0.0085	0.00201	0.00443	0.00223	1.91869258
MvSl-1064-A1-R4_MC11g10572	0	0.00046	0.00001	0	0
MvSl-1064-A1-R4_MC11g10579	0.01134	0.00809	0.00011	0.00054	102.9972752
MvSl-1064-A1-R4_A1g01189	0.97304	0.17935	0.97388	0.35118	0.999137368
MvSl-1064-A1-R4_MC11g10580	0.00706	0.00413	0.00502	0.00517	1.406346487
MvSl-1064-A1-R4_MC11g10581	0.00251	0.00221	0.01896	0.01095	0.132383268
MvSl-1064-A1-R4_MC11g10582	0	0	0.00002	0	0
MvSl-1064-A1-R4_MC11g10583	0.00048	0.00048	0.00261	0.00185	0.183901
MvSl-1064-A1-R4_MC11g10584	0	0	0.00403	0.0005	0
MvSl-1064-A1-R4_MC11g10585	0.00001	0	0.01402	0.00107	0.000713262
MvSl-1064-A1-R4_MC11g10587	0.0042	0.00423	0.00004	0.00101	104.7381546
MvSl-1064-A1-R4_MC11g10589	0.01119	0.00653	0.00011	0.00095	101.6348774
MvSl-1064-A1-R4_MC11g10590	0.00159	0.00093	0.00002	0.00026	79.10447761
MvSl-1064-A1-R4_A1g01191	0.00001	0	0.01344	0	0.000744042
MvSl-1064-A1-R4_MC11g10591	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10592	0.00348	0.00246	0.00004	0.00011	86.78304239
MvSl-1064-A1-R4_MC11g10593	0.00459	0.00454	0.13542	0.06937	0.033894525
MvSl-1064-A1-R4_MC11g10594	0.00001	0	0.00646	0.00061	0.001547964
MvSl-1064-A1-R4_MC11g10595	0.00301	0.00366	0.01345	0.0107	0.223790158
MvSl-1064-A1-R4_MC11g10604	0	0.00259	0.00001	0.00587	0
MvSl-1064-A1-R4_MC11g10606	0.00472	0.00473	0.01826	0.01305	0.258487084
MvSl-1064-A1-R4_MC11g10608	0.01054	0.00491	0.01216	0.00975	0.866769188
MvSl-1064-A1-R4_MC11g10610	0	0	0.00435	0.00024	0
MvSl-1064-A1-R4_A1g01193	0.00211	0.00211	0.00355	0.00355	0.594349455
MvSl-1064-A1-R4_MC11g10613	0.00419	0.00297	0.00004	0.00012	104.4887781
MvSl-1064-A1-R4_MC11g10614	0.00137	0.00097	0.00486	0.00344	0.281887204
MvSl-1064-A1-R4_MC11g10618	0.61403	0.07051	4.3846	2.78625	0.140042418
MvSl-1064-A1-R4_MC11g10620	0.00751	0.00535	0.01389	0.01402	0.540672853
MvSl-1064-A1-R4_MC11g10621	0.00002	0	0.01564	0.00085	0.001278764
MvSl-1064-A1-R4_MC11g10622	0.0009	0.0009	0.00401	0.00284	0.224433306
MvSl-1064-A1-R4_A1g01194	0.00234	0.00235	0.00002	0.0001	116.4179104
MvSl-1064-A1-R4_MC11g10627	0.01368	0.00485	0.00476	0.0047	2.873889204
MvSl-1064-A1-R4_MC11g10633	0.00262	0.00262	0.00003	0	87.04318937
MvSl-1064-A1-R4_MC11g10634	0	0.00075	0.00001	0	0
MvSl-1064-A1-R4_MC11g10635	0.00002	0	0.02186	0	0.000914909
MvSl-1064-A1-R4_MC11g10636	0.0093	0.0066	0.01299	0.0131	0.715929823
MvSl-1064-A1-R4_A1g01195	0.00185	0.00185	0.00002	0.00006	92.039801
MvSl-1064-A1-R4_MC11g10638	0.10324	0.01916	0.1447	0.04247	0.713475664
MvSl-1064-A1-R4_MC11g10639	0.00261	0.00185	0.00003	0.00008	86.71096346
MvSl-1064-A1-R4_MC11g10641	0	0.00407	0.00001	0.00782	0
MvSl-1064-A1-R4_MC11g10657	0.0044	0.00255	0.00004	0.00028	109.7256858
MvSl-1064-A1-R4_MC11g10658	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g01196	0.04918	0.01841	0.05731	0.03205	0.858138443
MvSl-1064-A1-R4_MC11g10662	0.00555	0.00199	0.00874	0.00346	0.635004176
MvSl-1064-A1-R4_MC11g10663	0.00273	0.00158	0.00003	0.00015	90.69767442
MvSl-1064-A1-R4_MC11g10664	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10665	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10666	0.79365	0.0803	1.51487	0.36434	0.523906307
MvSl-1064-A1-R4_MC11g10667	0.00001	0	0.0086	0	0.001162777
MvSl-1064-A1-R4_MC11g10668	0.00308	0.00308	0.00926	0.0093	0.332609799
MvSl-1064-A1-R4_MC11g10669	0.00261	0.00253	0.01666	0.01162	0.156661725
MvSl-1064-A1-R4_MC11g10670	0.00215	0.00215	0.00002	0.00007	106.9651741
MvSl-1064-A1-R4_A1g01197	0.00635	0.00213	0.01033	0.00427	0.614708473
MvSl-1064-A1-R4_MC11g10672	0.01288	0.0037	0.0311	0.00934	0.414146578
MvSl-1064-A1-R4_MC11g10674	0.01347	0.00464	0.06256	0.02154	0.215312955
MvSl-1064-A1-R4_MC11g10675	0.00001	0	0.01011	0	0.00098911
MvSl-1064-A1-R4_MC11g10676	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10678	0.00211	0.00211	0.00002	0	104.9751244
MvSl-1064-A1-R4_MC11g10680	0.00699	0.00356	0.03675	0.01877	0.190203564
MvSl-1064-A1-R4_MC11g10682	0.01256	0.00508	0.0218	0.01275	0.576144146
MvSl-1064-A1-R4_MC11g10683	0.00298	0.00299	0.00003	0.00021	99.00332226
MvSl-1064-A1-R4_MC11g10684	0.00001	0	0.00745	0	0.001342264
MvSl-1064-A1-R4_MC11g10687	0	0.00011	0.00001	0.00035	0
MvSl-1064-A1-R4_MC11g10690	0.26686	0.04593	0.70396	0.17329	0.379083985
MvSl-1064-A1-R4_MC11g10693	0.00001	0	0.00563	0	0.001776167
MvSl-1064-A1-R4_MC11g10694	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10695	0.00283	0.00163	0.0043	0.00426	0.65812423
MvSl-1064-A1-R4_MC11g10696	0.0142	0.00715	0.02688	0.01569	0.528271844
MvSl-1064-A1-R4_MC11g10697	0.00002	0	0.01743	0.00163	0.00114744
MvSl-1064-A1-R4_MC11g10701	0.0108	0.00625	0.00011	0	98.09264305
MvSl-1064-A1-R4_MC11g10702	0	0.00013	0.00001	0.02661	0
MvSl-1064-A1-R4_A1g00107	0.60928	0.08283	2.9962	1.72911	0.203350904
MvSl-1064-A1-R4_A1g01200	0.00351	0.00203	0.00601	0.00426	0.584016905
MvSl-1064-A1-R4_MC11g10703	0	0.00004	0.00002	0.00169	0
MvSl-1064-A1-R4_MC11g10704	0.00001	0	0.00663	0.00043	0.001508273
MvSl-1064-A1-R4_MC11g10705	0.02636	0.01077	0.10147	0.03966	0.25978096
MvSl-1064-A1-R4_MC11g10706	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10707	0.00186	0.00131	0.00002	0	92.53731343
MvSl-1064-A1-R4_MC11g10708	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10709	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC11g10710	0.00167	0.00118	0.00002	0.00001	83.08457711
MvSl-1064-A1-R4_MC11g10712	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g01201	0.00641	0.00121	0.00952	0.0018	0.673312255
MvSl-1064-A1-R4_MC11g10713	0.00084	0.00084	0.00159	0.00159	0.528268662
MvSl-1064-A1-R4_MC11g10714	0.00152	0.00088	0.00002	0.00003	75.62189055
MvSl-1064-A1-R4_MC11g10716	0.00001	0	0.00734	0.0005	0.001362379
MvSl-1064-A1-R4_MC11g10720	0.00406	0.00287	0.00004	0.00015	101.2468828
MvSl-1064-A1-R4_MC11g10721	0.18798	0.03042	0.35282	0.07965	0.532792775
MvSl-1064-A1-R4_A1g01202	0.00208	0.00208	0.00002	0.00006	103.4825871
MvSl-1064-A1-R4_MC11g10723	0.00057	0.00057	0.0027	0.00192	0.211103292
MvSl-1064-A1-R4_MC11g10724	0	0	0.0046	0	0
MvSl-1064-A1-R4_MC11g10726	0.00736	0.0031	0.00759	0.0038	0.969684194
MvSl-1064-A1-R4_MC11g10727	0.00456	0.00228	0.00555	0.00392	0.821606818
MvSl-1064-A1-R4_MC11g10729	0.01095	0.00493	0.0208	0.0121	0.526439777
MvSl-1064-A1-R4_MC11g10731	0.0047	0.00334	0.01113	0.00793	0.422278326
MvSl-1064-A1-R4_MC11g10738	0.00229	0.00109	0.01316	0.00377	0.174010836
MvSl-1064-A1-R4_MC12g10750	0.00984	0.00404	0.02181	0.00895	0.45116712
MvSl-1064-A1-R4_MC12g10751	0.00183	0.00184	0.00002	0.00009	91.04477612
MvSl-1064-A1-R4_A1g01203	0.0021	0.00121	0.00531	0.00308	0.395472778
MvSl-1064-A1-R4_MC12g10752	0.00136	0.00096	0.00385	0.00275	0.353237578
MvSl-1064-A1-R4_MC12g10753	0.00847	0.00599	0.01905	0.01353	0.444617089
MvSl-1064-A1-R4_MC12g10755	0.00298	0.00174	0.00228	0.00235	1.306960221
MvSl-1064-A1-R4_MC12g10756	0.00179	0.00125	0.00225	0.0022	0.795520199
MvSl-1064-A1-R4_MC12g10759	0.01088	0.00631	0.00213	0.00171	5.107741421
MvSl-1064-A1-R4_MC12g10760	0.00317	0.00226	0.00707	0.00506	0.448367067
MvSl-1064-A1-R4_MC12g10761	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g01204	0.00173	0.00122	0.00002	0.00003	86.06965174
MvSl-1064-A1-R4_MC12g10763	0.00188	0.00133	0.00002	0.00004	93.53233831
MvSl-1064-A1-R4_MC12g10765	0.00719	0.004	0.00007	0	102.5677603
MvSl-1064-A1-R4_MC12g10767	0.74534	0.10609	2.0896	1.01915	0.356690259
MvSl-1064-A1-R4_MC12g10768	0	0	0.00125	0.00014	0
MvSl-1064-A1-R4_MC12g10769	0.0055	0.00552	0.00006	0.0002	91.51414309
MvSl-1064-A1-R4_MC12g10770	0.66786	0.09139	35.04187	311.83803	0.019058914
MvSl-1064-A1-R4_MC12g10771	0.00532	0.00381	0.00993	0.01025	0.535744857
MvSl-1064-A1-R4_A1g01205	0.00371	0.00263	0.00684	0.00486	0.542389731
MvSl-1064-A1-R4_MC12g10774	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10775	0.00229	0.00161	0.00398	0.00395	0.575362428
MvSl-1064-A1-R4_MC12g10783	0.00394	0.00395	0.00004	0	98.25436409
MvSl-1064-A1-R4_MC12g10784	0.00136	0.00133	0.01148	0.00661	0.118465867
MvSl-1064-A1-R4_MC12g10785	0.0016	0.00159	0.00316	0.00314	0.506313091
MvSl-1064-A1-R4_MC12g10788	0.84284	0.13244	31.21747	78.68683	0.026998985
MvSl-1064-A1-R4_MC12g10790	0.001	0.001	0.00491	0.00349	0.20366184
MvSl-1064-A1-R4_MC12g10792	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC12g10793	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10794	0.00071	0.00049	0.00102	0.00096	0.696010195
MvSl-1064-A1-R4_MC12g10795	0.00254	0.0018	0.00003	0	84.38538206
MvSl-1064-A1-R4_MC12g10796	0.00781	0.00548	0.00008	0	97.5031211
MvSl-1064-A1-R4_MC12g10797	0.0043	0.00176	0.00459	0.00327	0.936798763
MvSl-1064-A1-R4_MC12g10798	0.00001	0	0.00897	0.00041	0.001114815
MvSl-1064-A1-R4_MC12g10801	0.00351	0.00353	0.00786	0.00791	0.446559204
MvSl-1064-A1-R4_MC12g10803	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10804	0.20799	0.03456	0.37281	0.10504	0.557897975
MvSl-1064-A1-R4_MC12g10805	0.00079	0.00079	0.00164	0.00165	0.481677946
MvSl-1064-A1-R4_MC12g10806	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10807	0	0.00004	0.00001	0	0
MvSl-1064-A1-R4_A1g01212	0.00001	0	0.00587	0	0.001703548
MvSl-1064-A1-R4_MC12g10811	0.00069	0.00069	0.00001	0.00002	68.31683168
MvSl-1064-A1-R4_MC12g10812	1.4038	0.19523	45.52615	32.52032	0.030835026
MvSl-1064-A1-R4_MC12g10813	0.00248	0.00175	0.00003	0.00005	82.39202658
MvSl-1064-A1-R4_MC12g10814	0.00718	0.00324	0.01115	0.00565	0.643940413
MvSl-1064-A1-R4_MC12g10815	0.00569	0.0033	0.00424	0.00425	1.341949482
MvSl-1064-A1-R4_MC12g10816	0.00195	0.00197	0.00537	0.00543	0.36312173
MvSl-1064-A1-R4_MC12g10817	0.00067	0.00061	0.0018	0.0016	0.372201544
MvSl-1064-A1-R4_A1g01213	0.00725	0.00171	0.0133	0.00345	0.545108683
MvSl-1064-A1-R4_MC12g10821	0.00107	0.00108	0.00197	0.00199	0.543119639
MvSl-1064-A1-R4_MC12g10823	0.00001	0	0.01033	0.00211	0.000968045
MvSl-1064-A1-R4_MC12g10824	0.00002	0	0.01563	0.00254	0.001279582
MvSl-1064-A1-R4_MC12g10825	0	0	0.00002	0	0
MvSl-1064-A1-R4_MC12g10826	0	0.03539	0.00001	0.07981	0
MvSl-1064-A1-R4_MC12g10827	0.00168	0.00169	0.00002	0.0002	83.58208955
MvSl-1064-A1-R4_MC12g10828	0.04303	0.0142	0.06336	0.02967	0.679134029
MvSl-1064-A1-R4_A1g01215	0.00281	0.00281	0.00003	0.0001	93.35548173
MvSl-1064-A1-R4_MC12g10833	0.00087	0.00088	0.00897	0.00641	0.096988885
MvSl-1064-A1-R4_MC12g10835	0.00398	0.00385	0.01565	0.01514	0.254311474
MvSl-1064-A1-R4_MC12g10836	0	0.01259	0.00001	0.02678	0
MvSl-1064-A1-R4_MC12g10837	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10838	0.00076	0.00076	0.00222	0.00222	0.342326922
MvSl-1064-A1-R4_MC12g10839	0.00134	0.00095	0.00172	0.00171	0.779024475
MvSl-1064-A1-R4_MC12g10840	0.00083	0.00083	0.00001	0.00003	82.17821782
MvSl-1064-A1-R4_A1g01216	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10841	0.00001	0	0.01115	0.00113	0.000896853
MvSl-1064-A1-R4_MC12g10842	0.00531	0.00376	0.00005	0.00019	105.988024
MvSl-1064-A1-R4_MC12g10844	0.00192	0.0014	0.01166	0.00607	0.164664111
MvSl-1064-A1-R4_MC12g10845	0	0	0.00332	0.00002	0
MvSl-1064-A1-R4_MC12g10846	0.00001	0	0.00676	0.00046	0.001479268
MvSl-1064-A1-R4_MC12g10847	0.11854	0.02874	0.25571	0.09476	0.463571834
MvSl-1064-A1-R4_MC12g10848	0.00374	0.00152	0.00439	0.00252	0.851916813
MvSl-1064-A1-R4_MC12g10850	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC12g10851	0.00119	0.00118	0.00239	0.00237	0.497887118
MvSl-1064-A1-R4_MC12g10852	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10855	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10856	0.00238	0.00169	0.00824	0.00413	0.288831446
MvSl-1064-A1-R4_MC12g10858	0.00508	0.00127	0.03134	0.00933	0.162092654
MvSl-1064-A1-R4_MC12g10859	0.00001	0	0.00776	0.00061	0.001288643
MvSl-1064-A1-R4_MC12g10860	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g01219	0.00114	0.00109	0.00183	0.00174	0.622916781
MvSl-1064-A1-R4_MC12g10862	0.00421	0.00412	0.0145	0.01416	0.290342825
MvSl-1064-A1-R4_MC12g10866	0.02195	0.00783	0.07296	0.02378	0.300849368
MvSl-1064-A1-R4_MC12g10867	0.01478	0.00648	0.02516	0.01232	0.587438047
MvSl-1064-A1-R4_MC12g10868	0.00002	0	0.01662	0.00119	0.001203362
MvSl-1064-A1-R4_MC12g10870	0	0.00684	0.00001	0.02625	0
MvSl-1064-A1-R4_MC12g10871	0.00176	0.00177	0.00908	0.00919	0.193830464
MvSl-1064-A1-R4_MC12g10872	0.00815	0.00472	0.00008	0.0004	101.7478152
MvSl-1064-A1-R4_MC12g10876	0.00507	0.00508	0.00927	0.00932	0.546919666
MvSl-1064-A1-R4_MC12g10878	0.00048	0.00048	0.00332	0.00192	0.144573959
MvSl-1064-A1-R4_MC12g10879	0.01829	0.00535	0.01218	0.00443	1.501629707
MvSl-1064-A1-R4_MC12g10880	0.02229	0.00848	0.0356	0.01373	0.626121837
MvSl-1064-A1-R4_MC12g10881	0.00208	0.00208	0.00476	0.00478	0.43696561
MvSl-1064-A1-R4_MC12g10882	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10883	0.00909	0.00647	0.00009	0.00098	100.8879023
MvSl-1064-A1-R4_MC12g10885	0.00001	0	0.00825	0	0.001212107
MvSl-1064-A1-R4_MC12g10886	0.63473	0.11717	72.86936	113.28758	0.00871052
MvSl-1064-A1-R4_MC12g10887	0.00077	0.00074	0.00286	0.00271	0.269221356
MvSl-1064-A1-R4_MC12g10888	0	0	0.00002	0.00101	0
MvSl-1064-A1-R4_MC12g10889	0.00001	0	0.00923	0.00105	0.001083412
MvSl-1064-A1-R4_MC12g10890	0.0048	0.00203	0.00477	0	1.006268212
MvSl-1064-A1-R4_MC12g10892	0.00241	0.00241	0.00002	0.00033	119.9004975
MvSl-1064-A1-R4_MC12g10896	0.01042	0.00779	0.00897	0.00989	1.161636994
MvSl-1064-A1-R4_MC12g10897	0.00143	0.00144	0.00648	0.0046	0.220675607
MvSl-1064-A1-R4_MC12g10898	0.00938	0.00545	0.01217	0.01225	0.770741407
MvSl-1064-A1-R4_MC12g10899	0.01753	0.00889	0.08098	0.04188	0.216472936
MvSl-1064-A1-R4_MC12g10901	0.00001	0	0.00621	0.00037	0.00161028
MvSl-1064-A1-R4_MC12g10902	0	0.00007	0.00002	0.00306	0
MvSl-1064-A1-R4_MC12g10903	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC12g10905	0.7274	0.10077	2.73987	1.29666	0.265487039
MvSl-1064-A1-R4_MC12g10906	0	0	0.00417	0.00034	0
MvSl-1064-A1-R4_MC12g10907	0.63782	0.08831	61.86684	102.81064	0.010309562
MvSl-1064-A1-R4_A1g01224	0.00204	0.00205	0.00358	0.00361	0.569816486
MvSl-1064-A1-R4_MC12g10908	0.00386	0.00223	0.00004	0.00007	96.25935162
MvSl-1064-A1-R4_MC12g10909	0.00621	0.00359	0.00006	0.00015	103.327787
MvSl-1064-A1-R4_MC12g10911	0	0.00002	0.00003	0.00256	0
MvSl-1064-A1-R4_MC12g10913	0	0	0	0	0
MvSl-1064-A1-R4_MC12g10914	0.0049	0.00358	0.00657	0.00591	0.745802956
MvSl-1064-A1-R4_MC12g10915	0.00453	0.00227	0.00967	0.00485	0.468454308
MvSl-1064-A1-R4_MC12g10917	0.00002	0	0.01508	0	0.001326251
MvSl-1064-A1-R4_A1g01225	0.00156	0.00155	0.0035	0.00348	0.445701551
MvSl-1064-A1-R4_MC12g10918	0	0	0.00357	0.0006	0
MvSl-1064-A1-R4_MC12g10919	0	0	0.00325	0	0
MvSl-1064-A1-R4_MC12g10920	0.00603	0.0035	0.00006	0	100.3327787
MvSl-1064-A1-R4_MC12g10921	0.00376	0.00117	0.00158	0.00103	2.379596228
MvSl-1064-A1-R4_MC12g10922	0.01034	0.00733	0.0001	0.00005	103.2967033
MvSl-1064-A1-R4_MC12g10923	0.00272	0.00157	0.00556	0.00393	0.489199835
MvSl-1064-A1-R4_MC12g10924	0.403	0.05422	0.52041	0.1108	0.774389275
MvSl-1064-A1-R4_MC12g10925	0.00204	0.00204	0.01215	0.00862	0.167899853
MvSl-1064-A1-R4_MC12g10927	0.60213	0.052	2.4362	0.74117	0.247159501
