gene	dn	dnse	ds	dsse	dnds
MvSl-1064-A1-R4_MC03g04825	0.00201	0.001	0.00126	0.00124	1.595111499
MvSl-1064-A1-R4_MC03g04827	0	0	0.00274	0	0
MvSl-1064-A1-R4_MC03g04828	0	0	0.00468	0	0
MvSl-1064-A1-R4_MC03g04829	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04830	0.00196	0.00199	0.00002	0.00067	97.51243781
MvSl-1064-A1-R4_MC03g04834	0.00001	0	0.00625	0	0.001599974
MvSl-1064-A1-R4_A1g00503	0	0.00005	0.00002	0.00805	0
MvSl-1064-A1-R4_MC03g04835	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04836	0.00467	0.0027	0.00005	0.00016	93.21357285
MvSl-1064-A1-R4_MC03g04837	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04838	0	0	0.00291	0	0
MvSl-1064-A1-R4_MC03g04841	0.44995	0.06462	1.08224	0.28556	0.415758019
MvSl-1064-A1-R4_MC03g04843	0.63267	0.07706	3.43449	1.61405	0.184210751
MvSl-1064-A1-R4_MC03g04844	0.01285	0.00912	0.00013	0.00023	98.77017679
MvSl-1064-A1-R4_MC03g04846	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00504	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04848	0.00585	0.00338	0.00006	0.00004	97.33777038
MvSl-1064-A1-R4_MC03g04849	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04850	0.00752	0.0034	0.01997	0.00896	0.376562962
MvSl-1064-A1-R4_MC03g04851	0.00087	0.00087	0.00001	0.00001	86.13861386
MvSl-1064-A1-R4_MC03g04852	0.25224	0.04429	0.38448	0.10507	0.656054761
MvSl-1064-A1-R4_MC03g04853	0.00221	0.00222	0.01261	0.00899	0.175256342
MvSl-1064-A1-R4_MC03g04854	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04855	0.2781	0.05455	0.62612	0.19348	0.444163987
MvSl-1064-A1-R4_MC03g04856	0.00139	0.00139	0.00001	0.00006	137.6237624
MvSl-1064-A1-R4_A1g00505	0.00327	0.00329	0.0096	0.0097	0.340621452
MvSl-1064-A1-R4_MC03g04857	0.00065	0.00064	0.0018	0.0018	0.36109105
MvSl-1064-A1-R4_MC03g04858	0.00001	0	0.01126	0	0.000888092
MvSl-1064-A1-R4_MC03g04863	0.0134	0	0.06291	0	0.213002364
MvSl-1064-A1-R4_MC03g04865	0.0017	0.00169	0.00547	0.00542	0.310780424
MvSl-1064-A1-R4_MC03g04868	0.0101	0.00585	0.0001	0.00088	100.8991009
MvSl-1064-A1-R4_MC03g04869	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00044	0.01903	0.00859	0.01099	0.01115	1.731558403
MvSl-1064-A1-R4_A1g00506	0.04878	0.01625	0.15966	0.05996	0.305524048
MvSl-1064-A1-R4_MC03g04870	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04872	0.00048	0.00048	0.00582	0.00337	0.08247281
MvSl-1064-A1-R4_MC03g04874	0.00001	0.00036	0.00921	0.01048	0.001085765
MvSl-1064-A1-R4_MC03g04877	0.00491	0.00284	0.00005	0.00017	98.00399202
MvSl-1064-A1-R4_MC03g04878	0.01249	0.00316	0.01871	0.00601	0.667553888
MvSl-1064-A1-R4_MC03g04879	0.00828	0.0025	0.00784	0.00391	1.056108978
MvSl-1064-A1-R4_MC03g04882	0.00327	0.00115	0.00843	0.00296	0.387895754
MvSl-1064-A1-R4_A1g00507	0.00408	0.00408	0.00004	0.00027	101.7456359
MvSl-1064-A1-R4_MC03g04883	0.00672	0.0028	0.00479	0	1.402893468
MvSl-1064-A1-R4_MC03g04885	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04886	0.65634	0.09424	1.97013	0.60122	0.333145512
MvSl-1064-A1-R4_MC03g04888	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04889	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04890	0	0	0.00428	0	0
MvSl-1064-A1-R4_MC03g04892	0.00605	0.00429	0.00006	0.0003	100.6655574
MvSl-1064-A1-R4_A1g00508	0.00337	0.00338	0.01172	0.0118	0.287540209
MvSl-1064-A1-R4_MC03g04893	0.75591	0.1043	1.02447	0.26323	0.737854624
MvSl-1064-A1-R4_MC03g04896	0.00671	0.00155	0.01276	0.00344	0.525857948
MvSl-1064-A1-R4_MC03g04912	0.00294	0.00079	0.00675	0.00191	0.435549103
MvSl-1064-A1-R4_MC03g04915	0.00546	0.00387	0.00006	0.00022	90.84858569
MvSl-1064-A1-R4_MC03g04916	0.00172	0.00171	0.00628	0.0063	0.273880989
MvSl-1064-A1-R4_MC03g04917	0.00069	0.00069	0.00159	0.00159	0.433934973
MvSl-1064-A1-R4_MC03g04918	0	0.00012	0.00001	0.01741	0
MvSl-1064-A1-R4_MC03g04919	0.111	0.02759	0.41462	0.13582	0.267714952
MvSl-1064-A1-R4_MC03g04920	0.01086	0.00415	0.01997	0.00778	0.543813
MvSl-1064-A1-R4_MC03g04921	0.00001	0	0.00644	0	0.001552771
MvSl-1064-A1-R4_A1g00509	0.00751	0.00442	0.00906	0.00535	0.828909173
MvSl-1064-A1-R4_MC03g04922	0.00001	0	0.00787	0	0.001270632
MvSl-1064-A1-R4_MC03g04923	0.00181	0.00091	0.00002	0.00002	90.04975124
MvSl-1064-A1-R4_MC03g04924	0.00119	0.00119	0.00001	0	117.8217822
MvSl-1064-A1-R4_MC03g04926	0.71931	0.09455	1.22651	0.34648	0.586468876
MvSl-1064-A1-R4_MC03g04927	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04929	0.00214	0.00214	0.00002	0.00006	106.4676617
MvSl-1064-A1-R4_MC03g04931	0.00142	0.00143	0.00001	0.00015	140.5940594
MvSl-1064-A1-R4_A1g00510	0.00167	0.00167	0.00002	0.00006	83.08457711
MvSl-1064-A1-R4_MC03g04933	0	0.00005	0.00001	0	0
MvSl-1064-A1-R4_MC03g04935	0	0.00002	0.00002	0	0
MvSl-1064-A1-R4_MC03g04936	0.16353	0.02589	0.42814	0.08926	0.381954412
MvSl-1064-A1-R4_MC03g04946	0.01619	0.00812	0.00016	0.00008	101.1242973
MvSl-1064-A1-R4_MC03g04947	0.00372	0.00372	0.00004	0.00023	92.7680798
MvSl-1064-A1-R4_MC03g04948	0.0025	0.0008	0.00403	0.00129	0.620332002
MvSl-1064-A1-R4_MC03g04950	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04953	0.00346	0.00347	0.00003	0.00012	114.9501661
MvSl-1064-A1-R4_MC03g04962	0.64186	0.08612	1.0699	0.30804	0.599925171
MvSl-1064-A1-R4_MC03g04965	0.00001	0	0.00679	0	0.001472732
MvSl-1064-A1-R4_MC03g04967	0.66819	0.08205	53.1008	68.28797	0.012583426
MvSl-1064-A1-R4_MC03g04968	0	0.00007	0.00002	0	0
MvSl-1064-A1-R4_MC03g04969	0.00325	0.00326	0.00919	0.00923	0.353641418
MvSl-1064-A1-R4_MC03g04970	0.91906	0.16547	65.15006	128.92869	0.014106817
MvSl-1064-A1-R4_MC03g04971	0.00631	0.0031	0.02184	0.01067	0.288918091
MvSl-1064-A1-R4_MC03g04972	0.70662	0.10104	55.30225	137.65114	0.012777419
MvSl-1064-A1-R4_MC03g04973	0.00047	0.00049	0.00112	0.00115	0.419605392
MvSl-1064-A1-R4_MC03g04974	0.00329	0.0033	0.00003	0.00122	109.3023256
MvSl-1064-A1-R4_MC03g04975	0.00329	0.00331	0.01108	0.01118	0.296928728
MvSl-1064-A1-R4_MC03g04976	0	0	0.00002	0	0
MvSl-1064-A1-R4_MC03g04977	0	0	0.0018	0	0
MvSl-1064-A1-R4_MC03g04978	0.00206	0.00146	0.00476	0.00337	0.432764018
MvSl-1064-A1-R4_MC03g04979	0.00001	0	0.01232	0.00093	0.000811682
MvSl-1064-A1-R4_MC03g04980	0.00147	0.00094	0.01005	0.00607	0.146267201
MvSl-1064-A1-R4_A1g00513	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04981	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04984	0.00417	0.00187	0.00004	0.00002	103.9900249
MvSl-1064-A1-R4_MC03g04985	0.00137	0.00133	0.00295	0.00287	0.464391038
MvSl-1064-A1-R4_MC03g04989	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_A1g00514	0.00119	0.00068	0.00108	0.00063	1.101749838
MvSl-1064-A1-R4_MC03g04991	0.00223	0.00224	0.00002	0.00011	110.9452736
MvSl-1064-A1-R4_MC03g04992	0.00161	0.00093	0.00126	0.00072	1.277676375
MvSl-1064-A1-R4_MC03g04993	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g04994	0.0039	0.00392	0.00004	0.00287	97.25685786
MvSl-1064-A1-R4_MC03g04997	0.00002	0	0.02505	0.00185	0.0007984
MvSl-1064-A1-R4_MC03g04998	0.00236	0.00135	0.00223	0.00217	1.058248509
MvSl-1064-A1-R4_MC03g05000	0.00001	0	0.01211	0.00111	0.000825757
MvSl-1064-A1-R4_A1g00515	0	0	0.00177	0	0
MvSl-1064-A1-R4_MC03g05003	0.7665	0.09423	72.29469	102.28316	0.010602438
MvSl-1064-A1-R4_MC03g05004	0.00264	0.00186	0.00291	0.0029	0.90718532
MvSl-1064-A1-R4_MC03g05005	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05007	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05008	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05009	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05010	0.00073	0.00051	0.003	0.00212	0.243325222
MvSl-1064-A1-R4_A1g00516	0.00001	0	0.00702	0.00048	0.001424481
MvSl-1064-A1-R4_MC03g05014	0.00379	0.00379	0.00004	0.00277	94.51371571
MvSl-1064-A1-R4_MC03g05023	0.00001	0	0.00578	0	0.001730074
MvSl-1064-A1-R4_MC03g05025	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05026	0.00731	0.00518	0.00007	0.00045	104.2796006
MvSl-1064-A1-R4_MC03g05027	0.00324	0.00324	0.00003	0.00003	107.641196
MvSl-1064-A1-R4_MC03g05028	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC03g05029	0.00001	0	0.00749	0	0.001335096
MvSl-1064-A1-R4_MC03g05030	0.00001	0	0.00656	0.00027	0.001524367
MvSl-1064-A1-R4_MC03g05031	0.00159	0.00112	0.00193	0.00191	0.823791513
MvSl-1064-A1-R4_MC03g05033	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05034	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05035	0.00278	0.00279	0.01743	0.01241	0.159494208
MvSl-1064-A1-R4_A1g00518	0.07606	0.02132	0.13878	0.05495	0.548061285
MvSl-1064-A1-R4_MC03g05044	0.00536	0.0031	0.01008	0.00715	0.531740757
MvSl-1064-A1-R4_MC03g05045	0.00119	0.00119	0.0033	0.00331	0.360595133
MvSl-1064-A1-R4_MC03g05046	0.00001	0	0.01107	0	0.000903334
MvSl-1064-A1-R4_MC03g05047	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05048	0.00322	0.00226	0.00003	0	106.9767442
MvSl-1064-A1-R4_MC03g05049	0.00183	0.0013	0.00603	0.0043	0.303477554
MvSl-1064-A1-R4_MC03g05050	0.00101	0.00071	0.00198	0.0014	0.510075249
MvSl-1064-A1-R4_A1g00519	0	0.00004	0.00001	0	0
MvSl-1064-A1-R4_MC03g05052	0.00662	0.00664	0.01195	0.01203	0.55397026
MvSl-1064-A1-R4_MC03g05053	0.00001	0	0.00684	0	0.001461967
MvSl-1064-A1-R4_MC03g05054	0	0	0.0018	0.00006	0
MvSl-1064-A1-R4_MC03g05056	0	0.00001	0.00424	0.00428	0
MvSl-1064-A1-R4_MC03g05057	0.00178	0.00178	0.00002	0	88.55721393
MvSl-1064-A1-R4_MC03g05058	0.00102	0.00102	0.00001	0.00002	100.990099
MvSl-1064-A1-R4_MC03g05059	0.00119	0.00069	0.00187	0.00112	0.636329608
MvSl-1064-A1-R4_MC03g05060	0.00101	0.00101	0.00001	0.00005	100
MvSl-1064-A1-R4_A1g00520	0.0024	0.00238	0.00415	0.00412	0.578299318
MvSl-1064-A1-R4_MC03g05063	0.00409	0.00409	0.00004	0.0002	101.9950125
MvSl-1064-A1-R4_MC03g05064	0.00212	0.00072	0.00558	0.00182	0.379921507
MvSl-1064-A1-R4_MC03g05065	0.04	0.01445	0.15191	0.06013	0.263313631
MvSl-1064-A1-R4_MC03g05066	0.00001	0	0.00718	0	0.001392738
MvSl-1064-A1-R4_MC03g05067	0	0	0.00358	0.00026	0
MvSl-1064-A1-R4_MC03g05068	0.00884	0.00395	0.00506	0.00227	1.747001047
MvSl-1064-A1-R4_MC03g05069	0.00001	0.00004	0.01041	0.00724	0.000960606
MvSl-1064-A1-R4_MC03g05071	0.00461	0.00231	0.06088	0.01872	0.075722609
MvSl-1064-A1-R4_MC03g05072	0.01158	0.00821	0.00012	0	96.41965029
MvSl-1064-A1-R4_A1g00521	0.00275	0.00159	0.00003	0.00005	91.36212625
MvSl-1064-A1-R4_MC03g05073	0.00329	0.00233	0.00394	0.00397	0.835004188
MvSl-1064-A1-R4_MC03g05075	0.00001	0	0.00917	0.00072	0.001090501
MvSl-1064-A1-R4_MC03g05076	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05077	0.00168	0.00168	0.00002	0.00005	83.58208955
MvSl-1064-A1-R4_MC03g05078	0.00521	0.00368	0.00664	0.00659	0.784626738
MvSl-1064-A1-R4_MC03g05080	0.00182	0.00182	0.00002	0.00006	90.54726368
MvSl-1064-A1-R4_MC03g05081	0.01232	0.00714	0.00012	0.00054	102.5811823
MvSl-1064-A1-R4_A1g00522	0.0083	0.00581	0.00953	0.0093	0.870924754
MvSl-1064-A1-R4_MC03g05083	0.00148	0.00086	0.00829	0.00315	0.178526194
MvSl-1064-A1-R4_MC03g05086	0.00458	0.00261	0.00005	0	91.41716567
MvSl-1064-A1-R4_MC03g05087	0.00814	0.00577	0.00008	0.00006	101.6229713
MvSl-1064-A1-R4_MC03g05089	0.00143	0.00085	0.00578	0.0033	0.247400564
MvSl-1064-A1-R4_MC03g05090	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05091	0.00788	0.00324	0.0032	0.00156	2.462423049
MvSl-1064-A1-R4_MC03g05092	0.0022	0.00127	0.00621	0.0036	0.354261606
MvSl-1064-A1-R4_MC03g05093	0.00647	0.00458	0.00007	0	92.29671897
MvSl-1064-A1-R4_MC03g05094	0.00334	0.00337	0.00923	0.00935	0.361859568
MvSl-1064-A1-R4_MC03g05095	0.00431	0.00423	0.01539	0.01501	0.280050162
MvSl-1064-A1-R4_MC03g05096	0	0.00006	0.00002	0.006	0
MvSl-1064-A1-R4_MC03g05097	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05100	0.00153	0.00108	0.00796	0.00357	0.192208641
MvSl-1064-A1-R4_MC03g05101	0.00179	0.00103	0.00319	0.00184	0.561110937
MvSl-1064-A1-R4_MC03g05102	0.00177	0.00177	0.00002	0	88.05970149
MvSl-1064-A1-R4_MC03g05103	0.0005	0.0005	0.00282	0.00163	0.177298677
MvSl-1064-A1-R4_MC03g05104	0.00884	0.00444	0.00009	0.00006	98.11320755
MvSl-1064-A1-R4_A1g00525	0	0.00006	0.00002	0	0
MvSl-1064-A1-R4_MC03g05106	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05110	0.0026	0.00262	0.02571	0.01299	0.101127572
MvSl-1064-A1-R4_MC03g05112	0	0	0.00417	0.00041	0
MvSl-1064-A1-R4_MC03g05114	0.00472	0.00213	0.00883	0.00398	0.534535283
MvSl-1064-A1-R4_MC03g05116	0.00334	0.00234	0.00389	0.00382	0.858589753
MvSl-1064-A1-R4_MC03g05118	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00526	0.00328	0.00328	0.00003	0.00028	108.9700997
MvSl-1064-A1-R4_MC03g05119	0.00002	0	0.01622	0.00119	0.001233038
MvSl-1064-A1-R4_MC03g05120	0.16274	0.03365	0.12591	0.04681	1.292509497
MvSl-1064-A1-R4_MC03g05121	0.01527	0.00676	0.02649	0.013	0.576441765
MvSl-1064-A1-R4_MC03g05122	0	0.00228	0.00001	0.0042	0
MvSl-1064-A1-R4_MC03g05124	0.00798	0.00563	0.00008	0	99.62546816
MvSl-1064-A1-R4_A1g00005	0	0	0.00487	0	0
MvSl-1064-A1-R4_A1g00046	0.70356	0.09123	2.57358	0.81752	0.27337793
MvSl-1064-A1-R4_A1g00527	0.00133	0.00133	0.00001	0	131.6831683
MvSl-1064-A1-R4_MC03g05135	0	0.01023	0.00001	0.02567	0
MvSl-1064-A1-R4_MC03g05137	0.66027	0.07585	1.92251	0.55434	0.343441629
MvSl-1064-A1-R4_MC03g05138	0	0	0.0045	0	0
MvSl-1064-A1-R4_MC03g05141	0.00119	0.00085	0.00306	0.00218	0.388876181
MvSl-1064-A1-R4_MC03g05143	0.00175	0.00175	0.00002	0.00001	87.06467662
MvSl-1064-A1-R4_MC03g05144	0	0.00001	0.00457	0.00461	0
MvSl-1064-A1-R4_MC03g05145	0	0	0.00329	0	0
MvSl-1064-A1-R4_A1g00528	0.66791	0.10102	1.71982	0.5887	0.388360387
MvSl-1064-A1-R4_MC03g05148	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05149	0.0064	0.00325	0.00041	0.00021	15.60594977
MvSl-1064-A1-R4_MC03g05153	0	0.00005	0.00002	0.01342	0
MvSl-1064-A1-R4_MC03g05154	0.00003	0	0.03164	0	0.000948164
MvSl-1064-A1-R4_MC03g05155	0.00002	0	0.02485	0.00191	0.000804826
MvSl-1064-A1-R4_MC03g05156	0	0.00002	0.00002	0.00518	0
MvSl-1064-A1-R4_MC03g05158	0.00237	0.00238	0.00002	0.00014	117.9104478
MvSl-1064-A1-R4_MC03g05159	0.00107	0.00048	0.0048	0.002	0.222912023
MvSl-1064-A1-R4_MC03g05160	0.00002	0	0.02164	0.00443	0.00092421
MvSl-1064-A1-R4_MC03g05161	0.72394	0.09735	14.99342	14.88239	0.048283847
MvSl-1064-A1-R4_MC03g05163	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05164	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05166	0.11823	0.03233	0.34424	0.1388	0.343452143
MvSl-1064-A1-R4_MC03g05167	0	0	0.00347	0	0
MvSl-1064-A1-R4_MC03g05168	0	0	0.00253	0	0
MvSl-1064-A1-R4_A1g00530	0.00001	0	0.00849	0.00185	0.001177842
MvSl-1064-A1-R4_MC03g05169	0.00578	0.00272	0.00409	0.00308	1.413168382
MvSl-1064-A1-R4_MC03g05170	0.00401	0.00391	0.00004	0	100
MvSl-1064-A1-R4_MC03g05171	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05175	0.00635	0.00638	0.00006	0.00063	105.6572379
MvSl-1064-A1-R4_MC03g05176	0.01599	0.00798	0.07025	0.03556	0.227615334
MvSl-1064-A1-R4_MC03g05177	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05178	0.00473	0.00334	0.00005	0	94.41117764
MvSl-1064-A1-R4_MC03g05183	0.00001	0	0.00694	0.00018	0.001440901
MvSl-1064-A1-R4_MC03g05184	0.00279	0.00284	0.00877	0.009	0.318126361
MvSl-1064-A1-R4_MC03g05186	0.71222	0.09843	1.75331	0.61378	0.406214508
MvSl-1064-A1-R4_MC03g05192	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00532	0	0.00935	0.00001	0.02356	0
MvSl-1064-A1-R4_MC03g05193	0.00403	0.00404	0.00004	0	100.4987531
MvSl-1064-A1-R4_MC03g05194	0.00343	0.00343	0.02461	0.01752	0.139373672
MvSl-1064-A1-R4_MC03g05195	0.00001	0	0.00721	0.00066	0.001386943
MvSl-1064-A1-R4_MC03g05199	0.00852	0.00428	0.01591	0.00926	0.535508891
MvSl-1064-A1-R4_MC03g05200	0.00327	0.00328	0.00003	0	108.6378738
MvSl-1064-A1-R4_MC03g05202	0.00315	0	0.00891	0	0.353531386
MvSl-1064-A1-R4_MC03g05213	0.00425	0.00133	0.00809	0.00302	0.525333432
MvSl-1064-A1-R4_A1g00533	0.00394	0.00393	0.00004	0	98.25436409
MvSl-1064-A1-R4_MC03g05215	0.00832	0.0042	0.01234	0.0089	0.674224682
MvSl-1064-A1-R4_MC03g05216	0.0052	0.00371	0.00905	0.00922	0.574579286
MvSl-1064-A1-R4_MC03g05217	0.0012	0.00069	0.00815	0.00334	0.147237457
MvSl-1064-A1-R4_MC03g05218	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05220	0.01415	0.0061	0.00716	0.00555	1.976229382
MvSl-1064-A1-R4_MC03g05221	0	0	0.00002	0	0
MvSl-1064-A1-R4_MC03g05223	0.00195	0.00195	0.01614	0.0094	0.120817095
MvSl-1064-A1-R4_A1g00534	0.00551	0.00391	0.00006	0.00033	91.68053245
MvSl-1064-A1-R4_MC03g05225	0.00001	0	0.01239	0.00115	0.000807096
MvSl-1064-A1-R4_MC03g05226	0.00504	0.00359	0.01353	0.01406	0.37250279
MvSl-1064-A1-R4_MC03g05227	0.6984	0.11626	34.93339	36.06917	0.019992334
MvSl-1064-A1-R4_MC03g05228	0.00682	0.00394	0.00007	0.00006	97.28958631
MvSl-1064-A1-R4_MC03g05229	0.00375	0.00266	0.00004	0.00018	93.51620948
MvSl-1064-A1-R4_MC03g05231	0.00362	0.00362	0.00675	0.00677	0.536288351
MvSl-1064-A1-R4_MC03g05232	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05233	0.00556	0.00398	0.01219	0.00876	0.456107825
MvSl-1064-A1-R4_A1g00535	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC03g05235	0.00189	0.00189	0.01496	0.00868	0.126336054
MvSl-1064-A1-R4_MC03g05236	0.00216	0.00216	0.00002	0.0002	107.4626866
MvSl-1064-A1-R4_MC03g05237	0.0022	0.00221	0.00002	0.00011	109.4527363
MvSl-1064-A1-R4_MC03g05238	0	0.00002	0.00002	0.00131	0
MvSl-1064-A1-R4_MC03g05239	0.00791	0.00563	0.00008	0.00063	98.75156055
MvSl-1064-A1-R4_MC03g05242	0.67181	0.06515	2.54199	0.92378	0.264285058
MvSl-1064-A1-R4_MC03g05245	0.00002	0	0.01849	0	0.00108166
MvSl-1064-A1-R4_MC03g05247	0	0	0.00344	0.00051	0
MvSl-1064-A1-R4_MC03g05249	0.00382	0.00383	0.00004	0.00013	95.26184539
MvSl-1064-A1-R4_MC03g05250	0.00263	0.00185	0.00484	0.00345	0.543377203
MvSl-1064-A1-R4_MC03g05252	0.00427	0.00291	0.01686	0.01119	0.253260657
MvSl-1064-A1-R4_MC03g05253	0.00523	0.0027	0.00619	0.00389	0.844897498
MvSl-1064-A1-R4_MC03g05254	0.99403	0.13243	1.0897	0.31981	0.91220511
MvSl-1064-A1-R4_MC03g05255	0	0.00049	0.00001	0	0
MvSl-1064-A1-R4_A1g00047	0.00763	0.00536	0.04008	0.0275	0.190368787
MvSl-1064-A1-R4_A1g00538	0.00523	0.00371	0.00005	0.00032	104.3912176
MvSl-1064-A1-R4_MC03g05256	0.00001	0.00003	0.00614	0.00612	0.001628638
MvSl-1064-A1-R4_MC03g05259	0.00266	0.00189	0.00622	0.00443	0.427645858
MvSl-1064-A1-R4_MC03g05260	0.00408	0.00408	0.01231	0.01235	0.331435163
MvSl-1064-A1-R4_MC03g05261	0	0.00013	0.00001	0	0
MvSl-1064-A1-R4_MC03g05262	0	0	0.00296	0.00296	0
MvSl-1064-A1-R4_MC04-1g05270	0.71155	0.11983	2.6006	1.19835	0.273609926
MvSl-1064-A1-R4_MC04-1g05272	0.01998	0.0064	0.04953	0.01569	0.403391069
MvSl-1064-A1-R4_MC04-1g05275	0.00641	0.00371	0.01045	0.00742	0.613391259
MvSl-1064-A1-R4_MC04-1g05283	0.00633	0.00367	0.00006	0.00021	105.3244592
MvSl-1064-A1-R4_MC04-1g05284	0.01268	0.00488	0.01626	0.00822	0.779823002
MvSl-1064-A1-R4_MC04-1g05285	0.01323	0.00781	0.01112	0.00977	1.189737502
MvSl-1064-A1-R4_MC04-1g05286	0.0103	0.00517	0.0001	0.00051	102.8971029
MvSl-1064-A1-R4_MC04-1g05289	0.02093	0.0056	0.03782	0.01091	0.55340943
MvSl-1064-A1-R4_MC04-1g05290	0.00249	0.00252	0.01736	0.01014	0.143432354
MvSl-1064-A1-R4_MC04-1g05292	0.00245	0.00246	0.00002	0.00002	121.8905473
MvSl-1064-A1-R4_MC04-1g05295	0.00254	0.0018	0.02199	0.01283	0.115506523
MvSl-1064-A1-R4_A1g00540	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05296	0.00225	0.00158	0.00478	0.00336	0.47070145
MvSl-1064-A1-R4_MC04-1g05298	0.01109	0.00766	0.02314	0.01596	0.479254627
MvSl-1064-A1-R4_MC04-1g05305	0.00148	0.00149	0.00905	0.00642	0.163534105
MvSl-1064-A1-R4_A1g00541	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05307	0.00001	0	0.0063	0.00081	0.001587276
MvSl-1064-A1-R4_MC04-1g05308	0.00602	0.00222	0.00328	0.00121	1.835309899
MvSl-1064-A1-R4_MC04-1g05311	0.00404	0.00232	0.00332	0.00326	1.216830818
MvSl-1064-A1-R4_MC04-1g05313	0.61415	0.0701	2.09985	0.72947	0.292473258
MvSl-1064-A1-R4_MC04-1g05317	0.00349	0.00353	0.01021	0.0104	0.341818396
MvSl-1064-A1-R4_MC04-1g05319	0.00931	0.00662	0.01229	0.01241	0.757520281
MvSl-1064-A1-R4_A1g00542	0	0.00489	0.00001	0.01036	0
MvSl-1064-A1-R4_MC04-1g05323	0.00201	0.00097	0.00226	0	0.88934118
MvSl-1064-A1-R4_MC04-1g05324	0.00506	0.00518	0.01773	0.01824	0.285390381
MvSl-1064-A1-R4_MC04-1g05325	0.86656	0.14272	56.85816	95.14023	0.015240732
MvSl-1064-A1-R4_MC04-1g05326	0.05593	0.01983	0.21723	0.10105	0.257468924
MvSl-1064-A1-R4_MC04-1g05328	0.85999	0.16519	0.93672	0.38322	0.918086417
MvSl-1064-A1-R4_MC04-1g05329	0.00772	0.00543	0.01053	0.01041	0.733136437
MvSl-1064-A1-R4_A1g00543	0	0.00011	0.00002	0.0272	0
MvSl-1064-A1-R4_MC04-1g05332	0.00438	0.00155	0.00004	0.00006	109.2269327
MvSl-1064-A1-R4_MC04-1g05333	0.00716	0.0024	0.00413	0.00146	1.733614198
MvSl-1064-A1-R4_MC04-1g05334	0.00321	0.00217	0.01787	0.01083	0.179629661
MvSl-1064-A1-R4_MC04-1g05335	0.00546	0.00387	0.00575	0.00576	0.949548704
MvSl-1064-A1-R4_MC04-1g05336	0.0047	0.00472	0.00005	0.00029	93.81237525
MvSl-1064-A1-R4_MC04-1g05337	0.00113	0.00113	0.00001	0	111.8811881
MvSl-1064-A1-R4_MC04-1g05341	0.00817	0.00553	0.05786	0.03238	0.14120266
MvSl-1064-A1-R4_A1g00544	0.00001	0	0.00729	0	0.001371723
MvSl-1064-A1-R4_MC04-1g05342	0.00208	0.00209	0.00405	0.00406	0.513567566
MvSl-1064-A1-R4_MC04-1g05345	0.00129	0.00091	0.01148	0.00436	0.112368359
MvSl-1064-A1-R4_MC04-1g05346	0	0	0.00177	0	0
MvSl-1064-A1-R4_MC04-1g05347	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05350	0.00547	0.0053	0.03112	0.02932	0.175770643
