gida1	a1GC0	a1GC3	gencomp	youngold	DE	haploid
MvSl-1064-A1-R4_MC10-2g09885	64.06	54.69	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC10-2g09933	49.21	52.38	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-2g03166	54.43	56.88	Auto	Auto	Up	A1
MvSl-1064-A1-R4_A1g01136	58.15	57.88	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_MC06g07066	44.89	42.67	Auto	Auto	Up	A1
MvSl-1064-A1-R4_A1g00591	57.73	63.06	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00269	56.03	65.95	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00522	50.91	60.38	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00752	56.93	61.31	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_MC06g07137	54.72	61.43	Auto	Auto	Up	A1
MvSl-1064-A1-R4_A1g00668	55.98	62.42	Orange	ColorStrata	Up	A1
MvSl-1064-A1-R4_MC07g08235	51.83	68.13	Auto	Auto	Up	A1
MvSl-1064-A1-R4_A1g01404	57.54	61.25	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_MC13g11429	59.69	65.31	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g02299	57.23	66.25	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02509	54.48	78.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10239	55.6	71.23	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10344	56.63	72.58	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07960	56.67	71.3	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00886	57.14	63.89	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC05-2g06317	56.17	61.19	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03077	55.56	64.44	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03664	53.36	61.27	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10109	56.86	64.82	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09524	54.38	64.79	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03482	52.91	55.24	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00958	57.03	64.77	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC08g08595	54.02	66.27	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g02971	59.11	67.97	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02647	61.97	69.01	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01740	54.64	53.61	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10585	57.11	69.43	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10592	58.21	72.56	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09089	54.97	63.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03997	56.61	63.49	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-1g06213	57.56	58.54	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00779	55.6	65.12	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC06g07078	61.06	67.36	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11785	53.12	53.12	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08499	51.83	57.53	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g09967	52.96	60.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09480	55.83	67.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03308	60.27	71.92	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11462	64.67	74	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10944	58	64.68	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03915	54.35	63.9	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05505	54.62	57.83	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06958	55.26	59.73	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05744	56.54	60.3	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10351	60.84	65.75	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04195	56.5	69.49	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08565	47.84	47.06	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06909	58.53	66.28	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10587	56.1	64.88	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06374	56.88	55	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06418	51.85	53.4	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11005	56.17	62.96	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09804	56.55	59.55	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06449	53.42	56.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06705	55.49	68.11	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03852	57.16	54.19	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03144	54.13	65.35	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10716	61.46	67.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04440	61.81	71.87	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09489	59.76	56.1	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02351	54.09	66.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10100	51.91	54.64	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11747	56.12	60.71	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09305	57.41	71.67	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08737	51.95	60.24	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06868	53.79	56.82	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09687	54.65	60.58	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04133	61.33	54	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03513	54.73	63.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10296	56.28	61.51	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06742	54.46	58.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC15g12117	56.57	63.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04646	53.67	62.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11509	59.6	66.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04519	55.37	63.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10991	56.01	61.63	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05260	58.42	76.37	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08304	50.41	61.11	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10701	55.91	59.55	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09104	58.26	65.58	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11961	51.78	56.01	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g09963	56.14	67.54	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04915	59.43	71.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07347	52.61	56.63	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06512	56.1	70.24	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03890	57.69	69.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06617	57.25	71.74	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07914	51.79	61.71	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05309	59.95	72.92	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-2g06105	54.27	63.88	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g02961	52.61	62.77	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00380	52.05	72.6	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_MC02g03510	56.58	59.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00029	50.29	57.89	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_MC04-1g05683	59.22	66.51	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03973	64.09	68.61	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05186	51.76	51.39	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09145	55.2	66.97	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10180	53.1	52.33	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09055	57.5	59.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02444	54.15	59.87	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03650	53.87	64.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04485	59.77	54.02	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07590	55.07	65.73	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02646	55.87	66.48	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10110	60.62	75.74	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10771	50.08	54.27	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-1g06150	57.73	70.23	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11115	52.29	53.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10777	57.01	64.16	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04151	54.81	66.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08306	53.41	65.59	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07600	58.77	74.57	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09531	59.96	65.68	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04701	57.85	70.58	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00003	51.29	52.81	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_MC01-1g01985	55.07	62.72	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09736	61.58	68.36	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09728	58.6	52.63	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10686	59.62	68.72	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06454	56.04	61.57	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10385	59.79	62.78	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05877	59.38	58.33	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02098	54.9	62.75	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01783	50.63	53.9	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04773	56.6	59.02	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07090	60.17	65.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05909	53.92	61.76	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02739	56.83	63.93	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10528	57.7	55.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10922	54.48	53.44	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09345	57.92	57.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11623	58.18	67.27	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02401	55.36	48.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04119	55.32	64.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04411	55.54	65.26	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-1g08905	57.92	70.75	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10174	53.33	57.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10656	58.48	65.1	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11381	56.23	63.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04353	54.61	69.71	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05099	52.08	59.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07517	56.77	71.29	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11356	52.49	60.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09640	54.67	66.57	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06913	54.58	65.83	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10762	54.88	70.73	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10673	51.77	52.27	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05989	57.14	73.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10912	57.47	62.07	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07998	61.01	69.12	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10028	51.94	59.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11928	62.42	74.51	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05103	59.16	60.03	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07824	59.08	69.07	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g09998	56.57	70.15	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05815	59.34	63.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01911	56.04	60.51	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09143	56.16	59.36	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04881	51.52	56.62	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00403	55.5	69.62	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_MC01-1g01823	57.79	61.31	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04878	53.02	61.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05312	59.2	67.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04462	60.48	81.74	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08079	61.95	73.93	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09514	58.53	71.01	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10176	60.42	71.6	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04695	58.77	68.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10569	60.74	68.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04944	52.76	64.45	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05673	60.86	65.25	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05955	56.14	72.94	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11081	55.83	64.26	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01956	55.89	66.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04822	56.08	63.49	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10025	60.95	79.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03374	59.8	69.55	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00245	59.3	65.26	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC11g10400	54.26	62.04	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03613	54.41	65.52	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07202	60.17	55.16	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09716	61.24	72.22	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04141	58.68	65.66	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09091	55.43	69.53	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11907	56.15	64.64	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g01189	59	68.68	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC01-1g02350	50.2	51.76	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05745	59.42	57.62	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC15g12057	55.11	58.99	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10319	59.95	64.33	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07242	58.4	63.53	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06536	55	70	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03262	56.28	67.34	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07142	58.05	59.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04653	57.74	64.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00009	59.21	65.53	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_MC02g03808	55.93	64.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03063	56.22	63.4	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01921	59.64	63.24	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08694	57.63	67.32	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09407	58.42	70	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04188	62.24	73.45	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07114	54.07	60	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC15g12083	59.57	67.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11544	55.56	60.55	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08496	55.52	60.39	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09144	55.28	53.66	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08319	58.59	73.74	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02316	54.85	65.19	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07013	64.75	65.52	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11490	56.71	73.9	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09066	55.01	65.85	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03119	54.85	58.73	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11299	56.25	64.59	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00869	54.32	61.31	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC04-1g06040	60.59	62.75	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03317	58.92	54.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03384	52.99	54.19	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g09989	56.57	58.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07870	64.97	67.77	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10349	58.87	59.31	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02516	51.22	62.15	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00307	60.07	64.24	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC04-1g05551	59.04	62.27	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06441	56.27	60.45	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05728	55.2	62.9	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11089	58.35	68.65	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01905	58.22	68.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01962	57.73	62.59	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06812	67.7	73.2	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04185	52.71	55.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00118	59.16	63.2	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC06g06922	63.73	73.53	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02141	57.01	72.16	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05871	60.54	72.19	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11240	57.94	60.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04584	54.04	60.61	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04738	57.59	71.71	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05187	55.69	66.46	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g01184	56.45	65.08	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC04-1g05336	56.84	72.93	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08153	55.46	51.72	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09054	56.96	59.66	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC15g12106	58.56	63.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09302	56.27	63.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04534	52.65	60	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02477	52.79	63.8	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03754	56.48	64.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03316	64.81	62.96	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08271	57.93	66.33	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07236	56.78	71.9	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10088	53.28	61.73	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05689	51.25	67.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11671	56.02	61.26	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00379	51.46	49.12	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_MC01-1g01926	58.83	62.91	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07786	55.37	66.94	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01903	52.62	68.24	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05554	53.1	53.49	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09328	58.09	70.96	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03751	55.37	60.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06940	57.4	72.76	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07287	59.71	65.22	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02012	50.18	57.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11583	53.71	63.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07232	52.29	62.08	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04656	53.37	62.76	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07806	56.09	61.73	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08713	55.57	63.7	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05177	59.61	78.29	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09112	54.07	58.52	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07868	59.15	69.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08392	57.37	58.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03860	56.4	60.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10570	58.07	74.84	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10812	64.63	69.19	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11305	56.51	69.52	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-1g06196	55.32	74.04	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04480	52.77	63.04	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05519	54.67	61.6	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10016	64.04	72.37	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09405	58.06	68.33	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03204	56.71	66.23	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g01219	59.82	71.07	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC02g03992	58.7	66.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04493	54.24	66.62	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07235	56.38	61.26	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10221	54.35	65.97	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06373	51.52	56	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08143	54.9	50.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10390	55.31	58.24	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11254	52.81	56.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02301	58.88	75.63	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g09950	56.53	68.04	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07706	54.36	60.12	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09472	56.48	61.37	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11417	58.57	60.75	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05690	61.31	72.51	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04721	52.08	56.25	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11122	62.43	70.55	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11516	56.34	66.7	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05039	54.87	75.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05263	52.44	72	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06383	54.34	58.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10465	57.94	68.75	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11386	53.83	60.79	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05679	54.87	66.85	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07704	53.6	61.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC15g12072	57.63	68.07	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11974	56.64	60.16	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09439	53.48	57.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11111	58.2	66.34	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11576	54.4	65.65	Auto	Auto	NON	A1
