gida1	a1GC0	a1GC3	gencomp	youngold	DE	haploid
MvSl-1064-A2-R4_MC07g08208	62	82.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08209	60.71	66.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08211	60.19	75.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08212	60.16	65.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08214	60.71	81.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08215	60.04	78.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08218	62.07	70.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08222	55.15	63.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08224	60.75	66.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08232	60.97	61.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08234	57.73	62.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08235	55.28	64.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08236	54.98	66.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08237	53.33	70	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08240	60.68	66.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08244	60.32	65.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08251	56.7	55.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08252	52	57.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08256	57.08	58.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08257	51.85	55.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08258	57.19	65.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08259	56.3	55.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08260	56.06	64.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08261	61.28	67.34	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08265	60.06	70.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08266	56.94	66.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08267	56.24	62.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08271	60.05	75.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08272	57.44	75.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08274	59.48	65.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08275	59.03	66.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08276	58.78	77.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08277	55.32	64.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08278	57.18	61.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08283	56.87	75.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08284	57.81	60.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08289	58.1	69.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08294	45.75	45.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08295	59.76	64.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08299	55.3	67.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08300	53.32	58.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08301	56.03	67.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08302	58.33	63.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08303	59.23	59.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08304	57.33	66.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08305	63.54	67.87	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08306	60.24	73.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08307	57.09	63.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08308	58.59	72.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08309	58.07	68.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08312	61.34	65.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08317	59.39	67.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08318	58.3	70.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08321	57.26	71.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08323	58.74	65.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08325	57.12	70.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08329	55.44	67.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08331	57.4	64.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08332	56.35	69.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08333	55.43	62.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08334	57.04	63.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08340	56.04	63.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08345	58.43	63.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08346	57.75	65.51	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08347	59.21	73.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08348	55.33	64.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08349	53	78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08351	61.99	85.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08352	55.97	56.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08357	53.6	68.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08359	59.08	64.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08360	62.77	67.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08361	55.97	65.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08363	60.34	69.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08364	60.49	66.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08365	56.25	74.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08370	59.48	67.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08373	61.85	81.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08374	59.29	63.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08375	57.04	67.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08376	57.6	65.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08379	59.06	66.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08380	58.66	72.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08381	53.85	71.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08384	58.19	68.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08385	52.53	61.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08387	54.41	67.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08388	55.36	51.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08389	56.05	59.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08391	54.49	60.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08394	59.8	70.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08395	54.49	62.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08396	59.05	62.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08399	55.79	63.44	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08401	54.62	59.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08405	53.12	65.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08406	63.53	65.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08407	56.54	69.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08409	51.8	59.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08410	54.48	59.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08411	56.8	64.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08412	52.98	69.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08419	56.46	63.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08420	59.89	65.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08421	59.22	66.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08422	56.96	68.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08423	52.05	54.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08425	55.06	62.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08427	61.14	60.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08428	55.35	58.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08429	55.32	60.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08431	56.25	58.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08433	54.24	56.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08434	59.4	64.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08435	55.82	77.51	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08436	55.73	63.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08439	55.93	72.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08441	58.36	60.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08442	53.05	52.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08444	55.14	62.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08446	55.5	66.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08447	56.15	61.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08448	54.78	58.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08451	60.35	70.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08452	66.67	79.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08454	54.27	54.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08458	55.19	65.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08459	56.24	65.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08461	54.58	67.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08462	57.26	61.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08467	58.12	67.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08468	59.45	67.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08469	56.8	59.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08470	57.12	60.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08471	56.32	74.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08481	57.83	64.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08482	56.26	63.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08484	56.67	64.44	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08485	53.7	61.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08487	57.7	57.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08489	58.35	71.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08490	55.23	70.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08494	55.52	59.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08495	56.64	59.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08496	57.14	70.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08497	55.43	63.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08498	55.07	60.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08503	59.02	61.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08504	57.57	60.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08505	51.64	63.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08506	55.38	68.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08507	58.05	61.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08516	57.71	62.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08518	57.55	65.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08520	56.91	63.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08527	58.36	63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08531	54.84	68.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08532	57.95	66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08534	59.59	60.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08537	59.46	66.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08538	55.18	64.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08541	57.5	65.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08543	52.57	59.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08544	55.81	67.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08545	56.81	76.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08546	52.59	59.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08551	54.51	62.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08553	54.65	69.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08554	59.28	72.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08556	58.84	65.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08557	58.01	61.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08558	54.79	60.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08559	54.55	65.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08561	56.52	66.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08562	56.8	70.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08564	57.84	72.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08565	58.72	74.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08566	57.88	69.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08567	56.75	75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08573	53.1	58.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08575	54.21	57.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08581	56.61	69.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08586	60.58	78.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08587	56.36	55.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08588	53.63	57.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08590	58.94	70.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08592	51.98	52.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08594	55.38	67.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08597	56.14	60.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08598	57.68	76.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08599	57.27	61.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08600	61.01	72.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08603	54.61	62.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08604	57.24	80.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08605	58.75	68.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08606	56.19	65.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08607	53.31	68.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08610	55.9	66.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08612	57.64	60.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08614	59.38	67.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08616	57.71	63.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08619	58.15	71.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08620	52.38	54.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08621	53.94	67.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08623	59.59	60.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08624	58.68	69.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08625	56.72	64.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08626	59.52	71.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08627	50.27	52.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08630	57.29	61.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08631	57.08	65.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08632	52.28	58.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08639	55.17	70.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08640	55.86	70.87	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08644	55.14	68.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08645	55.19	68.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08646	55.9	67.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08647	57.99	64.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08650	57.01	56.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08651	56.63	63.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08652	55.15	61.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08653	56.33	66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08654	53.32	63.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08655	56.89	66.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08658	55.73	70.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08660	56.93	65.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08661	57.47	62.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08662	56.6	61.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08663	57.53	62.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08664	62.75	66.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08667	59.62	66.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08668	56.36	64.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08669	57.14	63.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08670	53.76	56.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08671	54.81	64.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08675	57.98	58.51	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08676	57.33	57.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08677	57.97	60.87	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08678	57.69	60.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08679	58.48	63.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08680	52.08	65.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08681	58.26	63.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08682	56.09	63.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08683	58.96	65.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08684	59.14	62.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08685	58.48	69.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08686	59.54	67.34	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08688	57.89	65.7	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08689	54.59	66.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08691	57.1	64.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08692	58.33	66.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08693	56.64	67.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08696	55.63	69.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08697	58.45	70.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08698	54.41	66.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08703	56.74	78.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08706	60.47	69.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08707	56.41	82.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08715	58.36	60.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08718	56.53	69.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08719	58.82	68.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08720	60.74	70.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08722	55.47	61.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08723	54.29	57.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08724	56.52	70.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08725	54.98	68.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08727	60.19	77.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08728	58.04	63.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08730	56.52	67.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08732	55.79	64.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08733	51.96	66.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08740	57.51	72.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08741	55.07	58.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08742	57.09	71.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08748	58.7	74.51	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08749	53.82	58.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08750	53.88	58.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08753	57.73	73.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08754	57.53	69.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08755	59.5	66.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08756	52.61	61.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08760	60.52	54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08762	57.02	68.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08765	57.19	66.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08766	56.79	64.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08767	52.89	63.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08768	57.35	57.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08769	56.49	69.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08770	55.68	63.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08772	54.02	63.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08774	60.37	71.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08775	58.97	73.44	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08777	54.35	65.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08781	52.89	56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08783	61.06	65.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08784	62.03	73.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08786	64.55	71.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08787	58.21	67.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08792	58.86	68.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08793	57.38	69.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08794	57.38	69.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08795	53.33	60.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08797	59.04	77.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08798	56.31	64.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08801	58.28	70.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08802	57.93	67.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08803	63	75.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08804	58.19	74.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08805	58.64	69.34	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08806	60.38	75.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08807	56.39	66.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08808	58.07	70	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08811	59.46	65.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08812	58.08	64.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08815	58.79	66.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08816	57.84	68.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08817	60.7	68.01	Auto	Auto	NON	A2
