genea1	dNa1	dNa1se	dSa1	dSa1se	dNdSa1	chr	chrom	DE	a1expmean	haploid
MvSl-1064-A1-R4_MC03g04355	0.00197	0.00198	0.01731	0.0101	0.113806	aAutosome	aAutosome	NON	6.29929	A1
MvSl-1064-A1-R4_MC03g04356	0.00648	0.00229	0.02171	0.00823	0.298479	aAutosome	aAutosome	NON	7.56618	A1
MvSl-1064-A1-R4_MC03g04359	0.01049	0.00526	0.00011	0.00045	95.277	aAutosome	aAutosome	NON	6.52997	A1
MvSl-1064-A1-R4_MC03g04360	0.00262	0.00131	0.00204	0.00201	1.28425	aAutosome	aAutosome	NON	8.52892	A1
MvSl-1064-A1-R4_MC03g04361	0.00592	0.00202	0.01248	0.00453	0.474355	aAutosome	aAutosome	NON	3.25638	A1
MvSl-1064-A1-R4_MC03g04363	0.00459	0.00265	0.00566	0.00401	0.81094	aAutosome	aAutosome	NON	5.7577	A1
MvSl-1064-A1-R4_MC03g04366	0.00396	0.0028	0.00004	0	98.7531	aAutosome	aAutosome	NON	6.42423	A1
MvSl-1064-A1-R4_MC03g04367	0.00584	0.00413	0.00901	0.00903	0.648162	aAutosome	aAutosome	NON	2.4624	A1
MvSl-1064-A1-R4_MC03g04368	0.00266	0.00265	0.0045	0.0045	0.591098	aAutosome	aAutosome	NON	4.62459	A1
MvSl-1064-A1-R4_MC03g04369	0.00443	0.00437	0.0257	0.01815	0.172373	aAutosome	aAutosome	NON	3.42377	A1
MvSl-1064-A1-R4_MC03g04372	0.01637	0.00624	0.00683	0.00696	2.39674	aAutosome	aAutosome	NON	2.46833	A1
MvSl-1064-A1-R4_MC03g04377	0.00168	0.00118	0.00501	0.00357	0.335323	aAutosome	aAutosome	NON	1.22976	A1
MvSl-1064-A1-R4_MC03g04379	0.00435	0.00252	0.00389	0.00392	1.11822	aAutosome	aAutosome	NON	9.58199	A1
MvSl-1064-A1-R4_MC03g04382	0.00002	0	0.0209	0.00129	0.000956933	aAutosome	aAutosome	NON	6.5222	A1
MvSl-1064-A1-R4_MC03g04383	0.00711	0.00412	0.02436	0.01234	0.291871	aAutosome	aAutosome	NON	6.06372	A1
MvSl-1064-A1-R4_MC03g04387	0.01015	0.00254	0.00901	0.00367	1.12651	aAutosome	aAutosome	NON	6.42879	A1
MvSl-1064-A1-R4_MC03g04388	0.00261	0.00131	0.00393	0.00278	0.664105	aAutosome	aAutosome	NON	8.93892	A1
MvSl-1064-A1-R4_MC03g04389	0.0059	0.00419	0.00006	0	98.1697	aAutosome	aAutosome	NON	5.08897	A1
MvSl-1064-A1-R4_MC03g04390	0.00217	0.00218	0.00002	0.00011	107.96	aAutosome	aAutosome	NON	4.51695	A1
MvSl-1064-A1-R4_MC03g04394	0.01198	0.00602	0.01235	0.01244	0.970033	aAutosome	aAutosome	NON	0.615967	A1
MvSl-1064-A1-R4_MC03g04395	0.00001	0	0.00531	0	0.0018832	aAutosome	aAutosome	NON	3.97522	A1
MvSl-1064-A1-R4_MC03g04396	0.00155	0.00155	0.00002	0.00006	77.1144	aAutosome	aAutosome	NON	3.38087	A1
MvSl-1064-A1-R4_MC03g04399	0.00148	0.00149	0.0082	0.00477	0.180486	aAutosome	aAutosome	NON	7.33146	A1
MvSl-1064-A1-R4_MC03g04400	0.00883	0.00511	0.00009	0.00034	98.0022	aAutosome	aAutosome	NON	5.72028	A1
MvSl-1064-A1-R4_MC03g04406	0.00002	0	0.01879	0.00281	0.00106439	aAutosome	aAutosome	NON	5.68184	A1
MvSl-1064-A1-R4_MC03g04407	0.00331	0.00335	0.00565	0.00572	0.58583	aAutosome	aAutosome	NON	4.38728	A1
MvSl-1064-A1-R4_MC03g04408	0.00731	0.00423	0.00007	0.00032	104.28	aAutosome	aAutosome	NON	3.06906	A1
MvSl-1064-A1-R4_MC03g04409	0.00429	0.00162	0.00811	0.00364	0.52897	aAutosome	aAutosome	NON	5.73536	A1
MvSl-1064-A1-R4_MC03g04412	0.00496	0.00292	0.01784	0.0106	0.278025	aAutosome	aAutosome	NON	4.77413	A1
MvSl-1064-A1-R4_MC03g04418	0.00331	0.00234	0.00815	0.00579	0.40613	aAutosome	aAutosome	NON	4.90609	A1
MvSl-1064-A1-R4_MC03g04433	0.00207	0.00208	0.00002	0.00009	102.985	aAutosome	aAutosome	NON	7.16713	A1
MvSl-1064-A1-R4_MC03g04436	0.00002	0	0.01997	0.00437	0.0010015	aAutosome	aAutosome	NON	4.24102	A1
MvSl-1064-A1-R4_MC03g04448	0.01002	0.00244	0.00696	0.00348	1.43963	aAutosome	aAutosome	NON	7.38796	A1
MvSl-1064-A1-R4_MC03g04449	0.00466	0	0.0101	0	0.461382	aAutosome	aAutosome	NON	3.94992	A1
MvSl-1064-A1-R4_MC03g04453	0.00001	0	0.00677	0.00029	0.00147708	aAutosome	aAutosome	NON	5.56058	A1
MvSl-1064-A1-R4_MC03g04454	0.00479	0.0034	0.01321	0.00941	0.362601	aAutosome	aAutosome	NON	4.88182	A1
MvSl-1064-A1-R4_MC03g04458	0.00058	0.00058	0.01106	0.0042	0.0524408	aAutosome	aAutosome	NON	7.07984	A1
MvSl-1064-A1-R4_MC03g04463	0	0	0.00002	0	0	aAutosome	aAutosome	NON	2.45879	A1
MvSl-1064-A1-R4_MC03g04468	0	0	0.00263	0	0	aAutosome	aAutosome	NON	6.12086	A1
MvSl-1064-A1-R4_MC03g04469	0	0.00008	0.00003	0.00852	0	aAutosome	aAutosome	NON	8.71989	A1
MvSl-1064-A1-R4_MC03g04470	0.00145	0.00145	0.0034	0.00341	0.426458	aAutosome	aAutosome	NON	7.81485	A1
MvSl-1064-A1-R4_MC03g04471	0.00903	0.00524	0.00009	0.00047	100.222	aAutosome	aAutosome	NON	7.90299	A1
MvSl-1064-A1-R4_MC03g04472	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.15369	A1
MvSl-1064-A1-R4_MC03g04476	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.79079	A1
MvSl-1064-A1-R4_MC03g04481	0.00069	0.00068	0.00369	0.00358	0.186987	aAutosome	aAutosome	NON	7.51606	A1
MvSl-1064-A1-R4_MC03g04483	0.01	0.00502	0.0001	0.00035	99.9001	aAutosome	aAutosome	NON	5.02702	A1
MvSl-1064-A1-R4_MC03g04484	0.00079	0.00079	0.00451	0.00319	0.175162	aAutosome	aAutosome	NON	7.84621	A1
MvSl-1064-A1-R4_MC03g04486	0.00707	0.00408	0.00007	0	100.856	aAutosome	aAutosome	NON	5.97443	A1
MvSl-1064-A1-R4_MC03g04489	0.01053	0.00528	0.00011	0.00034	95.6403	aAutosome	aAutosome	NON	1.54095	A1
MvSl-1064-A1-R4_MC03g04490	0	0	0.00487	0	0	aAutosome	aAutosome	NON	6.60398	A1
MvSl-1064-A1-R4_MC03g04493	0	0.00004	0.00002	0	0	aAutosome	aAutosome	NON	7.73326	A1
MvSl-1064-A1-R4_MC03g04499	0.0018	0.0018	0.00247	0.00247	0.728715	aAutosome	aAutosome	NON	8.63008	A1
MvSl-1064-A1-R4_MC03g04500	0.00002	0	0.01585	0.00083	0.00126182	aAutosome	aAutosome	NON	6.22644	A1
MvSl-1064-A1-R4_MC03g04501	0.00172	0.00099	0.0092	0.0035	0.186954	aAutosome	aAutosome	NON	5.95575	A1
MvSl-1064-A1-R4_MC03g04504	0.00669	0.00474	0.00007	0.00054	95.4351	aAutosome	aAutosome	NON	6.70153	A1
MvSl-1064-A1-R4_MC03g04506	0.00217	0.00239	0.00891	0.00666	0.243544	aAutosome	aAutosome	NON	5.06264	A1
MvSl-1064-A1-R4_MC03g04507	0.00374	0.00376	0.0074	0.00745	0.505399	aAutosome	aAutosome	NON	7.2414	A1
MvSl-1064-A1-R4_MC03g04508	0.0169	0.00697	0.03206	0.01628	0.527135	aAutosome	aAutosome	NON	1.4264	A1
MvSl-1064-A1-R4_MC03g04512	0.00432	0.00308	0.00543	0.00552	0.795565	aAutosome	aAutosome	NON	6.99116	A1
MvSl-1064-A1-R4_MC03g04513	0.00336	0.00238	0.00003	0.0001	111.628	aAutosome	aAutosome	NON	5.01721	A1
MvSl-1064-A1-R4_MC03g04514	0	0	0	0	0	aAutosome	aAutosome	NON	2.4938	A1
MvSl-1064-A1-R4_MC03g04516	0.0038	0.0017	0.01044	0.00429	0.363981	aAutosome	aAutosome	NON	7.51678	A1
MvSl-1064-A1-R4_MC03g04518	0.0058	0.0022	0.01061	0.00436	0.546649	aAutosome	aAutosome	NON	10.2234	A1
MvSl-1064-A1-R4_MC03g04519	0.0153	0.00771	0.008	0.00801	1.91248	aAutosome	aAutosome	NON	6.14169	A1
MvSl-1064-A1-R4_MC03g04521	0.00366	0.00367	0.00835	0.00838	0.438318	aAutosome	aAutosome	NON	3.19717	A1
MvSl-1064-A1-R4_MC03g04524	0.00246	0.00246	0.00761	0.00762	0.323255	aAutosome	aAutosome	NON	6.06463	A1
MvSl-1064-A1-R4_MC03g04528	0.00399	0.004	0.01551	0.01565	0.257252	aAutosome	aAutosome	NON	5.43252	A1
MvSl-1064-A1-R4_MC03g04535	0.00414	0.00169	0.00915	0.0041	0.452454	aAutosome	aAutosome	NON	7.4183	A1
MvSl-1064-A1-R4_MC03g04536	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.22633	A1
MvSl-1064-A1-R4_MC03g04540	0.00332	0.00192	0.00003	0.00009	110.299	aAutosome	aAutosome	NON	11.8381	A1
MvSl-1064-A1-R4_MC03g04541	0.00001	0	0.01049	0.00111	0.00095328	aAutosome	aAutosome	NON	5.3703	A1
MvSl-1064-A1-R4_MC03g04544	0.00392	0.00394	0.02646	0.01892	0.148148	aAutosome	aAutosome	NON	5.5296	A1
MvSl-1064-A1-R4_MC03g04551	0.00514	0.00364	0.00005	0.00031	102.595	aAutosome	aAutosome	NON	0.661684	A1
MvSl-1064-A1-R4_MC03g04552	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.54948	A1
MvSl-1064-A1-R4_MC03g04554	0.0088	0.00624	0.00009	0.00063	97.6693	aAutosome	aAutosome	NON	4.01832	A1
MvSl-1064-A1-R4_MC03g04559	0.00593	0.00265	0.00943	0.00543	0.628837	aAutosome	aAutosome	NON	7.86482	A1
MvSl-1064-A1-R4_MC03g04560	0.00466	0.00233	0.00005	0.0001	93.014	aAutosome	aAutosome	NON	5.91256	A1
MvSl-1064-A1-R4_MC03g04561	0.00534	0.00379	0.00005	0.00004	106.587	aAutosome	aAutosome	NON	6.36553	A1
MvSl-1064-A1-R4_MC03g04562	0.00002	0.0008	0.02406	0.01146	0.000831252	aAutosome	aAutosome	NON	6.03613	A1
MvSl-1064-A1-R4_MC03g04570	0.0079	0.00459	0.01723	0.01004	0.4585	aAutosome	aAutosome	NON	7.35637	A1
MvSl-1064-A1-R4_MC03g04572	0.00308	0.00309	0.00966	0.00969	0.318837	aAutosome	aAutosome	NON	7.95215	A1
MvSl-1064-A1-R4_MC03g04573	0.00364	0.00258	0.02576	0.01165	0.141304	aAutosome	aAutosome	NON	5.65018	A1
MvSl-1064-A1-R4_MC03g04574	0.00504	0.00507	0.01029	0.01037	0.489791	aAutosome	aAutosome	NON	5.7201	A1
MvSl-1064-A1-R4_MC03g04575	0.00681	0.00484	0.03239	0.02331	0.210249	aAutosome	aAutosome	NON	6.21699	A1
MvSl-1064-A1-R4_MC03g04577	0.00692	0.00194	0.0102	0.00367	0.678425	aAutosome	aAutosome	NON	6.67269	A1
MvSl-1064-A1-R4_MC03g04589	0.00223	0.00224	0.0323	0.01646	0.06904	aAutosome	aAutosome	NON	6.465	A1
MvSl-1064-A1-R4_MC03g04597	0.00473	0.00334	0.00665	0.00664	0.711267	aAutosome	aAutosome	NON	5.58259	A1
MvSl-1064-A1-R4_MC03g04598	0.00322	0.00186	0.01394	0.00702	0.230988	aAutosome	aAutosome	NON	6.74313	A1
MvSl-1064-A1-R4_MC03g04599	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.80263	A1
MvSl-1064-A1-R4_MC03g04600	0.00639	0.00455	0.02495	0.01462	0.256111	aAutosome	aAutosome	NON	3.83717	A1
MvSl-1064-A1-R4_MC03g04603	0.00368	0.00161	0.01223	0.00493	0.300897	aAutosome	aAutosome	NON	6.19583	A1
MvSl-1064-A1-R4_MC03g04606	0.00292	0.00131	0.01031	0.00423	0.283217	aAutosome	aAutosome	NON	4.33631	A1
MvSl-1064-A1-R4_MC03g04607	0.00001	0.00046	0.0108	0.00692	0.000925917	aAutosome	aAutosome	NON	5.56968	A1
MvSl-1064-A1-R4_MC03g04610	0.00348	0.00349	0.02206	0.01581	0.157751	aAutosome	aAutosome	NON	8.57276	A1
MvSl-1064-A1-R4_MC03g04613	0.005	0.00355	0.00673	0.00676	0.742931	aAutosome	aAutosome	NON	5.28622	A1
MvSl-1064-A1-R4_MC03g04616	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.50456	A1
MvSl-1064-A1-R4_MC03g04617	0.00003	0	0.02622	0.00372	0.00114416	aAutosome	aAutosome	NON	6.63941	A1
MvSl-1064-A1-R4_MC03g04619	0.00182	0.00183	0.01039	0.00738	0.175167	aAutosome	aAutosome	NON	5.20934	A1
MvSl-1064-A1-R4_MC03g04620	0.00553	0.00289	0.01776	0.01086	0.311372	aAutosome	aAutosome	NON	5.9602	A1
MvSl-1064-A1-R4_MC03g04626	0.00354	0.00252	0.00683	0.00487	0.518294	aAutosome	aAutosome	NON	5.03279	A1
MvSl-1064-A1-R4_MC03g04632	0.00001	0	0.01183	0.00067	0.000845301	aAutosome	aAutosome	NON	7.86034	A1
MvSl-1064-A1-R4_MC03g04634	0.00588	0.00223	0.0074	0.00373	0.794584	aAutosome	aAutosome	NON	4.65324	A1
MvSl-1064-A1-R4_MC03g04635	0.00573	0.00407	0.00503	0.00504	1.13914	aAutosome	aAutosome	NON	4.41646	A1
MvSl-1064-A1-R4_MC03g04636	0.00384	0.00224	0.01135	0.0082	0.338323	aAutosome	aAutosome	NON	8.36968	A1
MvSl-1064-A1-R4_MC03g04637	0.00994	0.00708	0.0001	0.00059	99.3007	aAutosome	aAutosome	NON	3.21004	A1
MvSl-1064-A1-R4_MC03g04638	0.00424	0.00213	0.00922	0.00464	0.459865	aAutosome	aAutosome	NON	5.21166	A1
MvSl-1064-A1-R4_MC03g04643	0.00917	0.00531	0.00009	0.00027	101.776	aAutosome	aAutosome	NON	7.3868	A1
MvSl-1064-A1-R4_MC03g04644	0.00729	0.00517	0.0094	0.00944	0.775524	aAutosome	aAutosome	NON	6.12684	A1
MvSl-1064-A1-R4_MC03g04653	0.00416	0.00242	0.00564	0.00402	0.737576	aAutosome	aAutosome	NON	6.61787	A1
MvSl-1064-A1-R4_MC03g04654	0.00401	0.00283	0.00435	0.00431	0.921818	aAutosome	aAutosome	NON	5.31205	A1
MvSl-1064-A1-R4_MC03g04655	0.00002	0	0.01855	0.00127	0.00107816	aAutosome	aAutosome	NON	6.09719	A1
MvSl-1064-A1-R4_MC03g04656	0.01993	0.00707	0.00693	0.00689	2.87586	aAutosome	aAutosome	NON	1.02529	A1
MvSl-1064-A1-R4_MC03g04659	0.00001	0	0.00509	0	0.0019646	aAutosome	aAutosome	NON	7.64447	A1
MvSl-1064-A1-R4_MC03g04660	0.00083	0.00084	0.01191	0.0049	0.0696888	aAutosome	aAutosome	NON	7.41032	A1
MvSl-1064-A1-R4_MC03g04663	0.01397	0.00517	0.02667	0.01161	0.523808	aAutosome	aAutosome	NON	1.82658	A1
MvSl-1064-A1-R4_MC03g04668	0.00558	0.00396	0.00967	0.00971	0.577036	aAutosome	aAutosome	NON	4.97549	A1
MvSl-1064-A1-R4_MC03g04670	0.00202	0.00116	0.0041	0.00286	0.492671	aAutosome	aAutosome	NON	8.18514	A1
MvSl-1064-A1-R4_MC03g04678	0.00137	0.00137	0.00839	0.00596	0.163288	aAutosome	aAutosome	NON	7.87686	A1
MvSl-1064-A1-R4_MC03g04685	0.00561	0.00398	0.00006	0.00024	93.3444	aAutosome	aAutosome	NON	6.78177	A1
MvSl-1064-A1-R4_MC03g04689	0.00796	0.00213	0.00567	0.00252	1.40386	aAutosome	aAutosome	NON	7.50732	A1
MvSl-1064-A1-R4_MC03g04692	0.00638	0.00206	0.00911	0.00385	0.700322	aAutosome	aAutosome	NON	7.33994	A1
MvSl-1064-A1-R4_MC03g04697	0.00001	0	0.01065	0.00078	0.000938958	aAutosome	aAutosome	NON	1.20938	A1
MvSl-1064-A1-R4_MC03g04699	0.00517	0.00197	0.00963	0.00486	0.536858	aAutosome	aAutosome	NON	6.68343	A1
MvSl-1064-A1-R4_MC03g04702	0.00385	0.00386	0.01315	0.01326	0.292773	aAutosome	aAutosome	NON	4.35562	A1
MvSl-1064-A1-R4_MC03g04703	0	0.00082	0.00001	0	0	aAutosome	aAutosome	NON	2.60601	A1
MvSl-1064-A1-R4_MC03g04708	0.00453	0.0016	0.00422	0.00243	1.07343	aAutosome	aAutosome	NON	6.67521	A1
MvSl-1064-A1-R4_MC03g04711	0.00667	0.00272	0.00429	0.00418	1.55474	aAutosome	aAutosome	NON	2.64849	A1
MvSl-1064-A1-R4_MC03g04712	0.00558	0.00281	0.01809	0.00819	0.308456	aAutosome	aAutosome	NON	8.30848	A1
MvSl-1064-A1-R4_MC03g04716	0.00694	0.00492	0.00781	0.0078	0.888593	aAutosome	aAutosome	NON	3.87573	A1
MvSl-1064-A1-R4_MC03g04717	0	0	0.00001	0	0	aAutosome	aAutosome	NON	2.97351	A1
MvSl-1064-A1-R4_MC03g04718	0.00347	0.00349	0.01009	0.01018	0.343901	aAutosome	aAutosome	NON	3.36333	A1
MvSl-1064-A1-R4_MC03g04719	0.0032	0.00321	0.01284	0.00915	0.249219	aAutosome	aAutosome	NON	5.32924	A1
MvSl-1064-A1-R4_MC03g04723	0.00152	0.00152	0.00002	0.00004	75.6219	aAutosome	aAutosome	NON	5.20034	A1
MvSl-1064-A1-R4_MC03g04724	0.00238	0.00138	0.01029	0.00464	0.23129	aAutosome	aAutosome	NON	7.52193	A1
MvSl-1064-A1-R4_MC03g04725	0.0055	0.00276	0.00948	0.00551	0.580163	aAutosome	aAutosome	NON	4.07433	A1
MvSl-1064-A1-R4_MC03g04726	0.00289	0.00289	0.02412	0.01223	0.119817	aAutosome	aAutosome	NON	5.6163	A1
MvSl-1064-A1-R4_MC03g04729	0.01007	0.00587	0.0335	0.01702	0.300596	aAutosome	aAutosome	NON	0.553219	A1
MvSl-1064-A1-R4_MC03g04733	0.00522	0.00524	0.00005	0.00037	104.192	aAutosome	aAutosome	NON	2.84442	A1
MvSl-1064-A1-R4_MC03g04737	0.00304	0.00216	0.00718	0.00511	0.423392	aAutosome	aAutosome	NON	2.55079	A1
MvSl-1064-A1-R4_MC03g04739	0.02138	0.00962	0.00996	0.00996	2.14656	aAutosome	aAutosome	NON	5.02186	A1
MvSl-1064-A1-R4_MC03g04740	0.00352	0.00353	0.00004	0.00035	87.7805	aAutosome	aAutosome	NON	7.78927	A1
MvSl-1064-A1-R4_MC03g04748	0.00001	0	0.00891	0.00017	0.00112232	aAutosome	aAutosome	NON	7.92805	A1
MvSl-1064-A1-R4_MC03g04756	0.00318	0.00319	0.00789	0.00792	0.403037	aAutosome	aAutosome	NON	7.33789	A1
MvSl-1064-A1-R4_MC03g04757	0.00805	0.00405	0.00008	0.00034	100.499	aAutosome	aAutosome	NON	7.99761	A1
MvSl-1064-A1-R4_MC03g04763	0.0008	0.0008	0.01918	0.00791	0.0417099	aAutosome	aAutosome	NON	9.03972	A1
MvSl-1064-A1-R4_MC03g04764	0.0047	0.00471	0.00005	0.00005	93.8124	aAutosome	aAutosome	NON	3.98998	A1
MvSl-1064-A1-R4_MC03g04766	0.00001	0	0.01405	0.001	0.000711739	aAutosome	aAutosome	NON	6.41199	A1
MvSl-1064-A1-R4_MC03g04768	0.00328	0.0033	0.01283	0.01303	0.255649	aAutosome	aAutosome	NON	6.54077	A1
MvSl-1064-A1-R4_MC03g04770	0.00269	0.00273	0.02113	0.01076	0.127307	aAutosome	aAutosome	NON	0.759099	A1
MvSl-1064-A1-R4_MC03g04772	0.00984	0.0057	0.00626	0.00626	1.57186	aAutosome	aAutosome	NON	4.86026	A1
MvSl-1064-A1-R4_MC03g04773	0.0029	0.00205	0.00315	0.00315	0.920606	aAutosome	aAutosome	NON	3.26796	A1
MvSl-1064-A1-R4_MC03g04774	0.00001	0	0.00889	0.00043	0.00112485	aAutosome	aAutosome	NON	5.90202	A1
MvSl-1064-A1-R4_MC03g04776	0.00498	0.00223	0.01036	0.00465	0.48069	aAutosome	aAutosome	NON	4.50637	A1
MvSl-1064-A1-R4_MC03g04778	0.00439	0.00218	0.0061	0.00426	0.71966	aAutosome	aAutosome	NON	7.31282	A1
MvSl-1064-A1-R4_MC03g04781	0.00506	0.00294	0.00447	0.00453	1.13197	aAutosome	aAutosome	NON	8.5058	A1
MvSl-1064-A1-R4_MC03g04784	0.00001	0	0.00707	0.00094	0.00141441	aAutosome	aAutosome	NON	3.00413	A1
MvSl-1064-A1-R4_MC03g04785	0.00093	0.00093	0.01928	0.00794	0.0482363	aAutosome	aAutosome	NON	9.25514	A1
MvSl-1064-A1-R4_MC03g04787	0.00361	0.00255	0.00855	0.00858	0.422217	aAutosome	aAutosome	NON	7.20343	A1
MvSl-1064-A1-R4_MC03g04788	0.00844	0.00598	0.00009	0.00031	93.6737	aAutosome	aAutosome	NON	6.50979	A1
MvSl-1064-A1-R4_MC03g04789	0.00362	0.00362	0.00004	0.00015	90.2743	aAutosome	aAutosome	NON	6.87098	A1
MvSl-1064-A1-R4_MC03g04795	0.00001	0	0.0139	0.0026	0.000719419	aAutosome	aAutosome	NON	6.06411	A1
MvSl-1064-A1-R4_MC03g04796	0.0015	0.00106	0.01432	0.00588	0.104748	aAutosome	aAutosome	NON	6.84402	A1
MvSl-1064-A1-R4_MC03g04797	0.00607	0.00431	0.00006	0.0003	100.998	aAutosome	aAutosome	NON	7.04969	A1
MvSl-1064-A1-R4_MC03g04801	0.00373	0.00373	0.00004	0	93.0175	aAutosome	aAutosome	NON	4.56997	A1
MvSl-1064-A1-R4_MC03g04809	0.00759	0.0027	0.00602	0.00351	1.26078	aAutosome	aAutosome	NON	5.73728	A1
MvSl-1064-A1-R4_MC03g04810	0.0038	0.00269	0.00528	0.00531	0.719683	aAutosome	aAutosome	NON	5.66056	A1
MvSl-1064-A1-R4_MC03g04813	0.00001	0	0.01194	0.00055	0.000837514	aAutosome	aAutosome	NON	5.30795	A1
MvSl-1064-A1-R4_MC03g04814	0.00578	0.0029	0.00969	0.00562	0.596485	aAutosome	aAutosome	NON	6.75129	A1
MvSl-1064-A1-R4_MC03g04816	0.00505	0.00193	0.01494	0.00504	0.338016	aAutosome	aAutosome	NON	5.97308	A1
MvSl-1064-A1-R4_MC03g04818	0.00542	0.00383	0.01443	0.01023	0.375604	aAutosome	aAutosome	NON	5.31269	A1
MvSl-1064-A1-R4_MC03g04821	0.00134	0.00134	0.01438	0.00835	0.0931843	aAutosome	aAutosome	NON	6.79863	A1
MvSl-1064-A1-R4_MC03g04827	0.00555	0.0021	0.01176	0.00528	0.471935	aAutosome	aAutosome	NON	5.36592	A1
MvSl-1064-A1-R4_MC03g04830	0.00922	0.00369	0.00797	0.00394	1.15682	aAutosome	aAutosome	NON	4.14335	A1
MvSl-1064-A1-R4_MC03g04835	0.00003	0	0.0281	0.00568	0.00106761	aAutosome	aAutosome	NON	1.90219	A1
MvSl-1064-A1-R4_MC03g04836	0.00342	0.00243	0.00539	0.00383	0.634497	aAutosome	aAutosome	NON	4.67876	A1
MvSl-1064-A1-R4_MC03g04837	0.00181	0.00186	0.00448	0.00461	0.404009	aAutosome	aAutosome	NON	6.15832	A1
MvSl-1064-A1-R4_MC03g04849	0.00386	0.00386	0.00004	0.00012	96.2594	aAutosome	aAutosome	NON	1.84967	A1
MvSl-1064-A1-R4_MC03g04851	0.00711	0.00238	0.01393	0.00628	0.510406	aAutosome	aAutosome	NON	4.25868	A1
MvSl-1064-A1-R4_MC03g04852	0.00003	0	0.02611	0.00183	0.00114898	aAutosome	aAutosome	NON	6.17175	A1
MvSl-1064-A1-R4_MC03g04854	0.00899	0.0045	0.00482	0.0048	1.86511	aAutosome	aAutosome	NON	6.65106	A1
MvSl-1064-A1-R4_MC03g04856	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.75285	A1
MvSl-1064-A1-R4_MC03g04863	0.01385	0.00628	0.02233	0.0132	0.620239	aAutosome	aAutosome	NON	2.20087	A1
MvSl-1064-A1-R4_MC03g04865	0.00901	0.00404	0.00406	0.00402	2.21916	aAutosome	aAutosome	NON	3.918	A1
MvSl-1064-A1-R4_MC03g04869	0.00298	0.00211	0.00617	0.00437	0.482974	aAutosome	aAutosome	NON	6.83753	A1
MvSl-1064-A1-R4_MC03g04892	0.0083	0.00483	0.00958	0.00976	0.866379	aAutosome	aAutosome	NON	5.97932	A1
MvSl-1064-A1-R4_MC03g04894	0.00002	0	0.01512	0	0.00132274	aAutosome	aAutosome	NON	4.42526	A1
MvSl-1064-A1-R4_MC03g04916	0.00345	0.00245	0.01263	0.00907	0.273157	aAutosome	aAutosome	NON	5.9673	A1
MvSl-1064-A1-R4_MC03g04920	0.00426	0.00302	0.00813	0.00816	0.523979	aAutosome	aAutosome	NON	4.85822	A1
MvSl-1064-A1-R4_MC03g04921	0.00259	0.0015	0.00689	0.00401	0.375902	aAutosome	aAutosome	NON	7.76062	A1
MvSl-1064-A1-R4_MC03g04922	0.01286	0.00746	0.01655	0.01177	0.777035	aAutosome	aAutosome	NON	5.31034	A1
MvSl-1064-A1-R4_MC03g04923	0.00904	0.00203	0.01066	0.00403	0.848022	aAutosome	aAutosome	NON	8.03797	A1
MvSl-1064-A1-R4_MC03g04927	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.27005	A1
MvSl-1064-A1-R4_MC03g04965	0.00328	0.0019	0.01099	0.00553	0.29845	aAutosome	aAutosome	NON	5.75715	A1
MvSl-1064-A1-R4_MC03g04968	0.00276	0.00277	0.00768	0.00773	0.35937	aAutosome	aAutosome	NON	4.89645	A1
MvSl-1064-A1-R4_MC03g04970	0.00293	0.00295	0.03789	0.02771	0.0773289	aAutosome	aAutosome	NON	6.98196	A1
MvSl-1064-A1-R4_MC03g04971	0.00201	0.00201	0.00596	0.00597	0.337243	aAutosome	aAutosome	NON	5.61088	A1
MvSl-1064-A1-R4_MC03g04974	0.00669	0.00475	0.00887	0.00894	0.754219	aAutosome	aAutosome	NON	2.30517	A1
MvSl-1064-A1-R4_MC03g04976	0.00481	0.00354	0.01072	0.01207	0.44869	aAutosome	aAutosome	NON	4.03304	A1
MvSl-1064-A1-R4_MC03g04977	0.00956	0.00288	0.01231	0.00469	0.776598	aAutosome	aAutosome	NON	6.78423	A1
MvSl-1064-A1-R4_MC03g04980	0.00126	0.00126	0.00891	0.00632	0.141413	aAutosome	aAutosome	NON	8.53479	A1
MvSl-1064-A1-R4_MC03g04989	0.00883	0.00283	0.00227	0.00115	3.8897	aAutosome	aAutosome	NON	4.22472	A1
MvSl-1064-A1-R4_MC03g04993	0.01539	0.00773	0.00016	0.00076	96.1274	aAutosome	aAutosome	NON	5.08539	A1
MvSl-1064-A1-R4_MC03g04998	0.00629	0.00202	0.00909	0.00367	0.691962	aAutosome	aAutosome	NON	8.21766	A1
MvSl-1064-A1-R4_MC03g05004	0.00396	0.00229	0.00881	0.00512	0.449484	aAutosome	aAutosome	NON	3.79347	A1
MvSl-1064-A1-R4_MC03g05005	0.00248	0.00249	0.01565	0.01573	0.158465	aAutosome	aAutosome	NON	5.49841	A1
