genea1	dNa1	dNa1se	dSa1	dSa1se	dNdSa1	chr	chrom	DE	a1expmean	haploid
MvSl-1064-A2-R4_MC07g08370	0.00814	0.0041	0.00524	0.00532	1.55314	aAutosome	aAutosome	NON	4.81555	A2
MvSl-1064-A2-R4_MC07g08372	0	0.00731	0.00001	0.0219	0	aAutosome	aAutosome	NON	4.91149	A2
MvSl-1064-A2-R4_MC07g08373	0.00314	0.00181	0.00944	0.00667	0.332592	aAutosome	aAutosome	NON	7.12191	A2
MvSl-1064-A2-R4_MC07g08375	0.00425	0.00301	0.00004	0.00012	103.659	aAutosome	aAutosome	NON	6.76214	A2
MvSl-1064-A2-R4_MC07g08376	0.00429	0.00217	0.01959	0.0075	0.218978	aAutosome	aAutosome	NON	7.53187	A2
MvSl-1064-A2-R4_MC07g08377	0.00597	0.00347	0.01974	0.01151	0.302416	aAutosome	aAutosome	NON	7.83505	A2
MvSl-1064-A2-R4_MC07g08378	0.00692	0.00251	0.02448	0.00889	0.282668	aAutosome	aAutosome	NON	8.98625	A2
MvSl-1064-A2-R4_MC07g08379	0.00292	0.00167	0.00231	0.00225	1.26352	aAutosome	aAutosome	NON	5.59028	A2
MvSl-1064-A2-R4_MC07g08380	0.00138	0.00098	0.01188	0.00488	0.116152	aAutosome	aAutosome	NON	7.9838	A2
MvSl-1064-A2-R4_MC07g08383	0.00001	0	0.00711	0.00028	0.00140627	aAutosome	aAutosome	NON	4.95278	A2
MvSl-1064-A2-R4_MC07g08387	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.28923	A2
MvSl-1064-A2-R4_MC07g08389	0.00367	0.00264	0.01025	0.00742	0.358014	aAutosome	aAutosome	NON	5.78833	A2
MvSl-1064-A2-R4_MC07g08391	0.0119	0.0049	0.02506	0.01037	0.474841	aAutosome	aAutosome	NON	6.627	A2
MvSl-1064-A2-R4_MC07g08395	0.0029	0.00168	0.00534	0.0038	0.542969	aAutosome	aAutosome	NON	2.55787	A2
MvSl-1064-A2-R4_MC07g08396	0.00467	0.00218	0.00589	0.00358	0.792735	aAutosome	aAutosome	NON	8.32869	A2
MvSl-1064-A2-R4_MC07g08399	0.00001	0	0.01277	0.00088	0.000783024	aAutosome	aAutosome	NON	6.74512	A2
MvSl-1064-A2-R4_MC07g08402	0.00417	0.00291	0.00459	0.00447	0.908299	aAutosome	aAutosome	NON	5.60644	A2
MvSl-1064-A2-R4_MC07g08406	0.00001	0	0.01275	0.00116	0.000784252	aAutosome	aAutosome	NON	8.44482	A2
MvSl-1064-A2-R4_MC07g08407	0.00422	0.00423	0.00004	0.00018	102.927	aAutosome	aAutosome	NON	4.54762	A2
MvSl-1064-A2-R4_MC07g08411	0.00002	0	0.01852	0.00141	0.00107986	aAutosome	aAutosome	NON	4.77848	A2
MvSl-1064-A2-R4_MC07g08412	0.00001	0	0.00949	0	0.00105363	aAutosome	aAutosome	NON	5.86704	A2
MvSl-1064-A2-R4_MC07g08416	0.01614	0.00724	0.00016	0	100.248	aAutosome	aAutosome	NON	1.68406	A2
MvSl-1064-A2-R4_MC07g08422	0.00476	0.00339	0.03233	0.01342	0.147227	aAutosome	aAutosome	NON	6.45451	A2
MvSl-1064-A2-R4_MC07g08423	0.00749	0.00384	0.01606	0.00835	0.466347	aAutosome	aAutosome	NON	6.29445	A2
MvSl-1064-A2-R4_MC07g08425	0.00196	0.00198	0.00422	0.00428	0.464345	aAutosome	aAutosome	NON	4.87078	A2
MvSl-1064-A2-R4_MC07g08426	0.00001	0	0.01304	0.00296	0.000766812	aAutosome	aAutosome	NON	6.03367	A2
MvSl-1064-A2-R4_MC07g08428	0.00766	0.00383	0.0047	0.00239	1.62944	aAutosome	aAutosome	NON	4.69719	A2
MvSl-1064-A2-R4_MC07g08429	0.01136	0.0066	0.00011	0.00072	102.342	aAutosome	aAutosome	NON	3.92597	A2
MvSl-1064-A2-R4_MC07g08430	0.01015	0.00385	0.01992	0.00897	0.509513	aAutosome	aAutosome	NON	6.69962	A2
MvSl-1064-A2-R4_MC07g08431	0.00592	0.00298	0.01088	0.0078	0.544068	aAutosome	aAutosome	NON	4.96875	A2
MvSl-1064-A2-R4_MC07g08432	0.00985	0.00571	0.01489	0.0106	0.661473	aAutosome	aAutosome	NON	8.7297	A2
MvSl-1064-A2-R4_MC07g08436	0.00338	0.00129	0.00787	0.00324	0.429424	aAutosome	aAutosome	NON	4.58881	A2
MvSl-1064-A2-R4_MC07g08440	0.00453	0.00455	0.00005	0.00027	88.8235	aAutosome	aAutosome	NON	3.43576	A2
MvSl-1064-A2-R4_MC07g08444	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.03497	A2
MvSl-1064-A2-R4_MC07g08457	0.00346	0.00346	0.00637	0.00639	0.543086	aAutosome	aAutosome	NON	11.4139	A2
MvSl-1064-A2-R4_MC07g08462	0.00348	0.00246	0.01093	0.00775	0.318361	aAutosome	aAutosome	NON	5.48655	A2
MvSl-1064-A2-R4_MC07g08464	0.00251	0.00251	0.01135	0.00808	0.221126	aAutosome	aAutosome	NON	5.10368	A2
MvSl-1064-A2-R4_MC07g08468	0.0035	0.00247	0.00329	0.00328	1.06351	aAutosome	aAutosome	NON	5.25688	A2
MvSl-1064-A2-R4_MC07g08471	0.00001	0	0.00856	0.00044	0.00116809	aAutosome	aAutosome	NON	8.34899	A2
MvSl-1064-A2-R4_MC07g08474	0.00923	0.00534	0.00009	0	101.429	aAutosome	aAutosome	NON	2.69349	A2
MvSl-1064-A2-R4_MC07g08476	0	0	0.00001	0	0	aAutosome	aAutosome	NON	9.36947	A2
MvSl-1064-A2-R4_MC07g08477	0.01082	0.00542	0.00011	0.00038	97.4775	aAutosome	aAutosome	NON	3.37324	A2
MvSl-1064-A2-R4_MC07g08478	0.00105	0.00106	0.00643	0.00457	0.163272	aAutosome	aAutosome	NON	4.23153	A2
MvSl-1064-A2-R4_MC07g08479	0.00695	0.00402	0.00007	0.00043	97.8873	aAutosome	aAutosome	NON	6.52402	A2
MvSl-1064-A2-R4_MC07g08481	0.00857	0.00607	0.00009	0	94.1758	aAutosome	aAutosome	NON	8.35002	A2
MvSl-1064-A2-R4_MC07g08487	0.00328	0.00147	0.00538	0.0027	0.609552	aAutosome	aAutosome	NON	7.55578	A2
MvSl-1064-A2-R4_MC07g08494	0	0	0.00001	0	0	aAutosome	aAutosome	NON	8.13531	A2
MvSl-1064-A2-R4_MC07g08498	0.00243	0.00244	0.00524	0.00526	0.463652	aAutosome	aAutosome	NON	2.92364	A2
MvSl-1064-A2-R4_MC07g08506	0.00283	0.00199	0.01069	0.00615	0.264709	aAutosome	aAutosome	NON	7.0939	A2
MvSl-1064-A2-R4_MC07g08507	0.0008	0.00081	0.00178	0.00181	0.449186	aAutosome	aAutosome	NON	6.35878	A2
MvSl-1064-A2-R4_MC08-1g08527	0.00326	0.00328	0.00941	0.00945	0.346403	aAutosome	aAutosome	NON	1.34081	A2
MvSl-1064-A2-R4_MC08-1g08531	0.00335	0.00238	0.00527	0.00529	0.635553	aAutosome	aAutosome	NON	6.16791	A2
MvSl-1064-A2-R4_MC08-1g08532	0.00547	0.00193	0.00604	0.003	0.905479	aAutosome	aAutosome	NON	8.29777	A2
MvSl-1064-A2-R4_MC08-1g08534	0.00922	0.00537	0.00009	0.00056	101.319	aAutosome	aAutosome	NON	4.65988	A2
MvSl-1064-A2-R4_MC08-1g08538	0.006	0.00425	0.01734	0.01231	0.346001	aAutosome	aAutosome	NON	5.61167	A2
MvSl-1064-A2-R4_MC08-1g08539	0.00215	0.00216	0.01528	0.0089	0.140698	aAutosome	aAutosome	NON	6.89222	A2
MvSl-1064-A2-R4_MC08-1g08541	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.23855	A2
MvSl-1064-A2-R4_MC08-1g08546	0.002	0.00143	0.0099	0.00498	0.202	aAutosome	aAutosome	NON	3.07213	A2
MvSl-1064-A2-R4_MC08-1g08551	0.00216	0.00216	0.01448	0.00842	0.149161	aAutosome	aAutosome	NON	4.65892	A2
MvSl-1064-A2-R4_MC08-1g08554	0.00282	0.00283	0.01002	0.01008	0.281409	aAutosome	aAutosome	NON	2.3495	A2
MvSl-1064-A2-R4_MC08-1g08557	0.00375	0.00188	0.01342	0.0055	0.279413	aAutosome	aAutosome	NON	6.03733	A2
MvSl-1064-A2-R4_MC08-1g08559	0.00428	0.00304	0.00541	0.00545	0.790981	aAutosome	aAutosome	NON	6.28318	A2
MvSl-1064-A2-R4_MC08-1g08560	0.00001	0	0.01136	0.00062	0.000880204	aAutosome	aAutosome	NON	6.75939	A2
MvSl-1064-A2-R4_MC08-1g08561	0.00227	0.00227	0.02051	0.01193	0.110672	aAutosome	aAutosome	NON	6.63222	A2
MvSl-1064-A2-R4_MC08-1g08562	0	0.00005	0.00002	0	0	aAutosome	aAutosome	NON	7.81487	A2
MvSl-1064-A2-R4_MC08-1g08564	0.00117	0.00083	0.01887	0.00603	0.0619999	aAutosome	aAutosome	NON	7.73176	A2
MvSl-1064-A2-R4_MC08-1g08566	0.00225	0.0013	0.00627	0.00361	0.358794	aAutosome	aAutosome	NON	5.99656	A2
MvSl-1064-A2-R4_MC08-1g08567	0.00802	0.00571	0.00809	0.00817	0.991225	aAutosome	aAutosome	NON	4.3548	A2
MvSl-1064-A2-R4_MC08-1g08568	0.00334	0.00326	0.01156	0.01136	0.288902	aAutosome	aAutosome	NON	1.44519	A2
MvSl-1064-A2-R4_MC08-1g08582	0.01182	0.00484	0.00012	0.00009	97.686	aAutosome	aAutosome	NON	5.89129	A2
MvSl-1064-A2-R4_MC08-1g08590	0.01066	0.00537	0.00816	0.00829	1.30621	aAutosome	aAutosome	NON	3.63996	A2
MvSl-1064-A2-R4_MC08-1g08593	0.00001	0	0.00986	0.00048	0.0010141	aAutosome	aAutosome	NON	3.61756	A2
MvSl-1064-A2-R4_MC08-1g08594	0.00437	0.00219	0.00838	0.00486	0.521417	aAutosome	aAutosome	NON	6.79721	A2
MvSl-1064-A2-R4_MC08-1g08595	0.00237	0.00168	0.00821	0.00582	0.288637	aAutosome	aAutosome	NON	5.69736	A2
MvSl-1064-A2-R4_MC08-1g08596	0.00622	0.00442	0.00006	0.00063	101.967	aAutosome	aAutosome	NON	2.20037	A2
MvSl-1064-A2-R4_MC08-1g08599	0.00418	0.00171	0.00939	0.00386	0.445107	aAutosome	aAutosome	NON	7.14865	A2
MvSl-1064-A2-R4_MC08-1g08603	0.00545	0.00246	0.00431	0.00217	1.26421	aAutosome	aAutosome	NON	5.64239	A2
MvSl-1064-A2-R4_MC08-1g08604	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.7151	A2
MvSl-1064-A2-R4_MC08-1g08607	0.00526	0.00261	0.01104	0.00561	0.476406	aAutosome	aAutosome	NON	6.76501	A2
MvSl-1064-A2-R4_MC08-1g08610	0.00548	0.00318	0.01251	0.00891	0.438015	aAutosome	aAutosome	NON	6.77017	A2
MvSl-1064-A2-R4_MC08-1g08615	0.00478	0.0034	0.01214	0.00864	0.393707	aAutosome	aAutosome	NON	7.92073	A2
MvSl-1064-A2-R4_MC08-1g08617	0.00002	0	0.01816	0	0.00110126	aAutosome	aAutosome	NON	7.1407	A2
MvSl-1064-A2-R4_MC08-1g08619	0.00737	0.00369	0.00007	0	103.803	aAutosome	aAutosome	NON	7.61444	A2
MvSl-1064-A2-R4_MC08-1g08623	0.00978	0.00439	0.01576	0.00794	0.620519	aAutosome	aAutosome	NON	5.96628	A2
MvSl-1064-A2-R4_MC08-1g08626	0.00722	0.00511	0.0108	0.01082	0.668457	aAutosome	aAutosome	NON	4.64151	A2
MvSl-1064-A2-R4_MC08-1g08629	0	0.00004	0.00002	0	0	aAutosome	aAutosome	NON	4.89406	A2
MvSl-1064-A2-R4_MC08-1g08635	0.00295	0.00132	0.00893	0.00366	0.33031	aAutosome	aAutosome	NON	7.87587	A2
MvSl-1064-A2-R4_MC08-1g08637	0.00364	0.00357	0.0137	0.01334	0.265674	aAutosome	aAutosome	NON	6.74265	A2
MvSl-1064-A2-R4_MC08-1g08638	0.00528	0.00148	0.0053	0.00218	0.996038	aAutosome	aAutosome	NON	7.22832	A2
MvSl-1064-A2-R4_MC08-1g08640	0.00305	0.00306	0.01349	0.00962	0.226077	aAutosome	aAutosome	NON	4.85634	A2
MvSl-1064-A2-R4_MC08-1g08645	0.0021	0.00186	0.00676	0.00601	0.310605	aAutosome	aAutosome	NON	2.54367	A2
MvSl-1064-A2-R4_MC08-1g08647	0.00428	0.00204	0.00678	0.00345	0.631175	aAutosome	aAutosome	NON	5.3369	A2
MvSl-1064-A2-R4_MC08-1g08648	0.00001	0	0.00911	0	0.00109757	aAutosome	aAutosome	NON	7.83728	A2
MvSl-1064-A2-R4_MC08-1g08654	0.00001	0.00005	0.00889	0.00886	0.00112473	aAutosome	aAutosome	NON	5.86596	A2
MvSl-1064-A2-R4_MC08-1g08655	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.22931	A2
MvSl-1064-A2-R4_MC08-1g08661	0.00001	0	0.00636	0	0.00157208	aAutosome	aAutosome	NON	4.69133	A2
MvSl-1064-A2-R4_MC08-1g08663	0.00459	0.00325	0.01232	0.00714	0.372535	aAutosome	aAutosome	NON	4.12423	A2
MvSl-1064-A2-R4_MC08-1g08664	0.00441	0.0018	0.00678	0.00339	0.650347	aAutosome	aAutosome	NON	7.36567	A2
MvSl-1064-A2-R4_MC08-1g08669	0.00591	0.0042	0.00006	0.00037	96.8852	aAutosome	aAutosome	NON	5.10689	A2
MvSl-1064-A2-R4_MC08-1g08670	0.00551	0.00194	0.00291	0.00202	1.89282	aAutosome	aAutosome	NON	0.759747	A2
MvSl-1064-A2-R4_MC08-1g08671	0.00263	0.00263	0.01641	0.00955	0.160258	aAutosome	aAutosome	NON	4.31146	A2
MvSl-1064-A2-R4_MC08-1g08675	0.02135	0.00672	0.01665	0.00707	1.28221	aAutosome	aAutosome	NON	1.33255	A2
MvSl-1064-A2-R4_MC08-1g08682	0.00001	0	0.01077	0.00302	0.000928419	aAutosome	aAutosome	NON	6.67421	A2
MvSl-1064-A2-R4_MC08-1g08683	0.00261	0.00262	0.01822	0.01061	0.143241	aAutosome	aAutosome	NON	7.23259	A2
MvSl-1064-A2-R4_MC08-1g08688	0.00611	0.00275	0.00515	0.00366	1.18618	aAutosome	aAutosome	NON	3.38823	A2
MvSl-1064-A2-R4_MC08-1g08689	0.00001	0	0.00708	0	0.00141223	aAutosome	aAutosome	NON	6.61301	A2
MvSl-1064-A2-R4_MC08-1g08690	0.00646	0.00263	0.01078	0.00537	0.599202	aAutosome	aAutosome	NON	6.38324	A2
MvSl-1064-A2-R4_MC08-1g08691	0.00002	0	0.0186	0.00149	0.00107521	aAutosome	aAutosome	NON	6.87934	A2
MvSl-1064-A2-R4_MC08-1g08693	0.01059	0.00476	0.00709	0.00722	1.49344	aAutosome	aAutosome	NON	6.04897	A2
MvSl-1064-A2-R4_MC08-1g08697	0	0.00326	0.00001	0.00828	0	aAutosome	aAutosome	NON	6.78255	A2
MvSl-1064-A2-R4_MC08-1g08703	0.00791	0.00562	0.01703	0.01216	0.464447	aAutosome	aAutosome	NON	7.77924	A2
MvSl-1064-A2-R4_MC08-1g08718	0.01893	0.00779	0.00803	0.00804	2.35712	aAutosome	aAutosome	NON	8.85221	A2
MvSl-1064-A2-R4_MC08-1g08720	0.00569	0.00284	0.01008	0.00582	0.564428	aAutosome	aAutosome	NON	6.05522	A2
MvSl-1064-A2-R4_MC08-1g08722	0.00596	0.00346	0.00465	0.00468	1.28144	aAutosome	aAutosome	NON	6.58167	A2
MvSl-1064-A2-R4_MC08-1g08723	0.00851	0.00602	0.00758	0.00755	1.12254	aAutosome	aAutosome	NON	5.48885	A2
MvSl-1064-A2-R4_MC08-1g08728	0.00448	0.0026	0.01281	0.00644	0.349699	aAutosome	aAutosome	NON	4.49909	A2
MvSl-1064-A2-R4_MC08-1g08731	0.00229	0.00163	0.01183	0.00596	0.193559	aAutosome	aAutosome	NON	5.46338	A2
MvSl-1064-A2-R4_MC08-1g08740	0.00376	0.00378	0.01019	0.01027	0.368953	aAutosome	aAutosome	NON	8.19094	A2
MvSl-1064-A2-R4_MC08-1g08742	0.00311	0.0022	0.00003	0.00009	100.323	aAutosome	aAutosome	NON	9.21968	A2
MvSl-1064-A2-R4_MC08-1g08756	0.00618	0.00438	0.00886	0.00888	0.697438	aAutosome	aAutosome	NON	4.94654	A2
MvSl-1064-A2-R4_MC08-1g08760	0	0.00004	0.00002	0	0	aAutosome	aAutosome	NON	7.06269	A2
MvSl-1064-A2-R4_MC08-1g08761	0.01078	0.00541	0.01629	0.00948	0.661715	aAutosome	aAutosome	NON	6.44513	A2
MvSl-1064-A2-R4_MC08-1g08762	0.00431	0.00306	0.01181	0.00841	0.364914	aAutosome	aAutosome	NON	4.30276	A2
MvSl-1064-A2-R4_MC08-1g08765	0.00316	0	0.00003	0	101.935	aAutosome	aAutosome	NON	5.71745	A2
MvSl-1064-A2-R4_MC08-1g08773	0.00001	0	0.00615	0	0.00162575	aAutosome	aAutosome	NON	6.94127	A2
MvSl-1064-A2-R4_MC08-1g08776	0.00567	0.00402	0.00006	0	92.9508	aAutosome	aAutosome	NON	4.94732	A2
MvSl-1064-A2-R4_MC08-1g08778	0.00288	0.00288	0.00003	0.00007	92.9032	aAutosome	aAutosome	NON	6.8127	A2
MvSl-1064-A2-R4_MC08-1g08779	0.00517	0.00271	0.02288	0.01076	0.225952	aAutosome	aAutosome	NON	7.82307	A2
MvSl-1064-A2-R4_MC08-1g08780	0.00558	0.0023	0.01056	0.00479	0.528359	aAutosome	aAutosome	NON	6.66874	A2
MvSl-1064-A2-R4_MC08-1g08786	0.00273	0.00122	0.00954	0.00361	0.286134	aAutosome	aAutosome	NON	7.68646	A2
MvSl-1064-A2-R4_MC08-1g08793	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.83165	A2
MvSl-1064-A2-R4_MC08-1g08798	0.00441	0.00442	0.00004	0	107.561	aAutosome	aAutosome	NON	4.33838	A2
MvSl-1064-A2-R4_MC08-1g08799	0.00305	0.00306	0.01908	0.01358	0.159845	aAutosome	aAutosome	NON	6.0104	A2
MvSl-1064-A2-R4_MC08-1g08803	0.00635	0.0026	0.02109	0.00869	0.301076	aAutosome	aAutosome	NON	8.16305	A2
MvSl-1064-A2-R4_MC08-1g08816	0.00967	0.00486	0.0001	0	95.7426	aAutosome	aAutosome	NON	5.59876	A2
MvSl-1064-A2-R4_MC08-1g08817	0.005	0.00355	0.0132	0.00939	0.378759	aAutosome	aAutosome	NON	5.77665	A2
MvSl-1064-A2-R4_MC08-1g08819	0.00001	0	0.01003	0	0.00099691	aAutosome	aAutosome	NON	6.0187	A2
MvSl-1064-A2-R4_MC08-1g08821	0.01009	0.0051	0.02484	0.01459	0.406183	aAutosome	aAutosome	NON	5.79047	A2
MvSl-1064-A2-R4_MC08-1g08822	0.00342	0.00147	0.00916	0.00395	0.373322	aAutosome	aAutosome	NON	6.64083	A2
MvSl-1064-A2-R4_MC08-1g08829	0.00138	0.0008	0.0088	0.0051	0.1568	aAutosome	aAutosome	NON	7.79074	A2
MvSl-1064-A2-R4_MC08-1g08838	0.0046	0.00265	0.00381	0.00378	1.20703	aAutosome	aAutosome	NON	6.01196	A2
MvSl-1064-A2-R4_MC08-1g08839	0.00315	0.00315	0.00003	0.00003	101.613	aAutosome	aAutosome	NON	4.99073	A2
MvSl-1064-A2-R4_MC08-1g08840	0.00267	0.00437	0.0086	0.01416	0.310429	aAutosome	aAutosome	NON	8.35918	A2
MvSl-1064-A2-R4_MC08-1g08844	0.00248	0.00249	0.01373	0.00801	0.180613	aAutosome	aAutosome	NON	4.17619	A2
MvSl-1064-A2-R4_MC08-1g08848	0	0.00052	0.00001	0.00128	0	aAutosome	aAutosome	NON	5.39184	A2
MvSl-1064-A2-R4_MC08-1g08853	0.00423	0.003	0.00615	0.00617	0.687693	aAutosome	aAutosome	NON	6.40055	A2
MvSl-1064-A2-R4_MC08-1g08857	0.00909	0.00313	0.0046	0.00286	1.97566	aAutosome	aAutosome	NON	4.32902	A2
MvSl-1064-A2-R4_MC08-1g08861	0.00003	0	0.03376	0.0026	0.000888599	aAutosome	aAutosome	NON	3.26856	A2
MvSl-1064-A2-R4_MC08-1g08862	0	0	0.00404	0.00042	0	aAutosome	aAutosome	NON	2.55694	A2
MvSl-1064-A2-R4_MC08-1g08863	0.03079	0.01014	0.07136	0.02591	0.431468	aAutosome	aAutosome	NON	2.49226	A2
MvSl-1064-A2-R4_MC08-1g08865	0.00439	0.0022	0.00793	0.00458	0.553524	aAutosome	aAutosome	NON	7.28814	A2
MvSl-1064-A2-R4_MC08-1g08866	0.00782	0.00392	0.00008	0.00022	96.5432	aAutosome	aAutosome	NON	6.41792	A2
MvSl-1064-A2-R4_MC08-1g08869	0.00486	0.00487	0.01106	0.01112	0.439382	aAutosome	aAutosome	NON	6.05011	A2
MvSl-1064-A2-R4_MC08-1g08874	0.00324	0.0023	0.00783	0.00556	0.41374	aAutosome	aAutosome	NON	5.00082	A2
MvSl-1064-A2-R4_MC08-1g08878	0.00341	0.00198	0.0088	0.00512	0.387456	aAutosome	aAutosome	NON	7.24358	A2
MvSl-1064-A2-R4_MC08-1g08880	0.00377	0.00369	0.01438	0.01409	0.262151	aAutosome	aAutosome	NON	3.59732	A2
MvSl-1064-A2-R4_MC08-1g08882	0.00133	0.00132	0.00274	0.00274	0.485224	aAutosome	aAutosome	NON	6.65563	A2
MvSl-1064-A2-R4_MC08-1g08883	0.00467	0.00271	0.00357	0.00359	1.30776	aAutosome	aAutosome	NON	6.20006	A2
MvSl-1064-A2-R4_MC08-1g08884	0.00001	0	0.00722	0.00043	0.00138485	aAutosome	aAutosome	NON	6.97453	A2
MvSl-1064-A2-R4_MC08-1g08885	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.33679	A2
MvSl-1064-A2-R4_MC08-1g08891	0.00903	0.00343	0.00009	0.00028	99.2308	aAutosome	aAutosome	NON	6.74813	A2
MvSl-1064-A2-R4_MC08-1g08892	0.0017	0.00085	0.00413	0.00207	0.411523	aAutosome	aAutosome	NON	8.18465	A2
MvSl-1064-A2-R4_MC08-1g08894	0.00542	0.00544	0.00005	0.0003	106.275	aAutosome	aAutosome	NON	7.00734	A2
MvSl-1064-A2-R4_MC08-1g08900	0.0038	0.0019	0.01127	0.00506	0.337148	aAutosome	aAutosome	NON	6.15618	A2
MvSl-1064-A2-R4_MC08-1g08902	0.00869	0.00436	0.00009	0.00024	95.4945	aAutosome	aAutosome	NON	2.2199	A2
MvSl-1064-A2-R4_MC08-1g08907	0.00072	0.00072	0.00559	0.00397	0.128778	aAutosome	aAutosome	NON	8.37604	A2
MvSl-1064-A2-R4_MC08-1g08918	0.00758	0.00541	0.02028	0.01453	0.373749	aAutosome	aAutosome	NON	5.48379	A2
MvSl-1064-A2-R4_MC08-1g08924	0.00683	0.00279	0.00728	0.0042	0.938058	aAutosome	aAutosome	NON	6.96781	A2
MvSl-1064-A2-R4_MC08-1g08927	0.00335	0.00194	0.01455	0.00655	0.230225	aAutosome	aAutosome	NON	3.70573	A2
MvSl-1064-A2-R4_MC08-1g08931	0.00001	0	0.01449	0	0.000690084	aAutosome	aAutosome	NON	8.13563	A2
MvSl-1064-A2-R4_MC08-1g08933	0.00426	0.00302	0.00911	0.00647	0.467567	aAutosome	aAutosome	NON	5.76664	A2
MvSl-1064-A2-R4_MC08-1g08938	0.00766	0.00383	0.01334	0.00772	0.57417	aAutosome	aAutosome	NON	5.19686	A2
MvSl-1064-A2-R4_MC08-1g08943	0.00001	0	0.01173	0.00088	0.000852442	aAutosome	aAutosome	NON	6.53233	A2
MvSl-1064-A2-R4_MC08-1g08944	0.00373	0.00262	0.00521	0.00514	0.715794	aAutosome	aAutosome	NON	7.4383	A2
MvSl-1064-A2-R4_MC08-1g08951	0.00661	0.00331	0.00349	0.00347	1.89344	aAutosome	aAutosome	NON	4.55435	A2
MvSl-1064-A2-R4_MC08-1g08952	0.00879	0.00334	0.01711	0.00703	0.513705	aAutosome	aAutosome	NON	3.66713	A2
MvSl-1064-A2-R4_MC08-1g08953	0.00457	0.00458	0.00005	0.00021	89.6078	aAutosome	aAutosome	NON	6.57065	A2
MvSl-1064-A2-R4_MC08-1g08956	0.00243	0.00172	0.00431	0.00306	0.563674	aAutosome	aAutosome	NON	6.86522	A2
MvSl-1064-A2-R4_MC08-1g08958	0.00467	0.00468	0.0224	0.01604	0.208473	aAutosome	aAutosome	NON	6.12746	A2
MvSl-1064-A2-R4_MC08-1g08960	0.00912	0.00649	0.00953	0.00959	0.956878	aAutosome	aAutosome	NON	2.42763	A2
MvSl-1064-A2-R4_MC08-1g08965	0.00678	0.00483	0.0151	0.01078	0.448977	aAutosome	aAutosome	NON	7.70083	A2
MvSl-1064-A2-R4_MC08-1g08969	0.00804	0.0036	0.00624	0.00437	1.28826	aAutosome	aAutosome	NON	5.94764	A2
MvSl-1064-A2-R4_MC08-1g08973	0.00273	0.00157	0.00644	0.00373	0.423847	aAutosome	aAutosome	NON	5.52582	A2
MvSl-1064-A2-R4_MC08-1g08974	0.00949	0.00554	0.00761	0.00773	1.24688	aAutosome	aAutosome	NON	4.55312	A2
MvSl-1064-A2-R4_MC08-1g08978	0.00198	0.0014	0.0038	0.00381	0.520916	aAutosome	aAutosome	NON	4.28697	A2
MvSl-1064-A2-R4_MC08-1g08980	0.00324	0.00326	0.00003	0.00028	104.516	aAutosome	aAutosome	NON	4.59212	A2
MvSl-1064-A2-R4_MC08-1g08986	0.0026	0.00264	0.02573	0.01516	0.101045	aAutosome	aAutosome	NON	5.24444	A2
MvSl-1064-A2-R4_MC08-1g08990	0.00711	0.00502	0.01325	0.01322	0.536563	aAutosome	aAutosome	NON	5.10983	A2
MvSl-1064-A2-R4_MC08-1g08993	0.00766	0.00212	0.00481	0.00175	1.59218	aAutosome	aAutosome	NON	7.4801	A2
MvSl-1064-A2-R4_MC08-1g09000	0.00576	0.00409	0.02105	0.01226	0.273621	aAutosome	aAutosome	NON	4.73149	A2
MvSl-1064-A2-R4_MC08-1g09001	0.00388	0.00389	0.00004	0	94.6341	aAutosome	aAutosome	NON	6.38923	A2
MvSl-1064-A2-R4_MC08-1g09003	0.00132	0.00132	0.01915	0.00865	0.0689259	aAutosome	aAutosome	NON	6.84177	A2
MvSl-1064-A2-R4_MC08-1g09004	0.01293	0.00492	0.00013	0.00035	98.7023	aAutosome	aAutosome	NON	4.55108	A2
MvSl-1064-A2-R4_MC08-2g09047	0.00494	0.0035	0.00005	0.00016	96.8627	aAutosome	aAutosome	NON	6.32608	A2
MvSl-1064-A2-R4_MC08-2g09065	0.00168	0.00168	0.00002	0	80	aAutosome	aAutosome	NON	8.11161	A2
MvSl-1064-A2-R4_MC08-2g09067	0.00382	0.00379	0.05195	0.02627	0.0735308	aAutosome	aAutosome	NON	5.27437	A2
MvSl-1064-A2-R4_MC08-2g09080	0.00482	0.00342	0.00005	0.00029	94.5098	aAutosome	aAutosome	NON	3.65583	A2
MvSl-1064-A2-R4_MC08-2g09086	0.00165	0.00096	0.02373	0.0076	0.0695293	aAutosome	aAutosome	NON	7.35142	A2
MvSl-1064-A2-R4_MC08-2g09098	0.00145	0.00144	0.00579	0.00577	0.250389	aAutosome	aAutosome	NON	4.83773	A2
MvSl-1064-A2-R4_MC08-2g09101	0.00289	0.00168	0.00352	0.00357	0.82079	aAutosome	aAutosome	NON	7.75607	A2
MvSl-1064-A2-R4_MC08-2g09102	0.00345	0.00199	0.009	0.00521	0.383291	aAutosome	aAutosome	NON	7.05704	A2
