gida1	a1prot	a1cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	DE	DE2	haploid
MvSl-1064-A2-R4_MC13g11580	148	447	Auto	Auto	2	0.013513514	0.116247639	99.5	199	1.344594595	1.159566555	NON	NON	A2
MvSl-1064-A2-R4_MC13g11581	744	2235	Auto	Auto	3	0.004032258	0.063500064	79	237	0.318548387	0.56440091	NON	NON	A2
MvSl-1064-A2-R4_MC13g11582	210	633	Auto	Auto	4	0.019047619	0.138013112	130.75	523	2.49047619	1.578124263	NON	NON	A2
MvSl-1064-A2-R4_MC13g11585	731	2196	Auto	Auto	5	0.006839945	0.082703962	101.2	506	0.692202462	0.831987057	NON	NON	A2
MvSl-1064-A2-R4_MC13g11586	263	792	Auto	Auto	3	0.011406844	0.106802828	146.333	439	1.669201521	1.291975821	Up	DE	A2
MvSl-1064-A2-R4_MC13g11590	134	405	Auto	Auto	2	0.014925373	0.122169444	105	210	1.567164179	1.251864281	NON	NON	A2
MvSl-1064-A2-R4_MC13g11591	557	1674	Auto	Auto	5	0.008976661	0.094745241	80.6	403	0.723518851	0.850599113	Down	DE	A2
MvSl-1064-A2-R4_MC13g11592	366	1101	Auto	Auto	11	0.030054645	0.173362755	69.7273	767	2.095628415	1.447628549	NON	NON	A2
MvSl-1064-A2-R4_MC13g11594	161	486	Auto	Auto	3	0.01863354	0.136504727	86.6667	260	1.614906832	1.270789846	Up	DE	A2
MvSl-1064-A2-R4_MC13g11595	487	1464	Auto	Auto	8	0.016427105	0.128168267	123	984	2.020533881	1.421454847	NON	NON	A2
MvSl-1064-A2-R4_MC13g11601	710	2133	Auto	Auto	6	0.008450704	0.091927712	94.8333	569	0.801408451	0.895214193	NON	NON	A2
MvSl-1064-A2-R4_MC13g11608	62	189	Auto	Auto	1	0.016129032	0.127000127	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11609	116	351	Auto	Auto	1	0.00862069	0.092847669	82	82	0.706896552	0.840771403	NON	NON	A2
MvSl-1064-A2-R4_MC13g11611	1573	4722	Auto	Auto	3	0.001907184	0.043671315	74.3333	223	0.141767324	0.376520018	NON	NON	A2
MvSl-1064-A2-R4_MC13g11612	192	579	Auto	Auto	1	0.005208333	0.072168784	59	59	0.307291667	0.554338946	NON	NON	A2
MvSl-1064-A2-R4_MC13g11613	150	453	Auto	Auto	1	0.006666667	0.081649658	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11614	675	2028	Auto	Auto	8	0.011851852	0.108866211	91.25	730	1.081481481	1.039943018	NON	NON	A2
MvSl-1064-A2-R4_MC13g11615	158	477	Auto	Auto	1	0.006329114	0.079555728	158	158	1	1	NON	NON	A2
MvSl-1064-A2-R4_MC13g11616	412	1239	Auto	Auto	4	0.009708738	0.098532928	119	476	1.155339806	1.074867343	NON	NON	A2
MvSl-1064-A2-R4_MC13g11617	340	1023	Auto	Auto	3	0.008823529	0.093933644	141.333	424	1.247058824	1.11671788	NON	NON	A2
MvSl-1064-A2-R4_MC13g11621	1343	4032	Auto	Auto	4	0.002978407	0.054574779	97	278	0.206999255	0.454971708	NON	NON	A2
MvSl-1064-A2-R4_MC13g11622	107	324	Auto	Auto	1	0.009345794	0.096673649	206	206	1.925233645	1.38752789	NON	NON	A2
MvSl-1064-A2-R4_MC13g11623	275	828	Auto	Auto	2	0.007272727	0.085280287	65.5	131	0.476363636	0.690191014	NON	NON	A2
MvSl-1064-A2-R4_MC13g11624	172	519	Auto	Auto	3	0.01744186	0.132067636	113	339	1.970930233	1.403898227	NON	NON	A2
MvSl-1064-A2-R4_MC13g11625	766	2301	Auto	Auto	11	0.014360313	0.119834525	84.1818	926	1.208877285	1.099489556	NON	NON	A2
MvSl-1064-A2-R4_MC13g11626	670	2013	Auto	Auto	5	0.007462687	0.086386843	78	390	0.582089552	0.762947935	NON	NON	A2
MvSl-1064-A2-R4_MC13g11630	206	621	Auto	Auto	2	0.009708738	0.098532928	100.5	201	0.975728155	0.98778953	NON	NON	A2
MvSl-1064-A2-R4_MC13g11631	826	2481	Auto	Auto	3	0.003631961	0.060265755	96.6667	290	0.351089588	0.592528133	NON	NON	A2
MvSl-1064-A2-R4_MC13g11632	417	1254	Auto	Auto	2	0.004796163	0.069254336	83.5	167	0.400479616	0.632834588	NON	NON	A2
MvSl-1064-A2-R4_MC13g11633	437	1314	Auto	Auto	3	0.006864989	0.082855226	97	291	0.66590389	0.816029344	NON	NON	A2
MvSl-1064-A2-R4_MC13g11634	462	1389	Auto	Auto	8	0.017316017	0.131590339	84.5	676	1.463203463	1.209629474	NON	NON	A2
MvSl-1064-A2-R4_MC13g11636	117	354	Auto	Auto	1	0.008547009	0.092450033	67	67	0.572649573	0.756736131	NON	NON	A2
MvSl-1064-A2-R4_MC13g11637	628	1887	Auto	Auto	6	0.00955414	0.097745282	69.5	417	0.664012739	0.814869768	NON	NON	A2
MvSl-1064-A2-R4_MC13g11638	52	159	Auto	Auto	1	0.019230769	0.138675049	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11639	991	2976	Auto	Auto	5	0.005045409	0.07103104	147	735	0.741675076	0.861205594	NON	NON	A2
MvSl-1064-A2-R4_MC13g11640	658	1977	Auto	Auto	10	0.015197568	0.123278418	80	800	1.215805471	1.102635693	NON	NON	A2
MvSl-1064-A2-R4_MC13g11642	561	1686	Auto	Auto	3	0.005347594	0.073127242	82	246	0.438502674	0.662195344	NON	NON	A2
MvSl-1064-A2-R4_MC13g11643	150	453	Auto	Auto	1	0.006666667	0.081649658	262	262	1.746666667	1.321615173	NON	NON	A2
MvSl-1064-A2-R4_MC13g11646	337	1014	Auto	Auto	5	0.014836795	0.121806384	78.6	393	1.166172107	1.079894489	NON	NON	A2
MvSl-1064-A2-R4_MC13g11647	430	1293	Auto	Auto	7	0.01627907	0.127589458	136	952	2.213953488	1.487935983	NON	NON	A2
MvSl-1064-A2-R4_MC13g11648	256	771	Auto	Auto	3	0.01171875	0.108253175	209.333	628	2.453125	1.566245511	NON	NON	A2
MvSl-1064-A2-R4_MC13g11649	846	2541	Auto	Auto	6	0.007092199	0.084215192	71	426	0.503546099	0.709609822	NON	NON	A2
MvSl-1064-A2-R4_MC13g11650	42	129	Auto	Auto	1	0.023809524	0.15430335	73	73	1.738095238	1.3183684	NON	NON	A2
MvSl-1064-A2-R4_MC13g11652	255	768	Auto	Auto	5	0.019607843	0.140028008	127.2	635	2.490196078	1.578035512	NON	NON	A2
MvSl-1064-A2-R4_MC13g11653	809	2430	Auto	Auto	1	0.001236094	0.035158128	241	241	0.29789864	0.545800916	NON	NON	A2
MvSl-1064-A2-R4_MC13g11654	109	330	Auto	Auto	2	0.018348624	0.135457092	139.5	279	2.559633028	1.599885317	NON	NON	A2
MvSl-1064-A2-R4_MC13g11655	75	228	Auto	Auto	1	0.013333333	0.115470054	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11656	523	1572	Auto	Auto	3	0.005736138	0.075737294	89.3333	268	0.512428298	0.715840973	NON	NON	A2
MvSl-1064-A2-R4_MC13g11657	415	1248	Auto	Auto	2	0.004819277	0.069421013	82	164	0.395180723	0.628634013	NON	NON	A2
MvSl-1064-A2-R4_MC13g11658	698	2097	Auto	Auto	8	0.011461318	0.107057546	78.625	629	0.901146132	0.94928717	NON	NON	A2
MvSl-1064-A2-R4_MC13g11659	562	1689	Auto	Auto	4	0.007117438	0.084364908	150	600	1.067615658	1.033254885	NON	NON	A2
MvSl-1064-A2-R4_MC13g11660	1193	3582	Auto	Auto	11	0.009220453	0.096023188	64.7273	712	0.596814753	0.772537865	NON	NON	A2
MvSl-1064-A2-R4_MC13g11661	794	2385	Auto	Auto	4	0.005037783	0.070977344	77.75	311	0.391687657	0.625849549	NON	NON	A2
MvSl-1064-A2-R4_MC13g11662	1604	4815	Auto	Auto	10	0.006234414	0.078958305	83	830	0.517456359	0.719344395	NON	NON	A2
MvSl-1064-A2-R4_MC13g11665	764	2295	Auto	Auto	7	0.009162304	0.095719923	79.8571	559	0.731675393	0.855380262	NON	NON	A2
MvSl-1064-A2-R4_MC13g11666	601	1806	Auto	Auto	5	0.008319468	0.091211115	124.6	623	1.036605657	1.018138329	NON	NON	A2
MvSl-1064-A2-R4_MC13g11667	1510	4533	Auto	Auto	4	0.002649007	0.051468501	77.5	310	0.205298013	0.453098238	NON	NON	A2
MvSl-1064-A2-R4_MC13g11668	590	1773	Auto	Auto	2	0.003389831	0.058222251	65.5	131	0.222033898	0.471204731	NON	NON	A2
MvSl-1064-A2-R4_MC13g11669	524	1575	Auto	Auto	6	0.011450382	0.107006456	142.5	855	1.631679389	1.277372064	NON	NON	A2
MvSl-1064-A2-R4_MC13g11670	146	441	Auto	Auto	1	0.006849315	0.082760589	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11671	305	918	Auto	Auto	3	0.009836066	0.099176941	89	267	0.875409836	0.935633388	NON	NON	A2
MvSl-1064-A2-R4_MC13g11672	2022	6069	Auto	Auto	6	0.002967359	0.054473471	95.5	573	0.283382789	0.532337101	NON	NON	A2
MvSl-1064-A2-R4_MC13g11673	404	1215	Auto	Auto	6	0.014851485	0.12186667	98.6667	592	1.465346535	1.210514987	NON	NON	A2
MvSl-1064-A2-R4_MC13g11674	109	330	Auto	Auto	4	0.036697248	0.191565257	84	336	3.082568807	1.755724582	NON	NON	A2
MvSl-1064-A2-R4_MC13g11675	68	207	Auto	Auto	3	0.044117647	0.210042013	171.333	514	7.558823529	2.74933147	NON	NON	A2
MvSl-1064-A2-R4_MC13g11676	820	2463	Auto	Auto	2	0.002439024	0.04938648	60.5	121	0.147560976	0.384136663	NON	NON	A2
MvSl-1064-A2-R4_MC13g11677	105	318	Auto	Auto	1	0.00952381	0.097590007	0	0	0	0	Up	DE	A2
MvSl-1064-A2-R4_MC13g11678	106	321	Auto	Auto	1	0.009433962	0.097128586	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11679	289	870	Auto	Auto	1	0.003460208	0.058823529	53	53	0.183391003	0.428241758	Up	DE	A2
MvSl-1064-A2-R4_MC13g11680	647	1944	Auto	Auto	6	0.00927357	0.096299379	69	414	0.639876352	0.799922717	NON	NON	A2
MvSl-1064-A2-R4_MC13g11681	318	957	Auto	Auto	4	0.012578616	0.112154431	127.25	509	1.600628931	1.265159646	NON	NON	A2
MvSl-1064-A2-R4_MC13g11683	310	933	Auto	Auto	1	0.003225806	0.056796183	201	201	0.648387097	0.805224873	NON	NON	A2
MvSl-1064-A2-R4_MC13g11684	261	786	Auto	Auto	5	0.019157088	0.138409133	92.6	463	1.77394636	1.331895777	NON	NON	A2
MvSl-1064-A2-R4_MC13g11685	504	1515	Auto	Auto	1	0.001984127	0.04454354	67	67	0.132936508	0.364604591	NON	NON	A2
MvSl-1064-A2-R4_MC13g11691	211	636	Auto	Auto	1	0.004739336	0.068842839	76	76	0.360189573	0.600157957	NON	NON	A2
MvSl-1064-A2-R4_MC13g11693	154	465	Auto	Auto	1	0.006493506	0.080582296	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11694	632	1899	Auto	Auto	6	0.009493671	0.09743547	72	432	0.683544304	0.826767382	NON	NON	A2
MvSl-1064-A2-R4_MC13g11695	53	162	Auto	Auto	1	0.018867925	0.137360564	77	77	1.452830189	1.205334057	NON	NON	A2
MvSl-1064-A2-R4_MC13g11696	1291	3876	Auto	Auto	4	0.003098373	0.055663034	157.25	629	0.48721921	0.698010895	NON	NON	A2
MvSl-1064-A2-R4_MC13g11697	667	2004	Auto	Auto	7	0.010494753	0.1024439	88.2857	618	0.926536732	0.96256778	NON	NON	A2
MvSl-1064-A2-R4_MC13g11698	485	1458	Auto	Auto	3	0.006185567	0.078648376	77	231	0.47628866	0.690136696	NON	NON	A2
MvSl-1064-A2-R4_MC13g11699	1108	3327	Auto	Auto	5	0.004512635	0.067176152	74.4	372	0.335740072	0.579430817	NON	NON	A2
MvSl-1064-A2-R4_MC13g11700	805	2418	Auto	Auto	6	0.007453416	0.086333169	71.2857	446	0.554037267	0.744336797	NON	NON	A2
MvSl-1064-A2-R4_MC13g11701	155	468	Auto	Auto	2	0.012903226	0.113592367	133	266	1.716129032	1.310011081	NON	NON	A2
MvSl-1064-A2-R4_MC13g11702	183	552	Auto	Auto	2	0.010928962	0.104541675	137	274	1.49726776	1.223628931	NON	NON	A2
MvSl-1064-A2-R4_MC13g11703	921	2766	Auto	Auto	12	0.013029316	0.114146029	76.9167	923	1.002171553	1.001085188	NON	NON	A2
MvSl-1064-A2-R4_MC13g11704	859	2580	Auto	Auto	1	0.001164144	0.03411956	71	71	0.082654249	0.28749652	Up	DE	A2
MvSl-1064-A2-R4_MC13g11705	912	2739	Auto	Auto	11	0.012061404	0.109824421	70.9091	780	0.855263158	0.924804389	NON	NON	A2
MvSl-1064-A2-R4_MC13g11706	584	1755	Auto	Auto	2	0.003424658	0.058520574	208	416	0.712328767	0.843995715	NON	NON	A2
MvSl-1064-A2-R4_MC13g11707	361	1086	Auto	Auto	5	0.013850416	0.117687788	87.4	437	1.210526316	1.100239208	NON	NON	A2
MvSl-1064-A2-R4_MC13g11708	1156	3471	Auto	Auto	6	0.005190311	0.072043816	73.1667	439	0.379757785	0.616244907	NON	NON	A2
MvSl-1064-A2-R4_MC13g11709	1062	3189	Auto	Auto	3	0.002824859	0.0531494	156.667	470	0.442561205	0.665252738	NON	NON	A2
MvSl-1064-A2-R4_MC13g11710	502	1509	Auto	Auto	1	0.001992032	0.044632184	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11711	748	2247	Auto	Auto	7	0.009358289	0.096738249	73.1429	512	0.684491979	0.827340304	NON	NON	A2
MvSl-1064-A2-R4_MC13g11712	801	2406	Auto	Auto	2	0.002496879	0.049968779	91.5	183	0.228464419	0.477979518	NON	NON	A2
MvSl-1064-A2-R4_MC13g11713	721	2166	Auto	Auto	2	0.002773925	0.052668065	70.5	141	0.19556172	0.442223608	NON	NON	A2
MvSl-1064-A2-R4_MC13g11714	320	963	Auto	Auto	4	0.0125	0.111803399	97	388	1.2125	1.101135777	NON	NON	A2
MvSl-1064-A2-R4_MC13g11715	211	636	Auto	Auto	5	0.023696682	0.153937268	137	685	3.246445498	1.801789526	NON	NON	A2
MvSl-1064-A2-R4_MC13g11717	696	2091	Auto	Auto	4	0.005747126	0.075809804	94.25	377	0.541666667	0.735980072	NON	NON	A2
MvSl-1064-A2-R4_MC13g11718	107	324	Auto	Auto	2	0.018691589	0.136717185	63.5	127	1.186915888	1.089456694	NON	NON	A2
MvSl-1064-A2-R4_MC13g11719	307	924	Auto	Auto	9	0.029315961	0.171219044	81.1111	730	2.377850163	1.542027938	NON	NON	A2
MvSl-1064-A2-R4_MC13g11720	349	1050	Auto	Auto	1	0.00286533	0.053528773	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11721	690	2073	Auto	Auto	1	0.001449275	0.038069349	48	48	0.069565217	0.263752189	NON	NON	A2
MvSl-1064-A2-R4_MC13g11722	629	1890	Auto	Auto	2	0.00317965	0.056388387	64	128	0.203497615	0.4511071	NON	NON	A2
MvSl-1064-A2-R4_MC13g11723	49	150	Auto	Auto	1	0.020408163	0.142857143	0	0	0	0	Up	DE	A2
MvSl-1064-A2-R4_MC13g11724	49	150	Auto	Auto	1	0.020408163	0.142857143	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11725	683	2052	Auto	Auto	6	0.008784773	0.09372712	76.1667	457	0.669106881	0.817989536	NON	NON	A2
MvSl-1064-A2-R4_MC13g11726	205	618	Auto	Auto	3	0.014634146	0.120971676	87.6667	263	1.282926829	1.132663599	NON	NON	A2
MvSl-1064-A2-R4_MC13g11727	286	861	Auto	Auto	2	0.006993007	0.083624201	58.5	117	0.409090909	0.639602149	NON	NON	A2
MvSl-1064-A2-R4_MC13g11728	894	2685	Auto	Auto	1	0.001118568	0.033445003	74	74	0.082774049	0.287704795	NON	NON	A2
MvSl-1064-A2-R4_MC13g11729	856	2571	Auto	Auto	5	0.005841121	0.07642723	72.8	364	0.425233645	0.652099413	NON	NON	A2
MvSl-1064-A2-R4_MC13g11730	401	1206	Auto	Auto	3	0.007481297	0.08649449	84.3333	253	0.630922693	0.794306423	NON	NON	A2
MvSl-1064-A2-R4_MC13g11731	562	1689	Auto	Auto	11	0.019572954	0.139903373	82.6364	909	1.617437722	1.27178525	NON	NON	A2
MvSl-1064-A2-R4_MC13g11732	345	1038	Auto	Auto	5	0.014492754	0.120385853	99	495	1.434782609	1.197824114	NON	NON	A2
MvSl-1064-A2-R4_MC13g11733	926	2781	Auto	Auto	1	0.001079914	0.032862039	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11734	245	738	Auto	Auto	8	0.032653061	0.180701581	104.5	836	3.412244898	1.847226271	NON	NON	A2
MvSl-1064-A2-R4_MC13g11735	511	1536	Auto	Auto	3	0.005870841	0.076621417	94	282	0.5518591	0.742872196	NON	NON	A2
MvSl-1064-A2-R4_MC13g11736	492	1479	Auto	Auto	3	0.006097561	0.078086881	98.3333	295	0.599593496	0.774334228	NON	NON	A2
MvSl-1064-A2-R4_MC13g11737	426	1281	Auto	Auto	3	0.007042254	0.083918136	94.3333	283	0.664319249	0.815057819	NON	NON	A2
MvSl-1064-A2-R4_MC13g11738	3251	9756	Auto	Auto	9	0.002768379	0.052615387	82.1111	739	0.227314672	0.476775285	NON	NON	A2
MvSl-1064-A2-R4_MC13g11739	228	687	Auto	Auto	4	0.01754386	0.132453236	109	436	1.912280702	1.382852379	NON	NON	A2
MvSl-1064-A2-R4_MC13g11740	223	672	Auto	Auto	1	0.004484305	0.066964953	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11741	828	2487	Auto	Auto	3	0.003623188	0.060192927	70.3333	211	0.254830918	0.504807803	NON	NON	A2
MvSl-1064-A2-R4_MC13g11742	343	1032	Auto	Auto	2	0.005830904	0.076360355	76.5	153	0.44606414	0.667880334	NON	NON	A2
MvSl-1064-A2-R4_MC13g11745	1167	3504	Auto	Auto	2	0.001713796	0.04139802	130	260	0.222793488	0.47201005	NON	NON	A2
MvSl-1064-A2-R4_MC13g11751	317	954	Auto	Auto	3	0.009463722	0.097281665	84	252	0.794952681	0.89160119	NON	NON	A2
MvSl-1064-A2-R4_MC13g11753	377	1134	Auto	Auto	4	0.01061008	0.103005241	88.5	354	0.938992042	0.969016018	NON	NON	A2
MvSl-1064-A2-R4_MC13g11755	857	2574	Auto	Auto	9	0.01050175	0.102478048	74.2222	668	0.779463244	0.882872156	NON	NON	A2
MvSl-1064-A2-R4_MC13g11756	245	738	Auto	Auto	4	0.016326531	0.127775313	73	292	1.191836735	1.091712753	NON	NON	A2
MvSl-1064-A2-R4_MC13g11757	232	699	Auto	Auto	2	0.00862069	0.092847669	61	122	0.525862069	0.725163477	NON	NON	A2
MvSl-1064-A2-R4_MC13g11758	180	543	Auto	Auto	5	0.027777778	0.166666667	118.8	594	3.3	1.816590212	NON	NON	A2
MvSl-1064-A2-R4_MC13g11759	154	465	Auto	Auto	1	0.006493506	0.080582296	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11760	193	582	Auto	Auto	1	0.005181347	0.071981575	98	98	0.507772021	0.712581238	NON	NON	A2
MvSl-1064-A2-R4_MC13g11761	96	291	Auto	Auto	1	0.010416667	0.102062073	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11762	129	390	Auto	Auto	1	0.007751938	0.088045091	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11763	161	486	Auto	Auto	2	0.01242236	0.111455643	60	120	0.745341615	0.863331695	NON	NON	A2
MvSl-1064-A2-R4_MC13g11764	711	2136	Auto	Auto	2	0.00281294	0.053037152	120.5	241	0.338959212	0.582202037	NON	NON	A2
MvSl-1064-A2-R4_MC13g11765	84	255	Auto	Auto	1	0.011904762	0.109108945	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11767	457	1374	Auto	Auto	1	0.002188184	0.046778027	87	87	0.190371991	0.436316389	NON	NON	A2
MvSl-1064-A2-R4_MC13g11768	326	981	Auto	Auto	6	0.018404908	0.135664689	94.3333	566	1.736196319	1.317648025	NON	NON	A2
MvSl-1064-A2-R4_MC13g11769	735	2208	Auto	Auto	2	0.002721088	0.052164053	79.5	159	0.216326531	0.46510916	NON	NON	A2
MvSl-1064-A2-R4_MC13g11770	1159	3480	Auto	Auto	6	0.005176877	0.071950515	78.8333	473	0.40811044	0.638835221	NON	NON	A2
MvSl-1064-A2-R4_MC13g11771	270	813	Auto	Auto	5	0.018518519	0.136082763	108.8	544	2.014814815	1.419441726	NON	NON	A2
MvSl-1064-A2-R4_MC13g11772	401	1206	Auto	Auto	7	0.017456359	0.132122516	88.8571	622	1.551122195	1.245440562	NON	NON	A2
MvSl-1064-A2-R4_MC13g11773	777	2334	Auto	Auto	1	0.001287001	0.0358748	437	437	0.562419562	0.749946373	NON	NON	A2
MvSl-1064-A2-R4_MC13g11774	631	1896	Auto	Auto	9	0.014263074	0.119428114	88	792	1.255150555	1.120335019	NON	NON	A2
MvSl-1064-A2-R4_MC13g11775	62	189	Auto	Auto	1	0.016129032	0.127000127	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11776	426	1281	Auto	Auto	12	0.028169014	0.167836272	112.333	1348	3.164319249	1.778853352	NON	NON	A2
MvSl-1064-A2-R4_MC13g11777	1161	3486	Auto	Auto	13	0.011197244	0.10581703	74.7692	972	0.837209302	0.914991422	NON	NON	A2
MvSl-1064-A2-R4_MC13g11778	506	1521	Auto	Auto	4	0.007905138	0.088910845	75.25	301	0.59486166	0.771272753	NON	NON	A2
MvSl-1064-A2-R4_MC13g11779	1202	3609	Auto	Auto	9	0.007487521	0.086530462	81.1111	730	0.607321131	0.779308111	NON	NON	A2
MvSl-1064-A2-R4_MC13g11780	279	840	Auto	Auto	1	0.003584229	0.059868434	45	45	0.161290323	0.401609664	NON	NON	A2
MvSl-1064-A2-R4_MC13g11781	114	345	Auto	Auto	1	0.00877193	0.093658581	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11782	773	2322	Auto	Auto	1	0.001293661	0.0359675	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11783	382	1149	Auto	Auto	10	0.02617801	0.1617962	81.6	816	2.136125654	1.46154906	NON	NON	A2
MvSl-1064-A2-R4_MC13g11784	362	1089	Auto	Auto	8	0.022099448	0.148658829	78.875	631	1.743093923	1.320262823	NON	NON	A2
MvSl-1064-A2-R4_MC13g11785	829	2490	Auto	Auto	9	0.010856454	0.104194307	68	612	0.738238842	0.859208265	NON	NON	A2
MvSl-1064-A2-R4_MC13g11786	628	1887	Auto	Auto	9	0.01433121	0.119713033	87.2222	785	1.25	1.118033989	NON	NON	A2
MvSl-1064-A2-R4_MC13g11787	103	312	Auto	Auto	1	0.009708738	0.098532928	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11788	155	468	Auto	Auto	5	0.032258065	0.179605302	100.8	504	3.251612903	1.803222921	NON	NON	A2
MvSl-1064-A2-R4_MC13g11789	426	1281	Auto	Auto	4	0.009389671	0.096900317	87	348	0.816901408	0.903825984	NON	NON	A2
MvSl-1064-A2-R4_MC13g11790	567	1704	Auto	Auto	4	0.007054674	0.083992105	78.25	313	0.552028219	0.742986015	NON	NON	A2
MvSl-1064-A2-R4_MC13g11791	223	672	Auto	Auto	1	0.004484305	0.066964953	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11792	468	1407	Auto	Auto	6	0.012820513	0.113227703	88.6667	532	1.136752137	1.066185789	NON	NON	A2
MvSl-1064-A2-R4_MC13g11793	269	810	Auto	Auto	8	0.029739777	0.172452245	105.75	846	3.144981413	1.773409545	NON	NON	A2
MvSl-1064-A2-R4_MC13g11794	560	1683	Auto	Auto	1	0.001785714	0.042257713	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11795	652	1959	Auto	Auto	12	0.018404908	0.135664689	83.0833	997	1.529141104	1.236584451	NON	NON	A2
MvSl-1064-A2-R4_MC13g11796	851	2556	Auto	Auto	7	0.008225617	0.090695187	77.1429	540	0.634547591	0.796584955	NON	NON	A2
MvSl-1064-A2-R4_MC13g11798	375	1128	Auto	Auto	4	0.010666667	0.103279556	72.25	289	0.770666667	0.877876225	NON	NON	A2
MvSl-1064-A2-R4_MC13g11799	350	1053	Auto	Auto	5	0.014285714	0.119522861	73.4	367	1.048571429	1.023997768	NON	NON	A2
MvSl-1064-A2-R4_MC13g11800	862	2589	Auto	Auto	7	0.00812065	0.090114647	89.1429	624	0.723897912	0.850821904	NON	NON	A2
MvSl-1064-A2-R4_MC13g11802	366	1101	Auto	Auto	5	0.013661202	0.116881146	71.6	358	0.978142077	0.989010655	NON	NON	A2
MvSl-1064-A2-R4_MC13g11803	410	1233	Auto	Auto	4	0.009756098	0.09877296	76.5	306	0.746341463	0.863910564	NON	NON	A2
MvSl-1064-A2-R4_MC13g11804	441	1326	Auto	Auto	6	0.013605442	0.116642369	92	552	1.25170068	1.118794298	NON	NON	A2
MvSl-1064-A2-R4_MC13g11805	506	1521	Auto	Auto	3	0.005928854	0.07699905	73	219	0.432806324	0.657880175	NON	NON	A2
MvSl-1064-A2-R4_MC13g11806	451	1356	Auto	Auto	2	0.00443459	0.066592716	68	136	0.301552106	0.549137602	NON	NON	A2
MvSl-1064-A2-R4_MC13g11807	158	477	Auto	Auto	5	0.03164557	0.177892017	118.8	594	3.759493671	1.938941379	NON	NON	A2
MvSl-1064-A2-R4_MC13g11808	498	1497	Auto	Auto	5	0.010040161	0.100200602	90.8	454	0.911646586	0.954801857	NON	NON	A2
MvSl-1064-A2-R4_MC13g11809	790	2373	Auto	Auto	4	0.005063291	0.071156807	90.75	363	0.459493671	0.677859625	NON	NON	A2
MvSl-1064-A2-R4_MC13g11810	163	492	Auto	Auto	5	0.030674847	0.175142361	100.2	501	3.073619632	1.753174159	NON	NON	A2
MvSl-1064-A2-R4_MC13g11811	1017	3054	Auto	Auto	3	0.002949853	0.054312545	50.3333	151	0.14847591	0.385325719	NON	NON	A2
MvSl-1064-A2-R4_MC13g11813	98	297	Auto	Auto	1	0.010204082	0.101015254	71	71	0.724489796	0.851169663	NON	NON	A2
MvSl-1064-A2-R4_MC13g11817	372	1119	Auto	Auto	5	0.01344086	0.115934724	139	695	1.86827957	1.366850237	NON	NON	A2
MvSl-1064-A2-R4_MC13g11818	201	606	Auto	Auto	1	0.004975124	0.070534562	48	48	0.23880597	0.488677777	NON	NON	A2
MvSl-1064-A2-R4_MC13g11819	211	636	Auto	Auto	2	0.009478673	0.097358477	81	162	0.767772512	0.87622629	Up	DE	A2
MvSl-1064-A2-R4_MC13g11821	471	1416	Auto	Auto	7	0.014861996	0.121909785	90	630	1.337579618	1.156537772	NON	NON	A2
MvSl-1064-A2-R4_MC13g11822	177	534	Auto	Auto	7	0.039548023	0.198866846	97.7143	684	3.86440678	1.965809446	NON	NON	A2
MvSl-1064-A2-R4_MC13g11823	243	732	Auto	Auto	3	0.012345679	0.111111111	100.333	301	1.238683128	1.112961422	NON	NON	A2
MvSl-1064-A2-R4_MC13g11824	563	1692	Auto	Auto	1	0.001776199	0.042144975	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11825	1133	3402	Auto	Auto	10	0.008826125	0.09394746	117.6	1176	1.037952339	1.01879946	NON	NON	A2
