gida1	a1prot	a1cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	DE	DE2	haploid
MvSl-1064-A2-R4_MC12g11348	1530	4593	Auto	Auto	8	0.005228758	0.072310153	81.5	652	0.426143791	0.652796899	NON	NON	A2
MvSl-1064-A2-R4_MC12g11350	177	534	Auto	Auto	8	0.04519774	0.212597601	122.875	983	5.553672316	2.356623075	NON	NON	A2
MvSl-1064-A2-R4_MC12g11351	3408	10227	Auto	Auto	18	0.00528169	0.072675237	109.222	1966	0.576877934	0.759524808	NON	NON	A2
MvSl-1064-A2-R4_MC12g11352	452	1359	Auto	Auto	3	0.006637168	0.081468817	69.6667	209	0.462389381	0.679992192	NON	NON	A2
MvSl-1064-A2-R4_MC12g11353	658	1977	Auto	Auto	2	0.003039514	0.055131785	75	150	0.227963526	0.477455261	NON	NON	A2
MvSl-1064-A2-R4_MC12g11354	247	744	Auto	Auto	6	0.024291498	0.1558573	91.5	549	2.222672065	1.490862859	NON	NON	A2
MvSl-1064-A2-R4_MC12g11355	759	2280	Auto	Auto	1	0.001317523	0.0362977	135	135	0.177865613	0.421741168	NON	NON	A2
MvSl-1064-A2-R4_MC12g11356	555	1668	Auto	Auto	4	0.007207207	0.084895272	75.5	302	0.544144144	0.737661267	NON	NON	A2
MvSl-1064-A2-R4_MC12g11359	124	375	Auto	Auto	2	0.016129032	0.127000127	75.5	151	1.217741935	1.103513451	NON	NON	A2
MvSl-1064-A2-R4_MC12g11360	291	876	Auto	Auto	3	0.010309278	0.101534617	69.3333	208	0.714776632	0.845444636	NON	NON	A2
MvSl-1064-A2-R4_MC12g11361	94	285	Auto	Auto	2	0.021276596	0.145864991	79	158	1.680851064	1.296476403	NON	NON	A2
MvSl-1064-A2-R4_MC12g11362	216	651	Auto	Auto	2	0.009259259	0.096225045	57	114	0.527777778	0.726483157	NON	NON	A2
MvSl-1064-A2-R4_MC12g11363	847	2544	Auto	Auto	3	0.003541913	0.05951397	220.333	661	0.780401417	0.883403315	NON	NON	A2
MvSl-1064-A2-R4_MC12g11364	117	354	Auto	Auto	1	0.008547009	0.092450033	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11365	41	126	Auto	Auto	1	0.024390244	0.156173762	71	71	1.731707317	1.315943508	NON	NON	A2
MvSl-1064-A2-R4_MC12g11366	96	291	Auto	Auto	1	0.010416667	0.102062073	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11367	644	1935	Auto	Auto	1	0.001552795	0.03940552	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11368	63	192	Auto	Auto	1	0.015873016	0.125988158	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11369	335	1008	Auto	Auto	4	0.011940299	0.109271673	99	396	1.182089552	1.087239418	NON	NON	A2
MvSl-1064-A2-R4_MC12g11370	563	1692	Auto	Auto	1	0.001776199	0.042144975	81	81	0.143872114	0.379304777	NON	NON	A2
MvSl-1064-A2-R4_MC12g11371	452	1359	Auto	Auto	5	0.011061947	0.10517579	96.2	481	1.064159292	1.031580967	NON	NON	A2
MvSl-1064-A2-R4_MC12g11372	186	561	Auto	Auto	4	0.021505376	0.146647115	106.25	425	2.284946237	1.511603862	NON	NON	A2
MvSl-1064-A2-R4_MC12g11373	572	1719	Auto	Auto	5	0.008741259	0.093494699	88.6	443	0.774475524	0.880042911	NON	NON	A2
MvSl-1064-A2-R4_MC12g11374	905	2718	Auto	Auto	6	0.006629834	0.081423794	73.8333	443	0.489502762	0.69964474	NON	NON	A2
MvSl-1064-A2-R4_MC12g11375	615	1848	Auto	Auto	7	0.011382114	0.10668699	90.1429	631	1.02601626	1.012924607	Up	DE	A2
MvSl-1064-A2-R4_MC12g11376	278	837	Auto	Auto	1	0.003597122	0.059976014	76	76	0.273381295	0.522858772	NON	NON	A2
MvSl-1064-A2-R4_MC12g11377	614	1845	Auto	Auto	6	0.009771987	0.098853361	75.6667	454	0.739413681	0.859891668	NON	NON	A2
MvSl-1064-A2-R4_MC12g11378	377	1134	Auto	Auto	6	0.015915119	0.12615514	101.833	611	1.620689655	1.273063099	NON	NON	A2
MvSl-1064-A2-R4_MC12g11379	443	1332	Auto	Auto	5	0.011286682	0.106238796	186.2	931	2.101580135	1.449682771	NON	NON	A2
MvSl-1064-A2-R4_MC12g11380	456	1371	Auto	Auto	5	0.010964912	0.104713477	92.6	463	1.015350877	1.007646206	NON	NON	A2
MvSl-1064-A2-R4_MC12g11381	1236	3711	Auto	Auto	1	0.000809061	0.028444006	91	91	0.073624595	0.271338526	NON	NON	A2
MvSl-1064-A2-R4_MC12g11382	1947	5844	Auto	Auto	3	0.001540832	0.039253434	76.6667	230	0.118130457	0.343701116	NON	NON	A2
MvSl-1064-A2-R4_MC12g11383	236	711	Auto	Auto	8	0.033898305	0.184114924	109.375	875	3.707627119	1.925519961	NON	NON	A2
MvSl-1064-A2-R4_MC12g11384	166	501	Auto	Auto	4	0.024096386	0.155230105	144.75	579	3.487951807	1.867605903	NON	NON	A2
MvSl-1064-A2-R4_MC12g11385	566	1701	Auto	Auto	5	0.008833922	0.093988948	97	485	0.856890459	0.925683779	NON	NON	A2
MvSl-1064-A2-R4_MC12g11386	828	2487	Auto	Auto	7	0.008454106	0.091946214	81.8571	573	0.692028986	0.831882796	NON	NON	A2
MvSl-1064-A2-R4_MC12g11387	269	810	Auto	Auto	1	0.003717472	0.060971076	139	139	0.516728625	0.718838386	NON	NON	A2
MvSl-1064-A2-R4_MC12g11388	1426	4281	Auto	Auto	5	0.003506311	0.059214115	85.8	429	0.300841515	0.548490214	NON	NON	A2
MvSl-1064-A2-R4_MC12g11389	515	1548	Auto	Auto	1	0.001941748	0.044065265	69	69	0.133980583	0.366033581	NON	NON	A2
MvSl-1064-A2-R4_MC12g11390	173	522	Auto	Auto	2	0.011560694	0.107520666	249.5	499	2.884393064	1.6983501	NON	NON	A2
MvSl-1064-A2-R4_MC12g11391	430	1293	Auto	Auto	2	0.004651163	0.068199434	262.5	525	1.220930233	1.104957118	NON	NON	A2
MvSl-1064-A2-R4_MC12g11392	277	834	Auto	Auto	6	0.02166065	0.147175575	110.167	661	2.386281588	1.544759395	NON	NON	A2
MvSl-1064-A2-R4_MC12g11393	447	1344	Auto	Auto	3	0.006711409	0.081923192	77.6667	233	0.521252796	0.721978391	NON	NON	A2
MvSl-1064-A2-R4_MC12g11394	326	981	Auto	Auto	3	0.009202454	0.095929422	96.6667	290	0.889570552	0.943170479	NON	NON	A2
MvSl-1064-A2-R4_MC12g11395	670	2013	Auto	Auto	7	0.010447761	0.102214291	89.1429	624	0.931343284	0.965061285	NON	NON	A2
MvSl-1064-A2-R4_MC12g11397	349	1050	Auto	Auto	2	0.005730659	0.075701116	167.5	335	0.959885387	0.979737407	NON	NON	A2
MvSl-1064-A2-R4_MC12g11398	152	459	Auto	Auto	2	0.013157895	0.114707867	184.5	369	2.427631579	1.55808587	NON	NON	A2
MvSl-1064-A2-R4_MC12g11399	88	267	Auto	Auto	1	0.011363636	0.106600358	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11402	54	165	Auto	Auto	1	0.018518519	0.136082763	210	210	3.888888889	1.972026594	Up	DE	A2
MvSl-1064-A2-R4_MC12g11404	364	1095	Auto	Auto	2	0.005494505	0.074124932	276	552	1.516483516	1.231455852	NON	NON	A2
MvSl-1064-A2-R4_MC12g11405	1687	5064	Auto	Auto	13	0.007705987	0.087783751	79.8462	1038	0.61529342	0.784406413	Up	DE	A2
MvSl-1064-A2-R4_MC12g11406	387	1164	Auto	Auto	11	0.028423773	0.168593513	175.727	1933	4.994832041	2.234912088	NON	NON	A2
MvSl-1064-A2-R4_MC12g11407	809	2430	Auto	Auto	6	0.007416564	0.086119473	89.5	537	0.663782447	0.81472845	NON	NON	A2
MvSl-1064-A2-R4_MC12g11408	210	633	Auto	Auto	4	0.019047619	0.138013112	84.75	339	1.614285714	1.27054544	NON	NON	A2
MvSl-1064-A2-R4_MC12g11409	205	618	Auto	Auto	3	0.014634146	0.120971676	118.333	355	1.731707317	1.315943508	NON	NON	A2
MvSl-1064-A2-R4_MC12g11411	334	1005	Auto	Auto	3	0.008982036	0.094773604	50.3333	151	0.452095808	0.672380702	NON	NON	A2
MvSl-1064-A2-R4_MC12g11413	80	243	Auto	Auto	1	0.0125	0.111803399	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11414	276	831	Auto	Auto	6	0.02173913	0.147441956	78.1667	469	1.699275362	1.303562566	NON	NON	A2
MvSl-1064-A2-R4_MC12g11415	233	702	Auto	Auto	2	0.008583691	0.092648211	139.5	279	1.197424893	1.094269113	NON	NON	A2
MvSl-1064-A2-R4_MC12g11416	197	594	Auto	Auto	3	0.015228426	0.12340351	90.6667	272	1.38071066	1.17503645	NON	NON	A2
MvSl-1064-A2-R4_MC12g11417	1040	3123	Auto	Auto	8	0.007692308	0.087705802	93.125	745	0.716346154	0.846372349	NON	NON	A2
MvSl-1064-A2-R4_MC12g11418	1828	5487	Auto	Auto	3	0.001641138	0.04051096	74.6667	224	0.122538293	0.3500547	NON	NON	A2
MvSl-1064-A2-R4_MC12g11419	285	858	Auto	Auto	2	0.007017544	0.083770782	68.5	137	0.480701754	0.693326586	NON	NON	A2
MvSl-1064-A2-R4_MC12g11421	404	1215	Auto	Auto	4	0.00990099	0.099503719	74.25	297	0.735148515	0.857408021	NON	NON	A2
MvSl-1064-A2-R4_MC12g11422	139	420	Auto	Auto	1	0.007194245	0.084818893	220	220	1.582733813	1.258067491	NON	NON	A2
MvSl-1064-A2-R4_MC12g11423	150	453	Auto	Auto	1	0.006666667	0.081649658	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11424	221	666	Auto	Auto	1	0.004524887	0.067267279	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11425	246	741	Auto	Auto	3	0.012195122	0.110431526	82.6667	248	1.008130081	1.004056812	NON	NON	A2
MvSl-1064-A2-R4_MC12g11426	429	1290	Auto	Auto	3	0.006993007	0.083624201	146.667	440	1.025641026	1.012739367	NON	NON	A2
MvSl-1064-A2-R4_MC12g11427	613	1842	Auto	Auto	1	0.001631321	0.04038962	85	85	0.138662316	0.372373893	NON	NON	A2
MvSl-1064-A2-R4_MC12g11428	513	1542	Auto	Auto	2	0.003898635	0.062439054	164.5	329	0.641325536	0.800828032	NON	NON	A2
MvSl-1064-A2-R4_MC12g11429	530	1593	Auto	Auto	3	0.005660377	0.075235479	109.667	329	0.620754717	0.787879887	NON	NON	A2
MvSl-1064-A2-R4_MC12g11430	630	1893	Auto	Auto	6	0.00952381	0.097590007	104.667	628	0.996825397	0.998411437	NON	NON	A2
MvSl-1064-A2-R4_MC12g11431	1102	3309	Auto	Auto	7	0.006352087	0.079699982	110.286	772	0.700544465	0.836985343	NON	NON	A2
MvSl-1064-A2-R4_MC12g11432	665	1998	Auto	Auto	8	0.012030075	0.109681699	81.375	651	0.978947368	0.989417692	NON	NON	A2
MvSl-1064-A2-R4_MC12g11433	626	1881	Auto	Auto	2	0.003194888	0.056523342	103.5	207	0.330670927	0.575039935	NON	NON	A2
MvSl-1064-A2-R4_MC12g11436	95	288	Auto	Auto	1	0.010526316	0.102597835	42	42	0.442105263	0.664909966	NON	NON	A2
MvSl-1064-A2-R4_MC12g11437	142	429	Auto	Auto	1	0.007042254	0.083918136	88	88	0.61971831	0.787221894	NON	NON	A2
MvSl-1064-A2-R4_MC12g11438	301	906	Auto	Auto	1	0.003322259	0.057639042	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11439	301	906	Auto	Auto	2	0.006644518	0.081513915	60.5	121	0.401993355	0.634029459	NON	NON	A2
MvSl-1064-A2-R4_MC12g11440	763	2292	Auto	Auto	7	0.009174312	0.095782629	71.2857	499	0.653997379	0.808701044	NON	NON	A2
MvSl-1064-A2-R4_MC12g11441	552	1659	Auto	Auto	1	0.001811594	0.042562827	660	660	1.195652174	1.093458812	NON	NON	A2
MvSl-1064-A2-R4_MC12g11442	904	2715	Auto	Auto	9	0.009955752	0.099778516	98.3333	885	0.978982301	0.989435344	NON	NON	A2
MvSl-1064-A2-R4_MC12g11444	348	1047	Auto	Auto	6	0.017241379	0.131306433	78.3333	470	1.350574713	1.162142294	NON	NON	A2
MvSl-1064-A2-R4_MC12g11445	494	1485	Auto	Auto	2	0.004048583	0.063628476	76	152	0.307692308	0.554700196	NON	NON	A2
MvSl-1064-A2-R4_MC12g11446	473	1422	Auto	Auto	2	0.00422833	0.065025609	145	290	0.613107822	0.783012019	NON	NON	A2
MvSl-1064-A2-R4_MC12g11447	816	2451	Auto	Auto	2	0.00245098	0.049507377	105.5	211	0.258578431	0.508506078	NON	NON	A2
MvSl-1064-A2-R4_MC12g11448	665	1998	Auto	Auto	1	0.001503759	0.038778337	82	82	0.123308271	0.351152774	NON	NON	A2
MvSl-1064-A2-R4_MC12g11449	210	633	Auto	Auto	6	0.028571429	0.169030851	116.833	701	3.338095238	1.827045494	NON	NON	A2
MvSl-1064-A2-R4_MC12g11450	347	1044	Auto	Auto	4	0.011527378	0.107365625	74.25	297	0.855907781	0.925152842	NON	NON	A2
MvSl-1064-A2-R4_MC12g11451	300	903	Auto	Auto	4	0.013333333	0.115470054	95.25	381	1.27	1.126942767	NON	NON	A2
MvSl-1064-A2-R4_MC12g11452	144	435	Auto	Auto	2	0.013888889	0.11785113	188.5	377	2.618055556	1.618040653	NON	NON	A2
MvSl-1064-A2-R4_MC12g11453	117	354	Auto	Auto	1	0.008547009	0.092450033	73	73	0.623931624	0.789893426	NON	NON	A2
MvSl-1064-A2-R4_MC12g11454	283	852	Auto	Auto	7	0.024734982	0.157273591	91.1429	635	2.243816254	1.497937333	NON	NON	A2
MvSl-1064-A2-R4_MC12g11455	327	984	Auto	Auto	3	0.009174312	0.095782629	74	222	0.678899083	0.823953325	NON	NON	A2
MvSl-1064-A2-R4_MC12g11457	583	1752	Auto	Auto	6	0.010291595	0.1014475	79.6667	478	0.819897084	0.905481686	NON	NON	A2
MvSl-1064-A2-R4_MC12g11458	79	240	Auto	Auto	2	0.025316456	0.159111457	100.5	201	2.544303797	1.595087395	NON	NON	A2
MvSl-1064-A2-R4_MC12g11459	53	162	Auto	Auto	1	0.018867925	0.137360564	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11460	379	1140	Auto	Auto	4	0.01055409	0.102733099	99	396	1.044854881	1.022181433	NON	NON	A2
MvSl-1064-A2-R4_MC12g11461	772	2319	Auto	Auto	3	0.00388601	0.062337873	97.3333	292	0.378238342	0.615010847	NON	NON	A2
MvSl-1064-A2-R4_MC12g11462	367	1104	Auto	Auto	1	0.002724796	0.052199575	78	78	0.21253406	0.461014165	NON	NON	A2
MvSl-1064-A2-R4_MC12g11463	779	2340	Auto	Auto	2	0.002567394	0.050669459	109	218	0.279845956	0.529004685	NON	NON	A2
MvSl-1064-A2-R4_MC12g11464	472	1419	Auto	Auto	3	0.006355932	0.079724101	107.667	323	0.684322034	0.827237592	NON	NON	A2
MvSl-1064-A2-R4_MC12g11465	734	2205	Auto	Auto	1	0.001362398	0.036910674	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11466	1113	3342	Auto	Auto	3	0.002695418	0.051917413	69.6667	209	0.187780773	0.433336789	NON	NON	A2
MvSl-1064-A2-R4_MC12g11467	513	1542	Auto	Auto	2	0.003898635	0.062439054	297.5	595	1.159844055	1.076960563	NON	NON	A2
MvSl-1064-A2-R4_MC12g11468	106	321	Auto	Auto	2	0.018867925	0.137360564	125	250	2.358490566	1.535737792	Down	DE	A2
MvSl-1064-A2-R4_MC12g11469	1201	3606	Auto	Auto	6	0.004995837	0.070681234	78.3333	470	0.39134055	0.625572178	NON	NON	A2
MvSl-1064-A2-R4_MC12g11470	153	462	Auto	Auto	2	0.013071895	0.11433239	132	264	1.725490196	1.313579155	NON	NON	A2
MvSl-1064-A2-R4_MC12g11471	98	297	Auto	Auto	1	0.010204082	0.101015254	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11472	201	606	Auto	Auto	1	0.004975124	0.070534562	51	51	0.253731343	0.503717523	NON	NON	A2
MvSl-1064-A2-R4_MC12g11473	52	159	Auto	Auto	1	0.019230769	0.138675049	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11474	418	1257	Auto	Auto	3	0.007177033	0.084717374	78.3333	235	0.562200957	0.749800611	NON	NON	A2
MvSl-1064-A2-R4_MC12g11475	1964	5895	Auto	Auto	10	0.00509165	0.071355797	117	1170	0.595723014	0.771830949	NON	NON	A2
MvSl-1064-A2-R4_MC12g11476	303	912	Auto	Auto	3	0.00990099	0.099503719	98.6667	296	0.97689769	0.988381348	NON	NON	A2
MvSl-1064-A2-R4_MC12g11477	538	1617	Auto	Auto	4	0.007434944	0.086226123	76.25	305	0.566914498	0.752937247	NON	NON	A2
MvSl-1064-A2-R4_MC12g11478	949	2850	Auto	Auto	5	0.005268704	0.072585838	97.8	489	0.515279241	0.717829535	NON	NON	A2
MvSl-1064-A2-R4_MC12g11479	1492	4479	Auto	Auto	5	0.003351206	0.057889606	78.8	394	0.264075067	0.513882347	NON	NON	A2
MvSl-1064-A2-R4_MC12g11480	1086	3261	Auto	Auto	5	0.004604052	0.067853162	193.2	966	0.889502762	0.943134541	NON	NON	A2
MvSl-1064-A2-R4_MC12g11481	135	408	Auto	Auto	1	0.007407407	0.086066297	121	121	0.896296296	0.946729262	NON	NON	A2
MvSl-1064-A2-R4_MC12g11482	301	906	Auto	Auto	1	0.003322259	0.057639042	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11483	199	600	Auto	Auto	1	0.005025126	0.070888121	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11484	529	1590	Auto	Auto	4	0.007561437	0.086956522	86.25	345	0.652173913	0.807572853	NON	NON	A2
MvSl-1064-A2-R4_MC12g11485	52	159	Auto	Auto	1	0.019230769	0.138675049	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11486	1560	4683	Auto	Auto	4	0.002564103	0.050636968	98.5	394	0.252564103	0.502557561	NON	NON	A2
MvSl-1064-A2-R4_MC12g11487	429	1290	Auto	Auto	7	0.016317016	0.127738077	105.429	738	1.72027972	1.311594343	NON	NON	A2
MvSl-1064-A2-R4_MC12g11490	59	180	Auto	Auto	1	0.016949153	0.130188911	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11491	458	1377	Auto	Auto	2	0.004366812	0.06608186	86.5	173	0.377729258	0.614596825	NON	NON	A2
MvSl-1064-A2-R4_MC12g11492	922	2769	Auto	Auto	5	0.005422993	0.073640977	115	575	0.623644252	0.789711499	NON	NON	A2
MvSl-1064-A2-R4_MC12g11493	99	300	Auto	Auto	2	0.02020202	0.142133811	65.5	131	1.323232323	1.150318357	NON	NON	A2
MvSl-1064-A2-R4_MC12g11494	612	1839	Auto	Auto	5	0.008169935	0.090387691	90.2	451	0.736928105	0.858445167	NON	NON	A2
MvSl-1064-A2-R4_MC12g11495	834	2505	Auto	Auto	7	0.008393285	0.091614875	145.857	1021	1.224220624	1.106445039	NON	NON	A2
MvSl-1064-A2-R4_MC12g11496	198	597	Auto	Auto	5	0.025252525	0.158910432	153.8	769	3.883838384	1.970745642	Down	DE	A2
MvSl-1064-A2-R4_MC12g11498	807	2424	Auto	Auto	10	0.012391574	0.111317446	106.5	1065	1.319702602	1.148783096	NON	NON	A2
MvSl-1064-A2-R4_MC12g11499	919	2760	Auto	Auto	5	0.005440696	0.073761077	109.6	548	0.596300326	0.772204847	NON	NON	A2
MvSl-1064-A2-R4_MC12g11501	1530	4593	Auto	Auto	10	0.006535948	0.080845208	100	1000	0.653594771	0.808452083	NON	NON	A2
MvSl-1064-A2-R4_MC12g11503	855	2568	Auto	Auto	4	0.004678363	0.068398557	87	348	0.407017544	0.637979266	NON	NON	A2
MvSl-1064-A2-R4_MC12g11504	2897	8694	Auto	Auto	18	0.006213324	0.078824642	84.0556	1513	0.522264411	0.722678636	NON	NON	A2
MvSl-1064-A2-R4_MC12g11505	346	1041	Auto	Auto	5	0.014450867	0.120211759	103	515	1.488439306	1.220016109	Up	DE	A2
MvSl-1064-A2-R4_MC12g11507	512	1539	Auto	Auto	10	0.01953125	0.139754249	89.3	893	1.744140625	1.320659163	NON	NON	A2
MvSl-1064-A2-R4_MC12g11508	629	1890	Auto	Auto	5	0.007949126	0.089157869	80.4	402	0.639109698	0.799443368	NON	NON	A2
MvSl-1064-A2-R4_MC12g11509	299	900	Auto	Auto	1	0.003344482	0.057831493	107	107	0.357859532	0.598213617	NON	NON	A2
MvSl-1064-A2-R4_MC12g11510	1238	3717	Auto	Auto	7	0.005654281	0.075194954	85.5714	599	0.483844911	0.695589614	NON	NON	A2
MvSl-1064-A2-R4_MC12g11511	1667	5004	Auto	Auto	4	0.00239952	0.048984897	71.75	287	0.172165567	0.414928388	NON	NON	A2
MvSl-1064-A2-R4_MC12g11512	615	1848	Auto	Auto	2	0.003252033	0.057026595	71.5	143	0.232520325	0.482203614	NON	NON	A2
MvSl-1064-A2-R4_MC12g11516	287	864	Auto	Auto	4	0.013937282	0.118056267	62.25	249	0.867595819	0.931448237	NON	NON	A2
MvSl-1064-A2-R4_MC12g11517	1214	3645	Auto	Auto	8	0.006589786	0.081177496	72.25	578	0.476112026	0.690008715	NON	NON	A2
MvSl-1064-A2-R4_MC12g11518	181	546	Auto	Auto	5	0.027624309	0.166205624	92	460	2.541436464	1.59418834	NON	NON	A2
MvSl-1064-A2-R4_MC12g11519	714	2145	Auto	Auto	3	0.004201681	0.064820372	71	213	0.298319328	0.546186166	NON	NON	A2
MvSl-1064-A2-R4_MC12g11520	345	1038	Auto	Auto	3	0.008695652	0.093250481	94	282	0.817391304	0.904096955	NON	NON	A2
MvSl-1064-A2-R4_MC12g11521	1016	3051	Auto	Auto	5	0.00492126	0.070151692	79.8	399	0.392716535	0.626670995	NON	NON	A2
MvSl-1064-A2-R4_MC12g11522	1161	3486	Auto	Auto	15	0.012919897	0.113665723	73.0667	1096	0.944013781	0.971603716	NON	NON	A2
MvSl-1064-A2-R4_MC12g11523	96	291	Auto	Auto	1	0.010416667	0.102062073	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11524	757	2274	Auto	Auto	4	0.005284016	0.072691236	81.25	325	0.429326288	0.65522995	NON	NON	A2
MvSl-1064-A2-R4_MC12g11525	751	2256	Auto	Auto	7	0.009320905	0.096544837	83.5714	585	0.778961385	0.882587891	NON	NON	A2
MvSl-1064-A2-R4_MC12g11526	752	2259	Auto	Auto	5	0.006648936	0.081541009	91.6	458	0.609042553	0.780411784	NON	NON	A2
MvSl-1064-A2-R4_MC12g11527	1392	4179	Auto	Auto	16	0.011494253	0.107211253	80.5625	1289	0.926005747	0.962291924	NON	NON	A2
MvSl-1064-A2-R4_MC12g11528	312	939	Auto	Auto	4	0.012820513	0.113227703	87.25	349	1.118589744	1.057634031	NON	NON	A2
MvSl-1064-A2-R4_MC12g11529	617	1854	Auto	Auto	4	0.006482982	0.080516968	106.25	425	0.688816856	0.829949912	NON	NON	A2
MvSl-1064-A2-R4_MC12g11530	1600	4803	Auto	Auto	4	0.0025	0.05	80.5	322	0.20125	0.448608961	NON	NON	A2
MvSl-1064-A2-R4_MC12g11531	1225	3678	Auto	Auto	5	0.004081633	0.063887656	114.8	574	0.468571429	0.684522774	NON	NON	A2
MvSl-1064-A2-R4_MC12g11532	1406	4221	Auto	Auto	7	0.004978663	0.070559641	106.857	748	0.53200569	0.729387202	NON	NON	A2
MvSl-1064-A2-R4_MC12g11534	586	1761	Auto	Auto	7	0.011945392	0.109294979	105.143	736	1.255972696	1.120701877	NON	NON	A2
MvSl-1064-A2-R4_MC12g11535	88	267	Auto	Auto	1	0.011363636	0.106600358	94	94	1.068181818	1.033528818	NON	NON	A2
MvSl-1064-A2-R4_MC12g11536	595	1788	Auto	Auto	14	0.023529412	0.153392998	93	1302	2.188235294	1.4792685	Down	DE	A2
MvSl-1064-A2-R4_MC12g11537	143	432	Auto	Auto	2	0.013986014	0.118262479	85	170	1.188811189	1.090326185	NON	NON	A2
MvSl-1064-A2-R4_MC12g11540	280	843	Auto	Auto	1	0.003571429	0.05976143	50	50	0.178571429	0.422577127	NON	NON	A2
MvSl-1064-A2-R4_MC13g11551	470	1413	Auto	Auto	2	0.004255319	0.065232807	83	166	0.353191489	0.594299158	NON	NON	A2
MvSl-1064-A2-R4_MC13g11552	721	2166	Auto	Auto	6	0.008321775	0.091223765	104.5	627	0.86962552	0.932537141	NON	NON	A2
MvSl-1064-A2-R4_MC13g11553	539	1620	Auto	Auto	3	0.005565863	0.07460471	79.3333	238	0.441558442	0.664498639	NON	NON	A2
MvSl-1064-A2-R4_MC13g11554	762	2289	Auto	Auto	1	0.001312336	0.036226178	70	70	0.091863517	0.303089949	NON	NON	A2
MvSl-1064-A2-R4_MC13g11555	508	1527	Auto	Auto	9	0.017716535	0.133103476	102.111	919	1.809055118	1.345011196	NON	NON	A2
MvSl-1064-A2-R4_MC13g11556	1446	4341	Auto	Auto	5	0.003457815	0.058803186	87	435	0.300829876	0.548479604	NON	NON	A2
MvSl-1064-A2-R4_MC13g11557	392	1179	Auto	Auto	1	0.00255102	0.050507627	84	84	0.214285714	0.46291005	NON	NON	A2
MvSl-1064-A2-R4_MC13g11558	487	1464	Auto	Auto	5	0.01026694	0.101325912	100.6	503	1.032854209	1.016294352	NON	NON	A2
MvSl-1064-A2-R4_MC13g11559	204	615	Auto	Auto	1	0.004901961	0.070014004	104	104	0.509803922	0.714005547	NON	NON	A2
MvSl-1064-A2-R4_MC13g11560	626	1881	Auto	Auto	4	0.006389776	0.079936077	79.25	317	0.506389776	0.711610692	NON	NON	A2
MvSl-1064-A2-R4_MC13g11561	173	522	Auto	Auto	2	0.011560694	0.107520666	66	132	0.76300578	0.873502021	NON	NON	A2
MvSl-1064-A2-R4_MC13g11563	197	594	Auto	Auto	2	0.010152284	0.100758544	94	188	0.954314721	0.976890332	NON	NON	A2
MvSl-1064-A2-R4_MC13g11564	655	1968	Auto	Auto	4	0.00610687	0.078146467	63.75	255	0.389312977	0.623949499	NON	NON	A2
MvSl-1064-A2-R4_MC13g11565	744	2235	Auto	Auto	3	0.004032258	0.063500064	79	237	0.318548387	0.56440091	NON	NON	A2
MvSl-1064-A2-R4_MC13g11567	66	201	Auto	Auto	1	0.015151515	0.123091491	0	0	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC13g11568	413	1242	Auto	Auto	3	0.007263923	0.085228648	137.333	412	0.997578692	0.998788613	Up	DE	A2
MvSl-1064-A2-R4_MC13g11571	359	1080	Auto	Auto	3	0.008356546	0.091414145	187	561	1.562674095	1.250069636	NON	NON	A2
MvSl-1064-A2-R4_MC13g11572	225	678	Auto	Auto	1	0.004444444	0.066666667	92	92	0.408888889	0.639444203	NON	NON	A2
MvSl-1064-A2-R4_MC13g11573	3553	10662	Auto	Auto	11	0.003095975	0.055641488	88.9091	978	0.275260343	0.524652593	NON	NON	A2
MvSl-1064-A2-R4_MC13g11574	127	384	Auto	Auto	3	0.023622047	0.153694656	83.6667	251	1.976377953	1.4058371	NON	NON	A2
MvSl-1064-A2-R4_MC13g11578	1444	4335	Auto	Auto	9	0.006232687	0.078947368	208.222	1874	1.297783934	1.139203201	NON	NON	A2
MvSl-1064-A2-R4_MC13g11579	158	477	Auto	Auto	2	0.012658228	0.11250879	120.5	241	1.525316456	1.235037026	NON	NON	A2
